x0,x0,0.019
x0,x1,0.006
x1,x1,0.014
x1,x6,0.009
x2,x2,0.011
x2,x3,0.005
x2,x5,0.013
x3,x3,0.006
x3,x7,0.01
x4,x1,0.017
x4,x4,0.008
x4,x9,0.015
x5,x5,0.011
x6,x2,0.011
x6,x4,0.006
x6,x6,0.01
x7,x7,0.013
x8,x0,0.019
x8,x8,0.011
x9,x8,0.014
x9,x9,0.01
