LRCA1101.MV,LRCA1101.PV,PDR1401.PV,PIC1101A.PV,TI_1145.PV
65.342,32.49,12.181,14.6365,491.27
65.3289,32.495,12.183,14.6357,491.21
65.367,32.505,12.183,14.6349,491.15
65.3557,32.51,12.184,14.634,491.09
65.3958,32.52,12.184,14.6418,491.03
65.3864,32.525,12.184,14.6413,491.0
65.3776,32.53,12.184,14.6407,490.94
65.3695,32.535,12.187,14.6401,490.88
65.4126,32.545,12.188,14.6396,490.82
65.4064,32.55,12.188,14.6476,490.76
65.4514,32.56,12.189,14.6474,490.7
65.4976,32.57,12.188,14.6471,490.67
65.5957,32.585,12.191,14.6468,490.61
65.6451,32.595,12.192,14.6465,490.55
65.6957,32.605,12.192,14.6549,490.52
65.7982,32.62,12.193,14.6549,490.46
65.852,32.63,12.193,14.6549,490.43
65.907,32.64,12.195,14.6549,490.37
66.0139,32.655,12.195,14.6549,490.34
66.072,32.665,12.196,14.6549,490.31
66.1314,32.675,12.197,14.6635,490.28
66.192,32.685,12.197,14.6638,490.22
66.2539,32.695,12.198,14.664,490.19
66.317,32.705,12.201,14.6643,490.16
66.3814,32.715,12.202,14.6646,490.13
66.447,32.725,12.202,14.6735,490.1
66.5139,32.735,12.203,14.674,490.04
66.5314,32.74,12.204,14.6746,490.01
66.6001,32.75,12.207,14.6751,489.98
66.6195,32.755,12.208,14.6843,489.95
66.6901,32.765,12.209,14.6851,489.92
66.6608,32.765,12.211,14.686,489.89
66.682,32.77,12.213,14.6868,489.86
66.7039,32.775,12.215,14.6876,489.8
66.7264,32.78,12.215,14.6885,489.77
66.7495,32.785,12.216,14.6893,489.74
66.8239,32.795,12.217,14.6987,489.71
66.8489,32.8,12.218,14.6999,489.68
66.9251,32.81,12.219,14.701,489.62
67.0026,32.82,12.222,14.7021,489.59
67.0308,32.825,12.222,14.7032,489.56
67.1101,32.835,12.224,14.7043,489.53
67.1401,32.84,12.225,14.7054,489.5
67.1707,32.845,12.225,14.7065,489.47
67.2526,32.855,12.226,14.7076,489.44
67.2851,32.86,12.228,14.7087,489.41
67.3182,32.865,12.228,14.7099,489.38
67.4026,32.875,12.229,14.711,489.35
67.4376,32.88,12.229,14.7121,489.32
67.4732,32.885,12.23,14.7132,489.29
67.5095,32.89,12.231,14.7143,489.26
67.5464,32.895,12.232,14.7154,489.23
67.5839,32.9,12.232,14.7165,489.2
67.622,32.905,12.233,14.7262,489.17
67.6608,32.91,12.234,14.7276,489.14
67.7001,32.915,12.235,14.729,489.11
67.7401,32.92,12.237,14.7218,489.08
67.7808,32.925,12.238,14.7229,489.05
67.822,32.93,12.238,14.724,489.02
67.8639,32.935,12.238,14.7251,488.99
67.9064,32.94,12.238,14.7349,488.96
67.9495,32.945,12.239,14.7362,488.93
67.9933,32.95,12.241,14.7376,488.9
68.0883,32.96,12.242,14.739,488.87
68.1339,32.965,12.244,14.7404,488.87
68.1801,32.97,12.244,14.7418,488.84
68.227,32.975,12.244,14.7432,488.81
68.2745,32.98,12.246,14.736,488.78
68.3226,32.985,12.246,14.7371,488.75
68.3714,32.99,12.247,14.7468,488.72
68.4207,32.995,12.246,14.7482,488.72
68.4708,33.0,12.247,14.7496,488.69
68.5214,33.005,12.249,14.751,488.66
68.5726,33.01,12.25,14.7524,488.66
68.6751,33.02,12.25,14.7537,488.63
68.7282,33.025,12.252,14.7551,488.6
68.782,33.03,12.252,14.7565,488.6
68.8364,33.035,12.252,14.7579,488.57
68.8914,33.04,12.254,14.7593,488.54
68.947,33.045,12.254,14.7521,488.54
69.0032,33.05,12.255,14.7618,488.51
69.0601,33.055,12.255,14.7632,488.51
69.1176,33.06,12.255,14.7646,488.48
69.1757,33.065,12.257,14.766,488.48
69.2345,33.07,12.258,14.7673,488.45
69.2939,33.075,12.258,14.7687,488.42
69.3033,33.075,12.259,14.7701,488.42
69.3632,33.08,12.26,14.7715,488.39
69.4239,33.085,12.26,14.7729,488.39
69.4345,33.085,12.262,14.7743,488.36
69.4958,33.09,12.262,14.7757,488.36
69.507,33.09,12.263,14.7771,488.33
69.5689,33.095,12.263,14.7785,488.33
69.5807,33.095,12.265,14.7798,488.3
69.6432,33.1,12.266,14.7812,488.3
69.6557,33.1,12.266,14.7826,488.27
69.7189,33.105,12.267,14.784,488.27
69.7826,33.11,12.268,14.7854,488.24
69.847,33.115,12.269,14.7868,488.24
69.912,33.12,12.269,14.7882,488.21
69.9776,33.125,12.271,14.7896,488.21
70.0439,33.13,12.271,14.791,488.21
70.1107,33.135,12.272,14.7923,488.18
70.1782,33.14,12.272,14.7937,488.18
70.2464,33.145,12.274,14.7951,488.18
70.2645,33.145,12.274,14.7965,488.15
70.3332,33.15,12.274,14.7979,488.15
70.4026,33.155,12.276,14.7993,488.15
70.422,33.155,12.276,14.8007,488.12
70.492,33.16,12.276,14.8021,488.12
70.512,33.16,12.277,14.8035,488.12
70.5826,33.165,12.278,14.8048,488.09
70.6033,33.165,12.278,14.8062,488.09
70.6239,33.165,12.279,14.8076,488.09
70.6445,33.165,12.279,14.809,488.09
70.6651,33.165,12.281,14.8104,488.06
70.6857,33.165,12.281,14.8118,488.06
70.7064,33.165,12.282,14.8132,488.03
70.727,33.165,12.283,14.8146,488.03
70.7982,33.17,12.284,14.8159,488.03
70.8195,33.17,12.284,14.8173,488.0
70.8407,33.17,12.284,14.8187,488.0
70.862,33.17,12.286,14.8201,488.0
70.9338,33.175,12.286,14.8215,487.97
70.9557,33.175,12.287,14.8229,487.97
70.9776,33.175,12.288,14.8243,487.97
70.9995,33.175,12.289,14.8257,487.97
71.072,33.18,12.289,14.8271,487.94
71.0945,33.18,12.289,14.8284,487.94
71.117,33.18,12.291,14.8298,487.94
71.1395,33.18,12.291,14.8312,487.91
71.162,33.18,12.291,14.8326,487.91
71.1845,33.18,12.292,14.834,487.91
71.207,33.18,12.293,14.8354,487.91
71.2801,33.185,12.293,14.8368,487.88
71.3032,33.185,12.293,14.8382,487.88
71.3263,33.185,12.295,14.8396,487.88
71.3494,33.185,12.295,14.8409,487.88
71.3726,33.185,12.295,14.8423,487.85
71.3957,33.185,12.295,14.8437,487.85
71.4188,33.185,12.296,14.8451,487.85
71.4419,33.185,12.297,14.8465,487.85
71.4651,33.185,12.297,14.8479,487.85
71.4882,33.185,12.298,14.8407,487.82
71.5113,33.185,12.298,14.8418,487.82
71.5344,33.185,12.298,14.8429,487.82
71.5576,33.185,12.297,14.844,487.82
71.5807,33.185,12.298,14.8537,487.82
71.6544,33.19,12.298,14.8551,487.79
71.6782,33.19,12.298,14.8565,487.79
71.7019,33.19,12.3,14.8493,487.79
71.7763,33.195,12.302,14.8504,487.79
71.8007,33.195,12.301,14.8515,487.79
71.8757,33.2,12.3,14.8526,487.79
71.9007,33.2,12.301,14.8537,487.79
71.9257,33.2,12.301,14.8548,487.79
72.0013,33.205,12.301,14.8559,487.79
72.0269,33.205,12.301,14.8571,487.79
72.0526,33.205,12.301,14.8582,487.79
72.0782,33.205,12.303,14.8593,487.79
72.1038,33.205,12.303,14.8604,487.79
72.1295,33.205,12.303,14.8615,487.79
72.1551,33.205,12.303,14.8626,487.79
72.1807,33.205,12.304,14.8637,487.79
72.2063,33.205,12.304,14.8648,487.79
72.1814,33.2,12.304,14.8659,487.79
72.2064,33.2,12.305,14.8671,487.79
72.1807,33.195,12.305,14.8682,487.79
72.2051,33.195,12.306,14.8693,487.79
72.1788,33.19,12.306,14.8704,487.76
72.2026,33.19,12.307,14.8715,487.76
72.2263,33.19,12.307,14.8726,487.76
72.1995,33.185,12.308,14.8737,487.76
72.2226,33.185,12.308,14.8748,487.76
72.2457,33.185,12.309,14.8759,487.76
72.2182,33.18,12.309,14.877,487.76
72.2407,33.18,12.309,14.8782,487.73
72.2632,33.18,12.31,14.8793,487.73
72.2351,33.175,12.31,14.8804,487.73
72.257,33.175,12.311,14.8815,487.73
72.2788,33.175,12.311,14.8826,487.73
72.3007,33.175,12.312,14.8837,487.73
72.3226,33.175,12.312,14.8762,487.73
72.3445,33.175,12.312,14.8771,487.73
72.3663,33.175,12.312,14.8779,487.73
72.3882,33.175,12.311,14.8787,487.7
72.4101,33.175,12.311,14.8796,487.7
72.432,33.175,12.311,14.889,487.7
72.4032,33.17,12.311,14.8901,487.7
72.4244,33.17,12.311,14.8912,487.7
72.4457,33.17,12.313,14.8837,487.7
72.4669,33.17,12.314,14.8846,487.7
72.4882,33.17,12.314,14.8854,487.7
72.4588,33.165,12.312,14.8862,487.7
72.4795,33.165,12.312,14.8871,487.7
72.5001,33.165,12.313,14.8879,487.7
72.5207,33.165,12.313,14.8887,487.7
72.5413,33.165,12.313,14.8896,487.7
72.562,33.165,12.313,14.8904,487.7
72.5826,33.165,12.313,14.8912,487.7
72.6032,33.165,12.313,14.8921,487.7
72.5732,33.16,12.314,14.8843,487.7
72.5932,33.16,12.314,14.8848,487.7
72.6132,33.16,12.314,14.8854,487.7
72.6332,33.16,12.312,14.8946,487.7
72.6532,33.16,12.312,14.8954,487.7
72.6225,33.155,12.313,14.8962,487.7
72.6419,33.155,12.314,14.8971,487.7
72.6613,33.155,12.315,14.8893,487.7
72.63,33.15,12.315,14.8898,487.7
72.6488,33.15,12.315,14.8904,487.7
72.6169,33.145,12.313,14.8909,487.7
72.6351,33.145,12.313,14.8915,487.7
72.6532,33.145,12.315,14.892,487.7
72.6207,33.14,12.315,14.8926,487.7
72.6382,33.14,12.315,14.8932,487.7
72.6557,33.14,12.315,14.8937,487.7
72.6732,33.14,12.315,14.8943,487.7
72.6401,33.135,12.315,14.8948,487.7
72.6569,33.135,12.315,14.8954,487.7
72.6738,33.135,12.315,14.8959,487.7
72.6907,33.135,12.315,14.9051,487.7
72.7076,33.135,12.316,14.8973,487.7
72.7244,33.135,12.316,14.8979,487.7
72.6907,33.13,12.318,14.8984,487.7
72.707,33.13,12.316,14.899,487.7
72.7232,33.13,12.316,14.8995,487.7
72.7395,33.13,12.316,14.9001,487.7
72.7557,33.13,12.316,14.9007,487.7
72.7213,33.125,12.316,14.9012,487.7
72.737,33.125,12.317,14.9018,487.7
72.7526,33.125,12.317,14.9023,487.7
72.7176,33.12,12.316,14.9029,487.7
72.7326,33.12,12.316,14.9034,487.7
72.7476,33.12,12.316,14.904,487.7
72.7626,33.12,12.316,14.8959,487.73
72.7776,33.12,12.316,14.8962,487.73
72.7926,33.12,12.316,14.8965,487.73
72.8076,33.12,12.315,14.9054,487.73
72.8226,33.12,12.315,14.9059,487.73
72.8376,33.12,12.315,14.9065,487.73
72.9032,33.125,12.317,14.8984,487.73
72.9188,33.125,12.317,14.8987,487.73
72.9344,33.125,12.317,14.899,487.76
72.9501,33.125,12.315,14.8993,487.76
72.9657,33.125,12.315,14.8995,487.76
72.9813,33.125,12.315,14.8998,487.76
72.9463,33.12,12.315,14.9087,487.76
72.9613,33.12,12.315,14.9093,487.79
72.9763,33.12,12.315,14.9098,487.79
72.9913,33.12,12.317,14.9018,487.79
73.0063,33.12,12.317,14.902,487.79
72.9707,33.115,12.317,14.9023,487.79
72.985,33.115,12.316,14.9026,487.79
72.9488,33.11,12.316,14.9029,487.79
72.9626,33.11,12.316,14.9031,487.82
72.9257,33.105,12.316,14.9034,487.82
72.9388,33.105,12.316,14.9037,487.82
72.9519,33.105,12.316,14.904,487.82
72.965,33.105,12.316,14.9043,487.82
72.9782,33.105,12.316,14.9045,487.82
72.9407,33.1,12.316,14.9048,487.82
72.9532,33.1,12.317,14.9137,487.82
72.9657,33.1,12.317,14.9142,487.82
72.9781,33.1,12.317,14.9148,487.85
72.9906,33.1,12.319,14.9067,487.85
73.0031,33.1,12.318,14.907,487.85
73.0156,33.1,12.318,14.9073,487.85
73.0281,33.1,12.317,14.9076,487.85
