CCSFIC1401.PV,CCSPI1407B.PV,CCSPIC1415.PV,DR1107.PV,FI1102.PV,FI1107.PV,FI1110.PV,FI1112.PV,FI1113.PV,FI1121.PV,FI1213.PV,FI1424.PV,FIC_1121.PV,FIC_1122.MV,FIC_1122.PV,FIC_1123.PV,FIC_1127.MV,FIC_1127.PV,FI_1124.PV,FI_1127.PV,FRC1102.MV,FRC1102.PV,FRC1107.MV,FRC1107.PV,FRC1113.MV,FRC1113.PV,FRC1213.MV,FRC1213.PV,FRC1424.PV,FRCA1110.MV,FRCA1110.PV,FRCA1111.MV,FRCA1111.PV,FRCA1112.MV,FRCA1112.PV,FRQ1623.PV,FT_1122.PV,LRCA1101.PV,PDR1103.PV,PDR1106.PV,PDR1401.PV,PDRSA1104.PV,PI1101.PV,PI1110.PV,PIC1101A.PV,PI_1132A.PV,PI_1132B.PV,PI_1134.PV,PI_1136.PV,PI_1138A.PV,PI_1182.PV,PR1102A.PV,PRA1102.PV,TI1105A.PV,TI1118A.PV,TI1212.PV,TI1611.PV,TIA1114.PV,TIA1160A.PV,TIC_1101.MV,TIC_1101.PV,TIC_1155.MV,TIC_1155.PV,TI_1145.PV,TI_1146.PV,TI_1147.PV,WR1104.PV
186263,0.3,0.3795,286.7625,999.6,2.6003,4999.8501,3000,2.6002,50900,179.9875,4.5975,343.23,72.5646,710.08,1773.36,19.4353,599.94,94.4,599.94,9.9707,999.6,66.2099,2.6003,76.7647,2.6002,75.6071,179.9875,4.5975,11.1285,4999.8501,28.1201,5000.04,15.7324,3000,9.1108,710.08,33,9.551,4.125,12.302,26.298,0.15,1.0002,14.9096,0.1769,0.1278,0.1305,0.244,0.1279,0.1305,0.1969,0.1237,540.28,680,267.32,252.55,661.85,184.015,42.2272,520.47,20.3856,590.1025,489.2,686.08,686.075,145.695
186263,0.3,0.3795,286.695,1000.2,2.5995,4999.8501,3000,2.5998,50900,179.9875,4.6,343.23,72.5657,709.92,1773.36,19.4333,600.12,94.4,600.12,9.9701,1000.2,66.2105,2.5995,76.7659,2.5998,75.6076,179.9875,4.6,11.1285,4999.8501,28.1201,5000.04,15.7324,3000,9.1096,709.92,33,9.551,4.125,12.302,26.298,0.15,1.0002,14.9096,0.1769,0.1278,0.1305,0.244,0.1279,0.1305,0.1969,0.1237,540.28,680,267.32,252.55,661.85,184.015,42.2265,520.47,20.3842,590.1025,489.2,686.08,686.075,145.695
186263,0.3,0.3795,287.0775,1000.2,2.5995,4999.8501,3000,2.5998,50900,179.9875,4.6,343.23,72.5658,709.92,1773.36,19.4328,600.12,94.4,600.12,9.97,1000.2,66.2107,2.5995,76.7662,2.5998,75.6081,179.9875,4.6,11.1286,4999.8501,28.12,5000.04,15.7324,3000,9.1096,709.92,33,9.551,4.125,12.302,26.298,0.15,1.0002,14.9096,0.1769,0.1278,0.1305,0.244,0.1279,0.1305,0.1969,0.1237,540.28,680,267.32,252.55,661.85,184.015,42.2258,520.47,20.3827,590.1025,489.2,686.08,686.075,145.695
186263,0.3,0.3795,287.0325,1000.2,2.6003,4999.8501,3000,2.6002,50900,179.9875,4.5975,343.23,72.5647,710.08,1773.36,19.4346,599.94,94.4,599.94,9.9699,1000.2,66.2101,2.6003,76.7649,2.6002,75.6086,179.9875,4.5975,11.1287,4999.8501,28.12,5000.04,15.7324,3000,9.1108,710.08,33,9.551,4.124,12.302,26.298,0.15,1.0002,14.9096,0.1769,0.1278,0.1305,0.244,0.1279,0.1305,0.1969,0.1237,540.28,680,336.88,252.55,661.85,184.015,42.2251,520.47,20.3812,590.1025,489.2,686.08,686.075,145.695
186263,0.3,0.3795,286.6725,1000.2,2.6003,4999.8501,3000,2.6002,50900,179.9875,4.5975,343.23,72.5646,710.08,1773.36,19.4348,599.94,94.4,599.94,9.9698,1000.2,66.21,2.6003,76.7647,2.6002,75.6091,179.9875,4.5975,11.1288,4999.8501,28.12,5000.04,15.7324,3000,9.1108,710.08,33,9.551,4.124,12.302,26.298,0.15,1.0002,14.9096,0.1769,0.1278,0.1305,0.244,0.1279,0.1305,0.1969,0.1237,540.28,680,336.88,252.55,661.85,184.015,42.2243,520.47,20.3797,590.1025,489.2,686.08,686.075,145.695
186263,0.3,0.3795,287.145,1000.2,2.6003,4999.8501,3000,2.6002,50900,179.9875,4.5975,343.23,72.5645,710.08,1773.36,19.4351,599.94,94.4,599.94,9.9698,1000.2,66.2099,2.6003,76.7644,2.6002,75.6096,179.9875,4.5975,11.1288,4999.8501,28.12,5000.04,15.7324,3000,9.1108,710.08,33,9.551,4.124,12.302,26.2925,0.15,1.0002,14.9096,0.1769,0.1278,0.1305,0.244,0.1279,0.1305,0.1969,0.1237,540.28,680,336.88,252.55,661.85,184.015,42.2236,520.47,20.3783,590.1025,489.2,686.08,686.075,145.695
186263,0.3,0.3795,286.875,999.6,2.6003,4999.8501,3000,2.5996,50900,179.9875,4.5975,343.23,72.5656,709.92,1773.36,19.4353,599.94,94.4,599.94,9.9704,999.6,66.2099,2.6003,76.7664,2.5996,75.6101,179.9875,4.5975,11.1289,4999.8501,28.12,5000.04,15.7324,3000,9.1102,709.92,33,9.551,4.124,12.302,26.2925,0.15,1.0002,14.9096,0.1768,0.1278,0.1305,0.244,0.1279,0.1305,0.1969,0.1237,540.28,680,336.92,252.55,661.85,184.015,42.2229,520.47,20.3768,590.1025,489.2,686.08,686.075,145.695
186263,0.3,0.3795,286.7175,999.6,2.6003,4999.8501,3000,2.5998,50900,179.9875,4.6,343.23,72.5657,709.92,1773.36,19.4356,599.94,94.4,599.94,9.9706,999.6,66.2098,2.6003,76.7662,2.5998,75.6106,179.9875,4.6,11.129,4999.8501,28.12,5000.04,15.7324,3000,9.1102,709.92,33,9.551,4.124,12.302,26.298,0.15,1.0002,14.9096,0.1768,0.1278,0.1305,0.244,0.1279,0.1305,0.1969,0.1237,540.28,680,336.92,252.55,661.85,184.015,42.2221,520.47,20.3753,590.1025,489.2,686.04,686.075,145.695
186263,0.3,0.3795,286.5825,1000.2,2.5995,4999.8501,3000,2.6002,50900,180,4.6,343.23,72.5646,710.08,1773.36,19.4336,600.12,94.4,600.12,9.97,1000.2,66.2104,2.5995,76.7649,2.6002,75.6096,180,4.6,11.1291,4999.8501,28.1207,4999.1797,15.7324,3000,9.1108,710.08,33,9.55,4.123,12.302,26.3035,0.15,1.0002,14.9096,0.1768,0.1278,0.1305,0.244,0.1279,0.1305,0.1969,0.1237,540.28,680,336.92,252.55,661.85,184.015,42.2214,520.47,20.3738,590.1025,489.2,686.04,686.075,145.695
186263,0.3,0.3795,286.83,1000.2,2.5995,4999.8501,3000,2.6002,50900,180,4.6,343.23,72.5645,710.08,1773.36,19.4331,600.12,94.4,600.12,9.9699,1000.2,66.2106,2.5995,76.7647,2.6002,75.6096,180,4.6,11.1292,4999.8501,28.121,4999.1797,15.7324,3000,9.1108,710.08,33,9.55,4.122,12.302,26.3145,0.15,1.0002,14.9096,0.1768,0.1278,0.1305,0.244,0.1279,0.1305,0.1969,0.1237,540.28,680,336.92,252.55,661.85,184.015,42.2207,520.47,20.3724,590.1025,489.2,686.04,686.075,145.695
186263,0.3,0.3795,286.9425,1000.2,2.5995,4999.8501,3000,2.6002,50900,180,4.6,343.23,72.5643,710.08,1773.36,19.4326,600.12,94.4,600.12,9.9698,1000.2,66.2108,2.5995,76.7644,2.6002,75.6096,180,4.6,11.1292,4999.8501,28.1212,4999.1797,15.7324,3000,9.1108,710.08,33,9.549,4.123,12.302,26.32,0.15,1.0002,14.9096,0.1768,0.1278,0.1305,0.244,0.1279,0.1304,0.1969,0.1237,540.28,680,336.92,252.55,661.85,184.015,42.2162,520.5,20.3709,590.1025,489.2,686.04,686.075,145.695
186263,0.3,0.3795,287.145,999.6,2.6003,4999.8501,3000,2.5998,50900,179.9875,4.6,343.23,72.5648,710,1773.36,19.4336,600,94.4,600,9.9705,999.6,66.2102,2.6003,76.7657,2.5998,75.6111,179.9875,4.6,11.1293,4999.8501,28.1207,5000.04,15.7324,3000,9.1108,710,33,9.549,4.124,12.302,26.331,0.15,1.0002,14.9096,0.1768,0.1278,0.1305,0.244,0.1279,0.1304,0.1968,0.1237,540.32,680,336.96,252.55,661.85,184.015,42.2154,520.5,20.3694,590.1025,489.2,686.04,686.075,145.695
186263,0.3,0.3795,287.0775,999.6,2.6003,4999.8501,3000,2.5998,50900,179.9875,4.6,343.23,72.5648,710,1773.36,19.4336,600,94.4,600,9.9707,999.6,66.2101,2.6003,76.7659,2.5998,75.6116,179.9875,4.6,11.1294,4999.8501,28.1207,5000.04,15.7324,3000,9.1108,710,33,9.548,4.126,12.302,26.3365,0.15,1.0002,14.9096,0.1769,0.1278,0.1304,0.244,0.1279,0.1304,0.1968,0.1236,540.32,680,336.96,252.55,661.85,184.015,42.2145,520.5,20.3679,590.1025,489.2,686.04,686.075,145.695
186263,0.3,0.3795,287.505,1000.2,2.6003,4999.8501,3000,2.6002,50900,180,4.6,343.23,72.5648,710,1773.36,19.4336,600,94.4,600,9.9701,1000.2,66.21,2.6003,76.7647,2.6002,75.6106,180,4.6,11.1295,4999.8501,28.1207,5000.04,15.7324,3000,9.1108,710,33,9.548,4.128,12.302,26.3475,0.15,1.0002,14.9096,0.1769,0.1278,0.1304,0.244,0.1279,0.1304,0.1968,0.1236,540.32,680,336.96,252.55,661.85,184.015,42.2099,520.53,20.3664,590.1025,489.2,686.04,686.075,145.695
186263,0.3,0.3795,286.74,1000.2,2.6003,4999.8501,3000,2.6004,50900,180,4.6,343.23,72.5648,710,1773.36,19.4336,600,94.4,600,9.97,1000.2,66.2099,2.6003,76.7637,2.6004,75.6106,180,4.6,11.1296,4999.8501,28.1207,5000.04,15.7324,3000,9.1108,710,33,9.548,4.13,12.302,26.3475,0.15,1.0002,14.9096,0.1769,0.1278,0.1304,0.244,0.1279,0.1304,0.1968,0.1236,540.32,680,336.96,252.55,661.85,184.015,42.2089,520.53,20.365,590.1025,489.2,686.04,686.075,145.695
186263,0.3,0.3795,287.055,1000.2,2.6003,4999.8501,3000,2.5998,50900,180,4.6,343.23,72.5648,710,1773.36,19.4336,600,94.4,600,9.9699,1000.2,66.2099,2.6003,76.7654,2.5998,75.6106,180,4.6,11.1296,4999.8501,28.1206,5000.04,15.7324,3000,9.1108,710,33,9.547,4.132,12.302,26.353,0.15,1.0002,14.9096,0.1769,0.1278,0.1304,0.244,0.1278,0.1304,0.1968,0.1236,540.36,680,336.96,252.55,661.85,184.015,42.208,520.53,20.3635,590.1025,489.2,686.04,686.075,145.695
186263,0.3,0.3795,287.3025,1000.2,2.6003,4999.8501,3000,2.5998,50900,180,4.6,343.23,72.5648,710,1773.36,19.4336,600,94.4,600,9.9698,1000.2,66.2098,2.6003,76.7657,2.5998,75.6106,180,4.6,11.1297,4999.8501,28.1206,5000.04,15.7324,3000,9.1108,710,33,9.547,4.132,12.302,26.353,0.15,1.0002,14.9096,0.1769,0.1278,0.1304,0.244,0.1278,0.1304,0.1968,0.1236,540.36,680,336.96,252.55,661.85,184.015,42.207,520.53,20.3628,590.1025,489.2,686.04,686.075,145.695
186263,0.3,0.3795,286.6275,999.6,2.6003,4999.8501,3000,2.6004,50900,180,4.6,343.23,72.5648,710,1773.36,19.4336,600,94.4,600,9.9705,999.6,66.2097,2.6003,76.7637,2.6004,75.6106,180,4.6,11.1298,4999.8501,28.1206,5000.04,15.7324,3000,9.1108,710,33,9.547,4.132,12.302,26.3585,0.15,1.0002,14.9096,0.1769,0.1278,0.1304,0.244,0.1278,0.1304,0.1968,0.1236,540.36,680,337,252.55,661.85,184.015,42.206,520.53,20.3628,590.1025,489.2,686.04,686.075,145.695
186263,0.3,0.3795,286.8975,999.6,2.6003,4999.8501,3000,2.6004,50900,180,4.6,343.23,72.5648,710,1773.36,19.4336,600,94.4,600,9.9707,999.6,66.2096,2.6003,76.7632,2.6004,75.6106,180,4.6,11.1299,4999.8501,28.1206,5000.04,15.7324,3000,9.1108,710,33,9.547,4.131,12.302,26.3585,0.15,1.0002,14.9096,0.1769,0.1278,0.1304,0.244,0.1278,0.1304,0.1968,0.1236,540.36,680,337,252.55,661.85,184.015,42.206,520.53,20.3628,590.1025,489.2,686.04,686.0375,145.695
186263,0.3,0.3795,287.505,999.6,2.6003,4999.8501,3000,2.6004,50900,180,4.6,343.23,72.5648,710,1773.36,19.4336,600,94.4,600,9.9708,999.6,66.2095,2.6003,76.7627,2.6004,75.6106,180,4.6,11.1299,4999.8501,28.1206,5000.04,15.7324,3000,9.1102,710,33,9.547,4.13,12.302,26.3585,0.15,1.0002,14.9096,0.1769,0.1278,0.1304,0.244,0.1278,0.1304,0.1968,0.1236,540.36,680,337,252.55,661.85,184.015,42.206,520.53,20.3628,590.1025,489.23,686.04,686.0375,145.695
186263,0.3,0.3795,286.6275,1000.2,2.6003,4999.8501,3000,2.5998,50900,180,4.6,343.23,72.5648,710,1773.36,19.4336,600,94.4,600,9.9703,1000.2,66.2094,2.6003,76.7644,2.5998,75.6106,180,4.6,11.13,4999.8501,28.1206,5000.04,15.7324,3000,9.1096,710,33,9.547,4.13,12.302,26.353,0.15,1.0002,14.9096,0.1769,0.1278,0.1304,0.244,0.1278,0.1304,0.1968,0.1236,540.36,680,337,252.55,661.85,184.015,42.206,520.53,20.3628,590.1025,489.23,686.04,686.0375,145.695
186263,0.3,0.3795,287.1,1000.2,2.6003,4999.8501,3000,2.5998,50900,180,4.6,343.23,72.5648,710,1773.36,19.4336,600,94.4,600,9.9702,1000.2,66.2094,2.6003,76.7647,2.5998,75.6106,180,4.6,11.1301,4999.8501,28.1206,5000.04,15.7324,3000,9.1096,710,33,9.547,4.129,12.302,26.353,0.15,1.0002,14.9096,0.1769,0.1278,0.1304,0.244,0.1279,0.1304,0.1969,0.1236,540.36,680,337,252.55,661.85,184.015,42.206,520.53,20.3628,590.1025,489.23,686.04,686.0375,145.695
186263,0.3,0.3795,287.1,1000.2,2.6003,4999.8501,3000,2.5998,50900,180,4.6,343.23,72.5648,710,1773.36,19.4336,600,94.4,600,9.9701,1000.2,66.2093,2.6003,76.7649,2.5998,75.6106,180,4.6,11.1302,4999.8501,28.1206,5000.04,15.7324,3000,9.1096,710,33,9.547,4.129,12.302,26.353,0.15,1.0002,14.9096,0.1769,0.1278,0.1304,0.244,0.1279,0.1304,0.1969,0.1236,540.36,680,337,252.55,661.85,184.015,42.206,520.53,50,590.1025,489.23,686.04,686.0375,145.695
186263,0.3,0.3795,287.325,1000.2,2.6003,5002.2251,2999.75,2.5998,50900,180,4.6,343.23,72.5648,710,1773.36,19.4343,599.94,94.4,599.94,9.97,1000.2,66.2092,2.6003,76.7652,2.5998,75.6106,180,4.6,11.1265,5002.2251,28.1206,5000.04,15.7332,2999.75,9.1096,710,33,9.547,4.128,12.302,26.342,0.15,1.0002,14.9096,0.1769,0.1278,0.1304,0.244,0.1279,0.1304,0.1969,0.1237,540.36,680,337.04,252.55,661.85,184.015,42.206,520.53,50,590.1025,489.23,686.04,686.0375,145.695
186263,0.3,0.3795,286.6275,1000.2,2.5995,5002.2251,3000,2.5998,50900,180,4.6,343.23,72.5655,709.92,1773.36,19.4346,599.94,94.4,599.94,9.9699,1000.2,66.2099,2.5995,76.7654,2.5998,75.6106,180,4.6,11.1253,5002.2251,28.1205,5000.04,15.7327,3000,9.1096,709.92,33,9.548,4.127,12.302,26.3365,0.15,1.0002,14.9096,0.1769,0.1278,0.1401,0.244,0.1337,0.1306,0.1969,0.1237,540.36,680,337.04,252.55,661.85,184.015,42.206,520.53,50,590.525,489.23,686.04,686.0375,145.695
186274,0.3,0.3795,287.415,1000.2,2.6003,5002.2251,3000,2.6006,50900,180,4.61,341.34,72.5637,710.16,1763.64,19.4326,600.12,93.88,600.12,9.9698,1000.2,66.2093,2.6003,76.7627,2.6006,75.6106,180,4.61,11.1242,5002.2251,28.1205,5000.04,15.7327,3000,9.1113,710.16,33,9.548,4.127,12.302,26.3035,0.15,1.0002,14.9096,0.1764,0.1274,0.1401,0.244,0.1337,0.14,0.1965,0.1233,540.36,680,337.04,252.55,661.85,184.015,60,520.56,50,590.9475,489.23,686.04,686.0375,145.684
186274,0.3,0.3795,286.5375,1000.2,2.6003,4999.8501,3000,2.6008,50900,180,4.61,339.75,72.5628,710.24,1755.36,19.4313,600.18,93.44,600.18,9.9698,1000.2,66.2092,2.6003,76.7612,2.6008,75.6106,180,4.61,11.1267,4999.8501,28.1205,5000.04,15.7327,3000,9.1118,710.24,33.005,9.585,4.127,12.302,26.738,0.15,1.0002,14.9096,0.1764,0.1274,0.148,0.244,0.1387,0.1479,0.1964,0.1233,540.4,680,337.04,252.55,661.85,184.015,60,520.62,50,591.3375,489.23,686.04,686.0375,145.673
186274,0.3,0.3795,287.415,999.6,2.6003,4999.8501,3000,2.6004,50900,180,4.6025,338.19,72.5631,710.16,1747.26,19.4321,600.06,93.02,600.06,9.9704,999.6,66.2091,2.6003,76.7617,2.6004,75.6106,180,4.6025,11.1268,4999.8501,28.1205,5000.04,15.7327,3000,9.1108,710.16,33.005,9.57,4.114,12.302,26.65,0.15,1.0002,14.9009,0.1767,0.1277,0.1559,0.244,0.1438,0.1558,0.1966,0.1236,540.44,680,337.04,252.55,661.85,184.015,60,520.65,50,591.7275,489.23,686.04,686.0375,145.662
186285,0.3,0.3795,286.9875,999,2.5995,5000.3247,3000,2.5992,50900,180,4.59,336.63,72.566,709.76,1739.1599,19.4356,599.76,92.58,599.76,9.9713,999,66.2098,2.5995,76.7657,2.5992,75.6106,180,4.59,11.1262,5000.3247,28.1197,5000.8999,15.7327,3000,9.1086,709.76,33.015,9.567,4.125,12.302,26.408,0.15,1.0002,14.9007,0.1779,0.1282,0.1636,0.2439,0.1488,0.1636,0.1975,0.124,540.48,680,337.04,252.55,661.85,184.015,60,525.39,50,592.085,489.23,686.04,686.0375,145.64
186296,0.2999,0.3794,287.235,999.6,2.5987,5000.3247,3000.25,2.5984,50900,180,4.58,335.25,72.5676,709.6,1731.96,19.4366,599.76,92.2,599.76,9.971,999.6,66.2107,2.5987,76.7697,2.5984,75.6106,180,4.58,11.126,5000.3247,28.1195,5000.8999,15.7319,3000.25,9.1069,709.6,33.02,9.579,4.181,12.301,25.9845,0.15,1.0002,14.9004,0.1783,0.1286,0.1705,0.2439,0.1534,0.1705,0.1975,0.1244,545.4,680,337.08,252.55,661.85,184.015,60,529.47,50,592.41,489.26,686.04,686.0375,145.585
186307,0.2999,0.3794,286.8975,1000.2,2.5987,5000.3247,3000.25,2.5994,50900,180,4.585,334.17,72.5663,709.84,1726.38,19.4323,600.18,91.9,600.18,9.9704,1000.2,66.2111,2.5987,76.7679,2.5994,75.6106,180,4.585,11.1258,5000.3247,28.12,5000.04,15.7317,3000.25,9.108,709.84,33.045,9.592,4.18,12.3,25.583,0.15,1.0002,14.9001,0.1892,0.1292,0.1759,0.2439,0.1568,0.1758,0.1966,0.1242,549.64,680,337.08,252.55,661.85,184.015,60,533.16,50,592.735,489.29,686.04,686.0375,145.519
186318,0.2999,0.3794,286.65,1001.4,2.5995,5000.3247,3000.25,2.6002,50900,180,4.5975,333.42,72.5647,710.08,1722.6,19.4256,600.66,91.7,600.66,9.9688,1001.4,66.2108,2.5995,76.7657,2.6002,75.6106,180,4.5975,11.1256,5000.3247,28.12,5000.04,15.7314,3000.25,9.1102,710.08,33.07,9.585,5.04,12.3,25.7645,0.15,1.0004,14.8998,0.193,0.1291,0.1796,0.2439,0.159,0.1795,0.1954,0.1237,553.48,680,337.08,252.55,661.85,184.015,60,536.58,50,593.0275,489.35,686.04,686.0375,145.453
186318,0.2999,0.3794,286.83,1002.6,2.6017,5000.3247,3000.25,2.6016,51000,180,4.62,332.97,72.5615,710.48,1720.4399,19.4168,601.14,91.58,601.14,9.9668,1002.6,66.2087,2.6017,76.7602,2.6016,75.6106,180,4.62,11.1255,5000.3247,28.1199,5000.04,15.7312,3000.25,9.114,710.48,33.105,9.566,5.377,12.299,26.243,0.1499,1.0004,14.8995,0.1929,0.1283,0.1817,0.2438,0.1601,0.1817,0.1938,0.1229,557.04,680,337.08,252.55,661.85,184.015,60,539.79,50,593.3525,489.44,686.04,686.0375,145.398
186329,0.2999,0.3794,286.74,1003.8,2.6033,5000.3247,3000.25,2.6034,51000,180,4.6475,332.79,72.557,710.96,1719.5399,19.4038,601.8,91.54,601.8,9.9642,1003.8,66.2066,2.6033,76.7514,2.6034,75.6106,180,4.6475,11.1253,5000.3247,28.1199,5000.04,15.7309,3000.25,9.1179,710.96,33.135,9.532,5.434,12.298,27.0405,0.1499,1.0004,14.8907,0.1914,0.1273,0.1825,0.2438,0.1603,0.1825,0.192,0.1219,560.36,680,337.08,252.55,661.85,184.015,60,542.82,50,593.645,489.56,686.04,686.0375,145.321
186340,0.2999,0.3793,285.7275,1004.4,2.6055,5000.3247,3000.25,2.6054,51000,180,4.6775,332.82,72.5523,711.36,1719.5399,19.3903,602.28,91.54,602.28,9.9618,1004.4,66.2033,2.6055,76.7397,2.6054,75.6106,180,4.6775,11.1251,5000.3247,28.1199,5000.04,15.7307,3000.25,9.1223,711.36,33.165,9.487,5.39,12.298,28.0305,0.1499,1.0004,14.8901,0.1898,0.1261,0.1824,0.2438,0.1599,0.1824,0.1902,0.1208,563.56,680,337.08,252.55,661.85,184.015,60,545.73,50,593.9375,489.68,686.04,686.0375,145.255
186340,0.2998,0.3793,286.065,1005.6,2.607,5000.3247,3000.25,2.606,51000,180,4.71,332.97,72.5471,711.76,1720.4399,19.3816,602.22,91.58,602.22,9.9585,1005.6,66.1999,2.607,76.7307,2.606,75.6106,180,4.71,11.1249,5000.3247,28.1199,5000.04,15.7304,3000.25,9.125,711.76,33.195,9.433,5.351,12.298,29.158,0.1499,1.0004,14.8895,0.1882,0.1249,0.1817,0.2438,0.1591,0.1817,0.1884,0.1196,566.56,680,337.12,252.55,661.85,184.015,60,548.46,50,594.23,489.83,686.04,686.0375,145.178
186351,0.2998,0.3793,285.39,1006.8,2.6092,5000.3247,3000.25,2.6082,51000,180,4.7425,333.21,72.54,712.32,1721.5199,19.3648,602.82,91.64,602.82,9.9547,1006.8,66.1954,2.6092,76.7149,2.6082,75.6106,180,4.7425,11.1248,5000.3247,28.1199,5000.04,15.7302,3000.25,9.13,712.32,33.225,9.372,5.32,12.296,30.346,0.1499,1.0004,14.889,0.1867,0.1237,0.1805,0.2437,0.1579,0.1805,0.1867,0.1184,569.4,680,337.12,252.55,661.85,184.015,60,551.04,50,594.555,490.01,686.04,686.0375,145.101
186362,0.2998,0.3793,285.5925,1007.4,2.61,4998.4248,3000.25,2.608,51000,180,4.77,333.48,72.5345,712.56,1722.96,19.3538,602.76,91.72,602.76,9.9511,1007.4,66.1915,2.61,76.7054,2.608,75.6106,180,4.77,11.1276,4998.4248,28.1199,5000.04,15.7299,3000.25,9.1305,712.56,33.25,9.309,5.298,12.296,32.6285,0.1499,1.0004,14.8884,0.1855,0.1226,0.1792,0.2437,0.1567,0.1792,0.1852,0.1173,572.08,680,337.12,252.55,661.85,184.015,60,553.44,50,594.8475,490.19,686.04,686.0375,145.024
186362,0.2998,0.3793,285.5025,1007.4,2.6115,4998.4248,3000.25,2.6076,51000,180,4.7925,333.72,72.5298,712.64,1724.22,19.3453,602.52,91.78,602.52,9.948,1007.4,66.1867,2.6115,76.6969,2.6076,75.6106,180,4.7925,11.1284,4998.4248,28.1199,5000.04,15.7297,3000.25,9.1316,712.64,33.28,9.246,5.286,12.295,32.6285,0.1499,1.0004,14.8879,0.1846,0.1218,0.178,0.2437,0.1556,0.1779,0.1842,0.1165,574.6,680,337.12,252.55,661.85,184.015,60,555.69,50,595.14,490.37,686.04,686.0375,144.936
186373,0.2998,0.3793,285.39,1008,2.6122,4998.4248,3000.25,2.6084,51000,180,4.805,333.93,72.5238,712.88,1725.2999,19.3326,602.7,91.84,602.7,9.9442,1008,66.1821,2.6122,76.6844,2.6084,75.6106,180,4.805,11.1293,4998.4248,28.1199,5000.04,15.7294,3000.25,9.1339,712.88,33.31,9.192,5.285,12.295,33.4535,0.1499,1.0004,14.8873,0.1843,0.1213,0.1769,0.2437,0.1548,0.1769,0.1837,0.116,576.88,680,337.12,252.55,661.85,184.015,60,557.67,50,595.465,490.58,686.04,686.0375,144.859
186373,0.2998,0.3793,285.5025,1008,2.6122,5000.7998,2999.25,2.6084,51000,180,4.8125,334.11,72.5193,712.88,1726.2,19.3251,602.4,91.88,602.4,9.9408,1008,66.178,2.6122,76.6739,2.6084,75.6106,180,4.8125,11.1263,5000.7998,28.1199,5000.04,15.7322,2999.25,9.1339,712.88,33.335,9.15,5.3,12.296,33.998,0.1499,1.0004,14.8868,0.1844,0.121,0.1761,0.2437,0.1542,0.1761,0.1836,0.1157,579,680,337.12,252.55,661.85,184.015,60,559.47,50,595.7575,490.79,686.04,686.0375,144.771
186384,0.2998,0.3793,285.525,1006.8,2.6115,5000.7998,2999.25,2.606,51000,180,4.8125,334.2,72.5173,712.56,1726.5599,19.3248,601.62,91.92,601.62,9.939,1006.8,66.1747,2.6115,76.6724,2.606,75.6106,180,4.8125,11.1259,5000.7998,28.1198,5000.04,15.7329,2999.25,9.1294,712.56,33.365,9.119,5.331,12.296,34.273,0.15,1.0004,14.8862,0.185,0.1211,0.1757,0.2437,0.1539,0.1757,0.1841,0.1157,580.84,680,337.16,252.55,661.85,184.015,60,561,50,596.0825,491,686.04,686.0375,144.683
186384,0.2998,0.3792,285.2325,1006.2,2.6107,5000.3247,2999.25,2.6054,51000,180,4.8075,334.23,72.5146,712.4,1726.74,19.3218,601.32,91.92,601.32,9.9369,1006.2,66.1716,2.6107,76.6672,2.6054,75.6106,180,4.8075,11.1263,5000.3247,28.1198,5000.04,15.7337,2999.25,9.1289,712.4,33.395,9.102,5.376,12.296,34.284,0.15,1.0004,14.8943,0.1859,0.1214,0.1755,0.2437,0.1539,0.1755,0.1849,0.1159,582.44,680,337.16,252.55,661.85,184.015,60,562.32,50,596.375,491.24,686.04,686.0375,144.606
186384,0.2998,0.3792,284.895,1005,2.6085,5000.3247,3000.25,2.6036,51000,180,4.795,334.2,72.514,712,1726.74,19.3261,600.54,91.92,600.54,9.9358,1005,66.1703,2.6085,76.6672,2.6036,75.6106,180,4.795,11.1261,5000.3247,28.1198,5000.04,15.7314,3000.25,9.1245,712,33.42,9.098,5.433,12.297,34.0475,0.15,1.0004,14.894,0.1872,0.1219,0.1756,0.2436,0.1541,0.1756,0.1861,0.1164,583.8,680,337.16,252.55,661.85,184.015,60,563.37,50,596.6675,491.48,686.04,686.0375,144.529
186395,0.2998,0.3792,284.8725,1003.8,2.6077,5000.3247,3000.25,2.6026,51000,180,4.7775,334.14,72.5133,711.68,1726.38,19.3306,600,91.9,600,9.9353,1003.8,66.1682,2.6077,76.6664,2.6026,75.6106,180,4.7775,11.1259,5000.3247,28.1198,5000.04,15.7312,3000.25,9.1217,711.68,33.45,9.105,5.499,12.298,33.591,0.15,1.0004,14.8937,0.1888,0.1226,0.176,0.2436,0.1546,0.1759,0.1875,0.117,584.92,680,337.16,252.55,661.85,184.015,60,564.24,50,596.9925,491.75,686.04,686.0375,144.441
186395,0.2997,0.3792,284.445,1002.6,2.6063,5000.3247,3000.25,2.6006,51000,180,4.7575,334.02,72.5145,711.2,1725.84,19.3381,599.4,91.88,599.4,9.9352,1002.6,66.1671,2.6063,76.6707,2.6006,75.6106,180,4.7575,11.1257,5000.3247,28.1198,5000.04,15.7309,3000.25,9.1179,711.2,33.48,9.124,5.57,12.299,32.9475,0.15,1.0004,14.8934,0.1905,0.1235,0.1765,0.2436,0.1552,0.1764,0.1892,0.1178,585.8,680,337.16,252.55,661.85,184.015,60,564.87,50,597.285,491.99,686.04,686.0375,144.375
