AR1410B.PV,CCSFIC1401.PV,CCSPI1407B.PV,CCSPIC1415.PV,DR1107.PV,FI1102.PV,FI1107.PV,FI1110.PV,FI1112.PV,FI1113.PV,FI1121.PV,FI1213.PV,FI1424.PV,FIC_1121.PV,FIC_1122.MV,FIC_1122.PV,FIC_1123.PV,FIC_1127.MV,FIC_1127.PV,FI_1124.PV,FI_1127.PV,FRC1102.MV,FRC1102.PV,FRC1107.MV,FRC1107.PV,FRC1113.MV,FRC1113.PV,FRC1213.MV,FRC1213.PV,FRC1424.PV,FRCA1110.MV,FRCA1110.PV,FRCA1111.MV,FRCA1111.PV,FRCA1112.MV,FRCA1112.PV,FRQ1623.PV,FT_1122.PV,LRCA1101.PV,PDR1103.PV,PDR1106.PV,PDR1401.PV,PDRSA1104.PV,PI1101.PV,PI1110.PV,PIC1101A.PV,PI_1132A.PV,PI_1132B.PV,PI_1134.PV,PI_1136.PV,PI_1138A.PV,PI_1182.PV,PR1102A.PV,PRA1102.PV,TI1105A.PV,TI1118A.PV,TI1212.PV,TI1611.PV,TIA1114.PV,TIA1160A.PV,TIC_1101.MV,TIC_1101.PV,TIC_1155.MV,TIC_1155.PV,TI_1145.PV,TI_1146.PV,TI_1147.PV,WR1104.PV
86.9,186373,0.2998,0.3793,286.695,1000.2,2.601,5000.3247,3000.0,2.6004,50000,180.0,4.5775,343.02,72.5826,710.16,1772.2799,19.4553,600.12,94.34,600.12,9.9896,1000.2,66.2274,2.601,76.7808,2.6004,75.6308,180.0,4.5775,11.116,5000.3247,28.094,5000.04,15.7189,3000.0,9.1113,710.16,33.17,9.616,4.409,12.343,24.9395,0.1494,1.0001,15.1702,0.1813,0.1289,0.1315,0.2437,0.1288,0.1314,0.1985,0.1245,543.28,680.0,329.64,251.75,661.85,183.95,44.4966,523.41,20.7389,590.0375,487.58,686.08,686.075,145.552
86.525,186362,0.2998,0.3793,286.695,1000.2,2.601,5000.3247,3000.0,2.6004,50000,180.0,4.5775,343.05,72.5823,710.16,1772.2799,19.4548,600.12,94.34,600.12,9.9896,1000.2,66.227,2.601,76.7803,2.6004,75.6308,180.0,4.5775,11.1158,5000.3247,28.094,5000.04,15.7189,3000.0,9.1113,710.16,33.17,9.614,4.409,12.344,24.9615,0.1494,1.0002,15.1732,0.1813,0.1288,0.1315,0.2437,0.1288,0.1314,0.1985,0.1244,543.32,680.0,329.64,251.75,661.85,183.95,44.4791,523.44,20.7383,590.0375,487.61,686.08,686.075,145.552
86.85,186362,0.2998,0.3793,287.1225,1000.2,2.601,5000.3247,3000.0,2.6004,50000,180.0,4.5775,343.05,72.5821,710.16,1772.2799,19.4543,600.12,94.34,600.12,9.9895,1000.2,66.2267,2.601,76.7798,2.6004,75.6308,180.0,4.5775,11.1156,5000.3247,28.094,5000.04,15.7189,3000.0,9.1113,710.16,33.17,9.613,4.409,12.344,24.989,0.1494,1.0004,15.168,0.1812,0.1288,0.1315,0.2437,0.1288,0.1314,0.1984,0.1244,543.36,680.0,329.64,251.75,661.85,183.95,44.4614,523.47,20.7378,590.0375,487.64,686.08,686.075,145.552
86.7,186362,0.2998,0.3793,286.8975,1000.2,2.601,5000.3247,3000.0,2.6004,50000,180.0125,4.5775,343.05,72.5812,710.24,1772.2799,19.4531,600.18,94.34,600.18,9.9894,1000.2,66.2264,2.601,76.7793,2.6004,75.6293,180.0125,4.5775,11.1155,5000.3247,28.094,5000.04,15.7189,3000.0,9.1113,710.24,33.165,9.612,4.408,12.343,25.011,0.1494,1.0004,15.1627,0.1812,0.1288,0.1315,0.2437,0.1288,0.1314,0.1984,0.1244,543.4,680.0,329.68,251.75,661.85,183.95,44.4436,523.5,20.7372,590.0375,487.67,686.08,686.075,145.552
86.425,186362,0.2998,0.3793,286.6725,1000.2,2.601,5000.3247,3000.0,2.6004,50000,180.0125,4.58,343.05,72.5808,710.24,1772.46,19.4546,600.0,94.34,600.0,9.9893,1000.2,66.226,2.601,76.7788,2.6004,75.6288,180.0125,4.58,11.1153,5000.3247,28.0939,5000.04,15.7189,3000.0,9.1113,710.24,33.165,9.611,4.408,12.344,25.0275,0.1495,1.0005,15.1574,0.1812,0.1288,0.1314,0.2437,0.1288,0.1314,0.1984,0.1244,543.44,680.0,329.68,251.75,661.85,183.95,44.4257,523.53,20.7366,590.0375,487.7,686.08,686.1125,145.552
86.075,186362,0.2998,0.3793,286.9425,1000.2,2.601,5000.3247,3000.0,2.6,50000,180.0125,4.58,343.05,72.5804,710.24,1772.46,19.4546,600.0,94.36,600.0,9.9892,1000.2,66.2257,2.601,76.7798,2.6,75.6283,180.0125,4.58,11.1151,5000.3247,28.0939,5000.04,15.7189,3000.0,9.1108,710.24,33.165,9.61,4.407,12.343,25.0495,0.1495,1.0006,15.1607,0.1812,0.1288,0.1314,0.2437,0.1288,0.1314,0.1984,0.1244,543.48,680.0,329.68,251.775,661.85,183.95,44.4077,523.56,20.7361,590.0375,487.73,686.08,686.1125,145.552
86.475,186351,0.2998,0.3793,286.4025,1000.2,2.601,5000.3247,3000.0,2.6,50000,180.0,4.58,343.05,72.5801,710.24,1772.46,19.4546,600.0,94.36,600.0,9.9891,1000.2,66.2254,2.601,76.7798,2.6,75.6293,180.0,4.58,11.115,5000.3247,28.0939,5000.04,15.7189,3000.0,9.1108,710.24,33.165,9.609,4.405,12.343,25.0715,0.1495,1.0006,15.1557,0.1811,0.1288,0.1314,0.2437,0.1287,0.1314,0.1984,0.1244,543.48,680.0,329.68,251.775,661.85,183.95,44.3896,523.59,20.7355,590.0375,487.73,686.12,686.1125,145.552
86.475,186351,0.2998,0.3793,286.56,1000.2,2.601,5000.3247,3000.0,2.6,50000,180.0,4.58,343.05,72.5797,710.24,1772.46,19.4546,600.0,94.36,600.0,9.9891,1000.2,66.225,2.601,76.7798,2.6,75.6293,180.0,4.58,11.1148,5000.3247,28.0939,5000.04,15.7189,3000.0,9.1108,710.24,33.165,9.608,4.404,12.343,25.0935,0.1495,1.0007,15.1507,0.1811,0.1288,0.1314,0.2437,0.1287,0.1314,0.1984,0.1244,543.52,680.0,329.68,251.775,661.85,183.95,44.3751,523.59,20.7349,590.0375,487.76,686.12,686.1125,145.552
86.375,186351,0.2998,0.3793,286.6275,1000.2,2.601,5000.3247,3000.0,2.6,50000,180.0,4.58,343.05,72.5793,710.24,1772.46,19.4546,600.0,94.36,600.0,9.989,1000.2,66.2247,2.601,76.7798,2.6,75.6293,180.0,4.58,11.1146,5000.3247,28.0939,5000.04,15.7189,3000.0,9.1113,710.24,33.165,9.607,4.403,12.344,25.1045,0.1495,1.0009,15.1543,0.1811,0.1288,0.1314,0.2437,0.1287,0.1314,0.1984,0.1244,543.56,680.0,329.72,251.775,661.85,183.95,44.3568,523.62,20.7344,590.0375,487.79,686.12,686.1125,145.552
86.375,186351,0.2998,0.3793,286.6275,1000.2,2.601,5000.3247,3000.0,2.6,50000,180.0,4.58,343.05,72.5789,710.24,1772.46,19.4546,600.0,94.36,600.0,9.9889,1000.2,66.2243,2.601,76.7798,2.6,75.6293,180.0,4.58,11.1144,5000.3247,28.0939,5000.04,15.7189,3000.0,9.1113,710.24,33.165,9.607,4.403,12.344,25.1045,0.1495,1.0009,15.1496,0.1811,0.1288,0.1314,0.2437,0.1287,0.1314,0.1984,0.1244,543.56,680.0,329.72,251.775,661.85,183.95,44.3422,523.62,20.7338,590.0375,487.79,686.12,686.1125,145.552
86.375,186351,0.2998,0.3793,286.6275,1000.2,2.601,5000.3247,3000.0,2.6,50000,180.0,4.58,343.05,72.5786,710.24,1772.46,19.4546,600.0,94.36,600.0,9.9888,1000.2,66.224,2.601,76.7798,2.6,75.6293,180.0,4.58,11.1143,5000.3247,28.0939,5000.04,15.7189,3000.0,9.1113,710.24,33.165,9.607,4.403,12.344,25.1045,0.1495,1.0009,15.1449,0.1811,0.1288,0.1314,0.2437,0.1287,0.1314,0.1984,0.1244,543.56,680.0,329.72,251.775,661.85,183.95,44.3275,523.62,20.7332,590.0375,487.79,686.12,686.1125,145.552
86.375,186351,0.2998,0.3793,286.6275,1000.2,2.601,5000.3247,3000.0,2.6,50000,180.0,4.58,343.05,72.5782,710.24,1772.46,19.4546,600.0,94.36,600.0,9.9887,1000.2,66.2237,2.601,76.7798,2.6,75.6293,180.0,4.58,11.1141,5000.3247,28.0939,5000.04,15.7189,3000.0,9.1113,710.24,33.165,9.607,4.403,12.344,25.1045,0.1495,1.0009,15.1402,0.1811,0.1288,0.1314,0.2437,0.1287,0.1314,0.1984,0.1244,543.56,680.0,329.72,251.775,661.85,183.95,44.3129,523.62,20.7327,590.0375,487.79,686.12,686.1125,145.552
86.375,186351,0.2998,0.3793,286.6275,1000.2,2.601,5000.3247,3000.0,2.6,50000,180.0,4.58,343.05,72.5778,710.24,1772.46,19.4546,600.0,94.36,600.0,9.9887,1000.2,66.2233,2.601,76.7798,2.6,75.6293,180.0,4.58,11.1139,5000.3247,28.0939,5000.04,15.7189,3000.0,9.1113,710.24,33.165,9.607,4.403,12.344,25.1045,0.1495,1.0009,15.1354,0.1811,0.1288,0.1314,0.2437,0.1287,0.1314,0.1984,0.1244,543.56,680.0,329.72,251.775,661.85,183.95,44.2983,523.62,20.7321,590.0375,487.79,686.12,686.1125,145.552
86.175,186351,0.2998,0.3793,286.515,1000.2,2.6003,4998.4248,3000.0,2.6,50000,180.0,4.58,343.05,72.5787,710.08,1772.46,19.4546,600.0,94.36,600.0,9.9886,1000.2,66.2238,2.6003,76.7798,2.6,75.6293,180.0,4.58,11.1168,4998.4248,28.0938,5000.04,15.7189,3000.0,9.1102,710.08,33.165,9.606,4.401,12.344,25.121,0.1495,1.0009,15.1307,0.1811,0.1288,0.1314,0.2438,0.1287,0.1314,0.1984,0.1244,543.56,680.0,329.72,251.8,661.85,183.95,44.2837,523.62,20.7315,590.0375,487.82,686.12,686.1125,145.552
86.35,186340,0.2999,0.3794,287.2125,1000.2,2.6003,4998.4248,3000.0,2.6,50000,180.0,4.58,343.05,72.5786,710.08,1772.46,19.4538,600.06,94.36,600.06,9.9885,1000.2,66.2237,2.6003,76.7798,2.6,75.6293,180.0,4.58,11.1176,4998.4248,28.0938,5000.04,15.7189,3000.0,9.1108,710.08,33.165,9.604,4.397,12.341,25.176,0.1495,1.0011,15.126,0.181,0.1287,0.1314,0.2438,0.1287,0.1314,0.1983,0.1243,543.56,680.0,329.72,251.8,661.85,183.95,44.2653,523.65,20.731,590.0375,487.88,686.12,686.1125,145.552
86.2,186340,0.2999,0.3794,287.01,1000.2,2.6003,4998.4248,3000.0,2.6002,50000,180.0,4.5825,343.05,72.5785,710.08,1772.46,19.4536,600.06,94.36,600.06,9.9884,1000.2,66.2236,2.6003,76.779,2.6002,75.6293,180.0,4.5825,11.1184,4998.4248,28.0938,5000.04,15.7189,3000.0,9.1108,710.08,33.165,9.603,4.392,12.342,25.2035,0.1496,1.0011,15.1299,0.1808,0.1287,0.1314,0.2438,0.1287,0.1314,0.1983,0.1243,543.6,680.0,329.72,251.8,661.85,183.95,44.2505,523.65,20.7304,590.0375,487.91,686.12,686.1125,145.552
86.2,186340,0.2999,0.3794,286.74,1000.2,2.6003,5000.3247,3000.0,2.6002,50000,180.0,4.5825,343.05,72.5783,710.08,1772.46,19.4533,600.06,94.36,600.06,9.9883,1000.2,66.2235,2.6003,76.7788,2.6002,75.6293,180.0,4.5825,11.1162,5000.3247,28.0938,5000.04,15.7189,3000.0,9.1108,710.08,33.16,9.602,4.386,12.341,25.231,0.1496,1.0013,15.1341,0.1808,0.1287,0.1313,0.2438,0.1287,0.1313,0.1982,0.1243,543.6,680.0,329.76,251.8,661.85,183.95,44.232,523.68,20.7298,590.0375,487.91,686.12,686.1125,145.552
86.15,186329,0.2999,0.3794,287.2125,1000.2,2.6003,5000.3247,3000.0,2.6002,50000,180.0,4.5825,343.08,72.5782,710.08,1772.46,19.4531,600.06,94.36,600.06,9.9882,1000.2,66.2234,2.6003,76.7785,2.6002,75.6293,180.0,4.5825,11.1161,5000.3247,28.0938,5000.04,15.7189,3000.0,9.1108,710.08,33.16,9.601,4.383,12.341,25.2585,0.1496,1.0014,15.1299,0.1808,0.1287,0.1313,0.2438,0.1286,0.1313,0.1982,0.1243,543.6,680.0,329.76,251.825,661.85,183.95,44.2172,523.68,20.7292,590.0375,487.94,686.12,686.1125,145.552
86.275,186329,0.2999,0.3794,287.19,1000.8,2.6003,5000.3247,3000.0,2.6002,50000,180.0,4.5825,343.08,72.5775,710.16,1772.46,19.4528,600.06,94.36,600.06,9.9874,1000.8,66.2233,2.6003,76.7783,2.6002,75.6293,180.0,4.5825,11.1159,5000.3247,28.0938,5000.04,15.7189,3000.0,9.1108,710.16,33.16,9.6,4.382,12.342,25.286,0.1496,1.0015,15.1257,0.1807,0.1286,0.1313,0.2438,0.1286,0.1313,0.1982,0.1243,543.64,680.05,329.76,251.825,661.85,183.95,44.1985,523.71,20.7287,590.0375,487.97,686.12,686.1125,145.552
86.8,186329,0.2999,0.3794,286.5375,1000.8,2.6003,5000.3247,3000.0,2.6002,50000,180.0125,4.5825,343.08,72.5772,710.16,1772.46,19.4518,600.12,94.36,600.12,9.9871,1000.8,66.2233,2.6003,76.778,2.6002,75.6278,180.0125,4.5825,11.1157,5000.3247,28.0938,5000.04,15.7189,3000.0,9.1108,710.16,33.16,9.598,4.382,12.343,25.3025,0.1496,1.0015,15.1302,0.1807,0.1286,0.1313,0.2438,0.1286,0.1313,0.1982,0.1242,543.64,680.05,329.76,251.825,661.9,183.95,44.1835,523.71,20.7281,590.0375,488.0,686.12,686.15,145.552
86.55,186329,0.2999,0.3794,287.055,1000.8,2.601,5000.3247,3000.0,2.6002,50000,180.0125,4.585,343.08,72.577,710.16,1772.64,19.4513,600.12,94.36,600.12,9.9867,1000.8,66.2224,2.601,76.7777,2.6002,75.6273,180.0125,4.585,11.1156,5000.3247,28.0938,5000.04,15.7189,3000.0,9.1113,710.16,33.16,9.597,4.383,12.343,25.33,0.1496,1.0016,15.1263,0.1807,0.1286,0.1313,0.2438,0.1286,0.1313,0.1982,0.1242,543.68,680.05,329.76,251.825,661.9,183.95,44.1648,523.74,20.7275,590.0375,488.03,686.12,686.15,145.552
86.6,186329,0.2999,0.3794,287.01,1000.8,2.601,5000.3247,3000.0,2.6004,50000,180.0125,4.585,343.08,72.5767,710.16,1772.64,19.4508,600.12,94.36,600.12,9.9864,1000.8,66.2221,2.601,76.7767,2.6004,75.6267,180.0125,4.585,11.1154,5000.3247,28.0938,5000.04,15.7189,3000.0,9.1113,710.16,33.155,9.596,4.384,12.343,25.352,0.1496,1.0017,15.1224,0.1807,0.1286,0.1313,0.2438,0.1286,0.1312,0.1981,0.1242,543.68,680.05,329.8,251.825,661.9,183.95,44.1497,523.74,20.7117,590.07,488.06,686.12,686.15,145.552
86.85,186318,0.2999,0.3794,287.2125,1000.8,2.601,5000.3247,3000.0,2.6004,50000,180.0125,4.585,343.08,72.5765,710.16,1772.64,19.4503,600.12,94.36,600.12,9.9861,1000.8,66.2218,2.601,76.7762,2.6004,75.6262,180.0125,4.585,11.1152,5000.3247,28.0937,5000.04,15.7189,3000.0,9.1113,710.16,33.155,9.595,4.385,12.345,25.3685,0.1496,1.0019,15.1185,0.1807,0.1286,0.1312,0.2438,0.1286,0.1312,0.1981,0.1242,543.68,680.05,329.8,251.85,661.9,183.95,44.1308,523.77,20.7106,590.07,488.06,686.16,686.15,145.552
86.025,186318,0.2999,0.3794,287.1,1000.8,2.601,5000.3247,3000.0,2.6004,50000,180.0125,4.585,343.08,72.5762,710.16,1772.64,19.4498,600.12,94.36,600.12,9.9857,1000.8,66.2214,2.601,76.7757,2.6004,75.6257,180.0125,4.585,11.115,5000.3247,28.0937,5000.04,15.7189,3000.0,9.1113,710.16,33.155,9.594,4.385,12.344,25.3905,0.1496,1.0019,15.1146,0.1807,0.1286,0.1312,0.2438,0.1285,0.1312,0.1981,0.1242,543.72,680.05,329.8,251.85,661.9,183.95,44.1156,523.77,20.7096,590.07,488.09,686.16,686.15,145.552
86.7,186318,0.2999,0.3794,287.145,1000.8,2.601,5000.3247,3000.0,2.6004,50000,180.0125,4.585,343.08,72.576,710.16,1772.64,19.4493,600.12,94.36,600.12,9.9854,1000.8,66.2211,2.601,76.7752,2.6004,75.6252,180.0125,4.585,11.1149,5000.3247,28.0937,5000.04,15.7189,3000.0,9.1113,710.16,33.155,9.592,4.385,12.343,25.4125,0.1496,1.002,15.1107,0.1807,0.1286,0.1312,0.2438,0.1285,0.1312,0.198,0.1242,543.72,680.05,329.8,251.85,661.9,183.95,44.0966,523.8,20.7085,590.07,488.12,686.16,686.15,145.563
86.925,186318,0.2999,0.3794,286.65,1000.8,2.601,5000.3247,3000.0,2.6004,50000,180.0125,4.585,343.08,72.5757,710.16,1772.64,19.4481,600.18,94.36,600.18,9.9851,1000.8,66.2207,2.601,76.7747,2.6004,75.6247,180.0125,4.585,11.1147,5000.3247,28.0937,5000.04,15.7189,3000.0,9.1113,710.16,33.155,9.591,4.384,12.342,25.4345,0.1496,1.0021,15.1154,0.1807,0.1285,0.1312,0.2438,0.1285,0.1312,0.198,0.1242,543.72,680.05,329.8,251.85,661.9,183.95,44.0812,523.8,20.7075,590.07,488.15,686.16,686.15,145.563
86.725,186318,0.2999,0.3794,286.7625,1000.8,2.601,5000.3247,3000.0,2.6004,50000,180.0125,4.5875,343.11,72.5755,710.16,1772.64,19.4496,600.0,94.36,600.0,9.9847,1000.8,66.2204,2.601,76.7742,2.6004,75.6242,180.0125,4.5875,11.1145,5000.3247,28.0937,5000.04,15.7189,3000.0,9.1113,710.16,33.15,9.59,4.384,12.342,25.462,0.1496,1.0022,15.1118,0.1806,0.1285,0.1312,0.2438,0.1285,0.1311,0.198,0.1241,543.76,680.05,329.84,251.85,661.9,183.95,44.0659,523.8,20.7064,590.07,488.18,686.16,686.15,145.563
86.425,186318,0.2999,0.3794,286.56,1000.8,2.601,4998.4248,3000.0,2.6004,50000,180.0125,4.5875,343.11,72.5752,710.16,1772.64,19.4496,600.0,94.36,600.0,9.9844,1000.8,66.2201,2.601,76.7737,2.6004,75.6237,180.0125,4.5875,11.1174,4998.4248,28.0937,5000.04,15.7189,3000.0,9.1118,710.16,33.15,9.589,4.383,12.342,25.4785,0.1496,1.0022,15.1082,0.1806,0.1285,0.1312,0.2439,0.1285,0.1311,0.198,0.1241,543.76,680.05,329.84,251.875,661.9,183.95,44.0468,523.83,20.7053,590.07,488.18,686.16,686.15,145.563
86.625,186318,0.2999,0.3794,286.8075,1000.8,2.601,4998.4248,3000.0,2.6,50000,180.0125,4.5875,343.11,72.575,710.16,1772.64,19.4496,600.0,94.36,600.0,9.9841,1000.8,66.2197,2.601,76.7747,2.6,75.6232,180.0125,4.5875,11.1182,4998.4248,28.0937,5000.04,15.7189,3000.0,9.1113,710.16,33.15,9.588,4.383,12.344,25.495,0.1496,1.0024,15.1046,0.1806,0.1285,0.1311,0.2439,0.1285,0.1311,0.1979,0.1241,543.76,680.05,329.84,251.875,661.9,183.95,44.0313,523.83,20.7043,590.07,488.21,686.16,686.15,145.563
86.8,186307,0.2999,0.3794,286.74,1000.2,2.601,4998.4248,3000.0,2.6,50000,180.0125,4.5875,343.11,72.5747,710.16,1772.64,19.4488,600.06,94.36,600.06,9.9845,1000.2,66.2194,2.601,76.7747,2.6,75.6227,180.0125,4.5875,11.119,4998.4248,28.0937,5000.04,15.7189,3000.0,9.1113,710.16,33.15,9.587,4.383,12.343,25.5115,0.1496,1.0025,15.101,0.1806,0.1285,0.1311,0.2439,0.1285,0.1311,0.1979,0.1241,543.8,680.05,329.84,251.875,661.9,183.95,44.0158,523.83,20.7032,590.07,488.24,686.16,686.15,145.563
86.475,186307,0.2999,0.3794,286.4025,1000.2,2.601,5000.3247,3000.0,2.6,50000,180.0125,4.5875,343.11,72.5738,710.24,1772.64,19.4486,600.06,94.36,600.06,9.9844,1000.2,66.2191,2.601,76.7747,2.6,75.6222,180.0125,4.5875,11.1168,5000.3247,28.0936,5000.04,15.7189,3000.0,9.1113,710.24,33.15,9.586,4.382,12.342,25.528,0.1496,1.0026,15.106,0.1806,0.1285,0.1311,0.2439,0.1285,0.1311,0.1979,0.1241,543.8,680.05,329.84,251.875,661.9,183.95,43.9966,523.86,20.7022,590.07,488.27,686.16,686.15,145.563
86.375,186307,0.2999,0.3794,287.01,1000.2,2.6003,5000.3247,3000.0,2.6,50000,180.0125,4.5875,343.11,72.5747,710.08,1772.64,19.4483,600.06,94.36,600.06,9.9843,1000.2,66.2195,2.6003,76.7747,2.6,75.6217,180.0125,4.5875,11.1167,5000.3247,28.0936,5000.04,15.7189,3000.0,9.1108,710.08,33.145,9.585,4.381,12.342,25.5445,0.1496,1.0026,15.1027,0.1805,0.1285,0.1311,0.2439,0.1284,0.1311,0.1979,0.1241,543.8,680.05,329.88,251.875,661.9,183.95,43.981,523.86,20.7011,590.07,488.3,686.16,686.1875,145.563
86.625,186307,0.2999,0.3794,286.9875,1000.2,2.6003,5000.3247,3000.0,2.6,50000,180.0125,4.5875,343.11,72.5746,710.08,1772.64,19.4481,600.06,94.36,600.06,9.9842,1000.2,66.2194,2.6003,76.7747,2.6,75.6212,180.0125,4.5875,11.1165,5000.3247,28.0936,5000.04,15.7189,3000.0,9.1102,710.08,33.145,9.585,4.379,12.342,25.561,0.1496,1.0027,15.0993,0.1805,0.1285,0.1311,0.2439,0.1284,0.1311,0.1979,0.1241,543.8,680.05,329.88,251.9,661.9,183.95,43.9654,523.86,20.7,590.07,488.3,686.16,686.1875,145.563
86.3,186307,0.2999,0.3794,287.2575,1000.2,2.6003,5000.3247,3000.0,2.6,50000,180.0125,4.5875,343.11,72.5745,710.08,1772.64,19.4478,600.06,94.36,600.06,9.9841,1000.2,66.2193,2.6003,76.7747,2.6,75.6207,180.0125,4.5875,11.1163,5000.3247,28.0936,5000.04,15.7189,3000.0,9.1108,710.08,33.145,9.584,4.378,12.343,25.5665,0.1496,1.0029,15.096,0.1805,0.1285,0.1311,0.2439,0.1284,0.131,0.1979,0.1241,543.8,680.05,329.88,251.9,661.9,184.015,43.9498,523.86,20.699,590.07,488.33,686.16,686.1875,145.563
86.15,186307,0.2999,0.3794,286.605,1000.2,2.6003,5000.3247,3000.0,2.6,50000,180.0125,4.5875,343.11,72.5743,710.08,1772.8199,19.4476,600.06,94.36,600.06,9.9841,1000.2,66.2192,2.6003,76.7747,2.6,75.6202,180.0125,4.5875,11.1162,5000.3247,28.0936,5000.04,15.7189,3000.0,9.1108,710.08,33.14,9.583,4.376,12.342,25.5775,0.1497,1.003,15.0927,0.1804,0.1284,0.1311,0.2439,0.1284,0.131,0.1979,0.1241,543.8,680.1,329.88,251.9,661.9,184.015,43.9342,523.86,20.6979,590.07,488.36,686.16,686.1875,145.563
86.975,186307,0.2999,0.3794,286.425,1000.2,2.6003,5000.3247,3000.0,2.6,50000,180.025,4.5875,343.11,72.5742,710.08,1772.8199,19.4473,600.06,94.36,600.06,9.984,1000.2,66.2192,2.6003,76.7747,2.6,75.6182,180.025,4.5875,11.116,5000.3247,28.0936,5000.04,15.7189,3000.0,9.1108,710.08,33.14,9.582,4.374,12.342,25.594,0.1497,1.003,15.0979,0.1804,0.1284,0.1311,0.2439,0.1284,0.131,0.1979,0.1241,543.8,680.1,329.88,251.9,661.9,184.015,43.9186,523.86,20.6968,590.07,488.39,686.2,686.1875,145.574
86.2,186307,0.2999,0.3794,286.7175,1000.2,2.6003,5000.3247,3000.0,2.6,50000,180.025,4.5875,343.11,72.5741,710.08,1772.8199,19.4471,600.06,94.36,600.06,9.9839,1000.2,66.2191,2.6003,76.7747,2.6,75.6172,180.025,4.5875,11.1158,5000.3247,28.0936,5000.04,15.7189,3000.0,9.1108,710.08,33.14,9.582,4.372,12.342,25.5995,0.1497,1.0031,15.0949,0.1804,0.1284,0.1311,0.2439,0.1284,0.131,0.1979,0.1241,543.8,680.1,329.92,251.9,661.9,184.015,43.903,523.86,20.6958,590.07,488.42,686.2,686.1875,145.574
86.025,186307,0.2999,0.3794,286.47,1000.2,2.6003,5000.3247,3000.0,2.6,50000,180.025,4.59,343.11,72.574,710.08,1772.8199,19.4468,600.06,94.36,600.06,9.9838,1000.2,66.219,2.6003,76.7747,2.6,75.6162,180.025,4.59,11.1156,5000.3247,28.0936,5000.04,15.7189,3000.0,9.1108,710.08,33.14,9.581,4.37,12.341,25.616,0.1497,1.0033,15.0918,0.1803,0.1284,0.1311,0.2439,0.1284,0.131,0.1979,0.124,543.8,680.1,329.92,251.925,661.9,184.015,43.8874,523.86,20.6947,590.07,488.42,686.2,686.1875,145.574
86.925,186307,0.2999,0.3794,286.335,1000.2,2.6003,5000.3247,3000.0,2.6002,50000,180.0125,4.59,343.11,72.5738,710.08,1772.8199,19.4466,600.06,94.38,600.06,9.9837,1000.2,66.2189,2.6003,76.774,2.6002,75.6167,180.0125,4.59,11.1155,5000.3247,28.0936,5000.04,15.7189,3000.0,9.1108,710.08,33.135,9.581,4.368,12.343,25.6215,0.1497,1.0033,15.0888,0.1803,0.1284,0.1311,0.2439,0.1284,0.131,0.1978,0.124,543.8,680.1,329.92,251.925,661.95,184.015,43.8718,523.86,20.6937,590.07,488.45,686.2,686.1875,145.574
86.225,186296,0.2999,0.3794,286.875,1000.2,2.6003,5000.3247,3000.0,2.6002,50000,180.0125,4.59,343.11,72.5737,710.08,1772.8199,19.4463,600.06,94.38,600.06,9.9837,1000.2,66.2188,2.6003,76.7737,2.6002,75.6162,180.0125,4.59,11.1153,5000.3247,28.0935,5000.04,15.7189,3000.0,9.1108,710.08,33.135,9.58,4.365,12.342,25.638,0.1497,1.0034,15.0857,0.1802,0.1284,0.1311,0.2439,0.1284,0.131,0.1978,0.124,543.8,680.1,329.92,251.925,661.95,184.015,43.8562,523.86,20.6926,590.07,488.48,686.2,686.1875,145.574
86.575,186296,0.2999,0.3794,286.5825,1000.2,2.6003,5000.3247,3000.0,2.6002,50000,180.0125,4.59,343.11,72.5736,710.08,1772.8199,19.4453,600.12,94.38,600.12,9.9836,1000.2,66.2187,2.6003,76.7735,2.6002,75.6157,180.0125,4.59,11.1151,5000.3247,28.0935,5000.04,15.7189,3000.0,9.1108,710.08,33.135,9.579,4.362,12.342,25.6545,0.1497,1.0035,15.0827,0.1802,0.1284,0.131,0.2439,0.1284,0.131,0.1978,0.124,543.8,680.1,329.92,251.925,661.95,184.015,43.8406,523.86,20.6763,590.1025,488.51,686.2,686.1875,145.574
86.325,186296,0.2999,0.3794,287.2125,1000.2,2.6003,5000.3247,3000.0,2.6002,50000,180.0125,4.59,343.14,72.5735,710.08,1772.8199,19.4448,600.12,94.38,600.12,9.9835,1000.2,66.2187,2.6003,76.7732,2.6002,75.6152,180.0125,4.59,11.115,5000.3247,28.0935,5000.04,15.7189,3000.0,9.1108,710.08,33.13,9.578,4.361,12.341,25.6765,0.1497,1.0036,15.0796,0.1802,0.1284,0.131,0.2439,0.1283,0.131,0.1977,0.124,543.8,680.1,329.92,251.925,661.95,184.015,43.8251,523.86,20.6747,590.1025,488.51,686.2,686.1875,145.574
86.575,186296,0.2999,0.3794,286.8075,1000.2,2.6003,5000.3247,3000.0,2.6002,50000,180.025,4.59,343.14,72.5734,710.08,1772.8199,19.4443,600.12,94.38,600.12,9.9834,1000.2,66.2186,2.6003,76.773,2.6002,75.6132,180.025,4.59,11.1148,5000.3247,28.0935,5000.04,15.7189,3000.0,9.1113,710.08,33.13,9.577,4.36,12.341,25.6985,0.1497,1.0036,15.0852,0.1802,0.1283,0.131,0.2439,0.1283,0.131,0.1977,0.124,543.8,680.1,329.96,251.925,661.95,184.015,43.8095,523.86,20.6732,590.1025,488.54,686.2,686.1875,145.574
