AR1410B.PV,CCSFIC1401.PV,CCSPI1407B.PV,CCSPIC1415.PV,DR1107.PV,FI1102.PV,FI1107.PV,FI1110.PV,FI1112.PV,FI1113.PV,FI1121.PV,FI1213.PV,FI1424.PV,FIC_1121.PV,FIC_1122.MV,FIC_1122.PV,FIC_1123.PV,FIC_1127.MV,FIC_1127.PV,FI_1124.PV,FI_1127.PV,FRC1102.MV,FRC1102.PV,FRC1107.MV,FRC1107.PV,FRC1113.MV,FRC1113.PV,FRC1213.MV,FRC1213.PV,FRC1424.PV,FRCA1110.MV,FRCA1110.PV,FRCA1111.MV,FRCA1111.PV,FRCA1112.MV,FRCA1112.PV,FRQ1623.PV,FT_1122.PV,LRCA1101.PV,PDR1103.PV,PDR1106.PV,PDR1401.PV,PDRSA1104.PV,PI1101.PV,PI1110.PV,PIC1101A.PV,PI_1132A.PV,PI_1132B.PV,PI_1134.PV,PI_1136.PV,PI_1138A.PV,PI_1182.PV,PR1102A.PV,PRA1102.PV,TI1105A.PV,TI1118A.PV,TI1212.PV,TI1611.PV,TIA1114.PV,TIA1160A.PV,TIC_1101.MV,TIC_1101.PV,TIC_1155.MV,TIC_1155.PV,TI_1145.PV,TI_1146.PV,TI_1147.PV,WR1104.PV
86.825,186285,0.2999,0.3795,287.0775,1000.2,2.601,4999.8501,2999.75,2.6002,50000,180.0125,4.6125,343.32,72.5594,710.08,1773.72,19.4291,600.06,94.42,600.06,9.9727,1000.2,66.2041,2.601,76.7561,2.6002,75.5667,180.0125,4.6125,11.1186,4999.8501,28.095,5000.04,15.7207,2999.75,9.1118,710.08,33.03,9.515,4.292,12.321,26.661,0.1498,1.007,14.9924,0.1784,0.1275,0.1301,0.2439,0.1275,0.1301,0.1963,0.1232,543.88,680.25,330.48,252.2,662.1,184.015,42.7556,523.92,20.5088,590.1675,489.8,686.36,686.3375,145.662
86.55,186285,0.2999,0.3795,286.6725,1000.2,2.6003,4999.8501,3000.75,2.6002,50000,180.025,4.6125,343.32,72.5592,710.08,1773.72,19.4288,600.06,94.42,600.06,9.9727,1000.2,66.2045,2.6003,76.7559,2.6002,75.5647,180.025,4.6125,11.1187,4999.8501,28.095,5000.04,15.7179,3000.75,9.1113,710.08,33.025,9.514,4.288,12.321,26.6665,0.1498,1.007,14.991,0.1784,0.1274,0.1301,0.2439,0.1275,0.1301,0.1963,0.1232,543.88,680.25,330.48,252.2,662.1,184.015,42.7435,523.89,20.5062,590.1675,489.8,686.36,686.3375,145.662
86.5,186285,0.2999,0.3795,287.415,1000.8,2.6003,4999.8501,3000.75,2.6002,50000,180.025,4.615,343.32,72.5591,710.08,1773.72,19.4286,600.06,94.42,600.06,9.9718,1000.8,66.2044,2.6003,76.7556,2.6002,75.5637,180.025,4.615,11.1188,4999.8501,28.095,5000.04,15.7172,3000.75,9.1113,710.08,33.025,9.513,4.285,12.321,26.6775,0.1498,1.007,14.9896,0.1784,0.1274,0.1301,0.2439,0.1275,0.1301,0.1963,0.1232,543.84,680.25,330.48,252.2,662.1,184.015,42.7278,523.89,20.5037,590.1675,489.83,686.36,686.375,145.662
86.075,186285,0.2999,0.3795,287.415,1000.8,2.6003,4999.8501,3000.75,2.6002,50000,180.025,4.615,343.32,72.559,710.08,1773.72,19.4283,600.06,94.42,600.06,9.9715,1000.8,66.2043,2.6003,76.7554,2.6002,75.5627,180.025,4.615,11.1189,4999.8501,28.095,5000.04,15.7164,3000.75,9.1113,710.08,33.025,9.513,4.282,12.322,26.683,0.1498,1.007,14.9882,0.1783,0.1274,0.1301,0.2439,0.1275,0.1301,0.1962,0.1231,543.84,680.25,330.48,252.2,662.1,184.015,42.7159,523.86,20.5012,590.1675,489.83,686.36,686.375,145.662
86.525,186285,0.2999,0.3795,287.1675,1000.8,2.6003,4999.8501,2999.75,2.6002,50000,180.0125,4.615,343.32,72.5589,710.08,1773.72,19.4281,600.06,94.42,600.06,9.9712,1000.8,66.2042,2.6003,76.7551,2.6002,75.5632,180.0125,4.615,11.119,4999.8501,28.095,5000.04,15.7187,2999.75,9.1113,710.08,33.02,9.512,4.281,12.322,26.6885,0.1498,1.0071,14.9782,0.1783,0.1274,0.1301,0.2439,0.1275,0.1301,0.1962,0.1231,543.84,680.25,330.48,252.225,662.1,184.015,42.7003,523.86,20.4986,590.1675,489.86,686.36,686.375,145.673
86.95,186285,0.2999,0.3795,287.0325,1000.8,2.6003,4999.8501,2999.75,2.6002,50000,180.0125,4.615,343.32,72.5587,710.08,1773.72,19.4278,600.06,94.42,600.06,9.9708,1000.8,66.2042,2.6003,76.7549,2.6002,75.5627,180.0125,4.615,11.119,4999.8501,28.095,5000.04,15.7189,2999.75,9.1113,710.08,33.02,9.512,4.28,12.321,26.6995,0.1498,1.0071,14.9765,0.1783,0.1274,0.1301,0.2439,0.1274,0.13,0.1962,0.1231,543.8,680.25,330.52,252.225,662.1,184.015,42.6884,523.83,20.4961,590.1675,489.86,686.36,686.375,145.673
86.4,186285,0.2999,0.3795,286.56,1000.8,2.6003,4999.8501,2999.75,2.6002,50000,180.0125,4.615,343.32,72.5586,710.08,1773.72,19.4276,600.06,94.42,600.06,9.9705,1000.8,66.2041,2.6003,76.7546,2.6002,75.5622,180.0125,4.615,11.1191,4999.8501,28.0957,4999.1797,15.7192,2999.75,9.1113,710.08,33.02,9.511,4.278,12.321,26.705,0.1498,1.0071,14.9749,0.1783,0.1274,0.1301,0.2439,0.1274,0.13,0.1962,0.1231,543.8,680.25,330.52,252.225,662.1,184.015,42.6729,523.83,20.4936,590.1675,489.89,686.36,686.375,145.673
86.2,186285,0.2999,0.3795,287.3475,1000.8,2.6003,4999.8501,2999.75,2.6002,50000,180.025,4.615,343.32,72.5585,710.08,1773.72,19.4273,600.06,94.42,600.06,9.9702,1000.8,66.204,2.6003,76.7544,2.6002,75.5602,180.025,4.615,11.1192,4999.8501,28.096,4999.1797,15.7194,2999.75,9.1113,710.08,33.02,9.511,4.277,12.319,26.716,0.1498,1.0071,14.9818,0.1782,0.1274,0.13,0.2439,0.1274,0.13,0.1962,0.1231,543.76,680.25,330.52,252.225,662.1,184.015,42.6612,523.8,20.491,590.1675,489.89,686.36,686.375,145.673
86.225,186285,0.2999,0.3795,287.415,1000.8,2.6003,4999.8501,2999.75,2.5998,50000,180.025,4.615,343.32,72.5584,710.08,1773.8999,19.4271,600.06,94.42,600.06,9.9698,1000.8,66.2039,2.6003,76.7556,2.5998,75.5592,180.025,4.615,11.1193,4999.8501,28.0962,4999.1797,15.7197,2999.75,9.1113,710.08,33.015,9.51,4.276,12.319,26.727,0.1498,1.0071,14.9804,0.1782,0.1274,0.13,0.2439,0.1274,0.13,0.1962,0.1231,543.76,680.25,330.52,252.225,662.1,184.015,42.6459,523.8,20.4885,590.1675,489.92,686.36,686.375,145.673
86.35,186285,0.2999,0.3795,286.9425,1000.8,2.6003,4999.8501,2999.75,2.5998,50000,180.025,4.615,343.32,72.5583,710.08,1773.8999,19.4268,600.06,94.42,600.06,9.9695,1000.8,66.2038,2.6003,76.7559,2.5998,75.5582,180.025,4.615,11.1193,4999.8501,28.0957,5000.04,15.7199,2999.75,9.1113,710.08,33.015,9.509,4.273,12.318,26.7435,0.1498,1.0071,14.979,0.1782,0.1274,0.13,0.2439,0.1274,0.13,0.1961,0.1231,543.76,680.25,330.52,252.225,662.1,184.015,42.6305,523.8,20.4859,590.1675,489.92,686.36,686.375,145.673
86.075,186285,0.2999,0.3795,286.7175,1000.8,2.6003,4999.8501,2999.75,2.5998,50000,180.025,4.615,343.32,72.5581,710.08,1773.8999,19.4266,600.06,94.42,600.06,9.9692,1000.8,66.2037,2.6003,76.7561,2.5998,75.5572,180.025,4.615,11.1194,4999.8501,28.0957,5000.04,15.7202,2999.75,9.1113,710.08,33.015,9.509,4.272,12.32,26.749,0.1498,1.0072,14.9777,0.1781,0.1274,0.13,0.2439,0.1274,0.13,0.1961,0.1231,543.72,680.25,330.56,252.225,662.1,184.015,42.6189,523.77,20.4834,590.1675,489.95,686.36,686.375,145.673
86.6,186285,0.2999,0.3795,286.695,1000.2,2.6003,4999.8501,2999.75,2.6004,50000,180.0125,4.615,343.32,72.558,710.08,1773.8999,19.4256,600.12,94.42,600.12,9.9696,1000.2,66.2037,2.6003,76.7541,2.6004,75.5577,180.0125,4.615,11.1195,4999.8501,28.0957,5000.04,15.7204,2999.75,9.1113,710.08,33.01,9.508,4.271,12.319,26.7545,0.1498,1.0072,14.9763,0.1781,0.1274,0.13,0.2439,0.1274,0.13,0.1961,0.1231,543.72,680.3,330.56,252.225,662.1,184.015,42.6037,523.77,20.4809,590.1675,489.95,686.36,686.375,145.673
86.975,186285,0.2999,0.3795,287.055,1000.2,2.6003,4999.8501,2999.75,2.6004,50000,180.0125,4.615,343.32,72.5579,710.08,1773.8999,19.4251,600.12,94.42,600.12,9.9695,1000.2,66.2036,2.6003,76.7536,2.6004,75.5572,180.0125,4.615,11.1196,4999.8501,28.0957,5000.04,15.7207,2999.75,9.1118,710.08,33.01,9.508,4.27,12.318,26.76,0.1498,1.0072,14.9749,0.1781,0.1273,0.13,0.2439,0.1274,0.13,0.1961,0.1231,543.72,680.3,330.56,252.25,662.1,184.015,42.5922,523.74,20.4631,590.2,489.98,686.36,686.375,145.684
86.65,186285,0.2999,0.3795,287.235,1000.2,2.6003,4999.8501,3000.5,2.6004,50000,180.0125,4.615,343.32,72.5578,710.08,1773.8999,19.4246,600.12,94.42,600.12,9.9694,1000.2,66.2035,2.6003,76.7531,2.6004,75.5567,180.0125,4.615,11.1197,4999.8501,28.0956,5000.04,15.7187,3000.5,9.1113,710.08,33.01,9.507,4.268,12.318,26.771,0.1498,1.0072,14.9735,0.1781,0.1273,0.13,0.2439,0.1274,0.13,0.1961,0.1231,543.68,680.3,330.56,252.25,662.1,184.015,42.5771,523.74,20.46,590.2,489.98,686.36,686.375,145.684
86.175,186285,0.2999,0.3795,287.0775,1000.2,2.6003,4999.8501,3000.5,2.5998,50000,180.0125,4.6175,343.32,72.5576,710.08,1773.8999,19.4241,600.12,94.42,600.12,9.9693,1000.2,66.2034,2.6003,76.7549,2.5998,75.5562,180.0125,4.6175,11.1197,4999.8501,28.0956,5000.04,15.7182,3000.5,9.1108,710.08,33.005,9.506,4.267,12.318,26.7765,0.1498,1.0072,14.9721,0.178,0.1273,0.13,0.2439,0.1274,0.1299,0.1961,0.1231,543.68,680.3,330.56,252.25,662.1,184.015,42.5658,523.71,20.457,590.2,490.01,686.36,686.375,145.684
86.525,186285,0.2999,0.3795,286.8075,1000.2,2.6003,4999.8501,3000.5,2.5998,50000,180.0125,4.6175,343.32,72.5575,710.08,1773.8999,19.4236,600.12,94.42,600.12,9.9692,1000.2,66.2033,2.6003,76.7551,2.5998,75.5557,180.0125,4.6175,11.1198,4999.8501,28.0956,5000.04,15.7177,3000.5,9.1113,710.08,33.005,9.506,4.265,12.317,26.7875,0.1498,1.0072,14.9707,0.178,0.1273,0.13,0.2439,0.1274,0.1299,0.1961,0.1231,543.64,680.3,330.6,252.25,662.1,184.015,42.5508,523.71,20.454,590.2,490.01,686.36,686.375,145.684
86.525,186285,0.2999,0.3795,287.3475,1000.2,2.6003,4999.8501,2999.5,2.5998,50000,180.025,4.6175,343.35,72.5574,710.08,1773.8999,19.4253,599.94,94.44,599.94,9.9692,1000.2,66.2032,2.6003,76.7554,2.5998,75.5537,180.025,4.6175,11.1199,4999.8501,28.0956,5000.04,15.7202,2999.5,9.1113,710.08,33.005,9.505,4.264,12.317,26.7985,0.1498,1.0072,14.9693,0.178,0.1273,0.13,0.2439,0.1274,0.1299,0.1961,0.123,543.64,680.3,330.6,252.25,662.1,184.015,42.5395,523.68,20.4509,590.2,490.01,686.36,686.375,145.684
86.55,186285,0.2999,0.3795,287.28,1000.2,2.6003,4999.8501,2999.5,2.5998,50000,180.025,4.6175,343.35,72.5573,710.08,1773.8999,19.4248,600.0,94.44,600.0,9.9691,1000.2,66.2031,2.6003,76.7556,2.5998,75.5527,180.025,4.6175,11.12,4999.8501,28.0956,5000.04,15.7207,2999.5,9.1113,710.08,33.0,9.505,4.262,12.317,26.804,0.1498,1.0071,14.9679,0.178,0.1273,0.1299,0.2439,0.1273,0.1299,0.196,0.123,543.64,680.3,330.6,252.25,662.1,184.015,42.5247,523.68,20.4479,590.2,490.04,686.36,686.375,145.684
86.425,186285,0.2999,0.3795,286.9875,1000.2,2.6003,4999.8501,2999.5,2.6004,50000,180.025,4.6175,343.35,72.5572,710.08,1773.8999,19.4248,600.0,94.44,600.0,9.969,1000.2,66.2031,2.6003,76.7536,2.6004,75.5517,180.025,4.6175,11.12,4999.8501,28.0956,5000.04,15.7212,2999.5,9.1118,710.08,33.0,9.504,4.26,12.317,26.8095,0.1498,1.0071,14.9665,0.1779,0.1273,0.1299,0.2439,0.1273,0.1299,0.196,0.123,543.6,680.3,330.6,252.25,662.1,184.015,42.5136,523.65,20.4449,590.2,490.04,686.36,686.375,145.684
86.975,186285,0.2999,0.3795,286.9875,1000.2,2.6003,4999.8501,3000.5,2.6004,50000,180.0125,4.6175,343.35,72.557,710.08,1773.8999,19.4233,600.12,94.44,600.12,9.9689,1000.2,66.203,2.6003,76.7531,2.6004,75.5522,180.0125,4.6175,11.1201,4999.8501,28.0956,5000.04,15.7187,3000.5,9.1118,710.08,33.0,9.504,4.259,12.315,26.8205,0.1498,1.0071,14.9652,0.1779,0.1273,0.1299,0.2439,0.1273,0.1299,0.196,0.123,543.6,680.3,330.6,252.25,662.1,184.015,42.4988,523.65,20.4418,590.2,490.07,686.4,686.375,145.684
86.05,186285,0.2999,0.3795,287.3475,1000.2,2.6003,4999.8501,3000.5,2.6004,50000,180.0125,4.6175,343.35,72.5563,710.16,1773.8999,19.4243,600.0,94.44,600.0,9.9688,1000.2,66.2029,2.6003,76.7526,2.6004,75.5517,180.0125,4.6175,11.1202,4999.8501,28.0956,5000.04,15.7182,3000.5,9.1118,710.16,33.0,9.503,4.257,12.315,26.8315,0.1498,1.007,14.9638,0.1779,0.1273,0.1299,0.2439,0.1273,0.1299,0.196,0.123,543.6,680.3,267.32,252.275,662.1,184.015,42.4841,523.65,20.4388,590.2,490.07,686.4,686.375,145.684
86.65,186296,0.2999,0.3795,286.965,1000.2,2.6003,5001.75,3000.5,2.6,50000,180.0125,4.6175,343.35,72.556,710.16,1773.8999,19.4243,600.0,94.44,600.0,9.9687,1000.2,66.2028,2.6003,76.7536,2.6,75.5512,180.0125,4.6175,11.1173,5001.75,28.0955,5000.04,15.7177,3000.5,9.1113,710.16,32.995,9.502,4.256,12.315,26.8425,0.1498,1.007,14.9624,0.1779,0.1273,0.1299,0.2439,0.1273,0.1298,0.196,0.123,543.56,680.3,267.32,252.275,662.1,184.015,42.4731,523.62,20.4358,590.2,490.1,686.4,686.375,145.695
86.7,186296,0.2999,0.3795,286.8525,1000.2,2.6003,5001.75,2999.5,2.6,50000,180.0125,4.6175,343.35,72.5558,710.16,1773.8999,19.4243,600.0,94.44,600.0,9.9687,1000.2,66.2027,2.6003,76.7536,2.6,75.5507,180.0125,4.6175,11.1164,5001.75,28.0955,5000.04,15.7202,2999.5,9.1113,710.16,32.995,9.502,4.255,12.315,26.848,0.1498,1.0069,14.961,0.1778,0.1273,0.1299,0.2439,0.1273,0.1298,0.196,0.123,543.56,680.3,267.32,252.275,662.1,184.015,42.4584,523.62,20.4328,590.2,490.1,686.4,686.375,145.695
86.4,186296,0.2999,0.3795,287.235,1000.2,2.6003,5001.75,2999.5,2.6,50000,180.0125,4.6175,343.35,72.5555,710.16,1773.8999,19.4243,600.0,94.44,600.0,9.9686,1000.2,66.2026,2.6003,76.7536,2.6,75.5501,180.0125,4.6175,11.1154,5001.75,28.0955,5000.04,15.7207,2999.5,9.1113,710.16,32.995,9.501,4.255,12.314,26.8535,0.1498,1.0069,14.9596,0.1778,0.1273,0.1299,0.2439,0.1273,0.1298,0.196,0.123,543.56,680.3,267.32,252.275,662.1,184.015,42.4476,523.59,20.4297,590.2,490.1,686.4,686.375,145.695
86.2,186285,0.2999,0.3795,287.0325,1000.2,2.6003,4999.8501,2999.5,2.6,50000,180.0125,4.6175,343.35,72.5553,710.16,1773.8999,19.4243,600.0,94.44,600.0,9.9685,1000.2,66.2026,2.6003,76.7536,2.6,75.5496,180.0125,4.6175,11.1175,4999.8501,28.0955,5000.04,15.7212,2999.5,9.1113,710.16,32.99,9.501,4.253,12.314,26.859,0.1498,1.0067,14.9582,0.1778,0.1273,0.1299,0.2439,0.1273,0.1298,0.196,0.123,543.52,680.3,267.32,252.275,662.1,184.015,42.4368,523.56,20.4267,590.2,490.13,686.4,686.375,145.695
86.475,186296,0.2999,0.3795,286.605,1000.2,2.6003,4999.8501,3000.5,2.6,50000,180.025,4.6175,343.35,72.555,710.16,1773.8999,19.4243,600.0,94.44,600.0,9.9684,1000.2,66.2025,2.6003,76.7536,2.6,75.5476,180.025,4.6175,11.1176,4999.8501,28.0955,5000.04,15.7187,3000.5,9.1113,710.16,32.99,9.501,4.252,12.314,26.859,0.1498,1.0067,14.9568,0.1778,0.1273,0.1299,0.2439,0.1273,0.1298,0.196,0.123,543.52,680.3,267.32,252.275,662.1,184.015,42.4224,523.56,20.4237,590.2,490.13,686.4,686.375,145.695
86.825,186285,0.2999,0.3795,286.8075,1000.2,2.6003,4999.8501,3000.5,2.6,50000,180.025,4.6175,343.35,72.5548,710.16,1773.8999,19.4243,600.0,94.44,600.0,9.9683,1000.2,66.2024,2.6003,76.7536,2.6,75.5466,180.025,4.6175,11.1177,4999.8501,28.0955,5000.04,15.7182,3000.5,9.1113,710.16,32.99,9.501,4.249,12.313,26.8645,0.1499,1.0066,14.9554,0.1777,0.1273,0.1299,0.2439,0.1273,0.1298,0.196,0.123,543.48,680.3,267.32,252.275,662.1,184.015,42.4118,523.53,20.4206,590.2,490.16,686.4,686.375,145.695
86.225,186285,0.2999,0.3795,287.325,1000.2,2.6003,4999.8501,3000.5,2.6,50000,180.0125,4.6175,343.35,72.5545,710.16,1773.8999,19.4243,600.0,94.44,600.0,9.9682,1000.2,66.2023,2.6003,76.7536,2.6,75.5471,180.0125,4.6175,11.1178,4999.8501,28.0955,5000.04,15.7177,3000.5,9.1113,710.16,32.99,9.5,4.247,12.313,26.8645,0.1499,1.0066,14.9627,0.1777,0.1272,0.1299,0.2439,0.1273,0.1298,0.196,0.123,543.48,680.3,267.32,252.275,662.1,184.015,42.4013,523.5,20.4176,590.2,490.16,686.4,686.375,145.695
86.625,186296,0.2999,0.3795,286.7175,1000.2,2.6003,4999.8501,2999.5,2.6,50000,180.0125,4.6175,343.35,72.5543,710.16,1773.8999,19.4243,600.0,94.44,600.0,9.9682,1000.2,66.2022,2.6003,76.7536,2.6,75.5466,180.0125,4.6175,11.1178,4999.8501,28.0955,5000.04,15.7202,2999.5,9.1113,710.16,32.985,9.5,4.244,12.313,26.8645,0.1499,1.0065,14.9615,0.1777,0.1272,0.1299,0.2439,0.1273,0.1298,0.1959,0.123,543.44,680.3,267.32,252.275,662.1,184.015,42.3872,523.5,20.4146,590.2,490.16,686.4,686.375,145.695
86.65,186296,0.2999,0.3795,287.4375,1000.2,2.6003,4999.8501,2999.5,2.6,50000,180.0125,4.6175,343.35,72.5553,710.0,1774.08,19.4243,600.0,94.44,600.0,9.9681,1000.2,66.2021,2.6003,76.7536,2.6,75.5461,180.0125,4.6175,11.1179,4999.8501,28.0955,5000.04,15.7207,2999.5,9.1113,710.0,32.985,9.5,4.241,12.313,26.87,0.1498,1.0065,14.9604,0.1776,0.1272,0.1299,0.2439,0.1273,0.1298,0.1959,0.123,543.44,680.3,267.32,252.3,662.1,184.015,42.3768,523.47,20.4116,590.2,490.19,686.4,686.375,145.695
86.6,186296,0.2999,0.3795,287.19,1000.2,2.6003,4999.8501,2999.5,2.6,50000,180.0125,4.6175,343.35,72.5553,710.0,1774.08,19.4243,600.0,94.44,600.0,9.968,1000.2,66.2021,2.6003,76.7536,2.6,75.5456,180.0125,4.6175,11.118,4999.8501,28.0954,5000.04,15.7212,2999.5,9.1113,710.0,32.985,9.499,4.238,12.313,26.8755,0.1498,1.0064,14.9507,0.1776,0.1272,0.1299,0.2439,0.1273,0.1298,0.1959,0.123,543.4,680.3,267.32,252.3,662.1,184.015,42.3665,523.44,20.4085,590.2,490.19,686.4,686.4125,145.706
86.15,186296,0.2999,0.3794,287.145,1000.2,2.6003,4999.8501,3000.5,2.6,50000,180.0125,4.62,343.35,72.5553,710.0,1774.08,19.4243,600.0,94.44,600.0,9.9679,1000.2,66.202,2.6003,76.7536,2.6,75.5451,180.0125,4.62,11.1181,4999.8501,28.0954,5000.04,15.7187,3000.5,9.1113,710.0,32.98,9.499,4.236,12.313,26.881,0.1498,1.0064,14.9493,0.1776,0.1272,0.1298,0.2439,0.1273,0.1298,0.1959,0.123,543.4,680.3,267.32,252.3,662.15,184.015,42.3526,523.44,20.4055,590.2,490.19,686.4,686.4125,145.706
86.575,186296,0.2999,0.3794,286.56,1000.2,2.6003,4999.375,3000.5,2.6,50000,180.0125,4.62,343.35,72.554,710.16,1774.08,19.4243,600.0,94.44,600.0,9.9678,1000.2,66.2019,2.6003,76.7536,2.6,75.5446,180.0125,4.62,11.1189,4999.375,28.0954,5000.04,15.7182,3000.5,9.1113,710.16,32.98,9.498,4.236,12.313,26.881,0.1498,1.0063,14.9479,0.1776,0.1272,0.1298,0.2439,0.1273,0.1298,0.1959,0.123,543.36,680.3,267.32,252.3,662.15,184.015,42.3425,523.41,20.4025,590.2,490.22,686.4,686.4125,145.706
86.1,186296,0.2999,0.3794,286.695,1000.2,2.6003,4999.375,3000.5,2.6,50100,180.0125,4.62,343.35,72.5538,710.16,1774.08,19.4236,600.06,94.44,600.06,9.9677,1000.2,66.2018,2.6003,76.7536,2.6,75.5441,180.0125,4.62,11.1192,4999.375,28.0954,5000.04,15.7177,3000.5,9.1118,710.16,32.98,9.498,4.236,12.311,26.892,0.1499,1.0063,14.9465,0.1776,0.1272,0.1298,0.2439,0.1272,0.1298,0.1959,0.123,543.36,680.3,267.32,252.3,662.15,184.015,42.3287,523.41,20.3994,590.2,490.22,686.4,686.4125,145.706
86.25,186296,0.2999,0.3794,287.1225,1000.2,2.6003,4999.375,2999.5,2.6,50100,180.0125,4.62,343.35,72.5535,710.16,1774.08,19.4233,600.06,94.44,600.06,9.9677,1000.2,66.2017,2.6003,76.7536,2.6,75.5436,180.0125,4.62,11.1196,4999.375,28.0954,5000.04,15.7202,2999.5,9.1118,710.16,32.98,9.498,4.234,12.31,26.9085,0.1499,1.0061,14.9538,0.1775,0.1272,0.1298,0.2439,0.1272,0.1298,0.1959,0.123,543.32,680.3,267.32,252.3,662.15,184.015,42.3187,523.38,20.3964,590.2,490.22,686.4,686.4125,145.706
86.0,186296,0.2999,0.3794,286.65,1000.2,2.6003,4999.375,2999.5,2.6,50100,180.0,4.62,343.35,72.5545,710.0,1774.08,19.4231,600.06,94.44,600.06,9.9676,1000.2,66.2016,2.6003,76.7536,2.6,75.5446,180.0,4.62,11.1199,4999.375,28.0954,5000.04,15.7207,2999.5,9.1113,710.0,32.975,9.497,4.232,12.31,26.914,0.1499,1.0061,14.9527,0.1775,0.1272,0.1298,0.2439,0.1272,0.1298,0.1959,0.123,543.32,680.3,267.32,252.3,662.15,184.015,42.3088,523.35,20.3934,590.2,490.25,686.4,686.4125,145.706
86.65,186296,0.2999,0.3794,286.965,1000.2,2.6003,4999.375,2999.5,2.6,50100,180.0,4.62,343.35,72.5545,710.0,1774.08,19.4228,600.06,94.44,600.06,9.9675,1000.2,66.2016,2.6003,76.7536,2.6,75.5446,180.0,4.62,11.1202,4999.375,28.0954,5000.04,15.7212,2999.5,9.1113,710.0,32.975,9.497,4.232,12.31,26.9195,0.1499,1.006,14.9516,0.1775,0.1272,0.1298,0.2439,0.1272,0.1298,0.1959,0.123,543.28,680.3,267.32,252.3,662.15,184.015,42.2952,523.35,20.3904,590.2,490.25,686.4,686.4125,145.706
86.925,186296,0.2999,0.3794,287.505,1000.2,2.6003,4999.375,3000.5,2.6,50100,180.0125,4.62,343.35,72.5545,710.0,1774.08,19.4233,600.0,94.44,600.0,9.9674,1000.2,66.2015,2.6003,76.7536,2.6,75.5431,180.0125,4.62,11.1205,4999.375,28.0954,5000.04,15.7187,3000.5,9.1113,710.0,32.975,9.497,4.231,12.311,26.914,0.1499,1.0059,14.9504,0.1775,0.1272,0.1298,0.2439,0.1272,0.1298,0.1959,0.123,543.28,680.3,267.32,252.3,662.15,184.015,42.2855,523.32,20.3873,590.2,490.25,686.4,686.4125,145.706
86.625,186296,0.2999,0.3794,287.37,1000.2,2.6003,4999.375,3000.5,2.6,50100,180.0,4.62,343.35,72.5545,710.0,1774.08,19.4226,600.06,94.44,600.06,9.9673,1000.2,66.2014,2.6003,76.7536,2.6,75.5441,180.0,4.62,11.1209,4999.375,28.0954,5000.04,15.7182,3000.5,9.1113,710.0,32.97,9.497,4.23,12.31,26.903,0.1499,1.0059,14.9493,0.1775,0.1272,0.1298,0.2439,0.1272,0.1298,0.1959,0.123,543.24,680.3,267.32,252.325,662.15,184.015,42.2758,523.29,20.3843,590.2,490.28,686.4,686.4125,145.706
86.45,186296,0.2999,0.3794,287.2575,1000.2,2.6003,5001.75,3000.5,2.6,50100,180.0125,4.62,343.38,72.5545,710.0,1774.08,19.4223,600.06,94.44,600.06,9.9672,1000.2,66.2013,2.6003,76.7536,2.6,75.5426,180.0125,4.62,11.1174,5001.75,28.0953,5000.04,15.7177,3000.5,9.1113,710.0,32.97,9.497,4.226,12.31,26.903,0.1498,1.0057,14.9482,0.1774,0.1272,0.1298,0.2439,0.1272,0.1298,0.1958,0.123,543.2,680.3,267.32,252.325,662.15,184.015,42.2663,523.26,20.3813,590.2,490.28,686.4,686.4125,145.717
86.075,186296,0.2999,0.3794,287.5725,1000.2,2.6003,5001.75,2999.5,2.6,50100,180.0125,4.62,343.38,72.5545,710.0,1774.08,19.4221,600.06,94.44,600.06,9.9672,1000.2,66.2012,2.6003,76.7536,2.6,75.5421,180.0125,4.62,11.1165,5001.75,28.0953,5000.04,15.7202,2999.5,9.1113,710.0,32.97,9.496,4.222,12.31,26.903,0.1499,1.0057,14.9385,0.1774,0.1272,0.1298,0.2439,0.1272,0.1298,0.1958,0.123,543.2,680.3,267.32,252.325,662.15,184.015,42.2569,523.23,20.3782,590.2,490.28,686.4,686.4125,145.717
86.725,186296,0.2999,0.3794,287.235,1000.2,2.6003,5001.75,2999.5,2.6,50100,180.0125,4.62,343.38,72.5545,710.0,1774.08,19.4218,600.06,94.44,600.06,9.9671,1000.2,66.2011,2.6003,76.7536,2.6,75.5416,180.0125,4.62,11.1156,5001.75,28.0953,5000.04,15.7207,2999.5,9.1113,710.0,32.97,9.496,4.22,12.309,26.9085,0.1499,1.0056,14.9457,0.1773,0.1272,0.1298,0.2439,0.1272,0.1298,0.1958,0.123,543.16,680.3,267.32,252.325,662.15,184.015,42.2476,523.2,20.3752,590.2,490.31,686.4,686.4125,145.717
86.0,186296,0.2999,0.3794,287.145,1000.2,2.6003,4999.375,2999.5,2.6,50100,180.0125,4.62,343.38,72.5545,710.0,1774.08,19.4216,600.06,94.44,600.06,9.967,1000.2,66.201,2.6003,76.7536,2.6,75.5411,180.0125,4.62,11.1184,4999.375,28.0953,5000.04,15.7212,2999.5,9.1113,710.0,32.965,9.496,4.218,12.309,26.9085,0.1499,1.0056,14.9446,0.1773,0.1272,0.1298,0.2439,0.1272,0.1298,0.1958,0.123,543.12,680.3,267.32,252.325,662.15,184.015,42.2346,523.2,20.3722,590.2,490.31,686.4,686.4125,145.717
