x0,x0,0.5
x7,x0,0.5
x1,x1,0.5
x3,x1,0.5
x2,x2,0.5
x1,x2,0.5
x3,x3,0.5
x0,x4,0.5
x4,x4,0.5
x5,x5,0.5
x4,x6,0.5
x3,x7,0.5
x7,x7,0.5
