x0,x0,0.036
x0,x2,0.014
x1,x1,0.019
x1,x3,0.014
x2,x0,0.021
x2,x2,0.019
x2,x4,0.014
x3,x3,0.017
x3,x4,0.007
x3,x5,0.008
x4,x4,0.016
x4,x5,0.008
x4,x6,0.017
x5,x5,0.012
x5,x6,0.012
x6,x6,0.019
x6,x7,0.007
x7,x7,0.017
