DR1107.PV,WR1104.PV,FRCA1111.PV,CCSFIC1401.PV,TIC_1155.PV,AR1410B.PV,TIC_1155.MV,FRCA1112.MV,LRCA1101.PV,FI1113.PV
163.5975,82.5,5001.7598,191906,644.28,86.575,70.0,15.6858,48.45,2.5998
162.0,81.433,5001.7598,191983,644.8,86.65,70.0,15.6853,48.655,2.5998
162.0,81.433,5001.7598,191983,644.8,86.65,70.0,15.6848,48.655,2.5998
160.11,80.905,5001.7598,191983,645.06,86.975,70.0,15.6843,48.655,2.5998
159.9525,80.366,5001.7598,192049,645.2875,86.7,70.0,15.6831,48.86,2.5998
158.5125,79.838,5001.7598,192082,645.5475,86.975,70.0,15.6823,48.965,2.5998
157.4775,79.31,5001.7598,192082,645.775,86.9,70.0,15.6841,48.965,2.5998
156.4875,78.782,5001.7598,192159,646.035,86.4,70.0,15.6843,49.17,2.5998
154.9125,78.243,5001.7598,192192,646.2625,86.5,70.0,15.6846,49.275,2.5996
153.3375,77.187,5001.7598,192258,646.75,86.0,70.0,15.6841,49.48,2.5996
153.3375,77.187,5001.7598,192258,646.75,86.0,70.0,15.6841,49.48,2.5996
152.19,76.659,5001.7598,192302,646.9775,86.475,70.0,15.6841,49.585,2.5996
151.0875,76.12,5002.6201,192335,647.205,86.775,70.0,15.6841,49.685,2.5996
149.85,75.592,5001.7598,192368,647.4,86.725,70.0,15.6833,49.79,2.6002
149.3325,75.064,5001.7598,192401,647.6275,86.45,70.0,15.6831,49.895,2.6002
147.825,74.536,5001.7598,192434,648.0825,86.0,70.0,15.6828,49.995,2.5996
146.925,74.008,5001.7598,192478,648.0825,86.1,70.0,15.6826,50.1,2.5996
146.475,73.48,5001.7598,192511,648.2775,86.275,70.0,15.6823,50.2,2.5996
144.81,72.952,5001.7598,192544,648.505,86.025,70.0,15.6821,50.305,2.6
144.3375,72.424,5001.7598,192577,648.7,86.55,70.0,15.6811,50.41,2.6
142.7625,71.885,5001.7598,192621,648.895,86.6,70.0,15.6806,50.51,2.6
142.29,71.357,5000.8999,192654,649.09,86.65,70.0,15.6801,50.615,2.6
141.03,70.829,5000.8999,192687,649.285,86.675,70.0,15.6796,50.72,2.6
139.9725,70.301,5001.7598,192720,649.48,86.525,70.0,15.6791,50.82,2.5998
138.8925,69.773,5001.7598,192753,649.675,86.1,70.0,15.6778,50.925,2.5998
137.5875,69.245,5001.7598,192797,649.87,86.025,70.0,15.6771,51.03,2.5998
136.26,68.717,5001.7598,192830,650.065,86.825,70.0,15.6793,51.13,2.5998
135.81,68.189,5001.7598,192863,650.26,86.7,70.0,15.6796,51.235,2.5998
134.1675,67.672,5001.7598,192896,650.4225,86.35,70.0,15.6791,51.335,2.5998
134.0775,67.144,5001.7598,192940,650.6175,86.2,70.0,15.6791,51.44,2.5998
132.5025,66.616,5001.7598,192973,650.78,86.075,70.0,15.6791,51.545,2.5996
131.2875,66.088,5001.7598,193006,650.975,86.525,70.0,15.6791,51.645,2.5996
130.68,65.56,5001.7598,193039,651.1375,86.7,70.0,15.6791,51.75,2.5996
129.285,65.032,5000.8999,193083,651.3,86.55,70.0,15.6791,51.855,2.5996
128.475,64.504,5000.8999,193116,651.4625,86.65,70.0,15.6783,51.955,2.5996
127.8675,63.976,5001.7598,193149,651.6575,86.125,70.0,15.6781,52.06,2.6
126.765,63.459,5001.7598,193182,651.82,86.325,70.0,15.6778,52.165,2.6
124.92,62.931,5001.7598,193215,651.9825,86.2,70.0,15.6776,52.265,2.6
123.9525,62.403,5001.7598,193259,652.1125,86.05,70.0,15.6766,52.37,2.6
122.1075,61.347,5001.7598,193325,652.4375,86.35,70.0,15.6761,52.575,2.5998
122.1075,61.347,5001.7598,193325,652.4375,86.35,70.0,15.6756,52.575,2.5998
121.545,60.83,5001.7598,193358,652.6,86.75,70.0,15.6751,52.68,2.5998
120.33,60.302,5001.7598,193402,652.73,86.075,70.0,15.6746,52.78,2.5998
119.16,59.774,5000.8999,193435,652.8925,86.675,70.0,15.6741,52.885,2.5998
118.5975,59.257,5000.8999,193468,653.0225,86.125,70.0,15.6728,52.99,2.5998
117.405,58.729,5000.8999,193501,653.1525,86.9,70.0,15.6721,53.09,2.5998
114.885,57.684,5001.7598,193578,653.445,86.7,70.0,15.6743,53.3,2.5998
114.885,57.684,5001.7598,193578,653.445,86.7,70.0,15.6746,53.3,2.5998
114.03,57.156,5001.7598,193611,653.575,86.775,70.0,15.6741,53.4,2.5996
112.995,56.628,5001.7598,193644,653.705,86.9,70.0,15.6741,53.505,2.5996
111.8025,56.111,5001.7598,193677,653.835,86.1,70.0,15.6741,53.605,2.5996
110.61,55.583,5001.7598,193710,653.965,86.925,70.0,15.6741,53.71,2.5996
110.475,55.066,5001.7598,193710,654.095,86.45,70.0,15.6741,53.71,2.6
108.9225,54.538,5001.7598,193787,654.225,86.075,70.0,15.6733,53.915,2.6
108.2925,54.021,5001.7598,193787,654.355,86.075,70.0,15.6731,53.915,2.6
106.65,53.493,5000.8999,193853,654.485,86.8,70.0,15.6728,54.125,2.6
106.0875,52.976,5000.8999,193886,654.5825,86.075,70.0,15.6726,54.225,2.6
104.6925,52.448,5001.7598,193930,654.7125,86.8,70.0,15.6723,54.33,2.6
104.2875,51.931,5001.7598,193963,654.81,86.325,70.0,15.6713,54.43,2.6
102.69,51.403,5001.7598,193996,654.94,86.075,70.0,15.6708,54.535,2.6
101.7,50.886,5001.7598,194029,655.0375,86.775,70.0,15.6703,54.64,2.6
100.3725,50.358,5001.7598,194062,655.1675,86.875,70.0,15.6698,54.74,2.5998
99.99,49.841,5001.7598,194106,655.265,86.95,70.0,15.6693,54.845,2.5998
98.46,49.313,5001.7598,194139,655.3625,86.025,70.0,15.6688,54.95,2.5998
96.7275,48.279,5001.7598,194205,655.5575,86.325,70.0,15.6706,55.155,2.5998
96.7275,48.279,5001.7598,194205,655.5575,86.325,70.0,15.6708,55.155,2.5998
94.7025,47.234,5000.8999,194282,655.7525,86.45,70.0,15.6681,55.36,2.5998
94.7025,47.234,5000.8999,194282,655.7525,86.45,70.0,15.6673,55.36,2.5998
93.6225,46.717,5001.7598,194315,655.85,86.7,70.0,15.6666,55.465,2.5998
92.2275,46.189,5001.7598,194348,655.9475,86.475,70.0,15.6681,55.565,2.5998
91.2825,45.672,5001.7598,194381,656.045,86.275,70.0,15.6681,55.67,2.5998
91.1475,45.155,5001.7598,194425,656.1425,86.275,70.0,15.6681,55.77,2.5996
89.46,44.638,5001.7598,194458,656.2075,86.55,70.0,15.6681,55.875,2.5996
88.695,44.11,5001.7598,194491,656.305,86.1,70.0,15.6681,55.98,2.5996
87.6825,43.593,5001.7598,194524,656.4025,86.975,70.0,15.6673,56.08,2.5996
86.49,43.076,5001.7598,194557,656.4675,86.75,70.0,15.6671,56.185,2.5996
85.14,42.559,5000.8999,194590,656.565,86.75,70.0,15.6668,56.285,2.5996
84.3975,42.042,5000.8999,194634,656.63,86.1,70.0,15.6666,56.39,2.6002
83.1825,41.514,5000.8999,194667,656.695,86.6,70.0,15.6663,56.495,2.6
83.025,40.997,5001.7598,194700,656.7925,86.8,70.0,15.6653,56.595,2.6
81.3375,40.48,5001.7598,194733,656.8575,86.925,70.0,15.6648,56.7,2.5996
81.0,39.963,5001.7598,194766,656.9225,86.375,70.0,15.6643,56.8,2.5996
79.605,39.446,5001.7598,194810,656.9875,86.8,70.0,15.6638,56.905,2.6
78.5025,38.929,5001.7598,194843,657.0525,86.55,70.0,15.6626,57.01,2.6
77.8275,38.412,5001.7598,194876,657.1175,86.325,70.0,15.6648,57.11,2.6
76.23,37.895,5001.7598,194876,657.1825,86.975,70.0,15.6651,57.11,2.6
75.8475,37.378,5001.7598,194909,657.2475,86.275,70.0,15.6653,57.215,2.6
74.565,36.861,5001.7598,194975,657.3125,86.075,70.0,15.6656,57.42,2.6
73.5075,36.344,5000.8999,195019,657.3775,86.45,70.0,15.6628,57.52,2.6
72.36,35.827,5000.8999,195052,657.4425,86.45,70.0,15.6613,57.625,2.6
71.7975,35.31,5001.7598,195052,657.5075,86.325,70.0,15.6603,57.625,2.6
70.065,34.793,5001.7598,195118,657.54,86.0,70.0,15.6593,57.83,2.6
69.4125,34.276,5001.7598,195151,657.605,86.05,70.0,15.6613,57.935,2.6
68.4225,33.759,5001.7598,195195,657.67,86.425,70.0,15.6613,58.035,2.6
67.5225,33.242,5001.7598,195228,657.7025,86.625,70.0,15.6606,58.14,2.6
66.6,32.725,5002.6201,195294,657.7675,86.55,100.0,15.6596,58.245,2.5998
64.8,32.087,5002.6201,195338,657.8,86.975,100.0,15.6583,58.35,2.5998
63.9225,31.449,5002.6201,195393,657.865,86.125,100.0,15.6576,58.45,2.5998
62.7075,30.811,5002.6201,195393,657.8975,86.5,100.0,15.6562,58.45,2.5998
61.7625,30.173,5002.6201,195492,658.0925,86.825,100.0,15.6574,58.66,2.5998
59.985,29.491,5002.6201,195547,658.2225,86.475,100.0,15.6572,58.765,2.6
58.4775,28.82,5002.6201,195591,658.3525,86.9,100.0,15.6569,58.875,2.6004
56.9925,28.149,5002.6201,195635,658.4175,86.8,100.0,15.6567,58.99,2.6004
56.0475,27.5,5001.7598,195679,658.4175,86.425,100.0,15.6564,59.105,2.6004
54.72,26.873,5001.7598,195712,658.385,86.425,100.0,15.6562,59.22,2.6002
53.865,26.257,5001.7598,195756,658.4175,86.725,100.0,15.6559,59.335,2.5998
52.5375,25.63,5001.7598,195800,658.45,86.9,100.0,15.6557,59.45,2.5994
50.85,24.992,5001.7598,195844,658.515,86.75,100.0,15.6547,59.56,2.5994
50.5125,24.343,5001.7598,195899,658.6125,86.775,100.0,15.6542,59.675,2.5994
49.2075,23.683,5001.7598,195943,658.6775,86.85,100.0,15.6537,59.785,2.5996
47.0475,23.034,5002.6201,195987,658.7425,86.4,100.0,15.6532,59.9,2.5998
45.9675,22.385,5002.6201,196020,658.775,86.45,100.0,15.6549,60.015,2.5998
45.2925,21.736,5002.6201,196064,658.8075,86.9,100.0,15.6552,60.13,2.5998
43.515,21.098,5002.6201,196108,658.84,86.4,100.0,15.6554,60.245,2.5998
42.165,20.46,5001.7598,196152,658.84,86.525,100.0,15.6557,60.36,2.5996
40.725,19.822,5001.7598,196196,658.8725,86.225,100.0,15.6529,60.475,2.6
39.69,19.184,5001.7598,196229,658.905,86.375,100.0,15.6514,60.61,2.6
39.1725,18.546,5001.7598,196273,658.9375,86.05,100.0,15.6504,60.775,2.5978
37.53,17.919,5001.7598,196306,658.97,86.425,100.0,15.6502,60.99,2.5976
36.09,17.314,5001.7598,196328,659.0025,86.55,100.0,15.6524,61.275,2.6004
35.19,16.764,5000.8999,196339,659.035,86.65,100.0,15.6534,61.625,2.6042
33.8625,16.28,5000.8999,196339,659.0675,86.575,100.0,15.6547,62.035,2.6076
33.4575,15.873,4999.1797,196339,659.0675,86.675,100.0,15.6554,62.465,2.6082
32.445,15.51,4999.1797,196350,659.1,86.975,100.0,15.6569,62.885,2.604
32.0625,15.136,4999.1797,196350,659.1,86.6,100.0,15.6579,63.315,2.6018
31.32,14.795,5000.04,196383,659.1,86.825,100.0,15.6582,63.695,2.6006
30.87,14.377,5000.04,196383,659.1325,86.725,100.0,15.6577,63.695,2.6002
30.69,14.179,5001.7598,196449,659.1325,86.075,100.0,15.6549,64.265,2.5988
28.6425,13.53,5002.6201,196526,659.1325,86.925,100.0,15.6527,64.365,2.6034
28.0125,12.881,5002.6201,196581,659.1325,86.675,100.0,15.6507,64.465,2.6046
26.415,12.221,5002.6201,196636,659.165,86.65,100.0,15.6492,64.57,2.6046
24.795,11.561,5002.6201,196691,659.165,86.025,100.0,15.6499,64.67,2.6032
23.715,10.912,5002.6201,196746,659.165,86.2,100.0,15.6492,64.775,2.603
23.715,10.912,5002.6201,196746,659.165,86.2,100.0,15.6484,64.775,2.603
23.715,10.912,5002.6201,196746,659.165,86.2,100.0,15.6477,64.775,2.603
23.715,10.912,5002.6201,196746,659.165,86.2,100.0,15.6469,64.775,2.603
22.6575,10.252,5001.7598,196801,659.1325,86.775,100.0,15.6484,64.875,2.6004
21.1725,9.603,5001.7598,196845,659.1325,86.875,100.0,15.6484,64.975,2.6002
19.9575,8.954,5001.7598,196878,659.1325,86.95,100.0,15.6484,65.08,2.5996
19.5975,8.525,5007.7798,197274,659.1325,86.575,100.0,15.6372,65.18,2.6
18.045,7.909,5012.0801,197626,659.1,86.7,100.0,15.6259,65.285,2.6
16.56,7.26,5018.96,198165,659.1,86.9,100.0,15.6069,65.385,2.5998
15.75,6.611,5025.8398,198792,659.1,86.8,100.0,15.5844,65.485,2.5998
13.7025,5.973,5026.6997,199276,659.0675,86.3,100.0,15.5752,65.59,2.5996
13.2975,5.335,5026.6997,199661,659.0675,86.45,100.0,15.5617,65.69,2.5996
11.4975,4.708,5022.3999,199925,659.035,86.85,100.0,15.5772,65.79,2.5994
10.575,4.07,5018.96,200123,659.035,86.725,100.0,15.5812,65.89,2.6
9.135,3.443,5014.6597,200277,659.035,86.275,100.0,15.5937,65.99,2.5998
7.515,2.805,5012.0801,200420,659.0025,86.95,100.0,15.6017,66.09,2.5998
7.2225,2.178,5007.7798,200519,659.0025,86.425,100.0,15.5992,66.19,2.5998
5.6475,1.551,5006.0601,200618,659.0025,86.775,100.0,15.6047,66.295,2.5998
4.4775,0.924,5005.1997,200750,658.97,86.35,100.0,15.5984,66.395,2.5996
3.1725,0.297,5006.0601,200948,658.97,0.0,100.0,15.5994,66.495,2.4156
2.385,0.0,5077.4399,204941,658.905,0.0,100.0,15.4687,66.68,2.4156
2.5875,0.0,5080.8799,205898,658.8725,86.2,100.0,15.4187,66.885,2.4466
2.745,0.165,5104.1001,208054,658.84,86.2,100.0,15.3327,67.065,2.438
3.555,0.484,5110.1196,209451,658.8075,86.375,100.0,15.2639,67.155,2.5448
4.365,1.078,5092.0601,210485,658.775,86.925,100.0,15.3104,67.175,2.5916
5.9625,1.958,5089.48,211574,658.6775,86.2,100.0,15.2897,67.25,2.6988
7.8975,2.893,5052.5,211607,658.4175,86.0,100.0,15.3944,67.465,2.6988
9.8775,3.663,5026.6997,211530,658.0275,86.775,100.0,15.4259,67.69,2.7046
10.6425,4.026,5002.6201,211211,657.6375,86.225,100.0,15.4909,67.955,2.712
10.0125,3.96,4973.3799,210573,657.28,86.6,100.0,15.5872,68.26,2.6456
9.765,3.663,4958.7598,210078,657.02,86.575,100.0,15.5944,68.575,2.6456
9.135,3.366,4945.8599,209308,656.7925,86.975,100.0,15.6572,68.895,2.6446
8.3025,3.08,4938.98,208274,656.565,86.725,100.0,15.6367,69.22,2.6158
7.605,2.772,4932.1001,207196,656.24,86.125,100.0,15.6774,69.56,2.624
7.065,2.497,4929.52,206250,655.8825,86.2,100.0,15.6829,69.85,2.617
6.7725,2.079,4925.2197,205546,655.4925,86.95,100.0,15.7124,70.245,2.6172
5.805,1.947,4935.54,205051,655.135,86.6,100.0,15.7227,70.335,2.6152
5.3775,1.353,4941.5601,204523,654.81,86.925,100.0,15.7357,70.42,2.6184
4.185,0.748,4943.2798,203929,654.485,86.325,100.0,15.7509,70.515,2.6188
2.43,0.132,4947.5801,203335,654.16,0.0,100.0,15.7429,70.61,2.339
2.7225,0.0,5058.52,208263,654.1275,0.0,100.0,15.5512,70.685,2.339
2.1825,0.0,5074.0,209495,654.095,0.0,100.0,15.4652,70.775,2.3576
2.0925,0.0,5074.0,210089,654.0625,0.0,100.0,15.4037,70.865,2.3584
2.9475,0.0,5072.2798,210639,653.9975,0.0,100.0,15.3404,70.955,2.502
2.97,0.0,5054.2197,211145,653.965,0.0,100.0,15.4324,71.045,2.502
2.8575,0.0,5054.2197,212036,653.9325,0.0,100.0,15.4207,71.125,2.5804
2.25,0.0,5042.1797,212036,653.9,0.0,100.0,15.4902,71.19,2.5804
2.5875,0.0,5031.8599,212124,653.8675,0.0,100.0,15.5239,71.22,2.5892
2.07,0.0,5013.7998,212124,653.835,0.0,100.0,15.5219,71.225,2.583
2.1375,0.0,5000.8999,211981,653.77,0.0,100.0,15.5587,71.245,2.589
2.52,0.0,4988.8599,211904,653.7375,0.0,100.0,15.5417,71.295,2.5782
2.2275,0.0,4987.1396,212278,653.64,0.0,100.0,15.5672,71.375,2.578
2.4975,0.0,4987.1396,212267,653.64,0.0,100.0,15.5672,71.375,2.5606
2.7675,0.0,4986.2798,212267,653.575,0.0,100.0,15.5722,71.375,2.5706
2.1375,0.0,4982.8398,211849,653.51,0.0,100.0,15.5814,71.375,2.5762
2.475,0.0,4977.6797,211849,653.445,0.0,100.0,15.5947,71.395,2.5882
2.43,0.0,4972.52,211541,653.38,0.0,100.0,15.6132,71.445,2.5914
2.1375,0.0,4970.7998,211233,653.315,0.0,100.0,15.6254,71.48,2.5976
2.925,0.0,4967.3599,210606,653.2825,0.0,100.0,15.6438,71.48,2.6006
2.88,0.0,4967.3599,210606,653.2175,0.0,100.0,15.6476,71.48,2.6018
2.4525,0.0,4964.7798,210078,653.1525,0.0,100.0,15.6633,71.505,2.6042
2.6775,0.0,4967.3599,210078,653.0875,0.0,100.0,15.6611,71.555,2.6042
2.25,0.0,4966.5,209649,653.055,0.0,100.0,15.6696,71.58,2.6064
2.97,0.0,4970.7998,209649,652.99,0.0,100.0,15.6656,71.58,2.6066
2.8125,0.0,4972.52,209209,652.9575,0.0,100.0,15.6696,71.605,2.6078
2.3175,0.0,4972.52,209209,652.8925,0.0,100.0,15.6728,71.605,2.6096
2.25,0.0,4975.96,208769,652.8275,0.0,100.0,15.6728,71.67,2.6088
2.2725,0.0,4977.6797,208527,652.795,0.0,100.0,15.6746,71.67,2.6096
2.3175,0.0,4979.3999,208296,652.6975,0.0,100.0,15.6761,71.67,2.6116
2.385,0.0,4979.3999,208054,652.6975,0.0,100.0,15.6761,71.67,2.6122
2.115,0.0,4981.98,207823,652.6,0.0,100.0,15.6756,71.725,2.6118
2.7225,0.0,4981.98,207570,652.6,0.0,100.0,15.6756,71.745,2.6122
2.9025,0.0,4981.98,207328,652.5025,0.0,100.0,15.6778,71.745,2.6148
2.2275,0.0,4981.98,207086,652.5025,0.0,100.0,15.6778,71.745,2.6158
2.745,0.0,4984.5601,206855,652.405,0.0,100.0,15.6801,71.76,2.6154
2.61,0.0,4984.5601,206613,652.405,0.0,100.0,15.6801,71.79,2.6154
2.9025,0.0,4985.4199,206393,652.3075,0.0,100.0,15.6831,71.805,2.6176
2.9475,0.0,4985.4199,206162,652.3075,0.0,100.0,15.6831,71.805,2.6158
2.25,0.0,4987.1396,205964,652.21,0.0,100.0,15.6836,71.805,2.6178
2.5875,0.0,4987.1396,205766,652.21,0.0,100.0,15.6836,71.82,2.6144
2.88,0.0,4988.0,205579,652.1125,0.0,100.0,15.6816,71.845,2.6158
2.0475,0.0,4988.0,205403,652.08,0.0,100.0,15.6803,71.86,2.613
2.34,0.0,4990.5801,205249,652.015,0.0,100.0,15.6818,71.86,2.6142
2.565,0.0,4990.5801,205106,651.9825,0.0,100.0,15.6811,71.86,2.6114
2.5425,0.0,4992.2998,204996,651.9175,0.0,100.0,15.6801,71.87,2.6094
2.5425,0.0,4993.1597,204897,651.885,0.0,100.0,15.6781,71.89,2.6094
2.5875,0.0,4994.02,204809,651.8525,0.0,100.0,15.6763,71.905,2.6092
2.5425,0.0,4994.8799,204721,651.7875,0.0,100.0,15.6736,71.905,2.6096
2.4075,0.0,4995.7397,204644,651.755,0.0,100.0,15.6703,71.905,2.6072
2.5425,0.0,4997.46,204589,651.69,0.0,100.0,15.6696,71.91,2.6054
2.9025,0.0,4998.3198,204523,651.6575,0.0,100.0,15.6671,71.93,2.6054
2.7225,0.0,4999.1797,204479,651.5925,0.0,100.0,15.6666,71.94,2.6038
2.7225,0.0,5000.04,204435,651.56,0.0,100.0,15.6636,71.94,2.6038
2.835,0.0,5000.04,204391,651.495,0.0,100.0,15.6631,71.94,2.6028
2.835,0.0,5000.8999,204358,651.4625,0.0,100.0,15.6608,71.95,2.6028
2.7675,0.0,5001.7598,204325,651.3975,0.0,100.0,15.6583,71.965,2.6028
2.7675,0.0,5001.7598,204292,651.365,0.0,100.0,15.6578,71.97,2.6028
2.745,0.0,5002.6201,204270,651.3325,0.0,100.0,15.6556,71.97,2.6022
2.745,0.0,5002.6201,204259,651.2675,0.0,100.0,15.6553,71.97,2.6022
2.925,0.0,5002.6201,204248,651.235,0.0,100.0,15.6533,71.98,2.6014
2.925,0.0,5003.48,204237,651.17,0.0,100.0,15.6511,71.99,2.6014
2.475,0.0,5003.48,204237,651.1375,0.0,100.0,15.6478,72.0,2.6008
2.475,0.0,5004.3398,204226,651.0725,0.0,100.0,15.6448,72.0,2.6008
2.0025,0.0,5004.3398,204226,651.04,0.0,100.0,15.6446,72.0,2.6002
2.0025,0.0,5004.3398,204215,650.975,0.0,100.0,15.6421,72.005,2.6002
2.475,0.0,5005.1997,204215,650.9425,0.0,100.0,15.6446,72.015,2.6002
2.2275,0.0,5005.1997,204204,650.8775,0.0,100.0,15.6433,72.02,2.6002
2.025,0.0,5005.1997,204204,650.845,0.0,100.0,15.6418,72.02,2.6002
2.025,0.0,5005.1997,204204,650.8125,0.0,100.0,15.6401,72.02,2.6002
2.43,0.0,5005.1997,204204,650.7475,0.0,100.0,15.6388,72.025,2.6002
2.655,0.0,5006.0601,204204,650.715,0.0,100.0,15.6368,72.035,2.6002
2.25,0.0,5005.1997,204193,650.65,0.0,100.0,15.6346,72.04,2.6002
2.43,0.0,5005.1997,204193,650.6175,0.0,100.0,15.6351,72.04,2.6002
2.43,0.0,5006.0601,204193,650.5525,0.0,100.0,15.6333,72.04,2.6002
2.8575,0.0,5005.1997,204193,650.52,0.0,100.0,15.6321,72.045,2.6002
2.7225,0.0,5006.0601,204193,650.455,0.0,100.0,15.6301,72.05,2.6002
2.025,0.0,5006.0601,204193,650.4225,0.0,100.0,15.6278,72.055,2.6002
2.34,0.0,5005.1997,204193,650.3575,0.0,100.0,15.6283,72.055,2.6002
2.88,0.0,5005.1997,204193,650.325,0.0,100.0,15.6273,72.055,2.6002
2.52,0.0,5006.0601,204193,650.26,0.0,100.0,15.6256,72.06,2.6002
2.61,0.0,5005.1997,204193,650.2275,0.0,100.0,15.6266,72.065,2.6002
2.9025,0.0,5005.1997,204193,650.195,0.0,100.0,15.6261,72.07,2.6002
2.5425,0.0,5005.1997,204193,650.13,0.0,100.0,15.6248,72.07,2.6002
2.0925,0.0,5005.1997,204193,650.0975,0.0,100.0,15.6241,72.07,2.6002
2.4975,0.0,5005.1997,204193,650.0325,0.0,100.0,15.6226,72.07,2.6002
2.4075,0.0,5005.1997,204193,650.0,0.0,100.0,15.6216,72.08,2.6002
2.52,0.0,5005.1997,204193,649.935,0.0,100.0,15.6228,72.08,2.5998
2.6775,0.0,5005.1997,204204,649.9025,0.0,100.0,15.6218,72.08,2.5998
2.52,0.0,5005.1997,204204,649.8375,0.0,100.0,15.6213,72.08,2.5998
2.295,0.0,5005.1997,204204,649.805,0.0,100.0,15.6208,72.085,2.5998
2.3625,0.0,5004.3398,204204,649.74,0.0,100.0,15.6196,72.09,2.6004
2.3175,0.0,5005.1997,204204,649.7075,0.0,100.0,15.6188,72.09,2.6004
2.475,0.0,5005.1997,204204,649.6425,0.0,100.0,15.6173,72.09,2.6004
2.5875,0.0,5004.3398,204204,649.61,0.0,100.0,15.6193,72.09,2.5998
2.88,0.0,5004.3398,204204,649.545,0.0,100.0,15.6186,72.095,2.6
2.25,0.0,5004.3398,204204,649.5125,0.0,100.0,15.6183,72.095,2.6
2.0475,0.0,5004.3398,204204,649.4475,0.0,100.0,15.6173,72.1,2.6
2.6775,0.0,5004.3398,204215,649.415,0.0,100.0,15.6168,72.1,2.6
2.5875,0.0,5004.3398,204215,649.35,0.0,100.0,15.6156,72.1,2.6
2.295,0.0,5004.3398,204215,649.3175,0.0,100.0,15.6148,72.1,2.6
2.1825,0.0,5004.3398,204215,649.285,0.0,100.0,15.6141,72.105,2.6
2.565,0.0,5003.48,204215,649.22,0.0,100.0,15.6126,72.105,2.6
2.205,0.0,5004.3398,204215,649.1875,0.0,100.0,15.6116,72.105,2.6
2.4075,0.0,5004.3398,204215,649.1225,0.0,100.0,15.6136,72.105,2.6
2.5425,0.0,5004.3398,204226,649.09,0.0,100.0,15.6128,72.105,2.6
2.1375,0.0,5003.48,204226,649.025,0.0,100.0,15.6126,72.11,2.6002
2.97,0.0,5003.48,204226,648.9925,0.0,100.0,15.6116,72.11,2.6002
2.1375,0.0,5003.48,204226,648.9275,0.0,100.0,15.6111,72.11,2.6002
2.6325,0.0,5004.3398,204226,648.895,0.0,100.0,15.6106,72.11,2.6002
2.5425,0.0,5003.48,204226,648.83,0.0,100.0,15.6093,72.115,2.6002
2.3175,0.0,5003.48,204226,648.7975,0.0,100.0,15.6086,72.115,2.6002
2.2725,0.0,5003.48,204226,648.7325,0.0,100.0,15.6078,72.115,2.6002
2.0475,0.0,5003.48,204237,648.7,0.0,100.0,15.6063,72.115,2.6002
2.1825,0.0,5003.48,204237,648.635,0.0,100.0,15.6083,72.115,2.6002
2.6325,0.0,5004.3398,204237,648.6025,0.0,100.0,15.6076,72.12,2.6004
2.5425,0.0,5003.48,204237,648.5375,0.0,100.0,15.6073,72.12,2.6004
2.7675,0.0,5003.48,204237,648.505,0.0,100.0,15.6071,72.12,2.6004
2.5425,0.0,5003.48,204237,648.44,0.0,100.0,15.6061,72.12,2.6004
2.745,0.0,5002.6201,204237,648.4075,0.0,100.0,15.6056,72.12,2.6004
2.3175,0.0,5002.6201,204248,648.3425,0.0,100.0,15.6051,72.12,2.6004
2.52,0.0,5002.6201,204248,648.31,0.0,100.0,15.6046,72.125,2.6
2.61,0.0,5003.48,204248,648.245,0.0,100.0,15.6033,72.125,2.6
2.205,0.0,5003.48,204248,648.2125,0.0,100.0,15.6026,72.125,2.6
2.0925,0.0,5003.48,204248,648.1475,0.0,100.0,15.6041,72.125,2.6
2.9475,0.0,5002.6201,204248,648.115,0.0,100.0,15.6041,72.125,2.6
2.4975,0.0,5002.6201,204259,648.05,0.0,100.0,15.6041,72.125,2.6
2.16,0.0,5002.6201,204259,648.0175,0.0,100.0,15.6033,72.125,2.6
2.7675,0.0,5002.6201,204259,647.9525,0.0,100.0,15.6031,72.125,2.6002
2.025,0.0,5003.48,204259,647.92,0.0,100.0,15.6028,72.125,2.6002
2.4075,0.0,5003.48,204259,647.855,0.0,100.0,15.6018,72.13,2.6002
2.385,0.0,5002.6201,204259,647.8225,0.0,100.0,15.6013,72.13,2.6002
2.5425,0.0,5002.6201,204270,647.7575,0.0,100.0,15.6008,72.13,2.6002
2.925,0.0,5002.6201,204270,647.725,0.0,100.0,15.6003,72.13,2.6002
2.2725,0.0,5002.6201,204270,647.66,0.0,100.0,15.5991,72.13,2.6002
2.925,0.0,5002.6201,204270,647.6275,0.0,100.0,15.5983,72.13,2.6002
2.925,0.0,5003.48,204270,647.5625,0.0,100.0,15.5976,72.13,2.6002
2.385,0.0,5003.48,204270,647.53,0.0,100.0,15.5961,72.13,2.6004
2.6775,0.0,5002.6201,204270,647.465,0.0,100.0,15.5981,72.13,2.6004
2.4975,0.0,5002.6201,204281,647.4325,0.0,100.0,15.5973,72.13,2.6004
2.88,0.0,5002.6201,204281,647.3675,0.0,100.0,15.5971,72.13,2.6004
1.98,0.0,5002.6201,204281,647.335,0.0,100.0,15.5968,72.135,2.6004
2.97,0.0,5002.6201,204281,647.27,0.0,100.0,15.5966,72.135,2.5998
2.025,0.0,5002.6201,204281,647.2375,0.0,100.0,15.5956,72.135,2.6
2.4975,0.0,5002.6201,204281,647.1725,0.0,100.0,15.5951,72.135,2.6
2.7675,0.0,5002.6201,204292,647.14,0.0,100.0,15.5946,72.135,2.6004
