DR1106.PV,TI_1145.PV,TI1105A.PV,FRSA1101.PV,FRC1102.MV,FI1102.PV,FRC1102.PV,PDR1106.PV,TIC_1101.MV,FIC_1122.MV,FIC_1127.PV,TIA2872.PV,PI_1180.PV,WR1104.PV,FRC1424.PV,TIA2876.PV,FV1111.OUT,FIC_1122.PV,PDR1401.PV,PR1102A.PV,FRC1113.PV,PRCA1101B.MV,LRCA1101.PV,LRCA1101.MV,DR1108.PV,FRCA1111.MV,FIC_1127.MV,FV1112.OUT,DR1105.PV,FRC1113.MV,FT_1122.PV,FRCA1112.MV,FRQ1623.PV,DR1107.PV,FI_1127.PV,PDRSA1104.PV,FI1112.PV,PIC1101A.PV,FV1110.OUT,FI1113.PV,AR1410B.PV,PDRCA1109.PV,TIC_1101.PV,TIA2877.PV,TIC_1155.MV,TIA2875.PV,PDR1103.PV,PI_1138B.PV,DR1103.PV,FRC1107.MV,PI_1132A.PV,FRCA1112.PV,TIA2874.PV,TIA2873.PV,WRA1103.PV,FRCA1110.MV,TI_1144.PV,DR1110.PV
57.5625,489.95,539.68,173.74,10.2551,1000.2,1000.2,4.182,85.5622,72.994,600,84.5175,0.2436,145.695,2.97,83.55,28.1202,710.08,12.303,0.2324,2.5998,14.8957,32.99,65.4891,357.8212,28.1202,19.8792,15.7353,4.1766,77.535,710.08,15.7353,9.1102,287.4375,600,-15.1445,2999.75,14.8957,11.1299,2.5998,86.275,11.61,519.87,81.975,21.715,82.14,9.53,0.1651,57.6,66.8702,0.219,2999.75,85.23,85.215,148.6687,11.1299,518.6,571.85
57.5625,489.95,539.64,173.74,10.255,1000.2,1000.2,4.181,85.5665,72.9939,600,84.5025,0.2436,145.695,2.97,83.58,28.1202,710.08,12.303,0.2324,2.5998,14.8957,32.99,65.4879,358.5444,28.1202,19.8792,15.7326,4.8234,77.5353,710.08,15.7326,9.1102,286.8075,600,-15.1445,3000.75,14.8957,11.13,2.5998,86.1,11.598,519.84,81.9675,21.7149,82.1625,9.531,0.1652,57.525,66.8701,0.219,3000.75,85.23,85.1625,148.6687,11.13,518.6,571.6
57.525,489.95,539.64,173.74,10.255,1000.2,1000.2,4.181,85.5671,72.9938,600,84.495,0.2436,145.695,2.97,83.5575,28.1202,710.08,12.303,0.2324,2.5998,14.8957,32.99,65.4866,358.6478,28.1202,19.8792,15.7318,4.8234,77.5355,710.08,15.7318,9.1102,287.235,600,-15.15,3000.75,14.8957,11.13,2.5998,86.775,11.586,519.84,82.0125,21.7148,82.1625,9.531,0.1652,57.6,66.87,0.219,3000.75,85.215,85.17,148.6687,11.13,518.57,571.75
57.525,489.95,539.6,173.74,10.2549,1000.2,1000.2,4.18,85.5715,72.9949,600,84.4725,0.2436,145.695,2.97,83.5725,28.1202,709.92,12.303,0.2324,2.6002,14.8957,32.99,65.4854,358.6478,28.1202,19.8792,15.7341,4.0047,77.5343,709.92,15.7341,9.1108,286.7625,600,-15.1555,2999.75,14.8957,11.1301,2.6002,86.275,11.574,519.81,82.0275,21.7147,82.1325,9.531,0.1652,57.6,66.8699,0.219,2999.75,85.215,85.1775,148.6687,11.1301,518.57,571.3
57.6,489.95,539.6,173.74,10.2548,1000.2,1000.2,4.178,85.5761,72.995,600,84.5175,0.2437,145.695,2.9675,83.535,28.1202,709.92,12.303,0.2324,2.6002,14.8957,32.99,65.4841,357.9934,28.1202,19.8792,15.7343,4.5203,77.534,709.92,15.7343,9.1102,287.37,600,-15.161,2999.75,14.8957,11.1302,2.6002,86.2,11.562,519.78,82.0125,21.7147,82.17,9.531,0.1652,57.5625,66.8698,0.219,2999.75,85.245,85.1925,148.6687,11.1302,518.57,571.65
57.5625,489.95,539.56,173.768,10.2555,999.6,999.6,4.175,85.5807,72.9951,600,84.5175,0.2437,145.695,2.9675,83.4825,28.1201,709.92,12.303,0.2324,2.5996,14.8957,32.99,65.4828,358.3034,28.1201,19.8792,15.7346,4.5203,77.536,709.92,15.7346,9.1096,286.9425,600,-15.172,2999.75,14.8957,11.1265,2.5996,86.675,11.568,519.75,81.9975,21.7146,82.17,9.532,0.1652,57.6,66.8705,0.2189,2999.75,85.2975,85.185,148.6687,11.1265,518.57,571.8
57.525,489.95,539.56,173.768,10.2556,999.6,999.6,4.17,85.5817,72.994,600,84.5475,0.2437,145.695,2.9675,83.4375,28.1201,710.08,12.303,0.2324,2.5996,14.8957,32.99,65.4816,358.2,28.1201,19.8792,15.7348,3.9109,77.5365,710.08,15.7348,9.1096,287.37,600,-15.1665,2999.75,14.8957,11.1253,2.5996,86.925,11.568,519.75,82.0125,21.7298,82.1475,9.532,0.1652,57.5625,66.8707,0.2189,2999.75,85.3425,85.1775,148.6687,11.1253,518.57,571.4
57.6,489.95,539.52,173.768,10.2558,999.6,999.6,4.166,85.5865,72.9939,600,84.525,0.2437,145.695,2.9675,83.4375,28.1201,710.08,12.303,0.2324,2.5996,14.8957,32.99,65.4803,357.959,28.1201,19.8792,15.7351,4.3438,77.537,710.08,15.7351,9.1096,287.3475,600,-15.1665,2999.75,14.8957,11.1242,2.5996,86.6,11.562,519.72,81.9825,21.7302,82.17,9.532,0.1652,57.5625,66.8708,0.2189,2999.75,85.38,85.2075,148.6687,11.1242,518.57,571.2
57.525,489.95,539.48,173.782,10.2552,1000.2,1000.2,4.164,85.5914,72.995,599.94,84.555,0.2437,145.695,2.9675,83.415,28.1201,709.92,12.303,0.2324,2.6002,14.8957,32.99,65.4791,357.8901,28.1201,19.8799,15.7353,4.8328,77.5353,709.92,15.7353,9.1102,286.56,599.94,-15.172,2999.75,14.8957,11.1268,2.6002,86.05,11.556,519.69,82.005,21.7306,82.155,9.532,0.1652,57.525,66.8702,0.2189,2999.75,85.38,85.23,148.6687,11.1268,518.57,571.1
57.5625,489.95,539.48,173.782,10.2551,1000.2,1000.2,4.163,85.5964,72.9951,599.94,84.5625,0.2437,145.695,2.9675,83.385,28.1201,709.92,12.303,0.2324,2.6002,14.8957,32.99,65.4778,358.2345,28.1201,19.8802,15.7356,3.8781,77.535,709.92,15.7356,9.1102,286.8075,599.94,-15.172,2999.75,14.8957,11.1268,2.6002,86.375,11.55,519.66,82.035,21.7158,82.185,9.532,0.1652,57.525,66.8702,0.2188,2999.75,85.3425,85.2225,148.6687,11.1268,518.57,571.7
57.5625,489.95,539.44,173.782,10.255,1000.2,1000.2,4.162,85.5977,72.994,599.94,84.525,0.2437,145.695,2.9675,83.37,28.1201,710.08,12.303,0.2324,2.6002,14.8957,32.99,65.4766,357.6835,28.1201,19.8804,15.7328,4.7328,77.5348,710.08,15.7328,9.1108,287.3925,599.94,-15.1775,3000.75,14.8957,11.1269,2.6002,86.925,11.544,519.66,81.9975,21.7157,82.1775,9.532,0.1652,57.5625,66.8701,0.2188,3000.75,85.335,85.23,148.6687,11.1269,518.57,571.55
57.6375,489.95,539.44,173.782,10.255,1000.2,1000.2,4.161,85.6029,72.9939,600.12,84.5025,0.2437,145.695,2.9675,83.3475,28.1201,710.08,12.303,0.2324,2.6002,14.8957,32.99,65.4753,357.6835,28.1201,19.8784,15.7321,4.1094,77.5345,710.08,15.7321,9.1108,286.8075,600.12,-15.183,3000.75,14.8957,11.127,2.6002,86.85,11.544,519.63,81.96,21.7156,82.185,9.533,0.1652,57.6,66.8707,0.2188,3000.75,85.29,85.1775,148.6687,11.127,518.57,571.35
57.5625,489.95,539.4,173.782,10.2549,1000.2,1000.2,4.159,85.6081,72.9938,600.12,84.4725,0.2437,145.695,2.9675,83.3925,28.1201,710.08,12.303,0.2324,2.6002,14.8957,32.99,65.4741,358.4756,28.1201,19.8779,15.7313,4.6453,77.5343,710.08,15.7313,9.1108,287.1,600.12,-15.183,3000.75,14.8957,11.1271,2.6002,86.925,11.55,519.6,81.9525,21.7155,82.2,9.533,0.1652,57.525,66.8709,0.2188,3000.75,85.305,85.155,148.6687,11.1271,518.57,571.55
57.6,489.92,539.4,173.796,10.2555,999.6,999.6,4.157,85.6097,72.9949,599.94,84.4875,0.2437,145.695,2.9675,83.4375,28.1201,709.92,12.303,0.2324,2.5996,14.8957,32.99,65.4728,358.3378,28.1201,19.8797,15.7336,3.9328,77.5363,709.92,15.7336,9.1096,287.5275,599.94,-15.183,2999.75,14.8957,11.1271,2.5996,86.825,11.556,519.6,81.975,21.7155,82.2375,9.533,0.1652,57.5625,66.8703,0.2188,2999.75,85.2975,85.1025,148.6687,11.1271,518.57,571.85
57.5625,489.92,539.36,173.796,10.2557,999.6,999.6,4.156,85.6151,72.995,599.94,84.45,0.2437,145.695,2.9675,83.4825,28.12,709.92,12.303,0.2324,2.5996,14.8957,32.99,65.4716,357.8212,28.12,19.8799,15.7338,3.9328,77.5368,709.92,15.7338,9.1096,287.46,599.94,-15.183,2999.75,14.8957,11.1272,2.5996,86.575,11.556,519.57,81.99,21.7154,82.2225,9.533,0.1652,57.5625,66.8702,0.2188,2999.75,85.3425,85.11,148.6687,11.1272,518.54,571.85
57.6,489.92,539.36,173.796,10.2551,1000.2,1000.2,4.156,85.6169,72.9951,599.94,84.495,0.2437,145.695,2.9675,83.4825,28.12,709.92,12.303,0.2324,2.6002,14.8957,32.985,65.4197,358.4411,28.12,19.8801,15.7341,3.8766,77.535,709.92,15.7341,9.1102,286.695,599.94,-15.1775,2999.75,14.8957,11.1273,2.6002,86.3,11.55,519.57,81.9825,21.7153,82.2375,9.533,0.1652,57.6,66.8709,0.2188,2999.75,85.38,85.11,148.6687,11.1273,518.54,571.4
57.6,489.92,539.36,173.796,10.255,1000.2,1000.2,4.157,85.6186,72.994,599.94,84.4875,0.2437,145.695,2.9675,83.4675,28.12,710.08,12.303,0.2324,2.6002,14.8957,32.985,65.4179,358.3378,28.12,19.8804,15.7343,4.1781,77.5348,710.08,15.7343,9.1108,287.0325,599.94,-15.183,2999.75,14.8957,11.1274,2.6002,86.05,11.55,519.57,82.02,21.7305,82.23,9.533,0.1652,57.525,66.8711,0.2188,2999.75,85.395,85.0875,148.6687,11.1274,518.54,571.5
57.6,489.92,539.32,173.796,10.255,1000.2,1000.2,4.158,85.6241,72.9939,599.94,84.51,0.2437,145.695,2.9675,83.43,28.12,710.08,12.303,0.2324,2.6002,14.8957,32.985,65.416,357.7868,28.12,19.8806,15.7346,4.8234,77.5345,710.08,15.7346,9.1108,286.7625,599.94,-15.183,2999.75,14.8957,11.1275,2.6002,86.025,11.544,519.54,81.9975,21.7309,82.26,9.533,0.1652,57.5625,66.8712,0.2188,2999.75,85.425,85.125,148.6687,11.1275,518.54,571.9
57.6,489.92,539.32,173.824,10.2549,1000.2,1000.2,4.159,85.626,72.995,600.12,84.54,0.2437,145.695,2.9675,83.4675,28.12,709.92,12.303,0.2324,2.5996,14.8957,32.985,65.4141,358.0967,28.12,19.8786,15.7348,4.2016,77.5365,709.92,15.7348,9.1096,287.01,600.12,-15.1885,2999.75,14.8957,11.1275,2.5996,86.425,11.544,519.54,82.0125,21.7161,82.2825,9.533,0.1652,57.5625,66.8714,0.2188,2999.75,85.44,85.08,148.6687,11.1275,518.54,572
57.5625,489.92,539.32,173.824,10.2548,1000.2,1000.2,4.159,85.6316,72.9951,600.12,84.5325,0.2437,145.695,2.9675,83.445,28.12,709.92,12.303,0.2324,2.5996,14.8957,32.985,65.4122,357.959,28.12,19.8781,15.7351,3.8766,77.537,709.92,15.7351,9.1096,287.46,600.12,-15.1885,2999.75,14.8957,11.1276,2.5996,86,11.538,519.51,81.9675,21.716,82.2975,9.534,0.1652,57.5625,66.8716,0.2188,2999.75,85.4625,85.125,148.6687,11.1276,518.54,571.55
57.525,489.92,539.28,173.824,10.2555,999.6,999.6,4.159,85.6336,72.994,599.94,84.495,0.2437,145.695,2.9675,83.4825,28.1207,710.08,12.303,0.2324,2.6002,14.8957,32.985,65.4104,357.7523,28.1207,19.8799,15.7353,4.7281,77.5353,710.08,15.7353,9.1108,286.965,599.94,-15.194,2999.75,14.8957,11.1277,2.6002,86.225,11.532,519.51,82.0125,21.7159,82.2825,9.534,0.1652,57.6,66.8717,0.2188,2999.75,85.455,85.1475,148.6687,11.1277,518.54,571.55
57.5625,489.92,539.28,173.824,10.2556,999.6,999.6,4.159,85.6393,72.9939,599.94,84.495,0.2437,145.695,2.9675,83.4825,28.121,710.08,12.303,0.2325,2.6002,14.8957,32.985,65.4085,358.3034,28.121,19.8801,15.7326,4.7281,77.535,710.08,15.7326,9.1102,286.695,599.94,-15.194,3000.75,14.8957,11.1278,2.6002,86.3,11.526,519.48,82.0275,21.7158,82.29,9.534,0.1652,57.5625,66.8719,0.2188,3000.75,85.4175,85.1025,148.6687,11.1278,518.54,572.1
57.6,489.92,539.28,173.824,10.2558,999.6,999.6,4.158,85.6414,72.9938,599.94,84.495,0.2437,145.695,2.9675,83.4675,28.1212,710.08,12.303,0.2325,2.6002,14.8957,32.985,65.4066,357.7179,28.1212,19.8804,15.7318,4.6031,77.5348,710.08,15.7318,9.1102,286.6725,599.94,-15.1995,3000.75,14.8957,11.1279,2.6002,86.95,11.526,519.48,82.05,21.7157,82.2825,9.534,0.1652,57.5625,66.8721,0.2188,3000.75,85.3575,85.0575,148.6687,11.1279,518.54,571.25
57.5625,489.89,539.24,173.838,10.2552,1000.2,1000.2,4.156,85.6472,72.9949,600.12,84.48,0.2437,145.706,2.9675,83.46,28.1207,709.92,12.303,0.2325,2.6002,14.8957,32.985,65.4047,357.8557,28.1207,19.8784,15.7341,4.3469,77.5345,709.92,15.7341,9.1102,286.8525,600.12,-15.1995,2999.75,14.8957,11.1279,2.6002,86.95,11.526,519.45,82.005,21.7157,82.3125,9.534,0.1652,57.6,66.8722,0.2188,2999.75,85.365,85.0275,148.6687,11.1279,518.51,571.2
57.5625,489.89,539.24,173.838,10.2551,1000.2,1000.2,4.155,85.6495,72.995,600.12,84.4725,0.2437,145.706,2.9675,83.4525,28.1207,709.92,12.303,0.2325,2.6002,14.8957,32.985,65.4028,357.9245,28.1207,19.8779,15.7343,4.7484,77.5343,709.92,15.7343,9.1102,287.4375,600.12,-15.205,2999.75,14.8957,11.128,2.6002,86.05,11.52,519.45,82.0125,21.7156,82.2975,9.534,0.1652,57.6,66.8724,0.2188,2999.75,85.335,85.005,148.6687,11.128,518.51,572.05
57.6,489.89,539.2,173.838,10.255,1000.2,1000.2,4.154,85.6554,72.9951,599.94,84.5325,0.2437,145.706,2.965,83.445,28.1207,709.92,12.303,0.2325,2.5996,14.8957,32.985,65.401,357.7179,28.1207,19.8796,15.7346,4.7484,77.5363,709.92,15.7346,9.1096,286.83,599.94,-15.205,2999.75,14.8957,11.1281,2.5996,86.625,11.52,519.42,82.035,21.7308,82.335,9.535,0.1652,57.5625,66.8726,0.2188,2999.75,85.29,84.9675,148.68,11.1281,518.51,572.05
57.525,489.89,539.2,173.838,10.255,1000.2,1000.2,4.154,85.6578,72.9953,599.94,84.555,0.2437,145.706,2.965,83.4975,28.1207,709.92,12.303,0.2325,2.5996,14.8957,32.985,65.3991,358.2,28.1207,19.8799,15.7348,4.6969,77.5368,709.92,15.7348,9.1096,286.9425,599.94,-15.205,2999.75,14.8957,11.1282,2.5996,86.4,11.514,519.42,82.035,21.7312,82.3425,9.535,0.1652,57.6,66.8727,0.2188,2999.75,85.245,84.96,148.68,11.1282,518.51,571.3
57.5625,489.89,539.2,173.838,10.2549,1000.2,1000.2,4.153,85.6639,72.9941,599.94,84.5925,0.2437,145.706,2.965,83.475,28.1206,710.08,12.303,0.2325,2.6002,14.8957,32.985,65.3972,358.2345,28.1206,19.8801,15.7351,3.8984,77.535,710.08,15.7351,9.1102,286.74,599.94,-15.2105,2999.75,14.8957,11.1282,2.6002,86.675,11.508,519.39,81.9975,21.7164,82.3575,9.535,0.1652,57.6,66.8729,0.2188,2999.75,85.245,84.975,148.68,11.1282,518.51,571.6
57.5625,489.89,539.16,173.838,10.2548,1000.2,1000.2,4.153,85.6663,72.994,599.94,84.555,0.2437,145.706,2.965,83.4825,28.1206,710.08,12.303,0.2325,2.6002,14.8957,32.985,65.3953,358.4411,28.1206,19.8804,15.7353,3.8984,77.5348,710.08,15.7353,9.1102,287.1225,599.94,-15.216,2999.75,14.8957,11.1283,2.6002,86.575,11.514,519.39,81.975,21.7163,82.305,9.535,0.1652,57.6,66.8731,0.2187,2999.75,85.245,84.96,148.68,11.1283,518.51,571.5
57.6,489.89,539.16,173.838,10.2555,999.6,999.6,4.152,85.6726,72.9951,600.12,84.585,0.2437,145.706,2.965,83.49,28.1206,709.92,12.303,0.2325,2.6002,14.8957,32.985,65.3935,357.9934,28.1206,19.8784,15.7326,4.675,77.5345,709.92,15.7326,9.1102,287.46,600.12,-15.216,3000.75,14.8957,11.1284,2.6002,86.25,11.514,519.36,81.9525,21.7162,82.275,9.535,0.1652,57.6,66.8733,0.2187,3000.75,85.245,84.9525,148.68,11.1284,518.51,571.85
57.6,489.89,539.16,173.838,10.2556,999.6,999.6,4.151,85.6752,72.9953,600.12,84.6,0.2437,145.706,2.965,83.46,28.1206,709.92,12.302,0.2325,2.6002,14.8957,32.985,65.3916,358.2345,28.1206,19.8779,15.7318,4.675,77.5343,709.92,15.7318,9.1102,287.0325,600.12,-15.216,3000.75,14.8957,11.1285,2.6002,86.225,11.514,519.36,81.975,21.7161,82.2675,9.535,0.1652,57.5625,66.8734,0.2187,3000.75,85.275,84.9825,148.68,11.1285,518.51,571.4
57.5625,489.86,539.12,173.838,10.2551,1000.2,1000.2,4.15,85.6777,72.9941,599.94,84.645,0.2437,145.706,2.965,83.475,28.1206,710.08,12.302,0.2325,2.5996,14.8957,32.985,65.3897,358.2,28.1206,19.8796,15.7341,4.4625,77.5363,710.08,15.7341,9.1096,286.8975,599.94,-15.216,2999.75,14.8957,11.1286,2.5996,86.8,11.514,519.36,81.96,21.716,82.2525,9.535,0.1652,57.5625,66.8736,0.2187,2999.75,85.32,84.9525,148.68,11.1286,518.48,571.45
57.6,489.86,539.12,173.838,10.255,1000.2,1000.2,4.15,85.6803,72.994,599.94,84.6075,0.2437,145.706,2.965,83.4825,28.1206,710.08,12.302,0.2325,2.5996,14.8957,32.985,65.3878,358.3723,28.1206,19.8799,15.7343,3.8984,77.5368,710.08,15.7343,9.1096,287.3025,599.94,-15.216,2999.75,14.8957,11.1286,2.5996,86.5,11.514,519.36,82.005,21.7312,82.26,9.535,0.1652,57.5625,66.8738,0.2187,2999.75,85.335,84.9675,148.68,11.1286,518.48,571.45
57.6375,489.86,539.12,173.824,10.2549,1000.2,1000.2,4.151,85.6829,72.9951,599.94,84.6525,0.2437,145.706,2.965,83.49,28.1206,709.92,12.302,0.2325,2.6002,14.8957,32.985,65.386,358.5789,28.1206,19.8801,15.7346,4.6375,77.535,709.92,15.7346,9.1102,287.0775,599.94,-15.216,2999.75,14.8957,11.1287,2.6002,86.4,11.514,519.36,82.05,21.7317,82.26,9.535,0.1652,57.5625,66.8739,0.2187,2999.75,85.3725,85.0275,148.68,11.1287,518.48,571.3
57.5625,489.86,539.12,173.824,10.2548,1000.2,1000.2,4.151,85.6855,72.9953,599.94,84.63,0.2437,145.706,2.965,83.46,28.1206,709.92,12.302,0.2324,2.6002,14.8957,32.985,65.3841,358.3723,28.1206,19.8804,15.7348,4.6375,77.5348,709.92,15.7348,9.1102,286.74,599.94,-15.216,2999.75,14.8957,11.1288,2.6002,86.325,11.538,519.36,82.0275,21.7321,82.2375,9.535,0.1652,57.5625,66.8741,0.2187,2999.75,85.41,84.99,148.68,11.1288,518.48,571.25
57.525,489.86,539.12,173.824,10.2555,999.6,999.6,4.151,85.6881,72.9941,600.12,84.6525,0.2437,145.706,2.9675,83.4675,28.1206,710.08,12.302,0.2324,2.6002,14.8957,32.98,65.3316,357.959,28.1206,19.8784,15.7351,4.7109,77.5345,710.08,15.7351,9.1102,286.875,600.12,-15.2105,2999.75,14.8957,11.1289,2.6002,86.025,11.55,519.36,82.0125,21.7172,82.2,9.535,0.1652,57.6375,66.8743,0.2187,2999.75,85.395,85.02,148.68,11.1289,518.48,571.7
57.6375,489.86,539.16,173.824,10.2556,999.6,999.6,4.152,85.6869,72.994,600.12,84.675,0.2437,145.706,2.9675,83.46,28.1205,710.08,12.302,0.2324,2.6002,14.8957,32.98,65.3291,357.9934,28.1205,19.8779,15.7353,4.4984,77.5343,710.08,15.7353,9.1108,286.92,600.12,-15.205,2999.75,14.8957,11.1289,2.6002,86.875,11.562,519.39,82.0275,21.7171,82.2,9.535,0.1652,57.6,66.8744,0.2188,2999.75,85.35,85.0275,148.68,11.1289,518.48,571.7
57.5625,489.86,539.16,173.824,10.2558,999.6,999.6,4.154,85.6856,72.9939,600.12,84.69,0.2437,145.706,2.9675,83.5125,28.1205,710.08,12.302,0.2324,2.5996,14.8957,32.98,65.3266,358.0623,28.1205,19.8774,15.7356,4.7359,77.5363,710.08,15.7356,9.1102,286.74,600.12,-15.1995,2999.75,14.8957,11.129,2.5996,86.45,11.574,519.42,82.0725,21.7171,82.1925,9.535,0.1652,57.525,66.8746,0.2188,2999.75,85.3575,85.035,148.68,11.129,518.48,571.95
57.6,489.86,539.2,173.81,10.2552,1000.2,1000.2,4.159,85.6842,72.995,600,84.6825,0.2436,145.706,2.9675,83.5575,28.1205,709.92,12.302,0.2324,2.5996,14.8957,32.98,65.3241,358.2345,28.1205,19.8784,15.7328,3.9078,77.5368,709.92,15.7328,9.1096,287.3925,600,-15.194,3000.75,14.8957,11.1291,2.5996,86.275,11.574,519.45,82.0275,21.717,82.215,9.535,0.1652,57.6,66.8748,0.2189,3000.75,85.365,85.065,148.68,11.1291,518.48,571.5
57.6,489.86,539.2,173.81,10.2551,1000.2,1000.2,4.164,85.6827,72.9951,600,84.66,0.2436,145.706,2.9675,83.535,28.1205,709.92,12.302,0.2324,2.5996,14.8957,32.98,65.3216,358.4411,28.1205,19.8784,15.7321,3.9078,77.5373,709.92,15.7321,9.1096,286.9875,600,-15.194,3000.75,14.8957,11.1292,2.5996,86.65,11.586,519.48,82.0425,21.7169,82.215,9.534,0.1652,57.525,66.8749,0.2189,3000.75,85.35,85.08,148.68,11.1292,518.45,571.15
57.5625,489.83,539.24,173.81,10.2551,1000.2,1000.2,4.169,85.681,72.994,600,84.69,0.2436,145.706,2.9675,83.5725,28.1205,710.08,12.302,0.2324,2.6002,14.8957,32.985,65.3697,357.7179,28.1205,19.8784,15.7343,4.7734,77.5355,710.08,15.7343,9.1108,287.1225,600,-15.1885,2999.75,14.8957,11.1293,2.6002,86.325,11.592,519.51,82.08,21.7168,82.2075,9.534,0.1652,57.525,66.8744,0.219,2999.75,85.3875,85.0875,148.68,11.1293,518.45,571.2
57.525,489.83,539.28,173.81,10.255,1000.2,1000.2,4.172,85.6792,72.9939,600,84.645,0.2436,145.706,2.9675,83.55,28.1205,710.08,12.302,0.2324,2.6002,14.8957,32.985,65.3678,358.6478,28.1205,19.8784,15.7346,4.1516,77.5353,710.08,15.7346,9.1108,286.83,600,-15.183,2999.75,14.8957,11.1293,2.6002,86.25,11.604,519.54,82.0875,21.7168,82.2,9.534,0.1652,57.5625,66.8743,0.219,2999.75,85.335,85.05,148.68,11.1293,518.45,571.7
57.5625,489.83,539.32,173.782,10.2549,1000.2,1000.2,4.175,85.6773,72.9938,600,84.645,0.2436,145.706,2.97,83.52,28.1205,710.08,12.302,0.2324,2.6002,14.8957,32.985,65.3659,358.4411,28.1205,19.8784,15.7348,4.1516,77.535,710.08,15.7348,9.1108,286.605,600,-15.1775,2999.75,14.8957,11.1294,2.6002,86.925,11.616,519.57,82.0875,21.7167,82.1625,9.534,0.1652,57.5625,66.8742,0.219,2999.75,85.29,85.0875,148.68,11.1294,518.45,571.5
57.525,489.83,539.36,173.796,10.2556,999.6,999.6,4.178,85.6753,72.9949,600,84.6375,0.2436,145.706,2.97,83.4825,28.1205,709.92,12.302,0.2324,2.6002,14.8957,32.985,65.3641,357.8557,28.1205,19.8784,15.7351,4.2328,77.5348,709.92,15.7351,9.1108,287.3475,600,-15.172,2999.75,14.8957,11.1295,2.6002,86.25,11.634,519.6,82.0575,21.7166,82.17,9.533,0.1652,57.525,66.8741,0.2191,2999.75,85.305,85.0875,148.6687,11.1295,518.45,571.5
57.5625,489.83,539.4,173.796,10.2557,999.6,999.6,4.182,85.6694,72.995,600,84.585,0.2435,145.695,2.97,83.5125,28.1205,709.92,12.302,0.2323,2.6002,14.8957,32.985,65.3622,357.7179,28.1205,19.8784,15.7353,3.8734,77.5345,709.92,15.7353,9.1108,287.28,600,-15.161,2999.75,14.8957,11.1296,2.6002,86.9,11.652,519.66,82.035,21.7165,82.155,9.533,0.1651,57.6,66.874,0.2191,2999.75,85.26,85.1175,148.6687,11.1296,518.45,571.3
57.5625,489.83,539.44,173.796,10.2559,999.6,999.6,4.185,85.6633,72.9945,600,84.57,0.2435,145.695,2.97,83.4675,28.1204,710,12.302,0.2323,2.6002,14.8957,32.985,65.3603,358.6133,28.1204,19.8784,15.7356,4.3641,77.5343,710,15.7356,9.1108,287.505,600,-15.15,2999.75,14.8957,11.1297,2.6002,86.175,11.67,519.72,81.99,21.7165,82.2,9.532,0.1651,57.6,66.8739,0.2191,2999.75,85.2225,85.065,148.6687,11.1297,518.45,571.8
57.6,489.83,539.48,173.768,10.2553,1000.2,1000.2,4.189,85.6569,72.9939,600,84.585,0.2435,145.695,2.9725,83.4825,28.1204,710.08,12.302,0.2323,2.5998,14.8957,32.985,65.3584,357.7868,28.1204,19.8784,15.7328,4.3641,77.5355,710.08,15.7328,9.1102,286.56,600,-15.139,3000.75,14.8957,11.1297,2.5998,86.85,11.688,519.78,81.975,21.7164,82.17,9.532,0.1651,57.5625,66.8738,0.2192,3000.75,85.26,85.02,148.6687,11.1297,518.45,571.9
57.5625,489.83,539.56,173.782,10.2552,1000.2,1000.2,4.194,85.6503,72.9931,600.06,84.6,0.2435,145.695,2.9725,83.4675,28.1204,710.16,12.302,0.2323,2.5998,14.8957,32.985,65.3566,357.7868,28.1204,19.8776,15.7321,4.3375,77.5358,710.16,15.7321,9.1102,287.28,600.06,-15.1225,3000.75,14.8957,11.1298,2.5998,86.25,11.712,519.84,82.02,21.7163,82.1625,9.531,0.1651,57.5625,66.8738,0.2192,3000.75,85.2825,85.005,148.6687,11.1298,518.45,571.5
57.6,489.83,539.64,173.782,10.2551,1000.2,1000.2,4.2,85.6434,72.9941,600.06,84.615,0.2434,145.695,2.9725,83.4825,28.1204,710,12.302,0.2322,2.6004,14.8957,32.985,65.3547,357.6835,28.1204,19.8774,15.7343,4.2547,77.5338,710,15.7343,9.1108,287.5275,600.06,-15.1115,2999.75,14.8957,11.1299,2.6004,86.825,11.736,519.9,82.02,21.7162,82.14,9.53,0.1651,57.6,66.8737,0.2193,2999.75,85.275,85.0275,148.6687,11.1299,518.45,571.15
57.6,489.83,539.68,173.782,10.2551,1000.2,1000.2,4.206,85.6325,72.9941,600.06,84.615,0.2434,145.695,2.975,83.475,28.1204,710,12.302,0.2322,2.6004,14.8957,32.99,65.4034,357.7179,28.1204,19.8771,15.7346,4.2328,77.5333,710,15.7346,9.1108,287.0775,600.06,-15.095,2999.75,14.8957,11.13,2.6004,86.725,11.76,519.99,82.0125,21.7161,82.17,9.529,0.1651,57.5625,66.8736,0.2194,2999.75,85.29,85.0275,148.6687,11.13,518.45,571.2
57.525,489.83,539.76,173.782,10.255,1000.2,1000.2,4.213,85.6213,72.9941,600.06,84.5775,0.2434,145.695,2.975,83.5125,28.1204,710,12.302,0.2322,2.6004,14.8957,32.99,65.4021,358.2345,28.1204,19.8769,15.7348,4.5266,77.5328,710,15.7348,9.1108,286.695,600.06,-15.0785,2999.75,14.8957,11.13,2.6004,86.375,11.79,520.08,81.9975,21.7161,82.215,9.529,0.1651,57.5625,66.8735,0.2194,2999.75,85.305,85.005,148.6687,11.13,518.45,571.3
