DR1106.PV,TI_1145.PV,TI1105A.PV,FRSA1101.PV,FRC1102.MV,FI1102.PV,FRC1102.PV,PDR1106.PV,TIC_1101.MV,FIC_1122.MV,FIC_1127.PV,TIA2872.PV,PI_1180.PV,WR1104.PV,FRC1424.PV,TIA2876.PV,FV1111.OUT,FIC_1122.PV,PDR1401.PV,PR1102A.PV,FRC1113.PV,PRCA1101B.MV,LRCA1101.PV,LRCA1101.MV,DR1108.PV,FRCA1111.MV,FIC_1127.MV,FV1112.OUT,DR1105.PV,FRC1113.MV,FT_1122.PV,FRCA1112.MV,FRQ1623.PV,DR1107.PV,FI_1127.PV,PDRSA1104.PV,FI1112.PV,PIC1101A.PV,FV1110.OUT,FI1113.PV,AR1410B.PV,PDRCA1109.PV,TIC_1101.PV,TIA2877.PV,TIC_1155.MV,TIA2875.PV,PDR1103.PV,PI_1138B.PV,DR1103.PV,FRC1107.MV,PI_1132A.PV,FRCA1112.PV,TIA2874.PV,TIA2873.PV,WRA1103.PV,FRCA1110.MV,TI_1144.PV,DR1110.PV
57.6,489.83,542.56,174.006,10.2543,1000.2,999.6,4.409,86.4723,72.9926,599.88,84.57,0.2434,145.64,2.9825,83.4525,28.1202,710.08,12.307,0.2322,2.6002,14.9171,33.055,66.1785,358.1656,28.1202,19.8771,15.7343,4.2438,77.5309,710.08,15.7343,9.1108,286.74,599.88,-14.897,2999.75,14.9171,11.1286,2.6002,86.05,11.748,522.66,82.1175,21.678,82.2,9.519,0.1649,57.5625,66.8734,0.2217,2999.75,85.32,85.0425,148.6125,11.1286,518.45,571.05
57.5625,489.86,542.56,174.006,10.2544,999.6,999.6,4.398,86.4728,72.9925,600,84.63,0.2436,145.64,2.98,83.4525,28.1202,710.08,12.307,0.2324,2.6,14.9171,33.055,66.1854,357.9934,28.1202,19.8761,15.7346,4.45,77.5314,710.08,15.7346,9.1108,287.19,600,-14.9355,2999.75,14.9171,11.1287,2.6,86.175,11.682,522.57,82.1025,21.6779,82.2225,9.521,0.165,57.5625,66.8733,0.2215,2999.75,85.2975,85.0125,148.6125,11.1287,518.48,571.3
57.5625,489.86,542.56,174.006,10.2546,999.6,999.6,4.398,86.4737,72.993,599.94,84.63,0.2436,145.64,2.9775,83.4525,28.1202,710,12.307,0.2324,2.6,14.9171,33.055,66.1923,357.9934,28.1202,19.8769,15.7346,4.45,77.5314,710.08,15.7348,9.1108,287.19,600,-14.9355,2999.75,14.9171,11.1287,2.6,86.175,11.604,522.48,82.1025,21.6778,82.2225,9.521,0.165,57.5625,66.8732,0.2215,2999.75,85.2975,85.0125,148.6125,11.1287,518.48,571.3
57.5625,489.86,542.48,173.978,10.2548,999.6,999.6,4.389,86.4787,72.993,599.94,84.6225,0.2437,145.64,2.975,83.4675,28.1202,710,12.308,0.2324,2.6,14.9258,33.06,66.2497,357.8557,28.1202,19.8771,15.7351,4.4969,77.5314,710,15.7351,9.1108,287.055,599.94,-15.0015,2999.75,14.9171,11.1288,2.6,86.75,11.52,522.36,82.1175,21.6778,82.2525,9.522,0.165,57.6375,66.8731,0.2214,2999.75,85.2525,85.11,148.6012,11.1288,518.51,571.8
57.525,489.89,542.24,173.964,10.2549,999.6,999.6,4.358,86.4917,72.993,599.88,84.66,0.2438,145.64,2.9725,83.505,28.1202,710,12.308,0.2326,2.5998,14.926,33.06,66.2572,357.7523,28.1202,19.8781,15.7353,4.075,77.5321,710,15.7353,9.1102,287.145,599.88,-15.04,2999.75,14.9258,11.1289,2.5998,86.625,11.43,522.18,82.1325,21.6777,82.305,9.526,0.1651,57.5625,66.8731,0.221,2999.75,85.215,85.0725,148.6012,11.1289,518.51,571.1
57.525,489.89,542.24,173.964,10.2551,999.6,999.6,4.358,86.5092,72.9936,599.88,84.66,0.2438,145.64,2.97,83.505,28.1202,709.92,12.308,0.2326,2.5998,14.9263,33.06,66.2647,357.7523,28.1202,19.8786,15.7353,4.8344,77.5324,710,15.7356,9.1102,287.145,599.88,-15.04,2999.75,14.926,11.1289,2.5998,86.625,11.334,521.97,82.1325,21.6776,82.305,9.526,0.1651,57.5625,66.873,0.221,2999.75,85.215,85.0725,148.6012,11.129,518.51,571.1
57.5625,489.92,541.84,173.964,10.2553,999.6,999.6,4.308,86.5313,72.9937,599.82,84.66,0.2441,145.64,2.965,83.5725,28.1201,709.92,12.309,0.2328,2.5996,14.9266,33.06,66.2722,358.1312,28.1201,19.8799,15.7328,4.4469,77.5334,709.92,15.7328,9.1096,286.875,599.82,-15.1335,3000.75,14.9263,11.1291,2.5996,86.025,11.214,521.73,82.0725,21.6775,82.3125,9.53,0.1652,57.5625,66.8736,0.2203,3000.75,85.1925,85.1025,148.6125,11.1291,518.54,571.35
57.6,489.92,541.6,173.964,10.2554,999.6,999.6,4.277,86.5619,72.9938,599.76,84.6375,0.2442,145.64,2.9625,83.5875,28.1201,709.92,12.311,0.233,2.5994,14.9269,33.06,66.2797,358.4067,28.1201,19.8814,15.7321,4.4172,77.5346,709.92,15.7321,9.1096,287.3475,599.76,-15.194,3000.75,14.9266,11.1291,2.5994,86.675,11.094,521.43,82.0875,21.6775,82.2675,9.533,0.1653,57.6,66.8738,0.2199,3000.75,85.2375,85.0725,148.6125,11.1291,518.54,571.75
57.6,489.92,541.6,173.964,10.2556,999.6,999.6,4.277,86.59,72.9946,599.76,84.675,0.2442,145.64,2.96,83.5425,28.1201,709.84,12.311,0.233,2.5994,14.9271,33.06,66.2872,358.4067,28.1201,19.8824,15.7313,4.4172,77.5354,709.92,15.7313,9.1096,287.3475,599.76,-15.194,3000.75,14.9269,11.1292,2.5994,86.675,11.07,521.16,82.0875,21.6774,82.275,9.533,0.1653,57.6,66.874,0.2199,3000.75,85.2225,85.0725,148.6125,11.1292,518.54,571.75
57.6,489.92,541,173.978,10.2558,999.6,999.6,4.196,86.6153,72.9948,599.76,84.69,0.2442,145.651,2.96,83.565,28.1201,709.84,12.311,0.233,2.5994,14.9274,33.055,66.2441,357.7523,28.1201,19.8834,15.7336,3.9859,77.5361,709.84,15.7336,9.1091,287.1675,599.76,-15.2875,2999.75,14.9271,11.1293,2.5994,86.875,11.094,520.92,82.1025,21.6773,82.23,9.538,0.1653,57.525,66.8741,0.2188,2999.75,85.1925,85.08,148.6237,11.1293,518.57,571.5
57.6,489.92,541,173.978,10.2559,999.6,999.6,4.196,86.6342,72.9951,599.94,84.69,0.2442,145.651,2.96,83.565,28.1201,709.84,12.311,0.233,2.5994,14.9277,33.05,66.2004,357.7523,28.1201,19.8821,15.7336,4.3406,77.5368,709.84,15.7338,9.1091,287.1675,599.76,-15.2875,2999.75,14.9274,11.1293,2.5994,86.875,11.112,520.74,82.1025,21.6772,82.23,9.538,0.1653,57.525,66.8743,0.2188,2999.75,85.1925,85.08,148.6237,11.1294,518.57,571.5
57.525,489.95,540.76,173.978,10.2561,999.6,999.6,4.145,86.6537,72.9953,599.94,84.6375,0.2442,145.651,2.96,83.565,28.1201,709.84,12.312,0.233,2.6,14.928,33.05,66.2066,357.8212,28.1201,19.8824,15.7341,4.3406,77.5353,709.84,15.7341,9.1091,286.965,599.94,-15.2875,2999.75,14.9277,11.1294,2.5994,86.45,11.154,520.56,82.155,21.6772,82.305,9.539,0.1653,57.5625,66.8745,0.2182,2999.75,85.14,85.155,148.6237,11.1294,518.57,571.4
57.5625,489.95,540.36,174.006,10.2563,999.6,999.6,4.08,86.6665,72.995,599.94,84.6225,0.2442,145.651,2.9625,83.52,28.1201,709.92,12.312,0.2329,2.6,14.9283,33.045,66.1622,358.3378,28.1201,19.8826,15.7343,4.3766,77.5353,709.92,15.7343,9.1096,287.2575,599.94,-15.271,2999.75,14.928,11.1295,2.6,86.875,11.184,520.44,82.1625,21.6771,82.32,9.539,0.1653,57.525,66.8746,0.2178,2999.75,85.1775,85.1475,148.6237,11.1295,518.57,571
57.5625,489.95,540.36,174.006,10.2564,999.6,999.6,4.08,86.6797,72.9945,599.94,84.6225,0.2442,145.651,2.9625,83.52,28.1201,710,12.312,0.2329,2.6,14.9285,33.04,66.1172,358.3378,28.1201,19.8829,15.7343,4.3766,77.5353,709.92,15.7346,9.1096,287.2575,599.94,-15.271,2999.75,14.9283,11.1295,2.6,86.875,11.202,520.32,82.1625,21.677,82.32,9.539,0.1653,57.525,66.8748,0.2178,2999.75,85.1775,85.1475,148.6237,11.1296,518.57,571
57.6,489.95,540.12,174.006,10.2566,999.6,999.6,4.079,86.6897,72.9945,599.94,84.5775,0.2441,145.662,2.9625,83.52,28.1201,710,12.313,0.2329,2.6,14.9288,33.035,66.0716,357.7179,28.1201,19.8831,15.7348,4.5781,77.5353,710,15.7348,9.1096,287.0325,599.94,-15.249,2999.75,14.9285,11.1297,2.6,86.275,11.214,520.23,82.14,21.6769,82.35,9.539,0.1653,57.5625,66.875,0.218,2999.75,85.2,85.095,148.635,11.1297,518.57,571.15
57.6,489.95,540.04,174.006,10.2568,999.6,999.6,4.092,86.6963,72.9951,599.94,84.5475,0.2441,145.662,2.9625,83.5275,28.12,709.92,12.313,0.2328,2.6,14.9291,33.035,66.076,357.8212,28.12,19.8834,15.7351,4.6125,77.5353,709.92,15.7351,9.1096,286.785,599.94,-15.249,2999.75,14.9288,11.1298,2.6,86.425,11.232,520.17,82.1475,21.6769,82.35,9.54,0.1653,57.6,66.8752,0.2182,2999.75,85.2,85.1175,148.635,11.1298,518.57,571.05
57.6,489.95,540.04,174.006,10.2562,999.6,1000.2,4.092,86.7031,72.9952,599.94,84.5475,0.2441,145.662,2.9625,83.5275,28.12,709.92,12.313,0.2328,2.6,14.9294,33.03,66.0297,357.8212,28.12,19.8836,15.7351,4.6125,77.5353,709.92,15.7353,9.1096,286.785,599.94,-15.249,2999.75,14.9291,11.1298,2.6,86.425,11.238,520.11,82.1475,21.6768,82.35,9.54,0.1653,57.6,66.8753,0.2182,2999.75,85.2,85.1175,148.635,11.1298,518.57,571.05
57.5625,489.95,539.92,174.02,10.2561,1000.2,1000.2,4.117,86.7102,72.996,599.94,84.5175,0.2441,145.662,2.96,83.445,28.12,709.84,12.313,0.2328,2.6,14.9296,33.03,66.0335,358.3034,28.12,19.8839,15.7356,4.1266,77.5353,709.84,15.7356,9.1096,286.83,599.94,-15.2545,2999.75,14.9294,11.1299,2.6,86.175,11.238,520.05,82.11,21.6767,82.4175,9.54,0.1653,57.525,66.8755,0.2185,2999.75,85.245,85.11,148.635,11.1299,518.57,571.45
57.6,489.95,539.84,174.02,10.2568,999.6,999.6,4.127,86.7175,72.995,599.94,84.5325,0.2441,145.662,2.96,83.43,28.12,710,12.314,0.2329,2.6,14.9299,33.025,65.9866,358.5789,28.12,19.8841,15.7328,4.4437,77.5353,710,15.7328,9.1108,287.055,599.94,-15.2655,3000.75,14.9296,11.13,2.6,86.075,11.226,519.99,82.1025,21.6766,82.38,9.541,0.1653,57.525,66.8749,0.2186,3000.75,85.2375,85.155,148.635,11.13,518.57,571
57.6,489.95,539.8,174.02,10.2569,999.6,999.6,4.135,86.7251,72.995,599.94,84.5475,0.2441,145.673,2.96,83.4225,28.12,710,12.314,0.2329,2.5998,14.9302,33.025,65.9897,357.649,28.12,19.8844,15.7321,3.875,77.5361,710,15.7321,9.1102,287.37,599.94,-15.282,3000.75,14.9299,11.1301,2.5998,86.65,11.226,519.93,82.125,21.6765,82.365,9.542,0.1653,57.6375,66.8748,0.2187,3000.75,85.275,85.14,148.6462,11.1301,518.57,571.85
57.525,489.95,539.72,174.02,10.2571,999.6,999.6,4.14,86.7291,72.995,599.94,84.525,0.2441,145.673,2.9575,83.415,28.12,710,12.314,0.2328,2.5998,14.9305,33.025,65.9929,357.9245,28.12,19.8846,15.7313,4.2484,77.5363,710,15.7313,9.1102,287.1,599.94,-15.293,3000.75,14.9302,11.1301,2.5998,86.6,11.226,519.9,82.1625,21.6765,82.395,9.542,0.1653,57.5625,66.8747,0.2187,3000.75,85.32,85.1325,148.6462,11.1301,518.57,571.15
57.5625,489.95,539.68,174.02,10.2565,1000.2,1000.2,4.141,86.7333,72.9962,599.94,84.5475,0.2441,145.673,2.9575,83.43,28.12,709.84,12.314,0.2328,2.5998,14.9307,33.02,65.9454,357.9245,28.12,19.8849,15.7336,4.7422,77.5366,709.84,15.7336,9.1096,286.9425,599.94,-15.304,2999.75,14.9305,11.1302,2.5998,86,11.226,519.87,82.155,21.6764,82.365,9.543,0.1653,57.6,66.8754,0.2187,2999.75,85.335,85.17,148.6462,11.1302,518.57,571.35
57.5625,489.95,539.68,174.02,10.2564,1000.2,1000.2,4.141,86.7413,72.9965,599.94,84.5475,0.2441,145.673,2.9575,83.43,28.12,709.84,12.314,0.2328,2.5998,14.931,33.02,65.9479,357.9245,28.1207,19.8851,15.7336,4.3594,77.5368,709.84,15.7338,9.1096,286.9425,599.94,-15.304,2999.75,14.9307,11.1302,2.5998,86,11.226,519.81,82.155,21.6763,82.365,9.543,0.1653,57.6,66.8756,0.2187,2999.75,85.335,85.17,148.6462,11.1266,518.57,571.35
57.6,489.95,539.6,174.02,10.2563,1000.2,1000.2,4.142,86.7458,72.9967,599.94,84.5775,0.2441,145.673,2.9575,83.475,28.121,709.84,12.315,0.2328,2.5998,14.9313,33.015,65.8997,357.6835,28.121,19.8854,15.7341,4.5859,77.5371,709.84,15.7341,9.1091,286.9425,599.94,-15.326,2999.75,14.931,11.1254,2.5998,86.15,11.22,519.78,82.17,21.6762,82.3875,9.544,0.1654,57.525,66.8757,0.2188,2999.75,85.275,85.14,148.6462,11.1254,518.57,571.85
57.6,489.95,539.56,174.048,10.2563,1000.2,1000.2,4.142,86.7505,72.9957,599.94,84.5475,0.2441,145.673,2.9575,83.4525,28.1212,710,12.314,0.2328,2.5998,14.9316,33.015,65.9016,358.2,28.1212,19.8856,15.7343,4.6969,77.5374,710,15.7343,9.1102,287.325,599.94,-15.337,2999.75,14.9313,11.1242,2.5998,86.35,11.22,519.75,82.14,21.6762,82.365,9.544,0.1654,57.525,66.8752,0.2188,2999.75,85.275,85.1025,148.6462,11.1242,518.57,571.85
57.6,489.95,539.56,174.048,10.2569,1000.2,999.6,4.142,86.7553,72.9957,600.12,84.5475,0.2441,145.673,2.9575,83.4525,28.1207,710,12.314,0.2328,2.5998,14.9233,33.015,65.9035,358.2,28.1207,19.8836,15.7346,4.6969,77.5376,710,15.7346,9.1102,287.325,599.94,-15.337,2999.75,14.9316,11.1268,2.5998,86.35,11.208,519.72,82.14,21.6761,82.365,9.544,0.1654,57.525,66.8751,0.2188,2999.75,85.275,85.1025,148.6462,11.1268,518.57,571.85
57.6,489.95,539.52,174.048,10.2571,999.6,999.6,4.143,86.7601,72.9957,600.12,84.48,0.2441,145.684,2.955,83.4825,28.1207,710,12.314,0.2329,2.5998,14.9233,33.01,65.8547,358.3723,28.1207,19.8831,15.7348,4.1437,77.5379,710,15.7348,9.1102,286.6725,600.12,-15.359,2999.75,14.9233,11.1269,2.5998,86.225,11.19,519.69,82.185,21.676,82.3575,9.545,0.1654,57.5625,66.875,0.2188,2999.75,85.1925,85.125,148.6575,11.1269,518.57,571.1
57.525,489.92,539.48,174.048,10.2573,999.6,999.6,4.143,86.7689,72.9957,600.12,84.48,0.2441,145.684,2.955,83.49,28.1207,710,12.314,0.2329,2.5998,14.9233,33.01,65.856,358.3034,28.1207,19.8826,15.7351,4.5531,77.5381,710,15.7351,9.1102,286.65,600.12,-15.37,2999.75,14.9233,11.1307,2.5998,86,11.19,519.63,82.125,21.6759,82.305,9.545,0.1654,57.525,66.8749,0.2188,2999.75,85.2,85.095,148.6575,11.1307,518.57,571.1
57.525,489.92,539.48,174.048,10.2574,999.6,999.6,4.143,86.7742,72.9957,599.94,84.4575,0.2441,145.684,2.955,83.5125,28.1206,710,12.314,0.2329,2.5998,14.9233,33.01,65.8572,358.3034,28.1206,19.8844,15.7353,4.5531,77.5384,710,15.7353,9.1102,286.65,599.94,-15.381,2999.75,14.9233,11.1283,2.5998,86,11.19,519.6,82.095,21.6759,82.35,9.545,0.1654,57.525,66.8748,0.2188,2999.75,85.2375,85.0725,148.6575,11.1283,518.57,571.1
57.6,489.92,539.4,174.048,10.2576,999.6,999.6,4.139,86.7795,72.9957,599.94,84.465,0.2441,145.684,2.955,83.4975,28.1206,710,12.311,0.2328,2.5998,14.9233,33.005,65.8079,357.7523,28.1206,19.8846,15.7356,4.3422,77.5386,710,15.7356,9.1096,287.325,599.94,-15.381,2999.75,14.9233,11.1284,2.5998,86.425,11.19,519.57,82.1025,21.6758,82.2975,9.546,0.1654,57.6,66.8755,0.2187,2999.75,85.1925,85.095,148.6575,11.1284,518.54,572
57.5625,489.92,539.36,174.048,10.257,1000.2,1000.2,4.136,86.785,72.9957,599.94,84.5025,0.2441,145.684,2.955,83.475,28.1206,710,12.311,0.2328,2.5998,14.9233,33.005,65.8085,358.6478,28.1206,19.8849,15.7328,4.4906,77.5389,710,15.7328,9.1091,286.8075,599.94,-15.381,3000.75,14.9233,11.1247,2.5998,86.05,11.19,519.54,82.125,21.6757,82.3425,9.546,0.1654,57.5625,66.8757,0.2187,3000.75,85.1925,85.05,148.6575,11.1247,518.54,571.25
57.5625,489.92,539.32,174.048,10.2569,1000.2,1000.2,4.135,86.7869,72.9957,599.94,84.5475,0.2441,145.684,2.955,83.505,28.1206,710,12.311,0.2328,2.5998,14.9233,33.005,65.8092,358.0279,28.1206,19.8851,15.7321,4.5422,77.5391,710,15.7321,9.1091,287.28,599.94,-15.3865,3000.75,14.9233,11.1273,2.5998,86.825,11.19,519.54,82.155,21.6756,82.2975,9.546,0.1654,57.525,66.8758,0.2187,3000.75,85.1775,85.02,148.6575,11.1273,518.54,571.65
57.525,489.92,539.32,174.048,10.2568,1000.2,1000.2,4.134,86.7925,72.9957,599.94,84.51,0.2441,145.684,2.955,83.4675,28.1206,710,12.311,0.2328,2.5998,14.9233,33,65.7591,358.4411,28.1206,19.8854,15.7313,4.2219,77.5394,710,15.7313,9.1096,286.5825,599.94,-15.3865,3000.75,14.9233,11.1273,2.5998,86.6,11.19,519.51,82.1175,21.6756,82.2525,9.547,0.1654,57.5625,66.8752,0.2187,3000.75,85.2075,85.065,148.6575,11.1273,518.54,571.8
57.5625,489.92,539.28,174.048,10.2568,1000.2,1000.2,4.135,86.7983,72.9957,599.94,84.4725,0.2441,145.695,2.955,83.4675,28.1206,710,12.311,0.2328,2.5998,14.9233,33,65.7591,358.0967,28.1206,19.8856,15.7336,4.6188,77.5396,710,15.7336,9.1102,287.415,599.94,-15.392,2999.75,14.9233,11.1312,2.5998,86.3,11.19,519.48,82.125,21.6755,82.2075,9.547,0.1654,57.6,66.8752,0.2187,2999.75,85.215,85.1025,148.6687,11.1312,518.54,571.4
57.5625,489.92,539.28,174.048,10.2567,1000.2,1000.2,4.135,86.8004,72.9957,600.12,84.4875,0.2441,145.695,2.955,83.4375,28.1206,710,12.31,0.2328,2.5998,14.9233,33,65.7591,357.8901,28.1206,19.8836,15.7338,4.7531,77.5399,710,15.7338,9.1102,286.875,600.12,-15.3975,2999.75,14.9233,11.1287,2.5998,86.25,11.19,519.48,82.1325,21.6754,82.245,9.547,0.1654,57.5625,66.8751,0.2187,2999.75,85.2,85.1025,148.6687,11.1287,518.54,571.6
57.5625,489.92,539.24,174.048,10.2566,1000.2,1000.2,4.136,86.8062,72.9957,600.12,84.51,0.2441,145.695,2.955,83.4075,28.1206,710,12.31,0.2328,2.5998,14.9233,32.995,65.7085,357.8557,28.1206,19.8831,15.7341,4.0875,77.5401,710,15.7341,9.1102,286.7625,600.12,-15.403,2999.75,14.9233,11.1288,2.5998,86.6,11.19,519.45,82.1175,21.6753,82.2825,9.547,0.1654,57.525,66.875,0.2188,2999.75,85.23,85.0725,148.6687,11.1288,518.54,571.5
57.5625,489.92,539.24,174.048,10.2565,1000.2,1000.2,4.137,86.8084,72.9957,600.12,84.5025,0.2441,145.695,2.955,83.445,28.1206,710,12.31,0.2328,2.5998,14.9233,32.995,65.7079,357.7179,28.1206,19.8826,15.7343,4.5062,77.5404,710,15.7343,9.1102,287.3025,600.12,-15.4085,2999.75,14.9233,11.1252,2.5998,86.725,11.19,519.45,82.08,21.6753,82.3125,9.547,0.1654,57.5625,66.8749,0.2188,2999.75,85.215,85.0875,148.6687,11.1252,518.54,572
57.5625,489.89,539.24,174.048,10.2564,1000.2,1000.2,4.138,86.8106,72.9963,599.94,84.5325,0.2441,145.695,2.955,83.4675,28.1205,709.92,12.31,0.2328,2.5998,14.9233,32.995,65.7073,358.4411,28.1205,19.8844,15.7346,4.7984,77.5406,709.92,15.7346,9.1102,286.6725,599.94,-15.414,2999.75,14.9233,11.1277,2.5998,86.375,11.19,519.45,82.1025,21.6752,82.3125,9.548,0.1654,57.5625,66.8748,0.2188,2999.75,85.23,85.11,148.6687,11.1277,518.54,571.35
57.5625,489.89,539.2,174.048,10.2563,1000.2,1000.2,4.138,86.8166,72.9965,599.94,84.54,0.2441,145.695,2.955,83.49,28.1205,709.92,12.31,0.2328,2.6002,14.9233,32.995,65.7066,358.2,28.1205,19.8846,15.7348,4.1266,77.5394,709.92,15.7348,9.1102,286.9875,599.94,-15.4195,2999.75,14.9233,11.1278,2.6002,86.975,11.19,519.42,82.05,21.6751,82.305,9.548,0.1654,57.525,66.8755,0.2188,2999.75,85.23,85.0575,148.6687,11.1278,518.51,571.4
57.6,489.89,539.2,174.062,10.2563,1000.2,1000.2,4.139,86.819,72.9966,599.94,84.5175,0.2441,145.695,2.9525,83.475,28.1205,709.92,12.309,0.2328,2.6002,14.9233,32.99,65.6554,358.2689,28.1205,19.8849,15.7351,4.0203,77.5391,709.92,15.7351,9.1096,286.8525,599.94,-15.4195,2999.75,14.9233,11.1279,2.6002,86.625,11.184,519.42,81.9975,21.675,82.3425,9.548,0.1654,57.6375,66.8757,0.2188,2999.75,85.2225,85.05,148.6687,11.1279,518.51,571.3
57.6,489.89,539.2,174.048,10.2562,1000.2,1000.2,4.139,86.8251,72.9967,599.94,84.48,0.2441,145.695,2.9525,83.49,28.1205,709.92,12.309,0.2328,2.6002,14.9233,32.99,65.6541,358.1312,28.1205,19.8851,15.7353,4.2719,77.5389,709.92,15.7353,9.1096,286.9425,599.94,-15.425,2999.75,14.9233,11.128,2.6002,86.525,11.184,519.39,81.96,21.6749,82.35,9.548,0.1654,57.6,66.8758,0.2188,2999.75,85.215,85.05,148.6687,11.128,518.51,571.65
57.525,489.89,539.16,174.048,10.2561,1000.2,1000.2,4.14,86.8275,72.9968,599.94,84.51,0.2441,145.695,2.9525,83.49,28.1205,709.92,12.309,0.2328,2.5998,14.9233,32.99,65.6529,358.6133,28.1205,19.8854,15.7356,4.5047,77.5401,709.92,15.7356,9.1096,287.505,599.94,-15.4305,2999.75,14.9233,11.128,2.5998,86.225,11.184,519.39,81.9675,21.6749,82.305,9.548,0.1654,57.525,66.8752,0.2188,2999.75,85.2375,85.0575,148.6687,11.128,518.51,571.9
57.6,489.89,539.16,174.02,10.256,1000.2,1000.2,4.14,86.83,72.9969,599.94,84.525,0.2441,145.706,2.9525,83.4525,28.1205,709.92,12.309,0.2328,2.5998,14.9146,32.985,65.601,358.0279,28.1205,19.8856,15.7328,4.1219,77.5404,709.92,15.7328,9.1102,286.695,599.94,-15.436,3000.75,14.9233,11.1281,2.5998,86.25,11.184,519.39,81.9675,21.6748,82.2975,9.548,0.1654,57.5625,66.8752,0.2188,3000.75,85.29,85.11,148.68,11.1281,518.51,572
57.6,489.89,539.16,174.034,10.2559,1000.2,1000.2,4.139,86.8325,72.9971,600.12,84.51,0.2441,145.706,2.955,83.4375,28.1205,709.92,12.308,0.2328,2.5998,14.9144,32.985,65.5991,358.51,28.1205,19.8836,15.7321,4.3656,77.5406,709.92,15.7321,9.1102,286.74,600.12,-15.436,3000.75,14.9146,11.1282,2.5998,86.65,11.202,519.39,81.96,21.6747,82.2975,9.548,0.1654,57.6,66.8751,0.2188,3000.75,85.2675,85.14,148.68,11.1282,518.51,571.3
57.6,489.89,539.16,174.006,10.2558,1000.2,1000.2,4.138,86.8312,72.9966,600.12,84.51,0.244,145.706,2.955,83.4525,28.1205,710,12.308,0.2328,2.6002,14.9141,32.985,65.5973,358.6478,28.1205,19.8831,15.7313,3.8828,77.5394,710,15.7313,9.1108,287.46,600.12,-15.436,3000.75,14.9144,11.1283,2.6002,86.975,11.214,519.42,81.9525,21.6746,82.3275,9.548,0.1654,57.525,66.875,0.2188,3000.75,85.2525,85.0875,148.68,11.1283,518.51,571.55
57.525,489.89,539.16,174.006,10.2558,1000.2,1000.2,4.138,86.8335,72.9966,600.12,84.555,0.244,145.706,2.955,83.445,28.1205,710,12.308,0.2328,2.6002,14.9224,32.985,65.5954,358.0279,28.1205,19.8826,15.7336,3.8516,77.5391,710,15.7336,9.1108,287.4375,600.12,-15.4305,2999.75,14.9141,11.1284,2.6002,86.9,11.226,519.42,81.9075,21.6746,82.335,9.548,0.1654,57.525,66.8749,0.2188,2999.75,85.26,85.1175,148.68,11.1284,518.51,572
57.5625,489.86,539.2,174.006,10.2557,1000.2,1000.2,4.141,86.8321,72.9966,600,84.555,0.244,145.706,2.955,83.49,28.1204,710,12.306,0.2327,2.6002,14.9224,32.985,65.5935,358.3723,28.1204,19.8836,15.7338,4.075,77.5389,710,15.7338,9.1108,286.875,600,-15.4195,2999.75,14.9224,11.1284,2.6002,86.2,11.238,519.45,81.885,21.6745,82.3275,9.548,0.1654,57.5625,66.8748,0.2188,2999.75,85.2375,85.11,148.68,11.1284,518.48,571.65
57.6,489.86,539.24,173.992,10.2556,1000.2,1000.2,4.145,86.8306,72.9966,600,84.555,0.244,145.706,2.955,83.49,28.1204,710,12.306,0.2327,2.5998,14.9224,32.98,65.541,357.7179,28.1204,19.8836,15.7341,4.1297,77.5401,710,15.7341,9.1096,286.7175,600,-15.4085,2999.75,14.9224,11.1285,2.5998,86.275,11.25,519.48,81.9225,21.6744,82.35,9.547,0.1654,57.5625,66.8755,0.2189,2999.75,85.2,85.1175,148.68,11.1285,518.48,572.05
57.5625,489.86,539.24,173.992,10.2555,1000.2,1000.2,4.149,86.8289,72.9966,600,84.5475,0.244,145.706,2.955,83.535,28.1204,710,12.306,0.2327,2.5998,14.9138,32.98,65.5385,358.4756,28.1204,19.8836,15.7343,4.1625,77.5404,710,15.7343,9.1096,287.1675,600,-15.403,2999.75,14.9224,11.1286,2.5998,86.55,11.262,519.51,81.975,21.6743,82.3875,9.547,0.1654,57.5625,66.8757,0.2189,2999.75,85.185,85.0875,148.68,11.1286,518.48,571.15
57.5625,489.86,539.28,173.992,10.2554,1000.2,1000.2,4.154,86.8271,72.9966,600,84.5775,0.244,145.706,2.955,83.5575,28.1204,710,12.307,0.2327,2.5998,14.9135,32.98,65.536,358.4067,28.1204,19.8836,15.7346,3.8812,77.5406,710,15.7346,9.1091,287.28,600,-15.4085,2999.75,14.9138,11.1287,2.5998,86.675,11.268,519.54,82.0275,21.6743,82.365,9.547,0.1654,57.5625,66.8758,0.219,2999.75,85.1625,85.0575,148.68,11.1287,518.48,571.7
57.5625,489.86,539.32,173.978,10.2553,1000.2,1000.2,4.159,86.8252,72.9966,600,84.615,0.2439,145.706,2.955,83.55,28.1204,710,12.307,0.2327,2.6002,14.9132,32.98,65.5335,358.3723,28.1204,19.8836,15.7348,4.2125,77.5394,710,15.7348,9.1102,286.785,600,-15.4085,2999.75,14.9135,11.1288,2.6002,86.45,11.274,519.57,82.02,21.6895,82.335,9.547,0.1654,57.6,66.8752,0.2191,2999.75,85.215,85.1025,148.68,11.1288,518.48,571.35
