AR1410B.PV,CCSFIC1401.PV,CCSPI1407B.PV,CCSPIC1415.PV,CCSPRC1415.PV,DR1103.PV,DR1105.PV,DR1106.PV,DR1107.PV,FI1102.PV,FI1104.PV,FI1107.PV,FI1110.PV,FI1111.PV,FI1112.PV,FI1113.PV,FI1121.PV,FI1213.PV,FI1424.PV,FIC_1121.PV,FIC_1122.MV,FIC_1122.PV,FIC_1123.PV,FIC_1127.MV,FIC_1127.PV,FI_1124.PV,FI_1127.PV,FRC1102.MV,FRC1102.PV,FRC1104.MV,FRC1107.MV,FRC1107.PV,FRC1113.MV,FRC1113.PV,FRC1213.MV,FRC1213.PV,FRC1424.PV,FRCA1110.MV,FRCA1110.PV,FRCA1111.MV,FRCA1111.PV,FRCA1112.MV,FRCA1112.PV,FRQ1623.PV,FT_1121.PV,FT_1122.PV,FT_1123.PV,LRCA1101.PV,PDR1103.PV,PDR1106.PV,PDR1401.PV,PDRSA1104.PV,PI1101.PV,PI1110.PV,PIC1101A.PV,PI_1132A.PV,PI_1132B.PV,PI_1134.PV,PI_1136.PV,PI_1138A.PV,PI_1138B.PV,PI_1180.PV,PI_1182.PV,PR1102A.PV,PR1102B.PV,PR1401.PV,PRA1102.PV,PRCA1101B.MV,PRCA1101B.PV,TI1105A.PV,TI1111.PV,TI1118A.PV,TI1132.PV,TI1212.PV,TI1611.PV,TIA1114.PV,TIA1160A.PV,TIA2872.PV,TIA2873.PV,TIA2874.PV,TIA2875.PV,TIA2876.PV,TIA2877.PV,TIC_1101.MV,TIC_1101.PV,TIC_1155.MV,TIC_1155.PV,TI_1145.PV,TI_1146.PV,TI_1147.PV,TRA1401A.PV,TRC1118A.MV,TRC1118A.PV,WR1104.PV,WRA1103.PV
86,192258,0.288,0.3666,0.3666,57.5625,2.5906,57.525,153.3375,999.6,9900,2.5995,5002.2251,5001.7598,3000,2.5996,47500,179.9875,6.625,334.56,71.0026,709.92,1728.5399,17.584,599.88,92.02,599.88,8.8405,999.6,100,64.6627,2.5995,74.9751,2.5996,75.6428,179.9875,6.625,11.0905,5002.2251,28.0396,5001.7598,15.6841,3000,9.075,334.56,709.92,1728.5399,49.48,1.44,0.955,11.708,91,0.1507,1,13.8606,0.0275,0.0162,0.1739,0.2266,0.1211,0.0152,1.4172,0.1738,0.0192,0.0162,0.1507,0.0152,13.867,0.1507,701.52,530.055,671,255.1,338.36,252.475,654.05,180.96,84.5325,85.0725,85.2675,82.155,83.4825,81.975,80,660,70,646.75,532.22,676.04,676.025,654.05,5,671,77.187,78.7612
86,192258,0.288,0.3666,0.3666,57.5625,2.5906,57.525,153.3375,999.6,9900,2.5995,5002.2251,5001.7598,3000,2.5996,47500,179.9875,6.625,334.56,71.0027,709.92,1728.5399,17.5845,599.88,92.02,599.88,8.8407,999.6,100,64.6629,2.5995,74.9756,2.5996,75.6433,179.9875,6.625,11.0893,5002.2251,28.0391,5001.7598,15.6841,3000,9.075,334.56,709.92,1728.5399,49.48,1.44,0.955,11.708,91,0.1507,1,13.867,0.0275,0.0162,0.1739,0.2266,0.1211,0.0152,1.4172,0.1738,0.0192,0.0162,0.1507,0.0152,13.8734,0.1507,701.52,530.055,671,255.1,338.36,252.475,654.05,180.96,84.5325,85.0725,85.2675,82.155,83.4825,81.975,80,660,70,646.75,532.22,676.04,676.025,654.05,5,671,77.187,78.7612
86.475,192302,0.2879,0.3666,0.3666,57.6,2.7156,57.6375,152.19,999.6,9900,2.5995,5000.3247,5001.7598,3000,2.5996,47500,179.9875,6.625,334.56,71.0028,709.92,1728.5399,17.585,599.88,92.02,599.88,8.8408,999.6,100,64.663,2.5995,74.9761,2.5996,75.6438,179.9875,6.625,11.0911,5000.3247,28.0386,5001.7598,15.6841,3000,9.0756,334.56,709.92,1728.5399,49.585,1.44,0.955,11.709,91,0.1507,1,13.8734,0.0276,0.0162,0.1738,0.2264,0.121,0.0152,1.4173,0.1738,0.0192,0.0162,0.1507,0.0152,13.8798,0.1507,701.44,530.235,670.9,255.05,338.4,252.475,654,180.895,84.5625,85.0575,85.305,82.2075,83.4375,81.9525,80,660,70,646.9775,532.43,675.92,675.95,654,5,670.9,76.659,78.2212
86.775,192335,0.2878,0.3665,0.3665,57.6,3.3656,57.6,151.0875,999.6,9900,2.5995,5000.3247,5002.6201,3000,2.5996,47700,179.9875,6.625,334.59,71.0029,709.92,1728.72,17.5855,599.88,92.02,599.88,8.841,999.6,100,64.6632,2.5995,74.9766,2.5996,75.6443,179.9875,6.625,11.0909,5000.3247,28.0373,5002.6201,15.6841,3000,9.0728,334.59,709.92,1728.72,49.685,1.441,0.956,11.712,91,0.1507,1,13.8798,0.0276,0.0162,0.1737,0.2263,0.121,0.0153,1.4173,0.1737,0.0192,0.0162,0.1507,0.0153,13.8862,0.1507,701.36,530.46,670.85,255,338.4,252.475,653.95,180.895,84.555,85.0875,85.3425,82.2225,83.445,81.9975,80,660,70,647.205,532.61,675.84,675.8375,653.95,5,670.85,76.12,77.6813
86.725,192368,0.2877,0.3664,0.3664,57.6,2.5219,57.5625,149.85,999.6,9900,2.5995,4998.4248,5001.7598,3000.25,2.6002,47800,179.9875,6.625,334.59,71.003,709.92,1728.72,17.586,599.88,92.02,599.88,8.8412,999.6,100,64.6634,2.5995,74.9748,2.6002,75.6448,179.9875,6.625,11.0938,4998.4248,28.0373,5001.7598,15.6833,3000.25,9.0744,334.59,709.92,1728.72,49.79,1.442,0.956,11.713,91,0.1507,1,13.8862,0.0276,0.0162,0.1737,0.2262,0.1209,0.0153,1.4174,0.1737,0.0193,0.0162,0.1507,0.0153,13.9012,0.1507,701.28,530.64,670.75,254.9,338.44,252.475,653.85,180.83,84.585,85.125,85.3875,82.1925,83.4975,82.0425,80,660,70,647.4,532.82,675.76,675.7625,653.85,5,670.75,75.592,77.1413
86.45,192401,0.2877,0.3663,0.3663,57.5625,2.5219,57.6,149.3325,999.6,9900,2.5995,5000.7998,5001.7598,3000.25,2.6002,48100,179.9875,6.625,334.62,71.0032,709.92,1728.72,17.5843,600.06,92.02,600.06,8.8414,999.6,100,64.6635,2.5995,74.9746,2.6002,75.6453,179.9875,6.625,11.0908,5000.7998,28.0368,5001.7598,15.6831,3000.25,9.0739,334.62,709.92,1728.72,49.895,1.442,0.957,11.716,91,0.1507,1,13.9012,0.0276,0.0163,0.1736,0.2261,0.1209,0.0153,1.4174,0.1736,0.0193,0.0163,0.1507,0.0153,13.9079,0.1507,701.16,530.82,670.7,254.85,338.48,252.475,653.8,180.83,84.57,85.0725,85.38,82.2375,83.505,82.0875,80,660,70,647.6275,533,675.68,675.6875,653.8,5,670.7,75.064,76.6012
86,192434,0.2876,0.3662,0.3662,57.6,2.4969,57.5625,147.825,999.6,9900,2.5995,5000.7998,5001.7598,3000.25,2.5996,48800,179.9875,6.625,334.62,71.0033,709.92,1728.8999,17.5848,600,92.04,600,8.8415,999.6,100,64.6637,2.5995,74.9766,2.5996,75.6458,179.9875,6.625,11.0904,5000.7998,28.0363,5001.7598,15.6828,3000.25,9.0722,334.62,709.92,1728.8999,49.995,1.443,0.958,11.718,91,0.1507,0.9999,13.9079,0.0277,0.0163,0.1736,0.226,0.1209,0.0153,1.4174,0.1735,0.0193,0.0163,0.1507,0.0153,13.9145,0.1507,701.08,531.045,670.6,254.8,338.52,252.475,653.75,180.765,84.54,85.1325,85.3875,82.335,83.49,82.0125,80,660,70,648.0825,533.18,675.6,675.6125,653.75,5,670.6,74.536,75.5212
86.1,192478,0.2875,0.3662,0.3662,57.6,3.2062,57.6,146.925,999.6,9900,2.5995,5000.7998,5001.7598,3000.25,2.5996,48800,179.9875,6.6225,334.62,71.0034,709.92,1728.8999,17.5848,600,92.04,600,8.8417,999.6,100,64.6639,2.5995,74.9771,2.5996,75.6463,179.9875,6.6225,11.09,5000.7998,28.0358,5001.7598,15.6826,3000.25,9.0728,334.62,709.92,1728.8999,50.1,1.444,0.958,11.718,91,0.1507,0.9999,13.9145,0.0277,0.0163,0.1735,0.2259,0.1208,0.0153,1.4174,0.1735,0.0193,0.0163,0.1507,0.0153,13.9212,0.1507,701,531.225,670.55,254.75,338.52,252.475,653.7,180.765,84.54,85.1325,85.3875,82.335,83.49,82.0125,80,660,70,648.0825,533.39,675.52,675.5,653.7,5,670.55,74.008,75.5212
86.275,192511,0.2874,0.3661,0.3661,57.6,2.8687,57.5625,146.475,999.6,9900,2.5995,5000.7998,5001.7598,3000.25,2.5996,49200,179.9875,6.6225,334.65,71.0035,709.92,1728.8999,17.5848,600,92.04,600,8.8419,999.6,100,64.664,2.5995,74.9776,2.5996,75.6468,179.9875,6.6225,11.0896,5000.7998,28.0353,5001.7598,15.6823,3000.25,9.0711,334.65,709.92,1728.8999,50.2,1.444,0.959,11.724,91,0.1507,0.9999,13.9212,0.0277,0.0163,0.1735,0.2258,0.1208,0.0154,1.4174,0.1734,0.0193,0.0163,0.1507,0.0154,13.9279,0.1507,700.92,531.405,670.45,254.7,338.56,252.475,653.6,180.765,84.5775,85.1325,85.41,82.3725,83.475,81.96,80,660,70,648.2775,533.57,675.44,675.425,653.6,5,670.45,73.48,74.9812
86.025,192544,0.2874,0.366,0.366,57.6,2.8687,57.525,144.81,999.6,9900,2.5995,5000.7998,5001.7598,3000.25,2.6,49600,180,6.6225,334.65,71.0043,709.84,1729.08,17.587,599.82,92.04,599.82,8.842,999.6,100,64.6642,2.5995,74.9766,2.6,75.6458,180,6.6225,11.0892,5000.7998,28.0348,5001.7598,15.6821,3000.25,9.0739,334.65,709.84,1729.08,50.305,1.445,0.959,11.725,91,0.1507,0.9999,13.9279,0.0277,0.0163,0.1734,0.2257,0.1208,0.0154,1.4175,0.1734,0.0194,0.0163,0.1507,0.0154,13.9345,0.1507,700.84,531.585,670.35,254.6,338.6,252.475,653.55,180.765,84.63,85.11,85.41,82.395,83.4975,81.9225,80,660,70,648.505,533.78,675.36,675.35,653.55,5,670.35,72.952,74.4412
86.55,192577,0.2873,0.3659,0.3659,57.5625,3.0641,57.6,144.3375,999.6,9900,2.5995,5000.7998,5001.7598,3000.5,2.6,50000,179.9875,6.6225,334.68,71.0045,709.84,1729.08,17.5878,599.82,92.04,599.82,8.8422,999.6,100,64.6644,2.5995,74.9766,2.6,75.6473,179.9875,6.6225,11.0887,5000.7998,28.0343,5001.7598,15.6811,3000.5,9.0739,334.68,709.84,1729.08,50.41,1.446,0.96,11.727,91,0.1507,0.9997,13.9345,0.0277,0.0163,0.1733,0.2256,0.1207,0.0154,1.4175,0.1733,0.0194,0.0163,0.1507,0.0154,13.9412,0.1507,700.76,531.765,670.3,254.55,338.64,252.475,653.5,180.7,84.5775,85.155,85.41,82.3875,83.4825,81.945,80,660,70,648.7,533.96,675.24,675.275,653.5,5,670.3,72.424,73.9012
86.6,192621,0.2872,0.3659,0.3659,57.5625,2.8438,57.5625,142.7625,999.6,9900,2.5995,5000.7998,5001.7598,3000.5,2.6,50300,179.9875,6.6225,334.68,71.0048,709.84,1729.26,17.5885,599.82,92.04,599.82,8.8424,999.6,100,64.6645,2.5995,74.9766,2.6,75.6478,179.9875,6.6225,11.0883,5000.7998,28.0337,5001.7598,15.6806,3000.5,9.0728,334.68,709.84,1729.26,50.51,1.446,0.96,11.73,91,0.1507,0.9997,13.9412,0.0278,0.0164,0.1733,0.2255,0.1207,0.0154,1.4176,0.1733,0.0194,0.0164,0.1507,0.0154,13.9479,0.1507,700.64,531.99,670.2,254.5,338.64,252.475,653.45,180.7,84.615,85.1025,85.395,82.365,83.46,81.9375,80,660,70,648.895,534.14,675.16,675.1625,653.45,5,670.2,71.885,73.3613
86.65,192654,0.2871,0.3658,0.3658,57.5625,3.3266,57.6,142.29,999.6,9900,2.5995,4998.8999,5000.8999,3000.5,2.6,50800,179.9875,6.6225,334.68,71.005,709.84,1729.26,17.587,600,92.06,600,8.8425,999.6,100,64.6647,2.5995,74.9766,2.6,75.6483,179.9875,6.6225,11.0909,4998.8999,28.034,5000.8999,15.6801,3000.5,9.0756,334.68,709.84,1729.26,50.615,1.446,0.961,11.731,91,0.1507,0.9997,13.9479,0.0278,0.0164,0.1732,0.2254,0.1206,0.0154,1.4176,0.1732,0.0194,0.0164,0.1507,0.0154,13.9545,0.1507,700.56,532.17,670.15,254.45,338.72,252.475,653.35,180.635,84.5475,85.095,85.3725,82.3575,83.46,81.9225,80,660,70,649.09,534.32,675.08,675.0875,653.35,5,670.15,71.357,72.8213
86.675,192687,0.2871,0.3657,0.3657,57.6,3.3266,57.6,141.03,999.6,9900,2.5995,4998.8999,5000.8999,3000.5,2.6,50800,179.9875,6.6225,334.71,71.0053,709.84,1729.26,17.587,600,92.06,600,8.8427,999.6,100,64.6649,2.5995,74.9766,2.6,75.6488,179.9875,6.6225,11.0915,4998.8999,28.0337,5000.8999,15.6796,3000.5,9.0744,334.71,709.84,1729.26,50.72,1.447,0.961,11.734,91,0.1507,0.9997,13.9545,0.0278,0.0164,0.1732,0.2253,0.1206,0.0154,1.4176,0.1731,0.0195,0.0164,0.1507,0.0154,13.9698,0.1507,700.48,532.35,670.05,254.4,338.72,252.475,653.3,180.635,84.5475,85.095,85.3725,82.3575,83.46,81.9225,80,660,70,649.285,534.53,675,675.0125,653.3,5,670.05,70.829,72.2812
86.525,192720,0.287,0.3656,0.3656,57.5625,3.1375,57.6,139.9725,999.6,9900,2.5995,4998.8999,5001.7598,3000.5,2.5998,51100,179.975,6.6225,334.71,71.0055,709.84,1729.4399,17.587,600,92.06,600,8.8429,999.6,100,64.665,2.5995,74.9773,2.5998,75.6508,179.975,6.6225,11.0921,4998.8999,28.0327,5001.7598,15.6791,3000.5,9.0756,334.71,709.84,1729.4399,50.82,1.447,0.962,11.734,91,0.1507,0.9997,13.9698,0.0279,0.0164,0.1731,0.2251,0.1206,0.0154,1.4177,0.173,0.0195,0.0164,0.1507,0.0154,13.9767,0.1507,700.4,532.53,670,254.35,338.72,252.475,653.25,180.635,84.5625,85.1475,85.4025,82.32,83.445,81.9525,80,660,70,649.48,534.71,674.92,674.9,653.25,5,670,70.301,71.7412
86.1,192753,0.2869,0.3655,0.3655,57.6,2.5328,57.5625,138.8925,999.6,9900,2.5995,5001.2749,5001.7598,3000.75,2.5998,51300,179.975,6.6225,334.74,71.0045,710,1729.4399,17.5878,599.94,92.06,599.94,8.843,999.6,100,64.6652,2.5995,74.9776,2.5998,75.6518,179.975,6.6225,11.0889,5001.2749,28.0322,5001.7598,15.6778,3000.75,9.0783,334.74,710,1729.4399,50.925,1.448,0.962,11.737,91,0.1507,0.9996,13.9767,0.0279,0.0164,0.173,0.225,0.1205,0.0154,1.4177,0.173,0.0195,0.0164,0.1507,0.0154,13.9837,0.1507,700.32,532.71,669.9,254.3,338.76,252.475,653.15,180.635,84.54,85.185,85.395,82.3425,83.4825,81.93,80,660,70,649.675,534.89,674.84,674.825,653.15,5,669.9,69.773,71.2012
86.025,192797,0.2868,0.3654,0.3654,57.5625,2.5328,57.5625,137.5875,999.6,9900,2.5995,5001.2749,5001.7598,3000.75,2.5998,51400,179.975,6.6225,334.74,71.0045,710,1729.4399,17.588,599.94,92.06,599.94,8.8432,999.6,100,64.6654,2.5995,74.9778,2.5998,75.6528,179.975,6.6225,11.0882,5001.2749,28.0317,5001.7598,15.6771,3000.75,9.0783,334.74,710,1729.4399,51.03,1.448,0.963,11.74,91,0.1507,0.9996,13.9837,0.0279,0.0164,0.173,0.2249,0.1205,0.0155,1.4178,0.173,0.0195,0.0164,0.1507,0.0155,13.9906,0.1507,700.2,532.89,669.8,254.25,338.8,252.475,653.1,180.57,84.5175,85.215,85.4175,82.3425,83.4375,81.975,80,660,70,649.87,535.07,674.72,674.75,653.1,5,669.8,69.245,70.6612
86.825,192830,0.2868,0.3654,0.3654,57.6,3.3141,57.525,136.26,999.6,9900,2.5995,5001.2749,5001.7598,2999.75,2.5998,51700,179.975,6.6225,334.74,71.0045,710,1729.62,17.5883,599.94,92.06,599.94,8.8434,999.6,100,64.6655,2.5995,74.9781,2.5998,75.6538,179.975,6.6225,11.0875,5001.2749,28.0312,5001.7598,15.6793,2999.75,9.0794,334.74,710,1729.62,51.13,1.449,0.963,11.741,91,0.1507,0.9996,13.9906,0.0279,0.0164,0.1729,0.2248,0.1205,0.0155,1.4178,0.1729,0.0195,0.0164,0.1507,0.0155,13.9976,0.1507,700.12,533.07,669.75,254.2,338.8,252.475,653.05,180.57,84.4875,85.2225,85.4325,82.3575,83.415,81.9825,80,660,70,650.065,535.25,674.64,674.6375,653.05,5,669.75,68.717,70.1212
86.7,192863,0.2867,0.3653,0.3653,57.6,3.3141,57.6,135.81,999.6,9900,2.5995,4999.375,5001.7598,2999.75,2.5998,51900,179.975,6.6225,334.77,71.0058,709.84,1729.62,17.5885,599.94,92.08,599.94,8.8435,999.6,100,64.6657,2.5995,74.9783,2.5998,75.6548,179.975,6.6225,11.0899,4999.375,28.0307,5001.7598,15.6796,2999.75,9.0827,334.77,709.84,1729.62,51.235,1.449,0.964,11.745,91,0.1507,0.9997,13.9976,0.0279,0.0164,0.1729,0.2247,0.1204,0.0155,1.4178,0.1728,0.0196,0.0164,0.1507,0.0155,14.0045,0.1507,700.04,533.25,669.65,254.15,338.84,252.475,652.95,180.57,84.4725,85.215,85.4325,82.3875,83.46,81.96,80,660,70,650.26,535.43,674.56,674.5625,652.95,5,669.65,68.189,69.5812
86.35,192896,0.2866,0.3652,0.3652,57.5625,2.5594,57.5625,134.1675,999.6,9900,2.5995,4999.375,5001.7598,3000,2.5998,52100,179.975,6.6225,334.77,71.006,709.84,1729.62,17.5888,599.94,92.08,599.94,8.8437,999.6,100,64.6659,2.5995,74.9786,2.5998,75.6558,179.975,6.6225,11.0902,4999.375,28.0302,5001.7598,15.6791,3000,9.0827,334.77,709.84,1729.62,51.335,1.449,0.964,11.748,91,0.1507,0.9997,14.0045,0.028,0.0165,0.1728,0.2246,0.1204,0.0155,1.4178,0.1728,0.0196,0.0165,0.1507,0.0155,14.0115,0.1507,699.96,533.43,669.6,254.1,338.84,252.475,652.9,180.505,84.48,85.185,85.4025,82.4175,83.4225,81.9225,80,660,70,650.4225,535.61,674.48,674.4875,652.9,5,669.6,67.672,69.0525
86.2,192940,0.2865,0.3652,0.3652,57.525,2.9656,57.6,134.0775,999.6,9900,2.5995,4999.375,5001.7598,3000,2.5998,52300,179.975,6.6225,334.8,71.0063,709.84,1729.7999,17.589,599.94,92.08,599.94,8.8439,999.6,100,64.666,2.5995,74.9788,2.5998,75.6568,179.975,6.6225,11.0905,4999.375,28.0296,5001.7598,15.6791,3000,9.086,334.8,709.84,1729.7999,51.44,1.45,0.965,11.749,91,0.1507,0.9997,14.0115,0.028,0.0165,0.1727,0.2245,0.1204,0.0155,1.4178,0.1727,0.0196,0.0165,0.1507,0.0155,14.0184,0.1507,699.84,533.61,669.5,254.05,338.88,252.475,652.85,180.505,84.4425,85.1625,85.4175,82.38,83.3775,81.96,80,660,70,650.6175,535.79,674.36,674.375,652.85,5,669.5,67.144,68.5125
86.075,192973,0.2865,0.365,0.365,57.5625,2.9656,57.5625,132.5025,999.6,9900,2.5995,4999.8501,5001.7598,3000,2.5996,52500,179.9625,6.6225,334.8,71.0072,709.76,1729.7999,17.5893,599.94,92.08,599.94,8.844,999.6,100,64.6662,2.5995,74.9798,2.5996,75.6593,179.9625,6.6225,11.0901,4999.8501,28.0291,5001.7598,15.6791,3000,9.086,334.8,709.76,1729.7999,51.545,1.45,0.965,11.753,91,0.1507,0.9997,14.0184,0.028,0.0165,0.1727,0.2244,0.1203,0.0155,1.4179,0.1726,0.0196,0.0165,0.1507,0.0155,14.0254,0.1507,699.76,533.79,669.4,254,338.88,252.475,652.75,180.505,84.4725,85.1475,85.4475,82.3875,83.4075,81.99,80,660,70,650.78,535.97,674.28,674.3,652.75,5,669.4,66.616,67.9725
86.525,193006,0.2864,0.365,0.365,57.5625,3.2109,57.5625,131.2875,999.6,9900,2.5995,5001.75,5001.7598,3000,2.5996,52500,179.975,6.62,334.8,71.0063,709.92,1729.7999,17.5895,599.94,92.08,599.94,8.8442,999.6,100,64.6664,2.5995,74.9803,2.5996,75.6593,179.975,6.62,11.0872,5001.75,28.0286,5001.7598,15.6791,3000,9.0887,334.8,709.92,1729.7999,51.645,1.451,0.966,11.753,91,0.1507,0.9999,14.0254,0.028,0.0165,0.1726,0.2243,0.1203,0.0155,1.4179,0.1726,0.0197,0.0165,0.1507,0.0155,14.0323,0.1507,699.68,533.97,669.35,253.95,338.92,252.475,652.7,180.44,84.4425,85.1625,85.4775,82.41,83.46,82.0125,80,660,70,650.975,536.15,674.2,674.1875,652.7,5,669.35,66.088,67.4325
86.7,193039,0.2863,0.3649,0.3649,57.525,3.2109,57.525,130.68,999.6,9900,2.5995,5002.2251,5001.7598,3000,2.5996,52500,179.975,6.62,334.83,71.0064,709.92,1729.98,17.5898,599.94,92.08,599.94,8.8444,999.6,100,64.6665,2.5995,74.9809,2.5996,75.6603,179.975,6.62,11.0855,5002.2251,28.0281,5001.7598,15.6791,3000,9.0887,334.83,709.92,1729.98,51.75,1.451,0.966,11.757,91,0.1507,0.9999,14.0323,0.028,0.0165,0.1726,0.2242,0.1202,0.0155,1.418,0.1726,0.0197,0.0165,0.1507,0.0156,14.0392,0.1507,699.6,534.15,669.25,253.9,338.92,252.475,652.65,180.44,84.42,85.1925,85.4625,82.4025,83.4825,82.0575,80,660,70,651.1375,536.33,674.12,674.1125,652.65,5,669.25,65.56,66.8925
86.55,193083,0.2862,0.3648,0.3648,57.5625,2.3344,57.5625,129.285,999.6,9900,2.5995,5002.2251,5000.8999,3000,2.5996,52500,179.9625,6.62,334.83,71.0065,709.92,1729.98,17.59,599.94,92.1,599.94,8.8445,999.6,100,64.6667,2.5995,74.9814,2.5996,75.6628,179.9625,6.62,11.0843,5002.2251,28.0283,5000.8999,15.6791,3000,9.091,334.83,709.92,1729.98,51.855,1.452,0.967,11.758,91,0.1507,0.9999,14.0392,0.028,0.0165,0.1725,0.2241,0.1202,0.0156,1.418,0.1725,0.0197,0.0165,0.1507,0.0156,14.0462,0.1507,699.48,534.33,669.15,253.85,338.96,252.475,652.55,180.44,84.48,85.17,85.4775,82.35,83.4375,82.0125,80,660,70,651.3,536.51,674,674,652.55,5,669.15,65.032,66.3637
86.65,193116,0.2862,0.3647,0.3647,57.6,2.7469,57.6375,128.475,999.6,9900,2.5995,5002.2251,5000.8999,3000.25,2.5996,52400,179.9625,6.62,334.86,71.0067,709.92,1729.98,17.591,599.88,92.1,599.88,8.8447,999.6,100,64.6669,2.5995,74.9819,2.5996,75.6644,179.9625,6.62,11.0832,5002.2251,28.0281,5000.8999,15.6783,3000.25,9.091,334.86,709.92,1729.98,51.955,1.452,0.967,11.761,91,0.1508,1,14.0462,0.028,0.0165,0.1725,0.224,0.1202,0.0156,1.4181,0.1724,0.0197,0.0165,0.1508,0.0156,14.0618,0.1508,699.4,534.51,669.1,253.8,338.96,252.475,652.5,180.375,84.45,85.1175,85.455,82.32,83.43,81.99,80,660,70,651.4625,536.69,673.92,673.925,652.5,5,669.1,64.504,65.8237
86.125,193149,0.2861,0.3646,0.3646,57.525,2.7469,57.6,127.8675,999.6,9900,2.5995,4999.8501,5001.7598,3000.25,2.6,52300,179.975,6.62,334.86,71.0068,709.92,1730.1599,17.5915,599.88,92.1,599.88,8.8449,999.6,100,64.6671,2.5995,74.9809,2.6,75.6644,179.975,6.62,11.0857,4999.8501,28.0271,5001.7598,15.6781,3000.25,9.0937,334.86,709.92,1730.1599,52.06,1.452,0.968,11.762,91,0.1508,1.0001,14.0618,0.0281,0.0166,0.1724,0.2238,0.1201,0.0156,1.4181,0.1724,0.0197,0.0166,0.1508,0.0156,14.069,0.1508,699.32,534.69,669,253.75,339,252.475,652.45,180.375,84.4875,85.14,85.41,82.3575,83.46,81.96,80,660,70,651.6575,536.87,673.84,673.8125,652.45,5,669,63.976,65.2837
86.325,193182,0.286,0.3646,0.3646,57.6,2.7875,57.6,126.765,999.6,9900,2.5995,4999.8501,5001.7598,3000.25,2.6,52200,179.9625,6.62,334.86,71.0069,709.92,1730.1599,17.592,599.88,92.1,599.88,8.845,999.6,100,64.6672,2.5995,74.9809,2.6,75.6669,179.9625,6.62,11.0858,4999.8501,28.0266,5001.7598,15.6778,3000.25,9.0937,334.86,709.92,1730.1599,52.165,1.453,0.968,11.765,91,0.1508,1.0001,14.069,0.0281,0.0166,0.1723,0.2237,0.1201,0.0156,1.4181,0.1723,0.0197,0.0166,0.1508,0.0156,14.0762,0.1508,699.2,534.87,668.9,253.7,339,252.475,652.35,180.31,84.51,85.1775,85.365,82.365,83.415,81.96,80,660,70,651.82,537.05,673.72,673.7375,652.35,5,668.9,63.459,64.7438
86.2,193215,0.2859,0.3645,0.3645,57.525,2.6,57.6375,124.92,999.6,9900,2.5995,4997.9497,5001.7598,3000.25,2.6,52100,179.9625,6.62,334.89,71.007,709.92,1730.1599,17.5903,600.06,92.1,600.06,8.8452,999.6,100,64.6674,2.5995,74.9809,2.6,75.6684,179.9625,6.62,11.0889,4997.9497,28.0261,5001.7598,15.6776,3000.25,9.0953,334.89,709.92,1730.1599,52.265,1.453,0.969,11.765,91,0.1508,1.0002,14.0762,0.0281,0.0166,0.1723,0.2236,0.1201,0.0156,1.4182,0.1722,0.0198,0.0166,0.1508,0.0156,14.0834,0.1508,699.12,535.05,668.85,253.65,339,252.475,652.3,180.31,84.4725,85.1925,85.3875,82.395,83.4075,81.915,80,660,70,651.9825,537.23,673.64,673.6625,652.3,5,668.85,62.931,64.215
86.05,193259,0.2859,0.3644,0.3644,57.6,2.6,57.6,123.9525,999.6,9900,2.5995,4997.9497,5001.7598,3000.5,2.6,52100,179.9625,6.62,334.89,71.0071,709.92,1730.34,17.59,600.06,92.1,600.06,8.8454,999.6,100,64.6676,2.5995,74.9809,2.6,75.6699,179.9625,6.62,11.09,4997.9497,28.0255,5001.7598,15.6766,3000.5,9.0959,334.89,709.92,1730.34,52.37,1.454,0.969,11.771,91,0.1508,1.0002,14.0834,0.0281,0.0166,0.1722,0.2235,0.12,0.0156,1.4182,0.1722,0.0198,0.0166,0.1508,0.0156,14.0906,0.1508,699.04,535.23,668.75,253.6,339,252.475,652.25,180.31,84.51,85.185,85.3425,82.4325,83.445,81.915,80,660,70,652.1125,537.41,673.56,673.55,652.25,5,668.75,62.403,63.675
86.35,193325,0.2857,0.3643,0.3643,57.6,2.3781,57.525,122.1075,1000.2,9900,2.5995,5000.3247,5001.7598,3000.5,2.5998,51800,179.9625,6.62,334.92,71.0079,709.84,1730.34,17.5898,600.06,92.12,600.06,8.8448,1000.2,100,64.6677,2.5995,74.9816,2.5998,75.6714,179.9625,6.62,11.0873,5000.3247,28.025,5001.7598,15.6761,3000.5,9.0981,334.92,709.84,1730.34,52.575,1.454,0.97,11.775,91,0.1507,1.0004,14.0906,0.0281,0.0166,0.1721,0.2233,0.12,0.0156,1.4182,0.1721,0.0198,0.0166,0.1507,0.0156,14.0892,0.1507,698.84,535.545,668.55,253.55,339,252.475,652.1,180.245,84.51,85.1775,85.3125,82.365,83.3775,81.945,80,660,70,652.4375,537.74,673.36,673.3625,652.1,5,668.55,61.347,62.6062
