AR1410B.PV,CCSFIC1401.PV,CCSPI1407B.PV,CCSPIC1415.PV,CCSPRC1415.PV,DR1103.PV,DR1105.PV,DR1106.PV,DR1107.PV,FI1102.PV,FI1104.PV,FI1107.PV,FI1110.PV,FI1111.PV,FI1112.PV,FI1113.PV,FI1121.PV,FI1213.PV,FI1424.PV,FIC_1121.PV,FIC_1122.MV,FIC_1122.PV,FIC_1123.PV,FIC_1127.MV,FIC_1127.PV,FI_1124.PV,FI_1127.PV,FRC1102.MV,FRC1102.PV,FRC1104.MV,FRC1107.MV,FRC1107.PV,FRC1113.MV,FRC1113.PV,FRC1213.MV,FRC1213.PV,FRC1424.PV,FRCA1110.MV,FRCA1110.PV,FRCA1111.MV,FRCA1111.PV,FRCA1112.MV,FRCA1112.PV,FRQ1623.PV,FT_1121.PV,FT_1122.PV,FT_1123.PV,LRCA1101.PV,PDR1103.PV,PDR1106.PV,PDR1401.PV,PDRSA1104.PV,PI1101.PV,PI1110.PV,PIC1101A.PV,PI_1132A.PV,PI_1132B.PV,PI_1134.PV,PI_1136.PV,PI_1138A.PV,PI_1138B.PV,PI_1180.PV,PI_1182.PV,PR1102A.PV,PR1102B.PV,PR1401.PV,PRA1102.PV,PRCA1101B.MV,PRCA1101B.PV,TI1105A.PV,TI1111.PV,TI1118A.PV,TI1132.PV,TI1212.PV,TI1611.PV,TIA1114.PV,TIA1160A.PV,TIA2872.PV,TIA2873.PV,TIA2874.PV,TIA2875.PV,TIA2876.PV,TIA2877.PV,TIC_1101.MV,TIC_1101.PV,TIC_1155.MV,TIC_1155.PV,TI_1145.PV,TI_1146.PV,TI_1147.PV,TRA1401A.PV,TRC1118A.MV,TRC1118A.PV,WR1104.PV,WRA1103.PV
86.2,186263,0.3,0.3795,0.3795,57.6,3.8687,57.525,286.6275,1000.2,999.9,2.6003,4999.8501,5000.04,3000,2.5998,50900,180,4.6,343.23,72.5648,710,1773.36,19.4336,600,94.4,600,9.9703,1000.2,10.9584,66.2094,2.6003,76.7644,2.5998,75.6106,180,4.6,11.13,4999.8501,28.1206,5000.04,15.7324,3000,9.1096,343.23,710,1773.36,33,9.547,4.13,12.302,26.353,0.15,1.0002,14.9096,0.1769,0.1278,0.1304,0.244,0.1278,0.1236,0.208,0.1304,0.1968,0.1278,0.15,0.1236,14.9096,0.15,540.36,487.26,680,283.75,337,252.55,661.85,184.015,84.63,85.0875,85.3275,82.35,83.415,81.8775,42.206,520.53,20.3628,590.1025,489.23,686.04,686.0375,661.85,14.6324,680,145.695,148.6687
86.575,186263,0.3,0.3795,0.3795,57.6,4.8406,57.5625,287.1,1000.2,999.9,2.6003,4999.8501,5000.04,3000,2.5998,50900,180,4.6,343.23,72.5648,710,1773.36,19.4336,600,94.4,600,9.9702,1000.2,10.9585,66.2094,2.6003,76.7647,2.5998,75.6106,180,4.6,11.1301,4999.8501,28.1206,5000.04,15.7324,3000,9.1096,343.23,710,1773.36,33,9.547,4.129,12.302,26.353,0.15,1.0002,14.9096,0.1769,0.1278,0.1304,0.244,0.1279,0.1236,0.208,0.1304,0.1969,0.1278,0.15,0.1236,14.9096,0.15,540.36,487.26,680,283.75,337,252.55,661.85,184.015,84.5925,85.065,85.29,82.365,83.3925,81.84,42.206,520.53,20.3628,590.1025,489.23,686.04,686.0375,661.85,14.6324,680,145.695,148.6687
86.575,186263,0.3,0.3795,0.3795,57.6,4.8406,57.5625,287.1,1000.2,999.9,2.6003,4999.8501,5000.04,3000,2.5998,50900,180,4.6,343.23,72.5648,710,1773.36,19.4336,600,94.4,600,9.9701,1000.2,10.9585,66.2093,2.6003,76.7649,2.5998,75.6106,180,4.6,11.1302,4999.8501,28.1206,5000.04,15.7324,3000,9.1096,343.23,710,1773.36,33,9.547,4.129,12.302,26.353,0.15,1.0002,14.9096,0.1769,0.1278,0.1304,0.244,0.1279,0.1236,0.208,0.1304,0.1969,0.1278,0.15,0.1236,14.9096,0.15,540.36,487.26,680,283.75,337,252.55,661.85,184.015,84.5925,85.065,85.29,82.365,83.3925,81.84,42.206,520.53,50,590.1025,489.23,686.04,686.0375,661.85,14.6324,680,145.695,148.6687
86.925,186263,0.3,0.3795,0.3795,57.5625,4.3297,57.5625,287.325,1000.2,999.9,2.6003,5002.2251,5000.04,2999.75,2.5998,50900,180,4.6,343.23,72.5648,710,1773.36,19.4343,599.94,94.4,599.94,9.97,1000.2,10.9586,66.2092,2.6003,76.7652,2.5998,75.6106,180,4.6,11.1265,5002.2251,28.1206,5000.04,15.7332,2999.75,9.1096,343.23,710,1773.36,33,9.547,4.128,12.302,26.342,0.15,1.0002,14.9096,0.1769,0.1278,0.1304,0.244,0.1279,0.1237,0.208,0.1304,0.1969,0.1278,0.15,0.1237,14.9096,0.15,540.36,487.26,680,283.75,337.04,252.55,661.85,184.015,84.6225,85.095,85.3275,82.3725,83.4075,81.885,42.206,520.53,50,590.1025,489.23,686.04,686.0375,661.85,14.6324,680,145.695,148.6687
86.1,186263,0.3,0.3795,0.3795,57.6,4.1297,57.6,286.6275,1000.2,999.9,2.5995,5002.2251,5000.04,3000,2.5998,50900,180,4.6,343.23,72.5655,709.92,1773.36,19.4346,599.94,94.4,599.94,9.9699,1000.2,10.9586,66.2099,2.5995,76.7654,2.5998,75.6106,180,4.6,11.1253,5002.2251,28.1205,5000.04,15.7327,3000,9.1096,343.23,709.92,1773.36,33,9.548,4.127,12.302,26.3365,0.15,1.0002,14.9096,0.1769,0.1278,0.1401,0.244,0.1337,0.1237,0.2081,0.1306,0.1969,0.1278,0.15,0.1237,14.9096,0.15,540.36,487.26,680,283.75,337.04,252.55,661.85,184.015,84.615,85.0875,85.3125,82.4025,83.3775,81.8625,42.206,520.53,50,590.525,489.23,686.04,686.0375,661.85,14.6324,680,145.695,148.6687
86.475,186274,0.3,0.3795,0.3795,57.6,3.85,57.5625,287.415,1000.2,1000.35,2.6003,5002.2251,5000.04,3000,2.6006,50900,180,4.61,341.34,72.5637,710.16,1763.64,19.4326,600.12,93.88,600.12,9.9698,1000.2,10.9587,66.2093,2.6003,76.7627,2.6006,75.6106,180,4.61,11.1242,5002.2251,28.1205,5000.04,15.7327,3000,9.1113,341.34,710.16,1763.64,33,9.548,4.127,12.302,26.3035,0.15,1.0002,14.9096,0.1764,0.1274,0.1401,0.244,0.1337,0.1232,0.2077,0.14,0.1965,0.1274,0.15,0.1233,14.9096,0.15,540.36,487.26,680,283.75,337.04,252.55,661.85,184.015,84.5775,85.095,85.29,82.395,83.4,81.915,60,520.56,50,590.9475,489.23,686.04,686.0375,661.85,14.6324,680,145.684,148.6575
86.075,186274,0.3,0.3795,0.3795,57.6,3.9094,57.6,286.5375,1000.2,1000.35,2.6003,4999.8501,5000.04,3000,2.6008,50900,180,4.61,339.75,72.5628,710.24,1755.36,19.4313,600.18,93.44,600.18,9.9698,1000.2,10.9588,66.2092,2.6003,76.7612,2.6008,75.6106,180,4.61,11.1267,4999.8501,28.1205,5000.04,15.7327,3000,9.1118,339.75,710.24,1755.36,33.005,9.585,4.127,12.302,26.738,0.15,1.0002,14.9096,0.1764,0.1274,0.148,0.244,0.1387,0.1233,0.2075,0.1479,0.1964,0.1274,0.15,0.1233,14.9009,0.15,540.4,487.26,680,283.75,337.04,252.55,661.85,184.015,84.6,85.1325,85.305,82.3875,83.4075,81.915,60,520.62,50,591.3375,489.23,686.04,686.0375,661.85,14.6324,680,145.673,148.6462
86,186274,0.3,0.3795,0.3795,57.6,4.3297,57.5625,287.415,999.6,1000.35,2.6003,4999.8501,5000.04,3000,2.6004,50900,180,4.6025,338.19,72.5631,710.16,1747.26,19.4321,600.06,93.02,600.06,9.9704,999.6,10.9588,66.2091,2.6003,76.7617,2.6004,75.6106,180,4.6025,11.1268,4999.8501,28.1205,5000.04,15.7327,3000,9.1108,338.19,710.16,1747.26,33.005,9.57,4.114,12.302,26.65,0.15,1.0002,14.9009,0.1767,0.1277,0.1559,0.244,0.1438,0.1236,0.2078,0.1558,0.1966,0.1277,0.15,0.1236,14.9007,0.15,540.44,487.26,680,283.8,337.04,252.55,661.85,184.015,84.555,85.11,85.32,82.41,83.4375,81.8925,60,520.65,50,591.7275,489.23,686.04,686.0375,661.85,14.6324,680,145.662,148.635
86.25,186285,0.3,0.3795,0.3795,57.525,4.2594,57.5625,286.9875,999,999.45,2.5995,5000.3247,5000.8999,3000,2.5992,50900,180,4.59,336.63,72.566,709.76,1739.1599,19.4356,599.76,92.58,599.76,9.9713,999,10.9589,66.2098,2.5995,76.7657,2.5992,75.6106,180,4.59,11.1262,5000.3247,28.1197,5000.8999,15.7327,3000,9.1086,336.63,709.76,1739.1599,33.015,9.567,4.125,12.302,26.408,0.15,1.0002,14.9007,0.1779,0.1282,0.1636,0.2439,0.1488,0.124,0.2086,0.1636,0.1975,0.1282,0.15,0.124,14.9004,0.15,540.48,487.26,680,283.8,337.04,252.55,661.85,184.015,84.5775,85.1325,85.2825,82.44,83.43,81.9,60,525.39,50,592.085,489.23,686.04,686.0375,661.85,14.6324,680,145.64,148.6125
86.8,186296,0.2999,0.3794,0.3794,57.6375,3.9078,57.5625,287.235,999.6,999.45,2.5987,5000.3247,5000.8999,3000.25,2.5984,50900,180,4.58,335.25,72.5676,709.6,1731.96,19.4366,599.76,92.2,599.76,9.971,999.6,10.9589,66.2107,2.5987,76.7697,2.5984,75.6106,180,4.58,11.126,5000.3247,28.1195,5000.8999,15.7319,3000.25,9.1069,335.25,709.6,1731.96,33.02,9.579,4.181,12.301,25.9845,0.15,1.0002,14.9004,0.1783,0.1286,0.1705,0.2439,0.1534,0.1244,0.2086,0.1705,0.1975,0.1286,0.15,0.1244,14.9001,0.15,545.4,487.26,680,283.8,337.08,252.55,661.85,184.015,84.57,85.11,85.2375,82.4025,83.43,81.9,60,529.47,50,592.41,489.26,686.04,686.0375,661.85,14.6324,680,145.585,148.5562
86.475,186307,0.2999,0.3794,0.3794,57.525,4.3875,57.5625,286.8975,1000.2,999.9,2.5987,5000.3247,5000.04,3000.25,2.5994,50900,180,4.585,334.17,72.5663,709.84,1726.38,19.4323,600.18,91.9,600.18,9.9704,1000.2,10.959,66.2111,2.5987,76.7679,2.5994,75.6106,180,4.585,11.1258,5000.3247,28.12,5000.04,15.7317,3000.25,9.108,334.17,709.84,1726.38,33.045,9.592,4.18,12.3,25.583,0.15,1.0002,14.9001,0.1892,0.1292,0.1759,0.2439,0.1568,0.1242,0.2078,0.1758,0.1966,0.1292,0.15,0.1242,14.8998,0.15,549.64,487.305,680,283.8,337.08,252.55,661.85,184.015,84.555,85.0875,85.2825,82.425,83.475,81.885,60,533.16,50,592.735,489.29,686.04,686.0375,661.85,14.6324,680,145.519,148.4887
86.925,186318,0.2999,0.3794,0.3794,57.6375,3.9203,57.5625,286.65,1001.4,1001.25,2.5995,5000.3247,5000.04,3000.25,2.6002,50900,180,4.5975,333.42,72.5647,710.08,1722.6,19.4256,600.66,91.7,600.66,9.9688,1001.4,10.959,66.2108,2.5995,76.7657,2.6002,75.6106,180,4.5975,11.1256,5000.3247,28.12,5000.04,15.7314,3000.25,9.1102,333.42,710.08,1722.6,33.07,9.585,5.04,12.3,25.7645,0.15,1.0004,14.8998,0.193,0.1291,0.1796,0.2439,0.159,0.1237,0.2066,0.1795,0.1954,0.1291,0.15,0.1237,14.8995,0.15,553.48,487.395,680,283.8,337.08,252.55,661.85,184.015,84.555,85.065,85.2975,82.395,83.46,81.855,60,536.58,50,593.0275,489.35,686.04,686.0375,661.85,14.6324,680,145.453,148.4212
86.75,186318,0.2999,0.3794,0.3794,57.525,4.5297,57.5625,286.83,1002.6,1002.15,2.6017,5000.3247,5000.04,3000.25,2.6016,51000,180,4.62,332.97,72.5615,710.48,1720.4399,19.4168,601.14,91.58,601.14,9.9668,1002.6,10.9591,66.2087,2.6017,76.7602,2.6016,75.6106,180,4.62,11.1255,5000.3247,28.1199,5000.04,15.7312,3000.25,9.114,332.97,710.48,1720.4399,33.105,9.566,5.377,12.299,26.243,0.1499,1.0004,14.8995,0.1929,0.1283,0.1817,0.2438,0.1601,0.1229,0.205,0.1817,0.1938,0.1283,0.1499,0.1229,14.8907,0.1499,557.04,487.485,680,283.8,337.08,252.55,661.85,184.015,84.525,85.0725,85.2675,82.4175,83.4975,81.87,60,539.79,50,593.3525,489.44,686.04,686.0375,661.85,14.6324,680,145.398,148.365
86.3,186329,0.2999,0.3794,0.3794,57.5625,4.4672,57.6375,286.74,1003.8,1003.5,2.6033,5000.3247,5000.04,3000.25,2.6034,51000,180,4.6475,332.79,72.557,710.96,1719.5399,19.4038,601.8,91.54,601.8,9.9642,1003.8,10.9591,66.2066,2.6033,76.7514,2.6034,75.6106,180,4.6475,11.1253,5000.3247,28.1199,5000.04,15.7309,3000.25,9.1179,332.79,710.96,1719.5399,33.135,9.532,5.434,12.298,27.0405,0.1499,1.0004,14.8907,0.1914,0.1273,0.1825,0.2438,0.1603,0.1219,0.2032,0.1825,0.192,0.1273,0.1499,0.1219,14.8901,0.1499,560.36,487.575,680,283.8,337.08,252.55,661.85,184.015,84.5625,85.08,85.23,82.4025,83.5425,81.8925,60,542.82,50,593.645,489.56,686.04,686.0375,661.85,14.6324,680,145.321,148.2862
86.275,186340,0.2999,0.3793,0.3793,57.525,4.0672,57.525,285.7275,1004.4,1004.85,2.6055,5000.3247,5000.04,3000.25,2.6054,51000,180,4.6775,332.82,72.5523,711.36,1719.5399,19.3903,602.28,91.54,602.28,9.9618,1004.4,10.9592,66.2033,2.6055,76.7397,2.6054,75.6106,180,4.6775,11.1251,5000.3247,28.1199,5000.04,15.7307,3000.25,9.1223,332.82,711.36,1719.5399,33.165,9.487,5.39,12.298,28.0305,0.1499,1.0004,14.8901,0.1898,0.1261,0.1824,0.2438,0.1599,0.1208,0.2014,0.1824,0.1902,0.1261,0.1499,0.1208,14.8895,0.1499,563.56,487.71,680,283.8,337.08,252.55,661.85,184.015,84.54,85.1175,85.2825,82.425,83.52,81.855,60,545.73,50,593.9375,489.68,686.04,686.0375,661.85,14.6324,680,145.255,148.2188
86.05,186340,0.2998,0.3793,0.3793,57.6375,4.7219,57.5625,286.065,1005.6,1006.2,2.607,5000.3247,5000.04,3000.25,2.606,51000,180,4.71,332.97,72.5471,711.76,1720.4399,19.3816,602.22,91.58,602.22,9.9585,1005.6,10.9593,66.1999,2.607,76.7307,2.606,75.6106,180,4.71,11.1249,5000.3247,28.1199,5000.04,15.7304,3000.25,9.125,332.97,711.76,1720.4399,33.195,9.433,5.351,12.298,29.158,0.1499,1.0004,14.8895,0.1882,0.1249,0.1817,0.2438,0.1591,0.1196,0.1996,0.1817,0.1884,0.1249,0.1499,0.1196,14.889,0.1499,566.56,487.845,680,283.8,337.12,252.55,661.85,184.015,84.54,85.08,85.305,82.44,83.5125,81.8625,60,548.46,50,594.23,489.83,686.04,686.0375,661.85,14.6324,680,145.178,148.14
86.1,186351,0.2998,0.3793,0.3793,57.5625,4.3641,57.6,285.39,1006.8,1007.55,2.6092,5000.3247,5000.04,3000.25,2.6082,51000,180,4.7425,333.21,72.54,712.32,1721.5199,19.3648,602.82,91.64,602.82,9.9547,1006.8,10.9593,66.1954,2.6092,76.7149,2.6082,75.6106,180,4.7425,11.1248,5000.3247,28.1199,5000.04,15.7302,3000.25,9.13,333.21,712.32,1721.5199,33.225,9.372,5.32,12.296,30.346,0.1499,1.0004,14.889,0.1867,0.1237,0.1805,0.2437,0.1579,0.1184,0.198,0.1805,0.1867,0.1237,0.1499,0.1184,14.8884,0.1499,569.4,488.025,680,283.8,337.12,252.55,661.85,184.015,84.5775,85.0425,85.3425,82.4025,83.55,81.87,60,551.04,50,594.555,490.01,686.04,686.0375,661.85,14.6324,680,145.101,148.0612
86.625,186362,0.2998,0.3793,0.3793,57.525,4.0938,57.5625,285.5925,1007.4,1008.9,2.61,4998.4248,5000.04,3000.25,2.608,51000,180,4.77,333.48,72.5345,712.56,1722.96,19.3538,602.76,91.72,602.76,9.9511,1007.4,10.9594,66.1915,2.61,76.7054,2.608,75.6106,180,4.77,11.1276,4998.4248,28.1199,5000.04,15.7299,3000.25,9.1305,333.48,712.56,1722.96,33.25,9.309,5.298,12.296,32.6285,0.1499,1.0004,14.8884,0.1855,0.1226,0.1792,0.2437,0.1567,0.1173,0.1965,0.1792,0.1852,0.1226,0.1499,0.1173,14.8879,0.1499,572.08,488.205,680,283.8,337.12,252.55,661.85,184.015,84.5625,85.05,85.3275,82.4325,83.58,81.8475,60,553.44,50,594.8475,490.19,686.04,686.0375,661.85,14.6324,680,145.024,147.9825
86.6,186362,0.2998,0.3793,0.3793,57.6375,4.0938,57.6,285.5025,1007.4,1009.8,2.6115,4998.4248,5000.04,3000.25,2.6076,51000,180,4.7925,333.72,72.5298,712.64,1724.22,19.3453,602.52,91.78,602.52,9.948,1007.4,10.9594,66.1867,2.6115,76.6969,2.6076,75.6106,180,4.7925,11.1284,4998.4248,28.1199,5000.04,15.7297,3000.25,9.1316,333.72,712.64,1724.22,33.28,9.246,5.286,12.295,32.6285,0.1499,1.0004,14.8879,0.1846,0.1218,0.178,0.2437,0.1556,0.1165,0.1954,0.1779,0.1842,0.1218,0.1499,0.1165,14.8873,0.1499,574.6,488.385,680,283.8,337.12,252.55,661.85,184.015,84.5175,85.0725,85.3125,82.44,83.5725,81.885,60,555.69,50,595.14,490.37,686.04,686.0375,661.85,14.6324,680,144.936,147.9037
86.5,186373,0.2998,0.3793,0.3793,57.525,4.0703,57.6,285.39,1008,1009.8,2.6122,4998.4248,5000.04,3000.25,2.6084,51000,180,4.805,333.93,72.5238,712.88,1725.2999,19.3326,602.7,91.84,602.7,9.9442,1008,10.9595,66.1821,2.6122,76.6844,2.6084,75.6106,180,4.805,11.1293,4998.4248,28.1199,5000.04,15.7294,3000.25,9.1339,333.93,712.88,1725.2999,33.31,9.192,5.285,12.295,33.4535,0.1499,1.0004,14.8873,0.1843,0.1213,0.1769,0.2437,0.1548,0.116,0.1949,0.1769,0.1837,0.1213,0.1499,0.116,14.8868,0.1499,576.88,488.565,680,283.8,337.12,252.55,661.85,184.015,84.5625,85.095,85.3575,82.4175,83.61,81.93,60,557.67,50,595.465,490.58,686.04,686.0375,661.85,14.6324,680,144.859,147.8138
86.675,186373,0.2998,0.3793,0.3793,57.6,4.2109,57.6,285.5025,1008,1009.8,2.6122,5000.7998,5000.04,2999.25,2.6084,51000,180,4.8125,334.11,72.5193,712.88,1726.2,19.3251,602.4,91.88,602.4,9.9408,1008,10.9595,66.178,2.6122,76.6739,2.6084,75.6106,180,4.8125,11.1263,5000.7998,28.1199,5000.04,15.7322,2999.25,9.1339,334.11,712.88,1726.2,33.335,9.15,5.3,12.296,33.998,0.1499,1.0004,14.8868,0.1844,0.121,0.1761,0.2437,0.1542,0.1157,0.1949,0.1761,0.1836,0.121,0.1499,0.1157,14.8862,0.1499,579,488.79,680,283.8,337.12,252.55,661.85,184.015,84.555,85.125,85.3425,82.44,83.6325,81.9675,60,559.47,50,595.7575,490.79,686.04,686.0375,661.85,14.6324,680,144.771,147.7237
86.625,186384,0.2998,0.3793,0.3793,57.5625,4.3969,57.6,285.525,1006.8,1009.8,2.6115,5000.7998,5000.04,2999.25,2.606,51000,180,4.8125,334.2,72.5173,712.56,1726.5599,19.3248,601.62,91.92,601.62,9.939,1006.8,10.9596,66.1747,2.6115,76.6724,2.606,75.6106,180,4.8125,11.1259,5000.7998,28.1198,5000.04,15.7329,2999.25,9.1294,334.2,712.56,1726.5599,33.365,9.119,5.331,12.296,34.273,0.15,1.0004,14.8862,0.185,0.1211,0.1757,0.2437,0.1539,0.1157,0.1953,0.1757,0.1841,0.1211,0.15,0.1157,14.8943,0.15,580.84,489.015,680,283.75,337.16,252.55,661.85,184.015,84.57,85.08,85.38,82.47,83.6325,81.975,60,561,50,596.0825,491,686.04,686.0375,661.85,14.6324,680,144.683,147.645
86.6,186384,0.2998,0.3792,0.3792,57.5625,3.9688,57.6,285.2325,1006.2,1008.9,2.6107,5000.3247,5000.04,2999.25,2.6054,51000,180,4.8075,334.23,72.5146,712.4,1726.74,19.3218,601.32,91.92,601.32,9.9369,1006.2,10.9596,66.1716,2.6107,76.6672,2.6054,75.6106,180,4.8075,11.1263,5000.3247,28.1198,5000.04,15.7337,2999.25,9.1289,334.23,712.4,1726.74,33.395,9.102,5.376,12.296,34.284,0.15,1.0004,14.8943,0.1859,0.1214,0.1755,0.2437,0.1539,0.1159,0.1961,0.1755,0.1849,0.1214,0.15,0.1159,14.894,0.15,582.44,489.24,680,283.75,337.16,252.55,661.85,184.015,84.5775,85.1175,85.395,82.425,83.6325,81.99,60,562.32,50,596.375,491.24,686.04,686.0375,661.85,14.6324,680,144.606,147.555
86.425,186384,0.2998,0.3792,0.3792,57.6375,4.6828,57.5625,284.895,1005,1008,2.6085,5000.3247,5000.04,3000.25,2.6036,51000,180,4.795,334.2,72.514,712,1726.74,19.3261,600.54,91.92,600.54,9.9358,1005,10.9597,66.1703,2.6085,76.6672,2.6036,75.6106,180,4.795,11.1261,5000.3247,28.1198,5000.04,15.7314,3000.25,9.1245,334.2,712,1726.74,33.42,9.098,5.433,12.297,34.0475,0.15,1.0004,14.894,0.1872,0.1219,0.1756,0.2436,0.1541,0.1164,0.1973,0.1756,0.1861,0.1219,0.15,0.1164,14.8937,0.15,583.8,489.51,680,283.75,337.16,252.55,661.85,184.015,84.5625,85.1175,85.3575,82.3725,83.6325,81.9675,60,563.37,50,596.6675,491.48,686.04,686.0375,661.85,14.6324,680,144.529,147.4762
86.25,186395,0.2998,0.3792,0.3792,57.6,4.6359,57.6,284.8725,1003.8,1007.1,2.6077,5000.3247,5000.04,3000.25,2.6026,51000,180,4.7775,334.14,72.5133,711.68,1726.38,19.3306,600,91.9,600,9.9353,1003.8,10.9598,66.1682,2.6077,76.6664,2.6026,75.6106,180,4.7775,11.1259,5000.3247,28.1198,5000.04,15.7312,3000.25,9.1217,334.14,711.68,1726.38,33.45,9.105,5.499,12.298,33.591,0.15,1.0004,14.8937,0.1888,0.1226,0.176,0.2436,0.1546,0.117,0.1987,0.1759,0.1875,0.1226,0.15,0.117,14.8934,0.15,584.92,489.735,680,283.75,337.16,252.55,661.85,184.015,84.57,85.125,85.3875,82.335,83.61,81.9375,60,564.24,50,596.9925,491.75,686.04,686.0375,661.85,14.6324,680,144.441,147.3975
86.075,186395,0.2997,0.3792,0.3792,57.6,4.3516,57.5625,284.445,1002.6,1005.75,2.6063,5000.3247,5000.04,3000.25,2.6006,51000,180,4.7575,334.02,72.5145,711.2,1725.84,19.3381,599.4,91.88,599.4,9.9352,1002.6,10.9598,66.1671,2.6063,76.6707,2.6006,75.6106,180,4.7575,11.1257,5000.3247,28.1198,5000.04,15.7309,3000.25,9.1179,334.02,711.2,1725.84,33.48,9.124,5.57,12.299,32.9475,0.15,1.0004,14.8934,0.1905,0.1235,0.1765,0.2436,0.1552,0.1178,0.2004,0.1764,0.1892,0.1235,0.15,0.1178,14.8932,0.15,585.8,490.005,680,283.75,337.16,252.55,661.85,184.015,84.5775,85.0875,85.3875,82.365,83.6175,81.9525,60,564.87,50,597.285,491.99,686.04,686.0375,661.85,14.6324,680,144.375,147.3187
86.925,186395,0.2997,0.3792,0.3792,57.5625,4.6969,57.6,284.58,1000.8,1004.4,2.604,5000.3247,5000.04,3000.25,2.599,51000,180,4.735,333.9,72.5157,710.8,1725.12,19.3451,599.04,91.84,599.04,9.9363,1000.8,10.9599,66.1673,2.604,76.6759,2.599,75.6106,180,4.735,11.1256,5000.3247,28.1198,5000.04,15.7307,3000.25,9.114,333.9,710.8,1725.12,33.51,9.152,5.644,12.299,32.1665,0.15,1.0004,14.8932,0.1924,0.1244,0.1771,0.2436,0.1559,0.1187,0.2021,0.177,0.191,0.1244,0.15,0.1187,14.8929,0.15,586.48,490.275,680,283.75,337.2,252.55,661.85,184.015,84.54,85.125,85.35,82.4025,83.58,81.96,60,565.32,50,597.5775,492.26,686.04,686.0375,661.85,14.6324,680,144.298,147.24
86.85,186395,0.2997,0.3792,0.3792,57.5625,4.5141,57.6,283.725,999.6,1003.05,2.6025,5000.3247,5000.04,3000.25,2.5974,51000,179.9875,4.71,333.75,72.5182,710.32,1724.3999,19.3573,598.38,91.8,598.38,9.9375,999.6,100,66.1674,2.6025,76.6832,2.5974,75.6121,179.9875,4.71,11.1254,5000.3247,28.1198,5000.04,15.7304,3000.25,9.1102,333.75,710.32,1724.3999,33.535,9.187,5.718,12.3,31.292,0.15,1.0004,14.8929,0.1943,0.1254,0.1778,0.2436,0.1567,0.1196,0.2039,0.1778,0.1928,0.1254,0.15,0.1196,14.9012,0.15,586.92,490.545,680,283.75,337.2,252.55,661.85,184.015,84.555,85.155,85.335,82.44,83.535,82.0125,60,565.59,50,597.87,492.53,686.04,686.0375,661.85,5,680,144.232,147.1725
86.375,186395,0.2998,0.3792,0.3792,57.5625,4.5141,57.5625,284.49,998.4,1001.7,2.601,5000.3247,5000.04,3000.25,2.5962,51000,179.9875,4.685,333.63,72.5208,709.92,1723.6799,19.3701,597.9,91.76,597.9,9.9392,998.4,100,66.1681,2.601,76.6909,2.5962,75.6126,179.9875,4.685,11.1252,5000.3247,28.1198,5000.04,15.7302,3000.25,9.1069,333.63,709.92,1723.6799,33.565,9.228,5.789,12.301,30.368,0.15,1.0004,14.9012,0.196,0.1264,0.1785,0.2436,0.1575,0.1206,0.2056,0.1785,0.1945,0.1264,0.15,0.1206,14.9012,0.15,587.2,490.77,680,283.75,337.2,252.55,661.85,184.015,84.5625,85.1775,85.2975,82.47,83.505,82.05,60,565.71,50,598.1625,492.8,686.04,686.0375,661.85,5,680,144.166,147.1162
86.2,186395,0.2997,0.3792,0.3792,57.6,4.1641,57.5625,284.265,976.8,9118.7998,2.5838,5000.3247,5000.04,3000.25,2.5804,51000,179.9875,4.4225,332.79,72.556,705.44,1719.36,19.5003,588.18,91.52,588.18,9.9668,976.8,100,66.185,2.5838,76.7549,2.5804,75.6131,179.9875,4.4225,11.1251,5000.3247,28.1198,5000.04,15.7299,3000.25,9.0701,332.79,705.44,1719.36,33.78,9.676,7.164,12.302,20.171,0.15,1.0004,14.9012,0.2004,0.137,0.1826,0.2436,0.1635,0.134,1.4086,0.1826,0.1983,0.137,0.15,0.134,14.9012,0.15,587.32,491.04,680,283.35,337.2,252.55,661.85,184.015,84.525,85.1475,85.3425,82.5,83.4975,82.0125,60,570.9,50,598.455,493.04,686.04,686.0375,661.85,5,680,144.111,147.0488
86.975,186835,0.2993,0.3788,0.3788,57.6,4.1641,57.525,284.22,995.4,9118.7998,2.5762,5007.9248,5006.9199,3004.5,2.5728,51000,179.9875,4.29,332.07,72.5787,703.44,1715.58,19.4378,597.12,91.32,597.12,9.9533,995.4,100,66.1979,2.5762,76.8079,2.5728,75.6136,179.9875,4.29,11.1129,5007.9248,28.1137,5006.9199,15.7169,3004.5,9.053,332.07,703.44,1715.58,33.96,9.676,7.164,12.305,20.171,0.1497,1.0004,14.9012,0.2004,0.1392,0.1861,0.2428,0.1672,0.134,1.4089,0.1861,0.1983,0.1392,0.1497,0.134,14.8065,0.1497,592.72,491.355,679.95,282.95,337.2,252.55,661.85,184.015,84.495,85.1625,85.3425,82.485,83.5425,82.035,60,578.13,50,598.715,493.34,686.04,686.0375,661.85,5,679.95,144.122,147.06
