AR1410B.PV,CCSFI1401A.PV,CCSFI1401B.PV,CCSFI1401C.PV,CCSFIC1401.PV,CCSPIC1415.PV,CCSPRC1415.PV,DR1103.PV,DR1105.PV,DR1106.PV,DR1107.PV,DR1108.PV,DR1110.PV,FI1102.PV,FI1107.PV,FI1110.PV,FI1111.PV,FI1112.PV,FI1113.PV,FI1213.PV,FI1424.PV,FI1902.PV,FIC_1121.PV,FIC_1122.MV,FIC_1122.PV,FIC_1123.PV,FIC_1127.MV,FIC_1127.PV,FI_1124.PV,FI_1127.PV,FRC1102.MV,FRC1102.PV,FRC1104.MV,FRC1107.MV,FRC1107.PV,FRC1113.MV,FRC1113.PV,FRC1213.MV,FRC1213.PV,FRC1424.PV,FRCA1110.MV,FRCA1110.PV,FRCA1111.MV,FRCA1111.PV,FRCA1112.MV,FRCA1112.PV,FRQ1623.PV,FRSA1101.PV,FT_1121.PV,FT_1122.PV,FT_1123.PV,LI1101.PV,LRCA1101.MV,LRCA1101.PV,PDIC_1133.MV,PDR1103.PV,PDR1106.PV,PDR1401.PV,PDRCA1109.MV,PDRCA1109.PV,PDRSA1104.PV,PI1101.PV,PI1110.PV,PIC1101A.MV,PIC1101A.PV,PIC1101B.MV,PIC1101B.PV,PI_1132A.PV,PI_1132B.PV,PI_1134.PV,PI_1136.PV,PI_1138A.PV,PI_1138B.PV,PI_1180.PV,PI_1182.PV,PR1102A.PV,PR1102B.PV,PR1401.PV,PRA1102.PV,PRCA1101B.MV,PRCA1101B.PV,TI1105A.PV,TI1105B.PV,TI1111.PV,TI1112.PV,TI1113.PV,TI1116A.PV,TI1116B.PV,TI1118A.PV,TI1118B.PV,TI1119A.PV,TI1119B.PV,TI1119C.PV,TI1119D.PV,TI1130.PV,TI1132.PV,TI1133.PV,TI1135.PV,TI1611.PV,TIA1114.PV,TIA2872.PV,TIA2873.PV,TIA2874.PV,TIA2875.PV,TIA2876.PV,TIA2877.PV,TIC_1101.MV,TIC_1101.PV,TIC_1155.MV,TIC_1155.PV,TI_1140.PV,TI_1142.PV,TI_1143A.PV,TI_1143B.PV,TI_1143C.PV,TI_1143D.PV,TI_1144.PV,TI_1145.PV,TI_1146.PV,TI_1147.PV,TI_1149A.PV,TI_1150A.PV,TI_1151A.PV,TI_1152A.PV,TI_1153A.PV,TI_1154A.PV,TRA1401A.PV,TRA1401B.PV,TRC1118A.MV,TRC1118A.PV,TRCA1130.PV,WR1104.PV,WRA1103.PV
86.35,186318.0,186318.0,186318.0,186318.0,0.3794,0.3794,57.5625,4.2344,57.5625,286.9875,357.8901,571.55,1000.8,2.601,5000.3247,5000.04,3000.0,2.6004,180.0125,4.5875,173.5965,343.08,72.5752,710.16,1772.64,19.4493,600.0,94.36,600.0,9.9847,1000.8,10.9095,66.2199,2.601,76.7742,2.6004,75.6242,180.0125,4.5875,11.1156,5000.3247,28.0935,5000.04,15.7182,3000.0,9.1118,173.586,343.11,710.16,1772.64,33.15,74.5457,33.15,20.7065,9.59,4.385,12.343,44.0896,45.84,25.4675,0.1496,1.0021,15.1107,15.1143,15.1107,15.1143,0.1806,0.1285,0.1312,0.2438,0.1285,0.1241,0.2092,0.1311,0.198,0.1285,0.1496,0.1241,15.1107,0.1496,543.72,544.72,486.18,489.15,487.17,516.7,516.7,680.05,681.8,686.15,686.15,680.05,680.05,210.74,273.75,355.85,355.85,251.85,661.9,84.6525,85.1775,85.26,82.215,83.565,81.96,44.0706,523.8,20.7059,590.07,210.74,516.71,516.725,516.725,516.725,516.725,516.71,488.18,686.16,686.15,523.8,523.8,523.8,590.07,590.07,590.07,661.9,650.45,12.9425,680.05,210.74,145.563,148.5338
86.925,186318.0,186318.0,186318.0,186318.0,0.3794,0.3794,57.525,4.3359,57.6375,286.7175,358.0623,571.0,1000.8,2.601,5000.3247,5000.04,3000.0,2.6004,180.0125,4.5875,173.5965,343.11,72.575,710.16,1772.64,19.4493,600.0,94.36,600.0,9.9844,1000.8,10.9096,66.2196,2.601,76.7737,2.6004,75.6237,180.0125,4.5875,11.1154,5000.3247,28.0934,5000.04,15.7182,3000.0,9.1118,173.586,343.11,710.16,1772.64,33.15,74.5645,33.15,20.7054,9.589,4.384,12.343,44.0706,45.864,25.484,0.1496,1.0021,15.1071,15.1107,15.1071,15.1107,0.1806,0.1285,0.1312,0.2439,0.1285,0.1241,0.2092,0.1311,0.198,0.1285,0.1496,0.1241,15.1071,0.1496,543.76,544.76,486.225,489.15,487.215,516.75,516.75,680.05,681.8,686.15,686.15,680.05,680.05,210.74,273.75,355.85,355.85,251.875,661.9,84.66,85.17,85.275,82.26,83.5425,82.0125,44.0552,523.8,20.7049,590.07,210.74,516.74,516.725,516.725,516.725,516.725,516.74,488.18,686.16,686.15,523.8,523.8,523.8,590.07,590.07,590.07,661.9,650.5,12.9432,680.05,210.74,145.563,148.5338
86.3,186318.0,186318.0,186318.0,186318.0,0.3794,0.3794,57.5625,4.3891,57.525,287.055,358.3034,571.55,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6,180.0125,4.5875,173.556,343.11,72.5747,710.16,1772.64,19.4493,600.0,94.36,600.0,9.9848,1000.2,10.9096,66.22,2.6003,76.7747,2.6,75.6232,180.0125,4.5875,11.1153,5000.3247,28.0934,5000.04,15.7182,3000.0,9.1102,173.544,343.11,710.16,1772.64,33.15,74.5832,33.15,20.7043,9.588,4.383,12.344,44.0552,45.882,25.495,0.1496,1.0022,15.1035,15.1071,15.1035,15.1071,0.1806,0.1285,0.1311,0.2439,0.1285,0.1241,0.2091,0.1311,0.1979,0.1285,0.1496,0.1241,15.1035,0.1496,543.76,544.76,486.225,489.195,487.215,516.75,516.75,680.05,681.8,686.15,686.15,680.05,680.05,210.74,273.75,355.85,355.85,251.875,661.9,84.6825,85.14,85.2825,82.2225,83.5125,81.975,44.0398,523.8,20.7038,590.07,210.74,516.77,516.76,516.76,516.76,516.76,516.77,488.21,686.16,686.15,523.83,523.83,523.83,590.07,590.07,590.07,661.9,650.5,12.9439,680.05,210.74,145.563,148.5338
86.0,186318.0,186318.0,186318.0,186318.0,0.3794,0.3794,57.6,4.3281,57.6,286.9875,358.0279,571.3,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6,180.0125,4.5875,173.556,343.11,72.5738,710.24,1772.64,19.4493,600.0,94.36,600.06,9.9847,1000.2,10.9097,66.2199,2.6003,76.7747,2.6,75.6227,180.0125,4.5875,11.1151,5000.3247,28.0934,5000.04,15.7182,3000.0,9.1108,173.544,343.11,710.24,1772.64,33.145,74.602,33.15,20.7033,9.587,4.381,12.343,44.0398,45.906,25.517,0.1496,1.0024,15.1085,15.1035,15.1085,15.1035,0.1805,0.1285,0.1311,0.2439,0.1285,0.1241,0.2091,0.1311,0.1979,0.1285,0.1496,0.1241,15.1085,0.1496,543.76,544.76,486.27,489.24,487.26,516.8,516.8,680.05,681.8,686.15,686.15,680.05,680.05,210.76,273.75,355.85,355.85,251.875,661.9,84.7125,85.095,85.2375,82.2525,83.535,82.02,44.0207,523.83,20.7028,590.07,210.76,516.8,516.795,516.795,516.795,516.795,516.8,488.24,686.16,686.15,523.83,523.83,523.83,590.07,590.07,590.07,661.9,650.5,12.9445,680.05,210.76,145.563,148.5338
86.25,186307.0,186307.0,186307.0,186318.0,0.3794,0.3794,57.525,4.5969,57.6,286.29,357.9245,571.1,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6,180.0125,4.5875,173.529,343.11,72.5747,710.08,1772.64,19.4486,600.06,94.36,600.06,9.9846,1000.2,10.9097,66.2199,2.6003,76.7747,2.6,75.6222,180.0125,4.5875,11.1149,5000.3247,28.0934,5000.04,15.7182,3000.0,9.1102,173.53,343.11,710.08,1772.64,33.145,74.5701,33.145,20.7022,9.586,4.379,12.343,44.0207,45.924,25.528,0.1496,1.0025,15.1052,15.1085,15.1052,15.1085,0.1805,0.1285,0.1311,0.2439,0.1284,0.1241,0.2091,0.1311,0.1979,0.1285,0.1496,0.1241,15.1052,0.1496,543.76,544.76,486.27,489.24,487.26,516.8,516.8,680.05,681.8,686.15,686.15,680.05,680.05,210.76,273.75,355.85,355.85,251.875,661.9,84.7125,85.11,85.26,82.2525,83.55,81.9975,44.0053,523.83,20.7017,590.07,210.76,516.83,516.83,516.83,516.83,516.83,516.83,488.27,686.16,686.15,523.83,523.83,523.83,590.07,590.07,590.07,661.9,650.5,12.9452,680.05,210.76,145.563,148.5338
86.375,186307.0,186307.0,186307.0,186307.0,0.3794,0.3794,57.5625,4.0922,57.5625,286.515,358.1312,570.95,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6,180.0125,4.5875,173.502,343.11,72.5746,710.08,1772.64,19.4483,600.06,94.36,600.06,9.9846,1000.2,10.9098,66.2198,2.6003,76.7747,2.6,75.6217,180.0125,4.5875,11.1147,5000.3247,28.0934,5000.04,15.7182,3000.0,9.1108,173.502,343.11,710.08,1772.64,33.145,74.5882,33.145,20.7012,9.585,4.378,12.342,44.0053,45.942,25.5445,0.1496,1.0025,15.1018,15.1052,15.1018,15.1052,0.1805,0.1285,0.1311,0.2439,0.1284,0.1241,0.2091,0.1311,0.1979,0.1285,0.1496,0.1241,15.1018,0.1496,543.76,544.76,486.315,489.285,487.305,516.85,516.85,680.05,681.8,686.15,686.15,680.05,680.05,210.76,273.8,355.85,355.85,251.875,661.9,84.7275,85.14,85.2825,82.26,83.58,81.9825,43.9898,523.83,20.7006,590.07,210.76,516.83,516.83,516.83,516.83,516.83,516.83,488.3,686.16,686.1875,523.83,523.83,523.83,590.07,590.07,590.07,661.9,650.5,12.9459,680.05,210.76,145.563,148.5338
86.5,186307.0,186307.0,186307.0,186307.0,0.3794,0.3794,57.6,4.6859,57.525,286.7625,358.0623,571.05,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6,180.0125,4.5875,173.502,343.11,72.5745,710.08,1772.64,19.4481,600.06,94.36,600.06,9.9845,1000.2,10.9099,66.2197,2.6003,76.7747,2.6,75.6212,180.0125,4.5875,11.1146,5000.3247,28.0934,5000.04,15.7182,3000.0,9.1108,173.502,343.11,710.08,1772.64,33.145,74.6064,33.145,20.7001,9.584,4.377,12.343,43.9898,45.954,25.5555,0.1496,1.0026,15.0985,15.1018,15.0985,15.1018,0.1805,0.1285,0.1311,0.2439,0.1284,0.1241,0.2091,0.131,0.1979,0.1285,0.1496,0.1241,15.0985,0.1496,543.8,544.76,486.36,489.285,487.305,516.85,516.85,680.05,681.8,686.15,686.15,680.05,680.05,210.78,273.8,355.9,355.9,251.9,661.9,84.7575,85.14,85.32,82.26,83.5575,82.02,43.9743,523.83,20.6996,590.07,210.78,516.86,516.865,516.865,516.865,516.865,516.86,488.3,686.16,686.1875,523.83,523.83,523.83,590.07,590.07,590.07,661.9,650.5,12.9465,680.05,210.78,145.563,148.5338
86.15,186307.0,186307.0,186307.0,186307.0,0.3794,0.3794,57.6,4.2641,57.6375,286.5375,357.7179,571.45,1000.2,2.6003,4998.4248,5000.04,3000.0,2.6,180.0125,4.5875,173.502,343.11,72.5743,710.08,1772.64,19.4478,600.06,94.36,600.06,9.9844,1000.2,10.9099,66.2196,2.6003,76.7747,2.6,75.6207,180.0125,4.5875,11.1169,4998.4248,28.0934,5000.04,15.7182,3000.0,9.1108,173.502,343.11,710.08,1772.8199,33.14,74.6245,33.145,20.699,9.583,4.376,12.343,43.9743,45.972,25.5665,0.1496,1.0027,15.0952,15.0985,15.0952,15.0985,0.1804,0.1284,0.1311,0.2439,0.1284,0.1241,0.2091,0.131,0.1979,0.1284,0.1496,0.1241,15.0952,0.1496,543.8,544.8,486.36,489.33,487.35,516.9,516.9,680.05,681.8,686.15,686.15,680.05,680.05,210.78,273.8,355.9,355.9,251.9,661.9,84.765,85.14,85.2975,82.23,83.565,82.0575,43.9588,523.83,20.6985,590.07,210.78,516.89,516.9,516.9,516.9,516.9,516.89,488.33,686.16,686.1875,523.83,523.83,523.83,590.07,590.07,590.07,661.9,650.5,12.9472,680.05,210.78,145.563,148.5338
86.1,186307.0,186307.0,186307.0,186307.0,0.3794,0.3794,57.525,4.3391,57.6,287.1225,358.1656,571.0,1000.2,2.6003,4998.4248,5000.04,3000.0,2.6,180.0125,4.5875,173.4615,343.11,72.5742,710.08,1772.8199,19.4476,600.06,94.36,600.06,9.9843,1000.2,10.91,66.2195,2.6003,76.7747,2.6,75.6202,180.0125,4.5875,11.1177,4998.4248,28.0934,5000.04,15.7182,3000.0,9.1108,173.46,343.11,710.08,1772.8199,33.14,74.592,33.14,20.698,9.583,4.374,12.343,43.9588,45.978,25.5775,0.1496,1.0027,15.0918,15.0952,15.0918,15.0952,0.1804,0.1284,0.1311,0.2439,0.1284,0.1241,0.209,0.131,0.1979,0.1284,0.1496,0.1241,15.0918,0.1496,543.8,544.8,486.405,489.33,487.35,516.9,516.9,680.1,681.85,686.15,686.15,680.1,680.1,210.78,273.8,355.9,355.9,251.9,661.9,84.765,85.1625,85.3275,82.2675,83.58,82.02,43.9434,523.83,20.6975,590.07,210.78,516.92,516.9,516.9,516.9,516.9,516.92,488.36,686.16,686.1875,523.83,523.83,523.83,590.07,590.07,590.07,661.9,650.5,12.9479,680.05,210.78,145.574,148.545
86.875,186307.0,186307.0,186307.0,186307.0,0.3794,0.3794,57.6,4.4234,57.6,287.2575,357.6146,571.4,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6,180.025,4.5875,173.448,343.11,72.5741,710.08,1772.8199,19.4473,600.06,94.36,600.06,9.9842,1000.2,10.91,66.2194,2.6003,76.7747,2.6,75.6182,180.025,4.5875,11.1161,5000.3247,28.0933,5000.04,15.7182,3000.0,9.1108,173.446,343.11,710.08,1772.8199,33.14,74.6095,33.14,20.6969,9.582,4.372,12.341,43.9434,45.99,25.5885,0.1497,1.0029,15.0971,15.0918,15.0971,15.0918,0.1804,0.1284,0.1311,0.2439,0.1284,0.1241,0.209,0.131,0.1979,0.1284,0.1497,0.1241,15.0971,0.1497,543.8,544.8,486.405,489.375,487.395,516.95,516.95,680.1,681.85,686.2,686.2,680.1,680.1,210.8,273.8,355.9,355.9,251.9,661.9,84.7425,85.1325,85.2975,82.26,83.6025,82.05,43.9279,523.83,20.6964,590.07,210.8,516.95,516.935,516.935,516.935,516.935,516.95,488.39,686.2,686.1875,523.83,523.83,523.83,590.07,590.07,590.07,661.9,650.5,12.9592,680.1,210.8,145.574,148.545
86.85,186307.0,186307.0,186307.0,186307.0,0.3794,0.3794,57.5625,3.8922,57.6,287.2125,358.2,570.65,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6,180.025,4.59,173.448,343.11,72.574,710.08,1772.8199,19.4471,600.06,94.36,600.06,9.9841,1000.2,10.9101,66.2194,2.6003,76.7747,2.6,75.6172,180.025,4.59,11.1159,5000.3247,28.0933,5000.04,15.7182,3000.0,9.1108,173.446,343.11,710.08,1772.8199,33.14,74.627,33.14,20.6959,9.582,4.372,12.342,43.9279,46.008,25.5995,0.1497,1.003,15.0941,15.0971,15.0941,15.0971,0.1804,0.1284,0.1311,0.2439,0.1284,0.1241,0.209,0.131,0.1979,0.1284,0.1497,0.124,15.0941,0.1497,543.8,544.8,486.45,489.375,487.395,516.95,516.95,680.1,681.85,686.2,686.2,680.1,680.1,210.8,273.8,355.9,355.9,251.9,661.9,84.69,85.1475,85.29,82.23,83.6175,82.065,43.9124,523.83,20.6953,590.07,210.8,516.98,516.97,516.97,516.97,516.97,516.98,488.42,686.2,686.1875,523.83,523.83,523.83,590.07,590.07,590.07,661.9,650.5,12.9605,680.1,210.8,145.574,148.545
86.575,186307.0,186307.0,186307.0,186307.0,0.3794,0.3794,57.5625,4.275,57.5625,286.4925,357.5801,571.55,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6,180.0125,4.59,173.3805,343.11,72.5738,710.08,1772.8199,19.4468,600.06,94.36,600.06,9.9841,1000.2,10.9101,66.2193,2.6003,76.7747,2.6,75.6177,180.0125,4.59,11.1157,5000.3247,28.0933,5000.04,15.7182,3000.0,9.1108,173.376,343.11,710.08,1772.8199,33.135,74.6445,33.14,20.6948,9.581,4.369,12.342,43.9124,46.02,25.6105,0.1497,1.003,15.091,15.0941,15.091,15.0941,0.1803,0.1284,0.1311,0.2439,0.1284,0.124,0.209,0.131,0.1979,0.1284,0.1497,0.124,15.091,0.1497,543.8,544.8,486.45,489.42,487.44,517.0,517.0,680.1,681.85,686.2,686.2,680.1,680.1,210.82,273.8,355.9,355.9,251.925,661.9,84.6525,85.1175,85.2375,82.275,83.6175,82.095,43.8969,523.83,20.6943,590.07,210.82,516.98,517.005,517.005,517.005,517.005,516.98,488.42,686.2,686.1875,523.83,523.83,523.83,590.07,590.07,590.07,661.9,650.5,12.9619,680.1,210.82,145.574,148.545
86.025,186307.0,186307.0,186307.0,186307.0,0.3794,0.3794,57.6,4.4,57.6,287.0325,357.4768,571.4,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6002,180.0125,4.59,173.3805,343.11,72.5737,710.08,1772.8199,19.4466,600.06,94.38,600.06,9.984,1000.2,10.9102,66.2192,2.6003,76.774,2.6002,75.6172,180.0125,4.59,11.1156,5000.3247,28.0933,5000.04,15.7182,3000.0,9.1108,173.376,343.11,710.08,1772.8199,33.135,74.6114,33.135,20.6937,9.58,4.366,12.342,43.8969,46.032,25.6215,0.1497,1.0031,15.0879,15.091,15.0879,15.091,0.1803,0.1284,0.1311,0.2439,0.1284,0.124,0.209,0.131,0.1978,0.1284,0.1497,0.124,15.0879,0.1497,543.8,544.8,486.495,489.42,487.485,517.0,517.0,680.1,681.85,686.2,686.2,680.1,680.1,210.82,273.85,355.9,355.9,251.925,661.95,84.6225,85.155,85.23,82.29,83.61,82.125,43.8814,523.83,20.6932,590.07,210.82,517.01,517.005,517.005,517.005,517.005,517.01,488.45,686.2,686.1875,523.83,523.83,523.83,590.07,590.07,590.07,661.95,650.5,12.9632,680.1,210.82,145.574,148.545
86.55,186307.0,186307.0,186307.0,186307.0,0.3794,0.3794,57.6,4.5266,57.5625,286.4025,357.8557,571.6,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6002,180.0125,4.59,173.394,343.11,72.5736,710.08,1772.8199,19.4463,600.06,94.38,600.12,9.9839,1000.2,10.9102,66.2191,2.6003,76.7737,2.6002,75.6167,180.0125,4.59,11.1154,5000.3247,28.0933,5000.04,15.7182,3000.0,9.1108,173.39,343.11,710.08,1772.8199,33.135,74.6282,33.135,20.6927,9.579,4.363,12.342,43.8814,46.086,25.638,0.1497,1.0033,15.0849,15.0879,15.0849,15.0879,0.1802,0.1284,0.131,0.2439,0.1284,0.124,0.209,0.131,0.1977,0.1284,0.1497,0.124,15.0849,0.1497,543.8,544.8,486.495,489.465,487.485,517.05,517.05,680.1,681.85,686.2,686.2,680.1,680.1,210.82,273.85,355.95,355.95,251.925,661.95,84.5775,85.1925,85.2375,82.26,83.61,82.1475,43.866,523.83,20.6922,590.07,210.82,517.04,517.04,517.04,517.04,517.04,517.04,488.48,686.2,686.1875,523.86,523.86,523.86,590.07,590.07,590.07,661.95,650.5,12.9645,680.1,210.82,145.574,148.545
86.425,186307.0,186307.0,186307.0,186307.0,0.3794,0.3794,57.5625,4.0141,57.525,287.145,357.7179,571.05,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6002,180.0125,4.59,173.3535,343.11,72.5735,710.08,1772.8199,19.4453,600.12,94.38,600.12,9.9838,1000.2,10.9103,66.219,2.6003,76.7735,2.6002,75.6162,180.0125,4.59,11.1152,5000.3247,28.0933,5000.04,15.7182,3000.0,9.1108,173.348,343.14,710.08,1772.8199,33.13,74.6451,33.135,20.6916,9.578,4.359,12.341,43.866,46.134,25.6655,0.1497,1.0034,15.0818,15.0849,15.0818,15.0849,0.1802,0.1283,0.131,0.2439,0.1283,0.124,0.2089,0.131,0.1977,0.1283,0.1497,0.124,15.0818,0.1497,543.8,544.8,486.54,489.465,487.53,517.05,517.05,680.1,681.85,686.2,686.2,680.1,680.1,210.84,273.85,355.95,355.95,251.925,661.95,84.6075,85.14,85.245,82.2375,83.61,82.1175,43.8467,523.86,20.6761,590.1025,210.84,517.07,517.075,517.075,517.075,517.075,517.07,488.51,686.2,686.1875,523.86,523.86,523.86,590.1025,590.1025,590.1025,661.95,650.5,12.9659,680.1,210.84,145.574,148.545
86.825,186296.0,186296.0,186296.0,186307.0,0.3794,0.3794,57.5625,4.2359,57.5625,287.1675,358.2345,571.55,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6002,180.0125,4.5925,173.3535,343.14,72.5727,710.16,1772.8199,19.4448,600.12,94.38,600.12,9.9837,1000.2,10.9104,66.2189,2.6003,76.7732,2.6002,75.6157,180.0125,4.5925,11.115,5000.3247,28.0933,5000.04,15.7182,3000.0,9.1113,173.348,343.14,710.16,1772.8199,33.13,74.6114,33.13,20.6753,9.576,4.358,12.341,43.8467,46.182,25.6985,0.1497,1.0034,15.0788,15.0818,15.0788,15.0818,0.1802,0.1283,0.131,0.2439,0.1283,0.124,0.2089,0.131,0.1977,0.1283,0.1497,0.124,15.0788,0.1497,543.8,544.8,486.54,489.51,487.53,517.1,517.1,680.1,681.85,686.2,686.2,680.1,680.1,210.84,273.85,356.0,356.0,251.925,661.95,84.585,85.14,85.215,82.2,83.6175,82.11,43.8311,523.86,20.6745,590.1025,210.84,517.1,517.075,517.075,517.075,517.075,517.1,488.51,686.2,686.1875,523.86,523.86,523.86,590.1025,590.1025,590.1025,661.95,650.5,12.9672,680.1,210.84,145.574,148.545
86.55,186296.0,186296.0,186296.0,186296.0,0.3794,0.3794,57.6,4.1891,57.5625,286.7625,358.2345,571.55,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6002,180.025,4.5925,173.313,343.14,72.5725,710.16,1772.8199,19.4443,600.12,94.38,600.0,9.9837,1000.2,10.9104,66.2189,2.6003,76.773,2.6002,75.6137,180.025,4.5925,11.1149,5000.3247,28.0933,5000.04,15.7182,3000.0,9.1113,173.306,343.14,710.16,1772.8199,33.13,74.6276,33.13,20.6738,9.575,4.361,12.341,43.8311,46.224,25.726,0.1497,1.0035,15.0843,15.0788,15.0843,15.0788,0.1802,0.1283,0.131,0.2439,0.1283,0.1239,0.2088,0.131,0.1976,0.1283,0.1497,0.1239,15.0843,0.1497,543.8,544.8,486.585,489.51,487.575,517.1,517.1,680.1,681.85,686.2,686.2,680.1,680.1,210.84,273.9,356.0,356.0,251.925,661.95,84.5475,85.185,85.215,82.2,83.58,82.05,43.8156,523.86,20.673,590.1025,210.84,517.1,517.11,517.11,517.11,517.11,517.1,488.54,686.2,686.1875,523.86,523.86,523.86,590.1025,590.1025,590.1025,661.95,650.5,12.9685,680.1,210.84,145.574,148.545
86.475,186296.0,186296.0,186296.0,186296.0,0.3794,0.3794,57.525,4.5312,57.6,286.8075,358.1312,570.7,1000.2,2.6003,4997.9497,5000.04,3000.0,2.6004,180.025,4.5925,173.2725,343.14,72.5722,710.16,1772.8199,19.4453,600.0,94.38,600.0,9.9836,1000.2,10.9105,66.2188,2.6003,76.772,2.6004,75.6127,180.025,4.5925,11.1178,4997.9497,28.0933,5000.04,15.7182,3000.0,9.1113,173.264,343.14,710.16,1772.8199,33.13,74.6439,33.13,20.6722,9.574,4.362,12.34,43.8156,46.266,25.759,0.1497,1.0036,15.0816,15.0843,15.0816,15.0843,0.1802,0.1283,0.1309,0.2439,0.1283,0.1239,0.2088,0.1309,0.1976,0.1283,0.1497,0.1239,15.0816,0.1497,543.84,544.8,486.585,489.555,487.575,517.1,517.1,680.1,681.85,686.2,686.2,680.1,680.1,210.86,273.9,356.0,356.0,251.95,661.95,84.57,85.185,85.215,82.17,83.5425,82.0125,43.8,523.86,20.6714,590.1025,210.86,517.13,517.145,517.145,517.145,517.145,517.13,488.57,686.2,686.1875,523.89,523.89,523.89,590.1025,590.1025,590.1025,661.95,650.5,12.9699,680.1,210.86,145.585,148.5562
86.55,186296.0,186296.0,186296.0,186296.0,0.3794,0.3794,57.6,4.4141,57.6,286.8075,358.2689,571.4,1000.8,2.601,4997.9497,5000.04,3000.0,2.6004,180.025,4.5925,173.2725,343.14,72.572,710.16,1772.8199,19.4453,600.0,94.38,600.0,9.9827,1000.8,10.9105,66.2179,2.601,76.7715,2.6004,75.6117,180.025,4.5925,11.1189,4997.9497,28.0932,5000.04,15.7182,3000.0,9.1113,173.264,343.14,710.16,1773.0,33.125,74.6601,33.13,20.6707,9.572,4.364,12.339,43.8,46.302,25.7865,0.1497,1.0036,15.0788,15.0816,15.0788,15.0816,0.1802,0.1283,0.1309,0.2439,0.1283,0.1239,0.2087,0.1309,0.1975,0.1283,0.1497,0.1239,15.0788,0.1497,543.84,544.84,486.63,489.555,487.62,517.15,517.15,680.1,681.85,686.2,686.2,680.1,680.1,210.86,273.9,356.05,356.05,251.95,661.95,84.585,85.14,85.2075,82.14,83.5275,82.05,43.7806,523.89,20.6699,590.1025,210.86,517.16,517.145,517.145,517.145,517.145,517.16,488.6,686.2,686.225,523.89,523.89,523.89,590.1025,590.1025,590.1025,661.95,650.5,12.9712,680.1,210.86,145.585,148.5562
86.375,186296.0,186296.0,186296.0,186296.0,0.3794,0.3794,57.6,4.7266,57.6,286.7175,357.959,571.4,1000.8,2.601,5000.3247,5000.04,3000.0,2.6004,180.0125,4.5925,173.259,343.14,72.5717,710.16,1773.0,19.4453,600.0,94.38,600.18,9.9824,1000.8,10.9106,66.2176,2.601,76.771,2.6004,75.6122,180.0125,4.5925,11.1169,5000.3247,28.0932,5000.04,15.7182,3000.0,9.1113,173.25,343.14,710.16,1773.0,33.125,74.6258,33.125,20.6691,9.571,4.364,12.34,43.7806,46.338,25.8085,0.1497,1.0037,15.076,15.0788,15.076,15.0788,0.1802,0.1282,0.1309,0.2439,0.1283,0.1239,0.2087,0.1309,0.1975,0.1283,0.1497,0.1239,15.076,0.1497,543.84,544.84,486.63,489.6,487.62,517.15,517.15,680.1,681.85,686.2,686.2,680.1,680.1,210.86,273.9,356.05,356.05,251.95,661.95,84.5775,85.1175,85.245,82.1175,83.5725,81.9975,43.7649,523.89,20.6683,590.1025,210.86,517.19,517.18,517.18,517.18,517.18,517.19,488.6,686.2,686.225,523.92,523.92,523.92,590.1025,590.1025,590.1025,661.95,650.5,12.9725,680.1,210.86,145.585,148.5562
86.225,186296.0,186296.0,186296.0,186296.0,0.3794,0.3794,57.525,4.1875,57.6,286.7625,357.649,571.3,1000.8,2.601,5000.3247,5000.04,3000.0,2.6004,180.0125,4.595,173.259,343.14,72.5715,710.16,1773.0,19.4431,600.18,94.38,600.18,9.9821,1000.8,10.9106,66.2173,2.601,76.7705,2.6004,75.6117,180.0125,4.595,11.1167,5000.3247,28.0932,5000.04,15.7182,3000.0,9.1118,173.25,343.14,710.16,1773.0,33.125,74.6414,33.125,20.6675,9.57,4.364,12.341,43.7649,46.362,25.825,0.1497,1.0039,15.0732,15.076,15.0732,15.076,0.1802,0.1282,0.1309,0.2439,0.1282,0.1239,0.2087,0.1309,0.1975,0.1282,0.1497,0.1239,15.0732,0.1497,543.84,544.84,486.675,489.6,487.62,517.2,517.2,680.1,681.85,686.2,686.2,680.1,680.1,210.88,273.9,356.05,356.05,251.95,661.95,84.615,85.11,85.2375,82.125,83.52,82.005,43.7454,523.92,20.6668,590.1025,210.88,517.19,517.215,517.215,517.215,517.215,517.19,488.63,686.2,686.225,523.92,523.92,523.92,590.1025,590.1025,590.1025,661.95,650.5,12.9739,680.1,210.88,145.585,148.5562
