AR1410B.PV,CCSFI1401A.PV,CCSFI1401B.PV,CCSFI1401C.PV,CCSFIC1401.PV,CCSPIC1415.PV,CCSPRC1415.PV,DR1103.PV,DR1105.PV,DR1106.PV,DR1107.PV,DR1108.PV,DR1110.PV,FI1102.PV,FI1107.PV,FI1110.PV,FI1111.PV,FI1112.PV,FI1113.PV,FI1213.PV,FI1424.PV,FI1902.PV,FIC_1121.PV,FIC_1122.MV,FIC_1122.PV,FIC_1123.PV,FIC_1127.MV,FIC_1127.PV,FI_1124.PV,FI_1127.PV,FRC1102.MV,FRC1102.PV,FRC1104.MV,FRC1107.MV,FRC1107.PV,FRC1113.MV,FRC1113.PV,FRC1213.MV,FRC1213.PV,FRC1424.PV,FRCA1110.MV,FRCA1110.PV,FRCA1111.MV,FRCA1111.PV,FRCA1112.MV,FRCA1112.PV,FRQ1623.PV,FRSA1101.PV,FT_1121.PV,FT_1122.PV,FT_1123.PV,LI1101.PV,LRCA1101.MV,LRCA1101.PV,PDIC_1133.MV,PDR1103.PV,PDR1106.PV,PDR1401.PV,PDRCA1109.MV,PDRCA1109.PV,PDRSA1104.PV,PI1101.PV,PI1110.PV,PIC1101A.MV,PIC1101A.PV,PIC1101B.MV,PIC1101B.PV,PI_1132A.PV,PI_1132B.PV,PI_1134.PV,PI_1136.PV,PI_1138A.PV,PI_1138B.PV,PI_1180.PV,PI_1182.PV,PR1102A.PV,PR1102B.PV,PR1401.PV,PRA1102.PV,PRCA1101B.MV,PRCA1101B.PV,TI1105A.PV,TI1105B.PV,TI1111.PV,TI1112.PV,TI1113.PV,TI1116A.PV,TI1116B.PV,TI1118A.PV,TI1118B.PV,TI1119A.PV,TI1119B.PV,TI1119C.PV,TI1119D.PV,TI1130.PV,TI1132.PV,TI1133.PV,TI1135.PV,TI1611.PV,TIA1114.PV,TIA2872.PV,TIA2873.PV,TIA2874.PV,TIA2875.PV,TIA2876.PV,TIA2877.PV,TIC_1101.MV,TIC_1101.PV,TIC_1155.MV,TIC_1155.PV,TI_1140.PV,TI_1142.PV,TI_1143A.PV,TI_1143B.PV,TI_1143C.PV,TI_1143D.PV,TI_1144.PV,TI_1145.PV,TI_1146.PV,TI_1147.PV,TI_1149A.PV,TI_1150A.PV,TI_1151A.PV,TI_1152A.PV,TI_1153A.PV,TI_1154A.PV,TRA1401A.PV,TRA1401B.PV,TRC1118A.MV,TRC1118A.PV,TRCA1130.PV,WR1104.PV,WRA1103.PV
86.875,186681.0,186681.0,186681.0,186681.0,0.3786,0.3787,57.6,4.0312,57.5625,286.785,358.0279,571.05,999.6,2.5995,5000.3247,5000.8999,3000.0,2.5998,179.9875,4.5375,176.283,342.78,72.5935,709.84,1771.0199,19.4785,600.12,94.28,599.94,10.0005,999.6,10.9042,66.2403,2.5995,76.8054,2.5998,75.6283,179.9875,4.5375,11.1156,5000.3247,28.0944,5000.8999,15.7182,3000.0,9.1091,176.288,342.78,709.84,1771.0199,33.11,72.3115,33.105,20.7547,9.713,4.292,12.347,45.4646,42.174,22.3545,0.1482,0.996,15.5318,15.5399,15.5318,15.5399,0.1812,0.1302,0.1328,0.2428,0.1302,0.1259,0.2122,0.1328,0.2006,0.1301,0.1482,0.1259,15.5318,0.1482,538.68,539.64,484.245,487.17,485.235,514.6,514.6,679.8,681.55,685.9,685.9,679.8,679.8,210.06,274.1,356.35,356.35,251.45,661.7,84.6225,85.1925,85.2225,82.275,83.43,82.035,45.4617,518.91,20.7554,589.9075,210.06,514.64,514.625,514.625,514.625,514.625,514.64,486.23,685.88,685.8875,519.0,519.0,519.0,589.9075,589.9075,589.9075,661.7,650.3,12.9945,679.8,210.06,145.607,148.5788
86.15,186670.0,186670.0,186670.0,186681.0,0.3787,0.3787,57.525,4.3016,57.525,286.7175,357.7868,571.2,999.6,2.5995,5000.3247,5000.8999,3000.0,2.5998,179.9875,4.5375,176.283,342.78,72.5938,709.84,1771.0199,19.4803,599.94,94.28,599.94,10.0006,999.6,10.9043,66.2405,2.5995,76.8056,2.5998,75.6288,179.9875,4.5375,11.1154,5000.3247,28.0942,5000.8999,15.7182,3000.0,9.1091,176.288,342.78,709.84,1771.0199,33.11,72.3752,33.11,20.7561,9.713,4.292,12.345,45.4617,42.186,22.382,0.1483,0.996,15.5241,15.5318,15.5241,15.5318,0.1812,0.1302,0.1328,0.2428,0.1302,0.1259,0.2122,0.1328,0.2006,0.1301,0.1483,0.1259,15.5241,0.1483,538.76,539.72,484.245,487.215,485.235,514.65,514.65,679.8,681.55,685.9,685.9,679.8,679.8,210.08,274.1,356.3,356.3,251.45,661.7,84.63,85.2075,85.2675,82.245,83.4225,82.0425,45.4548,519.0,20.7568,589.9075,210.08,514.64,514.625,514.625,514.625,514.625,514.64,486.23,685.88,685.8875,519.06,519.06,519.06,589.9075,589.9075,589.9075,661.7,650.3,12.9919,679.8,210.08,145.607,148.5788
86.1,186670.0,186670.0,186670.0,186670.0,0.3787,0.3787,57.6,3.8656,57.5625,286.7625,357.8557,571.15,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6004,179.9875,4.5375,176.229,342.78,72.594,709.84,1771.0199,19.4805,599.94,94.28,600.12,10.0001,1000.2,10.9043,66.2399,2.6003,76.8036,2.6004,75.6293,179.9875,4.5375,11.1152,5000.3247,28.0945,5000.04,15.7182,3000.0,9.1096,176.232,342.78,709.84,1771.0199,33.11,72.389,33.11,20.7575,9.713,4.291,12.347,45.4548,42.198,22.3985,0.1483,0.996,15.5166,15.5241,15.5166,15.5241,0.1812,0.1302,0.1328,0.2429,0.1302,0.1259,0.2122,0.1328,0.2006,0.1301,0.1483,0.1259,15.5166,0.1483,538.8,539.8,484.29,487.215,485.235,514.65,514.65,679.8,681.55,685.9,685.9,679.8,679.8,210.08,274.05,356.3,356.3,251.45,661.7,84.5775,85.2375,85.2975,82.275,83.445,82.05,45.4514,519.06,20.7582,589.9075,210.08,514.64,514.66,514.66,514.66,514.66,514.64,486.23,685.88,685.8875,519.12,519.12,519.12,589.9075,589.9075,589.9075,661.7,650.3,12.9892,679.8,210.08,145.607,148.5788
86.95,186659.0,186659.0,186659.0,186670.0,0.3787,0.3787,57.5625,4.4656,57.525,286.8975,358.1656,571.2,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6004,179.9875,4.5375,176.229,342.78,72.5943,709.84,1771.0199,19.4785,600.12,94.28,600.12,10.0,1000.2,10.9044,66.2398,2.6003,76.8031,2.6004,75.6298,179.9875,4.5375,11.115,5000.3247,28.0945,5000.04,15.7182,3000.0,9.1096,176.232,342.78,709.84,1771.0199,33.11,72.4027,33.11,20.7589,9.713,4.291,12.343,45.4514,42.21,22.4315,0.1483,0.996,15.5093,15.5166,15.5093,15.5166,0.1812,0.1302,0.1328,0.2429,0.1302,0.1259,0.2122,0.1328,0.2006,0.1301,0.1483,0.1259,15.5093,0.1483,538.88,539.88,484.29,487.215,485.28,514.65,514.65,679.8,681.55,685.9,685.9,679.8,679.8,210.08,274.05,356.25,356.25,251.45,661.7,84.555,85.245,85.2675,82.23,83.4675,82.0575,45.4476,519.12,20.7596,589.9075,210.08,514.67,514.66,514.66,514.66,514.66,514.67,486.26,685.88,685.8875,519.18,519.18,519.18,589.9075,589.9075,589.9075,661.7,650.3,12.9865,679.8,210.08,145.596,148.5675
86.55,186648.0,186648.0,186648.0,186659.0,0.3787,0.3787,57.6,3.9141,57.6375,286.47,357.4424,570.8,1000.2,2.5995,5000.3247,5000.04,3000.0,2.6,179.9875,4.5375,176.175,342.78,72.5946,709.84,1771.0199,19.478,600.12,94.28,599.94,9.9999,1000.2,10.9044,66.2405,2.5995,76.8041,2.6,75.6303,179.9875,4.5375,11.1149,5000.3247,28.0945,5000.04,15.7182,3000.0,9.1086,176.162,342.78,709.84,1771.0199,33.11,72.4165,33.11,20.7603,9.712,4.291,12.345,45.4476,42.228,22.459,0.1484,0.996,15.5024,15.5093,15.5024,15.5093,0.1812,0.1301,0.1328,0.2429,0.1302,0.1259,0.2122,0.1328,0.2006,0.1301,0.1484,0.1259,15.5024,0.1484,538.96,539.92,484.29,487.215,485.28,514.65,514.65,679.8,681.55,685.9,685.9,679.8,679.8,210.1,274.05,356.25,356.25,251.45,661.7,84.57,85.26,85.2675,82.2225,83.49,82.02,45.4437,519.18,20.761,589.9075,210.1,514.67,514.66,514.66,514.66,514.66,514.67,486.26,685.88,685.8875,519.24,519.24,519.24,589.9075,589.9075,589.9075,661.7,650.3,12.9839,679.8,210.1,145.596,148.5675
86.725,186648.0,186648.0,186648.0,186648.0,0.3787,0.3787,57.525,4.7844,57.5625,286.8075,357.9245,571.25,1000.2,2.5995,5000.3247,5000.04,3000.0,2.6,179.9875,4.5375,176.175,342.78,72.5948,709.84,1771.0199,19.4798,599.94,94.28,599.94,9.9998,1000.2,10.9045,66.2406,2.5995,76.8041,2.6,75.6308,179.9875,4.5375,11.1147,5000.3247,28.0945,5000.04,15.7182,3000.0,9.1086,176.162,342.78,709.84,1771.0199,33.11,72.4302,33.11,20.7617,9.712,4.29,12.343,45.4437,42.252,22.492,0.1484,0.9961,15.4957,15.5024,15.4957,15.5024,0.1812,0.1301,0.1328,0.2429,0.1302,0.1259,0.2122,0.1328,0.2006,0.1301,0.1484,0.1259,15.4957,0.1484,539.0,540.0,484.29,487.26,485.28,514.65,514.65,679.8,681.55,685.9,685.9,679.8,679.8,210.1,274.0,356.2,356.2,251.45,661.7,84.5925,85.2075,85.2975,82.2525,83.475,81.9825,45.4395,519.24,20.7624,589.9075,210.1,514.67,514.695,514.695,514.695,514.695,514.67,486.26,685.88,685.8875,519.3,519.3,519.3,589.9075,589.9075,589.9075,661.7,650.3,12.9812,679.8,210.1,145.596,148.5675
86.35,186637.0,186637.0,186637.0,186648.0,0.3787,0.3787,57.6,4.8094,57.6,286.74,357.4768,571.25,999.6,2.5995,4997.9497,5000.04,3000.0,2.6,179.9875,4.5375,176.1345,342.78,72.5951,709.84,1771.0199,19.48,599.94,94.28,599.94,10.0005,999.6,10.9045,66.2408,2.5995,76.8041,2.6,75.6313,179.9875,4.5375,11.1177,4997.9497,28.0945,5000.04,15.7182,3000.0,9.1086,176.134,342.78,709.84,1771.0199,33.115,72.444,33.11,20.7631,9.712,4.291,12.345,45.4395,42.276,22.514,0.1484,0.9961,15.4807,15.4957,15.4807,15.4957,0.1812,0.1301,0.1328,0.2429,0.1302,0.1258,0.2122,0.1328,0.2006,0.1301,0.1484,0.1259,15.4807,0.1484,539.08,540.04,484.335,487.26,485.28,514.7,514.7,679.8,681.55,685.9,685.9,679.8,679.8,210.1,274.0,356.2,356.2,251.45,661.7,84.5775,85.2075,85.3425,82.29,83.5125,81.9825,45.435,519.3,20.7638,589.9075,210.1,514.7,514.695,514.695,514.695,514.695,514.7,486.29,685.88,685.8875,519.36,519.36,519.36,589.9075,589.9075,589.9075,661.7,650.3,12.9785,679.8,210.1,145.596,148.5675
86.6,186637.0,186637.0,186637.0,186637.0,0.3787,0.3788,57.6,4.3219,57.5625,286.3575,357.5801,570.7,999.6,2.6003,4997.9497,5000.04,3000.0,2.6,180.0,4.5375,176.0535,342.78,72.5953,709.84,1771.0199,19.4803,599.94,94.28,600.12,10.0006,999.6,10.9046,66.2402,2.6003,76.8041,2.6,75.6303,180.0,4.5375,11.1187,4997.9497,28.0945,5000.04,15.7182,3000.0,9.1096,176.05,342.78,709.84,1771.0199,33.115,72.5083,33.115,20.7645,9.711,4.292,12.344,45.435,42.306,22.547,0.1484,0.9961,15.4743,15.4807,15.4743,15.4807,0.1812,0.1301,0.1328,0.243,0.1301,0.1258,0.2122,0.1328,0.2006,0.1301,0.1484,0.1258,15.4743,0.1484,539.12,540.12,484.335,487.26,485.325,514.7,514.7,679.8,681.55,685.9,685.9,679.8,679.8,210.1,274.0,356.2,356.2,251.45,661.7,84.63,85.185,85.29,82.275,83.5575,82.005,45.4304,519.36,20.7652,589.9075,210.1,514.7,514.695,514.695,514.695,514.695,514.7,486.29,685.92,685.8875,519.42,519.42,519.42,589.9075,589.9075,589.9075,661.7,650.3,12.9759,679.8,210.1,145.596,148.5675
86.4,186626.0,186626.0,186626.0,186637.0,0.3788,0.3788,57.5625,4.2094,57.6,286.65,357.6835,571.05,999.6,2.6003,4997.9497,5000.04,3000.0,2.6,180.0,4.5375,176.0535,342.78,72.5956,709.84,1771.0199,19.4783,600.12,94.28,600.12,10.0008,999.6,10.9047,66.2401,2.6003,76.8041,2.6,75.6303,180.0,4.5375,11.1198,4997.9497,28.0945,5000.04,15.7182,3000.0,9.1096,176.05,342.78,709.84,1771.0199,33.115,72.5227,33.115,20.7659,9.711,4.293,12.344,45.4304,42.336,22.58,0.1484,0.9961,15.4682,15.4743,15.4682,15.4743,0.1812,0.1301,0.1328,0.243,0.1301,0.1258,0.2122,0.1327,0.2006,0.1301,0.1484,0.1258,15.4682,0.1484,539.2,540.2,484.335,487.26,485.325,514.7,514.7,679.8,681.55,685.9,685.9,679.8,679.8,210.12,273.95,356.15,356.15,251.45,661.7,84.5775,85.1475,85.3125,82.3125,83.58,82.02,45.4254,519.42,20.7666,589.9075,210.12,514.73,514.73,514.73,514.73,514.73,514.73,486.29,685.92,685.8875,519.48,519.48,519.48,589.9075,589.9075,589.9075,661.7,650.3,12.9732,679.8,210.12,145.596,148.5675
86.475,186626.0,186626.0,186626.0,186626.0,0.3788,0.3788,57.525,4.2406,57.525,287.2575,358.1656,571.1,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6,180.0,4.54,176.04,342.78,72.5946,710.0,1771.0199,19.4778,600.12,94.28,600.12,10.0002,1000.2,10.9047,66.2401,2.6003,76.8041,2.6,75.6303,180.0,4.54,11.1178,5000.3247,28.0944,5000.04,15.7182,3000.0,9.1096,176.036,342.78,710.0,1771.0199,33.115,72.537,33.115,20.7673,9.71,4.295,12.345,45.4254,42.372,22.6075,0.1485,0.9962,15.4624,15.4682,15.4624,15.4682,0.1812,0.1301,0.1328,0.243,0.1301,0.1258,0.2121,0.1327,0.2006,0.1301,0.1485,0.1258,15.4624,0.1485,539.28,540.24,484.335,487.305,485.325,514.7,514.7,679.8,681.55,685.9,685.9,679.8,679.8,210.12,273.95,356.15,356.15,251.45,661.7,84.585,85.185,85.275,82.3575,83.5575,81.9975,45.4202,519.48,20.768,589.9075,210.12,514.73,514.73,514.73,514.73,514.73,514.73,486.32,685.92,685.925,519.57,519.57,519.57,589.9075,589.9075,589.9075,661.7,650.3,12.9706,679.8,210.12,145.596,148.5675
86.075,186615.0,186615.0,186615.0,186626.0,0.3788,0.3788,57.5625,4.5453,57.5625,286.4475,357.8557,570.8,1000.2,2.6003,5002.6997,5000.04,3000.0,2.6,180.0,4.54,175.959,342.78,72.5946,710.0,1771.0199,19.4773,600.12,94.28,600.0,10.0001,1000.2,10.9048,66.24,2.6003,76.8041,2.6,75.6303,180.0,4.54,11.1145,5002.6997,28.0944,5000.04,15.7182,3000.0,9.1096,175.952,342.78,710.0,1771.0199,33.115,72.5514,33.115,20.7687,9.709,4.297,12.344,45.4202,42.414,22.646,0.1485,0.9962,15.4568,15.4624,15.4568,15.4624,0.1812,0.1301,0.1328,0.243,0.1301,0.1258,0.2121,0.1327,0.2006,0.1301,0.1485,0.1258,15.4568,0.1485,539.32,540.32,484.38,487.305,485.325,514.75,514.75,679.85,681.55,685.9,685.9,679.85,679.85,210.12,273.95,356.1,356.1,251.475,661.7,84.555,85.2,85.26,82.3275,83.5425,81.99,45.4111,519.57,20.7694,589.9075,210.12,514.76,514.73,514.73,514.73,514.73,514.76,486.32,685.92,685.925,519.63,519.63,519.63,589.9075,589.9075,589.9075,661.7,650.3,12.9679,679.8,210.12,145.596,148.5675
86.85,186604.0,186604.0,186604.0,186615.0,0.3788,0.3788,57.6,4.4859,57.5625,287.1675,357.9934,571.6,1000.2,2.6003,5002.6997,5000.04,3000.0,2.6,180.0,4.54,175.959,342.78,72.5946,710.0,1771.0199,19.4783,600.0,94.28,600.0,10.0001,1000.2,10.9048,66.2399,2.6003,76.8041,2.6,75.6303,180.0,4.54,11.1131,5002.6997,28.0944,5000.04,15.7182,3000.0,9.1096,175.966,342.78,710.0,1771.0199,33.115,72.5658,33.115,20.7701,9.708,4.3,12.342,45.4111,42.462,22.6955,0.1485,0.9962,15.443,15.4568,15.443,15.4568,0.1812,0.1301,0.1327,0.243,0.1301,0.1258,0.212,0.1327,0.2005,0.1301,0.1485,0.1258,15.443,0.1485,539.4,540.4,484.38,487.305,485.37,514.75,514.75,679.85,681.55,685.9,685.9,679.85,679.85,210.14,273.9,356.1,356.1,251.475,661.7,84.5475,85.2225,85.26,82.3575,83.52,81.9975,45.4053,519.63,20.7708,589.9075,210.14,514.76,514.765,514.765,514.765,514.765,514.76,486.35,685.92,685.925,519.69,519.69,519.69,589.9075,589.9075,589.9075,661.7,650.3,12.9759,679.85,210.14,145.596,148.5675
86.55,186604.0,186604.0,186604.0,186604.0,0.3788,0.3788,57.6,4.1234,57.5625,286.6275,357.8557,571.55,1000.2,2.5995,4997.9497,5000.04,3000.0,2.6,180.0,4.54,175.905,342.78,72.5958,709.84,1771.0199,19.4783,600.0,94.28,600.0,10.0,1000.2,10.9049,66.2406,2.5995,76.8041,2.6,75.6303,180.0,4.54,11.1179,4997.9497,28.0944,5000.04,15.7182,3000.0,9.1091,175.896,342.78,709.84,1771.0199,33.12,72.5802,33.115,20.7715,9.707,4.303,12.344,45.4053,42.516,22.734,0.1485,0.9962,15.4377,15.443,15.4377,15.443,0.1812,0.1301,0.1327,0.243,0.1301,0.1258,0.212,0.1327,0.2005,0.1301,0.1485,0.1258,15.4377,0.1485,539.48,540.48,484.38,487.305,485.37,514.75,514.75,679.85,681.55,685.9,685.9,679.85,679.85,210.14,273.9,356.1,356.1,251.475,661.7,84.5625,85.17,85.2825,82.4025,83.49,82.0275,45.3993,519.69,20.7722,589.9075,210.14,514.76,514.765,514.765,514.765,514.765,514.76,486.35,685.92,685.925,519.78,519.78,519.78,589.9075,589.9075,589.9075,661.7,650.35,12.9739,679.85,210.14,145.596,148.5675
86.75,186593.0,186593.0,186593.0,186604.0,0.3788,0.3788,57.525,4.0047,57.6375,286.56,357.5457,570.8,1000.2,2.5995,4998.4248,5000.04,3000.0,2.6002,180.0,4.5425,175.905,342.78,72.5954,709.92,1771.0199,19.4783,600.0,94.28,600.0,9.9999,1000.2,10.9049,66.2407,2.5995,76.8034,2.6002,75.6303,180.0,4.5425,11.1183,4998.4248,28.0944,5000.04,15.7182,3000.0,9.1091,175.91,342.81,709.92,1771.0199,33.12,72.6452,33.12,20.7729,9.706,4.306,12.343,45.3993,42.57,22.7835,0.1486,0.9964,15.4327,15.4377,15.4327,15.4377,0.1813,0.13,0.1327,0.2431,0.1301,0.1257,0.2119,0.1326,0.2004,0.13,0.1486,0.1257,15.4327,0.1486,539.56,540.56,484.38,487.35,485.37,514.8,514.8,679.85,681.55,685.9,685.9,679.85,679.85,210.14,273.9,356.05,356.05,251.475,661.7,84.5175,85.2,85.2975,82.4025,83.475,82.0125,45.3893,519.78,20.7736,589.9075,210.14,514.79,514.8,514.8,514.8,514.8,514.79,486.38,685.92,685.925,519.87,519.87,519.87,589.9075,589.9075,589.9075,661.7,650.35,12.9719,679.85,210.14,145.596,148.5675
86.525,186593.0,186593.0,186593.0,186593.0,0.3788,0.3788,57.6,4.0031,57.5625,286.9425,357.8901,571.6,999.6,2.6003,5000.3247,5000.04,3000.0,2.6002,180.0,4.5425,175.8375,342.81,72.5943,710.08,1771.0199,19.4783,600.0,94.28,600.06,10.0006,999.6,10.905,66.2401,2.6003,76.8031,2.6002,75.6303,180.0,4.5425,11.1167,5000.3247,28.0944,5000.04,15.7182,3000.0,9.1102,175.826,342.81,710.08,1771.2,33.12,72.6602,33.12,20.7743,9.704,4.309,12.345,45.3893,42.636,22.8275,0.1486,0.9964,15.428,15.4327,15.428,15.4327,0.1813,0.13,0.1327,0.2431,0.13,0.1257,0.2118,0.1326,0.2004,0.13,0.1486,0.1257,15.428,0.1486,539.64,540.64,484.425,487.35,485.415,514.8,514.8,679.85,681.6,685.9,685.9,679.85,679.85,210.16,273.9,356.05,356.05,251.475,661.7,84.5325,85.215,85.32,82.3425,83.49,82.035,45.3789,519.87,20.76,589.94,210.16,514.79,514.8,514.8,514.8,514.8,514.79,486.38,685.92,685.925,519.93,519.93,519.93,589.94,589.94,589.94,661.7,650.35,12.9699,679.85,210.16,145.596,148.5675
86.425,186582.0,186582.0,186582.0,186593.0,0.3788,0.3789,57.5625,3.9797,57.525,287.2575,357.959,571.15,999.6,2.6003,5000.3247,5000.04,3000.0,2.6002,180.0,4.5425,175.8375,342.81,72.5942,710.08,1771.2,19.4775,600.06,94.28,600.06,10.0007,999.6,10.905,66.2401,2.6003,76.8029,2.6002,75.6303,180.0,4.5425,11.1165,5000.3247,28.0944,5000.04,15.7182,3000.0,9.1102,175.826,342.81,710.08,1771.2,33.12,72.6752,33.12,20.7604,9.703,4.313,12.342,45.3789,42.702,22.8825,0.1486,0.9964,15.4149,15.428,15.4149,15.428,0.1813,0.13,0.1326,0.2431,0.13,0.1257,0.2118,0.1326,0.2003,0.13,0.1486,0.1257,15.4149,0.1486,539.72,540.72,484.425,487.35,485.415,514.8,514.8,679.85,681.6,685.9,685.9,679.85,679.85,210.16,273.9,356.05,356.05,251.475,661.7,84.51,85.2375,85.365,82.3425,83.4975,82.005,45.3719,519.93,20.7609,589.94,210.16,514.82,514.8,514.8,514.8,514.8,514.82,486.38,685.92,685.925,520.02,520.02,520.02,589.94,589.94,589.94,661.7,650.35,12.9679,679.85,210.16,145.596,148.5675
86.35,186582.0,186582.0,186582.0,186582.0,0.3789,0.3789,57.6,4.5156,57.5625,286.56,357.9245,571.1,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6002,180.0,4.545,175.797,342.81,72.5941,710.08,1771.2,19.4773,600.06,94.28,600.06,10.0001,1000.2,10.9051,66.24,2.6003,76.8026,2.6002,75.6303,180.0,4.545,11.1163,5000.3247,28.0944,5000.04,15.7182,3000.0,9.1102,175.798,342.81,710.08,1771.2,33.12,72.6902,33.12,20.7613,9.701,4.318,12.343,45.3719,42.768,22.9375,0.1486,0.9965,15.4105,15.4149,15.4105,15.4149,0.1814,0.13,0.1326,0.2431,0.13,0.1256,0.2118,0.1326,0.2002,0.13,0.1486,0.1256,15.4105,0.1486,539.8,540.8,484.425,487.395,485.415,514.8,514.8,679.85,681.6,685.9,685.9,679.85,679.85,210.16,273.9,356.05,356.05,251.475,661.7,84.4875,85.2075,85.3125,82.3425,83.49,82.02,45.3609,520.02,20.7618,589.94,210.16,514.82,514.835,514.835,514.835,514.835,514.82,486.41,685.92,685.925,520.11,520.11,520.11,589.94,589.94,589.94,661.7,650.35,12.9659,679.85,210.16,145.596,148.5675
86.525,186571.0,186571.0,186571.0,186582.0,0.3789,0.3789,57.5625,4.0984,57.5625,286.4025,357.4424,571.55,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6004,180.0,4.545,175.743,342.81,72.5952,709.92,1771.2,19.477,600.06,94.28,600.12,10.0001,1000.2,10.9052,66.2399,2.6003,76.8016,2.6004,75.6303,180.0,4.545,11.1162,5000.3247,28.0944,5000.04,15.7182,3000.0,9.1102,175.742,342.81,709.92,1771.2,33.125,72.7052,33.12,20.7622,9.699,4.323,12.344,45.3609,42.84,22.987,0.1487,0.9965,15.4063,15.4105,15.4063,15.4105,0.1814,0.1299,0.1326,0.2431,0.13,0.1256,0.2117,0.1326,0.2002,0.1299,0.1487,0.1256,15.4063,0.1487,539.92,540.88,484.47,487.395,485.415,514.85,514.85,679.85,681.6,685.9,685.9,679.85,679.85,210.18,273.9,356.05,356.05,251.5,661.7,84.5175,85.155,85.35,82.3575,83.5275,82.02,45.3495,520.11,20.7627,589.94,210.18,514.85,514.835,514.835,514.835,514.835,514.85,486.41,685.92,685.925,520.2,520.2,520.2,589.94,589.94,589.94,661.7,650.35,12.9639,679.85,210.18,145.585,148.5562
86.175,186571.0,186571.0,186571.0,186571.0,0.3789,0.3789,57.5625,3.9719,57.5625,286.47,358.2689,570.8,1000.8,2.6003,5000.3247,5000.04,3000.0,2.6004,180.0,4.545,175.662,342.81,72.5947,710.0,1771.2,19.476,600.12,94.28,600.12,9.9992,1000.8,10.9052,66.2398,2.6003,76.8011,2.6004,75.6303,180.0,4.545,11.116,5000.3247,28.0943,5000.04,15.7182,3000.0,9.1096,175.672,342.84,710.0,1771.2,33.125,72.7708,33.125,20.7631,9.697,4.329,12.344,45.3495,42.906,23.042,0.1487,0.9965,15.3938,15.4063,15.3938,15.4063,0.1814,0.1299,0.1325,0.2431,0.1299,0.1256,0.2116,0.1325,0.2002,0.1299,0.1487,0.1256,15.3938,0.1487,540.0,541.0,484.47,487.395,485.46,514.85,514.85,679.85,681.6,685.9,685.9,679.85,679.85,210.18,273.9,356.05,356.05,251.5,661.7,84.5325,85.125,85.38,82.3875,83.4975,81.9825,45.3378,520.2,20.7636,589.94,210.18,514.88,514.87,514.87,514.87,514.87,514.88,486.44,685.92,685.925,520.29,520.29,520.29,589.94,589.94,589.94,661.7,650.35,12.9619,679.85,210.18,145.585,148.5562
86.575,186560.0,186560.0,186560.0,186571.0,0.3789,0.3789,57.6,4.8,57.5625,286.83,358.0279,570.75,1000.8,2.6003,5000.3247,5000.04,3000.0,2.6004,180.0,4.5475,175.6755,342.84,72.5947,710.0,1771.2,19.4755,600.12,94.3,600.18,9.9989,1000.8,10.9053,66.2397,2.6003,76.8006,2.6004,75.6303,180.0,4.5475,11.1158,5000.3247,28.0943,5000.04,15.7182,3000.0,9.1096,175.672,342.84,710.0,1771.2,33.125,72.7864,33.125,20.7641,9.695,4.334,12.342,45.3378,42.984,23.1025,0.1487,0.9966,15.3899,15.3938,15.3899,15.3938,0.1815,0.1299,0.1325,0.2432,0.1299,0.1255,0.2116,0.1325,0.2001,0.1299,0.1487,0.1255,15.3899,0.1487,540.08,541.08,484.47,487.44,485.46,514.85,514.85,679.85,681.6,685.95,685.95,679.85,679.85,210.2,273.9,356.05,356.05,251.5,661.7,84.54,85.1475,85.365,82.365,83.4825,81.9825,45.3257,520.29,20.7645,589.94,210.2,514.88,514.87,514.87,514.87,514.87,514.88,486.44,685.92,685.925,520.38,520.38,520.38,589.94,589.94,589.94,661.7,650.35,12.9599,679.85,210.2,145.585,148.5562
86.775,186560.0,186560.0,186560.0,186560.0,0.3789,0.3789,57.5625,4.0344,57.525,287.235,357.7523,570.85,1000.2,2.6003,5000.3247,5000.04,3000.0,2.6006,180.0,4.5475,175.6215,342.84,72.5947,710.0,1771.2,19.4743,600.18,94.3,600.18,9.9993,1000.2,10.9053,66.2396,2.6003,76.7993,2.6006,75.6303,180.0,4.5475,11.1156,5000.3247,28.0943,5000.04,15.7182,3000.0,9.1102,175.616,342.84,710.0,1771.38,33.125,72.8021,33.125,20.765,9.692,4.339,12.343,45.3257,43.062,23.1575,0.1487,0.9966,15.3863,15.3899,15.3863,15.3899,0.1815,0.1298,0.1325,0.2432,0.1298,0.1255,0.2115,0.1325,0.2,0.1298,0.1487,0.1255,15.3863,0.1487,540.2,541.2,484.515,487.44,485.46,514.9,514.9,679.85,681.6,685.95,685.95,679.85,679.85,210.2,273.85,356.0,356.0,251.5,661.7,84.5475,85.1175,85.395,82.41,83.4375,81.9975,45.3133,520.38,20.7654,589.94,210.2,514.91,514.905,514.905,514.905,514.905,514.91,486.47,685.92,685.925,520.47,520.47,520.47,589.94,589.94,589.94,661.7,650.35,12.9579,679.85,210.2,145.585,148.5562
