FIC_1123.PV,PRCA1101B.PV,TIA1160A.PV,PI_1136.PV,TI_1143A.PV,TI1117B.PV,TI1118B.PV,TI1113.PV,TI1116A.PV,DR1110.PV,TIA1164.PV,TI1119A.PV,TRC1118A.PV,TI_1142.PV,TI_1153A.PV,TI_1149A.PV,FIC_1127.PV,TI1119D.PV,TI_1145.PV,TDRCA1117A.OUT,TI_1154A.PV,TI_1152A.PV,PDRSA1104.PV,PDR1103.PV,TRA1401B.PV,TI1105A.PV,TI_1140.PV,TRA1401A.PV,PI_1134.PV,TIA1114.PV,TI1111.PV,PI_1138A.PV,TIA1161C.PV,PDI_1138.OUT,TI1115A.PV,TI1133.PV,TI1135.PV,TRCA1130.PV,TI1119B.PV,TI_1143B.PV,TI1112.PV,TIA1160C.PV,TI_1144.PV,PDRCA1109.PV,FRC1102.PV,PI_1182.PV,PI_1180.PV,TIA1160B.PV,TI1119C.PV,PRA1102.PV,PR1102B.PV,FRSA1101.PV,TIA1161B.PV,TI1132.PV,PR1401.PV,TI_1150A.PV,PI_1138B.PV,DR1108.PV,TI_1151A.PV,PI_1132A.PV,TIC_1101.PV,PDI_1132.OUT,FIC_1121.PV,PDRA1102.OUT,WR1104.PV,TI_1146.PV,TI1105B.PV,FRC1104.PV,PR1102A.PV,PIK1101B.OUT,PIK1101A.OUT,TI1116B.PV,PDR1106.PV,TIC_1155.PV,WRA1103.PV,PI_1132B.PV,TI_1143C.PV,TI1117A.PV,TIA1161A.PV,DR1107.PV,PI1110.PV,TI_1143D.PV,PDR1401.PV,TI1115B.PV,label
1780.019897,0.15003,184.014999,0.24402,516.969971,680.200012,681.75,487.440002,516.950012,571.649963,184.014999,686.049988,680.049988,516.97998,589.842468,517.289978,599.940002,680.049988,488.449982,3.150024,589.842468,589.842468,33.178497,9.655,650.75,537.039978,211.519989,662.099976,0.12392,662.099976,486.494995,0.12125,184.014999,4.389994,670.349976,428.799988,428.799988,211.519989,686.049988,516.969971,489.419983,184.014999,516.97998,49.098,999.599976,0.12392,0.20624,184.014999,680.049988,0.116865,0.1209,174.944,184.014999,328.600006,0.15,517.289978,0.11686,358.268921,517.289978,0.169075,517.22998,48.154995,344.519989,73.949989,145.68399,686.079956,538.039978,999.0,0.19485,52.277317,52.277317,516.950012,4.052,589.842468,148.657501,0.12092,516.969971,676.899963,184.014999,287.4375,1.0,516.969971,12.302999,673.649963,0
1780.019897,0.15003,184.014999,0.24402,516.969971,680.200012,681.75,487.440002,516.950012,571.149963,184.014999,686.049988,680.049988,516.950012,589.842468,517.22998,599.880005,680.049988,488.449982,3.150024,589.842468,589.842468,33.150997,9.657,650.700012,537.0,211.519989,662.099976,0.12394,662.099976,486.449982,0.121275,184.014999,4.375003,670.349976,428.849976,428.849976,211.519989,686.049988,516.969971,489.419983,184.014999,516.950012,49.049999,999.599976,0.12392,0.20632,184.014999,680.049988,0.116895,0.12093,175.013992,184.014999,328.600006,0.15003,517.22998,0.1169,358.544434,517.22998,0.169075,517.200012,48.134998,344.519989,73.980003,145.68399,686.039978,537.959961,999.449951,0.19491,52.285927,52.285927,516.950012,4.05,589.842468,148.657501,0.12094,516.969971,676.899963,184.014999,287.30249,0.999875,516.969971,12.301,673.649963,0
1780.019897,0.15003,184.014999,0.24402,516.934998,680.200012,681.75,487.440002,516.950012,571.049988,184.014999,686.049988,680.049988,516.950012,589.842468,517.200012,599.880005,680.049988,488.419983,3.150024,589.842468,589.842468,33.123497,9.658999,650.700012,536.919983,211.519989,662.049988,0.12398,662.049988,486.449982,0.1213,184.014999,4.379995,670.349976,428.799988,428.799988,211.519989,686.049988,516.934998,489.419983,184.014999,516.950012,48.995998,999.599976,0.12392,0.2064,184.014999,680.049988,0.116925,0.12096,175.041992,184.014999,328.600006,0.15003,517.200012,0.11692,357.92453,517.200012,0.1691,517.140015,48.119999,344.519989,74.009995,145.68399,686.039978,537.919983,999.449951,0.19497,52.286205,52.286205,516.950012,4.048,589.842468,148.657501,0.12098,516.934998,676.899963,184.014999,287.122498,0.999875,516.934998,12.301,673.649963,0
1779.839966,0.15,184.014999,0.24402,516.934998,680.149963,681.75,487.440002,516.950012,571.200012,184.014999,686.049988,680.049988,516.950012,589.842468,517.140015,599.880005,680.049988,488.419983,3.150024,589.842468,589.842468,33.0905,9.660999,650.700012,536.880005,211.519989,662.049988,0.12402,662.049988,486.449982,0.12135,184.014999,4.394993,670.349976,428.799988,428.799988,211.519989,686.049988,516.934998,489.375,184.014999,516.950012,48.953999,999.599976,0.124,0.2064,184.014999,680.049988,0.116955,0.12099,175.084,184.014999,328.600006,0.15003,517.140015,0.11696,358.406677,517.140015,0.1691,517.080017,48.084988,344.48999,74.039993,145.68399,686.039978,537.839966,999.449951,0.195,52.278152,52.278152,516.950012,4.046,589.875,148.657501,0.121,516.934998,676.899963,184.014999,287.16748,0.999875,516.934998,12.301,673.649963,0
1779.839966,0.15,184.014999,0.24402,516.934998,680.149963,681.75,487.394989,516.899963,571.950012,184.014999,686.049988,680.049988,516.919983,589.875,517.080017,599.880005,680.049988,488.389984,3.150024,589.875,589.875,33.063,9.663,650.700012,536.799988,211.519989,662.049988,0.12404,662.049988,486.449982,0.121375,184.014999,4.394993,670.349976,428.799988,428.799988,211.519989,686.049988,516.934998,489.375,184.014999,516.919983,48.905998,999.599976,0.124,0.20648,184.014999,680.049988,0.116985,0.12102,175.125992,184.014999,328.600006,0.15,517.080017,0.11698,358.303375,517.080017,0.169125,517.019958,48.084988,344.48999,74.039993,145.68399,686.039978,537.799988,999.449951,0.19506,52.278152,52.278152,516.899963,4.045,589.875,148.657501,0.12104,516.934998,676.899963,184.014999,287.459991,0.999875,516.934998,12.301,673.599976,0
1779.839966,0.15,184.014999,0.24402,516.899963,680.149963,681.75,487.394989,516.899963,571.399963,184.014999,686.049988,680.049988,516.919983,589.875,517.019958,599.820007,680.049988,488.389984,3.150024,589.875,589.875,33.024498,9.665999,650.700012,536.76001,211.519989,662.049988,0.12408,662.049988,486.404999,0.1214,184.014999,4.380002,670.349976,428.799988,428.799988,211.519989,686.049988,516.899963,489.375,184.014999,516.919983,48.869999,999.599976,0.12408,0.20656,184.014999,680.049988,0.117015,0.12105,175.167999,184.014999,328.600006,0.15,517.019958,0.11702,357.717896,517.019958,0.16915,516.959961,48.089996,344.48999,74.039993,145.68399,686.039978,537.76001,999.449951,0.19509,52.278152,52.278152,516.899963,4.045,589.875,148.657501,0.12106,516.899963,676.899963,184.014999,286.537506,0.999875,516.899963,12.302999,673.599976,0
1779.839966,0.15,184.014999,0.24402,516.899963,680.149963,681.75,487.394989,516.899963,571.75,184.014999,686.049988,680.049988,516.890015,589.875,516.959961,599.820007,680.049988,488.389984,3.150024,589.875,589.875,32.996998,9.668,650.700012,536.719971,211.519989,662.049988,0.1241,662.049988,486.404999,0.121425,184.014999,4.384995,670.349976,428.799988,428.799988,211.519989,686.049988,516.899963,489.375,184.014999,516.890015,48.834,999.599976,0.12408,0.20656,184.014999,680.049988,0.117045,0.12108,175.195999,184.014999,328.600006,0.15,516.959961,0.11704,358.062286,516.959961,0.169175,516.929993,48.095001,344.48999,74.07,145.68399,686.039978,537.679993,999.449951,0.19515,52.278152,52.278152,516.899963,4.045,589.875,148.657501,0.12108,516.899963,676.899963,184.014999,287.054993,0.999875,516.899963,12.302999,673.599976,0
1779.839966,0.15,184.014999,0.24402,516.86499,680.149963,681.700012,487.394989,516.849976,571.899963,184.014999,686.0,680.049988,516.890015,589.875,516.929993,599.820007,680.049988,488.359985,3.150024,589.875,589.875,32.963997,9.669,650.700012,536.640015,211.519989,662.049988,0.12412,662.049988,486.404999,0.12145,184.014999,4.390001,670.349976,428.799988,428.799988,211.519989,686.0,516.86499,489.329987,184.014999,516.890015,48.798,999.0,0.12408,0.20664,184.014999,680.049988,0.11706,0.12111,175.237991,184.014999,328.600006,0.15,516.929993,0.11706,358.165619,516.929993,0.1692,516.869995,48.100002,344.48999,74.07,145.68399,686.039978,537.640015,999.449951,0.19518,52.278152,52.278152,516.849976,4.044,589.875,148.657501,0.1211,516.86499,676.899963,184.014999,287.144989,1.0,516.86499,12.302999,673.599976,0
1779.839966,0.15003,184.014999,0.24402,516.86499,680.149963,681.700012,487.349976,516.849976,571.099976,184.014999,686.0,680.0,516.859985,589.875,516.869995,599.820007,680.049988,488.359985,3.150024,589.875,589.875,32.947498,9.671,650.700012,536.599976,211.519989,662.049988,0.12414,662.049988,486.359985,0.121475,184.014999,4.395,670.349976,428.799988,428.799988,211.519989,686.0,516.86499,489.329987,184.014999,516.859985,48.761997,999.0,0.12408,0.20664,184.014999,680.049988,0.11709,0.12111,175.307999,184.014999,328.600006,0.15,516.869995,0.11708,358.096741,516.869995,0.169225,516.839966,48.104996,344.48999,74.100014,145.68399,686.039978,537.599976,999.449951,0.19521,52.278152,52.278152,516.849976,4.044,589.875,148.657501,0.12112,516.86499,676.899963,184.014999,287.190002,1.0,516.86499,12.301,673.599976,0
1779.839966,0.15003,184.014999,0.24402,516.86499,680.149963,681.700012,487.349976,516.849976,571.200012,184.014999,686.0,680.0,516.859985,589.875,516.839966,599.940002,680.0,488.329987,3.150024,589.875,589.875,32.931,9.672999,650.700012,536.559998,211.519989,662.049988,0.12416,662.049988,486.359985,0.1215,184.014999,4.4,670.299988,428.799988,428.799988,211.519989,686.0,516.86499,489.329987,184.014999,516.859985,48.725998,999.0,0.12416,0.20672,184.014999,680.0,0.117105,0.12114,175.335999,184.014999,328.600006,0.15003,516.839966,0.1171,357.855652,516.839966,0.16925,516.779968,48.089996,344.459991,74.100006,145.68399,686.0,537.519958,999.449951,0.19524,52.286762,52.286762,516.849976,4.044,589.875,148.657501,0.12116,516.86499,676.849976,184.014999,286.852478,1.0,516.86499,12.301,673.599976,0
1779.839966,0.15003,184.014999,0.24402,516.830017,680.149963,681.700012,487.349976,516.849976,571.700012,184.014999,686.0,680.0,516.830017,589.875,516.779968,599.940002,680.0,488.329987,3.150024,589.875,589.875,32.908997,9.675,650.700012,536.519958,211.519989,662.049988,0.12418,662.049988,486.359985,0.1215,184.014999,4.360005,670.299988,428.799988,428.799988,211.519989,686.0,516.830017,489.284973,184.014999,516.830017,48.683998,999.0,0.12416,0.20672,184.014999,680.0,0.117135,0.12117,175.377991,184.014999,328.600006,0.15003,516.779968,0.11714,358.200043,516.779968,0.1693,516.75,48.119991,344.459991,74.129997,145.68399,686.0,537.47998,999.449951,0.1953,52.287041,52.287041,516.849976,4.045,589.875,148.657501,0.12118,516.830017,676.849976,184.014999,287.279999,1.0,516.830017,12.301,673.599976,0
1779.659912,0.15,184.014999,0.24402,516.830017,680.149963,681.700012,487.304993,516.799988,571.5,184.014999,686.0,680.0,516.830017,589.875,516.75,599.880005,680.0,488.299988,3.150024,589.875,589.875,32.886997,9.677,650.700012,536.440002,211.519989,662.049988,0.1242,662.049988,486.359985,0.121525,184.014999,4.364997,670.299988,428.799988,428.799988,211.519989,686.0,516.830017,489.284973,184.014999,516.830017,48.641998,999.0,0.12416,0.2068,184.014999,680.0,0.117165,0.1212,175.419998,184.014999,328.600006,0.15003,516.75,0.11716,357.75235,516.75,0.16935,516.690002,48.150002,344.459991,74.130005,145.68399,686.0,537.440002,999.449951,0.19533,52.287319,52.287319,516.799988,4.046,589.875,148.657501,0.1212,516.830017,676.849976,184.014999,287.054993,1.0,516.830017,12.301,673.599976,0
1779.659912,0.15,184.014999,0.24402,516.794983,680.149963,681.700012,487.304993,516.799988,571.849976,184.014999,686.0,680.0,516.799988,589.875,516.690002,599.880005,680.0,488.299988,3.150024,589.875,589.875,32.864998,9.677999,650.649963,536.399963,211.519989,662.049988,0.12422,662.049988,486.315002,0.12155,184.014999,4.369997,670.299988,428.799988,428.799988,211.519989,686.0,516.794983,489.284973,184.014999,516.799988,48.593998,999.0,0.12416,0.20688,184.014999,680.0,0.11718,0.12123,175.46199,184.014999,328.600006,0.15,516.690002,0.11718,358.578888,516.690002,0.169375,516.659973,48.135006,344.459991,74.130005,145.694992,686.0,537.399963,999.449951,0.19536,52.278988,52.278988,516.799988,4.048,589.875,148.657501,0.12124,516.794983,676.849976,184.014999,287.16748,1.0,516.794983,12.301,673.599976,0
1779.659912,0.15,184.014999,0.24402,516.794983,680.149963,681.700012,487.304993,516.799988,571.399963,184.014999,686.0,680.0,516.799988,589.875,516.659973,599.880005,680.0,488.299988,3.150024,589.875,589.875,32.8265,9.679999,650.649963,536.359985,211.519989,662.0,0.12426,662.0,486.315002,0.121575,184.014999,4.354999,670.299988,428.799988,428.799988,211.519989,686.0,516.794983,489.23999,184.014999,516.799988,48.545998,999.0,0.12424,0.20688,184.014999,680.0,0.11721,0.12126,175.48999,184.014999,328.600006,0.15,516.659973,0.11722,358.165619,516.659973,0.1694,516.630005,48.139988,344.459991,74.159996,145.694992,686.0,537.359985,999.0,0.19542,52.278988,52.278988,516.799988,4.049,589.875,148.668747,0.12126,516.794983,676.849976,184.014999,286.852478,0.999875,516.794983,12.304,673.599976,0
1779.659912,0.15,184.014999,0.24402,516.794983,680.099976,681.700012,487.259979,516.75,571.299988,184.014999,686.0,680.0,516.769958,589.875,516.630005,599.880005,680.0,488.269989,3.150024,589.875,589.875,32.793499,9.682,650.649963,536.320007,211.519989,662.0,0.12428,662.0,486.315002,0.121625,184.014999,4.389994,670.299988,428.799988,428.799988,211.5,686.0,516.794983,489.23999,184.014999,516.769958,48.497997,999.0,0.12424,0.20696,184.014999,680.0,0.11724,0.12129,175.531998,184.014999,328.600006,0.15,516.630005,0.11724,358.406677,516.630005,0.169425,516.570007,48.129997,344.459991,74.189995,145.694992,686.0,537.320007,999.0,0.19548,52.278988,52.278988,516.75,4.049,589.875,148.668747,0.12128,516.794983,676.849976,184.014999,286.60498,0.999875,516.794983,12.302999,673.549988,0
1779.659912,0.15,184.014999,0.24402,516.76001,680.099976,681.700012,487.259979,516.75,571.099976,184.014999,686.0,680.0,516.769958,589.875,516.570007,599.820007,680.0,488.269989,3.150024,589.875,589.875,32.765999,9.684,650.649963,536.279968,211.5,662.0,0.12432,662.0,486.269989,0.12165,184.014999,4.389994,670.299988,428.799988,428.799988,211.5,686.0,516.76001,489.23999,184.014999,516.769958,48.449997,999.0,0.12432,0.20696,184.014999,680.0,0.11727,0.12132,175.54599,184.014999,328.600006,0.15,516.570007,0.11726,358.544434,516.570007,0.16945,516.539978,48.129997,344.429993,74.189995,145.694992,686.0,537.279968,999.0,0.19551,52.278988,52.278988,516.75,4.048,589.875,148.668747,0.12132,516.76001,676.849976,184.014999,287.190002,0.999875,516.76001,12.302999,673.549988,0
1779.659912,0.15,184.014999,0.24402,516.76001,680.099976,681.700012,487.259979,516.75,571.299988,184.014999,686.0,680.0,516.73999,589.875,516.539978,599.820007,680.0,488.23999,3.150024,589.875,589.875,32.743999,9.686,650.649963,536.23999,211.5,662.0,0.12434,662.0,486.269989,0.121675,184.014999,4.375003,670.299988,428.75,428.75,211.5,686.0,516.76001,489.23999,184.014999,516.73999,48.407997,999.599976,0.12432,0.20704,184.014999,680.0,0.1173,0.12135,175.587997,184.014999,328.549988,0.15,516.539978,0.1173,358.062286,516.539978,0.169475,516.47998,48.134991,344.429993,74.220001,145.694992,686.0,537.200012,999.449951,0.19557,52.278988,52.278988,516.75,4.048,589.875,148.668747,0.12134,516.76001,676.849976,184.014999,287.234985,0.999875,516.76001,12.301,673.549988,0
1779.47998,0.15003,184.014999,0.24402,516.724976,680.099976,681.700012,487.259979,516.75,571.149963,184.014999,686.0,680.0,516.73999,589.875,516.47998,599.820007,680.0,488.23999,3.150024,589.875,589.875,32.716499,9.688,650.649963,536.200012,211.5,662.0,0.12436,662.0,486.269989,0.1217,184.014999,4.379995,670.299988,428.75,428.75,211.5,686.0,516.724976,489.194977,184.014999,516.73999,48.371998,999.599976,0.12432,0.20712,184.014999,680.0,0.11733,0.12138,175.62999,184.014999,328.549988,0.15,516.47998,0.11732,358.200043,516.47998,0.169475,516.450012,48.094986,344.429993,74.220001,145.694992,686.0,537.159973,999.449951,0.1956,52.278988,52.278988,516.75,4.047,589.875,148.668747,0.12138,516.724976,676.849976,184.014999,286.807495,0.999875,516.724976,12.301,673.549988,0
1779.47998,0.15003,184.014999,0.24402,516.724976,680.099976,681.649963,487.214996,516.700012,571.5,184.014999,685.950012,680.0,516.709961,589.875,516.450012,599.940002,680.0,488.209991,3.150024,589.875,589.875,32.6945,9.69,650.649963,536.159973,211.5,662.0,0.1244,662.0,486.224976,0.121725,184.014999,4.365005,670.299988,428.75,428.75,211.5,685.950012,516.724976,489.194977,184.014999,516.709961,48.341999,999.599976,0.1244,0.20712,184.014999,680.0,0.11736,0.12138,175.643997,184.014999,328.549988,0.15003,516.450012,0.11736,358.096741,516.450012,0.169525,516.419983,48.125,344.429993,74.25,145.694992,685.959961,537.119995,999.449951,0.19563,52.287598,52.287598,516.700012,4.046,589.875,148.668747,0.1214,516.724976,676.849976,184.014999,286.897491,1.0,516.724976,12.302,673.549988,0
1779.47998,0.15003,184.014999,0.24402,516.690002,680.099976,681.649963,487.214996,516.700012,571.849976,184.014999,685.950012,679.950012,516.709961,589.875,516.419983,599.940002,680.0,488.209991,3.150024,589.875,589.875,32.667,9.691999,650.649963,536.119995,211.5,662.0,0.12442,662.0,486.224976,0.12175,184.014999,4.369997,670.299988,428.75,428.75,211.5,685.950012,516.690002,489.194977,184.014999,516.709961,48.317997,999.599976,0.1244,0.2072,184.014999,680.0,0.117375,0.12141,175.685989,184.014999,328.549988,0.15003,516.419983,0.11738,357.786774,516.419983,0.169525,516.390015,48.105003,344.429993,74.250008,145.694992,685.959961,537.079956,999.449951,0.19566,52.287876,52.287876,516.700012,4.046,589.875,148.668747,0.12142,516.690002,676.849976,184.014999,287.527496,1.0,516.690002,12.302,673.549988,0
1779.47998,0.15,184.014999,0.24402,516.690002,680.099976,681.649963,487.214996,516.700012,571.5,184.014999,685.950012,679.950012,516.679993,589.875,516.390015,599.940002,679.950012,488.179993,3.150024,589.875,589.875,32.644997,9.693999,650.649963,536.079956,211.5,662.0,0.12444,662.0,486.224976,0.121775,184.014999,4.374996,670.25,428.75,428.75,211.5,685.950012,516.690002,489.149994,184.014999,516.679993,48.293999,999.599976,0.1244,0.2072,184.014999,679.950012,0.11739,0.12144,175.699997,184.014999,328.549988,0.15003,516.390015,0.1174,358.578888,516.390015,0.16955,516.359985,48.110001,344.429993,74.250008,145.694992,685.959961,537.039978,999.449951,0.19569,52.288155,52.288155,516.700012,4.046,589.875,148.668747,0.12144,516.690002,676.799988,184.014999,287.324982,1.0,516.690002,12.302,673.549988,0
1779.47998,0.15,184.014999,0.24402,516.654968,680.099976,681.649963,487.169983,516.649963,571.549988,184.014999,685.950012,679.950012,516.679993,589.875,516.359985,599.940002,679.950012,488.179993,3.150024,589.875,589.875,32.628498,9.695,650.649963,536.039978,211.5,662.0,0.12446,662.0,486.179993,0.121775,184.014999,4.374996,670.25,428.699982,428.699982,211.5,685.950012,516.654968,489.149994,184.014999,516.679993,48.264,999.599976,0.1244,0.2072,184.014999,679.950012,0.117405,0.12144,175.741989,184.014999,328.549988,0.15,516.359985,0.1174,358.372253,516.359985,0.169575,516.330017,48.114994,344.429993,74.279999,145.694992,685.959961,537.0,999.449951,0.19572,52.279823,52.279823,516.649963,4.046,589.875,148.668747,0.12146,516.654968,676.799988,184.014999,286.897491,1.0,516.654968,12.302,673.549988,0
1779.47998,0.15,184.014999,0.24402,516.654968,680.099976,681.649963,487.169983,516.649963,571.799988,184.014999,685.950012,679.950012,516.649963,589.875,516.330017,599.940002,679.950012,488.149994,3.150024,589.875,589.875,32.600998,9.697,650.649963,536.0,211.5,662.0,0.12448,662.0,486.179993,0.1218,184.014999,4.380002,670.25,428.699982,428.699982,211.5,685.950012,516.654968,489.149994,184.014999,516.649963,48.239998,999.599976,0.12448,0.20728,184.014999,679.950012,0.117435,0.12147,175.769989,184.014999,328.549988,0.15,516.330017,0.11742,357.855652,516.330017,0.169625,516.299988,48.145004,344.399994,74.279991,145.694992,685.959961,537.0,999.449951,0.19575,52.279823,52.279823,516.649963,4.047,589.875,148.668747,0.12148,516.654968,676.799988,184.014999,286.672485,1.0,516.654968,12.304,673.549988,0
1779.47998,0.15,184.014999,0.24402,516.654968,680.099976,681.649963,487.169983,516.649963,571.149963,184.014999,685.950012,679.950012,516.649963,589.875,516.299988,599.880005,679.950012,488.149994,3.150024,589.875,589.875,32.578999,9.698,650.599976,535.959961,211.5,662.0,0.12448,662.0,486.179993,0.121825,184.014999,4.384995,670.25,428.699982,428.699982,211.5,685.950012,516.654968,489.10498,184.014999,516.649963,48.216,999.599976,0.12448,0.20728,184.014999,679.950012,0.11745,0.1215,175.797989,184.014999,328.5,0.15,516.299988,0.11744,357.855652,516.299988,0.169675,516.269958,48.174992,344.399994,74.25,145.694992,685.959961,536.959961,999.449951,0.19575,52.279823,52.279823,516.649963,4.049,589.875,148.668747,0.1215,516.654968,676.799988,184.014999,287.16748,1.0,516.654968,12.304,673.549988,0
1779.47998,0.15,184.014999,0.24402,516.619995,680.049988,681.649963,487.125,516.599976,571.200012,184.014999,685.950012,679.950012,516.619995,589.875,516.269958,599.880005,679.950012,488.119995,3.150024,589.875,589.875,32.5625,9.7,650.599976,535.959961,211.5,661.950012,0.1245,661.950012,486.134979,0.121825,184.014999,4.364997,670.25,428.699982,428.699982,211.5,685.950012,516.619995,489.10498,184.014999,516.619995,48.191998,999.599976,0.12448,0.20728,184.014999,679.950012,0.117465,0.1215,175.825989,184.014999,328.5,0.15,516.269958,0.11746,358.372253,516.269958,0.169725,516.269958,48.205002,344.399994,74.280006,145.694992,685.959961,536.919983,999.449951,0.19578,52.279823,52.279823,516.599976,4.052,589.875,148.668747,0.12152,516.619995,676.799988,184.014999,286.964996,1.0,516.619995,12.304,673.549988,0
1779.47998,0.15,184.014999,0.24402,516.619995,680.049988,681.649963,487.125,516.599976,571.899963,184.014999,685.950012,679.950012,516.619995,589.875,516.269958,599.880005,679.950012,488.119995,3.150024,589.875,589.875,32.551498,9.701,650.599976,535.919983,211.5,661.950012,0.12452,661.950012,486.134979,0.12185,184.014999,4.369997,670.25,428.649994,428.649994,211.5,685.950012,516.619995,489.10498,184.014999,516.619995,48.174,999.599976,0.12448,0.20736,184.014999,679.950012,0.11748,0.12153,175.839996,184.014999,328.5,0.15,516.269958,0.11748,358.337799,516.269958,0.16975,516.23999,48.229992,344.399994,74.279999,145.694992,685.959961,536.919983,999.449951,0.19581,52.279823,52.279823,516.599976,4.054,589.875,148.668747,0.12152,516.619995,676.799988,184.014999,286.73999,1.0,516.619995,12.301,673.5,0
1779.47998,0.15,184.014999,0.24402,516.584961,680.049988,681.649963,487.125,516.599976,572.0,184.014999,685.950012,679.950012,516.589966,589.875,516.23999,599.880005,679.950012,488.089996,3.150024,589.875,589.875,32.540497,9.702,650.599976,535.919983,211.5,661.950012,0.12454,661.950012,486.134979,0.121875,184.014999,4.394993,670.25,428.649994,428.649994,211.5,685.950012,516.584961,489.059998,184.014999,516.589966,48.149998,999.599976,0.12448,0.20736,184.014999,679.950012,0.117495,0.12153,175.853989,184.014999,328.449982,0.15,516.23999,0.11748,358.200043,516.23999,0.169775,516.23999,48.235001,344.399994,74.309998,145.694992,685.959961,536.880005,999.449951,0.19584,52.279823,52.279823,516.599976,4.055,589.875,148.668747,0.12154,516.584961,676.799988,184.014999,287.16748,0.999875,516.584961,12.302,673.5,0
1779.299927,0.15,184.014999,0.24402,516.584961,680.049988,681.649963,487.079987,516.549988,572.0,184.014999,685.950012,679.950012,516.589966,589.875,516.23999,599.880005,679.950012,488.089996,3.150024,589.875,589.875,32.523998,9.703,650.599976,535.880005,211.5,661.950012,0.12456,661.950012,486.089996,0.121875,184.014999,4.374996,670.25,428.649994,428.649994,211.5,685.950012,516.584961,489.059998,184.014999,516.589966,48.125999,999.0,0.12456,0.20736,184.014999,679.950012,0.11751,0.12156,175.881989,184.014999,328.449982,0.15,516.23999,0.1175,358.165619,516.23999,0.169825,516.209961,48.265003,344.399994,74.309998,145.694992,685.919983,536.880005,999.449951,0.19587,52.279823,52.279823,516.549988,4.057,589.875,148.668747,0.12156,516.584961,676.799988,184.014999,286.897491,0.999875,516.584961,12.302,673.5,0
1779.299927,0.15,184.014999,0.24402,516.549988,680.049988,681.649963,487.079987,516.549988,571.200012,184.014999,685.950012,679.950012,516.559998,589.875,516.209961,599.880005,679.950012,488.059998,3.150024,589.875,589.875,32.5075,9.705,650.599976,535.880005,211.5,661.950012,0.12456,661.950012,486.089996,0.1219,184.014999,4.380002,670.25,428.599976,428.599976,211.5,685.950012,516.549988,489.059998,184.014999,516.559998,48.107998,999.0,0.12456,0.20744,184.014999,679.950012,0.117525,0.12156,175.895996,184.014999,328.449982,0.15,516.209961,0.11752,357.890106,516.209961,0.16985,516.209961,48.269993,344.399994,74.309998,145.694992,685.919983,536.839966,999.449951,0.19587,52.279823,52.279823,516.549988,4.058,589.875,148.668747,0.12158,516.549988,676.799988,184.014999,286.897491,0.999875,516.549988,12.302,673.5,0
1779.299927,0.15,184.014999,0.24402,516.549988,680.049988,681.599976,487.079987,516.549988,571.349976,184.014999,685.899963,679.950012,516.559998,589.875,516.209961,599.880005,679.950012,488.059998,3.150024,589.875,589.875,32.496498,9.705999,650.599976,535.839966,211.5,661.950012,0.12458,661.950012,486.089996,0.121925,184.014999,4.384995,670.25,428.599976,428.599976,211.5,685.899963,516.549988,489.014984,184.014999,516.559998,48.09,999.0,0.12456,0.20744,184.014999,679.950012,0.11754,0.12159,175.923996,184.014999,328.449982,0.15,516.209961,0.11754,358.303375,516.209961,0.1699,516.179993,48.299999,344.399994,74.310005,145.705994,685.919983,536.839966,999.449951,0.1959,52.279823,52.279823,516.549988,4.06,589.875,148.668747,0.1216,516.549988,676.799988,184.014999,286.964996,0.999875,516.549988,12.302,673.5,0
1779.299927,0.15,184.014999,0.24402,516.515015,680.049988,681.599976,487.034973,516.5,571.399963,184.014999,685.899963,679.899963,516.529968,589.875,516.179993,600.0,679.950012,488.029999,3.149963,589.875,589.875,32.48,9.707,650.599976,535.839966,211.5,661.950012,0.1246,661.950012,486.044983,0.121925,184.014999,4.390001,670.200012,428.599976,428.599976,211.479996,685.899963,516.515015,489.014984,184.014999,516.529968,48.071999,999.0,0.12456,0.20744,184.014999,679.950012,0.117555,0.12162,175.909988,184.014999,328.449982,0.15,516.179993,0.11754,358.027863,516.179993,0.169925,516.179993,48.329994,344.399994,74.310005,145.705994,685.919983,536.839966,999.899963,0.19593,52.279823,52.279823,516.5,4.061,589.875,148.679993,0.12162,516.515015,676.799988,184.014999,287.459991,1.0,516.515015,12.302,673.5,0
1779.299927,0.15,184.014999,0.24402,516.515015,680.049988,681.599976,487.034973,516.5,571.099976,184.014999,685.899963,679.899963,516.5,589.875,516.179993,600.0,679.899963,488.029999,3.149963,589.875,589.875,32.468998,9.708,650.599976,535.839966,211.479996,661.950012,0.12462,661.950012,486.044983,0.12195,184.014999,4.390001,670.200012,428.599976,428.599976,211.479996,685.899963,516.515015,489.014984,184.014999,516.5,48.059998,999.0,0.12456,0.20744,184.014999,679.899963,0.11757,0.12162,175.937988,184.014999,328.449982,0.15,516.179993,0.11756,357.717896,516.179993,0.16995,516.179993,48.329994,344.399994,74.310005,145.705994,685.919983,536.799988,999.899963,0.19593,52.279823,52.279823,516.5,4.063,589.875,148.679993,0.12162,516.515015,676.75,184.014999,287.032501,1.0,516.515015,12.302,673.5,0
