DR1107.PV,WRA1103.PV,WR1104.PV,PI_1180.PV,AR1410B.PV,CCSFIC1401.PV,FRCA1112.PV,TIC_1155.PV,FI1112.PV,TI_1147.PV
171.675,88.5262,86.757,1.4166,86.325,191620,3000.0,642.1025,3000.0,677.45
171.0675,87.9862,86.229,1.4166,86.975,191664,3000.0,642.3625,3000.0,677.375
169.92,87.4463,85.69,1.4167,86.525,191697,3000.25,642.655,3000.25,677.3
169.92,87.4463,85.69,1.4167,86.525,191697,3000.25,642.655,3000.25,677.3
168.9075,86.895,85.162,1.4167,86.25,191730,3000.25,642.9475,3000.25,677.225
167.8275,86.355,84.623,1.4168,86.05,191763,3000.25,643.2075,3000.25,677.15
166.4325,85.815,84.095,1.4168,86.25,191796,3000.25,643.4675,3000.25,677.075
165.4425,85.2637,83.567,1.4168,86.725,191840,3000.25,643.76,3000.25,677.0
163.5975,84.1837,82.5,1.4169,86.575,191906,3000.5,644.28,3000.5,676.85
163.5975,84.1837,82.5,1.4169,86.575,191906,3000.5,644.28,3000.5,676.85
162.0,83.0925,81.433,1.417,86.65,191983,3000.5,644.8,3000.5,676.6625
162.0,83.0925,81.433,1.417,86.65,191983,3000.5,644.8,3000.5,676.6625
160.11,82.5525,80.905,1.417,86.975,191983,3000.5,645.06,3000.5,676.5875
159.9525,82.0125,80.366,1.417,86.7,192049,3000.75,645.2875,3000.75,676.5125
158.5125,81.4725,79.838,1.417,86.975,192082,3000.75,645.5475,3000.75,676.4375
157.4775,80.9212,79.31,1.4171,86.9,192082,2999.75,645.775,2999.75,676.3625
156.4875,80.3812,78.782,1.4171,86.4,192159,2999.75,646.035,2999.75,676.2875
154.9125,79.8412,78.243,1.4172,86.5,192192,2999.75,646.2625,2999.75,676.175
153.3375,78.7612,77.187,1.4172,86.0,192258,3000.0,646.75,3000.0,676.025
153.3375,78.7612,77.187,1.4172,86.0,192258,3000.0,646.75,3000.0,676.025
152.19,78.2212,76.659,1.4173,86.475,192302,3000.0,646.9775,3000.0,675.95
151.0875,77.6813,76.12,1.4173,86.775,192335,3000.0,647.205,3000.0,675.8375
149.85,77.1413,75.592,1.4174,86.725,192368,3000.25,647.4,3000.25,675.7625
149.3325,76.6012,75.064,1.4174,86.45,192401,3000.25,647.6275,3000.25,675.6875
147.825,75.5212,74.536,1.4174,86.0,192434,3000.25,648.0825,3000.25,675.6125
146.925,75.5212,74.008,1.4174,86.1,192478,3000.25,648.0825,3000.25,675.5
146.475,74.9812,73.48,1.4174,86.275,192511,3000.25,648.2775,3000.25,675.425
144.81,74.4412,72.952,1.4175,86.025,192544,3000.25,648.505,3000.25,675.35
144.3375,73.9012,72.424,1.4175,86.55,192577,3000.5,648.7,3000.5,675.275
142.7625,73.3613,71.885,1.4176,86.6,192621,3000.5,648.895,3000.5,675.1625
142.29,72.8213,71.357,1.4176,86.65,192654,3000.5,649.09,3000.5,675.0875
141.03,72.2812,70.829,1.4176,86.675,192687,3000.5,649.285,3000.5,675.0125
139.9725,71.7412,70.301,1.4177,86.525,192720,3000.5,649.48,3000.5,674.9
138.8925,71.2012,69.773,1.4177,86.1,192753,3000.75,649.675,3000.75,674.825
137.5875,70.6612,69.245,1.4178,86.025,192797,3000.75,649.87,3000.75,674.75
136.26,70.1212,68.717,1.4178,86.825,192830,2999.75,650.065,2999.75,674.6375
135.81,69.5812,68.189,1.4178,86.7,192863,2999.75,650.26,2999.75,674.5625
134.1675,69.0525,67.672,1.4178,86.35,192896,3000.0,650.4225,3000.0,674.4875
134.0775,68.5125,67.144,1.4178,86.2,192940,3000.0,650.6175,3000.0,674.375
132.5025,67.9725,66.616,1.4179,86.075,192973,3000.0,650.78,3000.0,674.3
131.2875,67.4325,66.088,1.4179,86.525,193006,3000.0,650.975,3000.0,674.1875
130.68,66.8925,65.56,1.418,86.7,193039,3000.0,651.1375,3000.0,674.1125
129.285,66.3637,65.032,1.418,86.55,193083,3000.0,651.3,3000.0,674.0
128.475,65.8237,64.504,1.4181,86.65,193116,3000.25,651.4625,3000.25,673.925
127.8675,65.2837,63.976,1.4181,86.125,193149,3000.25,651.6575,3000.25,673.8125
126.765,64.7438,63.459,1.4181,86.325,193182,3000.25,651.82,3000.25,673.7375
124.92,64.215,62.931,1.4182,86.2,193215,3000.25,651.9825,3000.25,673.6625
123.9525,63.675,62.403,1.4182,86.05,193259,3000.5,652.1125,3000.5,673.55
122.1075,62.6062,61.347,1.4182,86.35,193325,3000.5,652.4375,3000.5,673.3625
122.1075,62.6062,61.347,1.4182,86.35,193325,3000.5,652.4375,3000.5,673.3625
121.545,62.0662,60.83,1.4183,86.75,193358,3000.5,652.6,3000.5,673.25
120.33,61.5375,60.302,1.4183,86.075,193402,3000.5,652.73,3000.5,673.175
119.16,60.9975,59.774,1.4184,86.675,193435,3000.5,652.8925,3000.5,673.0625
118.5975,60.4575,59.257,1.4184,86.125,193468,3000.75,653.0225,3000.75,672.9875
117.405,59.9287,58.729,1.4185,86.9,193501,3000.75,653.1525,3000.75,672.875
114.885,58.86,57.684,1.4185,86.7,193578,2999.75,653.445,2999.75,672.6875
114.885,58.86,57.684,1.4185,86.7,193578,2999.75,653.445,2999.75,672.6875
114.03,58.32,57.156,1.4186,86.775,193611,3000.0,653.575,3000.0,672.575
112.995,57.7912,56.628,1.4186,86.9,193644,3000.0,653.705,3000.0,672.5
111.8025,57.2512,56.111,1.4186,86.1,193677,3000.0,653.835,3000.0,672.3875
110.61,56.7225,55.583,1.4186,86.925,193710,3000.0,653.965,3000.0,672.275
110.475,56.1825,55.066,1.4187,86.45,193710,3000.0,654.095,3000.0,672.2
108.9225,55.6537,54.538,1.4187,86.075,193787,3000.25,654.225,3000.25,672.0875
108.2925,55.1138,54.021,1.4188,86.075,193787,3000.25,654.355,3000.25,671.975
106.65,54.585,53.493,1.4188,86.8,193853,3000.25,654.485,3000.25,671.9
106.0875,54.0562,52.976,1.4189,86.075,193886,3000.25,654.5825,3000.25,671.7875
104.6925,53.5162,52.448,1.4189,86.8,193930,3000.25,654.7125,3000.25,671.675
104.2875,52.9875,51.931,1.4189,86.325,193963,3000.5,654.81,3000.5,671.6
102.69,52.4587,51.403,1.419,86.075,193996,3000.5,654.94,3000.5,671.4875
101.7,51.9187,50.886,1.419,86.775,194029,3000.5,655.0375,3000.5,671.375
100.3725,51.39,50.358,1.419,86.875,194062,3000.5,655.1675,3000.5,671.2625
99.99,50.8612,49.841,1.419,86.95,194106,3000.5,655.265,3000.5,671.15
98.46,50.3212,49.313,1.4191,86.025,194139,3000.5,655.3625,3000.5,671.075
96.7275,49.2637,48.279,1.4192,86.325,194205,2999.75,655.5575,2999.75,670.85
96.7275,49.2637,48.279,1.4192,86.325,194205,2999.75,655.5575,2999.75,670.85
94.7025,48.195,47.234,1.4193,86.45,194282,3000.75,655.7525,3000.75,670.625
94.7025,48.195,47.234,1.4193,86.45,194282,3000.75,655.7525,3000.75,670.625
93.6225,47.6662,46.717,1.4193,86.7,194315,3000.75,655.85,3000.75,670.5125
92.2275,47.1375,46.189,1.4194,86.475,194348,3000.0,655.9475,3000.0,670.4
91.2825,46.6087,45.672,1.4194,86.275,194381,3000.0,656.045,3000.0,670.2875
91.1475,46.08,45.155,1.4194,86.275,194425,3000.0,656.1425,3000.0,670.175
89.46,45.54,44.638,1.4194,86.55,194458,3000.0,656.2075,3000.0,670.0625
88.695,45.0112,44.11,1.4194,86.1,194491,3000.0,656.305,3000.0,669.9875
87.6825,44.4825,43.593,1.4195,86.975,194524,3000.25,656.4025,3000.25,669.875
86.49,43.9538,43.076,1.4195,86.75,194557,3000.25,656.4675,3000.25,669.7625
85.14,43.425,42.559,1.4196,86.75,194590,3000.25,656.565,3000.25,669.65
84.3975,42.8962,42.042,1.4196,86.1,194634,3000.25,656.63,3000.25,669.5
83.1825,42.3675,41.514,1.4197,86.6,194667,3000.25,656.695,3000.25,669.3875
83.025,41.8387,40.997,1.4197,86.8,194700,3000.5,656.7925,3000.5,669.275
81.3375,41.31,40.48,1.4198,86.925,194733,3000.5,656.8575,3000.5,669.1625
81.0,40.7812,39.963,1.4198,86.375,194766,3000.5,656.9225,3000.5,669.05
79.605,40.2525,39.446,1.4198,86.8,194810,3000.5,656.9875,3000.5,668.9375
78.5025,39.7237,38.929,1.4198,86.55,194843,3000.75,657.0525,3000.75,668.825
77.8275,39.195,38.412,1.4198,86.325,194876,2999.75,657.1175,2999.75,668.7125
76.23,38.6662,37.895,1.4199,86.975,194876,2999.75,657.1825,2999.75,668.6
75.8475,38.1375,37.378,1.4199,86.275,194909,2999.75,657.2475,2999.75,668.45
74.565,37.6087,36.861,1.42,86.075,194975,2999.75,657.3125,2999.75,668.3375
73.5075,37.08,36.344,1.42,86.45,195019,3000.75,657.3775,3000.75,668.225
72.36,36.5513,35.827,1.4201,86.45,195052,3001.0,657.4425,3001.0,668.1125
71.7975,36.0225,35.31,1.4201,86.325,195052,3001.0,657.5075,3001.0,667.9625
70.065,35.4937,34.793,1.4202,86.0,195118,3001.0,657.54,3001.0,667.85
69.4125,34.9762,34.276,1.4202,86.05,195151,3000.0,657.605,3000.0,667.7375
68.4225,34.4475,33.759,1.4202,86.425,195195,3000.0,657.67,3000.0,667.5875
67.5225,33.9188,33.242,1.4202,86.625,195228,3000.25,657.7025,3000.25,667.475
66.6,33.39,32.725,1.4202,86.55,195294,3000.5,657.7675,3000.5,667.3625
64.8,32.7375,32.087,1.4203,86.975,195338,3000.75,657.8,3000.75,667.2125
63.9225,32.085,31.449,1.4203,86.125,195393,3000.75,657.865,3000.75,667.1
62.7075,31.4437,30.811,1.4204,86.5,195393,3001.0,657.8975,3001.0,666.95
61.7625,30.7912,30.173,1.4204,86.825,195492,3000.25,658.0925,3000.25,666.8375
59.985,30.0938,29.491,1.4204,86.475,195547,3000.25,658.2225,3000.25,666.6875
58.4775,29.4075,28.82,1.4205,86.9,195591,3000.25,658.3525,3000.25,666.575
56.9925,28.7325,28.149,1.4205,86.8,195635,3000.25,658.4175,3000.25,666.425
56.0475,28.0687,27.5,1.4206,86.425,195679,3000.25,658.4175,3000.25,666.3125
54.72,27.4163,26.873,1.4206,86.425,195712,3000.25,658.385,3000.25,666.1625
53.865,26.7975,26.257,1.4206,86.725,195756,3000.25,658.4175,3000.25,666.05
52.5375,26.1562,25.63,1.4206,86.9,195800,3000.25,658.45,3000.25,665.9
50.85,25.5037,24.992,1.4206,86.75,195844,3000.5,658.515,3000.5,665.75
50.5125,24.84,24.343,1.4207,86.775,195899,3000.5,658.6125,3000.5,665.6
49.2075,24.165,23.683,1.4207,86.85,195943,3000.5,658.6775,3000.5,665.4875
47.0475,23.5012,23.034,1.4208,86.4,195987,3000.5,658.7425,3000.5,665.3375
45.9675,22.8375,22.385,1.4208,86.45,196020,2999.75,658.775,2999.75,665.1875
45.2925,22.185,21.736,1.4208,86.9,196064,2999.75,658.8075,2999.75,665.0375
43.515,21.5212,21.098,1.4209,86.4,196108,2999.75,658.84,2999.75,664.8875
42.165,20.88,20.46,1.4209,86.525,196152,2999.75,658.84,2999.75,664.7375
40.725,20.2275,19.822,1.421,86.225,196196,3000.75,658.8725,3000.75,664.5875
39.69,19.575,19.184,1.421,86.375,196229,3001.0,658.905,3001.0,664.4375
39.1725,18.9225,18.546,1.421,86.05,196273,3001.0,658.9375,3001.0,664.2875
37.53,18.2812,17.919,1.421,86.425,196306,3000.75,658.97,3000.75,664.1375
36.09,17.6737,17.314,1.421,86.55,196328,2999.75,659.0025,2999.75,663.9875
35.19,17.1,16.764,1.421,86.65,196339,2999.5,659.035,2999.5,663.8375
33.8625,16.605,16.28,1.4211,86.575,196339,2999.25,659.0675,2999.25,663.6875
33.4575,16.2,15.873,1.4211,86.675,196339,2999.25,659.0675,2999.25,663.5375
32.445,15.8175,15.51,1.4212,86.975,196350,2999.0,659.1,2999.0,663.35
32.0625,15.4462,15.136,1.4212,86.6,196350,2999.0,659.1,2999.0,663.2
31.32,15.0975,14.795,1.4212,86.825,196383,2999.25,659.1,2999.25,663.05
30.87,14.67,14.377,1.4213,86.725,196383,2999.75,659.1325,2999.75,662.9
30.69,14.4675,14.179,1.4213,86.075,196449,3000.75,659.1325,3000.75,662.7125
28.6425,13.815,13.53,1.4213,86.925,196526,3001.25,659.1325,3001.25,662.5625
28.0125,13.14,12.881,1.4214,86.675,196581,3001.5,659.1325,3001.5,662.375
26.415,12.4762,12.221,1.4214,86.65,196636,3001.5,659.165,3001.5,662.225
24.795,11.8012,11.561,1.4214,86.025,196691,3000.75,659.165,3000.75,662.075
23.715,11.1375,10.912,1.4214,86.2,196746,3000.75,659.165,3000.75,661.8875
23.715,11.1375,10.912,1.4214,86.2,196746,3000.75,659.165,3000.75,661.8875
23.715,11.1375,10.912,1.4214,86.2,196746,3000.75,659.165,3000.75,661.8875
23.715,11.1375,10.912,1.4214,86.2,196746,3000.75,659.165,3000.75,661.8875
22.6575,10.4625,10.252,1.4214,86.775,196801,3000.0,659.1325,3000.0,661.7
21.1725,9.7987,9.603,1.4215,86.875,196845,3000.0,659.1325,3000.0,661.55
19.9575,9.135,8.954,1.4215,86.95,196878,3000.0,659.1325,3000.0,661.3625
19.5975,8.6962,8.525,1.4215,86.575,197274,3003.75,659.1325,3003.75,661.325
18.045,8.0662,7.909,1.4216,86.7,197626,3006.25,659.1,3006.25,661.2875
16.56,7.4025,7.26,1.4216,86.9,198165,3010.5,659.1,3010.5,661.2875
15.75,6.75,6.611,1.4216,86.8,198792,3014.5,659.1,3014.5,661.25
13.7025,6.0975,5.973,1.4217,86.3,199276,3012.75,659.0675,3012.75,661.25
13.2975,5.445,5.335,1.4217,86.45,199661,3013.0,659.0675,3013.0,661.2125
11.4975,4.8038,4.708,1.4217,86.85,199925,3003.5,659.035,3003.5,661.175
10.575,4.1512,4.07,1.4218,86.725,200123,3001.0,659.035,3001.0,661.175
9.135,3.51,3.443,1.4218,86.275,200277,2996.5,659.035,2996.5,661.1375
7.515,2.8687,2.805,1.4218,86.95,200420,2995.0,659.0025,2995.0,661.1
7.2225,2.2275,2.178,1.4218,86.425,200519,2997.5,659.0025,2997.5,661.025
5.6475,0.0,1.551,1.4218,86.775,200618,2996.5,659.0025,2996.5,660.9875
4.4775,0.0,0.924,1.4218,86.35,200750,2999.75,658.97,2999.75,660.9125
3.1725,0.0,0.297,1.4219,0.0,200948,2999.5,658.97,2999.5,660.875
2.385,0.0,0.0,1.4219,0.0,204941,3043.25,658.905,3043.25,658.925
2.5875,0.0,0.0,1.4219,86.2,205898,3045.5,658.8725,3045.5,658.8875
2.745,0.0,0.165,1.422,86.2,208054,3059.0,658.84,3059.0,658.85
3.555,0.0,0.484,1.422,86.375,209451,3062.25,658.8075,3062.25,647.4125
4.365,0.0,1.078,1.422,86.925,210485,3026.0,658.775,3026.0,647.4125
5.9625,2.9475,1.958,1.4221,86.2,211574,3024.25,658.6775,3024.25,640.025
7.8975,2.9475,2.893,1.4221,86.0,211607,2981.25,658.4175,2981.25,633.6875
9.8775,3.735,3.663,1.4221,86.775,211530,2977.0,658.0275,2977.0,629.45
10.6425,4.1062,4.026,1.4221,86.225,211211,2963.0,657.6375,2963.0,627.6875
10.0125,4.05,3.96,1.4222,86.6,210573,2943.25,657.28,2943.25,627.575
9.765,3.735,3.663,1.4222,86.575,210078,2959.75,657.02,2959.75,627.4625
9.135,3.4312,3.366,1.4222,86.975,209308,2952.25,656.7925,2952.25,627.35
8.3025,3.1387,3.08,1.4222,86.725,208274,2975.0,656.565,2975.0,627.2375
7.605,2.835,2.772,1.4222,86.125,207196,2969.75,656.24,2969.75,627.125
7.065,2.5425,2.497,1.4222,86.2,206250,2978.0,655.8825,2978.0,627.05
6.7725,2.1263,2.079,1.4222,86.95,205546,2975.5,655.4925,2975.5,626.9375
5.805,0.0,1.947,1.4222,86.6,205051,2980.25,655.135,2980.25,626.825
5.3775,0.0,1.353,1.4223,86.925,204523,2982.5,654.81,2982.5,626.7125
4.185,0.0,0.748,1.4223,86.325,203929,2983.25,654.485,2983.25,626.6
2.43,0.0,0.132,1.4223,0.0,203335,2991.5,654.16,3058.25,654.125
2.7225,0.0,0.0,1.4223,0.0,208263,3058.25,654.1275,3058.25,654.125
2.1825,0.0,0.0,1.4224,0.0,209495,3067.5,654.095,3067.5,654.0875
2.0925,0.0,0.0,1.4224,0.0,210089,3065.5,654.0625,3065.5,654.05
2.9475,0.0,0.0,1.4224,0.0,210639,3064.75,653.9975,3012.5,654.0125
2.97,0.0,0.0,1.4224,0.0,211145,3012.5,653.965,3012.5,653.975
2.8575,0.0,0.0,1.4225,0.0,212036,3012.25,653.9325,3012.25,653.9375
2.25,0.0,0.0,1.4225,0.0,212036,2985.0,653.9,2985.0,653.9
2.5875,0.0,0.0,1.4225,0.0,212124,2978.75,653.8675,2978.75,624.95
2.07,0.0,0.0,1.4225,0.0,212124,2986.5,653.835,2986.5,624.95
2.1375,0.0,0.0,1.4226,0.0,211981,2978.75,653.77,2978.75,624.8375
2.52,0.0,0.0,1.4226,0.0,211904,2991.5,653.7375,2991.5,624.6875
2.2275,0.0,0.0,1.4226,0.0,212278,2989.75,653.64,2988.25,624.5375
2.4975,0.0,0.0,1.4226,0.0,212267,2989.75,653.64,2989.75,624.425
2.7675,0.0,0.0,1.4226,0.0,212267,2991.5,653.575,2991.5,624.275
2.1375,0.0,0.0,1.4226,0.0,211849,2991.25,653.51,2991.25,624.125
2.475,0.0,0.0,1.4226,0.0,211849,2989.75,653.445,2989.75,624.0125
2.43,0.0,0.0,1.4226,0.0,211541,2987.0,653.38,2987.0,623.8625
2.1375,0.0,0.0,1.4226,0.0,211233,2987.25,653.315,2987.25,623.7125
2.925,0.0,0.0,1.4227,0.0,210606,2985.0,653.2825,2985.0,623.6
2.88,0.0,0.0,1.4227,0.0,210606,2988.75,653.2175,2988.75,623.45
2.4525,0.0,0.0,1.4227,0.0,210078,2987.25,653.1525,2987.25,623.3
2.6775,0.0,0.0,1.4227,0.0,210078,2992.25,653.0875,2992.25,623.1875
2.25,0.0,0.0,1.4227,0.0,209649,2992.0,653.055,2992.0,623.0375
2.97,0.0,0.0,1.4228,0.0,209649,2996.0,652.99,2996.0,622.8875
2.8125,0.0,0.0,1.4228,0.0,209209,2996.0,652.9575,2996.0,622.775
2.3175,0.0,0.0,1.4228,0.0,209209,2996.25,652.8925,2996.25,622.625
2.25,0.0,0.0,1.4228,0.0,208769,2997.5,652.8275,2997.5,622.475
2.2725,0.0,0.0,1.4228,0.0,208527,2997.75,652.795,2997.75,622.3625
2.3175,0.0,0.0,1.4229,0.0,208296,2998.75,652.6975,2997.75,622.2125
2.385,0.0,0.0,1.4229,0.0,208054,2998.75,652.6975,2998.75,622.0625
2.115,0.0,0.0,1.4229,0.0,207823,2999.75,652.6,2998.75,621.95
2.7225,0.0,0.0,1.4229,0.0,207570,2999.75,652.6,2999.75,621.8
2.9025,0.0,0.0,1.4229,0.0,207328,2999.25,652.5025,2999.5,621.65
2.2275,0.0,0.0,1.4229,0.0,207086,2999.25,652.5025,2999.25,621.5375
2.745,0.0,0.0,1.423,0.0,206855,2999.0,652.405,2999.25,621.3875
2.61,0.0,0.0,1.423,0.0,206613,2999.0,652.405,2999.0,621.2375
2.9025,0.0,0.0,1.423,0.0,206393,2998.75,652.3075,2998.75,621.125
2.9475,0.0,0.0,1.423,0.0,206162,2998.75,652.3075,2998.75,620.975
2.25,0.0,0.0,1.423,0.0,205964,2999.5,652.21,2998.5,620.825
2.5875,0.0,0.0,1.423,0.0,205766,2999.5,652.21,2999.5,620.7125
2.88,0.0,0.0,1.423,0.0,205579,3000.5,652.1125,2999.5,620.5625
2.0475,0.0,0.0,1.423,0.0,205403,3000.5,652.08,3000.5,620.4125
2.34,0.0,0.0,1.423,0.0,205249,3000.0,652.015,3000.75,620.3
2.565,0.0,0.0,1.423,0.0,205106,3000.25,651.9825,3000.0,620.15
2.5425,0.0,0.0,1.4231,0.0,204996,3000.5,651.9175,3000.5,619.8875
2.5425,0.0,0.0,1.4231,0.0,204897,3001.0,651.885,3000.5,619.8875
2.5875,0.0,0.0,1.4231,0.0,204809,3001.25,651.8525,3001.25,619.7375
2.5425,0.0,0.0,1.4231,0.0,204721,3001.75,651.7875,3001.25,619.5875
2.4075,0.0,0.0,1.4231,0.0,204644,3002.25,651.755,3001.75,619.475
2.5425,0.0,0.0,1.4232,0.0,204589,3001.75,651.69,3001.75,619.325
2.9025,0.0,0.0,1.4232,0.0,204523,3002.0,651.6575,3001.75,619.175
2.7225,0.0,0.0,1.4232,0.0,204479,3001.5,651.5925,3001.5,618.9125
2.7225,0.0,0.0,1.4232,0.0,204435,3002.0,651.56,3001.5,618.9125
2.835,0.0,0.0,1.4232,0.0,204391,3001.5,651.495,3001.5,618.65
2.835,0.0,0.0,1.4232,0.0,204358,3001.75,651.4625,3001.5,618.65
2.7675,0.0,0.0,1.4233,0.0,204325,3002.0,651.3975,3002.0,618.35
2.7675,0.0,0.0,1.4233,0.0,204292,3001.5,651.365,3002.0,618.35
2.745,0.0,0.0,1.4233,0.0,204270,3001.75,651.3325,3001.75,618.0875
2.745,0.0,0.0,1.4233,0.0,204259,3001.25,651.2675,3001.75,618.0875
2.925,0.0,0.0,1.4234,0.0,204248,3001.5,651.235,3001.5,617.7875
2.925,0.0,0.0,1.4234,0.0,204237,3001.75,651.17,3001.5,617.7875
2.475,0.0,0.0,1.4234,0.0,204237,3002.25,651.1375,3002.25,617.525
2.475,0.0,0.0,1.4234,0.0,204226,3002.5,651.0725,3002.25,617.525
2.0025,0.0,0.0,1.4234,0.0,204226,3001.75,651.04,3001.75,617.2625
2.0025,0.0,0.0,1.4234,0.0,204215,3002.0,650.975,3001.75,617.2625
2.475,0.0,0.0,1.4234,0.0,204215,3000.5,650.9425,3000.5,616.9625
2.2275,0.0,0.0,1.4234,0.0,204204,3000.75,650.8775,3000.75,616.85
2.025,0.0,0.0,1.4234,0.0,204204,3001.0,650.845,3001.0,616.7
2.025,0.0,0.0,1.4234,0.0,204204,3001.25,650.8125,3001.0,616.7
2.43,0.0,0.0,1.4235,0.0,204204,3001.25,650.7475,3001.25,616.4375
2.655,0.0,0.0,1.4235,0.0,204204,3001.5,650.715,3001.5,616.2875
2.25,0.0,0.0,1.4235,0.0,204193,3001.75,650.65,3001.75,616.175
2.43,0.0,0.0,1.4236,0.0,204193,3001.0,650.6175,3001.0,616.025
2.43,0.0,0.0,1.4236,0.0,204193,3001.25,650.5525,3001.25,616.025
2.8575,0.0,0.0,1.4236,0.0,204193,3001.25,650.52,3001.25,615.7625
2.7225,0.0,0.0,1.4237,0.0,204193,3001.5,650.455,3001.5,615.6125
2.025,0.0,0.0,1.4237,0.0,204193,3001.75,650.4225,3001.75,615.4625
2.34,0.0,0.0,1.4237,0.0,204193,3001.0,650.3575,3001.0,615.35
2.88,0.0,0.0,1.4237,0.0,204193,3001.0,650.325,3001.0,615.2
2.52,0.0,0.0,1.4238,0.0,204193,3001.25,650.26,3001.25,615.05
2.61,0.0,0.0,1.4238,0.0,204193,3000.5,650.2275,3000.5,614.9375
2.9025,0.0,0.0,1.4238,0.0,204193,3000.5,650.195,3000.5,614.7875
2.5425,0.0,0.0,1.4238,0.0,204193,3000.75,650.13,3000.75,614.675
2.0925,0.0,0.0,1.4238,0.0,204193,3000.75,650.0975,3000.75,614.525
2.4975,0.0,0.0,1.4238,0.0,204193,3001.0,650.0325,3001.0,614.375
2.4075,0.0,0.0,1.4239,0.0,204193,3001.0,650.0,3001.0,614.2625
2.52,0.0,0.0,1.4239,0.0,204193,3000.25,649.935,3000.25,614.1125
2.6775,0.0,0.0,1.4239,0.0,204204,3000.5,649.9025,3000.5,613.9625
2.52,0.0,0.0,1.424,0.0,204204,3000.5,649.8375,3000.5,613.85
2.295,0.0,0.0,1.424,0.0,204204,3000.5,649.805,3000.5,613.7
2.3625,0.0,0.0,1.424,0.0,204204,3000.75,649.74,3000.75,613.5875
2.3175,0.0,0.0,1.4241,0.0,204204,3000.75,649.7075,3000.75,613.4375
2.475,0.0,0.0,1.4241,0.0,204204,3001.0,649.6425,3001.0,613.2875
2.5875,0.0,0.0,1.4242,0.0,204204,3000.0,649.61,3000.0,613.175
2.88,0.0,0.0,1.4242,0.0,204204,3000.25,649.545,3000.25,613.025
2.25,0.0,0.0,1.4242,0.0,204204,3000.25,649.5125,3000.25,612.9125
2.0475,0.0,0.0,1.4242,0.0,204204,3000.5,649.4475,3000.5,612.7625
2.6775,0.0,0.0,1.4242,0.0,204215,3000.5,649.415,3000.5,612.6125
2.5875,0.0,0.0,1.4243,0.0,204215,3000.75,649.35,3000.75,612.5
2.295,0.0,0.0,1.4243,0.0,204215,3000.75,649.3175,3000.75,612.35
2.1825,0.0,0.0,1.4243,0.0,204215,3000.75,649.285,3000.75,612.2375
2.565,0.0,0.0,1.4244,0.0,204215,3001.0,649.22,3001.0,612.0875
2.205,0.0,0.0,1.4244,0.0,204215,3001.0,649.1875,3001.0,611.9375
2.4075,0.0,0.0,1.4245,0.0,204215,3000.0,649.1225,3000.0,611.825
2.5425,0.0,0.0,1.4245,0.0,204226,3000.25,649.09,3000.25,611.675
2.1375,0.0,0.0,1.4246,0.0,204226,3000.25,649.025,3000.25,611.5625
2.97,0.0,0.0,1.4246,0.0,204226,3000.5,648.9925,3000.5,611.4125
2.1375,0.0,0.0,1.4246,0.0,204226,3000.5,648.9275,3000.5,611.2625
2.6325,0.0,0.0,1.4246,0.0,204226,3000.5,648.895,3000.5,611.15
2.5425,0.0,0.0,1.4246,0.0,204226,3000.75,648.83,3000.75,611.0
2.3175,0.0,0.0,1.4246,0.0,204226,3000.75,648.7975,3000.75,610.8875
2.2725,0.0,0.0,1.4246,0.0,204226,3000.75,648.7325,3000.75,610.7375
2.0475,0.0,0.0,1.4246,0.0,204237,3001.0,648.7,3001.0,610.5875
2.1825,0.0,0.0,1.4246,0.0,204237,3000.0,648.635,3000.0,610.475
2.6325,0.0,0.0,1.4246,0.0,204237,3000.25,648.6025,3000.25,610.325
2.5425,0.0,0.0,1.4246,0.0,204237,3000.25,648.5375,3000.25,610.2125
2.7675,0.0,0.0,1.4246,0.0,204237,3000.25,648.505,3000.25,610.0625
2.5425,0.0,0.0,1.4246,0.0,204237,3000.5,648.44,3000.5,609.95
2.745,0.0,0.0,1.4246,0.0,204237,3000.5,648.4075,3000.5,609.8
2.3175,0.0,0.0,1.4246,0.0,204248,3000.5,648.3425,3000.5,609.65
2.52,0.0,0.0,1.4246,0.0,204248,3000.5,648.31,3000.5,609.5375
2.61,0.0,0.0,1.4246,0.0,204248,3000.75,648.245,3000.75,609.3875
2.205,0.0,0.0,1.4247,0.0,204248,3000.75,648.2125,3000.75,609.275
2.0925,0.0,0.0,1.4248,0.0,204248,3000.0,648.1475,3000.0,609.125
2.9475,0.0,0.0,1.4248,0.0,204248,3000.0,648.115,3000.0,609.0125
2.4975,0.0,0.0,1.4249,0.0,204259,3000.0,648.05,3000.0,608.8625
2.16,0.0,0.0,1.425,0.0,204259,3000.25,648.0175,3000.25,608.7125
2.7675,0.0,0.0,1.425,0.0,204259,3000.25,647.9525,3000.25,608.6
2.025,0.0,0.0,1.425,0.0,204259,3000.25,647.92,3000.25,608.45
2.4075,0.0,0.0,1.425,0.0,204259,3000.5,647.855,3000.5,608.3375
2.385,0.0,0.0,1.425,0.0,204259,3000.5,647.8225,3000.5,608.1875
2.5425,0.0,0.0,1.425,0.0,204270,3000.5,647.7575,3000.5,608.075
2.925,0.0,0.0,1.425,0.0,204270,3000.5,647.725,3000.5,607.925
2.2725,0.0,0.0,1.4251,0.0,204270,3000.75,647.66,3000.75,607.775
2.925,0.0,0.0,1.4251,0.0,204270,3000.75,647.6275,3000.75,607.6625
