x0,x0,0.027
x0,x2,0.014
x0,x3,0.011
x0,x4,0.013
x0,x5,0.02
x1,x1,0.016
x1,x2,0.015
x1,x3,0.006
x2,x1,0.017
x2,x2,0.017
x2,x5,0.009
x3,x1,0.017
x3,x3,0.009
x3,x7,0.035
x4,x4,0.019
x4,x6,0.031
x5,x5,0.019
x5,x3,0.019
x6,x6,0.013
x7,x0,0.027
x7,x3,0.019
x7,x5,0.005
x7,x7,0.029
