TIC_1155.MV,PI_1180.PV,PIC1101A.PV,PR1102A.PV,PDR1401.PV,LRCA1101.MV,PDR1103.PV,TI_1145.PV
0.0,1.4102,13.3963,0.0114,11.642,0.0,1.387,511.85
0.0,1.4103,13.2805,0.0122,11.568,0.0,1.383,511.85
0.0,1.4104,13.1794,0.013,11.5,0.0,1.382,511.85
0.0,1.4105,13.0849,0.0137,11.44,0.0,1.383,511.85
0.0,1.4106,13.0147,0.0144,11.388,0.0,1.387,511.85
0.0,1.4106,12.9522,0.015,11.342,0.0,1.391,511.85
0.0,1.4107,12.9063,0.0155,11.302,0.0,1.396,511.82
0.0,1.4108,12.8691,0.016,11.271,0.0,1.402,511.82
0.0,1.4109,12.8408,0.0164,11.245,0.0,1.407,511.82
0.0,1.411,12.8216,0.0168,11.225,0.0,1.412,511.82
0.0,1.4111,12.8033,0.0171,11.21,0.0,1.417,511.82
0.0,1.4112,12.7944,0.0174,11.199,0.0,1.422,511.79
0.0,1.4113,12.7952,0.0176,11.192,0.0,1.426,511.79
0.0,1.4114,12.7974,0.0178,11.186,0.0,1.43,511.79
0.0,1.4114,12.7924,0.018,11.184,0.0,1.434,511.79
0.0,1.4115,12.7972,0.0182,11.187,0.0,1.438,511.79
0.0,1.4116,12.8033,0.0183,11.189,0.0,1.441,511.76
0.0,1.4117,12.8022,0.0184,11.19,0.0,1.444,511.76
0.0,1.4118,12.8022,0.0185,11.194,0.0,1.447,511.76
0.0,1.4118,12.8033,0.0187,11.199,0.0,1.45,511.73
0.0,1.4119,12.8055,0.0188,11.203,0.0,1.453,511.73
0.0,1.4119,12.8088,0.0188,11.207,0.0,1.456,511.73
0.0,1.412,12.8047,0.0189,11.211,0.0,1.458,511.7
0.0,1.4121,12.8013,0.019,11.216,0.0,1.46,511.7
0.0,1.4122,12.7988,0.0191,11.22,0.0,1.463,511.7
0.0,1.4122,12.8058,0.0192,11.224,0.0,1.465,511.67
0.0,1.4123,12.8052,0.0192,11.228,0.0,1.467,511.67
0.0,1.4124,12.8055,0.0193,11.232,0.0,1.469,511.67
0.0,1.4125,12.798,0.0194,11.238,0.0,1.471,511.64
0.0,1.4125,12.7997,0.0194,11.243,0.0,1.473,511.64
0.0,1.4126,12.7935,0.0195,11.247,0.0,1.475,511.61
0.0,1.4126,12.7966,0.0196,11.249,0.0,1.477,511.61
0.0,1.4127,12.7919,0.0196,11.254,0.0,1.479,511.61
0.0,1.4128,12.7963,0.0197,11.257,0.0,1.48,511.58
0.0,1.4129,12.793,0.0197,11.262,0.0,1.482,511.58
0.0,1.4129,12.7902,0.0198,11.265,0.0,1.484,511.55
0.0,1.413,12.788,0.0198,11.27,0.0,1.485,511.55
0.0,1.413,12.7863,0.0199,11.272,0.0,1.487,511.52
0.0,1.4131,12.7852,0.0199,11.276,0.0,1.488,511.52
0.0,1.4131,12.7847,0.02,11.279,0.0,1.49,511.52
0.0,1.4132,12.7847,0.02,11.282,0.0,1.491,511.49
0.0,1.4133,12.7766,0.0201,11.286,0.0,1.493,511.49
0.0,1.4134,12.7774,0.0201,11.288,0.0,1.494,511.46
0.0,1.4134,12.7788,0.0201,11.292,0.0,1.495,511.46
0.0,1.4134,12.7808,0.0202,11.294,0.0,1.496,511.43
0.0,1.4135,12.7747,0.0202,11.297,0.0,1.498,511.43
0.0,1.4136,12.7774,0.0203,11.301,0.0,1.499,511.4
0.0,1.4137,12.7722,0.0203,11.305,0.0,1.5,511.4
0.0,1.4137,12.7758,0.0203,11.306,0.0,1.501,511.37
0.0,1.4138,12.7713,0.0204,11.31,0.0,1.502,511.37
0.0,1.4138,12.7758,0.0204,11.312,0.0,1.503,511.34
0.0,1.4138,12.7722,0.0204,11.316,0.0,1.504,511.34
0.0,1.4139,12.7774,0.0205,11.317,0.0,1.505,511.31
0.0,1.414,12.7747,0.0205,11.321,0.0,1.506,511.28
0.0,1.4141,12.7722,0.0205,11.323,0.0,1.507,511.28
0.0,1.4141,12.7699,0.0205,11.326,0.0,1.508,511.25
0.0,1.4142,12.7766,0.0205,11.328,0.0,1.508,511.25
0.0,1.4142,12.7752,0.0206,11.331,0.0,1.509,511.22
0.0,1.4142,12.7741,0.0206,11.332,0.0,1.51,511.22
0.0,1.4143,12.7733,0.0206,11.337,0.0,1.511,511.19
0.0,1.4144,12.7727,0.0207,11.339,0.0,1.512,511.19
0.0,1.4144,12.7724,0.0207,11.34,0.0,1.512,511.16
0.0,1.4145,12.781,0.0207,11.343,0.0,1.513,511.13
0.0,1.4146,12.7816,0.0207,11.345,0.0,1.514,511.13
0.0,1.4146,12.7824,0.0207,11.347,0.0,1.514,511.1
0.0,1.4146,12.7835,0.0208,11.351,0.0,1.515,511.1
0.0,1.4147,12.7763,0.0208,11.353,0.0,1.515,511.07
0.0,1.4147,12.7777,0.0208,11.355,0.0,1.516,511.04
0.0,1.4148,12.7794,0.0208,11.357,0.0,1.516,511.04
0.0,1.4149,12.7813,0.0208,11.358,0.0,1.517,511.01
0.0,1.4149,12.7835,0.0209,11.36,0.0,1.517,511.01
0.0,1.415,12.786,0.0209,11.362,0.0,1.518,510.98
0.0,1.415,12.7888,0.0209,11.365,0.0,1.518,510.95
0.0,1.415,12.7919,0.0209,11.367,0.0,1.519,510.95
0.0,1.4151,12.7952,0.0209,11.37,0.0,1.519,510.92
0.0,1.4151,12.7988,0.0209,11.372,0.0,1.52,510.92
0.0,1.4152,12.7941,0.0209,11.374,0.0,1.52,510.89
0.0,1.4153,12.798,0.0209,11.377,0.0,1.52,510.86
0.0,1.4153,12.7935,0.0209,11.379,0.0,1.521,510.86
0.0,1.4154,12.7977,0.0209,11.379,0.0,1.521,510.83
0.0,1.4154,12.8021,0.0209,11.382,0.0,1.521,510.83
0.0,1.4154,12.8069,0.021,11.382,0.0,1.522,510.8
0.0,1.4155,12.8119,0.021,11.385,0.0,1.522,510.77
0.0,1.4155,12.8085,0.021,11.387,0.0,1.522,510.77
0.0,1.4156,12.8138,0.021,11.39,0.0,1.522,510.74
0.0,1.4156,12.8108,0.021,11.392,0.0,1.523,510.71
0.0,1.4157,12.8163,0.021,11.392,0.0,1.523,510.71
0.0,1.4157,12.8135,0.021,11.395,0.0,1.523,510.68
0.0,1.4158,12.8194,0.021,11.396,0.0,1.523,510.65
0.0,1.4158,12.8169,0.021,11.398,0.0,1.523,510.65
0.0,1.4158,12.823,0.021,11.399,0.0,1.524,510.62
0.0,1.4158,12.8208,0.021,11.401,0.0,1.524,510.59
0.0,1.4159,12.8271,0.021,11.402,0.0,1.524,510.59
0.0,1.416,12.8252,0.021,11.404,0.0,1.524,510.56
0.0,1.416,12.8319,0.021,11.406,0.0,1.524,510.56
0.0,1.4161,12.8302,0.021,11.408,0.0,1.524,510.53
0.0,1.4161,12.8371,0.021,11.409,0.0,1.524,510.5
0.0,1.4162,12.8358,0.021,11.411,0.0,1.524,510.5
0.0,1.4162,12.8344,0.021,11.412,0.0,1.524,510.47
0.0,1.4162,12.8416,0.021,11.414,0.0,1.524,510.44
0.0,1.4162,12.8405,0.021,11.415,0.0,1.525,510.44
0.0,1.4163,12.848,0.021,11.415,0.0,1.525,510.41
0.0,1.4163,12.8471,0.021,11.418,0.0,1.525,510.38
0.0,1.4164,12.8463,0.021,11.419,0.0,1.525,510.38
0.0,1.4164,12.8455,0.021,11.421,0.0,1.525,510.35
0.0,1.4165,12.8533,0.021,11.422,0.0,1.525,510.32
0.0,1.4165,12.8527,0.021,11.423,0.0,1.525,510.29
0.0,1.4165,12.8521,0.021,11.424,0.0,1.525,510.29
0.0,1.4166,12.8602,0.021,11.426,0.0,1.525,510.26
0.0,1.4166,12.8599,0.021,11.427,0.0,1.525,510.23
0.0,1.4166,12.8596,0.021,11.427,0.0,1.525,510.23
0.0,1.4166,12.868,0.021,11.43,0.0,1.525,510.2
0.0,1.4167,12.868,0.021,11.43,0.0,1.525,510.17
0.0,1.4167,12.868,0.021,11.431,0.0,1.525,510.17
0.0,1.4168,12.868,0.021,11.434,0.0,1.525,510.14
0.0,1.4168,12.8766,0.021,11.434,0.0,1.524,510.11
0.0,1.4169,12.8769,0.021,11.435,0.0,1.524,510.11
0.0,1.4169,12.8771,0.021,11.436,0.0,1.524,510.08
0.0,1.4169,12.8774,0.021,11.439,0.0,1.524,510.05
0.0,1.417,12.8777,0.021,11.439,0.0,1.524,510.05
0.0,1.417,12.878,0.021,11.44,0.0,1.524,510.02
0.0,1.417,12.8869,0.021,11.441,0.0,1.524,509.99
0.0,1.417,12.8874,0.021,11.441,0.0,1.524,509.99
0.0,1.4171,12.888,0.021,11.442,0.0,1.524,509.96
0.0,1.4171,12.8885,0.021,11.445,0.0,1.524,509.93
0.0,1.4171,12.8891,0.0209,11.445,0.0,1.524,509.9
0.0,1.4172,12.8983,0.0209,11.446,0.0,1.524,509.9
0.0,1.4172,12.8991,0.0209,11.446,0.0,1.523,509.87
0.0,1.4173,12.8999,0.0209,11.447,0.0,1.523,509.84
0.0,1.4173,12.9008,0.0209,11.45,0.0,1.523,509.84
0.0,1.4174,12.9016,0.0209,11.45,0.0,1.523,509.81
0.0,1.4174,12.9024,0.0209,11.451,0.0,1.523,509.78
0.0,1.4174,12.9033,0.0209,11.452,0.0,1.523,509.78
0.0,1.4174,12.9041,0.0209,11.453,0.0,1.523,509.75
0.0,1.4174,12.9049,0.0209,11.453,0.0,1.523,509.72
0.0,1.4175,12.9144,0.0209,11.454,0.0,1.523,509.69
0.0,1.4175,12.9155,0.0209,11.454,0.0,1.522,509.69
0.0,1.4176,12.9166,0.0209,11.455,0.0,1.522,509.66
0.0,1.4176,12.9177,0.0209,11.458,0.0,1.522,509.63
0.0,1.4176,12.9188,0.0209,11.459,0.0,1.522,509.63
0.0,1.4177,12.9199,0.0209,11.459,0.0,1.522,509.6
0.0,1.4177,12.921,0.0209,11.46,0.0,1.522,509.57
0.0,1.4178,12.9221,0.0209,11.46,0.0,1.522,509.54
0.0,1.4178,12.9233,0.0209,11.461,0.0,1.521,509.54
0.0,1.4178,12.9244,0.0209,11.462,0.0,1.521,509.51
0.0,1.4178,12.9255,0.0209,11.463,0.0,1.521,509.48
0.0,1.4178,12.9266,0.0208,11.463,0.0,1.521,509.48
0.0,1.4179,12.9363,0.0208,11.464,0.0,1.521,509.45
0.0,1.4179,12.9377,0.0208,11.465,0.0,1.521,509.42
0.0,1.418,12.9391,0.0208,11.465,0.0,1.521,509.39
0.0,1.418,12.9319,0.0208,11.468,0.0,1.52,509.39
0.0,1.4181,12.933,0.0208,11.468,0.0,1.52,509.36
0.0,1.4181,12.9341,0.0208,11.468,0.0,1.52,509.33
0.0,1.4181,12.9438,0.0208,11.468,0.0,1.52,509.33
0.0,1.4182,12.9452,0.0208,11.468,0.0,1.52,509.3
0.0,1.4182,12.9466,0.0208,11.469,0.0,1.52,509.27
0.0,1.4182,12.948,0.0208,11.471,0.0,1.52,509.24
0.0,1.4182,12.9494,0.0208,11.472,0.0,1.519,509.24
0.0,1.4183,12.9508,0.0208,11.473,0.0,1.519,509.21
0.0,1.4183,12.9521,0.0208,11.473,0.0,1.519,509.18
0.0,1.4183,12.9535,0.0207,11.473,0.0,1.519,509.18
0.0,1.4184,12.9463,0.0207,11.475,0.0,1.519,509.15
0.0,1.4184,12.9474,0.0207,11.475,0.0,1.519,509.12
0.0,1.4185,12.9485,0.0207,11.475,0.0,1.518,509.09
0.0,1.4185,12.9582,0.0207,11.475,0.0,1.518,509.09
0.0,1.4186,12.9596,0.0207,11.475,0.0,1.518,509.06
0.0,1.4186,12.961,0.0207,11.476,0.0,1.518,509.03
0.0,1.4186,12.9624,0.0207,11.478,0.0,1.518,509.0
0.0,1.4186,12.9638,0.0207,11.478,0.0,1.518,509.0
0.0,1.4186,12.9652,0.0207,11.479,0.0,1.518,508.97
0.0,1.4187,12.9666,0.0207,11.48,0.0,1.517,508.94
0.0,1.4187,12.968,0.0206,11.48,0.0,1.517,508.94
0.0,1.4188,12.9607,0.0206,11.481,0.0,1.517,508.91
0.0,1.4188,12.9619,0.0206,11.481,0.0,1.516,508.88
0.0,1.4189,12.963,0.0206,11.482,0.0,1.516,508.85
0.0,1.4189,12.9727,0.0206,11.481,0.0,1.516,508.85
0.0,1.4189,12.9741,0.0206,11.481,0.0,1.515,508.82
0.0,1.419,12.9755,0.0206,11.482,0.0,1.515,508.79
0.0,1.419,12.9769,0.0206,11.484,0.0,1.515,508.76
0.0,1.419,12.9696,0.0205,11.484,0.0,1.515,508.76
0.0,1.419,12.9707,0.0205,11.486,0.0,1.514,508.73
0.0,1.4191,12.9719,0.0205,11.486,0.0,1.514,508.7
0.0,1.4191,12.973,0.0205,11.484,0.0,1.514,508.7
0.0,1.4192,12.9741,0.0205,11.485,0.0,1.514,508.67
0.0,1.4192,12.9752,0.0205,11.486,0.0,1.513,508.64
0.0,1.4193,12.9849,0.0205,11.486,0.0,1.513,508.61
0.0,1.4193,12.9863,0.0205,11.486,0.0,1.513,508.61
0.0,1.4193,12.9791,0.0205,11.488,0.0,1.513,508.58
0.0,1.4194,12.9802,0.0205,11.489,0.0,1.512,508.55
0.0,1.4194,12.9813,0.0205,11.49,0.0,1.512,508.52
0.0,1.4194,12.9824,0.0205,11.488,0.0,1.512,508.52
0.0,1.4194,12.9835,0.0205,11.49,0.0,1.512,508.49
0.0,1.4195,12.9846,0.0204,11.49,0.0,1.512,508.46
0.0,1.4195,12.9857,0.0204,11.49,0.0,1.511,508.43
0.0,1.4196,12.9869,0.0204,11.49,0.0,1.511,508.43
0.0,1.4196,12.988,0.0204,11.491,0.0,1.511,508.4
0.0,1.4197,12.9891,0.0204,11.492,0.0,1.511,508.37
0.0,1.4197,12.9902,0.0204,11.492,0.0,1.51,508.37
0.0,1.4197,12.9913,0.0204,11.492,0.0,1.51,508.34
0.0,1.4198,12.9935,0.0204,11.493,0.0,1.51,508.31
0.0,1.4198,12.9935,0.0204,11.494,0.0,1.51,508.28
0.0,1.4198,12.9946,0.0204,11.494,0.0,1.51,508.28
0.0,1.4198,12.9957,0.0204,11.494,0.0,1.51,508.25
0.0,1.4199,12.9969,0.0204,11.494,0.0,1.509,508.22
0.0,1.4199,12.998,0.0203,11.495,0.0,1.509,508.19
0.0,1.42,12.9913,0.0203,11.496,0.0,1.509,508.19
0.0,1.42,12.9913,0.0203,11.496,0.0,1.509,508.16
0.0,1.4201,12.9921,0.0203,11.496,0.0,1.509,508.13
0.0,1.4201,12.9938,0.0203,11.495,0.0,1.509,508.1
0.0,1.4202,12.9938,0.0203,11.496,0.0,1.509,508.1
0.0,1.4202,12.9955,0.0203,11.496,0.0,1.508,508.07
0.0,1.4202,13.0049,0.0203,11.497,0.0,1.508,508.01
0.0,1.4202,13.0049,0.0203,11.497,0.0,1.508,508.01
0.0,1.4202,12.9985,0.0203,11.497,0.0,1.508,508.01
0.0,1.4203,12.9994,0.0203,11.5,0.0,1.508,507.95
0.0,1.4203,13.0002,0.0203,11.5,0.0,1.508,507.95
0.0,1.4204,13.001,0.0203,11.501,0.0,1.507,507.92
0.0,1.4204,13.0019,0.0203,11.499,0.0,1.507,507.92
0.0,1.4205,13.0019,0.0203,11.499,0.0,1.507,507.89
0.0,1.4205,13.0035,0.0203,11.5,0.0,1.507,507.86
0.0,1.4206,13.0035,0.0203,11.5,0.0,1.507,507.83
0.0,1.4206,13.0052,0.0203,11.501,0.0,1.507,507.83
0.0,1.4206,13.006,0.0203,11.501,0.0,1.507,507.77
0.0,1.4206,13.006,0.0203,11.501,0.0,1.507,507.77
0.0,1.4207,13.0077,0.0202,11.501,0.0,1.507,507.74
0.0,1.4207,12.9999,0.0202,11.503,0.0,1.506,507.74
0.0,1.4208,13.0005,0.0202,11.503,0.0,1.506,507.71
0.0,1.4209,13.001,0.0202,11.503,0.0,1.506,507.65
0.0,1.4209,13.0016,0.0202,11.501,0.0,1.506,507.65
0.0,1.4209,13.0021,0.0202,11.501,0.0,1.506,507.65
0.0,1.421,13.0027,0.0202,11.503,0.0,1.506,507.62
0.0,1.421,13.0032,0.0202,11.503,0.0,1.506,507.56
0.0,1.421,13.0038,0.0202,11.503,0.0,1.506,507.56
0.0,1.421,13.0044,0.0202,11.504,0.0,1.506,507.53
