DR1107.PV,WRA1103.PV,WR1104.PV,FI1111.PV,FRCA1111.PV,CCSFIC1401.PV,TIC_1155.PV,AR1410B.PV,TRC1118A.PV,TI1118A.PV
249.5475,129.2063,126.621,4998.3198,4998.3198,189783,614.965,86.0,677.7,677.7
248.985,128.79,126.214,4998.3198,4998.3198,189772,615.2575,86.275,677.65,677.65
247.7925,128.385,125.807,4998.3198,4998.3198,189761,615.5825,86.525,677.6,677.6
246.915,127.9688,125.411,4997.46,4997.46,189750,615.875,86.35,677.55,677.55
246.96,127.5525,125.004,4997.46,4997.46,189750,616.1675,86.55,677.5,677.5
245.97,127.1475,124.608,4997.46,4997.46,189739,616.46,86.45,677.45,677.45
244.035,126.3262,123.794,4998.3198,4998.3198,189728,617.045,86.7,677.35,677.35
243.4275,125.91,123.398,4998.3198,4998.3198,189728,617.3375,86.8,677.3,677.3
243.4275,125.91,123.398,4998.3198,4998.3198,189728,617.3375,86.8,677.3,677.3
241.4925,125.0887,122.584,4998.3198,4998.3198,189728,617.9225,86.1,677.15,677.15
241.4925,125.0887,122.584,4998.3198,4998.3198,189728,617.9225,86.1,677.15,677.15
240.435,124.2675,121.781,4999.1797,4999.1797,189728,618.475,86.4,677.05,677.05
240.03,123.8625,121.385,4999.1797,4999.1797,189728,618.7675,86.225,677.0,677.0
238.8375,123.4462,120.978,4999.1797,4999.1797,189728,619.06,86.85,676.95,676.95
238.8375,123.4462,120.978,4999.1797,4999.1797,189728,619.06,86.85,676.95,676.95
237.5325,122.625,120.175,4999.1797,4999.1797,189728,619.6125,86.85,676.85,676.85
236.655,122.22,119.768,5000.04,5000.04,189728,619.8725,86.275,676.8,676.8
236.655,122.22,119.768,5000.04,5000.04,189728,619.8725,86.275,676.8,676.8
234.8775,121.3988,118.965,5000.04,5000.04,189739,620.425,86.325,676.65,676.65
233.82,120.9825,118.569,5000.04,5000.04,189739,620.685,86.475,676.6,676.6
233.82,120.9825,118.569,5000.04,5000.04,189739,620.685,86.475,676.6,676.6
233.6175,120.5775,118.162,5000.04,5000.04,189750,620.9775,86.05,676.55,676.55
232.5825,120.1612,117.766,5000.04,5000.04,189750,621.2375,86.45,676.5,676.5
231.255,119.7562,117.359,5000.04,5000.04,189761,621.4975,86.475,676.45,676.45
229.7025,118.935,116.556,4999.1797,4999.1797,189761,622.0175,86.55,676.35,676.35
