DR1107.PV,WRA1103.PV,WR1104.PV,FI1111.PV,FRCA1111.PV,CCSFIC1401.PV,TIC_1155.PV,AR1410B.PV,TRC1118A.PV,TI1118A.PV
169.92,87.4463,85.69,5001.7598,5001.7598,191697,642.655,86.525,672.15,672.15
168.9075,86.895,85.162,5001.7598,5001.7598,191730,642.9475,86.25,672.1,672.1
167.8275,86.355,84.623,5001.7598,5001.7598,191763,643.2075,86.05,672.0,672.0
166.4325,85.815,84.095,5001.7598,5001.7598,191796,643.4675,86.25,671.95,671.95
165.4425,85.2637,83.567,5001.7598,5001.7598,191840,643.76,86.725,671.9,671.9
163.5975,84.1837,82.5,5001.7598,5001.7598,191906,644.28,86.575,671.75,671.75
163.5975,84.1837,82.5,5001.7598,5001.7598,191906,644.28,86.575,671.75,671.75
162.0,83.0925,81.433,5001.7598,5001.7598,191983,644.8,86.65,671.6,671.6
162.0,83.0925,81.433,5001.7598,5001.7598,191983,644.8,86.65,671.6,671.6
160.11,82.5525,80.905,5001.7598,5001.7598,191983,645.06,86.975,671.6,671.5
159.9525,82.0125,80.366,5001.7598,5001.7598,192049,645.2875,86.7,671.45,671.45
158.5125,81.4725,79.838,5001.7598,5001.7598,192082,645.5475,86.975,671.35,671.35
157.4775,80.9212,79.31,5001.7598,5001.7598,192082,645.775,86.9,671.35,671.3
156.4875,80.3812,78.782,5001.7598,5001.7598,192159,646.035,86.4,671.2,671.2
154.9125,79.8412,78.243,5001.7598,5001.7598,192192,646.2625,86.5,671.15,671.15
153.3375,78.7612,77.187,5001.7598,5001.7598,192258,646.75,86.0,671.0,671.0
153.3375,78.7612,77.187,5001.7598,5001.7598,192258,646.75,86.0,671.0,671.0
152.19,78.2212,76.659,5001.7598,5001.7598,192302,646.9775,86.475,670.9,670.9
151.0875,77.6813,76.12,5002.6201,5002.6201,192335,647.205,86.775,670.85,670.85
149.85,77.1413,75.592,5001.7598,5001.7598,192368,647.4,86.725,670.75,670.75
149.3325,76.6012,75.064,5001.7598,5001.7598,192401,647.6275,86.45,670.7,670.7
147.825,75.5212,74.536,5001.7598,5001.7598,192434,648.0825,86.0,670.6,670.6
146.925,75.5212,74.008,5001.7598,5001.7598,192478,648.0825,86.1,670.55,670.55
146.475,74.9812,73.48,5001.7598,5001.7598,192511,648.2775,86.275,670.45,670.45
144.81,74.4412,72.952,5001.7598,5001.7598,192544,648.505,86.025,670.35,670.35
144.3375,73.9012,72.424,5001.7598,5001.7598,192577,648.7,86.55,670.3,670.3
142.7625,73.3613,71.885,5001.7598,5001.7598,192621,648.895,86.6,670.2,670.2
142.29,72.8213,71.357,5000.8999,5000.8999,192654,649.09,86.65,670.15,670.15
141.03,72.2812,70.829,5000.8999,5000.8999,192687,649.285,86.675,670.05,670.05
139.9725,71.7412,70.301,5001.7598,5001.7598,192720,649.48,86.525,670.0,670.0
138.8925,71.2012,69.773,5001.7598,5001.7598,192753,649.675,86.1,669.9,669.9
137.5875,70.6612,69.245,5001.7598,5001.7598,192797,649.87,86.025,669.8,669.8
136.26,70.1212,68.717,5001.7598,5001.7598,192830,650.065,86.825,669.75,669.75
135.81,69.5812,68.189,5001.7598,5001.7598,192863,650.26,86.7,669.65,669.65
134.1675,69.0525,67.672,5001.7598,5001.7598,192896,650.4225,86.35,669.6,669.6
134.0775,68.5125,67.144,5001.7598,5001.7598,192940,650.6175,86.2,669.5,669.5
132.5025,67.9725,66.616,5001.7598,5001.7598,192973,650.78,86.075,669.4,669.4
131.2875,67.4325,66.088,5001.7598,5001.7598,193006,650.975,86.525,669.35,669.35
130.68,66.8925,65.56,5001.7598,5001.7598,193039,651.1375,86.7,669.25,669.25
129.285,66.3637,65.032,5000.8999,5000.8999,193083,651.3,86.55,669.15,669.15
128.475,65.8237,64.504,5000.8999,5000.8999,193116,651.4625,86.65,669.1,669.1
127.8675,65.2837,63.976,5001.7598,5001.7598,193149,651.6575,86.125,669.0,669.0
126.765,64.7438,63.459,5001.7598,5001.7598,193182,651.82,86.325,668.9,668.9
124.92,64.215,62.931,5001.7598,5001.7598,193215,651.9825,86.2,668.85,668.85
123.9525,63.675,62.403,5001.7598,5001.7598,193259,652.1125,86.05,668.75,668.75
122.1075,62.6062,61.347,5001.7598,5001.7598,193325,652.4375,86.35,668.55,668.55
122.1075,62.6062,61.347,5001.7598,5001.7598,193325,652.4375,86.35,668.55,668.55
121.545,62.0662,60.83,5001.7598,5001.7598,193358,652.6,86.75,668.5,668.5
120.33,61.5375,60.302,5001.7598,5001.7598,193402,652.73,86.075,668.4,668.4
119.16,60.9975,59.774,5000.8999,5000.8999,193435,652.8925,86.675,668.3,668.3
118.5975,60.4575,59.257,5000.8999,5000.8999,193468,653.0225,86.125,668.25,668.25
117.405,59.9287,58.729,5000.8999,5000.8999,193501,653.1525,86.9,668.15,668.15
114.885,58.86,57.684,5001.7598,5001.7598,193578,653.445,86.7,667.95,667.95
114.885,58.86,57.684,5001.7598,5001.7598,193578,653.445,86.7,667.95,667.95
114.03,58.32,57.156,5001.7598,5001.7598,193611,653.575,86.775,667.9,667.9
112.995,57.7912,56.628,5001.7598,5001.7598,193644,653.705,86.9,667.8,667.8
111.8025,57.2512,56.111,5001.7598,5001.7598,193677,653.835,86.1,667.7,667.7
110.61,56.7225,55.583,5001.7598,5001.7598,193710,653.965,86.925,667.6,667.6
110.475,56.1825,55.066,5001.7598,5001.7598,193710,654.095,86.45,667.6,667.5
108.9225,55.6537,54.538,5001.7598,5001.7598,193787,654.225,86.075,667.45,667.45
108.2925,55.1138,54.021,5001.7598,5001.7598,193787,654.355,86.075,667.45,667.35
106.65,54.585,53.493,5000.8999,5000.8999,193853,654.485,86.8,667.25,667.25
106.0875,54.0562,52.976,5000.8999,5000.8999,193886,654.5825,86.075,667.15,667.15
104.6925,53.5162,52.448,5001.7598,5001.7598,193930,654.7125,86.8,667.05,667.05
104.2875,52.9875,51.931,5001.7598,5001.7598,193963,654.81,86.325,666.95,666.95
102.69,52.4587,51.403,5001.7598,5001.7598,193996,654.94,86.075,666.85,666.85
101.7,51.9187,50.886,5001.7598,5001.7598,194029,655.0375,86.775,666.8,666.8
100.3725,51.39,50.358,5001.7598,5001.7598,194062,655.1675,86.875,666.7,666.7
99.99,50.8612,49.841,5001.7598,5001.7598,194106,655.265,86.95,666.6,666.6
98.46,50.3212,49.313,5001.7598,5001.7598,194139,655.3625,86.025,666.5,666.5
96.7275,49.2637,48.279,5001.7598,5001.7598,194205,655.5575,86.325,666.3,666.3
96.7275,49.2637,48.279,5001.7598,5001.7598,194205,655.5575,86.325,666.3,666.3
94.7025,48.195,47.234,5000.8999,5000.8999,194282,655.7525,86.45,666.1,666.1
94.7025,48.195,47.234,5000.8999,5000.8999,194282,655.7525,86.45,666.1,666.1
93.6225,47.6662,46.717,5001.7598,5001.7598,194315,655.85,86.7,666.0,666.0
92.2275,47.1375,46.189,5001.7598,5001.7598,194348,655.9475,86.475,665.9,665.9
91.2825,46.6087,45.672,5001.7598,5001.7598,194381,656.045,86.275,665.8,665.8
91.1475,46.08,45.155,5001.7598,5001.7598,194425,656.1425,86.275,665.7,665.7
89.46,45.54,44.638,5001.7598,5001.7598,194458,656.2075,86.55,665.6,665.6
88.695,45.0112,44.11,5001.7598,5001.7598,194491,656.305,86.1,665.5,665.5
87.6825,44.4825,43.593,5001.7598,5001.7598,194524,656.4025,86.975,665.4,665.4
86.49,43.9538,43.076,5001.7598,5001.7598,194557,656.4675,86.75,665.3,665.3
85.14,43.425,42.559,5000.8999,5000.8999,194590,656.565,86.75,665.2,665.2
84.3975,42.8962,42.042,5000.8999,5000.8999,194634,656.63,86.1,665.1,665.1
83.1825,42.3675,41.514,5000.8999,5000.8999,194667,656.695,86.6,665.0,665.0
83.025,41.8387,40.997,5001.7598,5001.7598,194700,656.7925,86.8,664.9,664.9
81.3375,41.31,40.48,5001.7598,5001.7598,194733,656.8575,86.925,664.8,664.8
81.0,40.7812,39.963,5001.7598,5001.7598,194766,656.9225,86.375,664.7,664.7
79.605,40.2525,39.446,5001.7598,5001.7598,194810,656.9875,86.8,664.6,664.6
78.5025,39.7237,38.929,5001.7598,5001.7598,194843,657.0525,86.55,664.5,664.5
77.8275,39.195,38.412,5001.7598,5001.7598,194876,657.1175,86.325,664.4,664.4
76.23,38.6662,37.895,5001.7598,5001.7598,194876,657.1825,86.975,664.4,664.25
75.8475,38.1375,37.378,5001.7598,5001.7598,194909,657.2475,86.275,664.25,664.15
74.565,37.6087,36.861,5001.7598,5001.7598,194975,657.3125,86.075,664.05,664.05
73.5075,37.08,36.344,5000.8999,5000.8999,195019,657.3775,86.45,663.95,663.95
72.36,36.5513,35.827,5000.8999,5000.8999,195052,657.4425,86.45,663.85,663.85
71.7975,36.0225,35.31,5001.7598,5001.7598,195052,657.5075,86.325,663.85,663.75
70.065,35.4937,34.793,5001.7598,5001.7598,195118,657.54,86.0,663.6,663.6
69.4125,34.9762,34.276,5001.7598,5001.7598,195151,657.605,86.05,663.5,663.5
68.4225,34.4475,33.759,5001.7598,5001.7598,195195,657.67,86.425,663.4,663.4
67.5225,33.9188,33.242,5001.7598,5001.7598,195228,657.7025,86.625,663.3,663.3
66.6,33.39,32.725,5002.6201,5002.6201,195294,657.7675,86.55,663.2,663.2
64.8,32.7375,32.087,5002.6201,5002.6201,195338,657.8,86.975,663.05,663.05
63.9225,32.085,31.449,5002.6201,5002.6201,195393,657.865,86.125,662.95,662.95
62.7075,31.4437,30.811,5002.6201,5002.6201,195393,657.8975,86.5,662.95,662.85
61.7625,30.7912,30.173,5002.6201,5002.6201,195492,658.0925,86.825,662.7,662.7
59.985,30.0938,29.491,5002.6201,5002.6201,195547,658.2225,86.475,662.6,662.6
58.4775,29.4075,28.82,5002.6201,5002.6201,195591,658.3525,86.9,662.5,662.5
56.9925,28.7325,28.149,5002.6201,5002.6201,195635,658.4175,86.8,662.35,662.35
56.0475,28.0687,27.5,5001.7598,5001.7598,195679,658.4175,86.425,662.25,662.25
54.72,27.4163,26.873,5001.7598,5001.7598,195712,658.385,86.425,662.15,662.15
53.865,26.7975,26.257,5001.7598,5001.7598,195756,658.4175,86.725,662.0,662.0
52.5375,26.1562,25.63,5001.7598,5001.7598,195800,658.45,86.9,661.9,661.9
50.85,25.5037,24.992,5001.7598,5001.7598,195844,658.515,86.75,661.75,661.75
50.5125,24.84,24.343,5001.7598,5001.7598,195899,658.6125,86.775,661.65,661.65
49.2075,24.165,23.683,5001.7598,5001.7598,195943,658.6775,86.85,661.55,661.55
47.0475,23.5012,23.034,5002.6201,5002.6201,195987,658.7425,86.4,661.4,661.4
45.9675,22.8375,22.385,5002.6201,5002.6201,196020,658.775,86.45,661.3,661.3
45.2925,22.185,21.736,5002.6201,5002.6201,196064,658.8075,86.9,661.15,661.15
43.515,21.5212,21.098,5002.6201,5002.6201,196108,658.84,86.4,661.05,661.05
42.165,20.88,20.46,5001.7598,5001.7598,196152,658.84,86.525,660.9,660.9
40.725,20.2275,19.822,5001.7598,5001.7598,196196,658.8725,86.225,660.75,660.75
39.69,19.575,19.184,5001.7598,5001.7598,196229,658.905,86.375,660.65,660.65
39.1725,18.9225,18.546,5001.7598,5001.7598,196273,658.9375,86.05,660.5,660.5
37.53,18.2812,17.919,5001.7598,5001.7598,196306,658.97,86.425,660.4,660.4
36.09,17.6737,17.314,5001.7598,5001.7598,196328,659.0025,86.55,660.25,660.25
35.19,17.1,16.764,5000.8999,5000.8999,196339,659.035,86.65,660.1,660.1
33.8625,16.605,16.28,5000.8999,5000.8999,196339,659.0675,86.575,660.0,660.0
33.4575,16.2,15.873,4999.1797,4999.1797,196339,659.0675,86.675,659.85,659.85
32.445,15.8175,15.51,4999.1797,4999.1797,196350,659.1,86.975,659.7,659.7
32.0625,15.4462,15.136,4999.1797,4999.1797,196350,659.1,86.6,659.55,659.55
31.32,15.0975,14.795,5000.04,5000.04,196383,659.1,86.825,659.45,659.45
30.87,14.67,14.377,5000.04,5000.04,196383,659.1325,86.725,659.45,659.3
30.69,14.4675,14.179,5001.7598,5001.7598,196449,659.1325,86.075,659.15,659.15
28.6425,13.815,13.53,5002.6201,5002.6201,196526,659.1325,86.925,659.0,659.0
28.0125,13.14,12.881,5002.6201,5002.6201,196581,659.1325,86.675,658.85,658.85
26.415,12.4762,12.221,5002.6201,5002.6201,196636,659.165,86.65,658.75,658.75
24.795,11.8012,11.561,5002.6201,5002.6201,196691,659.165,86.025,658.6,658.6
23.715,11.1375,10.912,5002.6201,5002.6201,196746,659.165,86.2,658.45,658.45
23.715,11.1375,10.912,5002.6201,5002.6201,196746,659.165,86.2,658.45,658.45
23.715,11.1375,10.912,5002.6201,5002.6201,196746,659.165,86.2,658.45,658.45
23.715,11.1375,10.912,5002.6201,5002.6201,196746,659.165,86.2,658.45,658.45
22.6575,10.4625,10.252,5001.7598,5001.7598,196801,659.1325,86.775,658.3,658.3
21.1725,9.7987,9.603,5001.7598,5001.7598,196845,659.1325,86.875,658.15,658.15
19.9575,9.135,8.954,5001.7598,5001.7598,196878,659.1325,86.95,658.0,658.0
19.5975,8.6962,8.525,5007.7798,5007.7798,197274,659.1325,86.575,657.85,657.85
18.045,8.0662,7.909,5012.0801,5012.0801,197626,659.1,86.7,657.7,657.7
16.56,7.4025,7.26,5018.96,5018.96,198165,659.1,86.9,657.55,657.55
15.75,6.75,6.611,5025.8398,5025.8398,198792,659.1,86.8,657.4,657.4
13.7025,6.0975,5.973,5026.6997,5026.6997,199276,659.0675,86.3,657.25,657.25
13.2975,5.445,5.335,5026.6997,5026.6997,199661,659.0675,86.45,657.1,657.1
11.4975,4.8038,4.708,5022.3999,5022.3999,199925,659.035,86.85,656.95,656.95
10.575,4.1512,4.07,5018.96,5018.96,200123,659.035,86.725,656.8,656.8
9.135,3.51,3.443,5014.6597,5014.6597,200277,659.035,86.275,656.7,656.7
7.515,2.8687,2.805,5012.0801,5012.0801,200420,659.0025,86.95,656.55,656.55
7.2225,2.2275,2.178,5007.7798,5007.7798,200519,659.0025,86.425,656.45,656.45
5.6475,0.0,1.551,5006.0601,5006.0601,200618,659.0025,86.775,656.3,656.3
4.4775,0.0,0.924,5005.1997,5005.1997,200750,658.97,86.35,656.2,656.2
3.1725,0.0,0.297,5006.0601,5006.0601,200948,658.97,0.0,656.1,656.1
2.385,0.0,0.0,5077.4399,5077.4399,204941,658.905,0.0,655.95,655.95
2.5875,0.0,0.0,5080.8799,5080.8799,205898,658.8725,86.2,655.8,655.8
2.745,0.0,0.165,5104.1001,5104.1001,208054,658.84,86.2,655.65,655.65
3.555,0.0,0.484,5110.1196,5110.1196,209451,658.8075,86.375,655.45,655.45
4.365,0.0,1.078,5092.0601,5092.0601,210485,658.775,86.925,655.25,655.25
5.9625,2.9475,1.958,5089.48,5089.48,211574,658.6775,86.2,654.9,654.9
7.8975,2.9475,2.893,5052.5,5052.5,211607,658.4175,86.0,654.5,654.5
9.8775,3.735,3.663,5026.6997,5026.6997,211530,658.0275,86.775,653.95,653.95
10.6425,4.1062,4.026,5002.6201,5002.6201,211211,657.6375,86.225,653.3,653.3
10.0125,4.05,3.96,4973.3799,4973.3799,210573,657.28,86.6,652.5,652.5
9.765,3.735,3.663,4958.7598,4958.7598,210078,657.02,86.575,651.6,651.6
9.135,3.4312,3.366,4945.8599,4945.8599,209308,656.7925,86.975,650.6,650.6
8.3025,3.1387,3.08,4938.98,4938.98,208274,656.565,86.725,649.55,649.55
7.605,2.835,2.772,4932.1001,4932.1001,207196,656.24,86.125,648.45,648.45
7.065,2.5425,2.497,4929.52,4929.52,206250,655.8825,86.2,647.3,647.3
6.7725,2.1263,2.079,4925.2197,4925.2197,205546,655.4925,86.95,646.15,646.15
5.805,0.0,1.947,4935.54,4935.54,205051,655.135,86.6,644.95,644.95
5.3775,0.0,1.353,4941.5601,4941.5601,204523,654.81,86.925,643.75,643.75
4.185,0.0,0.748,4943.2798,4943.2798,203929,654.485,86.325,642.55,642.55
2.43,0.0,0.132,4947.5801,4947.5801,203335,654.16,0.0,641.4,641.4
2.7225,0.0,0.0,5058.52,5058.52,208263,654.1275,0.0,640.6,640.6
2.1825,0.0,0.0,5074.0,5074.0,209495,654.095,0.0,639.7,639.7
2.0925,0.0,0.0,5074.0,5074.0,210089,654.0625,0.0,638.8,638.8
2.9475,0.0,0.0,5072.2798,5072.2798,210639,653.9975,0.0,637.9,637.9
2.97,0.0,0.0,5054.2197,5054.2197,211145,653.965,0.0,637.05,637.05
2.8575,0.0,0.0,5054.2197,5054.2197,212036,653.9325,0.0,636.2,636.2
2.25,0.0,0.0,5042.1797,5042.1797,212036,653.9,0.0,635.4,635.4
2.5875,0.0,0.0,5031.8599,5031.8599,212124,653.8675,0.0,634.65,634.65
2.07,0.0,0.0,5013.7998,5013.7998,212124,653.835,0.0,633.85,633.85
2.1375,0.0,0.0,5000.8999,5000.8999,211981,653.77,0.0,633.1,633.1
2.52,0.0,0.0,4988.8599,4988.8599,211904,653.7375,0.0,632.35,632.35
2.2275,0.0,0.0,4983.6997,4987.1396,212278,653.64,0.0,630.95,631.65
2.4975,0.0,0.0,4987.1396,4987.1396,212267,653.64,0.0,630.95,630.95
2.7675,0.0,0.0,4986.2798,4986.2798,212267,653.575,0.0,630.3,630.3
2.1375,0.0,0.0,4982.8398,4982.8398,211849,653.51,0.0,629.65,629.65
2.475,0.0,0.0,4977.6797,4977.6797,211849,653.445,0.0,629.0,629.0
2.43,0.0,0.0,4972.52,4972.52,211541,653.38,0.0,628.35,628.35
2.1375,0.0,0.0,4970.7998,4970.7998,211233,653.315,0.0,627.75,627.75
2.925,0.0,0.0,4967.3599,4967.3599,210606,653.2825,0.0,627.75,627.15
2.88,0.0,0.0,4967.3599,4967.3599,210606,653.2175,0.0,626.55,626.55
2.4525,0.0,0.0,4964.7798,4964.7798,210078,653.1525,0.0,626.0,626.0
2.6775,0.0,0.0,4967.3599,4967.3599,210078,653.0875,0.0,625.45,625.45
2.25,0.0,0.0,4966.5,4966.5,209649,653.055,0.0,624.95,624.95
2.97,0.0,0.0,4970.7998,4970.7998,209649,652.99,0.0,624.45,624.45
2.8125,0.0,0.0,4972.52,4972.52,209209,652.9575,0.0,623.95,623.95
2.3175,0.0,0.0,4972.52,4972.52,209209,652.8925,0.0,623.5,623.5
2.25,0.0,0.0,4975.96,4975.96,208769,652.8275,0.0,623.05,623.05
2.2725,0.0,0.0,4977.6797,4977.6797,208527,652.795,0.0,622.6,622.6
2.3175,0.0,0.0,4977.6797,4979.3999,208296,652.6975,0.0,621.75,622.15
2.385,0.0,0.0,4979.3999,4979.3999,208054,652.6975,0.0,621.75,621.75
2.115,0.0,0.0,4981.1201,4981.98,207823,652.6,0.0,621.0,621.35
2.7225,0.0,0.0,4981.98,4981.98,207570,652.6,0.0,621.0,621.0
2.9025,0.0,0.0,4981.98,4981.98,207328,652.5025,0.0,620.3,620.65
2.2275,0.0,0.0,4981.98,4981.98,207086,652.5025,0.0,620.3,620.3
2.745,0.0,0.0,4983.6997,4984.5601,206855,652.405,0.0,619.6,619.95
2.61,0.0,0.0,4984.5601,4984.5601,206613,652.405,0.0,619.3,619.6
2.9025,0.0,0.0,4983.6997,4985.4199,206393,652.3075,0.0,619.0,619.3
2.9475,0.0,0.0,4985.4199,4985.4199,206162,652.3075,0.0,618.7,619.0
2.25,0.0,0.0,4985.4199,4987.1396,205964,652.21,0.0,618.4,618.7
2.5875,0.0,0.0,4987.1396,4987.1396,205766,652.21,0.0,618.15,618.4
2.88,0.0,0.0,4987.1396,4988.0,205579,652.1125,0.0,617.85,618.15
2.0475,0.0,0.0,4988.0,4988.0,205403,652.08,0.0,617.6,617.85
2.34,0.0,0.0,4988.0,4990.5801,205249,652.015,0.0,617.35,617.6
2.565,0.0,0.0,4990.5801,4990.5801,205106,651.9825,0.0,617.15,617.35
2.5425,0.0,0.0,4992.2998,4992.2998,204996,651.9175,0.0,616.9,616.9
2.5425,0.0,0.0,4992.2998,4993.1597,204897,651.885,0.0,616.65,616.9
2.5875,0.0,0.0,4994.02,4994.02,204809,651.8525,0.0,616.45,616.45
2.5425,0.0,0.0,4994.02,4994.8799,204721,651.7875,0.0,616.25,616.45
2.4075,0.0,0.0,4994.8799,4995.7397,204644,651.755,0.0,616.05,616.25
2.5425,0.0,0.0,4997.46,4997.46,204589,651.69,0.0,615.85,615.85
2.9025,0.0,0.0,4997.46,4998.3198,204523,651.6575,0.0,615.65,615.85
2.7225,0.0,0.0,4999.1797,4999.1797,204479,651.5925,0.0,615.45,615.45
2.7225,0.0,0.0,4999.1797,5000.04,204435,651.56,0.0,615.25,615.45
2.835,0.0,0.0,5000.04,5000.04,204391,651.495,0.0,615.05,615.05
2.835,0.0,0.0,5000.04,5000.8999,204358,651.4625,0.0,614.9,615.05
2.7675,0.0,0.0,5001.7598,5001.7598,204325,651.3975,0.0,614.7,614.7
2.7675,0.0,0.0,5001.7598,5001.7598,204292,651.365,0.0,614.55,614.7
2.745,0.0,0.0,5002.6201,5002.6201,204270,651.3325,0.0,614.35,614.35
2.745,0.0,0.0,5002.6201,5002.6201,204259,651.2675,0.0,614.2,614.35
2.925,0.0,0.0,5002.6201,5002.6201,204248,651.235,0.0,614.0,614.0
2.925,0.0,0.0,5002.6201,5003.48,204237,651.17,0.0,613.85,614.0
2.475,0.0,0.0,5003.48,5003.48,204237,651.1375,0.0,613.7,613.7
2.475,0.0,0.0,5003.48,5004.3398,204226,651.0725,0.0,613.55,613.7
2.0025,0.0,0.0,5004.3398,5004.3398,204226,651.04,0.0,613.35,613.35
2.0025,0.0,0.0,5004.3398,5004.3398,204215,650.975,0.0,613.2,613.35
2.475,0.0,0.0,5005.1997,5005.1997,204215,650.9425,0.0,613.05,613.05
2.2275,0.0,0.0,5005.1997,5005.1997,204204,650.8775,0.0,612.9,612.9
2.025,0.0,0.0,5005.1997,5005.1997,204204,650.845,0.0,612.75,612.75
2.025,0.0,0.0,5005.1997,5005.1997,204204,650.8125,0.0,612.6,612.75
2.43,0.0,0.0,5005.1997,5005.1997,204204,650.7475,0.0,612.45,612.45
2.655,0.0,0.0,5006.0601,5006.0601,204204,650.715,0.0,612.3,612.3
2.25,0.0,0.0,5005.1997,5005.1997,204193,650.65,0.0,612.15,612.15
2.43,0.0,0.0,5005.1997,5005.1997,204193,650.6175,0.0,612.0,612.0
2.43,0.0,0.0,5006.0601,5006.0601,204193,650.5525,0.0,611.85,611.85
2.8575,0.0,0.0,5005.1997,5005.1997,204193,650.52,0.0,611.7,611.7
2.7225,0.0,0.0,5006.0601,5006.0601,204193,650.455,0.0,611.55,611.55
2.025,0.0,0.0,5006.0601,5006.0601,204193,650.4225,0.0,611.45,611.45
2.34,0.0,0.0,5005.1997,5005.1997,204193,650.3575,0.0,611.3,611.3
2.88,0.0,0.0,5005.1997,5005.1997,204193,650.325,0.0,611.15,611.15
2.52,0.0,0.0,5006.0601,5006.0601,204193,650.26,0.0,611.0,611.0
2.61,0.0,0.0,5005.1997,5005.1997,204193,650.2275,0.0,610.85,610.85
2.9025,0.0,0.0,5005.1997,5005.1997,204193,650.195,0.0,610.7,610.7
2.5425,0.0,0.0,5005.1997,5005.1997,204193,650.13,0.0,610.6,610.6
2.0925,0.0,0.0,5005.1997,5005.1997,204193,650.0975,0.0,610.45,610.45
2.4975,0.0,0.0,5005.1997,5005.1997,204193,650.0325,0.0,610.3,610.3
2.4075,0.0,0.0,5005.1997,5005.1997,204193,650.0,0.0,610.15,610.15
2.52,0.0,0.0,5005.1997,5005.1997,204193,649.935,0.0,610.0,610.0
2.6775,0.0,0.0,5005.1997,5005.1997,204204,649.9025,0.0,609.9,609.9
2.52,0.0,0.0,5005.1997,5005.1997,204204,649.8375,0.0,609.75,609.75
2.295,0.0,0.0,5005.1997,5005.1997,204204,649.805,0.0,609.6,609.6
2.3625,0.0,0.0,5004.3398,5004.3398,204204,649.74,0.0,609.45,609.45
2.3175,0.0,0.0,5005.1997,5005.1997,204204,649.7075,0.0,609.35,609.35
2.475,0.0,0.0,5005.1997,5005.1997,204204,649.6425,0.0,609.2,609.2
2.5875,0.0,0.0,5004.3398,5004.3398,204204,649.61,0.0,609.05,609.05
2.88,0.0,0.0,5004.3398,5004.3398,204204,649.545,0.0,608.9,608.9
2.25,0.0,0.0,5004.3398,5004.3398,204204,649.5125,0.0,608.8,608.8
2.0475,0.0,0.0,5004.3398,5004.3398,204204,649.4475,0.0,608.65,608.65
2.6775,0.0,0.0,5004.3398,5004.3398,204215,649.415,0.0,608.5,608.5
2.5875,0.0,0.0,5004.3398,5004.3398,204215,649.35,0.0,608.35,608.35
2.295,0.0,0.0,5004.3398,5004.3398,204215,649.3175,0.0,608.25,608.25
2.1825,0.0,0.0,5004.3398,5004.3398,204215,649.285,0.0,608.1,608.1
2.565,0.0,0.0,5003.48,5003.48,204215,649.22,0.0,607.95,607.95
2.205,0.0,0.0,5004.3398,5004.3398,204215,649.1875,0.0,607.8,607.8
2.4075,0.0,0.0,5004.3398,5004.3398,204215,649.1225,0.0,607.7,607.7
2.5425,0.0,0.0,5004.3398,5004.3398,204226,649.09,0.0,607.55,607.55
2.1375,0.0,0.0,5003.48,5003.48,204226,649.025,0.0,607.4,607.4
2.97,0.0,0.0,5003.48,5003.48,204226,648.9925,0.0,607.3,607.3
2.1375,0.0,0.0,5003.48,5003.48,204226,648.9275,0.0,607.15,607.15
2.6325,0.0,0.0,5004.3398,5004.3398,204226,648.895,0.0,607.0,607.0
2.5425,0.0,0.0,5003.48,5003.48,204226,648.83,0.0,606.9,606.9
2.3175,0.0,0.0,5003.48,5003.48,204226,648.7975,0.0,606.75,606.75
2.2725,0.0,0.0,5003.48,5003.48,204226,648.7325,0.0,606.6,606.6
2.0475,0.0,0.0,5003.48,5003.48,204237,648.7,0.0,606.45,606.45
2.1825,0.0,0.0,5003.48,5003.48,204237,648.635,0.0,606.35,606.35
2.6325,0.0,0.0,5004.3398,5004.3398,204237,648.6025,0.0,606.2,606.2
2.5425,0.0,0.0,5003.48,5003.48,204237,648.5375,0.0,606.05,606.05
2.7675,0.0,0.0,5003.48,5003.48,204237,648.505,0.0,605.95,605.95
2.5425,0.0,0.0,5003.48,5003.48,204237,648.44,0.0,605.8,605.8
2.745,0.0,0.0,5002.6201,5002.6201,204237,648.4075,0.0,605.65,605.65
2.3175,0.0,0.0,5002.6201,5002.6201,204248,648.3425,0.0,605.55,605.55
2.52,0.0,0.0,5002.6201,5002.6201,204248,648.31,0.0,605.4,605.4
2.61,0.0,0.0,5003.48,5003.48,204248,648.245,0.0,605.25,605.25
2.205,0.0,0.0,5003.48,5003.48,204248,648.2125,0.0,605.15,605.15
2.0925,0.0,0.0,5003.48,5003.48,204248,648.1475,0.0,605.0,605.0
2.9475,0.0,0.0,5002.6201,5002.6201,204248,648.115,0.0,604.85,604.85
2.4975,0.0,0.0,5002.6201,5002.6201,204259,648.05,0.0,604.75,604.75
2.16,0.0,0.0,5002.6201,5002.6201,204259,648.0175,0.0,604.6,604.6
2.7675,0.0,0.0,5002.6201,5002.6201,204259,647.9525,0.0,604.45,604.45
2.025,0.0,0.0,5003.48,5003.48,204259,647.92,0.0,604.35,604.35
2.4075,0.0,0.0,5003.48,5003.48,204259,647.855,0.0,604.2,604.2
2.385,0.0,0.0,5002.6201,5002.6201,204259,647.8225,0.0,604.05,604.05
2.5425,0.0,0.0,5002.6201,5002.6201,204270,647.7575,0.0,603.95,603.95
2.925,0.0,0.0,5002.6201,5002.6201,204270,647.725,0.0,603.8,603.8
2.2725,0.0,0.0,5002.6201,5002.6201,204270,647.66,0.0,603.65,603.65
2.925,0.0,0.0,5002.6201,5002.6201,204270,647.6275,0.0,603.55,603.55
2.925,0.0,0.0,5003.48,5003.48,204270,647.5625,0.0,603.4,603.4
