TI_1145.PV,PIC1101A.PV,PDR1401.PV,LRCA1101.MV,LRCA1101.PV,TI1105A.PV,TIC_1101.PV,PDR1103.PV
498.05,15.0207,12.355,81.2195,33.18,557.72,537.45,9.553
498.08,15.0204,12.355,81.242,33.18,557.92,537.63,9.546
498.14,15.0202,12.355,81.2645,33.18,558.12,537.81,9.54
498.17,15.0199,12.354,81.287,33.18,558.32,537.96,9.537
498.23,15.0196,12.353,81.3095,33.18,558.48,538.05,9.535
498.26,15.0193,12.353,81.3826,33.185,558.56,538.17,9.535
498.32,15.019,12.352,81.4057,33.185,558.68,538.17,9.537
498.35,15.0188,12.352,81.4289,33.185,558.72,538.2,9.539
498.41,15.0185,12.351,81.5026,33.19,558.72,538.17,9.544
498.47,15.0182,12.351,81.5264,33.19,558.68,538.11,9.549
498.5,15.0179,12.351,81.6008,33.195,558.64,538.02,9.556
498.56,15.0177,12.351,81.6251,33.195,558.52,537.87,9.563
498.59,15.0174,12.351,81.6495,33.195,558.4,537.72,9.571
498.65,15.0171,12.351,81.6739,33.195,558.24,537.57,9.58
498.68,15.0168,12.351,81.6983,33.195,558.08,537.36,9.588
498.71,15.0165,12.351,81.7226,33.195,557.84,537.15,9.596
498.77,15.0163,12.351,81.747,33.195,557.64,537.0,9.605
498.8,15.016,12.351,81.7714,33.195,557.48,536.88,9.612
498.83,15.0157,12.351,81.7451,33.19,557.36,536.82,9.613
498.86,15.0154,12.351,81.7689,33.19,557.28,536.82,9.612
498.92,15.0238,12.351,81.742,33.185,557.28,536.79,9.609
498.95,15.0238,12.352,81.7651,33.185,557.28,536.82,9.606
498.98,15.0238,12.352,81.7377,33.18,557.28,536.82,9.603
499.01,15.0238,12.353,81.7602,33.18,557.28,536.79,9.602
499.04,15.0238,12.353,81.732,33.175,557.28,536.82,9.603
499.07,15.0238,12.353,81.7539,33.175,557.28,536.85,9.606
499.13,15.0238,12.354,81.7251,33.17,557.32,536.91,9.607
499.16,15.0238,12.354,81.7464,33.17,557.4,536.94,9.605
499.19,15.0238,12.354,81.717,33.165,557.4,537.0,9.601
499.22,15.0238,12.354,81.7376,33.165,557.48,537.06,9.598
499.25,15.0238,12.354,81.7076,33.16,557.52,537.12,9.594
499.28,15.0238,12.354,81.7276,33.16,557.6,537.18,9.591
499.31,15.0238,12.354,81.697,33.155,557.64,537.24,9.589
499.37,15.0238,12.353,81.7164,33.155,557.72,537.27,9.588
499.4,15.0238,12.353,81.7357,33.155,557.76,537.3,9.589
499.43,15.0238,12.353,81.7045,33.15,557.8,537.3,9.59
499.46,15.0238,12.353,81.7232,33.15,557.8,537.36,9.592
499.49,15.0238,12.353,81.742,33.15,557.84,537.3,9.594
499.52,15.0152,12.352,81.7607,33.15,557.8,537.27,9.597
499.58,15.0149,12.352,81.7795,33.15,557.76,537.21,9.601
499.61,15.0146,12.352,81.7477,33.145,557.68,537.18,9.604
499.64,15.0143,12.351,81.7658,33.145,557.68,537.12,9.608
499.67,15.014,12.35,81.7839,33.145,557.6,537.06,9.61
499.7,15.0224,12.35,81.7514,33.14,557.56,537.06,9.611
499.73,15.0224,12.35,81.7689,33.14,557.52,537.03,9.612
499.76,15.0224,12.349,81.7358,33.135,557.52,537.0,9.612
499.79,15.0138,12.351,81.7526,33.135,557.48,537.0,9.612
499.82,15.0135,12.351,81.7695,33.135,557.48,536.97,9.613
499.85,15.0132,12.351,81.7358,33.13,557.44,536.94,9.613
499.88,15.0129,12.348,81.7521,33.13,557.4,536.85,9.613
499.91,15.0127,12.348,81.7177,33.125,557.32,536.73,9.612
499.94,15.0124,12.348,81.7333,33.125,557.2,536.58,9.612
499.97,15.0121,12.348,81.6983,33.12,557.04,536.37,9.613
500.0,15.0118,12.348,81.7133,33.12,556.8,536.19,9.615
500.03,15.0115,12.348,81.6776,33.115,556.64,536.04,9.617
500.06,15.0113,12.348,81.6414,33.11,556.48,535.95,9.611
500.09,15.011,12.348,81.6045,33.105,556.4,535.8,9.603
500.09,15.0107,12.347,81.567,33.1,556.24,535.65,9.595
500.12,15.0104,12.347,81.5289,33.095,556.08,535.47,9.591
500.15,15.0102,12.347,81.4902,33.09,555.88,535.23,9.589
500.18,15.0099,12.347,81.4508,33.085,555.64,534.93,9.591
500.18,15.0096,12.346,81.4108,33.08,555.32,534.6,9.596
500.21,15.0093,12.346,81.3702,33.075,554.96,534.3,9.604
500.21,15.009,12.345,81.3289,33.07,554.68,533.97,9.606
500.24,15.0088,12.344,81.287,33.065,554.32,533.7,9.606
500.24,15.0085,12.344,81.1939,33.055,554.04,533.37,9.607
500.24,14.9996,12.344,81.0995,33.045,553.72,533.1,9.606
500.27,14.9991,12.343,81.0545,33.04,553.4,532.8,9.606
500.27,14.9985,12.343,80.9583,33.03,553.12,532.5,9.606
500.27,14.9979,12.341,80.8608,33.02,552.8,532.2,9.607
500.27,14.9974,12.34,80.762,33.01,552.48,531.9,9.608
500.27,14.9968,12.34,80.662,33.0,552.16,531.66,9.609
500.27,14.9963,12.34,80.5608,32.99,551.92,531.54,9.61
500.27,14.9957,12.339,80.4583,32.98,551.8,531.45,9.598
500.27,14.9952,12.338,80.3545,32.97,551.72,531.42,9.584
500.27,14.9946,12.338,80.2495,32.96,551.64,531.39,9.571
500.27,14.9854,12.337,80.1433,32.95,551.64,531.3,9.561
500.24,14.9846,12.336,80.0864,32.945,551.56,531.15,9.554
500.24,14.9838,12.334,79.9783,32.935,551.4,530.94,9.552
500.24,14.9829,12.332,79.9195,32.93,551.16,530.64,9.556
500.24,14.9821,12.331,79.8601,32.925,550.84,530.28,9.565
500.24,14.9813,12.33,79.7495,32.915,550.48,529.95,9.578
500.21,14.9718,12.329,79.6883,32.91,550.16,529.65,9.58
500.21,14.9707,12.328,79.5758,32.9,549.84,529.32,9.582
500.21,14.9696,12.327,79.4114,32.885,549.48,528.99,9.584
500.18,14.9685,12.324,79.2958,32.875,549.12,528.63,9.587
500.15,14.9588,12.323,79.1789,32.865,548.76,528.33,9.59
500.15,14.9574,12.321,79.0608,32.855,548.48,528.12,9.595
500.12,14.956,12.32,78.8908,32.84,548.24,528.0,9.584
500.12,14.9546,12.318,78.7695,32.83,548.12,527.91,9.572
500.09,14.9532,12.317,78.647,32.82,548.04,527.82,9.561
500.06,14.9518,12.316,78.5233,32.81,547.92,527.67,9.552
500.03,14.9504,12.314,78.4489,32.805,547.76,527.49,9.549
500.03,14.949,12.313,78.3233,32.795,547.6,527.25,9.551
500.0,14.939,12.312,78.247,32.79,547.32,526.92,9.557
499.97,14.9374,12.311,78.1195,32.78,547.0,526.56,9.567
499.94,14.9357,12.309,78.0414,32.775,546.6,526.14,9.578
499.91,14.934,12.306,77.8614,32.76,546.16,525.75,9.587
499.88,14.9324,12.305,77.7301,32.75,545.76,525.39,9.595
499.85,14.9221,12.304,77.547,32.735,545.4,525.06,9.595
499.82,14.9202,12.302,77.4126,32.725,545.08,524.79,9.594
499.79,14.9182,12.301,77.2264,32.71,544.76,524.55,9.592
499.76,14.9163,12.298,77.0889,32.7,544.52,524.31,9.591
499.73,14.9143,12.297,76.9501,32.69,544.28,524.1,9.59
499.67,14.9124,12.295,76.8102,32.68,544.04,523.83,9.588
499.64,14.9104,12.294,76.6689,32.67,543.8,523.62,9.586
499.61,14.9085,12.292,76.5264,32.66,543.56,523.41,9.587
499.55,14.8979,12.291,76.3826,32.65,543.32,523.17,9.589
499.52,14.8957,12.29,76.2883,32.645,543.08,522.96,9.588
499.49,14.8935,12.288,76.1426,32.635,542.88,522.75,9.589
499.43,14.8913,12.285,75.9958,32.625,542.64,522.54,9.587
499.4,14.889,12.284,75.8476,32.615,542.44,522.3,9.586
499.34,14.8868,12.282,75.6983,32.605,542.2,522.09,9.586
499.31,14.8846,12.281,75.5476,32.595,541.96,521.91,9.588
499.25,14.8738,12.279,75.3958,32.585,541.76,521.73,9.587
499.22,14.8713,12.278,75.2933,32.58,541.6,521.52,9.587
499.16,14.8688,12.276,75.1395,32.57,541.4,521.31,9.586
499.1,14.8663,12.273,74.9845,32.56,541.16,521.07,9.586
499.07,14.8638,12.272,74.8789,32.555,540.92,520.83,9.587
499.01,14.8613,12.27,74.722,32.545,540.64,520.5,9.591
498.95,14.8588,12.269,74.5639,32.535,540.32,520.23,9.596
498.92,14.8477,12.267,74.4551,32.53,540.04,520.02,9.603
498.86,14.8449,12.266,74.2951,32.52,539.8,519.84,9.6
498.8,14.8421,12.264,74.1339,32.51,539.6,519.69,9.595
498.74,14.8393,12.261,73.9714,32.5,539.48,519.6,9.591
498.68,14.8365,12.259,73.8583,32.495,539.36,519.48,9.587
498.65,14.8338,12.258,73.6939,32.485,539.24,519.36,9.582
498.59,14.831,12.256,73.5789,32.48,539.16,519.24,9.579
498.53,14.8282,12.255,73.4632,32.475,539.0,519.09,9.577
498.47,14.8254,12.253,73.347,32.47,538.88,518.88,9.578
498.41,14.8227,12.252,73.2301,32.465,538.64,518.67,9.58
498.35,14.8199,12.25,73.1126,32.46,538.4,518.43,9.586
498.29,14.8085,12.249,72.9439,32.45,538.16,518.19,9.591
498.23,14.8054,12.247,72.8245,32.445,537.92,517.95,9.594
498.17,14.8024,12.245,72.6539,32.435,537.68,517.71,9.595
498.11,14.7993,12.242,72.5326,32.43,537.4,517.44,9.597
498.05,14.7963,12.241,72.3601,32.42,537.16,517.2,9.599
497.99,14.7932,12.239,72.237,32.415,536.88,516.93,9.602
497.93,14.7902,12.238,72.1133,32.41,536.6,516.72,9.606
497.87,14.7871,12.237,71.9889,32.405,536.4,516.54,9.605
497.81,14.784,12.235,71.8133,32.395,536.2,516.36,9.603
497.72,14.781,12.234,71.687,32.39,536.0,516.18,9.601
497.66,14.7779,12.233,71.5601,32.385,535.84,516.0,9.601
497.6,14.7749,12.231,71.4326,32.38,535.64,515.88,9.601
497.54,14.7718,12.23,71.3045,32.375,535.48,515.76,9.603
497.48,14.7688,12.228,71.1757,32.37,535.4,515.76,9.594
497.39,14.7657,12.227,71.0464,32.365,535.4,515.79,9.586
497.33,14.7627,12.226,70.9164,32.36,535.4,515.76,9.577
497.27,14.7596,12.224,70.8364,32.36,535.36,515.7,9.571
497.21,14.7565,12.223,70.7564,32.36,535.32,515.61,9.568
497.12,14.7535,12.221,70.6764,32.36,535.24,515.46,9.569
497.06,14.7504,12.22,70.5457,32.355,535.08,515.31,9.573
497.0,14.7474,12.219,70.4651,32.355,534.92,515.1,9.58
496.94,14.7443,12.217,70.3338,32.35,534.72,514.92,9.582
496.85,14.7413,12.216,70.202,32.345,534.52,514.68,9.585
496.79,14.7382,12.215,70.0695,32.34,534.28,514.47,9.589
496.73,14.7352,12.213,69.987,32.34,534.04,514.29,9.594
496.67,14.7321,12.212,69.8539,32.335,533.84,514.14,9.595
496.58,14.729,12.211,69.7201,32.33,533.68,513.96,9.595
496.52,14.726,12.21,69.5858,32.325,533.52,513.9,9.591
496.46,14.7229,12.209,69.5014,32.325,533.48,513.84,9.588
496.37,14.7199,12.207,69.3664,32.32,533.4,513.81,9.581
496.31,14.7168,12.207,69.2814,32.32,533.36,513.69,9.577
496.22,14.7138,12.205,69.1964,32.32,533.24,513.57,9.574
496.16,14.7107,12.204,69.1114,32.32,533.12,513.45,9.575
496.1,14.7077,12.203,69.0264,32.32,532.96,513.24,9.579
496.01,14.7132,12.202,68.9414,32.32,532.76,513.03,9.584
495.95,14.7104,12.202,68.8057,32.315,532.52,512.82,9.592
495.89,14.7077,12.2,68.7201,32.315,532.32,512.67,9.599
495.8,14.7049,12.201,68.5839,32.31,532.16,512.55,9.595
495.74,14.6935,12.2,68.447,32.305,532.08,512.52,9.589
495.65,14.699,12.199,68.3601,32.305,532.0,512.49,9.583
495.59,14.6963,12.197,68.2733,32.305,531.96,512.4,9.578
495.5,14.6935,12.195,68.237,32.31,531.88,512.31,9.575
495.44,14.6907,12.196,68.1507,32.31,531.8,512.16,9.575
495.35,14.6879,12.195,68.0645,32.31,531.64,512.04,9.577
495.29,14.6851,12.194,67.9782,32.31,531.52,511.86,9.583
495.23,14.6824,12.193,67.892,32.31,531.32,511.68,9.584
495.14,14.6796,12.192,67.7551,32.305,531.16,511.5,9.586
495.08,14.6768,12.192,67.6683,32.305,530.96,511.29,9.59
494.99,14.674,12.191,67.5814,32.305,530.72,511.05,9.596
494.93,14.6799,12.189,67.4945,32.305,530.48,510.81,9.602
494.84,14.6774,12.189,67.4076,32.305,530.24,510.63,9.608
494.78,14.6749,12.188,67.2701,32.3,530.04,510.51,9.61
494.69,14.6724,12.189,67.1826,32.3,529.92,510.39,9.608
494.6,14.6699,12.189,67.0951,32.3,529.8,510.33,9.601
494.54,14.6674,12.187,67.0076,32.3,529.72,510.24,9.595
494.45,14.6649,12.187,66.9201,32.3,529.64,510.18,9.591
494.39,14.6624,12.186,66.8832,32.305,529.6,510.09,9.589
494.3,14.6599,12.186,66.7964,32.305,529.48,509.97,9.589
494.24,14.6574,12.185,66.7601,32.31,529.36,509.82,9.593
494.15,14.6635,12.184,66.6738,32.31,529.2,509.64,9.599
494.06,14.6613,12.183,66.5876,32.31,529.0,509.52,9.606
494.0,14.659,12.183,66.5013,32.31,528.88,509.43,9.609
493.91,14.6568,12.184,66.3645,32.305,528.8,509.4,9.603
493.85,14.6546,12.184,66.3282,32.31,528.8,509.43,9.596
493.76,14.6524,12.182,66.242,32.31,528.8,509.4,9.589
493.67,14.6501,12.182,66.2063,32.315,528.76,509.43,9.583
493.61,14.6479,12.181,66.1714,32.32,528.8,509.37,9.581
493.52,14.6457,12.181,66.0864,32.32,528.76,509.31,9.58
493.46,14.6435,12.181,66.052,32.325,528.68,509.19,9.583
493.37,14.6413,12.18,66.0182,32.33,528.56,509.04,9.587
493.31,14.639,12.179,65.9345,32.33,528.4,508.86,9.593
493.22,14.6454,12.178,65.8507,32.33,528.2,508.68,9.6
493.13,14.6435,12.178,65.767,32.33,528.04,508.65,9.609
493.07,14.6415,12.177,65.6832,32.33,527.96,508.62,9.607
492.98,14.6396,12.179,65.5995,32.33,527.96,508.71,9.603
492.92,14.6376,12.178,65.5664,32.335,528.04,508.77,9.598
492.83,14.6357,12.178,65.5339,32.34,528.12,508.83,9.593
492.77,14.6338,12.177,65.502,32.345,528.2,508.92,9.591
492.68,14.6318,12.177,65.5214,32.355,528.28,509.04,9.59
492.62,14.6385,12.177,65.4914,32.36,528.4,509.1,9.592
492.53,14.6368,12.176,65.462,32.365,528.48,509.22,9.592
492.47,14.6351,12.176,65.4332,32.37,528.56,509.28,9.593
492.38,14.6335,12.178,65.4051,32.375,528.64,509.31,9.594
492.32,14.6318,12.177,65.3776,32.38,528.68,509.34,9.597
492.26,14.6301,12.178,65.3507,32.385,528.72,509.4,9.6
492.17,14.6285,12.177,65.3245,32.39,528.76,509.43,9.603
492.11,14.6268,12.177,65.2989,32.395,528.8,509.52,9.606
492.05,14.6337,12.177,65.2739,32.4,528.88,509.58,9.609
491.96,14.6324,12.176,65.2495,32.405,528.96,509.67,9.606
491.9,14.631,12.177,65.2258,32.41,529.08,509.76,9.604
491.84,14.6296,12.178,65.2532,32.42,529.16,509.91,9.602
491.78,14.6282,12.178,65.2314,32.425,529.32,510.03,9.602
491.69,14.6268,12.178,65.2607,32.435,529.4,510.18,9.601
491.63,14.634,12.178,65.2407,32.44,529.56,510.3,9.601
491.57,14.6329,12.178,65.272,32.45,529.72,510.45,9.598
491.51,14.6318,12.179,65.2539,32.455,529.84,510.57,9.597
491.45,14.6307,12.18,65.287,32.465,530.0,510.66,9.596
491.39,14.6382,12.18,65.2707,32.47,530.08,510.75,9.595
491.33,14.6374,12.181,65.3057,32.48,530.16,510.84,9.597
491.27,14.6365,12.181,65.342,32.49,530.28,510.9,9.599
491.21,14.6357,12.183,65.3289,32.495,530.32,510.96,9.602
491.15,14.6349,12.183,65.367,32.505,530.4,510.96,9.605
491.09,14.634,12.184,65.3557,32.51,530.4,510.96,9.608
491.03,14.6418,12.184,65.3958,32.52,530.4,510.96,9.613
491.0,14.6413,12.184,65.3864,32.525,530.4,511.02,9.617
490.94,14.6407,12.184,65.3776,32.53,530.44,511.11,9.621
490.88,14.6401,12.187,65.3695,32.535,530.56,511.26,9.615
490.82,14.6396,12.188,65.4126,32.545,530.72,511.47,9.607
490.76,14.6476,12.188,65.4064,32.55,530.92,511.71,9.598
490.7,14.6474,12.189,65.4514,32.56,531.16,511.95,9.589
490.67,14.6471,12.188,65.4976,32.57,531.44,512.28,9.581
490.61,14.6468,12.191,65.5957,32.585,531.76,512.52,9.572
490.55,14.6465,12.192,65.6451,32.595,532.04,512.79,9.563
490.52,14.6549,12.192,65.6957,32.605,532.28,513.03,9.556
490.46,14.6549,12.193,65.7982,32.62,532.52,513.3,9.549
490.43,14.6549,12.193,65.852,32.63,532.8,513.54,9.544
490.37,14.6549,12.195,65.907,32.64,533.08,513.78,9.539
490.34,14.6549,12.195,66.0139,32.655,533.32,513.99,9.536
490.31,14.6549,12.196,66.072,32.665,533.56,514.14,9.534
490.28,14.6635,12.197,66.1314,32.675,533.72,514.29,9.533
490.22,14.6638,12.197,66.192,32.685,533.84,514.38,9.533
490.19,14.664,12.198,66.2539,32.695,533.96,514.44,9.535
490.16,14.6643,12.201,66.317,32.705,534.0,514.47,9.538
490.13,14.6646,12.202,66.3814,32.715,534.04,514.53,9.542
490.1,14.6735,12.202,66.447,32.725,534.08,514.5,9.548
490.04,14.674,12.203,66.5139,32.735,534.08,514.44,9.553
490.01,14.6746,12.204,66.5314,32.74,534.0,514.35,9.561
489.98,14.6751,12.207,66.6001,32.75,533.92,514.26,9.57
489.95,14.6843,12.208,66.6195,32.755,533.84,514.11,9.581
489.92,14.6851,12.209,66.6901,32.765,533.68,513.99,9.592
489.89,14.686,12.211,66.6608,32.765,533.52,513.9,9.604
489.86,14.6868,12.213,66.682,32.77,533.44,513.84,9.604
489.8,14.6876,12.215,66.7039,32.775,533.4,513.84,9.603
489.77,14.6885,12.215,66.7264,32.78,533.4,513.87,9.601
489.74,14.6893,12.216,66.7495,32.785,533.44,513.9,9.599
489.71,14.6987,12.217,66.8239,32.795,533.44,513.96,9.596
489.68,14.6999,12.218,66.8489,32.8,533.52,513.99,9.594
489.62,14.701,12.219,66.9251,32.81,533.56,514.05,9.592
489.59,14.7021,12.222,67.0026,32.82,533.6,514.11,9.591
489.56,14.7032,12.222,67.0308,32.825,533.68,514.23,9.591
489.53,14.7043,12.224,67.1101,32.835,533.8,514.26,9.592
489.5,14.7054,12.225,67.1401,32.84,533.84,514.32,9.592
489.47,14.7065,12.225,67.1707,32.845,533.88,514.35,9.594
489.44,14.7076,12.226,67.2526,32.855,533.92,514.35,9.595
489.41,14.7087,12.228,67.2851,32.86,533.92,514.38,9.597
489.38,14.7099,12.228,67.3182,32.865,533.96,514.38,9.6
489.35,14.711,12.229,67.4026,32.875,533.92,514.38,9.602
489.32,14.7121,12.229,67.4376,32.88,533.96,514.41,9.605
489.29,14.7132,12.23,67.4732,32.885,534.0,514.41,9.608
489.26,14.7143,12.231,67.5095,32.89,533.96,514.41,9.611
489.23,14.7154,12.232,67.5464,32.895,533.96,514.44,9.614
489.2,14.7165,12.232,67.5839,32.9,534.0,514.44,9.616
489.17,14.7262,12.233,67.622,32.905,534.0,514.44,9.617
489.14,14.7276,12.234,67.6608,32.91,534.0,514.44,9.619
489.11,14.729,12.235,67.7001,32.915,534.0,514.47,9.62
489.08,14.7218,12.237,67.7401,32.92,534.04,514.5,9.621
489.05,14.7229,12.238,67.7808,32.925,534.08,514.53,9.621
489.02,14.724,12.238,67.822,32.93,534.12,514.59,9.621
488.99,14.7251,12.238,67.8639,32.935,534.16,514.65,9.621
488.96,14.7349,12.238,67.9064,32.94,534.24,514.68,9.62
488.93,14.7362,12.239,67.9495,32.945,534.28,514.74,9.619
488.9,14.7376,12.241,67.9933,32.95,534.32,514.8,9.617
488.87,14.739,12.242,68.0883,32.96,534.4,514.83,9.616
488.87,14.7404,12.244,68.1339,32.965,534.44,514.92,9.615
488.84,14.7418,12.244,68.1801,32.97,534.52,515.01,9.614
488.81,14.7432,12.244,68.227,32.975,534.6,515.1,9.613
488.78,14.736,12.246,68.2745,32.98,534.68,515.16,9.612
488.75,14.7371,12.246,68.3226,32.985,534.76,515.28,9.61
488.72,14.7468,12.247,68.3714,32.99,534.92,515.43,9.609
488.72,14.7482,12.246,68.4207,32.995,535.04,515.52,9.607
488.69,14.7496,12.247,68.4708,33.0,535.16,515.61,9.604
488.66,14.751,12.249,68.5214,33.005,535.24,515.73,9.602
488.66,14.7524,12.25,68.5726,33.01,535.36,515.79,9.6
488.63,14.7537,12.25,68.6751,33.02,535.4,515.88,9.597
488.6,14.7551,12.252,68.7282,33.025,535.48,515.97,9.596
488.6,14.7565,12.252,68.782,33.03,535.6,516.06,9.594
488.57,14.7579,12.252,68.8364,33.035,535.68,516.12,9.593
488.54,14.7593,12.254,68.8914,33.04,535.76,516.15,9.592
488.54,14.7521,12.254,68.947,33.045,535.8,516.24,9.592
488.51,14.7618,12.255,69.0032,33.05,535.88,516.27,9.592
488.51,14.7632,12.255,69.0601,33.055,535.92,516.3,9.592
488.48,14.7646,12.255,69.1176,33.06,535.96,516.3,9.593
488.48,14.766,12.257,69.1757,33.065,535.96,516.27,9.595
488.45,14.7673,12.258,69.2345,33.07,535.92,516.27,9.597
488.42,14.7687,12.258,69.2939,33.075,535.92,516.24,9.6
488.42,14.7701,12.259,69.3033,33.075,535.88,516.27,9.603
488.39,14.7715,12.26,69.3632,33.08,535.92,516.24,9.607
488.39,14.7729,12.26,69.4239,33.085,535.88,516.24,9.609
488.36,14.7743,12.262,69.4345,33.085,535.88,516.21,9.612
488.36,14.7757,12.262,69.4958,33.09,535.84,516.18,9.614
488.33,14.7771,12.263,69.507,33.09,535.8,516.21,9.616
488.33,14.7785,12.263,69.5689,33.095,535.84,516.24,9.618
488.3,14.7798,12.265,69.5807,33.095,535.88,516.3,9.614
488.3,14.7812,12.266,69.6432,33.1,535.96,516.39,9.61
488.27,14.7826,12.266,69.6557,33.1,536.04,516.57,9.604
488.27,14.784,12.267,69.7189,33.105,536.2,516.69,9.599
488.24,14.7854,12.268,69.7826,33.11,536.36,516.87,9.593
488.24,14.7868,12.269,69.847,33.115,536.52,516.96,9.588
488.21,14.7882,12.269,69.912,33.12,536.64,517.05,9.583
488.21,14.7896,12.271,69.9776,33.125,536.72,517.2,9.579
488.21,14.791,12.271,70.0439,33.13,536.88,517.29,9.576
488.18,14.7923,12.272,70.1107,33.135,537.0,517.38,9.574
488.18,14.7937,12.272,70.1782,33.14,537.08,517.44,9.573
488.18,14.7951,12.274,70.2464,33.145,537.12,517.44,9.573
488.15,14.7965,12.274,70.2645,33.145,537.16,517.5,9.575
488.15,14.7979,12.274,70.3332,33.15,537.2,517.5,9.578
488.15,14.7993,12.276,70.4026,33.155,537.2,517.47,9.581
488.12,14.8007,12.276,70.422,33.155,537.16,517.41,9.585
488.12,14.8021,12.276,70.492,33.16,537.12,517.35,9.59
488.12,14.8035,12.277,70.512,33.16,537.04,517.29,9.595
488.09,14.8048,12.278,70.5826,33.165,536.96,517.2,9.601
488.09,14.8062,12.278,70.6033,33.165,536.88,517.14,9.607
488.09,14.8076,12.279,70.6239,33.165,536.8,517.08,9.614
488.09,14.809,12.279,70.6445,33.165,536.76,517.02,9.613
488.06,14.8104,12.281,70.6651,33.165,536.68,516.99,9.613
488.06,14.8118,12.281,70.6857,33.165,536.68,517.02,9.612
488.03,14.8132,12.282,70.7064,33.165,536.68,517.02,9.611
488.03,14.8146,12.283,70.727,33.165,536.68,517.05,9.609
488.03,14.8159,12.284,70.7982,33.17,536.72,517.08,9.608
488.0,14.8173,12.284,70.8195,33.17,536.76,517.11,9.607
488.0,14.8187,12.284,70.8407,33.17,536.8,517.14,9.607
488.0,14.8201,12.286,70.862,33.17,536.84,517.14,9.607
487.97,14.8215,12.286,70.9338,33.175,536.84,517.2,9.607
487.97,14.8229,12.287,70.9557,33.175,536.88,517.26,9.609
487.97,14.8243,12.288,70.9776,33.175,536.96,517.29,9.609
487.97,14.8257,12.289,70.9995,33.175,536.96,517.32,9.61
487.94,14.8271,12.289,71.072,33.18,537.0,517.35,9.611
487.94,14.8284,12.289,71.0945,33.18,537.04,517.35,9.611
487.94,14.8298,12.291,71.117,33.18,537.04,517.38,9.612
487.91,14.8312,12.291,71.1395,33.18,537.08,517.38,9.612
487.91,14.8326,12.291,71.162,33.18,537.08,517.38,9.613
487.91,14.834,12.292,71.1845,33.18,537.08,517.38,9.613
487.91,14.8354,12.293,71.207,33.18,537.08,517.44,9.614
487.88,14.8368,12.293,71.2801,33.185,537.12,517.47,9.615
487.88,14.8382,12.293,71.3032,33.185,537.16,517.47,9.615
487.88,14.8396,12.295,71.3263,33.185,537.16,517.47,9.615
487.88,14.8409,12.295,71.3494,33.185,537.16,517.47,9.615
487.85,14.8423,12.295,71.3726,33.185,537.16,517.47,9.615
487.85,14.8437,12.295,71.3957,33.185,537.16,517.47,9.615
487.85,14.8451,12.296,71.4188,33.185,537.16,517.5,9.616
487.85,14.8465,12.297,71.4419,33.185,537.2,517.5,9.616
487.85,14.8479,12.297,71.4651,33.185,537.2,517.59,9.617
487.82,14.8407,12.298,71.4882,33.185,537.28,517.62,9.617
487.82,14.8418,12.298,71.5113,33.185,537.32,517.71,9.613
487.82,14.8429,12.298,71.5344,33.185,537.4,517.77,9.607
487.82,14.844,12.297,71.5576,33.185,537.48,517.86,9.602
487.82,14.8537,12.298,71.5807,33.185,537.6,517.98,9.596
487.79,14.8551,12.298,71.6544,33.19,537.72,518.16,9.592
487.79,14.8565,12.298,71.6782,33.19,537.88,518.28,9.588
487.79,14.8493,12.3,71.7019,33.19,538.0,518.43,9.584
487.79,14.8504,12.302,71.7763,33.195,538.16,518.55,9.581
487.79,14.8515,12.301,71.8007,33.195,538.28,518.67,9.578
487.79,14.8526,12.3,71.8757,33.2,538.4,518.73,9.576
487.79,14.8537,12.301,71.9007,33.2,538.48,518.79,9.574
487.79,14.8548,12.301,71.9257,33.2,538.52,518.79,9.574
487.79,14.8559,12.301,72.0013,33.205,538.56,518.79,9.574
487.79,14.8571,12.301,72.0269,33.205,538.56,518.85,9.576
487.79,14.8582,12.301,72.0526,33.205,538.6,518.85,9.578
487.79,14.8593,12.303,72.0782,33.205,538.6,518.79,9.581
487.79,14.8604,12.303,72.1038,33.205,538.56,518.76,9.585
487.79,14.8615,12.303,72.1295,33.205,538.48,518.64,9.59
487.79,14.8626,12.303,72.1551,33.205,538.4,518.55,9.594
487.79,14.8637,12.304,72.1807,33.205,538.28,518.4,9.6
487.79,14.8648,12.304,72.2063,33.205,538.16,518.31,9.607
487.79,14.8659,12.304,72.1814,33.2,538.04,518.22,9.615
487.79,14.8671,12.305,72.2064,33.2,537.92,518.16,9.617
487.79,14.8682,12.305,72.1807,33.195,537.88,518.07,9.618
487.79,14.8693,12.306,72.2051,33.195,537.8,518.01,9.618
487.76,14.8704,12.306,72.1788,33.19,537.72,517.95,9.619
487.76,14.8715,12.307,72.2026,33.19,537.68,517.92,9.621
487.76,14.8726,12.307,72.2263,33.19,537.6,517.89,9.624
487.76,14.8737,12.308,72.1995,33.185,537.6,517.86,9.627
487.76,14.8748,12.308,72.2226,33.185,537.56,517.86,9.626
487.76,14.8759,12.309,72.2457,33.185,537.6,517.86,9.625
487.76,14.877,12.309,72.2182,33.18,537.56,517.92,9.623
487.73,14.8782,12.309,72.2407,33.18,537.64,517.95,9.621
487.73,14.8793,12.31,72.2632,33.18,537.64,518.01,9.619
487.73,14.8804,12.31,72.2351,33.175,537.72,518.04,9.617
487.73,14.8815,12.311,72.257,33.175,537.76,518.13,9.615
487.73,14.8826,12.311,72.2788,33.175,537.84,518.19,9.614
