TI_1145.PV,PIC1101A.PV,PDR1401.PV,LRCA1101.MV,LRCA1101.PV,TI1105A.PV,TIC_1101.PV,PDR1103.PV
487.73,14.8837,12.312,72.3007,33.175,537.92,518.22,9.612
487.73,14.8762,12.312,72.3226,33.175,537.92,518.25,9.611
487.73,14.8771,12.312,72.3445,33.175,537.96,518.25,9.61
487.73,14.8779,12.312,72.3663,33.175,538.0,518.31,9.61
487.7,14.8787,12.311,72.3882,33.175,538.04,518.34,9.61
487.7,14.8796,12.311,72.4101,33.175,538.08,518.37,9.611
487.7,14.889,12.311,72.432,33.175,538.12,518.37,9.611
487.7,14.8901,12.311,72.4032,33.17,538.08,518.43,9.612
487.7,14.8912,12.311,72.4244,33.17,538.16,518.46,9.613
487.7,14.8837,12.313,72.4457,33.17,538.2,518.52,9.612
487.7,14.8846,12.314,72.4669,33.17,538.24,518.52,9.611
487.7,14.8854,12.314,72.4882,33.17,538.28,518.55,9.609
487.7,14.8862,12.312,72.4588,33.165,538.28,518.58,9.608
487.7,14.8871,12.312,72.4795,33.165,538.32,518.61,9.607
487.7,14.8879,12.313,72.5001,33.165,538.36,518.64,9.606
487.7,14.8887,12.313,72.5207,33.165,538.4,518.7,9.606
487.7,14.8896,12.313,72.5413,33.165,538.44,518.73,9.605
487.7,14.8904,12.313,72.562,33.165,538.48,518.76,9.605
487.7,14.8912,12.313,72.5826,33.165,538.52,518.76,9.605
487.7,14.8921,12.313,72.6032,33.165,538.52,518.76,9.605
487.7,14.8843,12.314,72.5732,33.16,538.52,518.73,9.605
487.7,14.8848,12.314,72.5932,33.16,538.48,518.73,9.606
487.7,14.8854,12.314,72.6132,33.16,538.48,518.73,9.608
487.7,14.8946,12.312,72.6332,33.16,538.48,518.73,9.609
487.7,14.8954,12.312,72.6532,33.16,538.48,518.7,9.611
487.7,14.8962,12.313,72.6225,33.155,538.44,518.67,9.613
487.7,14.8971,12.314,72.6419,33.155,538.4,518.67,9.615
487.7,14.8893,12.315,72.6613,33.155,538.4,518.64,9.617
487.7,14.8898,12.315,72.63,33.15,538.4,518.64,9.618
487.7,14.8904,12.315,72.6488,33.15,538.36,518.64,9.619
487.7,14.8909,12.313,72.6169,33.145,538.36,518.64,9.621
487.7,14.8915,12.313,72.6351,33.145,538.36,518.61,9.62
487.7,14.892,12.315,72.6532,33.145,538.36,518.64,9.619
487.7,14.8926,12.315,72.6207,33.14,538.4,518.67,9.618
487.7,14.8932,12.315,72.6382,33.14,538.4,518.7,9.616
487.7,14.8937,12.315,72.6557,33.14,538.44,518.73,9.615
487.7,14.8943,12.315,72.6732,33.14,538.48,518.76,9.614
487.7,14.8948,12.315,72.6401,33.135,538.48,518.79,9.612
487.7,14.8954,12.315,72.6569,33.135,538.52,518.79,9.611
487.7,14.8959,12.315,72.6738,33.135,538.52,518.82,9.61
487.7,14.9051,12.315,72.6907,33.135,538.56,518.82,9.61
487.7,14.8973,12.316,72.7076,33.135,538.6,518.85,9.61
487.7,14.8979,12.316,72.7244,33.135,538.6,518.85,9.61
487.7,14.8984,12.318,72.6907,33.13,538.6,518.85,9.611
487.7,14.899,12.316,72.707,33.13,538.6,518.85,9.612
487.7,14.8995,12.316,72.7232,33.13,538.6,518.88,9.613
487.7,14.9001,12.316,72.7395,33.13,538.6,518.85,9.614
487.7,14.9007,12.316,72.7557,33.13,538.6,518.82,9.615
487.7,14.9012,12.316,72.7213,33.125,538.6,518.85,9.616
487.7,14.9018,12.317,72.737,33.125,538.6,518.88,9.618
487.7,14.9023,12.317,72.7526,33.125,538.64,518.94,9.614
487.7,14.9029,12.316,72.7176,33.12,538.72,519.0,9.61
487.7,14.9034,12.316,72.7326,33.12,538.76,519.06,9.605
487.7,14.904,12.316,72.7476,33.12,538.8,519.15,9.601
487.73,14.8959,12.316,72.7626,33.12,538.92,519.21,9.597
487.73,14.8962,12.316,72.7776,33.12,539.0,519.33,9.593
487.73,14.8965,12.316,72.7926,33.12,539.12,519.45,9.591
487.73,14.9054,12.315,72.8076,33.12,539.2,519.51,9.588
487.73,14.9059,12.315,72.8226,33.12,539.32,519.6,9.586
487.73,14.9065,12.315,72.8376,33.12,539.36,519.69,9.585
487.73,14.8984,12.317,72.9032,33.125,539.48,519.75,9.584
487.73,14.8987,12.317,72.9188,33.125,539.56,519.84,9.583
487.76,14.899,12.317,72.9344,33.125,539.64,519.84,9.583
487.76,14.8993,12.315,72.9501,33.125,539.64,519.84,9.582
487.76,14.8995,12.315,72.9657,33.125,539.64,519.84,9.583
487.76,14.8998,12.315,72.9813,33.125,539.64,519.87,9.584
487.76,14.9087,12.315,72.9463,33.12,539.64,519.84,9.586
487.79,14.9093,12.315,72.9613,33.12,539.64,519.81,9.588
487.79,14.9098,12.315,72.9763,33.12,539.6,519.75,9.59
487.79,14.9018,12.317,72.9913,33.12,539.52,519.66,9.593
487.79,14.902,12.317,73.0063,33.12,539.44,519.54,9.597
487.79,14.9023,12.317,72.9707,33.115,539.32,519.42,9.602
487.79,14.9026,12.316,72.985,33.115,539.2,519.36,9.609
487.79,14.9029,12.316,72.9488,33.11,539.16,519.36,9.613
487.82,14.9031,12.316,72.9626,33.11,539.12,519.33,9.609
487.82,14.9034,12.316,72.9257,33.105,539.12,519.36,9.604
487.82,14.9037,12.316,72.9388,33.105,539.12,519.42,9.601
487.82,14.904,12.316,72.9519,33.105,539.2,519.51,9.598
487.82,14.9043,12.316,72.965,33.105,539.28,519.51,9.594
487.82,14.9045,12.316,72.9782,33.105,539.28,519.54,9.591
487.82,14.9048,12.316,72.9407,33.1,539.32,519.54,9.59
487.82,14.9137,12.317,72.9532,33.1,539.32,519.57,9.589
487.82,14.9142,12.317,72.9657,33.1,539.36,519.6,9.59
487.85,14.9148,12.317,72.9781,33.1,539.36,519.57,9.591
487.85,14.9067,12.319,72.9906,33.1,539.36,519.54,9.593
487.85,14.907,12.318,73.0031,33.1,539.32,519.51,9.596
487.85,14.9073,12.318,73.0156,33.1,539.28,519.48,9.6
487.85,14.9076,12.317,73.0281,33.1,539.24,519.36,9.605
