x0,x0,0.02
x1,x1,0.011
x1,x6,0.01
x2,x0,0.007
x2,x2,0.007
x2,x3,0.006
x2,x5,0.009
x3,x3,0.007
x3,x7,0.011
x4,x1,0.015
x4,x4,0.01
x4,x9,0.014
x5,x5,0.008
x6,x2,0.009
x6,x4,0.009
x6,x6,0.011
x7,x0,0.004
x7,x7,0.012
x7,x8,0.004
x8,x0,0.021
x8,x8,0.011
x9,x8,0.013
x9,x9,0.008
