AR1410B.PV,DR1103.PV,DR1105.PV,DR1106.PV,DR1107.PV,DR1108.PV,DR1110.PV,FI1113.PV,FI1424.PV,FI1902.PV,FIC_1121.PV,FIC_1122.MV,FIC_1122.PV,FIC_1127.MV,FIC_1127.PV,FI_1127.PV,FRC1102.MV,FRC1107.MV,FRC1113.MV,FRC1113.PV,FRC1424.PV,FRCA1110.MV,FRCA1112.MV,FRQ1623.PV,FRSA1101.PV,FT_1121.PV,FT_1122.PV,LRCA1101.MV,LRCA1101.PV,PDI_1109.PV,PDR1103.PV,PDR1106.PV,PDR1401.PV,PDRCA1109.PV,PDRSA1104.PV,PIC1101A.PV,PI_1132A.PV,PI_1132B.PV,PI_1134.PV,PI_1138A.PV,PI_1180.PV,PI_1182.PV,PR1102A.PV,PRA1102.PV,TI1105A.PV,TI1132.PV,TI1133.PV,TIA2872.PV,TIA2873.PV,TIA2874.PV,TIA2875.PV,TIA2876.PV,TIA2877.PV,TIC_1101.MV,TIC_1101.PV,TIC_1101.SV,TIC_1155.MV,TI_1142.PV,TI_1145.PV,TRC1118A.MV
86.875,57.525,4.1844,57.6,286.8075,358.2689,571.95,2.5996,4.5725,172.881,343.05,72.2801,709.76,19.4506,600.12,600.12,9.9808,66.2191,76.7799,2.5994,4.57,11.1278,15.7328,9.1091,172.886,343.05,709.76,72.3752,33.005,45.54,9.6,3.921,12.302,45.54,25.2695,14.9041,0.176,0.1286,0.1313,0.1288,0.2096,0.1313,0.1985,0.1246,539.48,275.75,358.55,84.7125,84.9675,85.29,82.2975,83.475,82.065,42.9124,519.72,520.0,20.3441,517.61,489.05,13.2925
86.375,57.5625,4.1031,57.5625,287.19,357.7179,571.6,2.6004,4.5775,173.7045,343.08,72.2805,709.76,19.4509,600.06,600.06,9.9804,66.2187,76.7799,2.5996,4.5725,11.1269,15.733,9.1102,173.698,343.08,710.0,72.3759,33.005,45.816,9.595,3.99,12.303,45.816,25.407,14.9041,0.1768,0.1285,0.1312,0.1286,0.2094,0.1312,0.1982,0.1245,539.48,275.75,358.5,84.6675,84.9375,85.32,82.3275,83.52,82.0725,42.9136,519.72,520.0,20.344,517.61,489.05,13.2925
86.0,57.6,4.5719,57.5625,287.37,358.0623,571.75,2.6004,4.58,173.4615,343.11,72.279,710.0,19.4499,600.12,600.12,9.9798,66.2189,76.7774,2.6004,4.5775,11.126,15.7333,9.1108,173.46,343.11,710.08,72.3259,33.0,45.942,9.59,4.057,12.303,45.942,25.5445,14.9041,0.1773,0.1285,0.1311,0.1285,0.2093,0.1311,0.1981,0.1244,539.52,275.75,358.5,84.69,84.9,85.275,82.29,83.5125,82.05,42.9109,519.75,520.0,20.344,517.61,489.02,13.2925
86.95,57.5625,4.7141,57.5625,286.6275,358.6478,571.2,2.6,4.58,173.88,343.11,72.2783,710.08,19.4494,600.12,600.12,9.9798,66.2191,76.7769,2.6004,4.58,11.1276,15.7335,9.1102,173.88,343.11,710.08,72.3259,33.0,45.978,9.587,4.11,12.303,45.978,25.649,14.9041,0.1778,0.1285,0.1311,0.1285,0.2093,0.131,0.1981,0.1243,539.52,275.75,358.5,84.72,84.945,85.29,82.2975,83.505,82.0425,42.9119,519.75,520.0,20.3439,517.61,489.02,13.3032
86.3,57.5625,4.4484,57.5625,287.3475,357.6835,571.95,2.6,4.58,173.502,343.11,72.2782,710.08,19.4489,600.12,600.12,9.9797,66.2192,76.7779,2.6,4.58,11.1276,15.7338,9.1102,173.502,343.11,709.92,72.3259,33.0,45.864,9.585,4.149,12.304,45.864,25.6985,14.9041,0.1781,0.1285,0.1311,0.1285,0.2094,0.131,0.1982,0.1244,539.56,275.75,358.5,84.735,84.9825,85.335,82.2975,83.4675,82.065,42.9092,519.78,520.0,20.3438,517.61,489.02,13.3038
86.3,57.5625,4.4484,57.5625,287.3475,357.6835,571.95,2.6,4.58,173.502,343.11,72.2793,709.92,19.4489,600.12,600.12,9.9803,66.2194,76.7779,2.6,4.58,11.1277,15.7339,9.1102,173.502,343.11,709.92,72.3259,33.0,45.864,9.585,4.149,12.304,45.864,25.6985,14.9127,0.1781,0.1285,0.1311,0.1285,0.2094,0.131,0.1982,0.1244,539.56,275.75,358.5,84.735,84.9825,85.335,82.2975,83.4675,82.065,42.9092,519.78,520.0,20.3438,517.61,489.02,13.3038
86.3,57.5625,4.4484,57.5625,287.3475,357.6835,571.95,2.6,4.58,173.502,343.11,72.2793,709.92,19.4489,600.12,600.12,9.9803,66.2194,76.7779,2.6,4.58,11.1277,15.7339,9.1102,173.502,343.11,709.92,72.3259,33.0,45.864,9.585,4.149,12.304,45.864,25.6985,14.9127,0.1781,0.1285,0.1311,0.1285,0.2094,0.131,0.1982,0.1244,539.56,275.75,358.5,84.735,84.9825,85.335,82.2975,83.4675,82.065,42.9092,519.78,520.0,20.3438,517.61,489.02,13.3038
86.3,57.5625,4.4484,57.5625,287.3475,357.6835,571.95,2.6,4.58,173.502,343.11,72.2793,709.92,19.4489,600.12,600.12,9.9803,66.2194,76.7779,2.6,4.58,11.1277,15.7339,9.1102,173.502,343.11,709.92,72.3259,33.0,45.864,9.585,4.149,12.304,45.864,25.6985,14.9127,0.1781,0.1285,0.1311,0.1285,0.2094,0.131,0.1982,0.1244,539.56,275.75,358.5,84.735,84.9825,85.335,82.2975,83.4675,82.065,42.9092,519.78,520.0,20.3438,517.61,489.02,13.3038
86.3,57.5625,4.4484,57.5625,287.3475,357.6835,571.95,2.6,4.58,173.502,343.11,72.2793,709.92,19.4489,600.12,600.12,9.9803,66.2194,76.7779,2.6,4.58,11.1277,15.7339,9.1102,173.502,343.11,709.92,72.3259,33.0,45.864,9.585,4.149,12.304,45.864,25.6985,14.9127,0.1781,0.1285,0.1311,0.1285,0.2094,0.131,0.1982,0.1244,539.56,275.75,358.5,84.735,84.9825,85.335,82.2975,83.4675,82.065,42.9092,519.78,520.0,20.3438,517.61,489.02,13.3038
86.3,57.5625,4.4484,57.5625,287.3475,357.6835,571.95,2.6,4.58,173.502,343.11,72.2793,709.92,19.4489,600.12,600.12,9.9803,66.2194,76.7779,2.6,4.58,11.1277,15.7339,9.1102,173.502,343.11,709.92,72.3259,33.0,45.864,9.585,4.149,12.304,45.864,25.6985,14.9127,0.1781,0.1285,0.1311,0.1285,0.2094,0.131,0.1982,0.1244,539.56,275.75,358.5,84.735,84.9825,85.335,82.2975,83.4675,82.065,42.9092,519.78,520.0,20.3438,517.61,489.02,13.3038
