TI_1145.PV,TI1105A.PV,PDR1106.PV,TIC_1101.MV,TIA2872.PV,PI_1180.PV,WR1104.PV,TIA2876.PV,PDR1401.PV,PR1102A.PV,LRCA1101.PV,LRCA1101.MV,PDRSA1104.PV,PIC1101A.PV,PDRCA1109.PV,TIC_1101.PV,TIA2877.PV,TIC_1155.MV,TIA2875.PV,PDR1103.PV,PI_1138B.PV,PI_1132A.PV,TIA2874.PV,TIA2873.PV,WRA1103.PV,TI_1144.PV
489.92,539.28,4.135,86.7983,84.4725,0.2441,145.695,83.4675,12.311,0.2328,33,65.7591,-15.392,14.9233,11.19,519.48,82.125,21.6755,82.2075,9.547,0.1654,0.2187,85.215,85.1025,148.6687,518.54
489.92,539.28,4.135,86.8004,84.4875,0.2441,145.695,83.4375,12.31,0.2328,33,65.7591,-15.3975,14.9233,11.19,519.48,82.1325,21.6754,82.245,9.547,0.1654,0.2187,85.2,85.1025,148.6687,518.54
489.92,539.24,4.136,86.8062,84.51,0.2441,145.695,83.4075,12.31,0.2328,32.995,65.7085,-15.403,14.9233,11.19,519.45,82.1175,21.6753,82.2825,9.547,0.1654,0.2188,85.23,85.0725,148.6687,518.54
489.92,539.24,4.137,86.8084,84.5025,0.2441,145.695,83.445,12.31,0.2328,32.995,65.7079,-15.4085,14.9233,11.19,519.45,82.08,21.6753,82.3125,9.547,0.1654,0.2188,85.215,85.0875,148.6687,518.54
489.89,539.24,4.138,86.8106,84.5325,0.2441,145.695,83.4675,12.31,0.2328,32.995,65.7073,-15.414,14.9233,11.19,519.45,82.1025,21.6752,82.3125,9.548,0.1654,0.2188,85.23,85.11,148.6687,518.54
489.89,539.2,4.138,86.8166,84.54,0.2441,145.695,83.49,12.31,0.2328,32.995,65.7066,-15.4195,14.9233,11.19,519.42,82.05,21.6751,82.305,9.548,0.1654,0.2188,85.23,85.0575,148.6687,518.51
489.89,539.2,4.139,86.819,84.5175,0.2441,145.695,83.475,12.309,0.2328,32.99,65.6554,-15.4195,14.9233,11.184,519.42,81.9975,21.675,82.3425,9.548,0.1654,0.2188,85.2225,85.05,148.6687,518.51
489.89,539.2,4.139,86.8251,84.48,0.2441,145.695,83.49,12.309,0.2328,32.99,65.6541,-15.425,14.9233,11.184,519.39,81.96,21.6749,82.35,9.548,0.1654,0.2188,85.215,85.05,148.6687,518.51
489.89,539.16,4.14,86.8275,84.51,0.2441,145.695,83.49,12.309,0.2328,32.99,65.6529,-15.4305,14.9233,11.184,519.39,81.9675,21.6749,82.305,9.548,0.1654,0.2188,85.2375,85.0575,148.6687,518.51
489.89,539.16,4.14,86.83,84.525,0.2441,145.706,83.4525,12.309,0.2328,32.985,65.601,-15.436,14.9233,11.184,519.39,81.9675,21.6748,82.2975,9.548,0.1654,0.2188,85.29,85.11,148.68,518.51
489.89,539.16,4.139,86.8325,84.51,0.2441,145.706,83.4375,12.308,0.2328,32.985,65.5991,-15.436,14.9146,11.202,519.39,81.96,21.6747,82.2975,9.548,0.1654,0.2188,85.2675,85.14,148.68,518.51
489.89,539.16,4.138,86.8312,84.51,0.244,145.706,83.4525,12.308,0.2328,32.985,65.5973,-15.436,14.9144,11.214,519.42,81.9525,21.6746,82.3275,9.548,0.1654,0.2188,85.2525,85.0875,148.68,518.51
489.89,539.16,4.138,86.8335,84.555,0.244,145.706,83.445,12.308,0.2328,32.985,65.5954,-15.4305,14.9141,11.226,519.42,81.9075,21.6746,82.335,9.548,0.1654,0.2188,85.26,85.1175,148.68,518.51
489.86,539.2,4.141,86.8321,84.555,0.244,145.706,83.49,12.306,0.2327,32.985,65.5935,-15.4195,14.9224,11.238,519.45,81.885,21.6745,82.3275,9.548,0.1654,0.2188,85.2375,85.11,148.68,518.48
489.86,539.24,4.145,86.8306,84.555,0.244,145.706,83.49,12.306,0.2327,32.98,65.541,-15.4085,14.9224,11.25,519.48,81.9225,21.6744,82.35,9.547,0.1654,0.2189,85.2,85.1175,148.68,518.48
489.86,539.24,4.149,86.8289,84.5475,0.244,145.706,83.535,12.306,0.2327,32.98,65.5385,-15.403,14.9224,11.262,519.51,81.975,21.6743,82.3875,9.547,0.1654,0.2189,85.185,85.0875,148.68,518.48
489.86,539.28,4.154,86.8271,84.5775,0.244,145.706,83.5575,12.307,0.2327,32.98,65.536,-15.4085,14.9138,11.268,519.54,82.0275,21.6743,82.365,9.547,0.1654,0.219,85.1625,85.0575,148.68,518.48
489.86,539.32,4.159,86.8252,84.615,0.2439,145.706,83.55,12.307,0.2327,32.98,65.5335,-15.4085,14.9135,11.274,519.57,82.02,21.6895,82.335,9.547,0.1654,0.2191,85.215,85.1025,148.68,518.48
489.86,539.36,4.164,86.8232,84.6,0.2439,145.706,83.58,12.307,0.2327,32.98,65.531,-15.4085,14.9132,11.28,519.6,81.9975,21.6899,82.2825,9.546,0.1654,0.2191,85.185,85.1175,148.68,518.48
489.86,539.4,4.169,86.8173,84.615,0.2439,145.706,83.5875,12.304,0.2327,32.98,65.5285,-15.3975,14.913,11.292,519.66,81.9975,21.6903,82.32,9.546,0.1654,0.2191,85.23,85.155,148.68,518.48
489.86,539.44,4.172,86.8149,84.585,0.2439,145.706,83.6025,12.304,0.2327,32.98,65.526,-15.3865,14.9127,11.298,519.69,81.96,21.6907,82.2825,9.546,0.1654,0.2192,85.1925,85.155,148.68,518.48
489.86,539.44,4.172,86.8162,84.585,0.2439,145.706,83.6025,12.304,0.2327,32.98,65.5235,-15.3865,14.9124,11.298,519.69,81.96,21.6911,82.2825,9.546,0.1654,0.2192,85.1925,85.155,148.68,518.48
489.86,539.44,4.172,86.8174,84.585,0.2439,145.706,83.6025,12.304,0.2327,32.98,65.521,-15.3865,14.9121,11.298,519.69,81.96,21.6915,82.2825,9.546,0.1654,0.2192,85.1925,85.155,148.68,518.48
489.86,539.44,4.172,86.8187,84.585,0.2439,145.706,83.6025,12.304,0.2327,32.98,65.5185,-15.3865,14.9119,11.298,519.69,81.96,21.692,82.2825,9.546,0.1654,0.2192,85.1925,85.155,148.68,518.48
489.86,539.48,4.175,86.8162,84.6225,0.2439,145.706,83.55,12.304,0.2327,32.98,65.516,-15.381,14.9116,11.31,519.72,81.9525,21.6924,82.335,9.545,0.1654,0.2192,85.2375,85.125,148.68,518.48
489.86,539.52,4.178,86.8098,84.6225,0.2439,145.706,83.535,12.304,0.2326,32.98,65.5135,-15.37,14.9113,11.322,519.78,81.915,21.6928,82.3575,9.545,0.1653,0.2192,85.2075,85.08,148.68,518.48
489.86,539.56,4.181,86.8032,84.615,0.2439,145.706,83.5425,12.304,0.2326,32.98,65.511,-15.3645,14.911,11.34,519.84,81.9675,21.6932,82.3425,9.545,0.1653,0.2193,85.1925,85.0425,148.68,518.48
489.83,539.6,4.184,86.8,84.6375,0.2438,145.706,83.5125,12.304,0.2326,32.98,65.5085,-15.3535,14.9107,11.358,519.87,82.0125,21.6936,82.305,9.544,0.1653,0.2193,85.2225,85.095,148.68,518.48
489.83,539.68,4.187,86.7931,84.63,0.2438,145.706,83.4825,12.304,0.2326,32.98,65.506,-15.3425,14.9105,11.382,519.93,81.96,21.6788,82.2975,9.543,0.1653,0.2193,85.2675,85.065,148.68,518.45
489.83,539.72,4.191,86.7821,84.6675,0.2438,145.706,83.52,12.304,0.2326,32.98,65.5035,-15.3315,14.9102,11.406,520.02,81.915,21.6787,82.245,9.543,0.1653,0.2194,85.2525,85.065,148.68,518.45
489.83,539.8,4.197,86.7745,84.66,0.2438,145.706,83.5425,12.304,0.2325,32.98,65.501,-15.315,14.9099,11.436,520.08,81.9225,21.6786,82.245,9.542,0.1653,0.2194,85.215,85.035,148.68,518.45
489.83,539.88,4.203,86.7629,84.6375,0.2438,145.706,83.565,12.304,0.2325,32.98,65.4985,-15.2985,14.9096,11.46,520.17,81.9675,21.6785,82.245,9.541,0.1653,0.2195,85.23,85.0275,148.68,518.45
489.83,539.96,4.211,86.7509,84.6225,0.2438,145.706,83.52,12.303,0.2325,32.98,65.4959,-15.282,14.9094,11.496,520.26,81.9975,21.6785,82.215,9.54,0.1652,0.2196,85.2,85.0725,148.68,518.45
489.83,540.08,4.219,86.7386,84.6375,0.2437,145.706,83.535,12.302,0.2324,32.98,65.4934,-15.2545,14.9091,11.526,520.35,81.9825,21.6784,82.2675,9.539,0.1652,0.2197,85.2525,85.11,148.68,518.48
489.83,540.16,4.228,86.7222,84.6075,0.2437,145.706,83.55,12.302,0.2324,32.985,65.5416,-15.2325,14.9088,11.556,520.47,81.96,21.6783,82.2525,9.538,0.1652,0.2198,85.2225,85.0875,148.6687,518.48
489.86,540.28,4.237,86.709,84.5775,0.2436,145.695,83.535,12.302,0.2324,32.985,65.5397,-15.2105,14.9085,11.592,520.56,81.99,21.6782,82.2825,9.537,0.1652,0.2199,85.1925,85.05,148.6687,518.48
489.86,540.4,4.247,86.6917,84.5475,0.2436,145.695,83.4975,12.302,0.2324,32.985,65.5378,-15.1885,14.9083,11.622,520.68,82.02,21.6781,82.32,9.536,0.1651,0.22,85.23,85.08,148.6687,518.48
489.86,540.52,4.258,86.6739,84.5925,0.2436,145.695,83.4825,12.302,0.2323,32.985,65.5359,-15.1665,14.908,11.652,520.8,82.05,21.6781,82.365,9.534,0.1651,0.2201,85.2225,85.11,148.6687,518.48
489.86,540.64,4.268,86.6556,84.63,0.2435,145.695,83.475,12.302,0.2323,32.99,65.5847,-15.1445,14.9077,11.682,520.92,82.0275,21.678,82.35,9.533,0.1651,0.2203,85.23,85.095,148.6687,518.48
489.86,540.76,4.279,86.6369,84.675,0.2435,145.695,83.43,12.302,0.2323,32.99,65.5834,-15.1225,14.9074,11.712,521.04,81.975,21.6779,82.305,9.532,0.1651,0.2204,85.26,85.0575,148.6687,518.48
489.86,540.88,4.29,86.6177,84.6375,0.2435,145.695,83.43,12.302,0.2322,32.995,65.6328,-15.1005,14.9071,11.736,521.16,81.93,21.6778,82.35,9.531,0.1651,0.2205,85.2525,85.0125,148.6575,518.48
489.86,541,4.3,86.5942,84.6075,0.2434,145.684,83.475,12.302,0.2322,32.995,65.6322,-15.0785,14.9069,11.76,521.31,81.9825,21.6778,82.305,9.529,0.165,0.2206,85.2375,84.975,148.6575,518.51
489.86,541.16,4.31,86.5776,84.5925,0.2434,145.684,83.4975,12.302,0.2322,33,65.6822,-15.0565,14.9066,11.778,521.4,81.9675,21.6777,82.35,9.528,0.165,0.2207,85.245,84.975,148.6575,518.51
489.89,541.28,4.319,86.5569,84.57,0.2434,145.684,83.505,12.302,0.2322,33,65.6822,-15.04,14.9063,11.796,521.52,81.99,21.6776,82.305,9.527,0.165,0.2208,85.2375,84.9675,148.6575,518.51
489.89,541.4,4.328,86.5358,84.5775,0.2434,145.684,83.5275,12.302,0.2322,33.005,65.7328,-15.0235,14.906,11.808,521.64,82.0125,21.6775,82.3125,9.526,0.165,0.2209,85.2375,85.0125,148.6575,518.51
489.89,541.48,4.336,86.5179,84.6075,0.2434,145.673,83.5275,12.302,0.2322,33.005,65.7335,-15.007,14.9058,11.814,521.73,82.0275,21.6775,82.275,9.525,0.165,0.221,85.275,85.05,148.6462,518.54
489.89,541.6,4.343,86.4996,84.63,0.2434,145.673,83.535,12.302,0.2322,33.01,65.7847,-14.996,14.9055,11.814,521.82,81.975,21.6774,82.2675,9.524,0.165,0.221,85.2525,85.0725,148.6462,518.54
489.92,541.68,4.348,86.481,84.5775,0.2434,145.673,83.4975,12.302,0.2322,33.01,65.7859,-14.985,14.9138,11.808,521.91,81.99,21.6773,82.2975,9.524,0.165,0.2211,85.245,85.1175,148.6462,518.54
489.92,541.76,4.353,86.4657,84.555,0.2434,145.673,83.4525,12.302,0.2322,33.015,65.8378,-14.9795,14.9138,11.79,521.97,82.0275,21.6772,82.335,9.523,0.165,0.2211,85.2,85.1025,148.6462,518.54
489.92,541.84,4.356,86.454,84.585,0.2434,145.673,83.46,12.303,0.2322,33.015,65.8397,-14.9795,14.9138,11.772,522,82.0725,21.6772,82.2825,9.523,0.165,0.2211,85.2225,85.0575,148.6462,518.57
489.95,541.88,4.357,86.4459,84.6,0.2435,145.662,83.4975,12.304,0.2323,33.02,65.8922,-14.985,14.9138,11.736,522,82.0425,21.6771,82.26,9.523,0.165,0.2211,85.185,85.02,148.635,518.57
489.95,541.88,4.356,86.4379,84.6225,0.2435,145.662,83.5275,12.304,0.2323,33.02,65.8947,-14.996,14.9138,11.7,522,82.0725,21.677,82.245,9.523,0.165,0.2211,85.1625,85.08,148.635,518.6
489.95,541.88,4.352,86.4335,84.6075,0.2436,145.662,83.49,12.304,0.2324,33.025,65.9478,-15.0125,14.9138,11.652,521.97,82.0275,21.6769,82.215,9.524,0.165,0.221,85.1475,85.065,148.635,518.6
489.98,541.84,4.346,86.4331,84.645,0.2437,145.662,83.475,12.304,0.2324,33.025,65.9509,-15.0345,14.9138,11.592,521.91,82.0575,21.6768,82.2225,9.525,0.1651,0.2209,85.1775,85.08,148.635,518.6
489.98,541.8,4.336,86.4329,84.615,0.2438,145.662,83.49,12.304,0.2325,33.025,65.9541,-15.062,14.9138,11.526,521.85,82.095,21.6768,82.2225,9.526,0.1651,0.2208,85.1775,85.0575,148.635,518.6
489.98,541.72,4.323,86.4405,84.6225,0.2438,145.662,83.475,12.304,0.2326,33.03,66.0078,-15.0895,14.9138,11.454,521.73,82.1175,21.6767,82.2525,9.527,0.1651,0.2206,85.14,85.095,148.635,518.63
489.98,541.6,4.307,86.4522,84.6075,0.2439,145.662,83.445,12.305,0.2326,33.03,66.0116,-15.128,14.9138,11.376,521.58,82.0875,21.6766,82.245,9.529,0.1652,0.2204,85.17,85.11,148.635,518.63
490.01,541.44,4.287,86.4722,84.6225,0.244,145.662,83.4225,12.305,0.2327,33.03,66.0153,-15.1665,14.9138,11.274,521.37,82.1025,21.6765,82.275,9.531,0.1652,0.2202,85.2075,85.125,148.635,518.63
490.01,541.24,4.264,86.4929,84.57,0.2441,145.662,83.46,12.305,0.2329,33.03,66.0191,-15.2105,14.9138,11.166,521.16,82.08,21.6765,82.2675,9.533,0.1653,0.2199,85.17,85.1475,148.635,518.66
490.01,541,4.237,86.5183,84.5925,0.2442,145.662,83.43,12.305,0.2329,33.03,66.0228,-15.26,14.9138,11.1,520.92,82.065,21.6764,82.2375,9.536,0.1653,0.2195,85.185,85.1925,148.635,518.66
490.01,540.76,4.203,86.5409,84.615,0.2442,145.673,83.4675,12.306,0.2329,33.025,65.976,-15.304,14.9138,11.124,520.71,82.0275,21.6763,82.1925,9.538,0.1653,0.219,85.1925,85.17,148.6462,518.66
490.01,540.52,4.161,86.5606,84.615,0.2442,145.673,83.4375,12.306,0.2329,33.025,65.9791,-15.304,14.9224,11.136,520.53,82.035,21.6762,82.2075,9.539,0.1653,0.2184,85.1775,85.17,148.6462,518.66
490.01,540.36,4.121,86.5772,84.57,0.2442,145.673,83.43,12.307,0.2329,33.02,65.9316,-15.304,14.9227,11.166,520.38,82.0425,21.6762,82.2675,9.54,0.1653,0.2181,85.185,85.14,148.6462,518.66
490.04,540.2,4.095,86.5907,84.5475,0.2441,145.673,83.4,12.307,0.2329,33.02,65.9341,-15.2875,14.923,11.184,520.26,82.0275,21.6761,82.2675,9.54,0.1653,0.218,85.155,85.1775,148.6462,518.66
490.04,540.08,4.083,86.6009,84.525,0.2441,145.684,83.3625,12.309,0.2329,33.015,65.886,-15.2875,14.9233,11.208,520.17,82.0575,21.676,82.2525,9.54,0.1653,0.218,85.185,85.1775,148.6575,518.66
490.04,539.96,4.085,86.6115,84.5475,0.2441,145.684,83.3775,12.309,0.2328,33.01,65.8372,-15.2875,14.9235,11.226,520.08,82.0875,21.6759,82.2525,9.54,0.1653,0.218,85.2,85.125,148.6575,518.66
490.04,539.88,4.092,86.6187,84.5025,0.2441,145.684,83.4,12.309,0.2328,33.01,65.8385,-15.282,14.9238,11.244,520.02,82.095,21.6759,82.23,9.54,0.1653,0.2182,85.2225,85.17,148.6575,518.66
490.01,539.8,4.103,86.6262,84.48,0.2441,145.684,83.385,12.31,0.2328,33.01,65.8397,-15.282,14.9241,11.244,519.96,82.125,21.6758,82.26,9.54,0.1653,0.2183,85.23,85.185,148.6575,518.66
490.01,539.76,4.114,86.6338,84.54,0.2441,145.684,83.4375,12.31,0.2328,33.005,65.7904,-15.2875,14.9244,11.238,519.9,82.08,21.6757,82.2825,9.541,0.1653,0.2185,85.29,85.185,148.6575,518.66
490.01,539.72,4.124,86.638,84.54,0.2441,145.684,83.475,12.31,0.2328,33.005,65.791,-15.293,14.9246,11.238,519.87,82.125,21.6756,82.2525,9.541,0.1653,0.2186,85.3275,85.17,148.6575,518.66
490.01,539.68,4.131,86.6423,84.525,0.2441,145.684,83.49,12.31,0.2328,33,65.741,-15.304,14.9249,11.244,519.84,82.0875,21.6756,82.2825,9.542,0.1653,0.2186,85.275,85.14,148.6575,518.66
490.01,539.6,4.136,86.6504,84.4875,0.2441,145.695,83.5275,12.31,0.2328,33,65.741,-15.315,14.9252,11.244,519.78,82.11,21.6755,82.3275,9.542,0.1653,0.2187,85.2675,85.0875,148.6575,518.66
490.01,539.6,4.138,86.6551,84.5175,0.2441,145.695,83.5425,12.31,0.2328,33,65.741,-15.3205,14.9255,11.244,519.75,82.1175,21.6754,82.2975,9.542,0.1653,0.2187,85.2975,85.0425,148.6687,518.66
490.01,539.56,4.139,86.6599,84.57,0.2441,145.695,83.5575,12.31,0.2328,33,65.741,-15.326,14.9258,11.244,519.72,82.125,21.6753,82.3275,9.543,0.1654,0.2187,85.3125,85.1025,148.6687,518.63
490.01,539.52,4.14,86.6647,84.6,0.2441,145.695,83.535,12.311,0.2328,32.995,65.6904,-15.337,14.9174,11.232,519.69,82.155,21.6752,82.335,9.543,0.1654,0.2188,85.26,85.1025,148.6687,518.63
490.01,539.48,4.141,86.6697,84.57,0.2441,145.695,83.52,12.31,0.2328,32.995,65.6897,-15.348,14.9174,11.214,519.66,82.11,21.6752,82.3575,9.543,0.1654,0.2188,85.2525,85.14,148.6687,518.63
490.01,539.44,4.142,86.6749,84.57,0.2441,145.695,83.4825,12.31,0.2328,32.995,65.6891,-15.3645,14.9174,11.214,519.63,82.0575,21.6751,82.3125,9.544,0.1654,0.2188,85.2075,85.14,148.6687,518.63
490.01,539.4,4.142,86.6801,84.5925,0.2441,145.695,83.5125,12.308,0.2328,32.995,65.6885,-15.3645,14.9174,11.214,519.6,82.0875,21.675,82.32,9.544,0.1654,0.2188,85.245,85.11,148.6687,518.63
490.01,539.4,4.14,86.6855,84.5475,0.2441,145.695,83.5425,12.308,0.2328,32.99,65.6372,-15.37,14.9174,11.22,519.57,82.0425,21.6749,82.3425,9.545,0.1654,0.2187,85.275,85.0725,148.6687,518.63
490.01,539.36,4.137,86.691,84.5475,0.2441,145.695,83.49,12.308,0.2328,32.99,65.636,-15.37,14.9174,11.214,519.54,82.035,21.6749,82.3575,9.545,0.1654,0.2187,85.245,85.08,148.6687,518.63
489.98,539.32,4.136,86.6929,84.5475,0.2441,145.695,83.46,12.308,0.2328,32.99,65.6347,-15.3755,14.9174,11.22,519.54,82.0125,21.6748,82.365,9.545,0.1654,0.2187,85.275,85.11,148.6687,518.63
489.98,539.32,4.136,86.6985,84.57,0.2441,145.706,83.505,12.308,0.2328,32.99,65.6335,-15.381,14.9174,11.22,519.51,82.02,21.69,82.3125,9.545,0.1654,0.2187,85.245,85.125,148.6687,518.63
489.98,539.28,4.136,86.7005,84.6,0.2441,145.706,83.55,12.308,0.2328,32.985,65.5816,-15.381,14.9174,11.22,519.51,81.9675,21.6904,82.29,9.546,0.1654,0.2187,85.215,85.1175,148.68,518.6
489.98,539.28,4.137,86.7062,84.5925,0.2441,145.706,83.535,12.308,0.2328,32.985,65.5797,-15.3865,14.9174,11.22,519.48,81.9975,21.6908,82.3125,9.546,0.1654,0.2188,85.1925,85.08,148.68,518.6
489.98,539.28,4.138,86.7083,84.5775,0.2441,145.706,83.4825,12.307,0.2328,32.985,65.5779,-15.392,14.9174,11.22,519.48,82.0125,21.6912,82.3575,9.546,0.1654,0.2188,85.2375,85.08,148.68,518.6
489.98,539.24,4.139,86.7104,84.54,0.2441,145.706,83.5125,12.307,0.2328,32.985,65.576,-15.3975,14.9174,11.22,519.48,81.96,21.6917,82.3725,9.546,0.1654,0.2188,85.2825,85.125,148.68,518.6
489.98,539.24,4.14,86.7162,84.5175,0.2441,145.706,83.4825,12.307,0.2328,32.98,65.5235,-15.403,14.9174,11.22,519.45,81.96,21.6921,82.335,9.546,0.1654,0.2188,85.29,85.17,148.68,518.6
489.98,539.24,4.14,86.7185,84.525,0.2441,145.706,83.4675,12.307,0.2328,32.98,65.521,-15.403,14.9174,11.214,519.45,81.9375,21.6925,82.305,9.546,0.1654,0.2188,85.32,85.2075,148.68,518.6
489.95,539.2,4.141,86.7244,84.5775,0.2441,145.706,83.4525,12.307,0.2328,32.98,65.5185,-15.4085,14.9174,11.208,519.42,81.8925,21.6929,82.2825,9.546,0.1654,0.2188,85.3425,85.155,148.68,518.6
489.95,539.2,4.142,86.7268,84.5325,0.2441,145.706,83.4525,12.306,0.2328,32.98,65.516,-15.414,14.9174,11.196,519.42,81.9,21.6933,82.2825,9.547,0.1654,0.2188,85.3275,85.1475,148.68,518.6
489.95,539.2,4.142,86.7329,84.5475,0.2441,145.706,83.43,12.306,0.2328,32.98,65.5135,-15.4195,14.9174,11.196,519.39,81.8775,21.6785,82.2525,9.547,0.1654,0.2188,85.35,85.1625,148.68,518.57
489.95,539.16,4.141,86.7353,84.5775,0.244,145.706,83.475,12.306,0.2328,32.98,65.511,-15.425,14.9174,11.214,519.39,81.93,21.6784,82.23,9.547,0.1654,0.2188,85.3125,85.1175,148.68,518.57
489.95,539.16,4.138,86.7378,84.6075,0.244,145.706,83.46,12.306,0.2328,32.975,65.4578,-15.425,14.9088,11.226,519.39,81.8925,21.6783,82.2675,9.547,0.1654,0.2187,85.3125,85.1175,148.68,518.57
489.95,539.16,4.136,86.7403,84.5625,0.244,145.706,83.4525,12.306,0.2328,32.975,65.4547,-15.4195,14.9085,11.232,519.39,81.885,21.6935,82.2975,9.547,0.1654,0.2187,85.275,85.1025,148.68,518.57
489.95,539.16,4.137,86.739,84.5325,0.244,145.706,83.445,12.305,0.2327,32.975,65.4516,-15.4195,14.9083,11.238,519.42,81.915,21.6939,82.26,9.547,0.1654,0.2188,85.29,85.0575,148.68,518.57
489.95,539.2,4.14,86.7413,84.5475,0.244,145.706,83.4825,12.303,0.2327,32.975,65.4484,-15.4085,14.9166,11.244,519.42,81.885,21.6943,82.245,9.546,0.1654,0.2188,85.245,85.02,148.68,518.57
489.92,539.2,4.144,86.7399,84.5775,0.244,145.717,83.4825,12.303,0.2327,32.975,65.4453,-15.403,14.9166,11.244,519.45,81.855,21.6948,82.2375,9.546,0.1654,0.2189,85.2975,85.0575,148.68,518.57
489.92,539.2,4.148,86.7421,84.57,0.244,145.717,83.5125,12.303,0.2327,32.975,65.4422,-15.403,14.9166,11.238,519.45,81.9075,21.6952,82.2675,9.546,0.1654,0.2189,85.32,85.0575,148.6913,518.54
489.92,539.24,4.151,86.7443,84.5325,0.244,145.717,83.475,12.305,0.2327,32.975,65.4391,-15.414,14.908,11.238,519.45,81.9075,21.6956,82.245,9.546,0.1654,0.2189,85.32,85.08,148.6913,518.54
489.92,539.24,4.153,86.7428,84.5325,0.244,145.717,83.4525,12.305,0.2327,32.975,65.4359,-15.4195,14.9077,11.238,519.48,81.9,21.696,82.2675,9.546,0.1654,0.2189,85.2975,85.0575,148.6913,518.54
489.92,539.24,4.154,86.7449,84.525,0.244,145.717,83.49,12.305,0.2327,32.975,65.4328,-15.4195,14.9074,11.25,519.48,81.8625,21.6964,82.2225,9.547,0.1654,0.2189,85.2525,85.0125,148.6913,518.54
489.92,539.24,4.155,86.7432,84.525,0.244,145.717,83.5125,12.302,0.2327,32.97,65.379,-15.414,14.9071,11.262,519.51,81.8775,21.6816,82.2,9.546,0.1654,0.2189,85.26,85.05,148.6913,518.54
489.92,539.28,4.154,86.7452,84.555,0.244,145.717,83.52,12.302,0.2327,32.97,65.3753,-15.403,14.9069,11.268,519.51,81.885,21.6815,82.2375,9.546,0.1654,0.2189,85.2825,85.1025,148.6913,518.54
489.92,539.32,4.155,86.7434,84.5175,0.2439,145.717,83.4825,12.302,0.2327,32.97,65.3715,-15.3975,14.9066,11.28,519.54,81.885,21.6814,82.2,9.546,0.1654,0.219,85.305,85.0875,148.6913,518.54
489.92,539.32,4.158,86.7415,84.495,0.2439,145.717,83.505,12.302,0.2327,32.97,65.3678,-15.392,14.9063,11.292,519.57,81.855,21.6813,82.1775,9.546,0.1654,0.219,85.305,85.095,148.6913,518.54
489.89,539.36,4.16,86.7358,84.5025,0.2439,145.717,83.55,12.302,0.2327,32.97,65.364,-15.3865,14.906,11.304,519.63,81.8775,21.6812,82.1625,9.545,0.1654,0.219,85.32,85.11,148.6913,518.54
489.89,539.4,4.164,86.7335,84.555,0.2439,145.717,83.5425,12.302,0.2326,32.97,65.3603,-15.381,14.9058,11.322,519.66,81.855,21.6812,82.125,9.545,0.1654,0.2191,85.335,85.155,148.6913,518.51
489.89,539.44,4.168,86.7274,84.5925,0.2438,145.717,83.58,12.302,0.2326,32.97,65.3565,-15.37,14.9055,11.346,519.72,81.8625,21.6811,82.1325,9.545,0.1653,0.2191,85.3725,85.1325,148.6913,518.51
489.89,539.48,4.172,86.721,84.5475,0.2438,145.717,83.595,12.302,0.2326,32.97,65.3528,-15.359,14.9052,11.37,519.78,81.8775,21.6963,82.1325,9.544,0.1653,0.2192,85.335,85.14,148.6913,518.51
489.89,539.56,4.177,86.7144,84.57,0.2438,145.717,83.5875,12.302,0.2326,32.97,65.349,-15.3425,14.9049,11.4,519.84,81.8475,21.6967,82.1475,9.543,0.1653,0.2192,85.365,85.125,148.6913,518.51
489.89,539.64,4.183,86.7037,84.5475,0.2438,145.706,83.565,12.302,0.2326,32.975,65.3959,-15.326,14.9046,11.43,519.93,81.87,21.6971,82.1475,9.542,0.1653,0.2193,85.38,85.14,148.68,518.51
489.89,539.72,4.19,86.6927,84.6,0.2438,145.706,83.5125,12.302,0.2325,32.975,65.3928,-15.3095,14.9044,11.46,520.02,81.87,21.6823,82.14,9.541,0.1653,0.2194,85.3575,85.1775,148.68,518.51
489.89,539.8,4.198,86.6814,84.615,0.2438,145.706,83.4975,12.301,0.2325,32.975,65.3896,-15.282,14.9127,11.502,520.11,81.8625,21.6822,82.185,9.54,0.1652,0.2195,85.3875,85.1775,148.68,518.51
489.89,539.92,4.207,86.6697,84.6375,0.2437,145.706,83.535,12.301,0.2324,32.975,65.3865,-15.26,14.9127,11.538,520.2,81.855,21.6821,82.1925,9.539,0.1652,0.2196,85.38,85.215,148.68,518.51
489.89,540,4.218,86.6538,84.6675,0.2437,145.706,83.4975,12.301,0.2324,32.975,65.3834,-15.2325,14.9127,11.58,520.32,81.915,21.682,82.245,9.538,0.1652,0.2197,85.3425,85.155,148.68,518.51
489.89,540.16,4.229,86.6338,84.69,0.2436,145.706,83.4825,12.303,0.2324,32.98,65.4309,-15.216,14.9041,11.616,520.47,81.9075,21.682,82.2825,9.537,0.1652,0.2198,85.305,85.125,148.68,518.51
489.89,540.28,4.241,86.6168,84.6975,0.2435,145.706,83.5275,12.302,0.2323,32.98,65.4284,-15.194,14.9038,11.658,520.59,81.9225,21.6819,82.2825,9.535,0.1651,0.22,85.305,85.095,148.68,518.51
489.89,540.4,4.254,86.5957,84.6675,0.2435,145.695,83.5725,12.302,0.2323,32.98,65.4259,-15.1665,14.9035,11.7,520.74,81.96,21.6818,82.245,9.534,0.1651,0.2201,85.35,85.0875,148.6687,518.51
