TI_1145.PV,TI1105A.PV,PDR1106.PV,TIC_1101.MV,TIA2872.PV,PI_1180.PV,WR1104.PV,TIA2876.PV,PDR1401.PV,PR1102A.PV,LRCA1101.PV,LRCA1101.MV,PDRSA1104.PV,PIC1101A.PV,PDRCA1109.PV,TIC_1101.PV,TIA2877.PV,TIC_1155.MV,TIA2875.PV,PDR1103.PV,PI_1138B.PV,PI_1132A.PV,TIA2874.PV,TIA2873.PV,WRA1103.PV,TI_1144.PV
489.71,539.24,4.174,86.2774,84.4875,0.2437,145.717,83.4,12.295,0.2324,32.965,65.021,-15.3095,14.8802,11.574,519.66,81.915,21.7383,82.365,9.535,0.1653,0.2192,85.2375,85.1325,148.6913,518.33
489.71,539.44,4.192,86.2637,84.54,0.2436,145.717,83.4075,12.295,0.2323,32.965,65.0166,-15.26,14.8885,11.616,519.78,81.9825,21.7234,82.3425,9.533,0.1652,0.2194,85.1925,85.1175,148.6913,518.33
489.71,539.44,4.192,86.2637,84.54,0.2436,145.717,83.4075,12.295,0.2323,32.965,65.0166,-15.26,14.8885,11.616,519.78,81.9825,21.7234,82.3425,9.533,0.1652,0.2194,85.1925,85.1175,148.6913,518.33
489.71,539.56,4.203,86.2312,84.585,0.2435,145.717,83.4075,12.295,0.2323,32.97,65.0585,-15.238,14.8885,11.7,520.05,81.9525,21.7233,82.3425,9.532,0.1652,0.2195,85.23,85.14,148.6913,518.33
489.71,539.84,4.228,86.2122,84.5025,0.2434,145.706,83.4075,12.296,0.2322,32.97,65.0547,-15.1775,14.8799,11.748,520.2,81.99,21.7232,82.305,9.529,0.1651,0.2198,85.32,85.0725,148.68,518.33
489.71,539.84,4.228,86.1926,84.5025,0.2434,145.706,83.4075,12.296,0.2322,32.975,65.1016,-15.1775,14.8797,11.796,520.35,81.99,21.7232,82.305,9.529,0.1651,0.2198,85.32,85.0725,148.68,518.33
489.71,540,4.241,86.1724,84.555,0.2434,145.706,83.3775,12.296,0.2321,32.975,65.0985,-15.15,14.8794,11.85,520.5,81.9525,21.723,82.2675,9.527,0.1651,0.2199,85.305,85.0575,148.68,518.33
489.71,540.32,4.27,86.1479,84.555,0.2433,145.695,83.4075,12.294,0.232,32.98,65.146,-15.073,14.8877,11.904,520.68,82.02,21.723,82.245,9.524,0.165,0.2203,85.2375,84.9975,148.6687,518.33
489.71,540.32,4.27,86.1226,84.555,0.2433,145.695,83.4075,12.294,0.232,32.985,65.1941,-15.073,14.8877,11.958,520.86,82.02,21.7229,82.245,9.524,0.165,0.2203,85.2375,84.9975,148.6687,518.33
489.71,540.52,4.285,86.0928,84.615,0.2432,145.695,83.475,12.294,0.232,32.985,65.1923,-15.029,14.8877,12.012,521.07,81.9675,21.7228,82.2525,9.522,0.165,0.2204,85.23,84.975,148.6687,518.33
489.71,540.92,4.317,86.0659,84.585,0.2431,145.684,83.43,12.297,0.2319,32.99,65.241,-14.9575,14.8877,12.06,521.25,81.975,21.7227,82.2075,9.518,0.1649,0.2208,85.2075,84.9825,148.6575,518.33
489.71,540.92,4.317,86.0346,84.585,0.2431,145.684,83.43,12.297,0.2319,32.995,65.2904,-14.9575,14.8877,12.108,521.46,81.975,21.7227,82.2075,9.518,0.1649,0.2208,85.2075,84.9825,148.6575,518.33
489.74,541.32,4.351,86.0024,84.5475,0.243,145.684,83.475,12.297,0.2318,33,65.3404,-14.886,14.8877,12.156,521.67,82.0275,21.7226,82.2225,9.514,0.1648,0.2211,85.17,84.975,148.6575,518.36
489.74,541.32,4.351,85.9693,84.5475,0.243,145.684,83.475,12.297,0.2318,33.005,65.391,-14.886,14.8877,12.198,521.88,82.0275,21.7226,82.2225,9.514,0.1648,0.2211,85.17,84.975,148.6575,518.36
489.74,541.76,4.383,85.9392,84.54,0.243,145.673,83.475,12.297,0.2317,33.005,65.3916,-14.8145,14.8877,12.24,522.06,81.96,21.7224,82.26,9.51,0.1648,0.2215,85.2675,85.02,148.6462,518.39
489.74,541.76,4.383,85.9308,84.54,0.243,145.673,83.475,12.297,0.2317,33.005,65.3923,-14.8145,14.8877,12.24,522.06,81.96,21.7224,82.26,9.51,0.1648,0.2215,85.2675,85.02,148.6462,518.39
489.74,541.76,4.383,85.9225,84.54,0.243,145.673,83.475,12.297,0.2317,33.005,65.3929,-14.8145,14.8877,12.24,522.06,81.96,21.7223,82.26,9.51,0.1648,0.2215,85.2675,85.02,148.6462,518.39
489.74,541.76,4.383,85.9142,84.54,0.243,145.673,83.475,12.297,0.2317,33.005,65.3935,-14.8145,14.8877,12.24,522.06,81.96,21.7222,82.26,9.51,0.1648,0.2215,85.2675,85.02,148.6462,518.39
489.77,541.96,4.398,85.8796,84.57,0.2429,145.662,83.4525,12.297,0.2317,33.01,65.4447,-14.776,14.8877,12.276,522.27,81.9825,21.7221,82.245,9.509,0.1647,0.2216,85.275,85.02,148.635,518.39
489.77,541.96,4.398,85.8478,84.5475,0.2429,145.662,83.445,12.297,0.2317,33.015,65.4966,-14.776,14.8877,12.3,522.45,81.99,21.722,82.2825,9.509,0.1647,0.2216,85.26,84.9975,148.635,518.39
489.77,542.32,4.427,85.8192,84.555,0.2429,145.662,83.445,12.297,0.2316,33.02,65.5491,-14.7155,14.8877,12.318,522.6,81.99,21.722,82.2675,9.505,0.1647,0.2219,85.29,85.0275,148.635,518.42
489.8,542.52,4.439,85.7861,84.57,0.2429,145.651,83.475,12.298,0.2316,33.025,65.6022,-14.688,14.8877,12.33,522.78,82.02,21.7219,82.245,9.504,0.1647,0.222,85.305,85.02,148.6237,518.42
489.8,542.52,4.439,85.7599,84.57,0.2429,145.651,83.475,12.298,0.2316,33.03,65.656,-14.688,14.8877,12.324,522.9,82.02,21.7218,82.245,9.504,0.1647,0.222,85.305,85.02,148.6237,518.42
489.83,542.84,4.458,85.7293,84.6375,0.2429,145.64,83.4825,12.298,0.2317,33.035,65.7104,-14.655,14.8877,12.312,523.05,82.05,21.7217,82.2075,9.501,0.1647,0.2222,85.305,85.0425,148.6125,518.45
489.83,542.96,4.466,85.7057,84.63,0.2429,145.64,83.5125,12.298,0.2317,33.04,65.7654,-14.644,14.8877,12.294,523.14,82.035,21.7217,82.1775,9.501,0.1647,0.2223,85.2975,85.02,148.6125,518.48
489.83,542.96,4.466,85.6855,84.5925,0.2429,145.64,83.5575,12.298,0.2317,33.045,65.821,-14.6385,14.8877,12.258,523.2,82.0275,21.7216,82.14,9.501,0.1647,0.2223,85.29,85.005,148.6125,518.48
489.86,543.12,4.475,85.6689,84.5475,0.243,145.629,83.55,12.299,0.2318,33.05,65.8772,-14.644,14.8877,12.21,523.23,82.0725,21.7215,82.1925,9.5,0.1647,0.2224,85.305,84.9675,148.6012,518.51
489.89,543.16,4.474,85.6558,84.5775,0.243,145.629,83.5725,12.299,0.2318,33.055,65.9341,-14.6605,14.8963,12.144,523.23,82.1025,21.7214,82.215,9.501,0.1647,0.2223,85.2825,84.96,148.6012,518.54
489.89,543.16,4.474,85.6503,84.6075,0.243,145.629,83.58,12.299,0.2318,33.06,65.9916,-14.677,14.8966,12.066,523.17,82.0575,21.7214,82.215,9.501,0.1647,0.2223,85.275,84.9375,148.6012,518.54
489.92,543.08,4.463,85.6487,84.5925,0.2433,145.618,83.52,12.302,0.232,33.065,66.0497,-14.721,14.8883,11.97,523.08,82.05,21.7213,82.26,9.503,0.1648,0.2221,85.2825,84.945,148.59,518.57
489.95,543,4.451,85.6513,84.57,0.2434,145.618,83.5275,12.302,0.2321,33.07,66.1085,-14.765,14.8883,11.856,522.96,82.0575,21.7212,82.2675,9.505,0.1648,0.222,85.29,84.9525,148.59,518.57
489.95,543,4.451,85.6657,84.525,0.2434,145.618,83.4825,12.302,0.2321,33.07,66.1172,-14.82,14.8883,11.736,522.75,82.065,21.7211,82.26,9.505,0.1648,0.222,85.245,84.96,148.59,518.57
489.98,542.68,4.41,85.6846,84.57,0.2436,145.618,83.4825,12.301,0.2324,33.075,66.1766,-14.8695,14.8969,11.604,522.51,82.0725,21.7211,82.2825,9.51,0.165,0.2214,85.2675,85.005,148.59,518.6
489.98,542.4,4.38,85.7083,84.615,0.2438,145.618,83.4675,12.302,0.2325,33.075,66.186,-14.93,14.8972,11.466,522.24,82.0875,21.721,82.2975,9.513,0.165,0.221,85.26,85.035,148.59,518.63
489.98,542.12,4.343,85.7443,84.6525,0.2439,145.629,83.46,12.302,0.2327,33.075,66.1954,-14.9905,14.8974,11.298,521.88,82.1025,21.7209,82.2525,9.517,0.1651,0.2206,85.23,85.05,148.6012,518.63
490.01,541.76,4.3,85.7856,84.69,0.2442,145.629,83.445,12.305,0.2329,33.075,66.2048,-15.0785,14.8977,11.118,521.49,82.08,21.7208,82.29,9.521,0.1652,0.22,85.2,85.0125,148.6012,518.63
490.01,541.32,4.25,85.8322,84.6975,0.2442,145.629,83.475,12.305,0.233,33.075,66.2141,-15.172,14.898,11.058,521.07,82.0725,21.7208,82.2825,9.526,0.1653,0.2192,85.245,84.9825,148.6012,518.66
490.01,540.92,4.185,85.8692,84.69,0.2442,145.64,83.445,12.305,0.233,33.07,66.1729,-15.2215,14.8983,11.094,520.74,82.0275,21.7207,82.275,9.529,0.1653,0.2182,85.2225,84.9675,148.6125,518.66
490.01,540.56,4.109,85.9038,84.7275,0.2442,145.64,83.4825,12.306,0.2329,33.065,66.131,-15.227,14.8985,11.148,520.44,82.035,21.7206,82.32,9.53,0.1653,0.2173,85.2675,84.9825,148.6125,518.66
490.01,540.24,4.041,85.932,84.6975,0.2441,145.64,83.5125,12.306,0.2329,33.06,66.0885,-15.205,14.8988,11.184,520.2,82.0725,21.7205,82.2675,9.531,0.1652,0.2168,85.29,85.02,148.6125,518.66
490.01,540,4.003,85.9538,84.675,0.2441,145.651,83.5575,12.307,0.2328,33.055,66.0454,-15.1885,14.9077,11.238,520.02,82.05,21.7204,82.275,9.531,0.1652,0.2167,85.245,85.005,148.6237,518.66
490.01,539.8,3.996,85.9725,84.72,0.244,145.651,83.58,12.307,0.2328,33.05,66.0016,-15.1665,14.9083,11.28,519.87,82.0425,21.7204,82.3125,9.531,0.1652,0.2168,85.2375,85.005,148.6237,518.66
490.01,539.68,4.006,85.9843,84.66,0.244,145.651,83.61,12.308,0.2327,33.045,65.9572,-15.15,14.9088,11.316,519.78,82.02,21.7203,82.3425,9.531,0.1652,0.2171,85.215,85.0125,148.6237,518.66
490.01,539.56,4.028,85.9965,84.6975,0.244,145.651,83.5725,12.31,0.2327,33.04,65.9123,-15.15,14.9094,11.334,519.69,81.975,21.7202,82.365,9.531,0.1652,0.2174,85.2,85.005,148.6237,518.66
490.01,539.48,4.052,86.009,84.6975,0.2439,145.662,83.6175,12.31,0.2327,33.04,65.9173,-15.1555,14.9099,11.346,519.6,81.9375,21.7201,82.365,9.532,0.1652,0.2177,85.245,84.9825,148.635,518.66
490.01,539.4,4.074,86.0181,84.6975,0.2439,145.662,83.625,12.311,0.2327,33.035,65.8716,-15.161,14.9105,11.358,519.54,81.99,21.7201,82.4025,9.532,0.1652,0.218,85.2375,84.975,148.635,518.63
490.01,539.32,4.091,86.0237,84.69,0.2439,145.662,83.6175,12.311,0.2327,33.035,65.876,-15.172,14.911,11.358,519.51,81.975,21.72,82.4025,9.533,0.1652,0.2181,85.2825,85.02,148.635,518.63
490.01,539.28,4.103,86.0332,84.69,0.2439,145.662,83.6475,12.312,0.2327,33.03,65.8297,-15.1885,14.9116,11.358,519.45,81.93,21.7199,82.35,9.533,0.1652,0.2182,85.2675,85.05,148.635,518.63
490.01,539.24,4.111,86.0392,84.705,0.2439,145.662,83.6025,12.312,0.2327,33.03,65.8335,-15.205,14.9035,11.358,519.42,81.945,21.7198,82.32,9.534,0.1653,0.2183,85.23,85.05,148.635,518.63
490.01,539.2,4.116,86.0453,84.7125,0.2439,145.662,83.55,12.312,0.2327,33.03,65.8372,-15.216,14.9038,11.352,519.39,81.9375,21.7198,82.3275,9.535,0.1653,0.2184,85.245,85.065,148.635,518.63
490.01,539.16,4.119,86.0553,84.75,0.2439,145.673,83.52,12.312,0.2327,33.025,65.7904,-15.2325,14.9041,11.352,519.33,81.9525,21.7197,82.2825,9.535,0.1653,0.2184,85.245,85.0425,148.6462,518.63
489.98,539.12,4.121,86.0617,84.7425,0.2439,145.673,83.52,12.31,0.2327,33.025,65.7935,-15.238,14.9044,11.352,519.3,81.99,21.7196,82.32,9.536,0.1653,0.2184,85.215,85.0275,148.6462,518.63
489.98,539.08,4.121,86.0683,84.7575,0.2439,145.673,83.475,12.31,0.2327,33.02,65.746,-15.2435,14.9046,11.352,519.27,81.96,21.7195,82.275,9.537,0.1653,0.2184,85.23,85.02,148.6462,518.6
489.98,539.04,4.122,86.075,84.7125,0.2439,145.673,83.445,12.31,0.2327,33.02,65.7485,-15.249,14.9049,11.34,519.24,81.9675,21.7195,82.275,9.537,0.1653,0.2184,85.2675,84.99,148.6462,518.6
489.98,539,4.123,86.0819,84.7425,0.2439,145.673,83.46,12.31,0.2327,33.02,65.751,-15.26,14.9052,11.328,519.21,81.945,21.7194,82.2375,9.538,0.1653,0.2185,85.305,85.02,148.6462,518.6
489.98,539,4.124,86.0851,84.6825,0.2439,145.673,83.4825,12.309,0.2327,33.015,65.7029,-15.2765,14.9055,11.346,519.21,81.9975,21.7193,82.215,9.538,0.1653,0.2185,85.2675,85.05,148.6462,518.6
489.98,538.96,4.122,86.092,84.7125,0.2439,145.673,83.4975,12.309,0.2327,33.015,65.7048,-15.282,14.9058,11.358,519.18,82.0125,21.7192,82.17,9.539,0.1653,0.2184,85.29,85.0425,148.6462,518.6
489.95,538.96,4.121,86.0953,84.7275,0.2439,145.673,83.5425,12.31,0.2327,33.015,65.7066,-15.2875,14.906,11.352,519.18,82.02,21.7192,82.155,9.539,0.1653,0.2184,85.2975,85.035,148.6462,518.6
489.95,538.92,4.121,86.1024,84.69,0.2439,145.684,83.52,12.31,0.2327,33.01,65.6579,-15.293,14.9063,11.352,519.15,81.975,21.7191,82.17,9.539,0.1653,0.2185,85.3125,84.9975,148.6575,518.57
489.95,538.92,4.124,86.1058,84.6975,0.2439,145.684,83.565,12.31,0.2327,33.01,65.6591,-15.2985,14.9066,11.34,519.15,81.93,21.719,82.1625,9.539,0.1653,0.2185,85.275,84.96,148.6575,518.57
489.95,538.92,4.127,86.113,84.6975,0.2439,145.684,83.5125,12.309,0.2327,33.01,65.6604,-15.3095,14.9069,11.328,519.12,81.9525,21.7189,82.215,9.54,0.1653,0.2185,85.26,85.02,148.6575,518.57
489.95,538.88,4.128,86.1203,84.675,0.2439,145.684,83.535,12.309,0.2327,33.005,65.611,-15.3205,14.8985,11.322,519.09,81.9675,21.7188,82.245,9.54,0.1653,0.2186,85.2675,85.0425,148.6575,518.57
489.95,538.88,4.128,86.124,84.6825,0.2439,145.684,83.5425,12.309,0.2327,33.005,65.6117,-15.3315,14.8985,11.316,519.09,82.005,21.7188,82.2525,9.541,0.1653,0.2185,85.2375,85.035,148.6575,518.57
489.92,538.84,4.127,86.1314,84.66,0.2439,145.684,83.4975,12.308,0.2327,33.005,65.6123,-15.3425,14.8985,11.316,519.06,82.005,21.7187,82.2375,9.541,0.1654,0.2185,85.1925,85.0125,148.6575,518.54
489.92,538.84,4.124,86.1352,84.66,0.2439,145.684,83.4675,12.306,0.2326,33.005,65.6129,-15.337,14.8985,11.34,519.06,82.02,21.7186,82.215,9.541,0.1653,0.2185,85.1775,85.0125,148.6575,518.54
489.92,538.8,4.121,86.139,84.69,0.2438,145.684,83.4675,12.306,0.2326,33,65.5629,-15.3315,14.8985,11.358,519.06,82.0575,21.7185,82.1925,9.541,0.1653,0.2184,85.23,85.0725,148.6575,518.54
489.92,538.84,4.119,86.1391,84.705,0.2438,145.684,83.475,12.306,0.2326,33,65.5629,-15.3205,14.8985,11.37,519.09,82.065,21.7185,82.1775,9.541,0.1653,0.2185,85.2375,85.125,148.6575,518.54
489.92,538.84,4.122,86.1428,84.7275,0.2438,145.695,83.4525,12.306,0.2326,33,65.5629,-15.315,14.8985,11.382,519.09,82.05,21.7184,82.185,9.541,0.1653,0.2185,85.2525,85.1625,148.6687,518.54
489.89,538.84,4.127,86.1427,84.6675,0.2438,145.695,83.505,12.306,0.2326,33,65.5629,-15.315,14.8985,11.382,519.12,82.0425,21.7183,82.2075,9.541,0.1653,0.2186,85.23,85.1625,148.6687,518.51
489.89,538.88,4.133,86.1462,84.66,0.2438,145.695,83.52,12.305,0.2326,32.995,65.5123,-15.315,14.8985,11.382,519.12,82.08,21.7182,82.26,9.54,0.1653,0.2187,85.2225,85.14,148.6687,518.51
489.89,538.88,4.139,86.146,84.645,0.2438,145.695,83.4975,12.305,0.2326,32.995,65.5116,-15.315,14.8985,11.382,519.15,82.065,21.7182,82.23,9.541,0.1653,0.2188,85.1925,85.1175,148.6687,518.51
489.89,538.92,4.143,86.1495,84.6225,0.2438,145.695,83.4675,12.305,0.2326,32.995,65.511,-15.3205,14.8985,11.376,519.15,82.05,21.7181,82.2375,9.541,0.1653,0.2188,85.2075,85.065,148.6687,518.51
489.89,538.92,4.146,86.1529,84.6375,0.2438,145.695,83.4675,12.305,0.2326,32.995,65.5104,-15.3205,14.8985,11.37,519.15,82.0425,21.718,82.2225,9.541,0.1653,0.2188,85.2375,85.0875,148.6687,518.51
489.89,538.92,4.148,86.1526,84.6,0.2438,145.695,83.505,12.305,0.2326,32.995,65.5098,-15.326,14.8985,11.364,519.18,81.99,21.7179,82.2375,9.541,0.1653,0.2188,85.2225,85.1025,148.6687,518.51
489.86,538.92,4.148,86.1559,84.555,0.2438,145.695,83.49,12.305,0.2326,32.995,65.5091,-15.3315,14.8985,11.358,519.18,81.9675,21.7179,82.245,9.541,0.1653,0.2188,85.185,85.1325,148.6687,518.48
489.86,538.92,4.148,86.1629,84.5925,0.2438,145.695,83.4975,12.304,0.2326,32.99,65.4579,-15.337,14.8985,11.352,519.15,81.93,21.7178,82.215,9.541,0.1653,0.2188,85.155,85.1475,148.6687,518.48
489.86,538.92,4.146,86.1664,84.615,0.2438,145.695,83.5425,12.304,0.2326,32.99,65.4566,-15.3425,14.8985,11.346,519.15,81.8925,21.7177,82.245,9.542,0.1653,0.2188,85.155,85.185,148.6687,518.48
489.86,538.92,4.144,86.1698,84.615,0.2438,145.695,83.5125,12.304,0.2326,32.99,65.4554,-15.3425,14.8985,11.346,519.15,81.945,21.7176,82.2825,9.542,0.1653,0.2188,85.2075,85.1325,148.6687,518.48
489.86,538.92,4.142,86.1732,84.5625,0.2438,145.695,83.55,12.304,0.2326,32.99,65.4541,-15.348,14.8985,11.34,519.15,81.9675,21.7175,82.2525,9.542,0.1653,0.2187,85.245,85.17,148.6687,518.48
489.86,538.92,4.14,86.1767,84.5625,0.2438,145.695,83.58,12.304,0.2326,32.99,65.4529,-15.348,14.8985,11.352,519.15,82.02,21.7175,82.2675,9.542,0.1653,0.2187,85.26,85.17,148.6687,518.48
489.86,538.92,4.137,86.1764,84.57,0.2438,145.695,83.6175,12.304,0.2326,32.99,65.4516,-15.348,14.8985,11.376,519.18,81.9975,21.7174,82.2525,9.542,0.1653,0.2186,85.2825,85.1325,148.6687,518.45
489.83,538.92,4.136,86.1797,84.585,0.2438,145.695,83.6475,12.304,0.2326,32.99,65.4504,-15.337,14.8985,11.4,519.18,82.035,21.7173,82.2225,9.541,0.1653,0.2186,85.2675,85.14,148.6687,518.45
489.83,538.96,4.136,86.1755,84.585,0.2438,145.695,83.6025,12.303,0.2326,32.985,65.3985,-15.326,14.8985,11.418,519.24,82.02,21.7172,82.2225,9.541,0.1653,0.2187,85.2525,85.1025,148.6687,518.45
489.83,539,4.14,86.1748,84.5475,0.2438,145.695,83.5875,12.303,0.2325,32.985,65.3966,-15.315,14.8985,11.442,519.27,82.0575,21.7172,82.26,9.541,0.1653,0.2188,85.2375,85.0725,148.6687,518.45
489.83,539.04,4.146,86.1702,84.5325,0.2438,145.695,83.5725,12.303,0.2325,32.985,65.3948,-15.304,14.8985,11.466,519.33,82.08,21.7171,82.2225,9.54,0.1653,0.2188,85.215,85.11,148.6687,518.45
489.83,539.08,4.153,86.1654,84.5325,0.2437,145.695,83.6025,12.303,0.2325,32.985,65.3929,-15.293,14.8985,11.484,519.39,82.035,21.717,82.185,9.539,0.1653,0.2189,85.185,85.11,148.6687,518.45
489.83,539.16,4.161,86.1603,84.5625,0.2437,145.695,83.5575,12.303,0.2324,32.985,65.391,-15.2765,14.8985,11.514,519.45,82.0575,21.7169,82.1775,9.539,0.1653,0.219,85.2225,85.065,148.6687,518.45
489.83,539.24,4.169,86.1513,84.57,0.2436,145.695,83.565,12.303,0.2324,32.985,65.3891,-15.26,14.8985,11.55,519.54,82.08,21.7169,82.2375,9.538,0.1652,0.2191,85.26,85.08,148.6687,518.45
489.8,539.32,4.177,86.1419,84.5475,0.2436,145.695,83.535,12.303,0.2324,32.985,65.3873,-15.2435,14.8985,11.592,519.63,82.08,21.7168,82.26,9.537,0.1652,0.2191,85.275,85.05,148.6687,518.42
489.8,539.44,4.185,86.1283,84.57,0.2435,145.695,83.5275,12.302,0.2323,32.985,65.3854,-15.216,14.8985,11.64,519.75,82.0275,21.7167,82.215,9.536,0.1652,0.2192,85.29,85.0875,148.6687,518.42
489.8,539.52,4.195,86.1143,84.5325,0.2435,145.695,83.49,12.302,0.2323,32.99,65.4341,-15.1885,14.8985,11.688,519.87,81.975,21.7166,82.2375,9.534,0.1651,0.2194,85.2825,85.0425,148.6687,518.42
489.8,539.68,4.206,86.0961,84.54,0.2434,145.695,83.4825,12.302,0.2322,32.99,65.4328,-15.161,14.8985,11.742,520.02,81.9525,21.7166,82.2825,9.533,0.1651,0.2195,85.26,85.035,148.6687,518.42
489.8,539.8,4.219,86.0772,84.5025,0.2434,145.695,83.5275,12.302,0.2321,32.99,65.4316,-15.128,14.8899,11.796,520.17,81.9525,21.7165,82.335,9.531,0.1651,0.2197,85.23,85.005,148.6687,518.42
489.8,539.96,4.234,86.054,84.5475,0.2433,145.695,83.565,12.302,0.2321,32.99,65.4303,-15.095,14.8896,11.862,520.35,81.9525,21.7164,82.3275,9.529,0.165,0.2198,85.215,85.02,148.6687,518.42
489.8,540.16,4.249,86.03,84.5775,0.2433,145.684,83.52,12.3,0.232,32.995,65.4797,-15.0455,14.898,11.928,520.53,81.9525,21.7163,82.2825,9.527,0.165,0.22,85.1775,84.99,148.6575,518.42
489.8,540.36,4.266,86.0016,84.6225,0.2432,145.684,83.4975,12.3,0.232,32.995,65.4791,-15.0015,14.898,12,520.74,81.93,21.7163,82.32,9.525,0.165,0.2202,85.2075,84.9975,148.6575,518.42
489.8,540.56,4.284,85.9685,84.6,0.2431,145.684,83.49,12.302,0.2319,33,65.5291,-14.963,14.898,12.072,520.98,81.9,21.7162,82.365,9.523,0.1649,0.2204,85.1775,84.975,148.6575,518.45
489.83,540.8,4.303,85.9345,84.645,0.243,145.684,83.4525,12.302,0.2318,33,65.5291,-14.919,14.898,12.144,521.22,81.915,21.7161,82.35,9.52,0.1649,0.2206,85.1625,84.9825,148.6575,518.45
489.83,541.04,4.323,85.8995,84.6525,0.243,145.673,83.49,12.302,0.2317,33.005,65.5798,-14.8695,14.8894,12.216,521.46,81.9525,21.716,82.3275,9.518,0.1648,0.2208,85.2075,85.02,148.6462,518.45
489.83,541.32,4.345,85.8598,84.6075,0.2429,145.673,83.4975,12.302,0.2317,33.005,65.5804,-14.82,14.8891,12.294,521.73,81.93,21.7159,82.305,9.515,0.1647,0.221,85.245,85.0725,148.6462,518.45
489.83,541.6,4.366,85.8227,84.57,0.2428,145.662,83.4825,12.302,0.2316,33.01,65.6316,-14.765,14.8888,12.372,521.97,81.9375,21.7159,82.3275,9.512,0.1647,0.2212,85.275,85.065,148.635,518.48
489.83,541.84,4.388,85.7772,84.615,0.2427,145.662,83.4525,12.3,0.2315,33.015,65.6835,-14.7045,14.8971,12.444,522.27,81.9075,21.7158,82.275,9.509,0.1646,0.2215,85.26,85.0425,148.635,518.48
489.86,542.16,4.41,85.7342,84.6525,0.2426,145.662,83.4375,12.3,0.2315,33.02,65.736,-14.644,14.8971,12.516,522.54,81.945,21.7157,82.2375,9.506,0.1646,0.2217,85.2975,85.08,148.635,518.48
489.86,542.44,4.432,85.6864,84.66,0.2426,145.651,83.49,12.3,0.2314,33.025,65.7891,-14.589,14.8971,12.576,522.84,81.96,21.7156,82.29,9.503,0.1645,0.2219,85.2825,85.08,148.6237,518.51
489.89,542.72,4.453,85.6411,84.6375,0.2426,145.651,83.475,12.302,0.2313,33.03,65.8429,-14.545,14.8971,12.636,523.11,81.945,21.7156,82.275,9.5,0.1645,0.2222,85.32,85.05,148.6237,518.51
489.89,543.04,4.475,85.5947,84.5925,0.2425,145.64,83.4675,12.302,0.2313,33.035,65.8972,-14.4955,14.8971,12.69,523.38,81.9825,21.7155,82.32,9.497,0.1644,0.2224,85.3425,85.0425,148.6125,518.54
489.92,543.32,4.497,85.5472,84.6225,0.2425,145.64,83.4825,12.302,0.2312,33.04,65.9523,-14.4515,14.8971,12.732,523.65,82.035,21.7154,82.29,9.494,0.1644,0.2226,85.29,85.005,148.6125,518.54
489.92,543.6,4.516,85.5024,84.6675,0.2424,145.629,83.5275,12.302,0.2312,33.045,66.0079,-14.413,14.8971,12.768,523.89,82.0725,21.7153,82.275,9.492,0.1644,0.2228,85.2675,85.0275,148.6012,518.57
489.95,543.84,4.535,85.4566,84.63,0.2424,145.629,83.565,12.302,0.2312,33.05,66.0641,-14.3745,14.8971,12.786,524.13,82.0725,21.7153,82.23,9.489,0.1643,0.223,85.245,85.0125,148.59,518.6
489.98,544.08,4.552,85.4136,84.615,0.2424,145.618,83.595,12.302,0.2312,33.055,66.121,-14.3415,14.8971,12.798,524.34,82.02,21.7152,82.2675,9.487,0.1643,0.2232,85.2075,85.05,148.59,518.63
489.98,544.32,4.567,85.3736,84.645,0.2424,145.607,83.5425,12.303,0.2312,33.065,66.2291,-14.314,14.8971,12.798,524.52,81.9825,21.7151,82.305,9.485,0.1643,0.2233,85.17,85.05,148.5788,518.63
490.01,544.52,4.581,85.3327,84.645,0.2424,145.607,83.55,12.303,0.2312,33.07,66.2879,-14.2975,14.8971,12.78,524.7,81.96,21.715,82.35,9.484,0.1643,0.2235,85.1775,85.0575,148.5788,518.66
490.04,544.68,4.591,85.2987,84.6375,0.2425,145.596,83.5875,12.303,0.2312,33.075,66.3473,-14.2865,14.8971,12.744,524.82,81.975,21.715,82.35,9.483,0.1643,0.2236,85.185,85.095,148.5675,518.69
490.04,544.8,4.599,85.2717,84.6675,0.2425,145.596,83.55,12.303,0.2313,33.08,66.4072,-14.2865,14.8971,12.69,524.88,81.945,21.7149,82.305,9.482,0.1643,0.2237,85.23,85.1175,148.5675,518.72
490.07,544.88,4.605,85.2445,84.615,0.2426,145.596,83.52,12.304,0.2314,33.085,66.4679,-14.2975,14.8971,12.618,524.94,81.93,21.7148,82.32,9.482,0.1643,0.2237,85.215,85.14,148.5675,518.75
490.1,544.92,4.606,85.2283,84.6075,0.2426,145.585,83.5575,12.304,0.2315,33.095,66.5797,-14.3195,14.8971,12.528,524.91,81.975,21.7147,82.365,9.483,0.1644,0.2237,85.2525,85.14,148.5562,518.78
490.13,544.92,4.603,85.216,84.645,0.2428,145.585,83.565,12.304,0.2316,33.1,66.6422,-14.3525,14.8971,12.414,524.85,81.96,21.7146,82.3725,9.484,0.1644,0.2236,85.275,85.11,148.5562,518.78
490.16,544.84,4.595,85.2114,84.645,0.243,145.585,83.595,12.305,0.2317,33.105,66.7054,-14.3965,14.9058,12.282,524.73,82.005,21.7146,82.3275,9.486,0.1645,0.2235,85.2375,85.14,148.5562,518.81
