PDRCA1109.PV,TV1155.OUT,FRCA1112.MV,TRCA1130.SV,TI_1150A.PV,FV1122.OUT,TV1118A.OUT,TI1116A.PV,TI_1143B.PV,FRC1107.MV,PDRCA1109.SV,FV1127.OUT,PV1101A.OUT,TI1105B.PV,DR1105.PV,PIC1101B.MV,TIA2872.PV,TIC_1101.MV,DR1107.PV,TIA2873.PV,FV1104.OUT,FV1112.OUT,PDIC_1133.MV,FRC1102.MV,TI_1143A.PV,AO_P1201A.OUT,TI1135.PV,FRC1113.MV,FV1102.OUT,FV1110.OUT,FV1107.OUT,LRCA1101.MV,PDRSA1104.PV,TI_1142.PV,FRCA1110.MV,PDR1103.PV,TIA2877.PV,FIC_1122.MV,TIC_1101.PV,TI_1147.PV,FRC1213.MV,TI1111.PV,TI1212.PV,FV1113.OUT,TIA2875.PV,TI1130.PV,PIK1101B.OUT,PIK1101A.OUT,FI1902.PV,TI_1151A.PV,TI_1143D.PV,FI1104.PV,TI_1145.PV,TI1133.PV,FIC_1127.MV,TI1116B.PV,TI_1149A.PV,TI_1146.PV,PIC1101B.PV,TI1112.PV,PI_1132A.PV,TI1113.PV,TI1105A.PV,TIA2876.PV,TI1132.PV,TRCA1130.PV,PIC1101A.PV,PDRCA1109.MV,PDR1106.PV,TI_1143C.PV,TI_1140.PV,LV1101.OUT,TI_1144.PV,TV1101.OUT,PRCA1101B.MV,FRC1104.MV,TIC_1155.MV,FRSA1101.PV,PDI_1109.PV,TRC1118A.MV,TIA2874.PV,PIC1101A.MV
13.944,21.6542,15.734,211.22,522.75,72.9655,17.4088,521.5,521.485,66.845,13.944,19.8456,14.9074,543.64,4.7016,14.9074,84.57,79.4083,286.74,85.11,11.41,15.734,21.6543,10.2348,521.485,75.4738,393.45,77.5046,10.2348,11.1287,66.845,66.792,-13.6595,521.48,11.1287,9.481,81.8925,72.9655,522.75,685.7,75.4738,490.68,537.0,77.5046,82.2825,211.22,14.9074,14.9074,173.367,522.75,521.485,1014.3,492.71,393.45,19.8456,521.5,522.75,685.68,14.9074,493.695,0.2193,491.715,542.68,83.3475,301.95,211.22,14.9074,79.4083,4.317,521.485,211.22,66.792,521.48,79.4083,14.9074,11.41,21.6542,173.376,13.944,17.4088,85.245,14.9074
13.944,21.6692,15.7343,211.22,522.75,72.9655,17.4042,521.5,521.485,66.8449,13.944,19.8456,14.9074,543.64,4.8156,14.9074,84.5475,79.4083,286.7625,85.1025,11.41,15.7343,21.6542,10.2348,521.485,75.4738,393.4,77.5044,10.2348,11.1288,66.8449,66.7902,-13.654,521.48,11.1288,9.481,81.9375,72.9655,522.75,685.7,75.4738,490.68,537.0,77.5044,82.245,211.22,14.9074,14.9074,173.367,522.75,521.485,1014.3,492.68,393.4,19.8456,521.5,522.75,685.68,14.9074,493.695,0.2193,491.67,542.68,83.325,301.95,211.22,14.9074,79.4083,4.316,521.485,211.22,66.7902,521.48,79.4083,14.9074,11.41,21.6692,173.376,13.944,17.4042,85.26,14.9074
13.944,21.6696,15.7345,211.22,522.75,72.9655,17.3995,521.5,521.485,66.8456,13.944,19.8456,14.8988,543.64,4.5703,14.8988,84.57,79.4083,286.605,85.1025,11.4101,15.7345,21.6694,10.2354,521.485,75.4738,393.35,77.5064,10.2354,11.1289,66.8456,66.7883,-13.6595,521.48,11.1289,9.481,81.9375,72.9655,522.75,685.7,75.4738,490.68,537.0,77.5064,82.2225,211.22,14.8988,14.8988,173.367,522.75,521.485,1014.75,492.68,393.35,19.8456,521.5,522.75,685.68,14.9074,493.695,0.2193,491.67,542.68,83.3625,301.9,211.22,14.9074,79.4083,4.316,521.485,211.22,66.7883,521.48,79.4083,14.8988,11.4101,21.6696,173.376,13.944,17.3995,85.215,14.8988
13.944,21.67,15.7348,211.22,522.75,72.9655,17.3948,521.45,521.485,66.8457,13.944,19.8456,14.8985,543.64,4.5078,14.8985,84.57,79.4083,287.3025,85.1025,11.4101,15.7348,21.6698,10.2356,521.485,75.4738,393.25,77.5069,10.2356,11.129,66.8457,66.7864,-13.665,521.48,11.129,9.481,81.9225,72.9655,522.75,685.7,75.4738,490.68,537.0,77.5069,82.2525,211.22,14.8985,14.8985,173.367,522.75,521.485,1014.75,492.68,393.25,19.8456,521.45,522.75,685.68,14.8988,493.695,0.2193,491.67,542.68,83.43,301.85,211.22,14.8988,79.4083,4.316,521.485,211.22,66.7864,521.48,79.4083,14.8985,11.4101,21.67,173.376,13.944,17.3948,85.215,14.8985
13.944,21.6704,15.735,211.22,522.75,72.9655,17.3902,521.45,521.485,66.8459,13.944,19.8456,14.8982,543.64,4.7453,14.8982,84.585,79.4083,286.695,85.1175,11.4102,15.735,21.6702,10.2358,521.485,75.4738,393.25,77.5074,10.2358,11.129,66.8459,66.7845,-13.665,521.48,11.129,9.481,81.975,72.9655,522.75,685.7,75.4738,490.68,537.0,77.5074,82.2075,211.22,14.8982,14.8982,173.367,522.75,521.485,1014.75,492.68,393.25,19.8456,521.45,522.75,685.68,14.8985,493.65,0.2193,491.67,542.68,83.46,301.8,211.22,14.8985,79.4083,4.317,521.485,211.22,66.7845,521.48,79.4083,14.8982,11.4102,21.6704,173.376,13.944,17.3902,85.275,14.8982
13.944,21.6708,15.7353,211.22,522.75,72.9655,17.3855,521.45,521.485,66.8453,13.944,19.8456,14.8979,543.64,3.8734,14.8979,84.5475,79.4083,287.235,85.11,11.4102,15.7353,21.6706,10.2352,521.485,75.4738,393.2,77.5056,10.2352,11.1291,66.8453,66.7827,-13.6595,521.48,11.1291,9.481,82.005,72.9655,522.75,685.7,75.4738,490.68,537.0,77.5056,82.1775,211.22,14.8979,14.8979,173.367,522.75,521.485,1014.75,492.68,393.2,19.8456,521.45,522.75,685.68,14.8982,493.65,0.2193,491.67,542.68,83.445,301.8,211.22,14.8982,79.4083,4.317,521.485,211.22,66.7827,521.48,79.4083,14.8979,11.4102,21.6708,173.376,13.944,17.3855,85.32,14.8979
13.944,21.6713,15.7355,211.22,522.75,72.9655,17.3808,521.45,521.485,66.8452,13.944,19.8456,14.9063,543.64,4.2219,14.9063,84.5775,79.4083,286.6725,85.125,11.4103,15.7355,21.671,10.2351,521.485,75.4738,393.15,77.5054,10.2351,11.1292,66.8452,66.7808,-13.654,521.48,11.1292,9.481,82.0275,72.9655,522.75,685.6625,75.4738,490.68,537.0,77.5054,82.2,211.22,14.9063,14.9063,173.367,522.75,521.485,1014.75,492.68,393.15,19.8456,521.45,522.75,685.68,14.8979,493.65,0.2193,491.67,542.68,83.415,301.75,211.22,14.8979,79.4083,4.317,521.485,211.22,66.7808,521.48,79.4083,14.9063,11.4103,21.6713,173.376,13.944,17.3808,85.275,14.9063
13.944,21.6566,15.7333,211.22,522.75,72.9655,17.3762,521.45,521.485,66.8452,13.944,19.8456,14.9063,543.64,4.2531,14.9063,84.6075,79.4083,287.28,85.095,11.4104,15.7333,21.6715,10.235,521.485,75.4738,393.1,77.5051,10.235,11.1293,66.8452,66.7789,-13.654,521.48,11.1293,9.481,82.005,72.9655,522.75,685.6625,75.4738,490.68,537.0,77.5051,82.1925,211.22,14.9063,14.9063,173.367,522.75,521.485,1014.75,492.68,393.1,19.8456,521.45,522.75,685.68,14.9063,493.65,0.2193,491.67,542.68,83.4375,301.75,211.22,14.9063,79.4083,4.317,521.485,211.22,66.7789,521.48,79.4083,14.9063,11.4104,21.6566,173.362,13.944,17.3762,85.2525,14.9063
13.944,21.6566,15.7325,211.22,522.75,72.9655,17.3715,521.45,521.485,66.8451,13.944,19.8456,14.8977,543.64,4.0094,14.8977,84.5925,79.4083,287.145,85.125,11.4104,15.7325,21.6566,10.2349,521.485,75.4738,393.05,77.5049,10.2349,11.1294,66.8451,66.777,-13.6595,521.48,11.1294,9.481,81.9975,72.9655,522.75,685.6625,75.4738,490.68,537.0,77.5049,82.2075,211.22,14.8977,14.8977,173.367,522.75,521.485,1014.75,492.68,393.05,19.8456,521.45,522.75,685.68,14.9063,493.65,0.2193,491.67,542.68,83.4375,301.7,211.22,14.9063,79.4083,4.317,521.485,211.22,66.777,521.48,79.4083,14.8977,11.4104,21.6566,173.362,13.944,17.3715,85.2975,14.8977
13.95,21.6565,15.7343,211.22,522.75,72.9655,17.3668,521.45,521.485,66.845,13.95,19.8456,14.8974,543.64,3.9859,14.8974,84.6,79.4083,287.235,85.095,11.4105,15.7343,21.6565,10.2348,521.485,75.4738,393.05,77.5046,10.2348,11.1294,66.845,66.7751,-13.665,521.48,11.1294,9.481,82.0275,72.9655,522.75,685.6625,75.4738,490.68,537.0,77.5046,82.2525,211.22,14.8974,14.8974,173.367,522.75,521.485,1014.75,492.68,393.05,19.8456,521.45,522.75,685.68,14.8977,493.65,0.2193,491.67,542.68,83.475,301.7,211.22,14.8977,79.4083,4.317,521.485,211.22,66.7751,521.48,79.4083,14.8974,11.4105,21.6565,173.362,13.95,17.3668,85.275,14.8974
13.95,21.6714,15.7345,211.22,522.75,72.9655,17.3622,521.45,521.45,66.8449,13.95,19.8456,14.9057,543.64,3.9469,14.9057,84.5925,79.4083,286.5825,85.0425,11.4105,15.7345,21.6564,10.2355,521.45,75.4738,393.0,77.5066,10.2355,11.1295,66.8449,66.7733,-13.654,521.48,11.1295,9.481,82.0125,72.9655,522.75,685.6625,75.4738,490.68,537.0,77.5066,82.215,211.22,14.9057,14.9057,173.367,522.75,521.45,1014.75,492.68,393.0,19.8456,521.45,522.75,685.68,14.8974,493.65,0.2193,491.67,542.68,83.4375,301.65,211.22,14.8974,79.4083,4.318,521.45,211.22,66.7733,521.48,79.4083,14.9057,11.4105,21.6714,173.362,13.95,17.3622,85.2825,14.9057
13.95,21.6719,15.7348,211.24,522.75,72.9655,17.3575,521.45,521.45,66.8448,13.95,19.8456,14.9057,543.68,4.5172,14.9057,84.585,79.4083,286.83,85.065,11.4106,15.7348,21.6716,10.2357,521.45,75.4738,392.95,77.5071,10.2357,11.1296,66.8448,66.7714,-13.654,521.48,11.1296,9.481,82.0425,72.9655,522.75,685.6625,75.4738,490.68,537.04,77.5071,82.1925,211.24,14.9057,14.9057,173.367,522.75,521.45,1014.75,492.68,392.95,19.8456,521.45,522.75,685.68,14.9057,493.65,0.2193,491.67,542.68,83.4375,301.6,211.24,14.9057,79.4083,4.318,521.45,211.24,66.7714,521.48,79.4083,14.9057,11.4106,21.6719,173.362,13.95,17.3575,85.305,14.9057
13.95,21.6723,15.735,211.24,522.75,72.9655,17.3528,521.45,521.45,66.8455,13.95,19.8456,14.8971,543.68,3.9484,14.8971,84.5775,79.4083,286.605,85.05,11.4106,15.735,21.6721,10.2351,521.45,75.4738,392.9,77.5054,10.2351,11.1297,66.8455,66.7695,-13.6595,521.45,11.1297,9.481,82.08,72.9655,522.75,685.6625,75.4738,490.68,537.04,77.5054,82.2,211.24,14.8971,14.8971,173.367,522.75,521.45,1014.75,492.68,392.9,19.8456,521.45,522.75,685.68,14.9057,493.65,0.2193,491.67,542.68,83.445,301.6,211.24,14.9057,79.4083,4.318,521.45,211.24,66.7695,521.45,79.4083,14.8971,11.4106,21.6723,173.362,13.95,17.3528,85.3125,14.8971
13.95,21.6577,15.7353,211.24,522.75,72.9655,17.3482,521.45,521.45,66.8457,13.95,19.8456,14.8968,543.68,3.9359,14.8968,84.585,79.4083,286.695,85.0875,11.4107,15.7353,21.6725,10.235,521.45,75.4738,392.85,77.5051,10.235,11.1298,66.8457,66.7676,-13.6595,521.45,11.1298,9.481,82.0575,72.9655,522.75,685.6625,75.4738,490.68,537.04,77.5051,82.1925,211.24,14.8968,14.8968,173.367,522.75,521.45,1014.75,492.68,392.85,19.8456,521.45,522.75,685.68,14.8971,493.65,0.2193,491.67,542.68,83.475,301.55,211.24,14.8971,79.4083,4.318,521.45,211.24,66.7676,521.45,79.4083,14.8968,11.4107,21.6577,173.362,13.95,17.3482,85.335,14.8968
13.95,21.6576,15.733,211.24,522.75,72.9655,17.3435,521.45,521.45,66.8458,13.95,19.8456,14.8965,543.68,4.6437,14.8965,84.5625,79.4083,287.37,85.1025,11.4107,15.733,21.6576,10.2349,521.45,75.4738,392.85,77.5049,10.2349,11.1298,66.8458,66.7658,-13.6595,521.45,11.1298,9.481,82.005,72.9655,522.75,685.6625,75.4738,490.68,537.04,77.5049,82.2,211.24,14.8965,14.8965,173.367,522.75,521.45,1014.75,492.68,392.85,19.8456,521.45,522.75,685.68,14.8968,493.65,0.2193,491.67,542.68,83.52,301.5,211.24,14.8968,79.4083,4.319,521.45,211.24,66.7658,521.45,79.4083,14.8965,11.4107,21.6576,173.362,13.95,17.3435,85.3275,14.8965
13.95,21.6575,15.7323,211.24,522.75,72.9655,17.3282,521.45,521.45,66.8452,13.95,19.8456,14.9049,543.68,4.5875,14.9049,84.5475,79.4083,286.83,85.0725,11.4108,15.7323,21.6575,10.2348,521.45,75.4738,392.8,77.5046,10.2348,11.1299,66.8452,66.7639,-13.654,521.45,11.1299,9.481,81.9975,72.9655,522.75,685.6625,75.4738,490.68,537.04,77.5046,82.23,211.24,14.9049,14.9049,173.367,522.75,521.45,1014.75,492.65,392.8,19.8456,521.45,522.75,685.68,14.8965,493.65,0.2193,491.67,542.68,83.505,301.5,211.24,14.8965,79.4083,4.319,521.45,211.24,66.7639,521.45,79.4083,14.9049,11.4108,21.6575,173.362,13.95,17.3282,85.35,14.9049
13.956,21.6574,15.734,211.24,522.78,72.9655,17.3228,521.45,521.45,66.8452,13.956,19.8456,14.9049,543.68,4.6594,14.9049,84.5775,79.4045,287.415,85.1025,11.4109,15.734,21.6575,10.2348,521.45,75.4738,392.75,77.5044,10.2348,11.13,66.8452,66.762,-13.6485,521.45,11.13,9.481,81.9525,72.9655,522.78,685.6625,75.4738,490.68,537.04,77.5044,82.1925,211.24,14.9049,14.9049,173.367,522.78,521.45,1014.75,492.65,392.75,19.8456,521.45,522.78,685.64,14.9049,493.65,0.2193,491.67,542.68,83.5125,301.45,211.24,14.9049,79.4083,4.319,521.45,211.24,66.762,521.45,79.4045,14.9049,11.4109,21.6574,173.362,13.956,17.3228,85.32,14.9049
13.956,21.6574,15.7343,211.24,522.78,72.9655,17.3175,521.45,521.45,66.8451,13.956,19.8456,14.9049,543.68,3.9937,14.9049,84.6,79.4044,286.9875,85.14,11.4109,15.7343,21.6574,10.2354,521.45,75.4738,392.7,77.5064,10.2354,11.1301,66.8451,66.7601,-13.6485,521.45,11.1301,9.481,81.975,72.9655,522.78,685.6625,75.4738,490.68,537.04,77.5064,82.17,211.24,14.9049,14.9049,173.367,522.78,521.45,1014.75,492.65,392.7,19.8456,521.45,522.78,685.64,14.9049,493.65,0.2193,491.67,542.68,83.49,301.4,211.24,14.9049,79.4045,4.319,521.45,211.24,66.7601,521.45,79.4044,14.9049,11.4109,21.6574,173.362,13.956,17.3175,85.365,14.9049
13.956,21.6723,15.7345,211.24,522.78,72.9655,17.3122,521.45,521.45,66.845,13.956,19.8456,14.9049,543.68,4.2094,14.9049,84.615,79.4043,286.9425,85.1775,11.411,15.7345,21.6573,10.2356,521.45,75.4738,392.65,77.5069,10.2356,11.1301,66.845,66.7583,-13.6485,521.45,11.1301,9.481,82.0125,72.9655,522.78,685.6625,75.4738,490.68,537.04,77.5069,82.1475,211.24,14.9049,14.9049,173.367,522.78,521.45,1014.75,492.65,392.65,19.8456,521.45,522.78,685.64,14.9049,493.65,0.2193,491.67,542.68,83.5275,301.35,211.24,14.9049,79.4044,4.319,521.45,211.24,66.7583,521.45,79.4043,14.9049,11.411,21.6723,173.362,13.956,17.3122,85.395,14.9049
13.956,21.6727,15.7348,211.24,522.78,72.9655,17.3068,521.45,521.45,66.8449,13.956,19.8456,14.9049,543.68,4.4703,14.9049,84.585,79.4042,286.6725,85.1325,11.411,15.7348,21.6725,10.2358,521.45,75.4738,392.6,77.5074,10.2358,11.1271,66.8449,66.7564,-13.6485,521.45,11.1271,9.481,81.9675,72.9655,522.78,685.6625,75.4738,490.68,537.04,77.5074,82.14,211.24,14.9049,14.9049,173.367,522.78,521.45,1014.75,492.65,392.6,19.8456,521.45,522.78,685.64,14.9049,493.65,0.2193,491.67,542.68,83.49,301.35,211.24,14.9049,79.4043,4.32,521.45,211.24,66.7564,521.45,79.4042,14.9049,11.411,21.6727,173.362,13.956,17.3068,85.395,14.9049
13.956,21.6731,15.735,211.24,522.78,72.9655,17.3015,521.45,521.45,66.8456,13.956,19.8456,14.9049,543.68,4.8031,14.9049,84.5925,79.404,286.8075,85.11,11.4111,15.735,21.6729,10.2352,521.45,75.4738,392.5,77.5056,10.2352,11.1259,66.8456,66.7545,-13.6485,521.45,11.1259,9.481,81.975,72.9655,522.78,685.6625,75.4738,490.68,537.04,77.5056,82.2,211.24,14.9049,14.9049,173.367,522.78,521.45,1014.75,492.65,392.5,19.8456,521.45,522.78,685.64,14.9049,493.65,0.2193,491.67,542.68,83.505,301.3,211.24,14.9049,79.4042,4.32,521.45,211.24,66.7545,521.45,79.404,14.9049,11.4111,21.6731,173.362,13.956,17.3015,85.3725,14.9049
13.956,21.6736,15.7353,211.24,522.78,72.9655,17.2962,521.45,521.45,66.8457,13.956,19.8456,14.9049,543.68,4.6375,14.9049,84.5625,79.4039,287.1675,85.0725,11.4111,15.7353,21.6733,10.2351,521.45,75.4738,392.45,77.5054,10.2351,11.1248,66.8457,66.7526,-13.6485,521.45,11.1248,9.481,81.9825,72.9655,522.78,685.6625,75.4738,490.68,537.04,77.5054,82.1925,211.24,14.9049,14.9049,173.367,522.78,521.45,1014.75,492.65,392.45,19.8456,521.45,522.78,685.64,14.9049,493.65,0.2193,491.67,542.68,83.4675,301.25,211.24,14.9049,79.404,4.321,521.45,211.24,66.7526,521.45,79.4039,14.9049,11.4111,21.6736,173.362,13.956,17.2962,85.3275,14.9049
13.956,21.6589,15.733,211.24,522.78,72.9655,17.2908,521.45,521.45,66.8459,13.956,19.8456,14.9049,543.68,4.1047,14.9049,84.615,79.4038,287.1,85.0725,11.4112,15.733,21.6738,10.235,521.45,75.4738,392.4,77.5051,10.235,11.1267,66.8459,66.7507,-13.6485,521.45,11.1267,9.481,81.975,72.9655,522.78,685.6625,75.4738,490.68,537.04,77.5051,82.2375,211.24,14.9049,14.9049,173.367,522.78,521.45,1014.75,492.65,392.4,19.8456,521.45,522.78,685.64,14.9049,493.65,0.2193,491.67,542.68,83.505,301.2,211.24,14.9049,79.4039,4.321,521.45,211.24,66.7507,521.45,79.4038,14.9049,11.4112,21.6589,173.362,13.956,17.2908,85.335,14.9049
13.956,21.6589,15.7323,211.24,522.78,72.9655,17.2855,521.45,521.45,66.8453,13.956,19.8456,14.9049,543.68,4.2062,14.9049,84.6375,79.4037,287.0775,85.0725,11.4112,15.7323,21.6589,10.2349,521.45,75.4738,392.35,77.5049,10.2349,11.1268,66.8453,66.7489,-13.6485,521.45,11.1268,9.481,81.945,72.9655,522.78,685.6625,75.4738,490.635,537.04,77.5049,82.2075,211.24,14.9049,14.9049,173.367,522.78,521.45,1014.75,492.65,392.35,19.8456,521.45,522.78,685.64,14.9049,493.65,0.2193,491.67,542.68,83.475,301.15,211.24,14.9049,79.4038,4.321,521.45,211.24,66.7489,521.45,79.4037,14.9049,11.4112,21.6589,173.362,13.956,17.2855,85.3275,14.9049
13.956,21.6588,15.7315,211.24,522.78,72.9655,17.2802,521.45,521.45,66.8452,13.956,19.8456,14.9049,543.68,4.7594,14.9049,84.6675,79.4035,286.6725,85.11,11.4113,15.7315,21.6588,10.2348,521.45,75.4738,392.3,77.5046,10.2348,11.13,66.8452,66.747,-13.6485,521.45,11.13,9.481,81.9675,72.9655,522.78,685.6625,75.4738,490.635,537.04,77.5046,82.215,211.24,14.9049,14.9049,173.367,522.78,521.45,1014.75,492.65,392.3,19.8456,521.45,522.78,685.64,14.9049,493.65,0.2193,491.67,542.68,83.4375,301.15,211.24,14.9049,79.4037,4.321,521.45,211.24,66.747,521.45,79.4035,14.9049,11.4113,21.6588,173.362,13.956,17.2802,85.3275,14.9049
13.956,21.6587,15.7333,211.24,522.78,72.9655,17.2748,521.45,521.45,66.8452,13.956,19.8456,14.9049,543.68,4.2156,14.9049,84.63,79.4034,286.5825,85.11,11.4114,15.7333,21.6587,10.2348,521.45,75.4738,392.25,77.5044,10.2348,11.1282,66.8452,66.7451,-13.6485,521.45,11.1282,9.481,82.005,72.9655,522.78,685.625,75.4738,490.635,537.04,77.5044,82.1925,211.24,14.9049,14.9049,173.367,522.78,521.45,1014.75,492.65,392.25,19.8456,521.45,522.78,685.64,14.9049,493.65,0.2193,491.625,542.68,83.445,301.1,211.24,14.9049,79.4035,4.321,521.45,211.24,66.7451,521.45,79.4034,14.9049,11.4114,21.6587,173.362,13.956,17.2748,85.2975,14.9049
13.956,21.6737,15.7335,211.24,522.78,72.9655,17.2695,521.45,521.45,66.8451,13.956,19.8456,14.9049,543.68,3.8875,14.9049,84.585,79.4033,286.65,85.08,11.4114,15.7335,21.6587,10.2354,521.45,75.4738,392.2,77.5064,10.2354,11.1283,66.8451,66.7432,-13.6485,521.45,11.1283,9.481,81.99,72.9655,522.78,685.625,75.4738,490.635,537.04,77.5064,82.1775,211.24,14.9049,14.9049,173.367,522.78,521.45,1014.75,492.65,392.2,19.8456,521.45,522.78,685.64,14.9049,493.65,0.2193,491.625,542.68,83.4225,301.05,211.24,14.9049,79.4034,4.321,521.45,211.24,66.7432,521.45,79.4033,14.9049,11.4114,21.6737,173.362,13.956,17.2695,85.2975,14.9049
13.95,21.6741,15.7338,211.24,522.78,72.9655,17.2642,521.45,521.45,66.845,13.95,19.8456,14.9049,543.68,4.7828,14.9049,84.5475,79.4032,287.01,85.0425,11.4115,15.7338,21.6739,10.2356,521.45,75.4738,392.2,77.5069,10.2356,11.1284,66.845,66.7414,-13.6485,521.45,11.1284,9.481,81.9525,72.9655,522.78,685.625,75.4738,490.635,537.04,77.5069,82.1775,211.24,14.9049,14.9049,173.367,522.78,521.45,1014.75,492.65,392.2,19.8456,521.45,522.78,685.64,14.9049,493.65,0.2193,491.625,542.68,83.43,301.0,211.24,14.9049,79.4033,4.321,521.45,211.24,66.7414,521.45,79.4032,14.9049,11.4115,21.6741,173.362,13.95,17.2642,85.32,14.9049
13.95,21.6745,15.734,211.24,522.78,72.9655,17.2588,521.4,521.415,66.8449,13.95,19.8456,14.9049,543.68,3.8703,14.9049,84.5325,79.4031,287.415,85.0875,11.4115,15.734,21.6743,10.235,521.415,75.4738,392.1,77.5051,10.235,11.1284,66.8449,66.7395,-13.6485,521.42,11.1284,9.481,81.96,72.9655,522.78,685.625,75.4738,490.635,537.04,77.5051,82.2375,211.24,14.9049,14.9049,173.367,522.78,521.415,1014.75,492.65,392.1,19.8456,521.4,522.78,685.64,14.9049,493.605,0.2193,491.625,542.68,83.4825,301.0,211.24,14.9049,79.4032,4.321,521.415,211.24,66.7395,521.42,79.4031,14.9049,11.4115,21.6745,173.362,13.95,17.2588,85.335,14.9049
13.95,21.6749,15.7343,211.24,522.78,72.9655,17.2535,521.4,521.415,66.8448,13.95,19.8456,14.8963,543.68,4.5203,14.8963,84.555,79.4029,287.01,85.0425,11.4116,15.7343,21.6747,10.2349,521.415,75.4738,392.05,77.5049,10.2349,11.1285,66.8448,66.7376,-13.654,521.42,11.1285,9.481,81.93,72.9655,522.78,685.625,75.4738,490.635,537.04,77.5049,82.23,211.24,14.8963,14.8963,173.367,522.78,521.415,1014.75,492.65,392.05,19.8456,521.4,522.78,685.64,14.9049,493.605,0.2193,491.625,542.68,83.475,300.95,211.24,14.9049,79.4031,4.321,521.415,211.24,66.7376,521.42,79.4029,14.8963,11.4116,21.6749,173.362,13.95,17.2535,85.3575,14.8963
13.956,21.6753,15.7345,211.24,522.78,72.9655,17.2482,521.4,521.415,66.8455,13.956,19.8456,14.896,543.68,4.4453,14.896,84.5475,79.4028,286.695,85.02,11.4116,15.7345,21.6751,10.2348,521.415,75.4738,392.0,77.5046,10.2348,11.1286,66.8455,66.7357,-13.6485,521.42,11.1286,9.481,81.915,72.9655,522.78,685.625,75.4738,490.635,537.04,77.5046,82.185,211.24,14.896,14.896,173.367,522.78,521.415,1014.75,492.65,392.0,19.8456,521.4,522.78,685.64,14.8963,493.605,0.2193,491.625,542.68,83.43,300.9,211.24,14.8963,79.4029,4.321,521.415,211.24,66.7357,521.42,79.4028,14.896,11.4116,21.6753,173.362,13.956,17.2482,85.3125,14.896
13.956,21.6757,15.7348,211.24,522.78,72.9655,17.2428,521.4,521.415,66.8457,13.956,19.8456,14.9043,543.68,4.1016,14.9043,84.54,79.4027,286.8075,85.035,11.4117,15.7348,21.6755,10.2355,521.415,75.4738,391.95,77.5066,10.2355,11.1287,66.8457,66.7339,-13.643,521.42,11.1287,9.481,81.945,72.9655,522.78,685.625,75.4738,490.635,537.04,77.5066,82.1925,211.24,14.9043,14.9043,173.367,522.78,521.415,1014.75,492.65,391.95,19.8456,521.4,522.78,685.64,14.896,493.605,0.2193,491.625,542.68,83.4,300.85,211.24,14.896,79.4028,4.32,521.415,211.24,66.7339,521.42,79.4027,14.9043,11.4117,21.6757,173.362,13.956,17.2428,85.3575,14.9043
13.956,21.6611,15.735,211.26,522.78,72.9655,17.2375,521.4,521.415,66.8458,13.956,19.8456,14.9043,543.68,4.0812,14.9043,84.525,79.4026,286.5825,85.0575,11.4117,15.735,21.676,10.2357,521.415,75.4738,391.9,77.5071,10.2357,11.1287,66.8458,66.732,-13.643,521.42,11.1287,9.481,81.9825,72.9655,522.78,685.625,75.4738,490.635,537.04,77.5071,82.215,211.26,14.9043,14.9043,173.367,522.78,521.415,1014.75,492.62,391.9,19.8456,521.4,522.78,685.64,14.9043,493.605,0.2193,491.625,542.68,83.385,300.8,211.26,14.9043,79.4027,4.32,521.415,211.26,66.732,521.42,79.4026,14.9043,11.4117,21.6611,173.362,13.956,17.2375,85.3125,14.9043
13.956,21.6611,15.7353,211.26,522.78,72.9655,17.2322,521.4,521.415,66.8452,13.956,19.8456,14.9043,543.68,4.0156,14.9043,84.555,79.4024,287.235,85.0275,11.4118,15.7353,21.6611,10.2351,521.415,75.4738,391.85,77.5054,10.2351,11.1288,66.8452,66.7301,-13.6485,521.42,11.1288,9.481,81.9525,72.9655,522.78,685.625,75.4738,490.635,537.04,77.5054,82.2,211.26,14.9043,14.9043,173.367,522.78,521.415,1014.75,492.62,391.85,19.8456,521.4,522.78,685.64,14.9043,493.605,0.2193,491.625,542.68,83.3475,300.75,211.26,14.9043,79.4026,4.32,521.415,211.26,66.7301,521.42,79.4024,14.9043,11.4118,21.6611,173.362,13.956,17.2322,85.29,14.9043
13.956,21.661,15.733,211.26,522.75,72.9655,17.2269,521.4,521.415,66.8452,13.956,19.8456,14.9043,543.68,4.1687,14.9043,84.6075,79.4061,287.145,85.005,11.4119,15.733,21.661,10.235,521.415,75.4738,391.8,77.5051,10.235,11.1289,66.8452,66.7282,-13.6485,521.42,11.1289,9.481,81.9525,72.9655,522.75,685.625,75.4738,490.635,537.04,77.5051,82.2225,211.26,14.9043,14.9043,173.367,522.75,521.415,1014.75,492.62,391.8,19.8456,521.4,522.75,685.64,14.9043,493.605,0.2193,491.625,542.68,83.4,300.75,211.26,14.9043,79.4024,4.321,521.415,211.26,66.7282,521.42,79.4061,14.9043,11.4119,21.661,173.362,13.956,17.2269,85.335,14.9043
