PDRCA1109.PV,TV1155.OUT,FRCA1112.MV,TRCA1130.SV,TI_1150A.PV,FV1122.OUT,TV1118A.OUT,TI1116A.PV,TI_1143B.PV,FRC1107.MV,PDRCA1109.SV,FV1127.OUT,PV1101A.OUT,TI1105B.PV,DR1105.PV,PIC1101B.MV,TIA2872.PV,TIC_1101.MV,DR1107.PV,TIA2873.PV,FV1104.OUT,FV1112.OUT,PDIC_1133.MV,FRC1102.MV,TI_1143A.PV,AO_P1201A.OUT,TI1135.PV,FRC1113.MV,FV1102.OUT,FV1110.OUT,FV1107.OUT,LRCA1101.MV,PDRSA1104.PV,TI_1142.PV,FRCA1110.MV,PDR1103.PV,TIA2877.PV,FIC_1122.MV,TIC_1101.PV,TI_1147.PV,FRC1213.MV,TI1111.PV,TI1212.PV,FV1113.OUT,TIA2875.PV,TI1130.PV,PIK1101B.OUT,PIK1101A.OUT,FI1902.PV,TI_1151A.PV,TI_1143D.PV,FI1104.PV,TI_1145.PV,TI1133.PV,FIC_1127.MV,TI1116B.PV,TI_1149A.PV,TI_1146.PV,PIC1101B.PV,TI1112.PV,PI_1132A.PV,TI1113.PV,TI1105A.PV,TIA2876.PV,TI1132.PV,TRCA1130.PV,PIC1101A.PV,PDRCA1109.MV,PDR1106.PV,TI_1143C.PV,TI_1140.PV,LV1101.OUT,TI_1144.PV,TV1101.OUT,PRCA1101B.MV,FRC1104.MV,TIC_1155.MV,FRSA1101.PV,PDI_1109.PV,TRC1118A.MV,TIA2874.PV,PIC1101A.MV
13.632,21.6519,15.7353,210.34,523.38,72.9707,18.2958,521.45,521.45,66.8508,13.632,19.8522,14.9147,544.32,4.0391,14.9147,84.5325,80.7756,287.145,85.05,11.2807,15.7353,21.652,10.2348,521.45,75.4759,401.35,77.5086,10.2348,11.1301,66.8508,67.2314,-13.83,521.45,11.1301,9.493,81.9825,72.9707,523.38,685.8125,75.4759,490.635,536.56,77.5086,82.335,210.34,14.9147,14.9147,173.637,523.38,521.45,1003.05,492.65,401.35,19.8522,521.45,523.38,685.8,14.9149,493.605,0.2201,491.625,543.32,83.5425,307.95,210.34,14.9149,80.7782,4.366,521.45,210.34,67.2314,521.45,80.7756,14.9147,11.2807,21.6519,173.642,13.632,18.2958,85.3575,14.9147
13.632,21.6518,15.733,210.34,523.38,72.9709,18.2931,521.45,521.45,66.8509,13.632,19.8522,14.9144,544.32,4.5875,14.9144,84.57,80.7731,286.83,85.095,11.2808,15.733,21.6519,10.2347,521.45,75.4759,401.3,77.5081,10.2347,11.1277,66.8509,67.2327,-13.8355,521.45,11.1277,9.493,81.945,72.9709,523.38,685.8125,75.4759,490.635,536.56,77.5081,82.335,210.34,14.9144,14.9144,173.6235,523.38,521.45,1003.05,492.65,401.3,19.8522,521.45,523.38,685.8,14.9147,493.65,0.2201,491.625,543.32,83.5275,307.9,210.34,14.9147,80.7756,4.367,521.45,210.34,67.2327,521.45,80.7731,14.9144,11.2808,21.6518,173.614,13.632,18.2931,85.3275,14.9144
13.656,21.6518,15.7323,210.34,523.38,72.9697,18.2904,521.45,521.45,66.8503,13.656,19.8522,14.9227,544.28,4.5531,14.9227,84.615,80.7705,286.6725,85.1025,11.2808,15.7323,21.6518,10.2354,521.45,75.4759,401.3,77.5083,10.2354,11.1267,66.8503,67.2339,-13.8245,521.45,11.1267,9.493,81.9825,72.9697,523.38,685.8125,75.4759,490.635,536.56,77.5083,82.29,210.34,14.9227,14.9227,173.6235,523.38,521.45,1003.05,492.65,401.3,19.8522,521.45,523.38,685.8,14.9144,493.65,0.2201,491.625,543.32,83.49,307.9,210.34,14.9144,80.7731,4.367,521.45,210.34,67.2339,521.45,80.7705,14.9227,11.2808,21.6518,173.614,13.656,18.2904,85.3575,14.9227
13.674,21.6517,15.734,210.36,523.38,72.9696,18.2878,521.45,521.45,66.8503,13.674,19.8514,14.9227,544.32,4.5547,14.9227,84.6525,80.768,287.46,85.0875,11.2809,15.734,21.6517,10.2355,521.45,75.4759,401.25,77.5073,10.2355,11.1283,66.8503,67.2352,-13.8135,521.45,11.1283,9.493,81.96,72.9696,523.38,685.8125,75.4759,490.635,536.56,77.5073,82.335,210.36,14.9227,14.9227,173.6235,523.38,521.45,1003.05,492.65,401.25,19.8514,521.45,523.38,685.8,14.9227,493.65,0.2201,491.625,543.32,83.4525,307.9,210.36,14.9227,80.7705,4.366,521.45,210.36,67.2352,521.45,80.768,14.9227,11.2809,21.6517,173.614,13.674,18.2878,85.335,14.9227
13.686,21.6516,15.7343,210.36,523.41,72.9695,18.2851,521.45,521.45,66.8502,13.686,19.8512,14.9227,544.32,4.0594,14.9227,84.63,80.7617,287.19,85.0725,11.2809,15.7343,21.6517,10.2357,521.45,75.4759,401.25,77.5091,10.2357,11.1284,66.8502,67.2364,-13.8025,521.45,11.1284,9.493,81.9525,72.9695,523.41,685.8125,75.4759,490.635,536.56,77.5091,82.3725,210.36,14.9227,14.9227,173.6235,523.41,521.45,1003.05,492.65,401.25,19.8512,521.45,523.41,685.8,14.9227,493.65,0.2201,491.625,543.32,83.415,307.85,210.36,14.9227,80.768,4.366,521.45,210.36,67.2364,521.45,80.7617,14.9227,11.2809,21.6516,173.614,13.686,18.2851,85.32,14.9227
13.698,21.6666,15.7345,210.36,523.44,72.9694,18.2824,521.45,521.45,66.8501,13.698,19.8509,14.9227,544.32,4.5672,14.9227,84.585,80.7552,287.2575,85.0725,11.281,15.7345,21.6516,10.2359,521.45,75.4759,401.25,77.5093,10.2359,11.1285,66.8501,67.2377,-13.797,521.45,11.1285,9.492,81.9675,72.9694,523.44,685.8125,75.4759,490.635,536.56,77.5093,82.35,210.36,14.9227,14.9227,173.6235,523.44,521.45,1003.05,492.65,401.25,19.8509,521.45,523.44,685.8,14.9227,493.65,0.2201,491.67,543.32,83.4,307.85,210.36,14.9227,80.7617,4.367,521.45,210.36,67.2377,521.45,80.7552,14.9227,11.281,21.6666,173.628,13.698,18.2824,85.3425,14.9227
13.704,21.667,15.7348,210.36,523.44,72.9705,18.2798,521.45,521.45,66.85,13.704,19.8507,14.9227,544.36,4.0219,14.9227,84.555,80.7524,287.3025,85.08,11.281,15.7348,21.6668,10.2353,521.45,75.4759,401.2,77.5096,10.2353,11.1286,66.85,67.2389,-13.797,521.45,11.1286,9.492,81.975,72.9705,523.44,685.8125,75.4759,490.635,536.6,77.5096,82.3425,210.36,14.9227,14.9227,173.6235,523.44,521.45,1003.05,492.65,401.2,19.8507,521.45,523.44,685.8,14.9227,493.65,0.2202,491.67,543.36,83.4075,307.85,210.36,14.9227,80.7552,4.37,521.45,210.36,67.2389,521.45,80.7524,14.9227,11.281,21.667,173.628,13.704,18.2798,85.38,14.9227
13.716,21.6674,15.735,210.36,523.47,72.9706,18.2664,521.45,521.45,66.8499,13.716,19.8504,14.9227,544.4,3.8609,14.9227,84.585,80.7459,286.6725,85.065,11.2811,15.735,21.6672,10.2352,521.45,75.4759,401.2,77.5098,10.2352,11.1286,66.8499,67.2402,-13.797,521.45,11.1286,9.492,81.99,72.9706,523.47,685.8125,75.4759,490.68,536.6,77.5098,82.3275,210.36,14.9227,14.9227,173.6235,523.47,521.45,1003.05,492.65,401.2,19.8504,521.45,523.47,685.8,14.9227,493.65,0.2202,491.67,543.4,83.43,307.85,210.36,14.9227,80.7524,4.373,521.45,210.36,67.2402,521.45,80.7459,14.9227,11.2811,21.6674,173.628,13.716,18.2664,85.4025,14.9227
13.722,21.6528,15.7353,210.36,523.5,72.9707,18.2631,521.45,521.45,66.8498,13.722,19.8502,14.9227,544.4,3.9953,14.9227,84.6,80.7392,287.01,85.08,11.2811,15.7353,21.6676,10.2351,521.45,75.4759,401.15,77.5101,10.2351,11.1287,66.8498,67.2414,-13.7915,521.45,11.1287,9.492,81.9525,72.9707,523.5,685.8125,75.4759,490.68,536.6,77.5101,82.3575,210.36,14.9227,14.9227,173.6235,523.5,521.45,1003.05,492.65,401.15,19.8502,521.45,523.5,685.8,14.9227,493.65,0.2202,491.67,543.4,83.415,307.8,210.36,14.9227,80.7459,4.377,521.45,210.36,67.2414,521.45,80.7392,14.9227,11.2811,21.6528,173.628,13.722,18.2631,85.3875,14.9227
13.728,21.6527,15.733,210.36,523.53,72.9709,18.2598,521.45,521.45,66.8498,13.728,19.8499,14.9227,544.44,4.5672,14.9227,84.5925,80.7325,286.6275,85.125,11.2812,15.733,21.6527,10.235,521.45,75.4759,401.15,77.5103,10.235,11.1288,66.8498,67.2427,-13.7915,521.45,11.1288,9.491,81.9975,72.9709,523.53,685.8125,75.4759,490.68,536.6,77.5103,82.365,210.36,14.9227,14.9227,173.6235,523.53,521.45,1003.05,492.65,401.15,19.8499,521.45,523.53,685.8,14.9227,493.65,0.2203,491.67,543.44,83.4675,307.8,210.36,14.9227,80.7392,4.38,521.45,210.36,67.2427,521.45,80.7325,14.9227,11.2812,21.6527,173.628,13.728,18.2598,85.41,14.9227
13.728,21.6526,15.7323,210.36,523.53,72.9697,18.2564,521.45,521.45,66.8504,13.728,19.8497,14.9227,544.44,4.5625,14.9227,84.5775,80.7293,286.92,85.1025,11.2813,15.7323,21.6527,10.2349,521.45,75.4759,401.1,77.5083,10.2349,11.1289,66.8504,67.2439,-13.786,521.45,11.1289,9.491,81.96,72.9697,523.53,685.8125,75.4759,490.68,536.6,77.5083,82.32,210.36,14.9227,14.9227,173.6235,523.53,521.45,1003.05,492.65,401.1,19.8497,521.45,523.53,685.8,14.9227,493.65,0.2203,491.67,543.44,83.4225,307.75,210.36,14.9227,80.7325,4.384,521.45,210.36,67.2439,521.45,80.7293,14.9227,11.2813,21.6526,173.628,13.728,18.2564,85.425,14.9227
13.734,21.6526,15.7315,210.38,523.56,72.9696,18.2531,521.45,521.45,66.8506,13.734,19.8494,14.9141,544.48,4.5125,14.9141,84.5625,80.7224,286.785,85.125,11.2813,15.7315,21.6526,10.2349,521.45,75.4759,401.1,77.5078,10.2349,11.1289,66.8506,67.2452,-13.786,521.45,11.1289,9.491,81.9975,72.9696,523.56,685.8125,75.4759,490.68,536.6,77.5078,82.35,210.38,14.9141,14.9141,173.6235,523.56,521.45,1003.05,492.65,401.1,19.8494,521.45,523.56,685.8,14.9227,493.65,0.2203,491.67,543.48,83.4525,307.75,210.38,14.9227,80.7293,4.386,521.45,210.38,67.2452,521.45,80.7224,14.9141,11.2813,21.6526,173.628,13.734,18.2531,85.4025,14.9141
13.74,21.6675,15.7333,210.38,523.56,72.9695,18.2498,521.45,521.45,66.8508,13.74,19.8514,14.9138,544.48,4.2672,14.9138,84.5325,80.7191,286.785,85.11,11.2814,15.7333,21.6525,10.2348,521.45,75.4759,401.05,77.5073,10.2348,11.129,66.8508,67.2464,-13.7805,521.45,11.129,9.49,81.975,72.9695,523.56,685.8125,75.4759,490.68,536.6,77.5073,82.32,210.38,14.9138,14.9138,173.6235,523.56,521.45,1003.05,492.65,401.05,19.8514,521.45,523.56,685.8,14.9141,493.65,0.2204,491.67,543.48,83.4375,307.7,210.38,14.9141,80.7224,4.389,521.45,210.38,67.2464,521.45,80.7191,14.9138,11.2814,21.6675,173.628,13.74,18.2498,85.3575,14.9138
13.746,21.6679,15.7335,210.38,523.59,72.97,18.2464,521.45,521.45,66.8502,13.746,19.8512,14.9135,544.52,4.5563,14.9135,84.57,80.7121,287.325,85.065,11.2814,15.7335,21.6677,10.2354,521.45,75.4759,401.0,77.5083,10.2354,11.1291,66.8502,67.2477,-13.775,521.45,11.1291,9.49,81.9975,72.97,523.59,685.775,75.4759,490.68,536.6,77.5083,82.3425,210.38,14.9135,14.9135,173.6235,523.59,521.45,1003.05,492.65,401.0,19.8512,521.45,523.59,685.8,14.9138,493.65,0.2204,491.67,543.52,83.475,307.65,210.38,14.9138,80.7191,4.391,521.45,210.38,67.2477,521.45,80.7121,14.9135,11.2814,21.6679,173.628,13.746,18.2464,85.38,14.9135
13.746,21.6683,15.7338,210.38,523.62,72.97,18.2431,521.45,521.45,66.8501,13.746,19.8514,14.9219,544.52,4.1328,14.9219,84.555,80.7049,286.92,85.0575,11.2815,15.7338,21.6681,10.2356,521.45,75.4759,400.95,77.5083,10.2356,11.1292,66.8501,67.2489,-13.764,521.45,11.1292,9.49,82.005,72.97,523.62,685.775,75.4759,490.68,536.6,77.5083,82.3725,210.38,14.9219,14.9219,173.6235,523.62,521.45,1003.05,492.68,400.95,19.8514,521.45,523.62,685.8,14.9135,493.65,0.2204,491.67,543.52,83.445,307.65,210.38,14.9135,80.7121,4.392,521.45,210.38,67.2489,521.45,80.7049,14.9219,11.2815,21.6683,173.628,13.746,18.2431,85.425,14.9219
13.752,21.6688,15.734,210.38,523.62,72.97,18.2398,521.45,521.45,66.85,13.752,19.8502,14.9219,544.56,4.2859,14.9219,84.6,80.7014,287.235,85.0875,11.2815,15.734,21.6686,10.2358,521.45,75.4759,400.9,77.5083,10.2358,11.1293,66.85,67.2502,-13.7585,521.48,11.1293,9.49,81.99,72.97,523.62,685.775,75.4759,490.68,536.6,77.5083,82.395,210.38,14.9219,14.9219,173.61,523.62,521.45,1003.05,492.68,400.9,19.8502,521.45,523.62,685.8,14.9219,493.65,0.2204,491.67,543.56,83.4525,307.6,210.38,14.9219,80.7049,4.394,521.45,210.38,67.2502,521.48,80.7014,14.9219,11.2815,21.6688,173.6,13.752,18.2398,85.4175,14.9219
13.752,21.6541,15.7343,210.38,523.65,72.9694,18.2364,521.45,521.45,66.8499,13.752,19.8499,14.9219,544.56,4.0922,14.9219,84.555,80.6941,286.5825,85.065,11.2816,15.7343,21.669,10.2352,521.45,75.4759,400.9,77.5083,10.2352,11.1293,66.8499,67.2514,-13.753,521.48,11.1293,9.49,81.9675,72.9694,523.65,685.775,75.4759,490.68,536.6,77.5083,82.425,210.38,14.9219,14.9219,173.61,523.65,521.45,1003.05,492.68,400.9,19.8499,521.45,523.65,685.8,14.9219,493.65,0.2204,491.67,543.56,83.415,307.6,210.38,14.9219,80.7014,4.395,521.45,210.38,67.2514,521.48,80.6941,14.9219,11.2816,21.6541,173.6,13.752,18.2364,85.44,14.9219
13.752,21.6541,15.7345,210.38,523.65,72.9693,18.2331,521.45,521.485,66.8498,13.752,19.8497,14.9219,544.6,4.0734,14.9219,84.5775,80.6905,286.8525,85.035,11.2816,15.7345,21.6541,10.2351,521.485,75.4759,400.85,77.5083,10.2351,11.1294,66.8498,67.2527,-13.7585,521.48,11.1294,9.489,81.975,72.9693,523.65,685.775,75.4759,490.68,536.6,77.5083,82.3725,210.38,14.9219,14.9219,173.61,523.65,521.485,1003.05,492.68,400.85,19.8497,521.45,523.65,685.8,14.9219,493.65,0.2204,491.67,543.6,83.445,307.55,210.38,14.9219,80.6941,4.397,521.485,210.38,67.2527,521.48,80.6905,14.9219,11.2816,21.6541,173.6,13.752,18.2331,85.4025,14.9219
13.752,21.654,15.7348,210.4,523.68,72.9691,18.2298,521.45,521.485,66.8498,13.752,19.8509,14.9219,544.6,4.0094,14.9219,84.555,80.6831,287.0775,85.05,11.2817,15.7348,21.654,10.235,521.485,75.4759,400.8,77.5083,10.235,11.1295,66.8498,67.2539,-13.7585,521.48,11.1295,9.489,81.96,72.9691,523.68,685.775,75.4759,490.68,536.6,77.5083,82.35,210.4,14.9219,14.9219,173.61,523.68,521.485,1003.05,492.68,400.8,19.8509,521.45,523.68,685.76,14.9219,493.65,0.2204,491.67,543.6,83.43,307.55,210.4,14.9219,80.6905,4.398,521.485,210.4,67.2539,521.48,80.6831,14.9219,11.2817,21.654,173.6,13.752,18.2298,85.4025,14.9219
13.752,21.6689,15.735,210.4,523.68,72.9696,18.2264,521.45,521.485,66.8504,13.752,19.8512,14.9133,544.6,4.75,14.9133,84.54,80.6793,286.4925,85.08,11.2818,15.735,21.654,10.2349,521.485,75.4759,400.75,77.5083,10.2349,11.1296,66.8504,67.2552,-13.7585,521.48,11.1296,9.489,82.005,72.9696,523.68,685.775,75.4759,490.68,536.6,77.5083,82.35,210.4,14.9133,14.9133,173.61,523.68,521.485,1003.05,492.68,400.75,19.8512,521.45,523.68,685.76,14.9219,493.65,0.2204,491.67,543.6,83.4375,307.5,210.4,14.9219,80.6831,4.398,521.485,210.4,67.2552,521.48,80.6793,14.9133,11.2818,21.6689,173.6,13.752,18.2264,85.41,14.9133
13.746,21.6694,15.7353,210.4,523.68,72.9696,18.2231,521.45,521.485,66.8506,13.746,19.8499,14.913,544.6,4.0359,14.913,84.5625,80.6756,287.055,85.0875,11.2818,15.7353,21.6692,10.2349,521.485,75.4759,400.75,77.5083,10.2349,11.1296,66.8506,67.2564,-13.7585,521.48,11.1296,9.489,82.0425,72.9696,523.68,685.775,75.4759,490.68,536.6,77.5083,82.35,210.4,14.913,14.913,173.61,523.68,521.485,1003.05,492.68,400.75,19.8499,521.45,523.68,685.76,14.9133,493.65,0.2204,491.67,543.6,83.475,307.5,210.4,14.9133,80.6793,4.399,521.485,210.4,67.2564,521.48,80.6756,14.913,11.2818,21.6694,173.6,13.746,18.2231,85.44,14.913
13.746,21.6698,15.733,210.4,523.68,72.9696,18.2198,521.45,521.485,66.85,13.746,19.8497,14.9213,544.64,4.4281,14.9213,84.6,80.6718,287.2125,85.1025,11.2819,15.733,21.6696,10.2355,521.485,75.4759,400.7,77.5083,10.2355,11.1297,66.85,67.2577,-13.753,521.48,11.1297,9.489,82.0725,72.9696,523.68,685.775,75.4759,490.68,536.6,77.5083,82.365,210.4,14.9213,14.9213,173.61,523.68,521.485,1003.05,492.68,400.7,19.8497,521.45,523.68,685.76,14.913,493.65,0.2204,491.67,543.64,83.5125,307.45,210.4,14.913,80.6756,4.399,521.485,210.4,67.2577,521.48,80.6718,14.9213,11.2819,21.6698,173.6,13.746,18.2198,85.4025,14.9213
13.746,21.6552,15.7323,210.4,523.68,72.9696,18.2164,521.5,521.485,66.8499,13.746,19.8494,14.9213,544.64,4.8,14.9213,84.555,80.6681,286.8075,85.095,11.2819,15.7323,21.67,10.2357,521.485,75.4759,400.7,77.5083,10.2357,11.1298,66.8499,67.2589,-13.7475,521.48,11.1298,9.489,82.05,72.9696,523.68,685.775,75.4759,490.68,536.6,77.5083,82.3875,210.4,14.9213,14.9213,173.5965,523.68,521.485,1003.05,492.68,400.7,19.8494,521.5,523.68,685.76,14.9213,493.695,0.2204,491.67,543.64,83.535,307.45,210.4,14.9213,80.6718,4.399,521.485,210.4,67.2589,521.48,80.6681,14.9213,11.2819,21.6552,173.6,13.746,18.2164,85.38,14.9213
13.734,21.6551,15.734,210.4,523.68,72.9696,18.2131,521.5,521.485,66.8498,13.734,19.8514,14.9213,544.64,4.5266,14.9213,84.5475,80.6643,287.235,85.14,11.282,15.734,21.6551,10.2359,521.485,75.4759,400.65,77.5083,10.2359,11.1299,66.8498,67.2602,-13.7475,521.48,11.1299,9.489,82.005,72.9696,523.68,685.775,75.4759,490.68,536.6,77.5083,82.41,210.4,14.9213,14.9213,173.5965,523.68,521.485,1003.05,492.68,400.65,19.8514,521.5,523.68,685.76,14.9213,493.695,0.2204,491.67,543.64,83.49,307.4,210.4,14.9213,80.6681,4.398,521.485,210.4,67.2602,521.48,80.6643,14.9213,11.282,21.6551,173.6,13.734,18.2131,85.41,14.9213
13.728,21.655,15.7343,210.4,523.68,72.9696,18.2097,521.5,521.485,66.8498,13.728,19.8519,14.9213,544.64,4.6797,14.9213,84.54,80.6605,287.0775,85.1475,11.282,15.7343,21.655,10.2353,521.485,75.4759,400.6,77.5083,10.2353,11.13,66.8498,67.2614,-13.7585,521.48,11.13,9.489,82.0275,72.9696,523.68,685.775,75.4759,490.68,536.6,77.5083,82.4475,210.4,14.9213,14.9213,173.5965,523.68,521.485,1003.05,492.68,400.6,19.8519,521.5,523.68,685.76,14.9213,493.695,0.2204,491.715,543.64,83.46,307.4,210.4,14.9213,80.6643,4.398,521.485,210.4,67.2614,521.48,80.6605,14.9213,11.282,21.655,173.6,13.728,18.2097,85.44,14.9213
13.716,21.6549,15.7345,210.42,523.68,72.9696,18.2064,521.5,521.485,66.8497,13.716,19.8502,14.9213,544.6,4.2156,14.9213,84.5325,80.6568,287.1675,85.11,11.2821,15.7345,21.655,10.2352,521.485,75.4759,400.6,77.5083,10.2352,11.13,66.8497,67.2627,-13.764,521.51,11.13,9.489,82.005,72.9696,523.68,685.775,75.4759,490.725,536.6,77.5083,82.3875,210.42,14.9213,14.9213,173.5965,523.68,521.485,1003.05,492.71,400.6,19.8502,521.5,523.68,685.76,14.9213,493.695,0.2204,491.715,543.64,83.4975,307.35,210.42,14.9213,80.6605,4.397,521.485,210.42,67.2627,521.51,80.6568,14.9213,11.2821,21.6549,173.6,13.716,18.2064,85.3875,14.9213
13.704,21.6549,15.7348,210.42,523.65,72.9696,18.2031,521.5,521.485,66.8503,13.704,19.8499,14.9127,544.6,4.0125,14.9127,84.495,80.6568,286.65,85.1025,11.2821,15.7348,21.6549,10.2351,521.485,75.4759,400.55,77.5083,10.2351,11.1301,66.8503,67.3146,-13.775,521.51,11.1301,9.489,82.035,72.9696,523.65,685.775,75.4759,490.725,536.6,77.5083,82.365,210.42,14.9127,14.9127,173.5965,523.65,521.485,1003.05,492.71,400.55,19.8499,521.5,523.65,685.76,14.9213,493.695,0.2204,491.715,543.6,83.52,307.35,210.42,14.9213,80.6568,4.396,521.485,210.42,67.3146,521.51,80.6568,14.9127,11.2821,21.6549,173.6,13.704,18.2031,85.38,14.9127
13.692,21.6548,15.735,210.42,523.62,72.9696,18.1997,521.5,521.485,66.8505,13.692,19.8497,14.9124,544.6,4.275,14.9124,84.54,80.6569,286.9425,85.1025,11.2822,15.735,21.6548,10.235,521.485,75.4759,400.5,77.5083,10.235,11.1271,66.8505,67.3165,-13.7805,521.51,11.1271,9.489,82.0125,72.9696,523.62,685.775,75.4759,490.725,536.6,77.5083,82.38,210.42,14.9124,14.9124,173.583,523.62,521.485,1003.05,492.71,400.5,19.8497,521.5,523.62,685.76,14.9127,493.695,0.2204,491.715,543.6,83.55,307.3,210.42,14.9127,80.6568,4.394,521.485,210.42,67.3165,521.51,80.6569,14.9124,11.2822,21.6548,173.572,13.692,18.1997,85.335,14.9124
13.68,21.6697,15.7353,210.42,523.62,72.9703,18.1964,521.5,521.485,66.8507,13.68,19.8494,14.9122,544.56,4.0797,14.9122,84.5775,80.6534,286.785,85.0725,11.2823,15.7353,21.6547,10.2349,521.485,75.4759,400.5,77.5091,10.2349,11.1259,66.8507,67.3183,-13.786,521.51,11.1259,9.49,82.02,72.9703,523.62,685.775,75.4759,490.725,536.6,77.5091,82.3425,210.42,14.9122,14.9122,173.583,523.62,521.485,1003.05,492.71,400.5,19.8494,521.5,523.62,685.76,14.9124,493.695,0.2203,491.715,543.56,83.58,307.3,210.42,14.9124,80.6569,4.392,521.485,210.42,67.3183,521.51,80.6534,14.9122,11.2823,21.6697,173.572,13.68,18.1964,85.305,14.9122
13.668,21.6702,15.733,210.42,523.59,72.9704,18.1824,521.5,521.52,66.8508,13.668,19.8514,14.9119,544.56,3.8516,14.9119,84.585,80.6536,286.965,85.0575,11.2823,15.733,21.6699,10.2349,521.52,75.4759,400.45,77.5093,10.2349,11.1279,66.8508,67.3202,-13.7915,521.51,11.1279,9.49,81.975,72.9704,523.59,685.775,75.4759,490.725,536.6,77.5093,82.3425,210.42,14.9119,14.9119,173.583,523.59,521.52,1003.05,492.71,400.45,19.8514,521.5,523.59,685.76,14.9122,493.695,0.2203,491.715,543.56,83.5875,307.25,210.42,14.9122,80.6534,4.389,521.52,210.42,67.3202,521.51,80.6536,14.9119,11.2823,21.6702,173.572,13.668,18.1824,85.2825,14.9119
13.662,21.6706,15.7323,210.42,523.56,72.9705,18.1784,521.5,521.52,66.8503,13.662,19.8519,14.9202,544.52,4.5312,14.9202,84.5925,80.654,286.515,85.035,11.2824,15.7323,21.6704,10.2348,521.52,75.4759,400.4,77.5096,10.2348,11.1279,66.8503,67.3221,-13.7915,521.51,11.1279,9.49,81.945,72.9705,523.56,685.7375,75.4759,490.725,536.64,77.5096,82.3575,210.42,14.9202,14.9202,173.583,523.56,521.52,1003.05,492.71,400.4,19.8519,521.5,523.56,685.76,14.9119,493.695,0.2203,491.715,543.52,83.6175,307.25,210.42,14.9119,80.6536,4.386,521.52,210.42,67.3221,521.51,80.654,14.9202,11.2824,21.6706,173.572,13.662,18.1784,85.335,14.9202
13.668,21.671,15.734,210.42,523.53,72.9706,18.1744,521.5,521.52,66.8502,13.668,19.8502,14.9202,544.48,4.0938,14.9202,84.5475,80.6545,287.1,84.9975,11.2824,15.734,21.6708,10.2347,521.52,75.4759,400.4,77.5098,10.2347,11.128,66.8502,67.2733,-13.7915,521.51,11.128,9.49,81.99,72.9706,523.53,685.7375,75.4759,490.725,536.64,77.5098,82.4025,210.42,14.9202,14.9202,173.583,523.53,521.52,1003.05,492.71,400.4,19.8502,521.5,523.53,685.76,14.9202,493.695,0.2202,491.715,543.48,83.595,307.2,210.42,14.9202,80.654,4.382,521.52,210.42,67.2733,521.51,80.6545,14.9202,11.2824,21.671,173.572,13.668,18.1744,85.35,14.9202
13.674,21.6714,15.7343,210.44,523.53,72.9695,18.1704,521.5,521.52,66.8501,13.674,19.8499,14.9202,544.48,4.0625,14.9202,84.555,80.6513,287.46,84.9975,11.2825,15.7343,21.6712,10.2354,521.52,75.4759,400.35,77.5101,10.2354,11.1281,66.8501,67.2746,-13.786,521.51,11.1281,9.49,82.005,72.9695,523.53,685.7375,75.4759,490.725,536.64,77.5101,82.41,210.44,14.9202,14.9202,173.583,523.53,521.52,1003.05,492.71,400.35,19.8499,521.5,523.53,685.76,14.9202,493.695,0.2202,491.715,543.48,83.625,307.2,210.44,14.9202,80.6545,4.378,521.52,210.44,67.2746,521.51,80.6513,14.9202,11.2825,21.6714,173.572,13.674,18.1704,85.365,14.9202
13.68,21.6568,15.7345,210.44,523.5,72.9694,18.1664,521.5,521.52,66.85,13.68,19.8497,14.9202,544.44,4.4797,14.9202,84.6,80.6519,286.8075,84.975,11.2825,15.7345,21.6716,10.2355,521.52,75.4759,400.3,77.5103,10.2355,11.1282,66.85,67.2758,-13.786,521.51,11.1282,9.49,82.0275,72.9694,523.5,685.7375,75.4759,490.725,536.64,77.5103,82.3575,210.44,14.9202,14.9202,173.583,523.5,521.52,1003.05,492.71,400.3,19.8497,521.5,523.5,685.76,14.9202,493.695,0.2201,491.715,543.44,83.655,307.15,210.44,14.9202,80.6513,4.374,521.52,210.44,67.2758,521.51,80.6519,14.9202,11.2825,21.6568,173.572,13.68,18.1664,85.3425,14.9202
13.68,21.6567,15.7348,210.44,523.5,72.9693,18.1624,521.5,521.52,66.8499,13.68,19.8494,14.9202,544.44,4.7516,14.9202,84.585,80.6489,286.9425,84.9675,11.2826,15.7348,21.6567,10.2357,521.52,75.4759,400.25,77.5106,10.2357,11.1282,66.8499,67.2771,-13.7915,521.51,11.1282,9.49,82.05,72.9693,523.5,685.7375,75.4759,490.725,536.64,77.5106,82.3125,210.44,14.9202,14.9202,173.583,523.5,521.52,1003.05,492.71,400.25,19.8494,521.5,523.5,685.76,14.9202,493.695,0.2201,491.715,543.44,83.595,307.1,210.44,14.9202,80.6519,4.371,521.52,210.44,67.2771,521.51,80.6489,14.9202,11.2826,21.6567,173.572,13.68,18.1624,85.29,14.9202
