LRCA1101.MV,LRCA1101.PV,PDR1103.PV,PDR1106.PV,PDR1401.PV,PDRCA1109.PV,PDRSA1104.PV,PIC1101A.PV,PI_1132A.PV,PI_1180.PV,PR1102A.PV,TI1105A.PV,TIA2872.PV,TIA2873.PV,TIA2874.PV,TIA2875.PV,TIA2876.PV,TIA2877.PV,TIC_1101.MV,TIC_1101.PV,TIC_1155.MV,TIC_1101.SV,TI_1145.PV
72.1544,32.99,9.614,4.117,12.308,45.186,25.1705,14.9072,0.1778,0.2099,0.1987,538.92,84.51,85.08,85.26,82.2975,83.4525,81.93,43.0339,519.18,20.3424,520,488.93
72.1532,32.99,9.611,4.112,12.307,45.366,25.2145,14.9072,0.1777,0.2099,0.1987,538.92,84.5475,85.0875,85.2375,82.2975,83.4375,81.93,43.041,519.15,20.3423,520,488.93
72.1519,32.99,9.611,4.111,12.305,45.366,25.2475,14.9072,0.1779,0.2099,0.1987,538.92,84.585,85.0875,85.2675,82.2525,83.4075,81.915,43.0407,519.18,20.3422,520,488.93
72.1507,32.99,9.611,4.12,12.305,45.306,25.2365,14.9072,0.178,0.2099,0.1988,538.96,84.6225,85.0575,85.2375,82.29,83.4,81.915,43.0403,519.21,20.3421,520,488.93
72.1494,32.99,9.611,4.128,12.305,45.264,25.2145,14.9072,0.178,0.21,0.1988,539,84.6375,85.095,85.26,82.2675,83.4225,81.945,43.0397,519.24,20.342,520,488.93
72.0976,32.985,9.612,4.129,12.305,45.228,25.187,14.9072,0.1781,0.2102,0.1989,539,84.6825,85.065,85.215,82.2525,83.4525,81.9525,43.0428,519.24,20.342,520,488.9
72.0957,32.985,9.614,4.129,12.305,45.126,25.1485,14.9072,0.1781,0.2102,0.199,539,84.7125,85.1025,85.2525,82.2975,83.445,81.9975,43.0496,519.21,20.3419,520,488.9
72.0938,32.985,9.617,4.127,12.305,44.988,25.088,14.9072,0.1781,0.2103,0.1991,538.96,84.7425,85.14,85.2375,82.2675,83.415,81.9825,43.0565,519.18,20.3418,520,488.9
72.092,32.985,9.62,4.121,12.304,44.856,25.022,14.9072,0.1776,0.21,0.1988,538.92,84.735,85.1175,85.2675,82.29,83.4525,81.9975,43.0598,519.18,20.3417,520,488.9
72.0901,32.985,9.616,4.091,12.304,45.21,25.0935,14.9072,0.1772,0.2098,0.1985,538.96,84.75,85.095,85.2375,82.335,83.475,82.0425,43.0594,519.21,20.3417,520,488.9
72.0882,32.985,9.612,4.065,12.304,45.474,25.209,14.9072,0.1772,0.2096,0.1984,539,84.735,85.0875,85.2225,82.3425,83.445,82.05,43.0588,519.24,20.3416,520,488.9
72.0357,32.98,9.608,4.075,12.304,45.588,25.308,14.9072,0.1776,0.2094,0.1982,539.08,84.705,85.125,85.2375,82.335,83.4225,82.0425,43.0544,519.3,20.3415,520,488.9
72.0332,32.98,9.603,4.106,12.304,45.738,25.3905,14.9072,0.1778,0.2093,0.1981,539.16,84.6975,85.08,85.2225,82.305,83.4675,82.065,43.0459,519.39,20.3414,520,488.9
72.0307,32.98,9.599,4.137,12.304,45.882,25.473,14.9072,0.1781,0.2092,0.1979,539.32,84.6825,85.05,85.2225,82.32,83.43,82.0275,43.0296,519.54,20.3414,520,488.87
72.0282,32.98,9.595,4.159,12.303,46.038,25.55,14.9072,0.1782,0.209,0.1979,539.4,84.63,85.005,85.26,82.275,83.4675,82.0725,43.0202,519.63,20.3413,520,488.87
72.0257,32.98,9.591,4.176,12.303,46.134,25.627,14.9072,0.1783,0.2089,0.1977,539.56,84.585,84.9825,85.2225,82.305,83.475,82.035,43.0067,519.75,20.3412,520,488.87
72.0738,32.985,9.586,4.188,12.303,46.248,25.6875,14.9072,0.1784,0.209,0.1976,539.68,84.5625,85.02,85.2225,82.2675,83.52,82.0425,42.9927,519.87,20.3411,520,488.87
72.0719,32.985,9.582,4.197,12.303,46.332,25.7535,14.9072,0.1784,0.209,0.1976,539.72,84.5625,85.035,85.26,82.275,83.4975,82.0725,42.9857,519.93,20.3411,520,488.87
72.0701,32.985,9.58,4.209,12.303,46.326,25.7975,14.8985,0.1786,0.209,0.1977,539.76,84.57,85.0875,85.23,82.29,83.475,82.0425,42.9822,519.96,20.341,520,488.87
72.1188,32.99,9.578,4.22,12.302,46.26,25.803,14.8983,0.1786,0.209,0.1978,539.84,84.5325,85.095,85.2525,82.2975,83.4675,81.99,42.9748,520.02,20.3409,520,488.87
72.1175,32.99,9.577,4.224,12.302,46.212,25.7865,14.898,0.1786,0.209,0.1979,539.88,84.495,85.065,85.26,82.275,83.475,82.0125,42.9672,520.08,20.3408,520,488.87
72.1163,32.99,9.578,4.221,12.3,46.128,25.77,14.9063,0.1786,0.2092,0.1979,539.92,84.495,85.095,85.26,82.275,83.5125,82.0425,42.9632,520.11,20.3407,520,488.87
72.115,32.99,9.579,4.213,12.3,46.026,25.726,14.9063,0.1785,0.2094,0.1981,539.88,84.54,85.125,85.3125,82.29,83.4825,81.99,42.9665,520.08,20.3407,520,488.87
72.1644,32.995,9.581,4.205,12.3,45.888,25.671,14.9063,0.1785,0.2095,0.1982,539.88,84.5175,85.1475,85.3125,82.3275,83.4975,81.96,42.9661,520.08,20.3406,520,488.87
72.1638,32.995,9.584,4.195,12.302,45.72,25.5885,14.8977,0.1784,0.2097,0.1985,539.84,84.5775,85.1775,85.3125,82.335,83.505,81.9525,42.9696,520.05,20.3405,520,488.87
72.1632,32.995,9.589,4.185,12.302,45.48,25.473,14.8974,0.1784,0.21,0.1988,539.8,84.615,85.2075,85.2825,82.3125,83.5125,81.96,42.9769,519.99,20.3404,520,488.87
72.1625,32.995,9.595,4.171,12.302,45.216,25.341,14.8972,0.1783,0.2102,0.1991,539.68,84.6,85.2,85.275,82.3125,83.49,81.99,42.9882,519.9,20.3404,520,488.87
72.1619,32.995,9.602,4.153,12.299,44.916,25.198,14.8969,0.1781,0.2105,0.1993,539.56,84.5625,85.1775,85.32,82.3125,83.5275,81.945,43.0036,519.78,20.3403,520,488.87
72.1613,32.995,9.609,4.125,12.3,44.718,25.066,14.9052,0.1777,0.2105,0.1993,539.44,84.555,85.185,85.3275,82.3575,83.4825,81.915,43.0196,519.66,20.3402,520,488.87
72.1607,32.995,9.614,4.087,12.3,44.67,24.989,14.9052,0.1771,0.2103,0.1991,539.36,84.5625,85.1775,85.335,82.3725,83.4825,81.9,43.0322,519.57,20.3401,520,488.87
72.1094,32.99,9.614,4.045,12.3,44.886,25.022,14.9052,0.1768,0.2102,0.199,539.24,84.57,85.1775,85.3275,82.4025,83.4525,81.8625,43.0452,519.48,20.3401,520,488.87
72.1082,32.99,9.614,4.025,12.302,45.024,25.077,14.9052,0.1769,0.21,0.1988,539.2,84.5475,85.125,85.2975,82.4175,83.475,81.84,43.0548,519.42,20.34,520,488.87
72.0563,32.985,9.612,4.037,12.302,45.144,25.132,14.9052,0.1769,0.2096,0.1983,539.24,84.54,85.14,85.3275,82.365,83.46,81.8775,43.0534,519.45,20.3399,520,488.87
72.0544,32.985,9.604,4.051,12.302,45.678,25.319,14.9052,0.177,0.2093,0.1981,539.24,84.5025,85.11,85.3125,82.335,83.415,81.93,43.0519,519.48,20.3398,520,488.87
72.0526,32.985,9.598,4.078,12.302,45.942,25.495,14.9052,0.1775,0.2091,0.1978,539.32,84.5025,85.065,85.2825,82.3125,83.4525,81.96,43.0465,519.54,20.3398,520,488.87
72.0507,32.985,9.59,4.122,12.302,46.176,25.649,14.9052,0.1779,0.2089,0.1976,539.4,84.4725,85.035,85.2975,82.305,83.49,81.96,43.0408,519.6,20.3397,520,488.87
72.0488,32.985,9.585,4.166,12.302,46.338,25.77,14.9052,0.1783,0.2087,0.1975,539.52,84.5325,85.08,85.26,82.2825,83.4375,81.9525,43.0274,519.72,20.3396,520,488.87
72.0469,32.985,9.579,4.199,12.302,46.47,25.8525,14.9052,0.1785,0.2086,0.1974,539.68,84.57,85.1025,85.2825,82.245,83.43,81.945,43.0097,519.87,20.3395,520,488.87
72.045,32.985,9.574,4.22,12.302,46.578,25.913,14.9052,0.1786,0.2086,0.1973,539.84,84.525,85.14,85.275,82.23,83.445,81.9,42.9877,520.05,20.3395,520,488.87
72.0938,32.99,9.57,4.231,12.302,46.662,25.9625,14.9052,0.1786,0.2086,0.1973,539.96,84.5325,85.1625,85.26,82.245,83.46,81.87,42.9725,520.17,20.3394,520,488.87
72.0925,32.99,9.568,4.241,12.302,46.686,26.001,14.9052,0.1788,0.2086,0.1973,540.04,84.5625,85.1775,85.29,82.275,83.4525,81.855,42.9605,520.26,20.3393,520,488.87
72.1419,32.995,9.566,4.251,12.302,46.632,26.0175,14.9052,0.1788,0.2087,0.1974,540.16,84.615,85.2075,85.2375,82.305,83.4675,81.915,42.952,520.32,20.3392,520,488.87
72.1413,32.995,9.565,4.257,12.302,46.554,26.001,14.8966,0.1789,0.2087,0.1975,540.2,84.6225,85.2,85.275,82.3575,83.49,81.9075,42.9432,520.38,20.3391,520,488.87
72.1913,33,9.566,4.256,12.302,46.428,25.968,14.8963,0.1788,0.2088,0.1976,540.28,84.6075,85.23,85.29,82.3875,83.4525,81.9525,42.9341,520.44,20.3391,520,488.87
72.1913,33,9.566,4.247,12.302,46.326,25.913,14.896,0.1787,0.2089,0.1978,540.32,84.585,85.2525,85.2825,82.4175,83.4675,81.915,42.9248,520.5,20.339,520,488.87
72.1913,33,9.568,4.233,12.299,46.212,25.869,14.9044,0.1785,0.2091,0.1979,540.36,84.6,85.2375,85.29,82.4325,83.43,81.9225,42.919,520.53,20.3389,520,488.87
72.2419,33.005,9.571,4.217,12.3,46.11,25.8085,14.9044,0.1784,0.2092,0.198,540.32,84.615,85.1775,85.3125,82.44,83.3925,81.9075,42.9207,520.5,20.3388,520,488.87
72.2425,33.005,9.574,4.204,12.3,45.948,25.748,14.9044,0.1784,0.2094,0.1982,540.28,84.645,85.1775,85.3125,82.425,83.385,81.915,42.9224,520.47,20.3388,520,488.87
72.2432,33.005,9.578,4.191,12.301,45.792,25.66,14.9044,0.1783,0.2096,0.1984,540.24,84.5925,85.1475,85.26,82.41,83.43,81.915,42.9243,520.44,20.3387,520,488.87
72.2438,33.005,9.582,4.177,12.301,45.612,25.561,14.9044,0.1782,0.2098,0.1986,540.2,84.6,85.1775,85.2375,82.4325,83.415,81.945,42.93,520.38,20.3386,520,488.87
72.2444,33.005,9.588,4.163,12.301,45.384,25.4455,14.9044,0.1782,0.2101,0.1989,540.08,84.6225,85.1775,85.2675,82.4325,83.445,81.9825,42.9435,520.26,20.3385,520,488.9
72.245,33.005,9.595,4.149,12.301,45.102,25.308,14.9044,0.1781,0.2103,0.1991,539.96,84.645,85.215,85.305,82.44,83.475,82.0125,42.9575,520.14,20.3535,520,488.9
72.2457,33.005,9.602,4.13,12.301,44.868,25.1705,14.9044,0.1777,0.2102,0.1991,539.8,84.66,85.1625,85.2675,82.4325,83.49,81.99,42.9719,520.02,20.3539,520,488.9
72.1957,33,9.607,4.096,12.301,44.856,25.099,14.9044,0.1768,0.2098,0.1985,539.72,84.69,85.2075,85.2525,82.4625,83.445,81.9525,42.9831,519.93,20.3543,520,488.9
72.1957,33,9.601,4.04,12.301,45.468,25.2585,14.9044,0.1763,0.2094,0.1982,539.68,84.6375,85.1925,85.2225,82.4625,83.43,81.96,42.9909,519.87,20.3547,520,488.9
72.145,32.995,9.595,4.015,12.302,45.834,25.4565,14.9044,0.1766,0.2093,0.198,539.68,84.63,85.2,85.1925,82.44,83.4075,81.93,42.9877,519.9,20.3552,520,488.9
72.1444,32.995,9.589,4.05,12.302,46.044,25.616,14.9044,0.1773,0.2091,0.1978,539.68,84.645,85.1775,85.215,82.44,83.4525,81.9225,42.9881,519.9,20.3556,520,488.9
72.1438,32.995,9.584,4.114,12.302,46.188,25.7315,14.9044,0.1779,0.209,0.1977,539.68,84.66,85.125,85.1925,82.38,83.505,81.93,42.9885,519.9,20.341,520,488.9
72.1432,32.995,9.58,4.17,12.302,46.284,25.814,14.9044,0.1784,0.209,0.1977,539.76,84.69,85.11,85.1925,82.365,83.4675,81.915,42.9814,519.96,20.3409,520,488.9
72.1425,32.995,9.577,4.204,12.302,46.344,25.858,14.9044,0.1785,0.2089,0.1976,539.84,84.6525,85.155,85.215,82.395,83.43,81.9675,42.974,520.02,20.3408,520,488.9
72.1925,33,9.575,4.218,12.302,46.35,25.8745,14.9044,0.1786,0.2089,0.1977,539.92,84.6075,85.155,85.1775,82.4325,83.4375,81.93,42.9627,520.11,20.3407,520,488.9
72.1925,33,9.574,4.222,12.303,46.332,25.869,14.9044,0.1786,0.2089,0.1977,539.96,84.5925,85.1625,85.1775,82.41,83.4,81.96,42.9547,520.17,20.3407,520,488.9
72.1925,33,9.574,4.221,12.303,46.266,25.847,14.9044,0.1785,0.209,0.1978,540.04,84.555,85.17,85.2225,82.38,83.4525,81.975,42.9465,520.23,20.3406,520,488.9
72.1925,33,9.575,4.217,12.303,46.206,25.814,14.913,0.1785,0.2092,0.1979,540.04,84.6,85.1175,85.2075,82.4175,83.46,81.945,42.9456,520.23,20.3405,520,488.9
72.2432,33.005,9.577,4.212,12.303,46.08,25.7755,14.9133,0.1785,0.2094,0.1981,540.04,84.615,85.1625,85.2525,82.4025,83.4375,81.93,42.9447,520.23,20.3404,520,488.9
72.2438,33.005,9.579,4.206,12.303,45.936,25.7095,14.9049,0.1785,0.2094,0.1983,540,84.66,85.1325,85.29,82.41,83.4825,81.9375,42.9512,520.17,20.3403,520,488.9
72.2444,33.005,9.579,4.206,12.303,45.744,25.7095,14.9049,0.1785,0.2094,0.1983,540,84.66,85.1325,85.29,82.41,83.4825,81.9375,42.9468,520.2,20.3403,520,488.9
72.245,33.005,9.579,4.206,12.303,45.744,25.7095,14.9049,0.1785,0.2094,0.1983,540,84.66,85.1325,85.29,82.41,83.4825,81.9375,42.946,520.2,20.3402,520,488.9
72.2457,33.005,9.579,4.206,12.303,45.744,25.7095,14.9049,0.1785,0.2094,0.1983,540,84.66,85.1325,85.29,82.41,83.4825,81.9375,42.9452,520.2,20.3401,520,488.9
72.2463,33.005,9.583,4.198,12.305,45.744,25.6215,14.9049,0.1784,0.2096,0.1984,540,84.675,85.1175,85.29,82.425,83.49,81.9,42.9444,520.2,20.34,520,488.9
72.2469,33.005,9.586,4.183,12.304,45.594,25.517,14.9049,0.1783,0.2098,0.1986,539.96,84.66,85.14,85.335,82.455,83.46,81.915,42.9511,520.14,20.34,520,488.9
72.2476,33.005,9.592,4.167,12.302,45.366,25.418,14.9049,0.1782,0.2102,0.1988,539.88,84.6375,85.125,85.29,82.4175,83.4825,81.945,42.958,520.08,20.3399,520,488.9
72.2482,33.005,9.598,4.149,12.302,45.15,25.3025,14.9049,0.1781,0.2104,0.1992,539.76,84.63,85.1775,85.3125,82.41,83.52,81.9975,42.9727,519.96,20.3398,520,488.9
72.2488,33.005,9.606,4.133,12.303,44.844,25.1595,14.9049,0.178,0.2107,0.1994,539.6,84.5925,85.185,85.3425,82.3875,83.535,81.9825,42.9917,519.81,20.3397,520,488.9
72.2494,33.005,9.613,4.112,12.303,44.568,25.0055,14.9049,0.1778,0.211,0.1997,539.4,84.6225,85.185,85.35,82.3575,83.4825,81.9525,43.015,519.63,20.3397,520,488.9
72.1994,33,9.622,4.087,12.303,44.274,24.846,14.9049,0.1773,0.2107,0.1996,539.2,84.615,85.155,85.3275,82.32,83.49,81.9825,43.039,519.45,20.3546,520,488.9
72.1994,33,9.625,4.043,12.303,44.406,24.8075,14.9049,0.1762,0.2098,0.1987,539.12,84.5925,85.11,85.305,82.3275,83.535,81.9675,43.0525,519.36,20.355,520,488.9
72.1488,32.995,9.615,3.974,12.303,45.342,25.077,14.9136,0.1755,0.2092,0.1979,539.16,84.615,85.11,85.275,82.3275,83.5725,81.93,43.0514,519.39,20.3554,520,488.9
72.0975,32.99,9.601,3.948,12.303,46.08,25.4345,14.9138,0.1758,0.2086,0.1973,539.28,84.6075,85.1325,85.2825,82.29,83.565,81.9375,43.0426,519.48,20.3559,520,488.87
72.0963,32.99,9.586,4.003,12.303,46.722,25.8085,14.9141,0.1767,0.208,0.1967,539.44,84.585,85.1325,85.2375,82.2525,83.5725,81.96,43.0221,519.66,20.3412,520,488.87
72.095,32.99,9.57,4.103,12.305,47.28,26.144,14.9058,0.1777,0.2077,0.1963,539.64,84.57,85.1025,85.2,82.245,83.5275,81.9825,42.9972,519.87,20.3412,520,488.87
72.0938,32.99,9.556,4.2,12.305,47.712,26.43,14.9058,0.1785,0.2073,0.196,539.88,84.6075,85.0725,85.23,82.26,83.5425,82.005,42.9714,520.08,20.3411,520,488.87
72.1432,32.995,9.543,4.276,12.305,47.988,26.6445,14.9058,0.179,0.207,0.1958,540.16,84.6525,85.095,85.2825,82.215,83.535,82.05,42.9373,520.35,20.341,520,488.87
72.1425,32.995,9.533,4.329,12.304,48.162,26.7875,14.9058,0.1794,0.207,0.1958,540.44,84.66,85.1025,85.26,82.2225,83.49,82.005,42.902,520.62,20.3409,520,488.87
72.1925,33,9.526,4.363,12.304,48.216,26.8645,14.9058,0.1796,0.2071,0.1958,540.64,84.645,85.155,85.3125,82.23,83.4375,81.99,42.8732,520.83,20.3409,520,488.87
72.2432,33.005,9.521,4.386,12.303,48.162,26.9085,14.9058,0.1798,0.2072,0.196,540.84,84.63,85.1475,85.3275,82.215,83.43,81.96,42.8473,521.01,20.3408,520,488.9
72.2944,33.01,9.518,4.401,12.303,48.018,26.8975,14.9058,0.1799,0.2074,0.1961,541.04,84.615,85.1175,85.305,82.23,83.445,81.9675,42.8207,521.19,20.3407,520,488.9
72.3463,33.015,9.517,4.403,12.303,47.838,26.8425,14.9058,0.1799,0.2076,0.1964,541.16,84.6,85.125,85.3575,82.2,83.445,81.9825,42.8008,521.31,20.3406,520,488.9
72.3988,33.02,9.519,4.395,12.303,47.58,26.749,14.9058,0.1798,0.2079,0.1967,541.24,84.5625,85.14,85.3275,82.2075,83.4225,81.99,42.7843,521.4,20.3406,520,488.9
72.4519,33.025,9.523,4.378,12.302,47.292,26.6225,14.9058,0.1797,0.2083,0.197,541.24,84.6,85.095,85.305,82.2525,83.4,81.9825,42.7786,521.4,20.3405,520,488.93
72.5057,33.03,9.529,4.355,12.302,46.932,26.463,14.8972,0.1795,0.2086,0.1974,541.2,84.615,85.095,85.35,82.245,83.4075,81.9975,42.7805,521.34,20.3404,520,488.93
72.5094,33.03,9.538,4.326,12.302,46.518,26.265,14.8969,0.1792,0.2091,0.1979,541.12,84.585,85.0575,85.3125,82.2675,83.37,82.005,42.7863,521.25,20.3403,520,488.93
72.5638,33.035,9.547,4.288,12.302,46.104,26.0395,14.8966,0.1789,0.2095,0.1984,541,84.6075,85.0575,85.3275,82.32,83.4225,82.0425,42.7963,521.13,20.3403,520,488.93
72.5682,33.035,9.56,4.246,12.3,45.57,25.7755,14.9049,0.1785,0.21,0.1988,540.88,84.6225,85.065,85.3425,82.3425,83.4525,82.0575,42.803,521.04,20.3402,520,488.93
72.5725,33.035,9.573,4.194,12.3,45.156,25.517,14.9049,0.178,0.2103,0.1992,540.68,84.63,85.08,85.3575,82.3875,83.4075,82.035,42.8251,520.83,20.3401,520,488.96
72.5769,33.035,9.586,4.136,12.3,44.772,25.286,14.9049,0.1771,0.2102,0.199,540.48,84.645,85.1175,85.3575,82.3425,83.3925,82.0125,42.8443,520.65,20.34,520,488.96
72.5307,33.03,9.591,4.06,12.301,44.976,25.231,14.9049,0.1764,0.2102,0.199,540.24,84.6225,85.0725,85.38,82.305,83.355,81.99,42.8718,520.41,20.3399,520,488.96
72.4838,33.025,9.595,4.007,12.302,44.97,25.2255,14.9049,0.1763,0.2103,0.1991,540.04,84.5925,85.0275,85.425,82.335,83.3925,81.9525,42.8889,520.26,20.3399,520,488.96
72.4869,33.025,9.598,3.999,12.302,44.952,25.209,14.9049,0.1767,0.2104,0.1992,539.84,84.5475,84.99,85.365,82.3125,83.3775,81.96,42.9141,520.05,20.3398,520,488.96
72.4394,33.02,9.604,4.025,12.302,44.808,25.1595,14.9049,0.1772,0.2106,0.1993,539.68,84.555,85.05,85.3125,82.3425,83.355,81.96,42.9365,519.87,20.3397,520,488.96
72.3913,33.015,9.608,4.053,12.303,44.688,25.088,14.9049,0.1775,0.2107,0.1995,539.48,84.5325,85.05,85.2825,82.365,83.3925,81.9975,42.9596,519.69,20.3396,520,488.96
72.3932,33.015,9.615,4.067,12.303,44.502,24.9945,14.9049,0.1775,0.211,0.1997,539.32,84.54,85.05,85.2975,82.4025,83.43,82.0425,42.9834,519.51,20.3396,520,488.96
72.3444,33.01,9.62,4.061,12.303,44.364,24.901,14.9135,0.1773,0.211,0.1998,539.12,84.6,85.0875,85.3275,82.3875,83.445,82.0875,43.0079,519.33,20.3395,520,488.96
72.3457,33.01,9.627,4.043,12.304,44.22,24.813,14.9138,0.1765,0.2104,0.1991,538.96,84.57,85.0875,85.305,82.335,83.4525,82.11,43.0256,519.21,20.3394,520,488.96
72.2963,33.005,9.62,3.992,12.304,44.94,24.9835,14.9141,0.1759,0.2098,0.1987,538.92,84.585,85.1025,85.2675,82.3575,83.4675,82.065,43.0363,519.15,20.3393,520,488.93
72.2463,33,9.613,3.962,12.307,45.384,25.198,14.9144,0.1761,0.2096,0.1983,538.92,84.6375,85.1475,85.32,82.3875,83.475,82.08,43.036,519.18,20.3393,520,488.93
72.2463,33,9.605,3.996,12.307,45.714,25.396,14.9147,0.177,0.2094,0.1982,539,84.66,85.1025,85.3575,82.335,83.4525,82.0275,43.0356,519.21,20.3392,520,488.93
72.1957,32.995,9.6,4.071,12.307,45.864,25.528,14.9149,0.1778,0.2093,0.1981,539.08,84.6375,85.125,85.3425,82.305,83.4375,82.0425,43.0275,519.3,20.3391,520,488.93
72.195,32.995,9.595,4.141,12.307,45.99,25.6215,14.9152,0.1783,0.2092,0.1979,539.16,84.5925,85.1475,85.3125,82.275,83.4075,82.0275,43.0153,519.42,20.339,520,488.93
72.1944,32.995,9.59,4.183,12.307,46.104,25.682,14.9155,0.1784,0.209,0.1979,539.28,84.5475,85.185,85.275,82.2975,83.4675,82.0575,43.0063,519.51,20.339,520,488.93
72.2444,33,9.587,4.201,12.307,46.152,25.726,14.9158,0.1785,0.209,0.1979,539.4,84.5175,85.1325,85.23,82.32,83.4825,82.0125,42.9933,519.63,20.3389,520,488.93
72.2444,33,9.585,4.207,12.308,46.182,25.737,14.9074,0.1785,0.2091,0.1979,539.52,84.5325,85.1325,85.2225,82.3575,83.52,81.975,42.9835,519.72,20.3388,520,488.93
72.2444,33,9.583,4.206,12.307,46.17,25.737,14.9074,0.1785,0.209,0.1979,539.56,84.5175,85.1025,85.2825,82.395,83.4825,82.0275,42.9771,519.78,20.3387,520,488.93
72.2444,33,9.583,4.205,12.307,46.104,25.715,14.9074,0.1785,0.2092,0.1979,539.68,84.48,85.0875,85.26,82.41,83.46,82.0575,42.963,519.9,20.3387,520,488.93
72.2444,33,9.583,4.203,12.305,46.056,25.6875,14.9074,0.1785,0.2093,0.1981,539.72,84.495,85.0725,85.275,82.4325,83.445,82.095,42.9596,519.93,20.3386,520,488.93
72.2444,33,9.584,4.199,12.305,45.948,25.66,14.9074,0.1784,0.2094,0.1982,539.76,84.4875,85.0575,85.2975,82.365,83.415,82.0575,42.9562,519.96,20.3385,520,488.93
72.2951,33.005,9.586,4.193,12.305,45.834,25.605,14.9074,0.1785,0.2096,0.1984,539.76,84.51,85.0575,85.3275,82.32,83.4075,82.05,42.9563,519.96,20.3384,520,488.93
72.2957,33.005,9.59,4.189,12.305,45.606,25.517,14.9074,0.1785,0.2099,0.1987,539.72,84.495,85.11,85.335,82.365,83.415,82.0875,42.9602,519.93,20.3383,520,488.93
72.2963,33.005,9.595,4.181,12.304,45.348,25.396,14.9074,0.1785,0.2102,0.199,539.64,84.5325,85.1325,85.305,82.305,83.4,82.065,42.9718,519.84,20.3383,520,488.9
72.2969,33.005,9.602,4.168,12.304,44.982,25.242,14.9074,0.1784,0.2106,0.1993,539.56,84.5475,85.125,85.2975,82.3275,83.37,82.035,42.9837,519.75,20.3382,520,488.9
72.2976,33.005,9.61,4.144,12.304,44.694,25.0715,14.9074,0.178,0.2108,0.1996,539.4,84.525,85.1025,85.3425,82.35,83.3925,82.0125,42.9998,519.63,20.3381,520,488.9
72.2476,33,9.618,4.109,12.304,44.412,24.9065,14.9074,0.1772,0.2104,0.1992,539.28,84.57,85.095,85.35,82.305,83.37,81.99,43.0163,519.51,20.338,520,488.9
72.2476,33,9.618,4.048,12.304,44.766,24.9395,14.9074,0.1765,0.2101,0.1989,539.2,84.585,85.1175,85.35,82.2825,83.34,81.945,43.0258,519.45,20.338,520,488.9
72.1969,32.995,9.615,3.998,12.304,45.09,25.0495,14.9074,0.1763,0.2099,0.1987,539.2,84.5625,85.0875,85.3425,82.245,83.3175,81.975,43.0318,519.42,20.3379,520,488.9
72.1963,32.995,9.611,3.998,12.304,45.324,25.1815,14.9074,0.1768,0.2098,0.1985,539.2,84.5175,85.14,85.335,82.2075,83.37,81.9675,43.0341,519.42,20.3378,520,488.9
72.145,32.99,9.607,4.042,12.304,45.474,25.286,14.9074,0.1775,0.2098,0.1985,539.16,84.555,85.1625,85.335,82.23,83.3775,81.975,43.0364,519.42,20.3528,520,488.9
72.1438,32.99,9.605,4.1,12.304,45.492,25.341,14.9074,0.178,0.2098,0.1985,539.2,84.54,85.1625,85.335,82.2825,83.4375,81.9825,43.0388,519.42,20.3532,520,488.9
72.1425,32.99,9.604,4.143,12.304,45.504,25.363,14.9074,0.1783,0.2098,0.1985,539.2,84.585,85.1175,85.3425,82.29,83.445,81.99,43.0411,519.42,20.3536,520,488.9
72.1413,32.99,9.603,4.161,12.304,45.498,25.3685,14.9074,0.1783,0.2098,0.1986,539.24,84.6375,85.1475,85.305,82.29,83.4975,82.035,43.0397,519.45,20.354,520,488.9
72.14,32.99,9.604,4.163,12.304,45.414,25.3355,14.9074,0.1784,0.21,0.1988,539.2,84.6525,85.185,85.29,82.2525,83.4675,82.065,43.0457,519.42,20.3544,520,488.9
72.1388,32.99,9.607,4.161,12.304,45.21,25.2585,14.9074,0.1784,0.2102,0.199,539.2,84.63,85.17,85.3125,82.2225,83.4225,82.035,43.048,519.42,20.3548,520,488.9
72.1375,32.99,9.612,4.153,12.304,45.006,25.154,14.9074,0.1783,0.2104,0.1992,539.16,84.6075,85.155,85.275,82.1925,83.43,82.065,43.0579,519.36,20.3553,520,488.87
72.1363,32.99,9.617,4.138,12.304,44.796,25.044,14.9074,0.1777,0.21,0.1988,539.12,84.6525,85.1175,85.305,82.2525,83.475,82.065,43.0642,519.33,20.3557,520,488.87
72.135,32.99,9.614,4.096,12.304,45.15,25.0935,14.9074,0.1771,0.2097,0.1986,539.12,84.6075,85.1475,85.2825,82.26,83.445,82.0875,43.0632,519.36,20.3561,520,488.87
72.0832,32.985,9.61,4.059,12.304,45.438,25.209,14.9074,0.1769,0.2095,0.1983,539.24,84.6075,85.1625,85.3125,82.2825,83.4225,82.0575,43.0545,519.45,20.3565,520,488.87
72.0813,32.985,9.604,4.057,12.304,45.726,25.352,14.9074,0.1772,0.2094,0.1981,539.28,84.57,85.155,85.2825,82.29,83.4075,82.065,43.053,519.48,20.3569,520,488.87
72.0794,32.985,9.599,4.089,12.304,45.93,25.495,14.9074,0.1777,0.2092,0.1979,539.32,84.6,85.1475,85.3125,82.3275,83.3625,82.0275,43.0476,519.54,20.3423,520,488.87
72.0775,32.985,9.593,4.135,12.304,46.092,25.6105,14.9074,0.1781,0.209,0.1978,539.4,84.5625,85.1625,85.275,82.29,83.34,81.9825,43.0381,519.63,20.3422,520,488.87
