LRCA1101.MV,LRCA1101.PV,PDR1103.PV,PDR1106.PV,PDR1401.PV,PDRCA1109.PV,PDRSA1104.PV,PIC1101A.PV,PI_1132A.PV,PI_1180.PV,PR1102A.PV,TI1105A.PV,TIA2872.PV,TIA2873.PV,TIA2874.PV,TIA2875.PV,TIA2876.PV,TIA2877.PV,TIC_1101.MV,TIC_1101.PV,TIC_1155.MV,TIC_1101.SV,TI_1145.PV
72.2863,33.005,9.616,4.127,12.305,45.06,25.0935,14.9185,0.1776,0.2098,0.1986,539.56,84.5775,85.005,85.26,82.26,83.4525,81.87,43.2598,519.78,20.3503,520,488.81
72.2363,33,9.611,4.095,12.305,45.426,25.2255,14.9188,0.1775,0.2097,0.1984,539.6,84.6225,84.99,85.305,82.29,83.4225,81.885,43.2569,519.81,20.3503,520,488.81
72.2363,33,9.606,4.095,12.305,45.648,25.363,14.9191,0.1777,0.2094,0.1982,539.64,84.57,85.0275,85.3275,82.2525,83.4525,81.8925,43.2539,519.84,20.3502,520,488.81
72.2363,33,9.601,4.127,12.307,45.828,25.4785,14.9108,0.1782,0.2094,0.1981,539.68,84.555,85.08,85.305,82.2225,83.4225,81.855,43.2471,519.9,20.3501,520,488.81
72.2363,33,9.596,4.17,12.307,45.972,25.572,14.9108,0.1786,0.2093,0.198,539.72,84.5475,85.1025,85.26,82.23,83.4525,81.885,43.2437,519.93,20.35,520,488.81
72.2363,33,9.592,4.206,12.307,46.05,25.638,14.9108,0.1789,0.2092,0.1979,539.8,84.5025,85.1325,85.2375,82.275,83.46,81.885,43.2365,519.99,20.35,520,488.81
72.2869,33.005,9.589,4.231,12.306,46.08,25.6765,14.9108,0.179,0.2093,0.1979,539.88,84.5025,85.17,85.2,82.2825,83.4375,81.8625,43.2252,520.08,20.3499,520,488.81
72.2876,33.005,9.587,4.243,12.306,46.074,25.6875,14.9108,0.1791,0.2093,0.198,539.92,84.5475,85.1325,85.1625,82.245,83.4075,81.8325,43.2174,520.14,20.3498,520,488.81
72.2882,33.005,9.587,4.249,12.306,46.008,25.671,14.9108,0.1792,0.2094,0.1981,539.96,84.5625,85.1775,85.185,82.2675,83.4375,81.8625,43.2131,520.17,20.3497,520,488.81
72.3394,33.01,9.587,4.249,12.306,45.912,25.638,14.9108,0.1791,0.2095,0.1982,540,84.5475,85.17,85.17,82.2975,83.4225,81.8625,43.2086,520.2,20.3496,520,488.81
72.3407,33.01,9.589,4.244,12.306,45.81,25.594,14.9108,0.1791,0.2096,0.1983,540,84.57,85.185,85.1775,82.3275,83.3775,81.8325,43.2041,520.23,20.3496,520,488.81
72.3419,33.01,9.591,4.235,12.306,45.678,25.539,14.9108,0.179,0.2097,0.1984,540.04,84.6,85.215,85.17,82.3575,83.3475,81.885,43.2031,520.23,20.3495,520,488.81
72.3432,33.01,9.593,4.222,12.306,45.552,25.473,14.9108,0.1788,0.2098,0.1985,540.04,84.6075,85.17,85.1475,82.3425,83.3475,81.8625,43.2022,520.23,20.3494,520,488.81
72.3444,33.01,9.596,4.206,12.306,45.456,25.407,14.9108,0.1787,0.2101,0.1988,540,84.57,85.1475,85.1175,82.365,83.3475,81.885,43.205,520.2,20.3493,520,488.81
72.3457,33.01,9.6,4.194,12.306,45.252,25.319,14.9108,0.1788,0.2103,0.199,539.92,84.6225,85.0875,85.095,82.3275,83.385,81.9225,43.2117,520.14,20.3493,520,488.81
72.3469,33.01,9.606,4.186,12.305,44.976,25.198,14.9108,0.1788,0.2106,0.1993,539.8,84.6,85.08,85.1625,82.2825,83.415,81.885,43.2262,520.02,20.3492,520,488.81
72.3482,33.01,9.613,4.175,12.305,44.676,25.055,14.9108,0.1787,0.211,0.1996,539.68,84.555,85.08,85.185,82.26,83.385,81.885,43.2412,519.9,20.3491,520,488.81
72.3494,33.01,9.621,4.155,12.306,44.394,24.8955,14.9108,0.1784,0.2111,0.1999,539.52,84.57,85.05,85.1775,82.29,83.3625,81.885,43.2641,519.72,20.349,520,488.81
72.3507,33.01,9.63,4.125,12.306,44.118,24.736,14.9108,0.1777,0.2109,0.1996,539.36,84.6075,85.0125,85.155,82.2525,83.37,81.9,43.284,519.57,20.349,520,488.81
72.3519,33.01,9.63,4.125,12.306,44.436,24.736,14.9108,0.1777,0.2109,0.1996,539.36,84.6075,85.0125,85.155,82.2525,83.37,81.9,43.3008,519.45,20.3489,520,488.81
72.3532,33.01,9.63,4.125,12.306,44.436,24.736,14.9108,0.1777,0.2109,0.1996,539.36,84.6075,85.0125,85.155,82.2525,83.37,81.9,43.303,519.45,20.3488,520,488.81
72.3544,33.01,9.63,4.125,12.306,44.436,24.736,14.9108,0.1777,0.2109,0.1996,539.36,84.6075,85.0125,85.155,82.2525,83.37,81.9,43.3052,519.45,20.3487,520,488.81
72.3557,33.01,9.63,4.071,12.306,44.436,24.758,14.9108,0.1771,0.2106,0.1994,539.24,84.615,85.0575,85.1625,82.2225,83.3625,81.9075,43.3075,519.45,20.3487,520,488.81
72.3063,33.005,9.629,4.028,12.306,44.646,24.8405,14.9108,0.1768,0.2102,0.1989,539.2,84.57,85.08,85.1475,82.2375,83.3925,81.885,43.3097,519.45,20.3486,520,488.81
72.2563,33,9.623,4.018,12.306,45.078,25,14.9108,0.177,0.2099,0.1987,539.2,84.57,85.11,85.1625,82.275,83.4075,81.9375,43.3119,519.45,20.3485,520,488.81
72.2563,33,9.617,4.051,12.306,45.366,25.176,14.9108,0.1776,0.2096,0.1984,539.28,84.615,85.1475,85.1625,82.2375,83.4225,81.93,43.3066,519.51,20.3484,520,488.81
72.2563,33,9.609,4.106,12.306,45.66,25.3355,14.9108,0.1781,0.2094,0.1981,539.36,84.57,85.155,85.2225,82.275,83.43,81.9675,43.3011,519.57,20.3484,520,488.81
72.2563,33,9.603,4.158,12.306,45.9,25.4895,14.9108,0.1785,0.2092,0.1979,539.44,84.5925,85.11,85.2525,82.2825,83.4225,81.9375,43.2915,519.66,20.3483,520,488.81
72.2563,33,9.596,4.198,12.306,46.098,25.616,14.9108,0.1788,0.209,0.1978,539.6,84.54,85.14,85.23,82.26,83.445,81.9225,43.2741,519.81,20.3482,520,488.81
72.2563,33,9.59,4.225,12.306,46.254,25.715,14.9108,0.1789,0.2089,0.1976,539.76,84.5625,85.125,85.215,82.2825,83.4375,81.915,43.2523,519.99,20.3481,520,488.81
72.2563,33,9.585,4.243,12.306,46.392,25.792,14.9108,0.179,0.2089,0.1975,539.92,84.525,85.1175,85.1775,82.26,83.4225,81.9375,43.2374,520.11,20.348,520,488.81
72.307,33.005,9.581,4.258,12.306,46.458,25.8525,14.9108,0.1792,0.2087,0.1976,540,84.5475,85.1025,85.1925,82.305,83.4,81.975,43.2219,520.23,20.348,520,488.81
72.3076,33.005,9.578,4.273,12.306,46.44,25.88,14.9108,0.1793,0.2089,0.1976,540.16,84.5175,85.1475,85.1625,82.2525,83.4075,81.99,43.2022,520.38,20.3479,520,488.81
72.3588,33.01,9.575,4.281,12.306,46.44,25.891,14.9108,0.1793,0.2089,0.1976,540.24,84.51,85.14,85.17,82.2675,83.415,81.975,43.1931,520.44,20.3478,520,488.81
72.3601,33.01,9.575,4.285,12.306,46.362,25.891,14.9108,0.1794,0.209,0.1978,540.32,84.495,85.14,85.2,82.29,83.4525,81.9525,43.1838,520.5,20.3477,520,488.81
72.4119,33.015,9.575,4.285,12.306,46.254,25.858,14.9108,0.1794,0.2091,0.1979,540.32,84.465,85.095,85.23,82.335,83.505,81.9675,43.1781,520.53,20.3477,520,488.81
72.4138,33.015,9.576,4.28,12.306,46.098,25.803,14.9108,0.1793,0.2093,0.198,540.4,84.5175,85.125,85.23,82.3575,83.46,81.9675,43.1684,520.59,20.3476,520,488.81
72.4157,33.015,9.578,4.268,12.306,45.966,25.726,14.9108,0.1792,0.2094,0.1982,540.4,84.48,85.095,85.2375,82.305,83.475,81.9825,43.166,520.59,20.3475,520,488.84
72.4682,33.02,9.581,4.251,12.305,45.804,25.6545,14.9108,0.179,0.2096,0.1984,540.4,84.4575,85.1175,85.26,82.3425,83.5125,81.9375,43.1674,520.56,20.3474,520,488.84
72.4707,33.02,9.585,4.234,12.305,45.636,25.561,14.9108,0.1789,0.2098,0.1986,540.36,84.45,85.08,85.2825,82.3275,83.475,81.915,43.1689,520.53,20.3474,520,488.84
72.4732,33.02,9.59,4.217,12.305,45.408,25.451,14.9108,0.1789,0.2102,0.1989,540.28,84.5025,85.05,85.3125,82.3725,83.49,81.8775,43.178,520.44,20.3473,520,488.84
72.4757,33.02,9.597,4.204,12.305,45.09,25.308,14.9108,0.1788,0.2105,0.1992,540.16,84.5325,85.0425,85.305,82.365,83.5425,81.9075,43.1875,520.35,20.3472,520,488.84
72.4782,33.02,9.605,4.184,12.305,44.814,25.154,14.9108,0.1786,0.2107,0.1995,540,84.5475,85.08,85.26,82.38,83.55,81.9075,43.2049,520.2,20.3471,520,488.84
72.4807,33.02,9.614,4.159,12.305,44.496,24.9835,14.9108,0.1781,0.2106,0.1994,539.84,84.57,85.0725,85.2225,82.395,83.5275,81.9,43.2229,520.05,20.3471,520,488.84
72.4326,33.015,9.617,4.114,12.305,44.592,24.934,14.9108,0.1776,0.2106,0.1994,539.72,84.54,85.095,85.275,82.3725,83.5275,81.9525,43.2377,519.93,20.347,520,488.84
72.4345,33.015,9.62,4.072,12.305,44.628,24.923,14.9108,0.1773,0.2106,0.1993,539.6,84.5175,85.1175,85.3125,82.3275,83.49,81.9975,43.253,519.81,20.3469,520,488.84
72.3857,33.01,9.621,4.055,12.306,44.682,24.934,14.9108,0.1774,0.2105,0.1992,539.52,84.5325,85.1025,85.305,82.3725,83.4375,82.005,43.2613,519.75,20.3468,520,488.84
72.387,33.01,9.621,4.06,12.306,44.79,24.9725,14.9108,0.1776,0.2104,0.1991,539.48,84.54,85.095,85.3125,82.32,83.46,82.02,43.2698,519.69,20.3468,520,488.84
72.3376,33.005,9.62,4.077,12.306,44.904,25.022,14.9108,0.1778,0.2103,0.1991,539.44,84.5475,85.08,85.35,82.29,83.46,82.02,43.2786,519.63,20.3467,520,488.84
72.3382,33.005,9.619,4.101,12.306,44.958,25.0605,14.9108,0.1781,0.2103,0.1991,539.4,84.5625,85.05,85.3575,82.2675,83.5125,82.0575,43.2838,519.6,20.3466,520,488.84
72.3389,33.005,9.619,4.124,12.306,44.976,25.0825,14.9108,0.1783,0.2103,0.1991,539.36,84.555,85.095,85.3125,82.245,83.49,82.05,43.2892,519.57,20.3465,520,488.84
72.3395,33.005,9.619,4.139,12.306,44.952,25.0825,14.9108,0.1784,0.2104,0.1991,539.32,84.5775,85.05,85.3575,82.2225,83.505,82.065,43.2947,519.54,20.3464,520,488.84
72.3401,33.005,9.621,4.148,12.307,44.886,25.055,14.9108,0.1784,0.2104,0.1992,539.28,84.615,85.035,85.3725,82.2525,83.52,82.0125,43.3003,519.51,20.3464,520,488.84
72.3407,33.005,9.622,4.147,12.307,44.832,25.022,14.9108,0.1779,0.2098,0.1986,539.32,84.57,85.08,85.32,82.305,83.52,81.975,43.2985,519.54,20.3613,520,488.84
72.2907,33,9.615,4.116,12.307,45.438,25.187,14.9194,0.1775,0.2095,0.1982,539.36,84.5475,85.05,85.3125,82.2675,83.475,82.02,43.2966,519.57,20.3617,520,488.84
72.2907,33,9.607,4.098,12.307,45.798,25.3795,14.9196,0.1776,0.2092,0.1979,539.44,84.555,85.095,85.275,82.26,83.4825,81.975,43.2871,519.66,20.3622,520,488.84
72.2907,33,9.599,4.122,12.307,46.092,25.5665,14.9199,0.178,0.209,0.1977,539.56,84.54,85.05,85.2975,82.3125,83.5275,82.005,43.2734,519.78,20.3475,520,488.84
72.2907,33,9.59,4.169,12.308,46.35,25.7205,14.9116,0.1785,0.2087,0.1975,539.72,84.54,85.0425,85.29,82.335,83.52,82.0125,43.2555,519.93,20.3475,520,488.84
72.2907,33,9.583,4.217,12.308,46.542,25.847,14.9116,0.1789,0.2086,0.1973,539.88,84.5025,84.9975,85.2975,82.3275,83.52,82.05,43.237,520.08,20.3474,520,488.84
72.2907,33,9.577,4.256,12.308,46.662,25.9405,14.9116,0.1792,0.2086,0.1973,540.04,84.4725,85.035,85.2675,82.35,83.4975,82.0125,43.2179,520.23,20.3473,520,488.84
72.3414,33.005,9.573,4.284,12.306,46.716,26.001,14.9116,0.1794,0.2086,0.1973,540.16,84.5325,85.0425,85.2375,82.35,83.4675,81.99,43.202,520.35,20.3472,520,488.84
72.342,33.005,9.57,4.302,12.306,46.686,26.0285,14.9116,0.1795,0.2086,0.1973,540.28,84.5625,85.02,85.26,82.3575,83.505,82.035,43.1855,520.47,20.3472,520,488.84
72.3932,33.01,9.567,4.31,12.306,46.656,26.034,14.9116,0.1795,0.2087,0.1974,540.4,84.525,85.0125,85.2825,82.3725,83.52,82.08,43.1686,520.59,20.3471,520,488.84
72.4451,33.015,9.566,4.311,12.306,46.566,26.023,14.9116,0.1795,0.2089,0.1976,540.48,84.525,85.0125,85.32,82.38,83.535,82.0275,43.1587,520.65,20.347,520,488.84
72.447,33.015,9.567,4.307,12.306,46.416,25.9735,14.9116,0.1795,0.209,0.1978,540.52,84.5325,85.065,85.2975,82.41,83.4825,81.975,43.1523,520.68,20.3469,520,488.84
72.4995,33.02,9.569,4.299,12.306,46.242,25.9075,14.9116,0.1794,0.2091,0.1979,540.52,84.5025,85.1025,85.335,82.4175,83.4825,81.975,43.1458,520.71,20.3469,520,488.84
72.502,33.02,9.572,4.285,12.306,46.056,25.814,14.9116,0.1793,0.2094,0.1981,540.56,84.5625,85.11,85.32,82.3875,83.49,81.945,43.1392,520.74,20.3468,520,488.84
72.5045,33.02,9.575,4.264,12.305,45.888,25.715,14.9116,0.179,0.2095,0.1983,540.52,84.5925,85.1175,85.29,82.395,83.4525,81.96,43.1399,520.71,20.3467,520,488.87
72.507,33.02,9.58,4.242,12.305,45.69,25.616,14.9116,0.1789,0.2098,0.1986,540.48,84.6375,85.095,85.2825,82.335,83.415,81.9225,43.1408,520.68,20.3466,520,488.87
72.5601,33.025,9.586,4.222,12.305,45.432,25.4895,14.9116,0.1788,0.2101,0.1989,540.4,84.6225,85.1025,85.2525,82.3575,83.46,81.945,43.1494,520.59,20.3465,520,488.87
72.5632,33.025,9.594,4.204,12.305,45.126,25.341,14.9116,0.1787,0.2104,0.1991,540.28,84.63,85.0725,85.2825,82.335,83.475,81.945,43.162,520.47,20.3465,520,488.87
72.5158,33.02,9.602,4.182,12.305,44.838,25.176,14.9116,0.1785,0.2106,0.1994,540.16,84.6375,85.0725,85.245,82.305,83.43,81.9,43.1751,520.35,20.3464,520,488.87
72.5183,33.02,9.61,4.152,12.305,44.568,25.022,14.9116,0.1782,0.2109,0.1997,539.96,84.6,85.095,85.23,82.335,83.4,81.9375,43.1963,520.17,20.3463,520,488.87
72.5208,33.02,9.618,4.119,12.305,44.358,24.8845,14.9116,0.1777,0.2109,0.1996,539.8,84.6375,85.1325,85.2225,82.29,83.43,81.9225,43.2181,519.99,20.3462,520,488.87
72.4726,33.015,9.622,4.078,12.305,44.376,24.824,14.9116,0.1774,0.211,0.1997,539.6,84.5925,85.155,85.2075,82.3425,83.3925,81.9375,43.2407,519.81,20.3462,520,488.87
72.4745,33.015,9.626,4.049,12.306,44.352,24.7965,14.9116,0.1773,0.211,0.1997,539.44,84.63,85.1325,85.2525,82.3125,83.355,81.9,43.2603,519.66,20.3461,520,488.87
72.4257,33.01,9.63,4.042,12.306,44.304,24.769,14.9116,0.1775,0.2109,0.1997,539.28,84.645,85.1025,85.2525,82.29,83.4,81.9375,43.2804,519.51,20.346,520,488.87
72.427,33.01,9.632,4.049,12.306,44.28,24.747,14.9116,0.1767,0.2097,0.1985,539.24,84.6075,85.1175,85.2225,82.32,83.445,81.975,43.2899,519.45,20.3459,520,488.87
72.3776,33.005,9.617,4.014,12.306,45.54,25.11,14.9116,0.176,0.2089,0.1975,539.32,84.5625,85.155,85.23,82.3575,83.46,81.975,43.2809,519.54,20.3459,520,488.87
72.3276,33,9.598,3.998,12.306,46.464,25.572,14.9116,0.1763,0.2081,0.1968,539.48,84.5775,85.1325,85.2375,82.3725,83.49,81.9975,43.2602,519.72,20.3458,520,488.87
72.3276,33,9.578,4.06,12.307,47.232,26.0395,14.9116,0.1772,0.2074,0.1961,539.76,84.5925,85.08,85.2225,82.365,83.5425,81.9525,43.2313,519.96,20.3457,520,488.87
72.3276,33,9.558,4.165,12.307,47.886,26.452,14.9116,0.1782,0.2069,0.1956,540.08,84.5925,85.035,85.2,82.395,83.5275,81.915,43.1901,520.29,20.3456,520,488.87
72.3276,33,9.54,4.267,12.307,48.426,26.793,14.9116,0.179,0.2065,0.1952,540.44,84.555,85.0125,85.1925,82.335,83.5725,81.9225,43.1476,520.62,20.3456,520,488.87
72.3783,33.005,9.524,4.349,12.307,48.786,27.0625,14.9116,0.1796,0.2063,0.195,540.8,84.585,85.02,85.1925,82.3275,83.595,81.8925,43.1,520.98,20.3455,520,488.87
72.4295,33.01,9.511,4.412,12.307,48.984,27.244,14.9116,0.1802,0.2062,0.195,541.16,84.5625,85.02,85.23,82.3425,83.535,81.8925,43.0547,521.31,20.3454,520,488.87
72.4814,33.015,9.502,4.458,12.306,49.038,27.343,14.9116,0.1805,0.2062,0.195,541.48,84.6,85.0275,85.185,82.38,83.55,81.885,43.0081,521.64,20.3453,520,488.87
72.5845,33.025,9.494,4.491,12.306,48.99,27.4035,14.9116,0.1807,0.2063,0.1951,541.76,84.6,85.005,85.1625,82.365,83.5575,81.93,42.9676,521.91,20.3453,520,488.9
72.6383,33.03,9.49,4.511,12.306,48.846,27.398,14.9116,0.1809,0.2066,0.1954,542,84.6,84.975,85.1325,82.3725,83.535,81.96,42.9336,522.12,20.3452,520,488.9
72.6926,33.035,9.489,4.518,12.305,48.624,27.343,14.9116,0.181,0.207,0.1957,542.16,84.645,85.0275,85.1625,82.395,83.49,81.9675,42.9062,522.27,20.3451,520,488.9
72.7982,33.045,9.491,4.516,12.305,48.3,27.233,14.9116,0.181,0.2073,0.1961,542.24,84.63,85.035,85.17,82.35,83.5125,81.9975,42.8896,522.33,20.345,520,488.93
72.8545,33.05,9.496,4.503,12.305,47.886,27.068,14.903,0.1808,0.2078,0.1965,542.28,84.5775,85.065,85.155,82.3125,83.4975,82.0275,42.8689,522.42,20.3449,520,488.93
72.9114,33.055,9.503,4.476,12.304,47.466,26.859,14.9027,0.1806,0.2082,0.197,542.24,84.5625,85.0875,85.1925,82.275,83.49,82.005,42.8666,522.36,20.3449,520,488.96
72.9689,33.06,9.513,4.439,12.304,46.974,26.617,14.9024,0.1802,0.2087,0.1975,542.16,84.6,85.08,85.2,82.2525,83.52,81.9975,42.8684,522.27,20.3448,520,488.96
72.9764,33.06,9.525,4.39,12.302,46.47,26.353,14.9021,0.1799,0.2093,0.1982,542.04,84.6375,85.035,85.2225,82.245,83.5575,81.9825,42.8742,522.15,20.3447,520,488.96
73.0345,33.065,9.541,4.339,12.302,45.804,26.0285,14.9019,0.1795,0.21,0.1988,541.84,84.6375,85.05,85.26,82.275,83.52,81.9975,42.8918,521.94,20.3446,520,488.99
73.0426,33.065,9.558,4.279,12.302,45.156,25.6765,14.9102,0.1789,0.2107,0.1994,541.56,84.5925,85.05,85.245,82.2825,83.535,82.0425,42.914,521.7,20.3446,520,488.99
73.0508,33.065,9.577,4.208,12.303,44.526,25.319,14.9102,0.1783,0.2114,0.2001,541.16,84.5925,85.035,85.245,82.3125,83.55,81.99,42.956,521.31,20.3445,520,488.99
73.0082,33.06,9.597,4.131,12.303,43.842,24.9505,14.9102,0.1776,0.2118,0.2006,540.72,84.57,85.0425,85.2825,82.2675,83.5125,81.9975,43.0071,520.86,20.3444,520,489.02
72.9651,33.055,9.616,4.048,12.305,43.35,24.615,14.9102,0.1759,0.2112,0.2,540.28,84.57,85.0875,85.32,82.2375,83.505,82.0125,43.0525,520.47,20.3443,520,489.02
72.9214,33.05,9.618,3.927,12.305,44.04,24.67,14.9102,0.1746,0.2106,0.1995,540,84.585,85.05,85.275,82.2225,83.5275,82.0275,43.0881,520.17,20.3443,520,489.02
72.8264,33.04,9.615,3.839,12.306,44.55,24.857,14.9102,0.1747,0.2103,0.199,539.8,84.615,85.05,85.245,82.215,83.505,82.0575,43.1063,520.02,20.3442,520,489.02
72.7808,33.035,9.609,3.86,12.306,44.994,25.0825,14.9102,0.1758,0.21,0.1988,539.68,84.6375,85.1025,85.2825,82.2075,83.4675,82.0875,43.125,519.87,20.3441,520,489.02
72.7345,33.03,9.604,3.962,12.307,45.264,25.2695,14.9102,0.1771,0.2099,0.1986,539.64,84.6225,85.125,85.2825,82.1775,83.4375,82.125,43.1292,519.84,20.344,520,489.02
72.6876,33.025,9.6,4.073,12.307,45.462,25.4015,14.9102,0.1781,0.2098,0.1986,539.56,84.645,85.1175,85.2825,82.215,83.4,82.11,43.1374,519.78,20.344,520,489.02
72.6907,33.025,9.599,4.151,12.307,45.45,25.4565,14.9102,0.1786,0.2099,0.1987,539.56,84.675,85.0725,85.275,82.1775,83.4225,82.11,43.142,519.75,20.3439,520,489.02
72.6939,33.025,9.599,4.189,12.308,45.354,25.4345,14.9188,0.1787,0.2101,0.1988,539.56,84.6675,85.0875,85.29,82.1775,83.4525,82.0875,43.1431,519.75,20.3438,520,489.02
72.697,33.025,9.602,4.192,12.308,45.222,25.3685,14.9191,0.1786,0.2102,0.199,539.52,84.6975,85.11,85.2825,82.215,83.4825,82.0425,43.1478,519.72,20.3437,520,488.99
72.6495,33.02,9.606,4.177,12.309,45.024,25.2695,14.9194,0.1785,0.2106,0.1993,539.48,84.6375,85.155,85.2375,82.26,83.49,82.02,43.1527,519.69,20.3436,520,488.99
72.652,33.02,9.612,4.156,12.31,44.796,25.143,14.9196,0.1784,0.2108,0.1996,539.36,84.615,85.185,85.29,82.2225,83.52,82.0275,43.169,519.57,20.3436,520,488.99
72.6545,33.02,9.619,4.136,12.31,44.49,24.9835,14.9199,0.178,0.2107,0.1996,539.24,84.5925,85.125,85.245,82.26,83.505,82.0425,43.182,519.48,20.3435,520,488.99
72.6064,33.015,9.623,4.103,12.31,44.472,24.8955,14.9202,0.1772,0.2104,0.1991,539.2,84.555,85.1325,85.29,82.2825,83.55,82.0575,43.1916,519.42,20.3434,520,488.99
72.6083,33.015,9.62,4.051,12.31,44.952,24.9945,14.9205,0.1768,0.2101,0.1988,539.12,84.57,85.17,85.2975,82.305,83.5575,82.0875,43.2015,519.36,20.3433,520,488.99
72.5595,33.01,9.616,4.027,12.31,45.186,25.1265,14.9208,0.177,0.21,0.1987,539.12,84.555,85.185,85.2825,82.305,83.535,82.0425,43.2041,519.36,20.3433,520,488.99
72.5608,33.01,9.612,4.053,12.311,45.318,25.22,14.921,0.1777,0.2099,0.1987,539.16,84.54,85.2,85.2375,82.35,83.5275,82.08,43.2067,519.36,20.3432,520,488.99
72.5114,33.005,9.611,4.106,12.311,45.336,25.2585,14.9127,0.1783,0.2099,0.1987,539.2,84.5625,85.1775,85.2075,82.38,83.535,82.0575,43.2017,519.42,20.3431,520,488.99
72.512,33.005,9.61,4.151,12.311,45.312,25.2585,14.9127,0.1786,0.2101,0.1988,539.24,84.6,85.2075,85.23,82.3875,83.565,82.0125,43.1966,519.48,20.343,520,488.99
72.5127,33.005,9.61,4.174,12.311,45.282,25.242,14.9127,0.1787,0.2102,0.1989,539.24,84.585,85.185,85.2225,82.365,83.5275,82.0575,43.2024,519.45,20.343,520,488.96
72.5133,33.005,9.613,4.182,12.309,45.078,25.1815,14.9127,0.1788,0.2105,0.1992,539.2,84.54,85.2225,85.185,82.395,83.49,82.0725,43.2084,519.42,20.3429,520,488.96
72.5139,33.005,9.618,4.181,12.309,44.814,25.066,14.9127,0.1788,0.2106,0.1995,539.12,84.54,85.1625,85.23,82.395,83.4675,82.0575,43.2183,519.36,20.3428,520,488.96
72.5145,33.005,9.624,4.166,12.308,44.544,24.923,14.9127,0.1783,0.2106,0.1994,539.08,84.5625,85.155,85.215,82.4175,83.505,82.065,43.2284,519.3,20.3427,520,488.96
72.4645,33,9.626,4.126,12.308,44.616,24.879,14.9127,0.1778,0.2106,0.1993,539.04,84.5475,85.14,85.2,82.3875,83.55,82.08,43.2349,519.27,20.3427,520,488.96
72.4645,33,9.627,4.085,12.308,44.658,24.868,14.9127,0.1776,0.2106,0.1994,538.96,84.555,85.125,85.215,82.395,83.5125,82.035,43.2492,519.18,20.3426,520,488.96
72.4139,32.995,9.63,4.071,12.308,44.58,24.846,14.9127,0.1776,0.2106,0.1993,538.92,84.57,85.1475,85.1775,82.3425,83.535,82.02,43.2562,519.15,20.3425,520,488.96
72.4133,32.995,9.63,4.072,12.308,44.664,24.857,14.9127,0.1777,0.2106,0.1993,538.88,84.6075,85.17,85.1925,82.3575,83.4975,81.9975,43.2634,519.12,20.3424,520,488.96
72.362,32.99,9.63,4.079,12.308,44.706,24.8735,14.9127,0.1779,0.2106,0.1993,538.88,84.57,85.14,85.2375,82.38,83.4975,81.975,43.2707,519.09,20.3574,520,488.93
72.3608,32.99,9.63,4.092,12.308,44.718,24.8845,14.9127,0.1781,0.2106,0.1994,538.8,84.5925,85.125,85.275,82.35,83.4975,81.9375,43.2819,519.03,20.3578,520,488.93
72.3595,32.99,9.631,4.108,12.308,44.622,24.8625,14.9127,0.1783,0.2108,0.1995,538.76,84.555,85.125,85.26,82.3275,83.4675,81.9825,43.2896,519,20.3582,520,488.93
72.3583,32.99,9.634,4.12,12.308,44.496,24.8075,14.9127,0.1784,0.2108,0.1997,538.68,84.57,85.1625,85.2825,82.3275,83.4525,81.9525,43.3012,518.94,20.3586,520,488.93
72.3064,32.985,9.637,4.121,12.307,44.352,24.7305,14.9127,0.1778,0.2102,0.1991,538.68,84.585,85.14,85.305,82.3125,83.4525,81.945,43.3054,518.94,20.359,520,488.93
72.3045,32.985,9.631,4.085,12.307,44.94,24.868,14.9127,0.1771,0.2098,0.1986,538.76,84.585,85.1775,85.2675,82.32,83.43,81.945,43.3022,519,20.3595,520,488.93
72.252,32.98,9.622,4.052,12.307,45.42,25.0825,14.9127,0.1772,0.2096,0.1983,538.84,84.54,85.17,85.2675,82.3575,83.4,81.96,43.295,519.09,20.3599,520,488.9
72.2495,32.98,9.614,4.069,12.307,45.72,25.2805,14.9127,0.1777,0.2094,0.198,538.96,84.5325,85.125,85.2825,82.3875,83.415,81.975,43.2836,519.21,20.3603,520,488.9
72.247,32.98,9.606,4.123,12.307,45.966,25.451,14.9127,0.1784,0.2092,0.1979,539.08,84.57,85.17,85.23,82.38,83.4675,82.005,43.2755,519.3,20.3607,520,488.9
72.2445,32.98,9.599,4.184,12.306,46.128,25.583,14.9127,0.1788,0.209,0.1978,539.2,84.555,85.1775,85.215,82.3725,83.505,81.975,43.2633,519.42,20.3611,520,488.9
72.242,32.98,9.593,4.229,12.306,46.23,25.6655,14.9127,0.1792,0.209,0.1977,539.36,84.5475,85.1625,85.2075,82.3575,83.52,81.9675,43.2469,519.57,20.3615,520,488.9
72.2901,32.985,9.589,4.256,12.306,46.272,25.7095,14.9041,0.1793,0.209,0.1977,539.48,84.5175,85.2,85.1775,82.32,83.55,81.9525,43.2298,519.72,20.362,520,488.9
72.2883,32.985,9.585,4.269,12.306,46.278,25.737,14.9038,0.1793,0.209,0.1978,539.6,84.5025,85.1475,85.1625,82.365,83.565,81.9225,43.2197,519.81,20.3473,520,488.9
72.2864,32.985,9.583,4.274,12.305,46.218,25.7425,14.9035,0.1794,0.2091,0.1979,539.68,84.465,85.125,85.1325,82.4025,83.6025,81.93,43.2092,519.9,20.3473,520,488.9
