TI_1142.PV,TI_1149A.PV,TI_1152A.PV,PDR1103.PV,TI1105A.PV,TI_1140.PV,TRA1401A.PV,PI_1134.PV,TIA1114.PV,PI_1138A.PV,TI1115A.PV,PDRCA1109.PV,FRC1102.PV,PRA1102.PV,FRSA1101.PV,TIC_1101.PV,FIC_1121.PV,PDRA1102.OUT,TI_1146.PV,PR1102A.PV,PDR1106.PV,TIC_1155.PV,PDR1401.PV
512.089966,520.589966,589.972473,9.914,540.320007,211.860001,662.75,0.12702,662.75,0.124375,671,43.403999,1000.799988,0.12003,179.955994,520.679993,343.919983,76.320007,687.159973,0.20088,4.532,589.972473,12.353
512.119995,520.679993,589.972473,9.913,540.440002,211.839996,662.75,0.12702,662.75,0.124375,671,43.403999,1000.799988,0.12003,179.886002,520.679993,343.919983,76.350006,687.159973,0.20088,4.527,589.972473,12.353
512.179993,520.769958,589.972473,9.912,540.519958,211.839996,662.75,0.12702,662.75,0.124375,671,43.403999,1000.799988,0.12003,179.830002,520.769958,343.919983,76.350006,687.159973,0.20088,4.522,589.972473,12.353
512.23999,520.890015,589.972473,9.910999,540.679993,211.839996,662.75,0.12702,662.75,0.124375,671,43.403999,1000.799988,0.12003,179.675995,520.890015,343.919983,76.350006,687.200012,0.20088,4.513,589.972473,12.353
512.23999,520.890015,589.972473,9.910999,540.679993,211.839996,662.75,0.12702,662.75,0.124375,671,43.403999,1000.799988,0.12003,179.675995,520.890015,343.919983,76.350006,687.200012,0.20088,4.513,589.972473,12.353
512.269958,520.97998,589.972473,9.91,540.719971,211.819992,662.75,0.12702,662.75,0.12435,671.049988,43.416,1000.799988,0.120015,179.606003,520.97998,343.919983,76.350006,687.200012,0.20088,4.509,589.972473,12.353
512.299988,521.039978,589.972473,9.91,540.799988,211.819992,662.75,0.127,662.75,0.12435,671.049988,43.439999,1000.799988,0.120015,179.550003,521.039978,343.919983,76.350014,687.200012,0.20085,4.506,589.972473,12.356
512.390015,521.159973,589.972473,9.908,540.919983,211.819992,662.799988,0.12698,662.799988,0.124325,671.049988,43.511997,1000.799988,0.119985,179.409988,521.159973,343.919983,76.32,687.23999,0.20079,4.5,589.972473,12.356
512.390015,521.159973,589.972473,9.908,540.919983,211.819992,662.799988,0.12698,662.799988,0.124325,671.049988,43.511997,1000.799988,0.119985,179.409988,521.159973,343.919983,76.32,687.23999,0.20079,4.5,589.972473,12.356
512.419983,521.25,589.972473,9.907,541,211.819992,662.799988,0.12696,662.799988,0.1243,671.049988,43.565998,1000.799988,0.119955,179.353989,521.25,343.919983,76.289993,687.23999,0.20073,4.498,589.972473,12.358
512.450012,521.309998,589.972473,9.905,541.079956,211.799988,662.799988,0.12694,662.799988,0.124275,671.049988,43.632,1000.799988,0.119925,179.297989,521.309998,343.919983,76.260002,687.23999,0.20067,4.498,589.972473,12.358
512.51001,521.48999,590.005005,9.901,541.23999,211.799988,662.799988,0.12686,662.799988,0.1242,671.099976,43.793999,1000.799988,0.11985,179.143997,521.48999,343.949982,76.170006,687.23999,0.20052,4.501,590.005005,12.358
512.51001,521.48999,590.005005,9.901,541.23999,211.799988,662.799988,0.12686,662.799988,0.1242,671.099976,43.793999,1000.799988,0.11985,179.143997,521.48999,343.949982,76.170006,687.23999,0.20052,4.501,590.005005,12.358
512.599976,521.669983,590.005005,9.895,541.440002,211.799988,662.849976,0.12676,662.849976,0.1241,671.099976,43.997997,1000.799988,0.119745,179.04599,521.669983,343.97998,76.050003,687.279968,0.20031,4.508,590.005005,12.36
512.630005,521.789978,590.005005,9.892,541.519958,211.779999,662.849976,0.1267,662.849976,0.12405,671.099976,44.112,1000.799988,0.119685,178.975998,521.789978,343.97998,76.020004,687.279968,0.20022,4.514,590.005005,12.36
512.630005,521.789978,590.005005,9.892,541.519958,211.779999,662.849976,0.1267,662.849976,0.12405,671.099976,44.112,1000.799988,0.119685,178.975998,521.789978,343.97998,76.020004,687.279968,0.20022,4.514,590.005005,12.36
512.659973,521.909973,590.005005,9.888,541.640015,211.779999,662.849976,0.12664,662.849976,0.123975,671.099976,44.237999,1000.799988,0.119625,178.905991,521.909973,343.97998,75.959999,687.279968,0.2001,4.521,590.005005,12.361
512.719971,522.029968,590.005005,9.884,541.76001,211.779999,662.849976,0.12656,662.849976,0.1239,671.099976,44.363998,1001.399963,0.11955,178.835999,522.029968,344.009979,75.900002,687.279968,0.19998,4.528,590.005005,12.361
512.779968,522.299988,590.005005,9.875,542.039978,211.779999,662.849976,0.12642,662.849976,0.123775,671.099976,44.621998,1001.399963,0.119415,178.709991,522.299988,344.039978,75.749992,687.279968,0.19971,4.544,590.005005,12.362
512.779968,522.299988,590.005005,9.875,542.039978,211.779999,662.849976,0.12642,662.849976,0.123775,671.099976,44.621998,1001.399963,0.119415,178.709991,522.299988,344.039978,75.749992,687.279968,0.19971,4.544,590.005005,12.362
512.839966,522.450012,590.005005,9.87,542.200012,211.759995,662.849976,0.12636,662.849976,0.1237,671.149963,44.753998,1000.799988,0.119325,178.639999,522.450012,344.039978,75.689995,687.320007,0.19959,4.553,590.005005,12.362
512.869995,522.570007,590.005005,9.865,542.320007,211.759995,662.899963,0.12628,662.899963,0.123625,671.149963,44.885998,1000.799988,0.11925,178.597992,522.570007,344.069977,75.630005,687.320007,0.19944,4.563,590.005005,12.363
512.899963,522.719971,590.005005,9.86,542.47998,211.759995,662.899963,0.1262,662.899963,0.12355,671.149963,45.011997,1001.399963,0.119175,178.528,522.719971,344.069977,75.57,687.320007,0.19932,4.573,590.005005,12.363
512.959961,522.869995,590.005005,9.855,542.640015,211.759995,662.899963,0.12614,662.899963,0.123475,671.149963,45.132,1001.399963,0.1191,178.541992,522.869995,344.100006,75.510002,687.320007,0.1992,4.583,590.005005,12.363999
512.98999,523.019958,590.005005,9.849999,542.799988,211.759995,662.899963,0.12606,662.899963,0.1234,671.149963,45.239998,1001.399963,0.119025,178.401993,523.019958,344.100006,75.450005,687.320007,0.19908,4.591,590.005005,12.363999
513.080017,523.320007,590.005005,9.84,543.079956,211.73999,662.899963,0.12594,662.899963,0.123275,671.149963,45.444,1001.399963,0.11889,178.276001,523.320007,344.130005,75.389999,687.359985,0.1989,4.609,590.005005,12.363999
513.080017,523.320007,590.005005,9.84,543.079956,211.73999,662.899963,0.12594,662.899963,0.123275,671.149963,45.444,1001.399963,0.11889,178.276001,523.320007,344.130005,75.389999,687.359985,0.1989,4.609,590.005005,12.363999
513.109985,523.469971,590.005005,9.835,543.23999,211.73999,662.899963,0.12588,662.899963,0.1232,671.149963,45.534,1001.399963,0.11883,178.233994,523.469971,344.130005,75.359993,687.359985,0.19881,4.617,590.005005,12.365
513.169983,523.589966,590.005005,9.830999,543.399963,211.73999,662.950012,0.12582,662.950012,0.12315,671.200012,45.612,1001.399963,0.118785,178.177994,523.589966,344.160004,75.330002,687.359985,0.19872,4.622,590.005005,12.365
513.200012,523.709961,590.005005,9.826,543.519958,211.73999,662.950012,0.12578,662.950012,0.1231,671.200012,45.671997,1001.399963,0.118725,178.121994,523.709961,344.160004,75.300003,687.359985,0.19866,4.626,590.005005,12.365
513.26001,523.830017,590.005005,9.822,543.640015,211.73999,662.950012,0.12574,662.950012,0.123075,671.200012,45.725998,1001.399963,0.11868,178.065994,523.830017,344.160004,75.300011,687.359985,0.1986,4.63,590.005005,12.365
513.26001,523.830017,590.005005,9.822,543.640015,211.73999,662.950012,0.12574,662.950012,0.123075,671.200012,45.767998,1001.399963,0.11868,178.065994,523.950012,344.190002,75.299995,687.359985,0.1986,4.63,590.005005,12.365
513.349976,524.039978,590.005005,9.815,543.880005,211.720001,662.950012,0.12568,662.950012,0.123,671.200012,45.803997,1001.399963,0.11862,177.925995,524.039978,344.190002,75.270004,687.399963,0.19851,4.632,590.005005,12.367
513.409973,524.130005,590.005005,9.811999,544,211.720001,662.950012,0.12564,662.950012,0.122975,671.200012,45.821999,1001.399963,0.11859,177.856003,524.130005,344.190002,75.300003,687.399963,0.19851,4.633,590.005005,12.365999
513.440002,524.219971,590.005005,9.809999,544.119995,211.720001,662.950012,0.12564,662.950012,0.12295,671.200012,45.84,1001.399963,0.118575,177.813995,524.219971,344.190002,75.270004,687.399963,0.19848,4.632,590.005005,12.365999
513.5,524.309998,590.005005,9.808,544.200012,211.720001,663,0.12562,663,0.12295,671.25,45.851997,1001.399963,0.11856,177.757996,524.309998,344.190002,75.300011,687.399963,0.19848,4.63,590.005005,12.365
513.529968,524.369995,590.005005,9.806,544.279968,211.699997,663,0.12562,663,0.122925,671.25,45.857998,1001.399963,0.118545,177.701996,524.369995,344.190002,75.300011,687.399963,0.19848,4.627,590.005005,12.365999
513.589966,524.429993,590.005005,9.804,544.320007,211.699997,663,0.1256,663,0.122925,671.25,45.857998,1001.399963,0.118545,177.631989,524.429993,344.190002,75.330009,687.440002,0.19848,4.623,590.005005,12.365999
513.649963,524.459961,590.005005,9.802999,544.399963,211.699997,663,0.1256,663,0.122925,671.25,45.857998,1000.799988,0.118545,177.575989,524.459961,344.190002,75.330009,687.440002,0.19848,4.618,590.005005,12.365999
513.679993,524.519958,590.005005,9.802,544.440002,211.699997,663,0.1256,663,0.122925,671.25,45.851997,1000.799988,0.118545,177.519989,524.519958,344.190002,75.330009,687.440002,0.19848,4.612,590.005005,12.365999
513.679993,524.519958,590.005005,9.802,544.440002,211.699997,663,0.1256,663,0.122925,671.25,45.846001,1000.799988,0.118545,177.519989,524.549988,344.190002,75.330009,687.440002,0.19848,4.612,590.005005,12.365999
513.769958,524.580017,590.005005,9.8,544.519958,211.699997,663,0.1256,663,0.122925,671.25,45.846001,1000.799988,0.118545,177.421997,524.580017,344.190002,75.390007,687.440002,0.19851,4.6,590.005005,12.368999
513.859985,524.640015,590.037476,9.799,544.599976,211.679993,663.049988,0.1256,663.049988,0.122925,671.299988,45.863998,1000.799988,0.11853,177.32399,524.640015,344.190002,75.360008,687.47998,0.19848,4.587,590.037476,12.37
513.859985,524.640015,590.037476,9.799,544.599976,211.679993,663.049988,0.1256,663.049988,0.122925,671.299988,45.863998,1000.799988,0.11853,177.32399,524.640015,344.190002,75.360008,687.47998,0.19848,4.587,590.037476,12.37
513.919983,524.640015,590.037476,9.797999,544.599976,211.679993,663.049988,0.1256,663.049988,0.122925,671.299988,45.882,1000.799988,0.11853,177.253998,524.640015,344.190002,75.390015,687.47998,0.19848,4.581,590.037476,12.368
513.919983,524.640015,590.037476,9.797999,544.599976,211.679993,663.049988,0.1256,663.049988,0.122925,671.299988,45.911999,1000.799988,0.11853,177.253998,524.669983,344.190002,75.360001,687.47998,0.19848,4.581,590.037476,12.368
513.97998,524.700012,590.037476,9.796,544.640015,211.679993,663.049988,0.12558,663.049988,0.1229,671.299988,45.947998,1000.799988,0.1185,177.225998,524.700012,344.190002,75.360001,687.47998,0.19842,4.57,590.037476,12.368999
514.070007,524.72998,590.037476,9.795,544.679993,211.679993,663.049988,0.12554,663.049988,0.122875,671.299988,45.989998,1000.799988,0.118485,177.099991,524.72998,344.220001,75.329994,687.47998,0.19836,4.566,590.037476,12.368999
514.099976,524.76001,590.037476,9.793,544.719971,211.659988,663.049988,0.12552,663.049988,0.12285,671.299988,46.049999,1000.799988,0.118455,177.043991,524.76001,344.220001,75.300003,687.519958,0.1983,4.563,590.037476,12.372
514.159973,524.789978,590.037476,9.790999,544.719971,211.659988,663.099976,0.12548,663.099976,0.1228,671.299988,46.133999,1000.799988,0.11841,177.001999,524.789978,344.220001,75.239998,687.519958,0.19821,4.562,590.037476,12.370999
514.190002,524.820007,590.037476,9.789,544.76001,211.659988,663.099976,0.12544,663.099976,0.12275,671.349976,46.223999,1000.799988,0.118365,176.959991,524.820007,344.220001,75.209999,687.519958,0.19812,4.561,590.037476,12.370999
514.25,524.880005,590.037476,9.785999,544.799988,211.659988,663.099976,0.12538,663.099976,0.1227,671.349976,46.32,1001.399963,0.11832,176.903992,524.880005,344.25,75.150009,687.519958,0.19803,4.56,590.037476,12.37
514.279968,524.909973,590.037476,9.783,544.880005,211.659988,663.099976,0.12534,663.099976,0.12265,671.349976,46.416,1001.399963,0.11826,176.875992,524.909973,344.25,75.120003,687.519958,0.19794,4.562,590.037476,12.370999
514.339966,524.969971,590.037476,9.78,544.919983,211.659988,663.099976,0.12528,663.099976,0.1226,671.349976,46.517998,1000.799988,0.118215,176.819992,524.969971,344.25,75.089996,687.519958,0.19785,4.565,590.037476,12.370999
514.369995,525.059998,590.037476,9.776,544.959961,211.639999,663.099976,0.12522,663.099976,0.12255,671.349976,46.613998,1000.799988,0.118155,176.791992,525.059998,344.279999,75,687.559998,0.19773,4.57,590.037476,12.370999
514.429993,525.119995,590.037476,9.773,545.039978,211.639999,663.099976,0.12518,663.099976,0.1225,671.349976,46.709999,1000.799988,0.11811,176.735992,525.119995,344.279999,74.970001,687.559998,0.19764,4.576,590.037476,12.370999
514.459961,525.179993,590.037476,9.769,545.119995,211.639999,663.149963,0.12514,663.149963,0.12245,671.349976,46.799999,1000.799988,0.11805,176.679993,525.179993,344.279999,74.910004,687.559998,0.19755,4.581,590.037476,12.370999
514.519958,525.23999,590.037476,9.766,545.200012,211.639999,663.149963,0.12508,663.149963,0.1224,671.399963,46.877998,1000.799988,0.118005,176.623993,525.23999,344.309998,74.879997,687.559998,0.19746,4.587,590.037476,12.372
514.580017,525.330017,590.037476,9.762,545.23999,211.639999,663.149963,0.12504,663.149963,0.12235,671.399963,46.955997,1001.399963,0.11796,176.567993,525.330017,344.309998,74.849998,687.559998,0.1974,4.591,590.037476,12.374
514.609985,525.390015,590.037476,9.759,545.320007,211.639999,663.149963,0.125,663.149963,0.122325,671.399963,47.021999,1001.399963,0.117915,176.539993,525.390015,344.309998,74.790001,687.559998,0.19731,4.596,590.037476,12.374
514.669983,525.450012,590.037476,9.755,545.399963,211.619995,663.149963,0.12496,663.149963,0.122275,671.399963,47.081997,1001.399963,0.117885,176.483994,525.450012,344.309998,74.790009,687.599976,0.19725,4.599,590.037476,12.370999
514.700012,525.51001,590.037476,9.752,545.47998,211.619995,663.149963,0.12492,663.149963,0.12225,671.399963,47.141998,1001.399963,0.11784,176.427994,525.51001,344.339996,74.759995,687.599976,0.19719,4.601,590.037476,12.370999
514.76001,525.570007,590.037476,9.749,545.519958,211.619995,663.149963,0.1249,663.149963,0.1222,671.399963,47.183998,1001.399963,0.11781,176.386002,525.570007,344.339996,74.760002,687.599976,0.19716,4.602,590.037476,12.372
514.789978,525.630005,590.037476,9.747,545.599976,211.619995,663.200012,0.12486,663.200012,0.122175,671.399963,47.225998,1000.799988,0.11778,176.358002,525.630005,344.339996,74.729996,687.599976,0.1971,4.603,590.037476,12.372
514.849976,525.690002,590.037476,9.743999,545.640015,211.619995,663.200012,0.12484,663.200012,0.12215,671.450012,47.261997,1000.799988,0.11775,176.315994,525.690002,344.339996,74.730003,687.599976,0.19707,4.603,590.037476,12.372
514.909973,525.719971,590.037476,9.742,545.719971,211.619995,663.200012,0.12482,663.200012,0.122125,671.450012,47.285999,1000.799988,0.117735,176.274002,525.719971,344.339996,74.700005,687.599976,0.19704,4.602,590.037476,12.372
514.940002,525.779968,590.037476,9.74,545.76001,211.619995,663.200012,0.1248,663.200012,0.122125,671.450012,47.309998,1000.799988,0.11772,176.231995,525.779968,344.339996,74.699989,687.639954,0.19701,4.6,590.037476,12.372
515,525.809998,590.037476,9.738,545.799988,211.599991,663.200012,0.12478,663.200012,0.1221,671.450012,47.327999,1000.799988,0.117705,176.203995,525.809998,344.369995,74.699997,687.639954,0.19698,4.598,590.037476,12.370999
515.029968,525.809998,590.037476,9.736,545.839966,211.599991,663.200012,0.12478,663.200012,0.1221,671.450012,47.346001,1000.799988,0.11769,176.162003,525.809998,344.369995,74.699997,687.639954,0.19698,4.595,590.037476,12.37
515.089966,525.839966,590.037476,9.734,545.839966,211.599991,663.200012,0.12476,663.200012,0.122075,671.450012,47.363998,1000.799988,0.117675,176.119995,525.839966,344.369995,74.700005,687.639954,0.19695,4.592,590.037476,12.37
515.119995,525.869995,590.037476,9.733,545.880005,211.599991,663.200012,0.12476,663.200012,0.122075,671.450012,47.375999,1000.799988,0.11766,176.063995,525.869995,344.369995,74.700005,687.639954,0.19695,4.587,590.037476,12.37
515.179993,525.869995,590.037476,9.731,545.880005,211.599991,663.25,0.12474,663.25,0.12205,671.450012,47.393997,1000.799988,0.117645,176.022003,525.869995,344.369995,74.700005,687.639954,0.19692,4.583,590.037476,12.37
515.209961,525.899963,590.070007,9.73,545.919983,211.599991,663.25,0.12474,663.25,0.12205,671.5,47.405998,1000.799988,0.117645,176.022003,525.899963,344.369995,74.700005,687.679993,0.19692,4.578,590.070007,12.37
515.269958,525.899963,590.070007,9.729,545.919983,211.599991,663.25,0.12472,663.25,0.122025,671.5,47.424,1000.799988,0.11763,175.923996,525.899963,344.369995,74.699997,687.679993,0.19689,4.573,590.070007,12.37
515.330017,525.929993,590.070007,9.728,545.919983,211.580002,663.25,0.1247,663.25,0.122,671.5,47.501999,1000.799988,0.1176,175.881989,525.929993,344.369995,74.640007,687.679993,0.1968,4.568,590.070007,12.370999
515.359985,525.929993,590.070007,9.724999,545.959961,211.580002,663.25,0.12466,663.25,0.121975,671.5,47.579998,1001.399963,0.117555,175.853989,525.929993,344.369995,74.639999,687.679993,0.19674,4.564,590.070007,12.370999
515.419983,525.959961,590.070007,9.723,545.959961,211.580002,663.25,0.12462,663.25,0.121925,671.5,47.652,1001.399963,0.117525,175.811996,525.959961,344.399994,74.580002,687.679993,0.19665,4.558,590.070007,12.37
515.450012,525.98999,590.070007,9.719999,546,211.580002,663.25,0.12458,663.25,0.121875,671.5,47.717999,1001.399963,0.11748,175.783997,525.98999,344.399994,74.550003,687.679993,0.19659,4.555,590.070007,12.37
515.51001,526.019958,590.070007,9.717999,546.039978,211.580002,663.299988,0.12454,663.299988,0.12185,671.5,47.789997,1000.799988,0.117435,175.727997,526.019958,344.399994,74.519997,687.719971,0.1965,4.556,590.070007,12.37
515.539978,526.049988,590.070007,9.715,546.039978,211.580002,663.299988,0.12448,663.299988,0.1218,671.549988,47.855999,1000.799988,0.117405,175.685989,526.049988,344.399994,74.489998,687.719971,0.19644,4.558,590.070007,12.37
515.599976,526.080017,590.070007,9.712,546.079956,211.580002,663.299988,0.12446,663.299988,0.121775,671.549988,47.921997,1000.799988,0.11736,175.62999,526.080017,344.429993,74.459999,687.719971,0.19638,4.56,590.070007,12.368999
515.630005,526.109985,590.070007,9.709,546.119995,211.559998,663.299988,0.12442,663.299988,0.121725,671.549988,47.975998,1000.799988,0.11733,175.57399,526.109985,344.429993,74.429993,687.719971,0.19632,4.563,590.070007,12.368999
515.690002,526.140015,590.070007,9.707,546.159973,211.559998,663.299988,0.12438,663.299988,0.1217,671.549988,48.029999,1000.799988,0.117285,175.51799,526.140015,344.429993,74.400002,687.719971,0.19626,4.565,590.070007,12.368999
515.719971,526.169983,590.070007,9.704,546.200012,211.559998,663.299988,0.12436,663.299988,0.121675,671.549988,48.084,1000.799988,0.117255,175.46199,526.169983,344.429993,74.369995,687.719971,0.1962,4.566,590.070007,12.37
515.779968,526.22998,590.070007,9.702,546.23999,211.559998,663.299988,0.12432,663.299988,0.121625,671.549988,48.132,1000.799988,0.117225,175.43399,526.22998,344.459991,74.340004,687.719971,0.19614,4.566,590.070007,12.368999
515.809998,526.26001,590.070007,9.698999,546.23999,211.559998,663.299988,0.1243,663.299988,0.1216,671.549988,48.18,1001.399963,0.117195,175.363998,526.26001,344.459991,74.340012,687.76001,0.19611,4.565,590.070007,12.367
515.869995,526.289978,590.070007,9.697,546.279968,211.559998,663.349976,0.12426,663.349976,0.121575,671.599976,48.222,1001.399963,0.11718,175.335999,526.289978,344.459991,74.310005,687.76001,0.19605,4.565,590.070007,12.367
515.899963,526.320007,590.070007,9.695,546.320007,211.559998,663.349976,0.12424,663.349976,0.12155,671.599976,48.264,1001.399963,0.11715,175.279999,526.320007,344.459991,74.310005,687.76001,0.19602,4.563,590.070007,12.367
515.959961,526.320007,590.070007,9.691999,546.359985,211.559998,663.349976,0.12422,663.349976,0.121525,671.599976,48.335999,1000.799988,0.11712,175.265991,526.320007,344.459991,74.250008,687.76001,0.19593,4.562,590.070007,12.367
515.98999,526.349976,590.070007,9.69,546.399963,211.539993,663.349976,0.12418,663.349976,0.1215,671.599976,48.396,1000.799988,0.117075,175.223999,526.349976,344.48999,74.25,687.76001,0.19587,4.559,590.070007,12.367
516.019958,526.380005,590.070007,9.686999,546.399963,211.539993,663.349976,0.12414,663.349976,0.12145,671.599976,48.449997,1000.799988,0.117045,175.181992,526.380005,344.48999,74.220001,687.76001,0.19581,4.556,590.070007,12.365999
516.080017,526.409973,590.070007,9.684999,546.440002,211.539993,663.349976,0.12412,663.349976,0.121425,671.599976,48.497997,1000.799988,0.117015,175.167999,526.409973,344.48999,74.220009,687.76001,0.19578,4.555,590.070007,12.365999
516.109985,526.440002,590.070007,9.682,546.47998,211.539993,663.349976,0.12408,663.349976,0.1214,671.599976,48.539997,1000.799988,0.116985,175.125992,526.440002,344.48999,74.189995,687.799988,0.19572,4.555,590.070007,12.365999
516.169983,526.469971,590.070007,9.679999,546.47998,211.539993,663.349976,0.12406,663.349976,0.121375,671.599976,48.57,1000.799988,0.11697,175.112,526.469971,344.48999,74.190002,687.799988,0.19569,4.555,590.070007,12.365999
516.200012,526.469971,590.070007,9.677999,546.519958,211.539993,663.399963,0.12404,663.399963,0.12135,671.649963,48.599998,1000.799988,0.11694,175.069992,526.469971,344.48999,74.160011,687.799988,0.19566,4.556,590.070007,12.365999
516.26001,526.469971,590.070007,9.676,546.519958,211.539993,663.399963,0.12402,663.399963,0.121325,671.649963,48.618,1000.799988,0.116925,175.056,526.469971,344.519989,74.159996,687.799988,0.19563,4.555,590.070007,12.365999
516.289978,526.5,590.070007,9.675,546.519958,211.539993,663.399963,0.12402,663.399963,0.121325,671.649963,48.629997,1000.799988,0.11691,175.013992,526.5,344.519989,74.129997,687.799988,0.1956,4.553,590.070007,12.365999
516.349976,526.5,590.070007,9.672999,546.559998,211.539993,663.399963,0.124,663.399963,0.121325,671.649963,48.635998,1000.799988,0.11691,175,526.5,344.519989,74.160004,687.799988,0.1956,4.55,590.070007,12.365
516.380005,526.5,590.070007,9.672,546.559998,211.519989,663.399963,0.124,663.399963,0.1213,671.649963,48.641998,1000.799988,0.116895,174.957993,526.5,344.519989,74.160004,687.799988,0.1956,4.546,590.070007,12.365
516.409973,526.469971,590.070007,9.671,546.559998,211.519989,663.399963,0.12398,663.399963,0.1213,671.649963,48.683998,1000.799988,0.11688,174.944,526.469971,344.519989,74.12999,687.839966,0.19554,4.541,590.070007,12.362
516.469971,526.469971,590.070007,9.669,546.519958,211.519989,663.399963,0.12396,663.399963,0.121275,671.649963,48.713997,1000.799988,0.116865,174.901993,526.469971,344.519989,74.129997,687.839966,0.19551,4.534,590.070007,12.362
516.5,526.469971,590.070007,9.668,546.519958,211.519989,663.399963,0.12394,663.399963,0.12125,671.649963,48.756001,1000.799988,0.116835,174.888,526.469971,344.519989,74.129997,687.839966,0.19548,4.528,590.070007,12.362
516.559998,526.469971,590.070007,9.665999,546.519958,211.519989,663.450012,0.12392,663.450012,0.121225,671.700012,48.792,1001.399963,0.11682,174.888,526.469971,344.519989,74.130005,687.839966,0.19545,4.524,590.070007,12.362
516.589966,526.469971,590.102478,9.664,546.519958,211.519989,663.450012,0.1239,663.450012,0.1212,671.700012,48.821999,1000.799988,0.116805,174.804001,526.469971,344.519989,74.099998,687.839966,0.19542,4.52,590.102478,12.362
516.619995,526.469971,590.102478,9.663,546.519958,211.519989,663.450012,0.12388,663.450012,0.121175,671.700012,48.882,1000.799988,0.116775,174.789993,526.469971,344.519989,74.040009,687.839966,0.19533,4.519,590.102478,12.361
516.679993,526.469971,590.102478,9.660999,546.519958,211.519989,663.450012,0.12384,663.450012,0.12115,671.700012,48.93,1000.799988,0.116745,174.748001,526.469971,344.549988,74.039993,687.839966,0.1953,4.518,590.102478,12.361
516.709961,526.469971,590.102478,9.658999,546.519958,211.519989,663.450012,0.12382,663.450012,0.121125,671.700012,48.972,1000.799988,0.116715,174.733994,526.469971,344.549988,74.01001,687.839966,0.19524,4.516,590.102478,12.361
516.769958,526.469971,590.102478,9.657,546.519958,211.5,663.450012,0.1238,663.450012,0.1211,671.700012,49.014,1000.799988,0.1167,174.692001,526.469971,344.549988,74.01001,687.880005,0.19521,4.514,590.102478,12.361
516.799988,526.469971,590.102478,9.655,546.519958,211.5,663.450012,0.12378,663.450012,0.121075,671.700012,49.037998,1000.799988,0.11667,174.649994,526.469971,344.549988,74.010002,687.880005,0.19518,4.513,590.102478,12.36
516.830017,526.469971,590.102478,9.653,546.519958,211.5,663.450012,0.12374,663.450012,0.12105,671.700012,49.067997,1000.799988,0.116655,174.593994,526.469971,344.549988,73.980003,687.880005,0.19515,4.513,590.102478,12.36
516.859985,526.469971,590.102478,9.651999,546.519958,211.5,663.450012,0.12372,663.450012,0.121025,671.75,49.139999,1000.799988,0.116625,174.565994,526.469971,344.579987,73.919998,687.880005,0.19506,4.512,590.102478,12.36
516.919983,526.469971,590.102478,9.649,546.519958,211.5,663.5,0.12368,663.5,0.121,671.75,49.194,1000.799988,0.116595,174.524002,526.469971,344.579987,73.920006,687.880005,0.195,4.508,590.102478,12.358999
516.950012,526.5,590.102478,9.646999,546.519958,211.5,663.5,0.12366,663.5,0.120975,671.75,49.247997,1000.799988,0.116565,174.481995,526.5,344.579987,73.889999,687.880005,0.19494,4.504,590.102478,12.358999
516.97998,526.5,590.102478,9.645,546.559998,211.5,663.5,0.12362,663.5,0.12095,671.75,49.289997,1000.799988,0.116535,174.425995,526.5,344.579987,73.889999,687.880005,0.19491,4.503,590.102478,12.358
517.039978,526.5,590.102478,9.643,546.559998,211.5,663.5,0.1236,663.5,0.1209,671.75,49.349998,1000.799988,0.116505,174.384003,526.5,344.579987,73.860001,687.880005,0.19485,4.503,590.102478,12.358
517.070007,526.529968,590.102478,9.641,546.559998,211.5,663.5,0.12356,663.5,0.120875,671.75,49.397999,1001.399963,0.116475,174.356003,526.529968,344.609985,73.830002,687.919983,0.19479,4.503,590.102478,12.356
517.099976,526.529968,590.102478,9.638,546.559998,211.5,663.5,0.12354,663.5,0.12085,671.75,49.445999,1001.399963,0.116445,174.313995,526.529968,344.609985,73.799995,687.919983,0.19473,4.502,590.102478,12.355
517.159973,526.529968,590.102478,9.636,546.599976,211.479996,663.5,0.12352,663.5,0.120825,671.75,49.487999,1000.799988,0.11643,174.272003,526.529968,344.609985,73.770004,687.919983,0.1947,4.502,590.102478,12.355
517.190002,526.559998,590.102478,9.634,546.599976,211.479996,663.5,0.1235,663.5,0.1208,671.799988,49.529999,1000.799988,0.1164,174.257996,526.559998,344.609985,73.73999,687.919983,0.19464,4.501,590.102478,12.355
517.219971,526.559998,590.102478,9.632,546.599976,211.479996,663.5,0.12346,663.5,0.120775,671.799988,49.559998,1000.799988,0.116385,174.215988,526.559998,344.609985,73.739998,687.919983,0.19461,4.5,590.102478,12.355
517.25,526.559998,590.102478,9.631,546.599976,211.479996,663.5,0.12346,663.5,0.120775,671.799988,49.59,1000.799988,0.116355,174.201996,526.559998,344.609985,73.740005,687.919983,0.19458,4.499,590.102478,12.354
517.309998,526.559998,590.102478,9.629,546.640015,211.479996,663.549988,0.12344,663.549988,0.12075,671.799988,49.607998,1000.799988,0.11634,174.187988,526.559998,344.609985,73.710007,687.919983,0.19455,4.497,590.102478,12.354
517.339966,526.559998,590.102478,9.627,546.640015,211.479996,663.549988,0.12342,663.549988,0.120725,671.799988,49.619999,1000.799988,0.11634,174.159988,526.559998,344.609985,73.740005,687.919983,0.19455,4.495,590.102478,12.354
