PRCA1101B.PV,PI_1136.PV,TI1116A.PV,TI_1142.PV,TI_1149A.PV,FIC_1127.PV,TDRCA1117A.OUT,TI_1152A.PV,PDR1103.PV,TI1105A.PV,TI_1140.PV,TRA1401A.PV,PI_1134.PV,TIA1114.PV,TI1111.PV,PI_1138A.PV,PDI_1138.OUT,TI1115A.PV,TI1135.PV,TRCA1130.PV,PDRCA1109.PV,FRC1102.PV,PI_1180.PV,PRA1102.PV,FRSA1101.PV,PR1401.PV,TI_1150A.PV,TI_1151A.PV,PI_1132A.PV,TIC_1101.PV,PDI_1132.OUT,FIC_1121.PV,PDRA1102.OUT,WR1104.PV,TI_1146.PV,PR1102A.PV,PIK1101A.OUT,PDR1106.PV,TIC_1155.PV,TI1117A.PV,PDR1401.PV
0.14997,0.24406,516.799988,516.830017,520.799988,599.940002,3.399963,590.005005,9.684,540.640015,211.099991,662.149963,0.12428,662.149963,486.315002,0.1216,4.379995,670.450012,337.5,211.099991,48.335999,999.599976,0.2072,0.11721,175.43399,0.14997,520.799988,520.799988,0.1722,520.799988,50.719997,344.459991,74.25,145.662003,686.559998,0.19572,52.320713,4.267,590.005005,677,12.325999
0.14997,0.24406,516.849976,516.830017,520.769958,599.940002,3.399963,590.005005,9.684999,540.599976,211.099991,662.149963,0.1243,662.149963,486.315002,0.121625,4.404999,670.450012,337.549988,211.099991,48.312,999.599976,0.2072,0.117225,175.43399,0.14997,520.769958,520.769958,0.1722,520.769958,50.719997,344.459991,74.25,145.662003,686.559998,0.19572,52.320435,4.266,590.005005,677,12.325
0.14997,0.24406,516.849976,516.859985,520.73999,599.940002,3.400024,590.005005,9.686,540.599976,211.099991,662.149963,0.12432,662.149963,486.315002,0.121625,4.385002,670.5,337.549988,211.099991,48.287998,999.599976,0.2072,0.11724,175.43399,0.14997,520.73999,520.73999,0.1722,520.73999,50.699993,344.459991,74.25,145.662003,686.559998,0.19575,52.320156,4.264,590.005005,677.049988,12.323999
0.14997,0.24406,516.849976,516.859985,520.709961,599.940002,3.400024,590.005005,9.686,540.559998,211.099991,662.200012,0.12432,662.200012,486.359985,0.12165,4.409999,670.5,337.600006,211.099991,48.293999,999.599976,0.2072,0.11724,175.447998,0.14997,520.709961,520.709961,0.17215,520.709961,50.650002,344.459991,74.25,145.662003,686.559998,0.19575,52.319878,4.263,590.005005,677.049988,12.323999
0.14997,0.24406,516.849976,516.859985,520.679993,600.059998,3.400024,590.005005,9.686999,540.519958,211.099991,662.200012,0.12432,662.200012,486.359985,0.12165,4.409999,670.5,337.600006,211.099991,48.287998,999.599976,0.2072,0.117255,175.447998,0.14997,520.679993,520.679993,0.172125,520.679993,50.624996,344.459991,74.25,145.672989,686.559998,0.19575,52.319599,4.26,590.005005,677.049988,12.323999
0.14997,0.24406,516.849976,516.859985,520.649963,600.059998,3.400024,590.005005,9.686999,540.519958,211.099991,662.200012,0.12432,662.200012,486.359985,0.12165,4.389994,670.5,337.600006,211.099991,48.281998,999.599976,0.2072,0.117255,175.475998,0.14997,520.649963,520.649963,0.172125,520.649963,50.624996,344.459991,74.25,145.672989,686.559998,0.19575,52.319321,4.257,590.005005,677.049988,12.323999
0.15,0.24406,516.849976,516.859985,520.619995,600.059998,3.400024,590.005005,9.688,540.47998,211.099991,662.200012,0.12434,662.200012,486.359985,0.12165,4.389994,670.5,337.649994,211.099991,48.275997,999.599976,0.2072,0.117255,175.48999,0.15,520.619995,520.619995,0.172125,520.619995,50.605,344.459991,74.280006,145.672989,686.559998,0.19578,52.327656,4.256,590.005005,677.049988,12.323
0.15,0.24406,516.849976,516.890015,520.619995,599.940002,3.400024,590.005005,9.688,540.440002,211.099991,662.200012,0.12434,662.200012,486.359985,0.12165,4.389994,670.5,337.699982,211.099991,48.27,999.599976,0.20728,0.11727,175.48999,0.15,520.619995,520.619995,0.17215,520.619995,50.630005,344.429993,74.250008,145.672989,686.599976,0.19578,52.327656,4.256,590.005005,677.049988,12.322
0.15,0.24406,516.899963,516.890015,520.589966,599.880005,3.400024,590.005005,9.688,540.440002,211.099991,662.200012,0.12434,662.200012,486.359985,0.121675,4.395,670.5,337.75,211.099991,48.257999,999.599976,0.20728,0.11727,175.48999,0.15,520.589966,520.589966,0.17215,520.589966,50.630005,344.429993,74.250008,145.672989,686.599976,0.19578,52.327656,4.257,590.005005,677.049988,12.322
0.14997,0.24404,516.899963,516.890015,520.559998,599.880005,3.400024,590.005005,9.689,540.399963,211.099991,662.200012,0.12434,662.200012,486.359985,0.121675,4.395,670.5,337.799988,211.099991,48.251999,999.599976,0.20728,0.117285,175.48999,0.14997,520.559998,520.559998,0.17215,520.559998,50.610004,344.429993,74.250008,145.672989,686.599976,0.19578,52.319042,4.257,590.005005,677.049988,12.322
0.14997,0.24404,516.899963,516.890015,520.559998,600.059998,3.400024,590.005005,9.689,540.399963,211.099991,662.200012,0.12434,662.200012,486.404999,0.121675,4.395,670.5,337.850006,211.099991,48.251999,999.599976,0.20728,0.117285,175.46199,0.14997,520.559998,520.559998,0.172125,520.559998,50.585003,344.429993,74.250008,145.672989,686.599976,0.19578,52.318764,4.256,590.005005,677.049988,12.323999
0.14997,0.24404,516.899963,516.890015,520.559998,600.059998,3.400024,590.005005,9.689,540.359985,211.080002,662.200012,0.12434,662.200012,486.404999,0.121675,4.395,670.5,337.899994,211.080002,48.275997,999.599976,0.2072,0.11727,175.419998,0.14997,520.559998,520.559998,0.1721,520.559998,50.579994,344.429993,74.219994,145.68399,686.599976,0.19575,52.318485,4.255,590.005005,677.049988,12.323999
0.14997,0.24404,516.899963,516.919983,520.559998,599.940002,3.400024,590.005005,9.689,540.359985,211.080002,662.200012,0.12432,662.200012,486.404999,0.12165,4.389994,670.5,337.899994,211.080002,48.329998,1000.199951,0.20712,0.117255,175.405991,0.14997,520.559998,520.559998,0.17205,520.559998,50.549999,344.459991,74.190002,145.68399,686.599976,0.19569,52.318207,4.253,590.005005,677.049988,12.321
0.14997,0.24404,516.899963,516.919983,520.559998,599.940002,3.350037,590.005005,9.688,540.359985,211.080002,662.200012,0.1243,662.200012,486.404999,0.121625,4.385002,670.5,337.949982,211.080002,48.377998,1000.199951,0.20712,0.11724,175.377991,0.14997,520.559998,520.559998,0.17205,520.559998,50.570004,344.459991,74.190002,145.68399,686.599976,0.19566,52.317928,4.251,590.005005,677.099976,12.321
0.14997,0.24404,516.899963,516.919983,520.559998,600.119995,3.350037,590.005005,9.686999,540.359985,211.080002,662.200012,0.12428,662.200012,486.404999,0.1216,4.399992,670.549988,338,211.080002,48.425999,1000.199951,0.20704,0.11721,175.307999,0.14997,520.559998,520.559998,0.172075,520.559998,50.61499,344.459991,74.129997,145.68399,686.599976,0.1956,52.31765,4.252,590.005005,677.099976,12.321
0.14997,0.24404,516.899963,516.919983,520.589966,600.179993,3.400024,590.005005,9.686,540.399963,211.080002,662.25,0.12426,662.25,486.404999,0.121575,4.395,670.549988,338.049988,211.080002,48.492001,1000.199951,0.20696,0.11718,175.279999,0.14997,520.589966,520.589966,0.1721,520.589966,50.659992,344.459991,74.099998,145.68399,686.599976,0.19554,52.317371,4.255,590.005005,677.099976,12.321
0.14997,0.24404,516.899963,516.919983,520.619995,600,3.400024,590.005005,9.684999,540.399963,211.080002,662.25,0.12422,662.25,486.404999,0.12155,4.409999,670.549988,338.100006,211.080002,48.557999,1000.199951,0.20688,0.11715,175.223999,0.14997,520.619995,520.619995,0.172125,520.619995,50.705002,344.459991,74.07,145.68399,686.599976,0.19548,52.317093,4.26,590.005005,677.099976,12.321
0.14997,0.24404,516.950012,516.950012,520.679993,600.059998,3.400024,590.005005,9.683,540.440002,211.080002,662.25,0.1242,662.25,486.404999,0.121525,4.404999,670.549988,338.100006,211.080002,48.618,1000.199951,0.2068,0.11712,175.181992,0.14997,520.679993,520.679993,0.172175,520.679993,50.794991,344.459991,74.010002,145.68399,686.599976,0.19539,52.316814,4.265,590.005005,677.099976,12.32
0.14997,0.24402,516.950012,516.950012,520.709961,600.059998,3.400024,590.005005,9.681,540.47998,211.080002,662.25,0.12416,662.25,486.449982,0.121475,4.395,670.549988,338.149994,211.080002,48.677998,1000.199951,0.2068,0.11709,175.153992,0.14997,520.709961,520.709961,0.1722,520.709961,50.839996,344.48999,73.980003,145.68399,686.639954,0.19533,52.316536,4.27,590.005005,677.099976,12.32
0.14997,0.24402,516.950012,516.950012,520.769958,600.119995,3.400024,590.005005,9.679,540.559998,211.080002,662.25,0.12414,662.25,486.449982,0.12145,4.390001,670.549988,338.199982,211.080002,48.737999,1000.199951,0.20672,0.11706,175.112,0.14997,520.769958,520.769958,0.17225,520.769958,50.910004,344.48999,73.949997,145.68399,686.639954,0.19527,52.316257,4.276,590.005005,677.099976,12.32
0.14997,0.24402,516.950012,516.950012,520.830017,600.119995,3.400024,590.005005,9.677,540.599976,211.080002,662.25,0.1241,662.25,486.449982,0.121425,4.404999,670.549988,338.25,211.080002,48.792,1000.199951,0.20664,0.117015,175.097992,0.14997,520.830017,520.830017,0.172275,520.830017,50.974995,344.48999,73.920013,145.694992,686.639954,0.19521,52.315979,4.281,590.005005,677.099976,12.32
0.14997,0.24402,516.950012,516.97998,520.859985,600.119995,3.400024,590.005005,9.675,540.640015,211.080002,662.25,0.12408,662.25,486.449982,0.1214,4.419997,670.549988,338.299988,211.080002,48.846001,1000.199951,0.20656,0.116985,175.084,0.14997,520.859985,520.859985,0.172275,520.859985,50.994991,344.48999,73.919998,145.694992,686.639954,0.19518,52.315701,4.285,590.005005,677.099976,12.318999
0.14997,0.24402,516.950012,516.97998,520.919983,600.179993,3.400024,590.005005,9.672999,540.719971,211.080002,662.25,0.12404,662.25,486.449982,0.121375,4.414998,670.549988,338.299988,211.080002,48.888,1000.199951,0.20656,0.11697,175.084,0.14997,520.919983,520.919983,0.1723,520.919983,51.039993,344.48999,73.860008,145.694992,686.639954,0.19512,52.315422,4.289,590.005005,677.099976,12.318999
0.14997,0.24402,516.950012,516.97998,520.97998,600.179993,3.400024,590.005005,9.671,540.76001,211.080002,662.25,0.12402,662.25,486.449982,0.12135,4.409999,670.549988,338.350006,211.080002,48.924,1000.199951,0.20648,0.11694,175.112,0.14997,520.97998,520.97998,0.172325,520.97998,51.085003,344.519989,73.860001,145.694992,686.639954,0.19509,52.315144,4.293,590.005005,677.099976,12.318999
0.14997,0.244,517,516.97998,521.01001,600.179993,3.350037,590.005005,9.67,540.799988,211.080002,662.25,0.124,662.25,486.449982,0.121325,4.404992,670.549988,338.399994,211.080002,48.953999,1000.199951,0.20648,0.11691,175.112,0.14997,521.01001,521.01001,0.172325,521.01001,51.105,344.519989,73.860001,145.694992,686.639954,0.19506,52.314865,4.296,590.005005,677.149963,12.318
0.14994,0.244,517,517.01001,521.039978,600.059998,3.350037,590.005005,9.668,540.839966,211.080002,662.25,0.12398,662.25,486.494995,0.1213,4.4,670.599976,338.449982,211.080002,48.972,1000.199951,0.20648,0.116895,175.139999,0.14994,521.039978,521.039978,0.17235,521.039978,51.149994,344.519989,73.830002,145.694992,686.639954,0.19503,52.305977,4.299,590.005005,677.149963,12.318
0.14997,0.244,517,517.01001,521.070007,600.059998,3.350037,590.005005,9.665999,540.880005,211.080002,662.25,0.12396,662.25,486.494995,0.121275,4.395,670.599976,338.449982,211.080002,48.983997,1000.199951,0.2064,0.11688,175.167999,0.14997,521.070007,521.070007,0.17235,521.070007,51.169991,344.519989,73.830009,145.694992,686.639954,0.195,52.31403,4.301,590.005005,677.149963,12.318
0.14997,0.244,517,517.01001,521.099976,600.059998,3.350037,590.005005,9.665,540.919983,211.059998,662.25,0.12396,662.25,486.494995,0.121275,4.414998,670.599976,338.5,211.059998,48.983997,1000.199951,0.20648,0.116865,175.195999,0.14997,521.099976,521.099976,0.17235,521.099976,51.169991,344.519989,73.830009,145.694992,686.639954,0.195,52.313751,4.303,590.005005,677.149963,12.316999
0.14997,0.244,517,517.01001,521.130005,600.059998,3.400024,590.005005,9.664,540.959961,211.059998,662.25,0.12396,662.25,486.494995,0.121275,4.414998,670.599976,338.549988,211.059998,48.972,1000.199951,0.20648,0.116865,175.223999,0.14997,521.130005,521.130005,0.172325,521.130005,51.165001,344.519989,73.860008,145.694992,686.639954,0.19503,52.313473,4.303,590.005005,677.149963,12.315
0.14997,0.244,517,517.039978,521.130005,600,3.400024,590.005005,9.663,540.959961,211.059998,662.299988,0.12396,662.299988,486.494995,0.121275,4.395,670.599976,338.549988,211.059998,48.947998,1000.199951,0.20648,0.11688,175.237991,0.14997,521.130005,521.130005,0.172325,521.130005,51.145,344.519989,73.889999,145.694992,686.679993,0.19506,52.313194,4.303,590.005005,677.149963,12.316
0.14997,0.244,517.049988,517.039978,521.130005,600,3.400024,590.005005,9.663,540.959961,211.059998,662.299988,0.12396,662.299988,486.494995,0.121275,4.395,670.599976,338.600006,211.059998,48.905998,1000.199951,0.20656,0.11688,175.265991,0.14997,521.130005,521.130005,0.172325,521.130005,51.145,344.519989,73.919998,145.694992,686.679993,0.19509,52.312916,4.302,590.005005,677.149963,12.316
0.14994,0.244,517.049988,517.039978,521.130005,600,3.400024,590.005005,9.663,540.959961,211.059998,662.299988,0.12398,662.299988,486.539978,0.1213,4.4,670.599976,338.649994,211.059998,48.857998,1000.199951,0.20656,0.116895,175.251999,0.14994,521.130005,521.130005,0.1723,521.130005,51.100002,344.519989,73.920006,145.694992,686.679993,0.19512,52.304028,4.3,590.005005,677.149963,12.316
0.14994,0.244,517.049988,517.039978,521.099976,599.940002,3.400024,590.005005,9.664,540.959961,211.059998,662.299988,0.12402,662.299988,486.539978,0.121325,4.384995,670.599976,338.699982,211.059998,48.773998,1000.199951,0.20664,0.11694,175.265991,0.14994,521.099976,521.099976,0.172275,521.099976,51.054993,344.519989,73.980011,145.694992,686.679993,0.19521,52.303471,4.297,590.005005,677.149963,12.316
0.14997,0.244,517.049988,517.070007,521.070007,599.940002,3.400024,590.005005,9.665,540.959961,211.059998,662.299988,0.12406,662.299988,486.539978,0.121375,4.394993,670.599976,338.75,211.059998,48.666,1000.199951,0.2068,0.116985,175.279999,0.14997,521.070007,521.070007,0.172275,521.070007,51.014988,344.48999,74.070007,145.694992,686.679993,0.19533,52.311523,4.294,590.005005,677.149963,12.315
0.14997,0.244,517.049988,517.070007,521.039978,599.880005,3.400024,590.005005,9.667,540.919983,211.059998,662.299988,0.12412,662.299988,486.539978,0.121425,4.384995,670.599976,338.799988,211.059998,48.545998,1000.199951,0.20688,0.11703,175.279999,0.14997,521.039978,521.039978,0.17225,521.039978,50.93,344.48999,74.130005,145.694992,686.679993,0.19545,52.311245,4.29,590.005005,677.149963,12.313
0.14997,0.244,517.049988,517.070007,520.97998,600,3.400024,590.005005,9.67,540.880005,211.059998,662.299988,0.12418,662.299988,486.539978,0.1215,4.4,670.599976,338.850006,211.059998,48.431999,1000.199951,0.20704,0.117105,175.265991,0.14997,520.97998,520.97998,0.172175,520.97998,50.814995,344.48999,74.220001,145.694992,686.679993,0.19557,52.310966,4.283,590.005005,677.149963,12.313
0.14997,0.244,517.049988,517.070007,520.919983,600,3.400024,590.005005,9.672999,540.799988,211.059998,662.299988,0.12422,662.299988,486.539978,0.121525,4.385002,670.599976,338.899994,211.059998,48.383999,999.599976,0.20704,0.117135,175.265991,0.14997,520.919983,520.919983,0.172025,520.919983,50.624996,344.459991,74.220001,145.694992,686.679993,0.1956,52.310688,4.273,590.005005,677.149963,12.315
0.14994,0.244,517.099976,517.099976,520.859985,600,3.349976,590.005005,9.675,540.76001,211.059998,662.299988,0.12424,662.299988,486.584991,0.12155,4.389994,670.599976,338.949982,211.059998,48.383999,999.599976,0.20704,0.117165,175.265991,0.14994,520.859985,520.859985,0.171825,520.859985,50.424992,344.459991,74.220001,145.694992,686.679993,0.1956,52.3018,4.258,590.005005,677.200012,12.315
0.14994,0.244,517.099976,517.099976,520.830017,600,3.349976,590.005005,9.677,540.719971,211.059998,662.299988,0.12424,662.299988,486.584991,0.12155,4.389994,670.649963,339,211.059998,48.396,1000.199951,0.20704,0.117165,175.237991,0.14994,520.830017,520.830017,0.1717,520.830017,50.300003,344.459991,74.220001,145.705994,686.679993,0.1956,52.301243,4.241,590.005005,677.200012,12.315
0.14997,0.244,517.099976,517.099976,520.799988,600,3.349976,590.005005,9.677,540.679993,211.059998,662.299988,0.12424,662.299988,486.584991,0.12155,4.389994,670.649963,339,211.059998,48.438,1000.199951,0.20696,0.11715,175.223999,0.14997,520.799988,520.799988,0.17165,520.799988,50.269993,344.459991,74.190002,145.705994,686.679993,0.19557,52.309296,4.23,590.005005,677.200012,12.315
0.14997,0.244,517.099976,517.099976,520.769958,600,3.349976,590.005005,9.677999,540.640015,211.059998,662.299988,0.12422,662.299988,486.584991,0.121525,4.385002,670.649963,339.049988,211.059998,48.486,1000.199951,0.20696,0.117135,175.223999,0.14997,520.769958,520.769958,0.171675,520.769958,50.314999,344.459991,74.159996,145.705994,686.679993,0.19551,52.309017,4.227,590.005005,677.200012,12.313
0.14997,0.244,517.099976,517.130005,520.769958,600,3.349976,590.005005,9.677,540.599976,211.059998,662.299988,0.1242,662.299988,486.584991,0.121525,4.404999,670.649963,339.100006,211.059998,48.528,1000.199951,0.20688,0.11712,175.209991,0.14997,520.769958,520.769958,0.17175,520.769958,50.389999,344.459991,74.129997,145.705994,686.719971,0.19548,52.308739,4.23,590.005005,677.200012,12.313
0.14997,0.244,517.099976,517.130005,520.769958,600.059998,3.399963,590.005005,9.677,540.599976,211.059998,662.299988,0.12418,662.299988,486.584991,0.1215,4.4,670.649963,339.149994,211.059998,48.57,999.599976,0.20688,0.11709,175.195999,0.14997,520.769958,520.769958,0.171825,520.769958,50.484993,344.48999,74.069992,145.705994,686.719971,0.19542,52.30846,4.238,590.005005,677.200012,12.314
0.14997,0.244,517.099976,517.130005,520.769958,600.059998,3.399963,590.005005,9.676,540.599976,211.059998,662.349976,0.12416,662.349976,486.584991,0.121475,4.395,670.649963,339.149994,211.059998,48.612,999.599976,0.2068,0.117075,175.181992,0.14997,520.769958,520.769958,0.1719,520.769958,50.579987,344.48999,74.07,145.705994,686.719971,0.19539,52.308182,4.246,590.005005,677.200012,12.314
0.14997,0.244,517.099976,517.130005,520.769958,600.059998,3.399963,590.005005,9.675,540.599976,211.059998,662.349976,0.12414,662.349976,486.584991,0.12145,4.390001,670.649963,339.199982,211.059998,48.647999,1000.199951,0.2068,0.11706,175.153992,0.14997,520.769958,520.769958,0.171925,520.769958,50.604992,344.48999,74.040001,145.705994,686.719971,0.19536,52.307903,4.252,590.005005,677.200012,12.314
0.14997,0.244,517.149963,517.130005,520.799988,599.940002,3.399963,590.005005,9.674,540.599976,211.059998,662.349976,0.12412,662.349976,486.629974,0.12145,4.409999,670.649963,339.25,211.059998,48.677998,1000.199951,0.20672,0.117045,175.153992,0.14997,520.799988,520.799988,0.17195,520.799988,50.650002,344.48999,74.040009,145.705994,686.719971,0.19533,52.307625,4.256,590.005005,677.200012,12.314
0.14997,0.244,517.149963,517.130005,520.799988,599.940002,3.399963,590.005005,9.672999,540.599976,211.059998,662.349976,0.12412,662.349976,486.629974,0.121425,4.404999,670.649963,339.25,211.059998,48.695999,1000.199951,0.20672,0.11703,175.139999,0.14997,520.799988,520.799988,0.171975,520.799988,50.675003,344.48999,74.010002,145.705994,686.719971,0.1953,52.307346,4.26,590.005005,677.200012,12.313
0.14997,0.244,517.149963,517.159973,520.799988,599.940002,3.399963,590.005005,9.672999,540.640015,211.059998,662.349976,0.1241,662.349976,486.629974,0.121425,4.404999,670.649963,339.299988,211.059998,48.713997,1000.199951,0.20672,0.11703,175.097992,0.14997,520.799988,520.799988,0.172,520.799988,50.71999,344.48999,73.980003,145.705994,686.719971,0.19527,52.307068,4.262,590.005005,677.200012,12.313
0.14997,0.244,517.149963,517.159973,520.830017,600.119995,3.399963,590.005005,9.672,540.640015,211.059998,662.349976,0.1241,662.349976,486.629974,0.121425,4.404999,670.649963,339.350006,211.059998,48.725998,1000.199951,0.20672,0.117015,175.084,0.14997,520.830017,520.830017,0.172,520.830017,50.71999,344.48999,74.010002,145.705994,686.719971,0.19527,52.306789,4.264,590.005005,677.200012,12.313
0.14997,0.244,517.149963,517.159973,520.830017,600.119995,3.399963,590.005005,9.671,540.640015,211.059998,662.349976,0.1241,662.349976,486.629974,0.1214,4.4,670.649963,339.399994,211.059998,48.737999,999.599976,0.20664,0.117015,175.056,0.14997,520.830017,520.830017,0.172,520.830017,50.71999,344.48999,74.010002,145.705994,686.719971,0.19527,52.306511,4.265,590.005005,677.200012,12.313
0.14997,0.244,517.149963,517.159973,520.859985,600.119995,3.349976,590.037476,9.671,540.679993,211.059998,662.349976,0.12408,662.349976,486.629974,0.1214,4.4,670.649963,339.449982,211.059998,48.756001,999.599976,0.20664,0.117,175.041992,0.14997,520.859985,520.859985,0.172,520.859985,50.73999,344.48999,73.980003,145.705994,686.719971,0.19524,52.306232,4.266,590.037476,677.25,12.313
0.14997,0.244,517.149963,517.159973,520.890015,599.940002,3.349976,590.037476,9.67,540.679993,211.039993,662.349976,0.12408,662.349976,486.629974,0.1214,4.4,670.700012,339.5,211.039993,48.773998,999.599976,0.20664,0.117,175,0.14997,520.890015,520.890015,0.171975,520.890015,50.715,344.48999,73.950005,145.705994,686.719971,0.19521,52.305954,4.265,590.037476,677.25,12.313
0.14997,0.244,517.149963,517.190002,520.890015,600,3.349976,590.037476,9.67,540.719971,211.039993,662.349976,0.12406,662.349976,486.629974,0.121375,4.394993,670.700012,339.549988,211.039993,48.821999,1000.199951,0.20656,0.11697,174.972,0.14997,520.890015,520.890015,0.17195,520.890015,50.709999,344.48999,73.949997,145.716995,686.719971,0.19518,52.305676,4.265,590.037476,677.25,12.313
0.14994,0.244,517.200012,517.190002,520.919983,600,3.349976,590.037476,9.668,540.719971,211.039993,662.349976,0.12404,662.349976,486.674988,0.12135,4.390001,670.700012,339.600006,211.039993,48.863998,1000.199951,0.20648,0.116955,174.873993,0.14994,520.919983,520.919983,0.171925,520.919983,50.704994,344.48999,73.920006,145.716995,686.719971,0.19512,52.296787,4.264,590.037476,677.25,12.311999
0.14994,0.244,517.200012,517.190002,520.97998,600.059998,3.349976,590.037476,9.667,540.76001,211.039993,662.349976,0.124,662.349976,486.674988,0.121325,4.404992,670.700012,339.649994,211.039993,48.966,1000.199951,0.2064,0.11691,174.845993,0.14994,520.97998,520.97998,0.171875,520.97998,50.695004,344.519989,73.860008,145.716995,686.76001,0.19503,52.29623,4.264,590.037476,677.25,12.311999
0.14997,0.244,517.200012,517.190002,521.039978,600.059998,3.349976,590.037476,9.665,540.799988,211.039993,662.349976,0.12396,662.349976,486.674988,0.121275,4.414998,670.700012,339.75,211.039993,49.067997,1000.799988,0.20632,0.116865,174.789993,0.14997,521.039978,521.039978,0.17185,521.039978,50.709999,344.519989,73.770004,145.716995,686.76001,0.19491,52.304283,4.264,590.037476,677.25,12.311999
0.14997,0.244,517.200012,517.219971,521.099976,600.119995,3.349976,590.037476,9.662,540.880005,211.039993,662.349976,0.1239,662.349976,486.674988,0.121225,4.404999,670.700012,339.799988,211.039993,49.163998,1000.799988,0.20616,0.11682,174.733994,0.14997,521.099976,521.099976,0.171875,521.099976,50.795002,344.519989,73.739998,145.716995,686.76001,0.19482,52.304005,4.265,590.037476,677.25,12.309999
0.14997,0.244,517.200012,517.219971,521.159973,600.119995,3.349976,590.037476,9.66,540.919983,211.039993,662.349976,0.12384,662.349976,486.674988,0.12115,4.389994,670.700012,339.850006,211.039993,49.259998,1000.199951,0.20608,0.11676,174.649994,0.14997,521.159973,521.159973,0.171925,521.159973,50.884991,344.549988,73.68,145.716995,686.76001,0.19473,52.303726,4.271,590.037476,677.25,12.309999
0.14997,0.244,517.200012,517.219971,521.25,600.179993,3.399963,590.037476,9.657,541,211.039993,662.399963,0.1238,662.399963,486.674988,0.1211,4.399992,670.700012,339.899994,211.039993,49.355999,1000.199951,0.206,0.116715,174.593994,0.14997,521.25,521.25,0.171975,521.25,50.975002,344.549988,73.649994,145.716995,686.76001,0.19464,52.303448,4.279,590.037476,677.25,12.311
0.14997,0.244,517.200012,517.219971,521.309998,600.23999,3.399963,590.037476,9.653999,541.079956,211.039993,662.399963,0.12374,662.399963,486.674988,0.12105,4.390001,670.700012,339.949982,211.039993,49.445999,1000.199951,0.20592,0.116655,174.524002,0.14997,521.309998,521.309998,0.172025,521.309998,51.064999,344.549988,73.590004,145.716995,686.76001,0.19455,52.303169,4.288,590.037476,677.25,12.311
0.14997,0.244,517.25,517.25,521.399963,600.23999,3.399963,590.037476,9.65,541.159973,211.039993,662.399963,0.1237,662.399963,486.720001,0.121,4.4,670.700012,340,211.039993,49.529999,1000.199951,0.20576,0.11661,174.468002,0.14997,521.399963,521.399963,0.172075,521.399963,51.154987,344.579987,73.559998,145.716995,686.76001,0.19446,52.302891,4.296,590.037476,677.25,12.311
0.14997,0.24398,517.25,517.25,521.48999,600.119995,3.399963,590.037476,9.646999,541.23999,211.039993,662.399963,0.12364,662.399963,486.720001,0.12095,4.390001,670.700012,340.049988,211.039993,49.613998,1000.199951,0.20568,0.116565,174.412003,0.14997,521.48999,521.48999,0.172075,521.48999,51.214993,344.579987,73.5,145.705994,686.76001,0.19437,52.302612,4.302,590.037476,677.25,12.309999
0.14997,0.24398,517.25,517.25,521.580017,600.179993,3.399963,590.037476,9.644,541.359985,211.039993,662.399963,0.1236,662.399963,486.720001,0.1209,4.4,670.700012,340.100006,211.039993,49.697998,1000.799988,0.2056,0.116505,174.384003,0.14997,521.580017,521.580017,0.1721,521.580017,51.279991,344.579987,73.469994,145.705994,686.76001,0.19428,52.302334,4.308,590.037476,677.25,12.309999
0.14994,0.24398,517.25,517.25,521.669983,600.179993,3.399963,590.037476,9.639999,541.440002,211.039993,662.399963,0.12354,662.399963,486.720001,0.12085,4.390001,670.700012,340.149994,211.039993,49.781998,1000.799988,0.20552,0.11646,174.341995,0.14994,521.669983,521.669983,0.1721,521.669983,51.339993,344.609985,73.439995,145.705994,686.76001,0.19419,52.293446,4.312,590.037476,677.25,12.309999
0.14994,0.24398,517.25,517.279968,521.76001,600.23999,3.349976,590.037476,9.637,541.519958,211.039993,662.399963,0.1235,662.399963,486.720001,0.1208,4.4,670.700012,340.199982,211.039993,49.860001,1000.799988,0.20544,0.1164,174.356003,0.14994,521.76001,521.76001,0.1721,521.76001,51.379993,344.609985,73.410004,145.705994,686.76001,0.19413,52.292889,4.316,590.037476,677.299988,12.309999
0.14997,0.24398,517.25,517.279968,521.849976,600.23999,3.349976,590.037476,9.634,541.640015,211.039993,662.399963,0.12344,662.399963,486.764984,0.12075,4.389994,670.700012,340.25,211.039993,49.925999,1000.799988,0.20536,0.116355,174.356003,0.14997,521.849976,521.849976,0.1721,521.849976,51.419994,344.609985,73.379997,145.705994,686.76001,0.19404,52.300941,4.321,590.037476,677.299988,12.309999
0.14997,0.24398,517.299988,517.309998,521.909973,600.119995,3.349976,590.037476,9.63,541.719971,211.039993,662.399963,0.1234,662.399963,486.764984,0.120725,4.404999,670.75,340.299988,211.039993,49.986,1000.799988,0.20528,0.11631,174.356003,0.14997,521.909973,521.909973,0.172125,521.909973,51.484993,344.639984,73.350006,145.705994,686.76001,0.19398,52.300663,4.325,590.037476,677.299988,12.308
0.14997,0.24398,517.299988,517.309998,522,600.119995,3.349976,590.037476,9.627,541.799988,211.039993,662.399963,0.12338,662.399963,486.764984,0.120675,4.395,670.75,340.350006,211.039993,50.028,1000.799988,0.20528,0.11628,174.369995,0.14997,522,522,0.172125,522,51.524998,344.639984,73.349998,145.705994,686.76001,0.19395,52.300385,4.329,590.037476,677.299988,12.308
