LRCA1101.MV,LRCA1101.PV,PDR1103.PV,PDR1106.PV,PDR1401.PV,PDRCA1109.PV,PDRSA1104.PV,PIC1101A.PV,PI_1132A.PV,PI_1180.PV,PR1102A.PV,TI1105A.PV,TIA2872.PV,TIA2873.PV,TIA2874.PV,TIA2875.PV,TIA2876.PV,TIA2877.PV,TIC_1101.MV,TIC_1101.PV,TIC_1155.MV,TI_1145.PV
72.4202,33.015,9.585,4.387,12.303,46.272,25.6765,14.9108,0.1814,0.209,0.1977,541.56,84.645,85.1625,85.3425,82.23,83.49,82.0425,45.2193,522.15,20.3394,489.02
72.4727,33.02,9.582,4.428,12.303,46.416,25.7425,14.9111,0.1818,0.2088,0.1976,542,84.6825,85.155,85.2975,82.185,83.535,82.02,45.3562,522.6,20.3393,489.02
72.5764,33.03,9.577,4.468,12.305,46.578,25.814,14.9027,0.1822,0.2086,0.1974,542.48,84.63,85.2,85.2675,82.2,83.49,81.99,45.4952,523.02,20.3393,489.02
72.6308,33.035,9.572,4.508,12.305,46.716,25.902,14.9027,0.1826,0.2086,0.1973,542.96,84.5775,85.215,85.26,82.2525,83.445,81.99,45.6248,523.5,20.3392,489.05
72.6858,33.04,9.567,4.549,12.305,46.842,26.001,14.9027,0.1831,0.2084,0.1972,543.44,84.5925,85.23,85.2375,82.23,83.4825,81.99,45.7564,523.95,20.3391,489.05
72.792,33.05,9.562,4.591,12.303,46.968,26.1,14.9027,0.1835,0.2082,0.197,543.92,84.6075,85.245,85.275,82.2225,83.475,82.02,45.8785,524.46,20.339,489.08
72.8995,33.06,9.556,4.632,12.303,47.088,26.199,14.9027,0.1839,0.2082,0.1969,544.44,84.6225,85.185,85.245,82.2075,83.5275,82.02,45.9987,524.97,20.339,489.11
72.9577,33.065,9.551,4.672,12.303,47.208,26.2925,14.9027,0.1843,0.2079,0.1968,544.96,84.615,85.215,85.215,82.1925,83.505,81.9825,46.113,525.51,20.3389,489.14
73.0671,33.075,9.545,4.711,12.303,47.346,26.386,14.9027,0.1847,0.2078,0.1966,545.52,84.645,85.215,85.2225,82.155,83.5425,81.93,46.2289,526.02,20.3388,489.14
73.1777,33.085,9.539,4.747,12.304,47.46,26.4795,14.9027,0.1851,0.2078,0.1965,546.08,84.5925,85.2225,85.2,82.1775,83.4975,81.945,46.3389,526.56,20.3387,489.17
73.2895,33.095,9.533,4.783,12.304,47.556,26.573,14.9027,0.1855,0.2077,0.1964,546.6,84.5925,85.1625,85.2,82.1925,83.5425,81.915,46.4543,527.04,20.3387,489.2
73.4533,33.11,9.528,4.82,12.304,47.61,26.661,14.9027,0.1859,0.2077,0.1964,547.12,84.645,85.11,85.23,82.2,83.5575,81.8775,46.5678,527.52,20.3386,489.26
73.5683,33.12,9.523,4.857,12.304,47.622,26.7325,14.9027,0.1863,0.2076,0.1964,547.64,84.6225,85.155,85.2,82.2525,83.5125,81.885,46.6793,528,20.3385,489.29
