x0,x0,0.02
x0,x2,0.01
x1,x1,0.015
x1,x3,0.015
x2,x0,0.012
x2,x2,0.015
x2,x4,0.01
x3,x3,0.013
x3,x4,0.005
x3,x5,0.008
x4,x4,0.012
x4,x5,0.008
x4,x6,0.01
x5,x5,0.009
x6,x6,0.013
x6,x7,0.005
x7,x7,0.014
