TIA1160A.PV,AR1410B.PV,DR1107.PV,FRCA1112.PV,FI1112.PV,WRA1103.PV,WR1104.PV,PI_1180.PV,CCSFIC1401.PV,TIC_1155.PV
181.285,86.525,169.92,3000.25,3000.25,87.4463,85.69,1.4167,191697,642.655
181.285,86.25,168.9075,3000.25,3000.25,86.895,85.162,1.4167,191730,642.9475
181.22,86.05,167.8275,3000.25,3000.25,86.355,84.623,1.4168,191763,643.2075
181.22,86.25,166.4325,3000.25,3000.25,85.815,84.095,1.4168,191796,643.4675
181.22,86.725,165.4425,3000.25,3000.25,85.2637,83.567,1.4168,191840,643.76
181.155,86.575,163.5975,3000.5,3000.5,84.1837,82.5,1.4169,191906,644.28
181.155,86.575,163.5975,3000.5,3000.5,84.1837,82.5,1.4169,191906,644.28
181.09,86.65,162.0,3000.5,3000.5,83.0925,81.433,1.417,191983,644.8
181.09,86.65,162.0,3000.5,3000.5,83.0925,81.433,1.417,191983,644.8
181.09,86.975,160.11,3000.5,3000.5,82.5525,80.905,1.417,191983,645.06
181.09,86.7,159.9525,3000.75,3000.75,82.0125,80.366,1.417,192049,645.2875
181.025,86.975,158.5125,3000.75,3000.75,81.4725,79.838,1.417,192082,645.5475
181.025,86.9,157.4775,2999.75,2999.75,80.9212,79.31,1.4171,192082,645.775
181.025,86.4,156.4875,2999.75,2999.75,80.3812,78.782,1.4171,192159,646.035
180.96,86.5,154.9125,2999.75,2999.75,79.8412,78.243,1.4172,192192,646.2625
180.96,86.0,153.3375,3000.0,3000.0,78.7612,77.187,1.4172,192258,646.75
180.96,86.0,153.3375,3000.0,3000.0,78.7612,77.187,1.4172,192258,646.75
180.895,86.475,152.19,3000.0,3000.0,78.2212,76.659,1.4173,192302,646.9775
180.895,86.775,151.0875,3000.0,3000.0,77.6813,76.12,1.4173,192335,647.205
180.83,86.725,149.85,3000.25,3000.25,77.1413,75.592,1.4174,192368,647.4
180.83,86.45,149.3325,3000.25,3000.25,76.6012,75.064,1.4174,192401,647.6275
180.765,86.0,147.825,3000.25,3000.25,75.5212,74.536,1.4174,192434,648.0825
180.765,86.1,146.925,3000.25,3000.25,75.5212,74.008,1.4174,192478,648.0825
180.765,86.275,146.475,3000.25,3000.25,74.9812,73.48,1.4174,192511,648.2775
180.765,86.025,144.81,3000.25,3000.25,74.4412,72.952,1.4175,192544,648.505
180.7,86.55,144.3375,3000.5,3000.5,73.9012,72.424,1.4175,192577,648.7
180.7,86.6,142.7625,3000.5,3000.5,73.3613,71.885,1.4176,192621,648.895
180.635,86.65,142.29,3000.5,3000.5,72.8213,71.357,1.4176,192654,649.09
180.635,86.675,141.03,3000.5,3000.5,72.2812,70.829,1.4176,192687,649.285
180.635,86.525,139.9725,3000.5,3000.5,71.7412,70.301,1.4177,192720,649.48
180.635,86.1,138.8925,3000.75,3000.75,71.2012,69.773,1.4177,192753,649.675
180.57,86.025,137.5875,3000.75,3000.75,70.6612,69.245,1.4178,192797,649.87
180.57,86.825,136.26,2999.75,2999.75,70.1212,68.717,1.4178,192830,650.065
180.57,86.7,135.81,2999.75,2999.75,69.5812,68.189,1.4178,192863,650.26
180.505,86.35,134.1675,3000.0,3000.0,69.0525,67.672,1.4178,192896,650.4225
180.505,86.2,134.0775,3000.0,3000.0,68.5125,67.144,1.4178,192940,650.6175
180.505,86.075,132.5025,3000.0,3000.0,67.9725,66.616,1.4179,192973,650.78
180.44,86.525,131.2875,3000.0,3000.0,67.4325,66.088,1.4179,193006,650.975
180.44,86.7,130.68,3000.0,3000.0,66.8925,65.56,1.418,193039,651.1375
180.44,86.55,129.285,3000.0,3000.0,66.3637,65.032,1.418,193083,651.3
180.375,86.65,128.475,3000.25,3000.25,65.8237,64.504,1.4181,193116,651.4625
180.375,86.125,127.8675,3000.25,3000.25,65.2837,63.976,1.4181,193149,651.6575
180.31,86.325,126.765,3000.25,3000.25,64.7438,63.459,1.4181,193182,651.82
180.31,86.2,124.92,3000.25,3000.25,64.215,62.931,1.4182,193215,651.9825
180.31,86.05,123.9525,3000.5,3000.5,63.675,62.403,1.4182,193259,652.1125
180.245,86.35,122.1075,3000.5,3000.5,62.6062,61.347,1.4182,193325,652.4375
180.245,86.35,122.1075,3000.5,3000.5,62.6062,61.347,1.4182,193325,652.4375
180.245,86.75,121.545,3000.5,3000.5,62.0662,60.83,1.4183,193358,652.6
180.18,86.075,120.33,3000.5,3000.5,61.5375,60.302,1.4183,193402,652.73
180.18,86.675,119.16,3000.5,3000.5,60.9975,59.774,1.4184,193435,652.8925
180.18,86.125,118.5975,3000.75,3000.75,60.4575,59.257,1.4184,193468,653.0225
180.115,86.9,117.405,3000.75,3000.75,59.9287,58.729,1.4185,193501,653.1525
180.115,86.7,114.885,2999.75,2999.75,58.86,57.684,1.4185,193578,653.445
180.115,86.7,114.885,2999.75,2999.75,58.86,57.684,1.4185,193578,653.445
180.05,86.775,114.03,3000.0,3000.0,58.32,57.156,1.4186,193611,653.575
180.05,86.9,112.995,3000.0,3000.0,57.7912,56.628,1.4186,193644,653.705
179.985,86.1,111.8025,3000.0,3000.0,57.2512,56.111,1.4186,193677,653.835
179.985,86.925,110.61,3000.0,3000.0,56.7225,55.583,1.4186,193710,653.965
179.985,86.45,110.475,3000.0,3000.0,56.1825,55.066,1.4187,193710,654.095
179.92,86.075,108.9225,3000.25,3000.25,55.6537,54.538,1.4187,193787,654.225
179.92,86.075,108.2925,3000.25,3000.25,55.1138,54.021,1.4188,193787,654.355
179.92,86.8,106.65,3000.25,3000.25,54.585,53.493,1.4188,193853,654.485
179.855,86.075,106.0875,3000.25,3000.25,54.0562,52.976,1.4189,193886,654.5825
179.855,86.8,104.6925,3000.25,3000.25,53.5162,52.448,1.4189,193930,654.7125
179.855,86.325,104.2875,3000.5,3000.5,52.9875,51.931,1.4189,193963,654.81
179.79,86.075,102.69,3000.5,3000.5,52.4587,51.403,1.419,193996,654.94
179.79,86.775,101.7,3000.5,3000.5,51.9187,50.886,1.419,194029,655.0375
179.79,86.875,100.3725,3000.5,3000.5,51.39,50.358,1.419,194062,655.1675
179.725,86.95,99.99,3000.5,3000.5,50.8612,49.841,1.419,194106,655.265
179.725,86.025,98.46,3000.5,3000.5,50.3212,49.313,1.4191,194139,655.3625
179.66,86.325,96.7275,2999.75,2999.75,49.2637,48.279,1.4192,194205,655.5575
179.66,86.325,96.7275,2999.75,2999.75,49.2637,48.279,1.4192,194205,655.5575
179.595,86.45,94.7025,3000.75,3000.75,48.195,47.234,1.4193,194282,655.7525
179.595,86.45,94.7025,3000.75,3000.75,48.195,47.234,1.4193,194282,655.7525
179.595,86.7,93.6225,3000.75,3000.75,47.6662,46.717,1.4193,194315,655.85
179.595,86.475,92.2275,3000.0,3000.0,47.1375,46.189,1.4194,194348,655.9475
179.53,86.275,91.2825,3000.0,3000.0,46.6087,45.672,1.4194,194381,656.045
179.53,86.275,91.1475,3000.0,3000.0,46.08,45.155,1.4194,194425,656.1425
179.53,86.55,89.46,3000.0,3000.0,45.54,44.638,1.4194,194458,656.2075
179.465,86.1,88.695,3000.0,3000.0,45.0112,44.11,1.4194,194491,656.305
179.465,86.975,87.6825,3000.25,3000.25,44.4825,43.593,1.4195,194524,656.4025
179.4,86.75,86.49,3000.25,3000.25,43.9538,43.076,1.4195,194557,656.4675
179.4,86.75,85.14,3000.25,3000.25,43.425,42.559,1.4196,194590,656.565
179.4,86.1,84.3975,3000.25,3000.25,42.8962,42.042,1.4196,194634,656.63
179.335,86.6,83.1825,3000.25,3000.25,42.3675,41.514,1.4197,194667,656.695
179.335,86.8,83.025,3000.5,3000.5,41.8387,40.997,1.4197,194700,656.7925
179.335,86.925,81.3375,3000.5,3000.5,41.31,40.48,1.4198,194733,656.8575
179.27,86.375,81.0,3000.5,3000.5,40.7812,39.963,1.4198,194766,656.9225
179.27,86.8,79.605,3000.5,3000.5,40.2525,39.446,1.4198,194810,656.9875
179.27,86.55,78.5025,3000.75,3000.75,39.7237,38.929,1.4198,194843,657.0525
179.205,86.325,77.8275,2999.75,2999.75,39.195,38.412,1.4198,194876,657.1175
179.205,86.975,76.23,2999.75,2999.75,38.6662,37.895,1.4199,194876,657.1825
179.14,86.275,75.8475,2999.75,2999.75,38.1375,37.378,1.4199,194909,657.2475
179.14,86.075,74.565,2999.75,2999.75,37.6087,36.861,1.42,194975,657.3125
179.14,86.45,73.5075,3000.75,3000.75,37.08,36.344,1.42,195019,657.3775
179.075,86.45,72.36,3001.0,3001.0,36.5513,35.827,1.4201,195052,657.4425
179.075,86.325,71.7975,3001.0,3001.0,36.0225,35.31,1.4201,195052,657.5075
179.075,86.0,70.065,3001.0,3001.0,35.4937,34.793,1.4202,195118,657.54
179.01,86.05,69.4125,3000.0,3000.0,34.9762,34.276,1.4202,195151,657.605
179.01,86.425,68.4225,3000.0,3000.0,34.4475,33.759,1.4202,195195,657.67
179.01,86.625,67.5225,3000.25,3000.25,33.9188,33.242,1.4202,195228,657.7025
178.945,86.55,66.6,3000.5,3000.5,33.39,32.725,1.4202,195294,657.7675
178.945,86.975,64.8,3000.75,3000.75,32.7375,32.087,1.4203,195338,657.8
178.88,86.125,63.9225,3000.75,3000.75,32.085,31.449,1.4203,195393,657.865
178.88,86.5,62.7075,3001.0,3001.0,31.4437,30.811,1.4204,195393,657.8975
178.88,86.825,61.7625,3000.25,3000.25,30.7912,30.173,1.4204,195492,658.0925
178.815,86.475,59.985,3000.25,3000.25,30.0938,29.491,1.4204,195547,658.2225
178.815,86.9,58.4775,3000.25,3000.25,29.4075,28.82,1.4205,195591,658.3525
178.75,86.8,56.9925,3000.25,3000.25,28.7325,28.149,1.4205,195635,658.4175
178.75,86.425,56.0475,3000.25,3000.25,28.0687,27.5,1.4206,195679,658.4175
178.75,86.425,54.72,3000.25,3000.25,27.4163,26.873,1.4206,195712,658.385
178.685,86.725,53.865,3000.25,3000.25,26.7975,26.257,1.4206,195756,658.4175
178.685,86.9,52.5375,3000.25,3000.25,26.1562,25.63,1.4206,195800,658.45
178.62,86.75,50.85,3000.5,3000.5,25.5037,24.992,1.4206,195844,658.515
178.62,86.775,50.5125,3000.5,3000.5,24.84,24.343,1.4207,195899,658.6125
178.62,86.85,49.2075,3000.5,3000.5,24.165,23.683,1.4207,195943,658.6775
178.555,86.4,47.0475,3000.5,3000.5,23.5012,23.034,1.4208,195987,658.7425
178.555,86.45,45.9675,2999.75,2999.75,22.8375,22.385,1.4208,196020,658.775
178.49,86.9,45.2925,2999.75,2999.75,22.185,21.736,1.4208,196064,658.8075
178.49,86.4,43.515,2999.75,2999.75,21.5212,21.098,1.4209,196108,658.84
178.425,86.525,42.165,2999.75,2999.75,20.88,20.46,1.4209,196152,658.84
178.425,86.225,40.725,3000.75,3000.75,20.2275,19.822,1.421,196196,658.8725
178.36,86.375,39.69,3001.0,3001.0,19.575,19.184,1.421,196229,658.905
178.36,86.05,39.1725,3001.0,3001.0,18.9225,18.546,1.421,196273,658.9375
178.36,86.425,37.53,3000.75,3000.75,18.2812,17.919,1.421,196306,658.97
178.295,86.55,36.09,2999.75,2999.75,17.6737,17.314,1.421,196328,659.0025
178.295,86.65,35.19,2999.5,2999.5,17.1,16.764,1.421,196339,659.035
178.23,86.575,33.8625,2999.25,2999.25,16.605,16.28,1.4211,196339,659.0675
178.23,86.675,33.4575,2999.25,2999.25,16.2,15.873,1.4211,196339,659.0675
178.165,86.975,32.445,2999.0,2999.0,15.8175,15.51,1.4212,196350,659.1
178.165,86.6,32.0625,2999.0,2999.0,15.4462,15.136,1.4212,196350,659.1
178.165,86.825,31.32,2999.25,2999.25,15.0975,14.795,1.4212,196383,659.1
178.1,86.725,30.87,2999.75,2999.75,14.67,14.377,1.4213,196383,659.1325
178.1,86.075,30.69,3000.75,3000.75,14.4675,14.179,1.4213,196449,659.1325
178.035,86.925,28.6425,3001.25,3001.25,13.815,13.53,1.4213,196526,659.1325
178.035,86.675,28.0125,3001.5,3001.5,13.14,12.881,1.4214,196581,659.1325
178.035,86.65,26.415,3001.5,3001.5,12.4762,12.221,1.4214,196636,659.165
177.97,86.025,24.795,3000.75,3000.75,11.8012,11.561,1.4214,196691,659.165
177.97,86.2,23.715,3000.75,3000.75,11.1375,10.912,1.4214,196746,659.165
177.97,86.2,23.715,3000.75,3000.75,11.1375,10.912,1.4214,196746,659.165
177.97,86.2,23.715,3000.75,3000.75,11.1375,10.912,1.4214,196746,659.165
177.97,86.2,23.715,3000.75,3000.75,11.1375,10.912,1.4214,196746,659.165
177.905,86.775,22.6575,3000.0,3000.0,10.4625,10.252,1.4214,196801,659.1325
177.905,86.875,21.1725,3000.0,3000.0,9.7987,9.603,1.4215,196845,659.1325
177.905,86.95,19.9575,3000.0,3000.0,9.135,8.954,1.4215,196878,659.1325
177.84,86.575,19.5975,3003.75,3003.75,8.6962,8.525,1.4215,197274,659.1325
177.775,86.7,18.045,3006.25,3006.25,8.0662,7.909,1.4216,197626,659.1
177.775,86.9,16.56,3010.5,3010.5,7.4025,7.26,1.4216,198165,659.1
177.71,86.8,15.75,3014.5,3014.5,6.75,6.611,1.4216,198792,659.1
177.645,86.3,13.7025,3012.75,3012.75,6.0975,5.973,1.4217,199276,659.0675
177.58,86.45,13.2975,3013.0,3013.0,5.445,5.335,1.4217,199661,659.0675
177.58,86.85,11.4975,3003.5,3003.5,4.8038,4.708,1.4217,199925,659.035
177.515,86.725,10.575,3001.0,3001.0,4.1512,4.07,1.4218,200123,659.035
177.45,86.275,9.135,2996.5,2996.5,3.51,3.443,1.4218,200277,659.035
177.385,86.95,7.515,2995.0,2995.0,2.8687,2.805,1.4218,200420,659.0025
177.255,86.425,7.2225,2997.5,2997.5,2.2275,2.178,1.4218,200519,659.0025
177.19,86.775,5.6475,2996.5,2996.5,0.0,1.551,1.4218,200618,659.0025
177.06,86.35,4.4775,2999.75,2999.75,0.0,0.924,1.4218,200750,658.97
176.93,0.0,3.1725,2999.5,2999.5,0.0,0.297,1.4219,200948,658.97
176.67,0.0,2.385,3043.25,3043.25,0.0,0.0,1.4219,204941,658.905
176.475,86.2,2.5875,3045.5,3045.5,0.0,0.0,1.4219,205898,658.8725
176.28,86.2,2.745,3059.0,3059.0,0.0,0.165,1.422,208054,658.84
176.02,86.375,3.555,3062.25,3062.25,0.0,0.484,1.422,209451,658.8075
175.825,86.925,4.365,3026.0,3026.0,0.0,1.078,1.422,210485,658.775
175.565,86.2,5.9625,3024.25,3024.25,2.9475,1.958,1.4221,211574,658.6775
175.305,86.0,7.8975,2981.25,2981.25,2.9475,2.893,1.4221,211607,658.4175
174.98,86.775,9.8775,2977.0,2977.0,3.735,3.663,1.4221,211530,658.0275
174.655,86.225,10.6425,2963.0,2963.0,4.1062,4.026,1.4221,211211,657.6375
174.2,86.6,10.0125,2943.25,2943.25,4.05,3.96,1.4222,210573,657.28
173.745,86.575,9.765,2959.75,2959.75,3.735,3.663,1.4222,210078,657.02
173.29,86.975,9.135,2952.25,2952.25,3.4312,3.366,1.4222,209308,656.7925
172.835,86.725,8.3025,2975.0,2975.0,3.1387,3.08,1.4222,208274,656.565
172.38,86.125,7.605,2969.75,2969.75,2.835,2.772,1.4222,207196,656.24
171.99,86.2,7.065,2978.0,2978.0,2.5425,2.497,1.4222,206250,655.8825
171.665,86.95,6.7725,2975.5,2975.5,2.1263,2.079,1.4222,205546,655.4925
171.34,86.6,5.805,2980.25,2980.25,0.0,1.947,1.4222,205051,655.135
171.08,86.925,5.3775,2982.5,2982.5,0.0,1.353,1.4223,204523,654.81
170.885,86.325,4.185,2983.25,2983.25,0.0,0.748,1.4223,203929,654.485
170.69,0.0,2.43,2991.5,3058.25,0.0,0.132,1.4223,203335,654.16
170.495,0.0,2.7225,3058.25,3058.25,0.0,0.0,1.4223,208263,654.1275
170.3,0.0,2.1825,3067.5,3067.5,0.0,0.0,1.4224,209495,654.095
170.235,0.0,2.0925,3065.5,3065.5,0.0,0.0,1.4224,210089,654.0625
170.17,0.0,2.9475,3064.75,3012.5,0.0,0.0,1.4224,210639,653.9975
170.105,0.0,2.97,3012.5,3012.5,0.0,0.0,1.4224,211145,653.965
170.04,0.0,2.8575,3012.25,3012.25,0.0,0.0,1.4225,212036,653.9325
169.91,0.0,2.25,2985.0,2985.0,0.0,0.0,1.4225,212036,653.9
169.845,0.0,2.5875,2978.75,2978.75,0.0,0.0,1.4225,212124,653.8675
169.715,0.0,2.07,2986.5,2986.5,0.0,0.0,1.4225,212124,653.835
169.52,0.0,2.1375,2978.75,2978.75,0.0,0.0,1.4226,211981,653.77
169.325,0.0,2.52,2991.5,2991.5,0.0,0.0,1.4226,211904,653.7375
169.13,0.0,2.2275,2989.75,2988.25,0.0,0.0,1.4226,212278,653.64
168.935,0.0,2.4975,2989.75,2989.75,0.0,0.0,1.4226,212267,653.64
168.675,0.0,2.7675,2991.5,2991.5,0.0,0.0,1.4226,212267,653.575
168.415,0.0,2.1375,2991.25,2991.25,0.0,0.0,1.4226,211849,653.51
168.155,0.0,2.475,2989.75,2989.75,0.0,0.0,1.4226,211849,653.445
167.96,0.0,2.43,2987.0,2987.0,0.0,0.0,1.4226,211541,653.38
167.7,0.0,2.1375,2987.25,2987.25,0.0,0.0,1.4226,211233,653.315
167.505,0.0,2.925,2985.0,2985.0,0.0,0.0,1.4227,210606,653.2825
167.31,0.0,2.88,2988.75,2988.75,0.0,0.0,1.4227,210606,653.2175
167.18,0.0,2.4525,2987.25,2987.25,0.0,0.0,1.4227,210078,653.1525
166.985,0.0,2.6775,2992.25,2992.25,0.0,0.0,1.4227,210078,653.0875
166.855,0.0,2.25,2992.0,2992.0,0.0,0.0,1.4227,209649,653.055
166.725,0.0,2.97,2996.0,2996.0,0.0,0.0,1.4228,209649,652.99
166.66,0.0,2.8125,2996.0,2996.0,0.0,0.0,1.4228,209209,652.9575
166.595,0.0,2.3175,2996.25,2996.25,0.0,0.0,1.4228,209209,652.8925
166.53,0.0,2.25,2997.5,2997.5,0.0,0.0,1.4228,208769,652.8275
166.53,0.0,2.2725,2997.75,2997.75,0.0,0.0,1.4228,208527,652.795
166.53,0.0,2.3175,2998.75,2997.75,0.0,0.0,1.4229,208296,652.6975
166.53,0.0,2.385,2998.75,2998.75,0.0,0.0,1.4229,208054,652.6975
166.595,0.0,2.115,2999.75,2998.75,0.0,0.0,1.4229,207823,652.6
166.595,0.0,2.7225,2999.75,2999.75,0.0,0.0,1.4229,207570,652.6
166.66,0.0,2.9025,2999.25,2999.5,0.0,0.0,1.4229,207328,652.5025
166.725,0.0,2.2275,2999.25,2999.25,0.0,0.0,1.4229,207086,652.5025
166.79,0.0,2.745,2999.0,2999.25,0.0,0.0,1.423,206855,652.405
166.92,0.0,2.61,2999.0,2999.0,0.0,0.0,1.423,206613,652.405
166.985,0.0,2.9025,2998.75,2998.75,0.0,0.0,1.423,206393,652.3075
167.115,0.0,2.9475,2998.75,2998.75,0.0,0.0,1.423,206162,652.3075
167.245,0.0,2.25,2999.5,2998.5,0.0,0.0,1.423,205964,652.21
167.375,0.0,2.5875,2999.5,2999.5,0.0,0.0,1.423,205766,652.21
167.505,0.0,2.88,3000.5,2999.5,0.0,0.0,1.423,205579,652.1125
167.635,0.0,2.0475,3000.5,3000.5,0.0,0.0,1.423,205403,652.08
167.765,0.0,2.34,3000.0,3000.75,0.0,0.0,1.423,205249,652.015
167.895,0.0,2.565,3000.25,3000.0,0.0,0.0,1.423,205106,651.9825
168.155,0.0,2.5425,3000.5,3000.5,0.0,0.0,1.4231,204996,651.9175
168.155,0.0,2.5425,3001.0,3000.5,0.0,0.0,1.4231,204897,651.885
168.35,0.0,2.5875,3001.25,3001.25,0.0,0.0,1.4231,204809,651.8525
168.48,0.0,2.5425,3001.75,3001.25,0.0,0.0,1.4231,204721,651.7875
168.61,0.0,2.4075,3002.25,3001.75,0.0,0.0,1.4231,204644,651.755
168.87,0.0,2.5425,3001.75,3001.75,0.0,0.0,1.4232,204589,651.69
168.87,0.0,2.9025,3002.0,3001.75,0.0,0.0,1.4232,204523,651.6575
169.13,0.0,2.7225,3001.5,3001.5,0.0,0.0,1.4232,204479,651.5925
169.13,0.0,2.7225,3002.0,3001.5,0.0,0.0,1.4232,204435,651.56
169.39,0.0,2.835,3001.5,3001.5,0.0,0.0,1.4232,204391,651.495
169.39,0.0,2.835,3001.75,3001.5,0.0,0.0,1.4232,204358,651.4625
169.65,0.0,2.7675,3002.0,3002.0,0.0,0.0,1.4233,204325,651.3975
169.65,0.0,2.7675,3001.5,3002.0,0.0,0.0,1.4233,204292,651.365
169.845,0.0,2.745,3001.75,3001.75,0.0,0.0,1.4233,204270,651.3325
169.845,0.0,2.745,3001.25,3001.75,0.0,0.0,1.4233,204259,651.2675
170.105,0.0,2.925,3001.5,3001.5,0.0,0.0,1.4234,204248,651.235
170.105,0.0,2.925,3001.75,3001.5,0.0,0.0,1.4234,204237,651.17
170.3,0.0,2.475,3002.25,3002.25,0.0,0.0,1.4234,204237,651.1375
170.3,0.0,2.475,3002.5,3002.25,0.0,0.0,1.4234,204226,651.0725
170.43,0.0,2.0025,3001.75,3001.75,0.0,0.0,1.4234,204226,651.04
170.43,0.0,2.0025,3002.0,3001.75,0.0,0.0,1.4234,204215,650.975
170.625,0.0,2.475,3000.5,3000.5,0.0,0.0,1.4234,204215,650.9425
170.69,0.0,2.2275,3000.75,3000.75,0.0,0.0,1.4234,204204,650.8775
170.755,0.0,2.025,3001.0,3001.0,0.0,0.0,1.4234,204204,650.845
170.755,0.0,2.025,3001.25,3001.0,0.0,0.0,1.4234,204204,650.8125
170.885,0.0,2.43,3001.25,3001.25,0.0,0.0,1.4235,204204,650.7475
170.885,0.0,2.655,3001.5,3001.5,0.0,0.0,1.4235,204204,650.715
170.95,0.0,2.25,3001.75,3001.75,0.0,0.0,1.4235,204193,650.65
171.015,0.0,2.43,3001.0,3001.0,0.0,0.0,1.4236,204193,650.6175
171.015,0.0,2.43,3001.25,3001.25,0.0,0.0,1.4236,204193,650.5525
171.08,0.0,2.8575,3001.25,3001.25,0.0,0.0,1.4236,204193,650.52
171.145,0.0,2.7225,3001.5,3001.5,0.0,0.0,1.4237,204193,650.455
171.21,0.0,2.025,3001.75,3001.75,0.0,0.0,1.4237,204193,650.4225
171.21,0.0,2.34,3001.0,3001.0,0.0,0.0,1.4237,204193,650.3575
171.275,0.0,2.88,3001.0,3001.0,0.0,0.0,1.4237,204193,650.325
171.275,0.0,2.52,3001.25,3001.25,0.0,0.0,1.4238,204193,650.26
171.275,0.0,2.61,3000.5,3000.5,0.0,0.0,1.4238,204193,650.2275
171.34,0.0,2.9025,3000.5,3000.5,0.0,0.0,1.4238,204193,650.195
171.34,0.0,2.5425,3000.75,3000.75,0.0,0.0,1.4238,204193,650.13
171.405,0.0,2.0925,3000.75,3000.75,0.0,0.0,1.4238,204193,650.0975
171.405,0.0,2.4975,3001.0,3001.0,0.0,0.0,1.4238,204193,650.0325
171.405,0.0,2.4075,3001.0,3001.0,0.0,0.0,1.4239,204193,650.0
171.405,0.0,2.52,3000.25,3000.25,0.0,0.0,1.4239,204193,649.935
171.47,0.0,2.6775,3000.5,3000.5,0.0,0.0,1.4239,204204,649.9025
171.47,0.0,2.52,3000.5,3000.5,0.0,0.0,1.424,204204,649.8375
171.47,0.0,2.295,3000.5,3000.5,0.0,0.0,1.424,204204,649.805
171.47,0.0,2.3625,3000.75,3000.75,0.0,0.0,1.424,204204,649.74
171.535,0.0,2.3175,3000.75,3000.75,0.0,0.0,1.4241,204204,649.7075
171.535,0.0,2.475,3001.0,3001.0,0.0,0.0,1.4241,204204,649.6425
171.535,0.0,2.5875,3000.0,3000.0,0.0,0.0,1.4242,204204,649.61
171.535,0.0,2.88,3000.25,3000.25,0.0,0.0,1.4242,204204,649.545
171.535,0.0,2.25,3000.25,3000.25,0.0,0.0,1.4242,204204,649.5125
171.535,0.0,2.0475,3000.5,3000.5,0.0,0.0,1.4242,204204,649.4475
171.535,0.0,2.6775,3000.5,3000.5,0.0,0.0,1.4242,204215,649.415
171.535,0.0,2.5875,3000.75,3000.75,0.0,0.0,1.4243,204215,649.35
171.6,0.0,2.295,3000.75,3000.75,0.0,0.0,1.4243,204215,649.3175
171.6,0.0,2.1825,3000.75,3000.75,0.0,0.0,1.4243,204215,649.285
171.6,0.0,2.565,3001.0,3001.0,0.0,0.0,1.4244,204215,649.22
171.6,0.0,2.205,3001.0,3001.0,0.0,0.0,1.4244,204215,649.1875
171.6,0.0,2.4075,3000.0,3000.0,0.0,0.0,1.4245,204215,649.1225
171.6,0.0,2.5425,3000.25,3000.25,0.0,0.0,1.4245,204226,649.09
171.6,0.0,2.1375,3000.25,3000.25,0.0,0.0,1.4246,204226,649.025
171.6,0.0,2.97,3000.5,3000.5,0.0,0.0,1.4246,204226,648.9925
171.6,0.0,2.1375,3000.5,3000.5,0.0,0.0,1.4246,204226,648.9275
171.6,0.0,2.6325,3000.5,3000.5,0.0,0.0,1.4246,204226,648.895
171.6,0.0,2.5425,3000.75,3000.75,0.0,0.0,1.4246,204226,648.83
171.6,0.0,2.3175,3000.75,3000.75,0.0,0.0,1.4246,204226,648.7975
171.6,0.0,2.2725,3000.75,3000.75,0.0,0.0,1.4246,204226,648.7325
171.6,0.0,2.0475,3001.0,3001.0,0.0,0.0,1.4246,204237,648.7
171.6,0.0,2.1825,3000.0,3000.0,0.0,0.0,1.4246,204237,648.635
171.6,0.0,2.6325,3000.25,3000.25,0.0,0.0,1.4246,204237,648.6025
171.6,0.0,2.5425,3000.25,3000.25,0.0,0.0,1.4246,204237,648.5375
171.6,0.0,2.7675,3000.25,3000.25,0.0,0.0,1.4246,204237,648.505
171.6,0.0,2.5425,3000.5,3000.5,0.0,0.0,1.4246,204237,648.44
171.6,0.0,2.745,3000.5,3000.5,0.0,0.0,1.4246,204237,648.4075
171.6,0.0,2.3175,3000.5,3000.5,0.0,0.0,1.4246,204248,648.3425
171.6,0.0,2.52,3000.5,3000.5,0.0,0.0,1.4246,204248,648.31
171.6,0.0,2.61,3000.75,3000.75,0.0,0.0,1.4246,204248,648.245
171.6,0.0,2.205,3000.75,3000.75,0.0,0.0,1.4247,204248,648.2125
171.6,0.0,2.0925,3000.0,3000.0,0.0,0.0,1.4248,204248,648.1475
171.6,0.0,2.9475,3000.0,3000.0,0.0,0.0,1.4248,204248,648.115
171.6,0.0,2.4975,3000.0,3000.0,0.0,0.0,1.4249,204259,648.05
171.6,0.0,2.16,3000.25,3000.25,0.0,0.0,1.425,204259,648.0175
171.6,0.0,2.7675,3000.25,3000.25,0.0,0.0,1.425,204259,647.9525
171.6,0.0,2.025,3000.25,3000.25,0.0,0.0,1.425,204259,647.92
171.6,0.0,2.4075,3000.5,3000.5,0.0,0.0,1.425,204259,647.855
171.6,0.0,2.385,3000.5,3000.5,0.0,0.0,1.425,204259,647.8225
171.6,0.0,2.5425,3000.5,3000.5,0.0,0.0,1.425,204270,647.7575
171.6,0.0,2.925,3000.5,3000.5,0.0,0.0,1.425,204270,647.725
171.6,0.0,2.2725,3000.75,3000.75,0.0,0.0,1.4251,204270,647.66
171.6,0.0,2.925,3000.75,3000.75,0.0,0.0,1.4251,204270,647.6275
171.6,0.0,2.925,3000.75,3000.75,0.0,0.0,1.4251,204270,647.5625
171.6,0.0,2.385,3001.0,3001.0,0.0,0.0,1.4252,204270,647.53
171.6,0.0,2.6775,3000.0,3000.0,0.0,0.0,1.4252,204270,647.465
171.6,0.0,2.4975,3000.25,3000.25,0.0,0.0,1.4252,204281,647.4325
171.6,0.0,2.88,3000.25,3000.25,0.0,0.0,1.4252,204281,647.3675
171.6,0.0,1.98,3000.25,3000.25,0.0,0.0,1.4253,204281,647.335
171.6,0.0,2.97,3000.25,3000.25,0.0,0.0,1.4253,204281,647.27
